a40660,15524769,15524144,15525394,a40660_979
a40660,15527269,15526644,15527894,a40660_980
a40660,15532519,15531894,15533144,a40660_981
a40660,15566394,15565769,15567019,a40660_982
a40660,15575769,15575144,15576394,a40660_983
a40660,15638769,15638144,15639394,a40660_984
a40660,15640144,15639519,15640769,a40660_985
a40660,15668769,15668144,15669394,a40660_986
a40660,15692644,15692019,15693269,a40660_987
a40660,15721769,15721144,15722394,a40660_988
a40660,15721770,15721145,15722395,a40660_989
a40660,15745019,15744394,15745644,a40660_990
a40660,15746894,15746269,15747519,a40660_991
a40660,15771019,15770394,15771644,a40660_992
a40660,15794144,15793519,15794769,a40660_993
a40660,15795769,15795144,15796394,a40660_994
a40660,15803269,15802644,15803894,a40660_995
a40660,15835519,15834894,15836144,a40660_996
a40696,16086627,16086002,16087252,a40696_3
a40717,5335617,5334992,5336242,a40717_3
a40729,65197540,65196915,65198165,a40729_173
a40764,15943384,15942759,15944009,a40764_483
a40764,16006259,16005634,16006884,a40764_484
a40764,16023259,16022634,16023884,a40764_485
a40781,48579400,48578775,48580025,a40781_667
a40781,48888525,48887900,48889150,a40781_668
a40781,48891275,48890650,48891900,a40781_669
a41068,57609400,57608775,57610025,a41068_892
a41068,57634775,57634150,57635400,a41068_893
a41068,57655525,57654900,57656150,a41068_894
a41068,57655526,57654901,57656151,a41068_895
a41068,57656900,57656275,57657525,a41068_896
a41259,35962265,35961640,35962890,a41259_233
a41278,26139432,26138807,26140057,a41278_56
a41278,26216182,26215557,26216807,a41278_57
a41278,26350182,26349557,26350807,a41278_58
a41278,26427057,26426432,26427682,a41278_59
a41278,26530057,26529432,26530682,a41278_60
a41350,15296788,15296163,15297413,a41350_418
a41350,15465288,15464663,15465913,a41350_419
a41350,15542538,15541913,15543163,a41350_420
a41350,15549663,15549038,15550288,a41350_421
a41350,15594913,15594288,15595538,a41350_422
a41350,15627038,15626413,15627663,a41350_423
a41350,15655288,15654663,15655913,a41350_424
a41350,15684788,15684163,15685413,a41350_425
a41392,3963315,3962690,3963940,a41392_23
a41392,3986315,3985690,3986940,a41392_24
a41392,4009315,4008690,4009940,a41392_25
a41392,4032440,4031815,4033065,a41392_26
a41392,4055440,4054815,4056065,a41392_27
a41392,4078440,4077815,4079065,a41392_28
a41392,4101565,4100940,4102190,a41392_29
a41392,4124565,4123940,4125190,a41392_30
a41392,4147565,4146940,4148190,a41392_31
a41392,4170690,4170065,4171315,a41392_32
a41392,4193690,4193065,4194315,a41392_33
a41392,4216690,4216065,4217315,a41392_34
a41392,4270190,4269565,4270815,a41392_35
a41431,38555917,38555292,38556542,a41431_165
a41432,2447905,2447280,2448530,a41432_80
a41432,2483530,2482905,2484155,a41432_81
a41432,2518780,2518155,2519405,a41432_82
a41432,2519155,2518530,2519780,a41432_83
a41432,2520780,2520155,2521405,a41432_84
a41432,2559280,2558655,2559905,a41432_85
a41432,2559405,2558780,2560030,a41432_86
a41432,2589155,2588530,2589780,a41432_87
a41432,2589405,2588780,2590030,a41432_88
a41432,2604405,2603780,2605030,a41432_89
a41432,2625905,2625280,2626530,a41432_90
a41432,2631905,2631280,2632530,a41432_91
a41432,2658530,2657905,2659155,a41432_92
a41432,2658655,2658030,2659280,a41432_93
a41432,2708655,2708030,2709280,a41432_94
a41432,2708905,2708280,2709530,a41432_95
a41432,2708906,2708281,2709531,a41432_96
a41432,2750530,2749905,2751155,a41432_97
a41432,2757530,2756905,2758155,a41432_98
a41432,2775155,2774530,2775780,a41432_99
a41432,2781780,2781155,2782405,a41432_100
a41432,2819905,2819280,2820530,a41432_101
a41432,2826655,2826030,2827280,a41432_102
a41432,2852905,2852280,2853530,a41432_103
a41432,2863030,2862405,2863655,a41432_104
a41470,50115560,50114935,50116185,a41470_843
a41470,50285060,50284435,50285685,a41470_844
a41521,14864817,14864192,14865442,a41521_58
a41521,14887942,14887317,14888567,a41521_59
a41521,14892942,14892317,14893567,a41521_60
a41521,14934817,14934192,14935442,a41521_61
a41521,14958692,14958067,14959317,a41521_62
a41521,14958817,14958192,14959442,a41521_63
a41521,14983567,14982942,14984192,a41521_64
a41521,14983568,14982943,14984193,a41521_65
a41610,1899,1274,2524,a41610_1
a41610,20149,19524,20774,a41610_2
a41610,29024,28399,29649,a41610_3
a41610,43149,42524,43774,a41610_4
a41610,50649,50024,51274,a41610_5
a41610,55399,54774,56024,a41610_6
a41610,57149,56524,57774,a41610_7
a41610,59149,58524,59774,a41610_8
a41610,61024,60399,61649,a41610_9
a41610,90524,89899,91149,a41610_10
a41610,91524,90899,92149,a41610_11
a41610,101024,100399,101649,a41610_12
a41610,103649,103024,104274,a41610_13
a41610,105649,105024,106274,a41610_14
a41610,109149,108524,109774,a41610_15
a41610,114524,113899,115149,a41610_16
a41610,115399,114774,116024,a41610_17
a41610,116024,115399,116649,a41610_18
a41610,118774,118149,119399,a41610_19
a41610,127024,126399,127649,a41610_20
a41610,133774,133149,134399,a41610_21
a41610,137399,136774,138024,a41610_22
a41610,139024,138399,139649,a41610_23
a41610,170274,169649,170899,a41610_24
a41610,187024,186399,187649,a41610_25
a41610,228399,227774,229024,a41610_26
a41610,235899,235274,236524,a41610_27
a41610,255899,255274,256524,a41610_28
a41610,257899,257274,258524,a41610_29
a41610,283024,282399,283649,a41610_30
a41653,35093256,35092631,35093881,a41653_1373
a41653,35120881,35120256,35121506,a41653_1374
a41653,35164131,35163506,35164756,a41653_1375
a41653,35187506,35186881,35188131,a41653_1376
a41653,35212756,35212131,35213381,a41653_1377
a41653,35264506,35263881,35265131,a41653_1378
a41653,35269756,35269131,35270381,a41653_1379
a41653,35316131,35315506,35316756,a41653_1380
a41653,35341131,35340506,35341756,a41653_1381
a41653,35367256,35366631,35367881,a41653_1382
a41653,35400631,35400006,35401256,a41653_1383
a41653,35441131,35440506,35441756,a41653_1384
a41653,35467881,35467256,35468506,a41653_1385
a41653,35506006,35505381,35506631,a41653_1386
a41709,6156429,6155804,6157054,a41709_95
a41709,6181054,6180429,6181679,a41709_96
a41709,6204929,6204304,6205554,a41709_97
a41709,6211429,6210804,6212054,a41709_98
a41709,6236804,6236179,6237429,a41709_99
a41709,6268304,6267679,6268929,a41709_100
a41709,6271554,6270929,6272179,a41709_101
a41709,6291804,6291179,6292429,a41709_102
a41709,6317054,6316429,6317679,a41709_103
a41709,6320804,6320179,6321429,a41709_104
a41709,6323179,6322554,6323804,a41709_105
a41709,6332179,6331554,6332804,a41709_106
a41709,6336304,6335679,6336929,a41709_107
a41709,6389554,6388929,6390179,a41709_108
a41709,6414429,6413804,6415054,a41709_109
a41709,6415429,6414804,6416054,a41709_110
a41709,6469429,6468804,6470054,a41709_111
a41709,6478679,6478054,6479304,a41709_112
a41709,6502429,6501804,6503054,a41709_113
a41709,6503679,6503054,6504304,a41709_114
a41709,6514304,6513679,6514929,a41709_115
a41709,6538429,6537804,6539054,a41709_116
a41709,6539554,6538929,6540179,a41709_117
a41709,6568679,6568054,6569304,a41709_118
a41827,15599197,15598572,15599822,a41827_976
a41827,15628947,15628322,15629572,a41827_977
a41827,15642947,15642322,15643572,a41827_978
a41827,15655572,15654947,15656197,a41827_979
a41827,15657947,15657322,15658572,a41827_980
a41827,15661322,15660697,15661947,a41827_981
a41827,15674822,15674197,15675447,a41827_982
a41827,15679572,15678947,15680197,a41827_983
a41827,15679822,15679197,15680447,a41827_984
a41827,15691072,15690447,15691697,a41827_985
a41827,15699322,15698697,15699947,a41827_986
a41827,15706447,15705822,15707072,a41827_987
a41827,15709197,15708572,15709822,a41827_988
a41827,15751822,15751197,15752447,a41827_989
a41827,15766697,15766072,15767322,a41827_990
a41827,15774947,15774322,15775572,a41827_991
a41827,15781572,15780947,15782197,a41827_992
a41827,15799197,15798572,15799822,a41827_993
a41827,15812572,15811947,15813197,a41827_994
a41827,15829947,15829322,15830572,a41827_995
a41827,15853197,15852572,15853822,a41827_996
a41827,15856697,15856072,15857322,a41827_997
a41827,15860822,15860197,15861447,a41827_998
a41827,15866072,15865447,15866697,a41827_999
a41827,15886947,15886322,15887572,a41827_1000
a41827,15892697,15892072,15893322,a41827_1001
a41827,15909322,15908697,15909947,a41827_1002
a41827,15932822,15932197,15933447,a41827_1003
a41827,15934697,15934072,15935322,a41827_1004
a41827,15935572,15934947,15936197,a41827_1005
a41827,15958822,15958197,15959447,a41827_1006
a41827,15970697,15970072,15971322,a41827_1007
a41827,15977197,15976572,15977822,a41827_1008
a41827,15994072,15993447,15994697,a41827_1009
a41827,16009447,16008822,16010072,a41827_1010
a41827,16017322,16016697,16017947,a41827_1011
a41827,16019072,16018447,16019697,a41827_1012
a41933,14841636,14841011,14842261,a41933_39
a41933,14846511,14845886,14847136,a41933_40
a42042,5862294,5861669,5862919,a42042_752
a42042,5864669,5864044,5865294,a42042_753
a42042,5874169,5873544,5874794,a42042_754
a42042,5893544,5892919,5894169,a42042_755
a42042,5897544,5896919,5898169,a42042_756
a42042,5902794,5902169,5903419,a42042_757
a42042,5911919,5911294,5912544,a42042_758
a42042,5919545,5918920,5920170,a42042_759
a42042,5919919,5919294,5920544,a42042_760
a42042,5920169,5919544,5920794,a42042_761
a42042,5920419,5919794,5921044,a42042_762
a42042,5926294,5925669,5926919,a42042_763
a42042,5926669,5926044,5927294,a42042_764
a42042,5935544,5934919,5936169,a42042_765
a42042,5942294,5941669,5942919,a42042_766
a42042,5942544,5941919,5943169,a42042_767
a42042,5942794,5942169,5943419,a42042_768
a42042,5942795,5942170,5943420,a42042_769
a42042,5942919,5942294,5943544,a42042_770
a42042,5943294,5942669,5943919,a42042_771
a42042,5943295,5942670,5943920,a42042_772
a42042,5943544,5942919,5944169,a42042_773
a42042,5944044,5943419,5944669,a42042_774
a42042,5944544,5943919,5945169,a42042_775
a42042,5944545,5943920,5945170,a42042_776
a42042,5945169,5944544,5945794,a42042_777
a42042,5950544,5949919,5951169,a42042_778
a42042,5958669,5958044,5959294,a42042_779
a42042,5963544,5962919,5964169,a42042_780
a42042,5965169,5964544,5965794,a42042_781
a42042,5973794,5973169,5974419,a42042_782
a42042,5973919,5973294,5974544,a42042_783
a42042,5985169,5984544,5985794,a42042_784
a42042,5985419,5984794,5986044,a42042_785
a42042,5985544,5984919,5986169,a42042_786
a42042,5985794,5985169,5986419,a42042_787
a42042,5985919,5985294,5986544,a42042_788
a42042,5986044,5985419,5986669,a42042_789
a42042,5986294,5985669,5986919,a42042_790
a42042,5986544,5985919,5987169,a42042_791
a42042,5986669,5986044,5987294,a42042_792
a42042,5986670,5986045,5987295,a42042_793
a42042,5986919,5986294,5987544,a42042_794
a42042,5987294,5986669,5987919,a42042_795
a42042,5989044,5988419,5989669,a42042_796
a42042,5989169,5988544,5989794,a42042_797
a42042,5995169,5994544,5995794,a42042_798
a42042,5996669,5996044,5997294,a42042_799
a42042,5997044,5996419,5997669,a42042_800
a42042,5998294,5997669,5998919,a42042_801
a42042,5998419,5997794,5999044,a42042_802
a42042,5998669,5998044,5999294,a42042_803
a42042,5998919,5998294,5999544,a42042_804
a42042,5999044,5998419,5999669,a42042_805
a42042,6009794,6009169,6010419,a42042_806
a42042,6012419,6011794,6013044,a42042_807
a42042,6030294,6029669,6030919,a42042_808
a42042,6034544,6033919,6035169,a42042_809
a42042,6039544,6038919,6040169,a42042_810
a42042,6041919,6041294,6042544,a42042_811
a42042,6042169,6041544,6042794,a42042_812
a42042,6042419,6041794,6043044,a42042_813
a42042,6042669,6042044,6043294,a42042_814
a42042,6043044,6042419,6043669,a42042_815
a42042,6053795,6053170,6054420,a42042_816
a42042,6054294,6053669,6054919,a42042_817
a42042,6054419,6053794,6055044,a42042_818
a42042,6055419,6054794,6056044,a42042_819
a42042,6055669,6055044,6056294,a42042_820
a42042,6056294,6055669,6056919,a42042_821
a42042,6056544,6055919,6057169,a42042_822
a42042,6059044,6058419,6059669,a42042_823
a42042,6059294,6058669,6059919,a42042_824
a42042,6059544,6058919,6060169,a42042_825
a42042,6065794,6065169,6066419,a42042_826
a42042,6086169,6085544,6086794,a42042_827
a42042,6109169,6108544,6109794,a42042_828
a42042,6113169,6112544,6113794,a42042_829
a42042,6122544,6121919,6123169,a42042_830
a42042,6137044,6136419,6137669,a42042_831
a42042,6147919,6147294,6148544,a42042_832
a42042,6161544,6160919,6162169,a42042_833
a42042,6170544,6169919,6171169,a42042_834
a42042,6171294,6170669,6171919,a42042_835
a42042,6181294,6180669,6181919,a42042_836
a42042,6186794,6186169,6187419,a42042_837
a42042,6194544,6193919,6195169,a42042_838
a42042,6196919,6196294,6197544,a42042_839
a42042,6215919,6215294,6216544,a42042_840
a42042,6219795,6219170,6220420,a42042_841
a42042,6219919,6219294,6220544,a42042_842
a42042,6220169,6219544,6220794,a42042_843
a42042,6220170,6219545,6220795,a42042_844
a42042,6220669,6220044,6221294,a42042_845
a42042,6220919,6220294,6221544,a42042_846
a42042,6221294,6220669,6221919,a42042_847
a42042,6221419,6220794,6222044,a42042_848
a42042,6221669,6221044,6222294,a42042_849
a42042,6221794,6221169,6222419,a42042_850
a42042,6222169,6221544,6222794,a42042_851
a42042,6222669,6222044,6223294,a42042_852
a42042,6222919,6222294,6223544,a42042_853
a42042,6236794,6236169,6237419,a42042_854
a42042,6237169,6236544,6237794,a42042_855
a42042,6260169,6259544,6260794,a42042_856
a42042,6289794,6289169,6290419,a42042_857
a42042,6292919,6292294,6293544,a42042_858
a42042,6297544,6296919,6298169,a42042_859
a42061,81882856,81882231,81883481,a42061_752
a42086,17122229,17121604,17122854,a42086_183
a42086,17131604,17130979,17132229,a42086_184
a42086,17168854,17168229,17169479,a42086_185
a42086,17193354,17192729,17193979,a42086_186
a42086,17244854,17244229,17245479,a42086_187
a42086,17256729,17256104,17257354,a42086_188
a42086,17258854,17258229,17259479,a42086_189
a42086,17265229,17264604,17265854,a42086_190
a42086,17265230,17264605,17265855,a42086_191
a42086,17267979,17267354,17268604,a42086_192
a42086,17288229,17287604,17288854,a42086_193
a42126,25464130,25463505,25464755,a42126_42
a42153,6861617,6860992,6862242,a42153_80
a42153,6862492,6861867,6863117,a42153_81
a42153,6917617,6916992,6918242,a42153_82
a42153,6959867,6959242,6960492,a42153_83
a42153,6959868,6959243,6960493,a42153_84
a42261,3431597,3430972,3432222,a42261_57
a42261,3470472,3469847,3471097,a42261_58
a42261,3497347,3496722,3497972,a42261_59
a42261,3535722,3535097,3536347,a42261_60
a42261,3578972,3578347,3579597,a42261_61
a42261,3617347,3616722,3617972,a42261_62
a42261,3636472,3635847,3637097,a42261_63
a42261,3662597,3661972,3663222,a42261_64
a42261,3703722,3703097,3704347,a42261_65
a42261,3742097,3741472,3742722,a42261_66
a42261,3766597,3765972,3767222,a42261_67
a42261,3805597,3804972,3806222,a42261_68
a42261,3858222,3857597,3858847,a42261_69
