'Elapsed time','I','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'7:01:17.376',-,0.056,-,-,0.016,-,-,80.000,35.520
'7:01:17.384',-,0.008,-,-,0.000,-,-,80.000,35.160
'7:01:17.392',-,0.056,-,-,0.000,-,-,80.000,35.160
'7:01:17.400',-,0.048,-,-,0.016,-,-,80.000,35.160
'7:01:17.408',-,0.056,-,-,0.016,-,-,80.000,34.680
'7:01:17.416',-,-0.024,-,-,0.000,-,-,80.000,34.320
'7:01:17.424',-,-0.040,-,-,-0.016,-,-,80.000,33.960
'7:01:17.432',-,-0.040,-,-,-0.016,-,-,78.400,33.960
'7:01:17.440',-,-0.048,-,-,-0.040,-,-,78.400,33.480
'7:01:17.448',-,-0.056,-,-,-0.016,-,-,77.600,33.120
'7:01:17.456',-,-0.048,-,-,-0.040,-,-,75.200,33.120
'7:01:17.464',-,-0.056,-,-,-0.040,-,-,72.800,32.760
'7:01:17.472',-,-0.048,-,-,-0.016,-,-,70.400,32.280
'7:01:17.480',-,-0.040,-,-,-0.040,-,-,66.400,31.920
'7:01:17.488',-,-0.112,-,-,-0.040,-,-,64.000,31.080
'7:01:17.496',-,-0.160,-,-,-0.096,-,-,63.200,30.720
'7:01:17.504',-,0.152,-,-,0.040,-,-,60.800,30.360
'7:01:17.512',-,0.512,-,-,0.256,-,-,59.200,29.880
'7:01:17.520',-,0.240,-,-,0.280,-,-,58.400,29.520
'7:01:17.528',-,-0.184,-,-,-0.016,-,-,58.400,29.520
'7:01:17.536',-,-0.328,-,-,-0.176,-,-,56.800,29.160
'7:01:17.544',-,-0.056,-,-,-0.080,-,-,56.800,29.160
'7:01:17.552',-,0.064,-,-,0.016,-,-,56.000,28.320
'7:01:17.560',-,0.016,-,-,0.000,-,-,54.400,27.960
'7:01:17.568',-,0.000,-,-,0.000,-,-,54.400,27.480
'7:01:17.576',-,0.008,-,-,0.000,-,-,53.600,27.480
'7:01:17.584',-,-0.008,-,-,0.000,-,-,53.600,28.320
'7:01:17.592',-,0.000,-,-,-0.016,-,-,53.600,29.520
'7:01:17.600',-,-0.008,-,-,0.000,-,-,54.400,31.080
'7:01:17.608',-,-0.016,-,-,-0.016,-,-,56.800,32.760
'7:01:17.616',-,0.000,-,-,0.000,-,-,60.800,33.960
'7:01:17.624',-,-0.016,-,-,-0.016,-,-,65.600,35.160
'7:01:17.632',-,0.000,-,-,0.000,-,-,71.200,36.360
'7:01:17.640',-,-0.008,-,-,0.000,-,-,78.400,37.560
'7:01:17.648',-,-0.024,-,-,-0.016,-,-,84.800,38.760
'7:01:17.656',-,-0.008,-,-,-0.016,-,-,92.000,39.480
'7:01:17.664',-,0.000,-,-,0.000,-,-,96.000,40.320
'7:01:17.672',-,0.000,-,-,0.000,-,-,96.000,41.160
'7:01:17.680',-,-0.008,-,-,-0.016,-,-,93.600,41.520
'7:01:17.688',-,0.000,-,-,0.000,-,-,91.200,41.880
'7:01:17.696',-,0.008,-,-,0.000,-,-,89.600,41.880
'7:01:17.704',-,0.000,-,-,0.000,-,-,89.600,42.360
'7:01:17.712',-,0.016,-,-,0.000,-,-,89.600,42.360
'7:01:17.720',-,-0.008,-,-,0.000,-,-,88.800,42.360
'7:01:17.728',-,0.000,-,-,-0.016,-,-,86.400,42.360
'7:01:17.736',-,-0.016,-,-,-0.016,-,-,84.000,42.360
'7:01:17.744',-,-0.008,-,-,-0.040,-,-,81.600,42.360
'7:01:17.752',-,-0.032,-,-,-0.040,-,-,80.000,41.880
'7:01:17.760',-,-0.008,-,-,-0.040,-,-,78.400,41.880
'7:01:17.768',-,-0.024,-,-,-0.040,-,-,77.600,41.520
'7:01:17.776',-,0.000,-,-,-0.040,-,-,76.000,41.160
'7:01:17.784',-,0.016,-,-,-0.016,-,-,75.200,41.160
'7:01:17.792',-,0.032,-,-,0.000,-,-,73.600,41.520
'7:01:17.800',-,0.088,-,-,0.000,-,-,73.600,42.360
'7:01:17.808',-,0.104,-,-,0.040,-,-,73.600,42.720
'7:01:17.816',-,0.088,-,-,0.040,-,-,73.600,42.720
'7:01:17.824',-,0.120,-,-,0.040,-,-,75.200,42.720
'7:01:17.832',-,0.120,-,-,0.040,-,-,75.200,42.720
'7:01:17.840',-,0.088,-,-,0.040,-,-,75.200,42.360
'7:01:17.848',-,0.104,-,-,0.040,-,-,76.000,41.880
'7:01:17.856',-,0.064,-,-,0.040,-,-,77.600,41.880
'7:01:17.864',-,0.048,-,-,0.016,-,-,80.000,41.880
'7:01:17.872',-,0.064,-,-,0.016,-,-,82.400,41.880
'7:01:17.880',-,0.048,-,-,0.016,-,-,87.200,41.880
'7:01:17.888',-,0.040,-,-,0.000,-,-,88.800,41.520
'7:01:17.896',-,0.064,-,-,0.016,-,-,88.800,41.520
'7:01:17.904',-,0.032,-,-,0.000,-,-,87.200,41.520
'7:01:17.912',-,0.008,-,-,0.000,-,-,87.200,41.520
'7:01:17.920',-,0.056,-,-,0.000,-,-,87.200,41.160
'7:01:17.928',-,0.048,-,-,0.016,-,-,91.200,41.160
'7:01:17.936',-,0.056,-,-,0.016,-,-,94.400,41.520
'7:01:17.944',-,0.032,-,-,0.000,-,-,99.200,41.520
'7:01:17.952',-,0.024,-,-,0.000,-,-,101.600,41.880
'7:01:17.960',-,0.000,-,-,0.000,-,-,103.200,41.880
'7:01:17.968',-,0.024,-,-,0.000,-,-,101.600,42.360
'7:01:17.976',-,0.000,-,-,0.000,-,-,101.600,42.360
'7:01:17.984',-,0.016,-,-,0.000,-,-,100.800,42.720
'7:01:17.992',-,0.000,-,-,0.000,-,-,99.200,42.720
'7:01:18.000',-,0.000,-,-,0.000,-,-,99.200,43.080
'7:01:18.008',-,0.000,-,-,0.000,-,-,98.400,43.920
'7:01:18.016',-,0.008,-,-,0.000,-,-,99.200,44.280
'7:01:18.024',-,-0.032,-,-,-0.016,-,-,99.200,44.760
'7:01:18.032',-,0.000,-,-,-0.040,-,-,99.200,45.480
'7:01:18.040',-,0.000,-,-,0.000,-,-,99.200,46.320
'7:01:18.048',-,-0.064,-,-,-0.040,-,-,99.200,47.160
'7:01:18.056',-,0.032,-,-,0.000,-,-,99.200,47.880
'7:01:18.064',-,0.000,-,-,0.000,-,-,100.800,49.080
'7:01:18.072',-,0.032,-,-,0.000,-,-,100.800,49.920
'7:01:18.080',-,-0.008,-,-,-0.016,-,-,101.600,50.760
'7:01:18.088',-,0.000,-,-,0.000,-,-,101.600,51.960
'7:01:18.096',-,-0.032,-,-,-0.016,-,-,103.200,53.160
'7:01:18.104',-,0.024,-,-,0.000,-,-,103.200,54.360
'7:01:18.112',-,0.000,-,-,0.000,-,-,103.200,55.080
'7:01:18.120',-,-0.032,-,-,-0.016,-,-,104.000,56.280
'7:01:18.128',-,0.000,-,-,-0.040,-,-,104.000,57.480
'7:01:18.136',-,0.008,-,-,0.000,-,-,105.600,58.320
'7:01:18.144',-,-0.024,-,-,-0.016,-,-,106.400,59.520
'7:01:18.152',-,0.024,-,-,0.000,-,-,108.000,60.720
'7:01:18.160',-,0.032,-,-,0.000,-,-,108.000,61.560
'7:01:18.168',-,0.000,-,-,0.000,-,-,108.800,62.760
'7:01:18.176',-,-0.008,-,-,0.000,-,-,110.400,63.960
'7:01:18.184',-,-0.040,-,-,-0.040,-,-,110.400,65.160
'7:01:18.192',-,0.016,-,-,0.000,-,-,111.200,66.360
'7:01:18.200',-,-0.040,-,-,-0.016,-,-,111.200,67.560
'7:01:18.208',-,0.016,-,-,0.000,-,-,112.800,68.760
'7:01:18.216',-,0.000,-,-,0.000,-,-,112.800,69.480
'7:01:18.224',-,0.024,-,-,0.000,-,-,113.600,70.320
'7:01:18.232',-,0.000,-,-,0.000,-,-,113.600,71.160
'7:01:18.240',-,0.024,-,-,0.000,-,-,113.600,71.880
'7:01:18.248',-,-0.008,-,-,0.000,-,-,115.200,72.360
'7:01:18.256',-,0.032,-,-,0.000,-,-,115.200,72.720
'7:01:18.264',-,0.088,-,-,0.016,-,-,115.200,73.080
'7:01:18.272',-,0.056,-,-,0.016,-,-,116.000,73.920
'7:01:18.280',-,0.008,-,-,0.000,-,-,116.000,74.280
'7:01:18.288',-,0.000,-,-,-0.016,-,-,116.000,74.760
'7:01:18.296',-,0.032,-,-,0.000,-,-,116.000,75.120
'7:01:18.304',-,0.040,-,-,-0.040,-,-,116.000,75.480
'7:01:18.312',-,-0.072,-,-,-0.040,-,-,116.000,75.960
'7:01:18.320',-,0.032,-,-,0.000,-,-,116.000,76.320
'7:01:18.328',-,0.000,-,-,0.000,-,-,115.200,77.160
'7:01:18.336',-,0.008,-,-,0.000,-,-,113.600,77.880
'7:01:18.344',-,-0.048,-,-,-0.040,-,-,111.200,78.720
'7:01:18.352',-,0.024,-,-,0.000,-,-,108.800,79.560
'7:01:18.360',-,-0.032,-,-,-0.016,-,-,108.000,80.280
'7:01:18.368',-,-0.040,-,-,-0.016,-,-,106.400,80.760
'7:01:18.376',-,-0.008,-,-,0.000,-,-,106.400,81.480
'7:01:18.384',-,-0.064,-,-,-0.040,-,-,105.600,81.960
'7:01:18.392',-,0.056,-,-,0.000,-,-,105.600,82.680
'7:01:18.400',-,0.360,-,-,0.136,-,-,105.600,83.160
'7:01:18.408',-,0.584,-,-,0.320,-,-,103.200,83.160
'7:01:18.416',-,0.080,-,-,0.136,-,-,100.800,83.160
'7:01:18.424',-,-0.312,-,-,-0.176,-,-,98.400,82.680
'7:01:18.432',-,-0.176,-,-,-0.136,-,-,96.000,81.960
'7:01:18.440',-,0.008,-,-,-0.056,-,-,93.600,81.120
'7:01:18.448',-,0.032,-,-,-0.016,-,-,91.200,79.560
'7:01:18.456',-,-0.008,-,-,-0.040,-,-,88.800,78.360
'7:01:18.464',-,0.000,-,-,-0.016,-,-,84.800,76.680
'7:01:18.472',-,-0.032,-,-,-0.040,-,-,81.600,74.760
'7:01:18.480',-,-0.048,-,-,-0.040,-,-,80.000,72.720
'7:01:18.488',-,-0.024,-,-,-0.040,-,-,80.000,70.680
'7:01:18.496',-,-0.048,-,-,-0.040,-,-,80.000,69.120
'7:01:18.504',-,-0.072,-,-,-0.056,-,-,81.600,67.560
'7:01:18.512',-,-0.048,-,-,-0.040,-,-,84.000,66.720
'7:01:18.520',-,-0.064,-,-,-0.056,-,-,87.200,65.880
'7:01:18.528',-,-0.040,-,-,-0.040,-,-,92.000,65.520
'7:01:18.536',-,-0.032,-,-,-0.040,-,-,96.800,65.160
'7:01:18.544',-,-0.064,-,-,-0.040,-,-,100.800,65.160
'7:01:18.552',-,-0.056,-,-,-0.040,-,-,101.600,65.160
'7:01:18.560',-,-0.088,-,-,-0.056,-,-,101.600,64.680
'7:01:18.568',-,-0.064,-,-,-0.040,-,-,100.800,64.320
'7:01:18.576',-,-0.048,-,-,-0.040,-,-,96.800,63.480
'7:01:18.584',-,-0.088,-,-,-0.056,-,-,92.000,62.760
'7:01:18.592',-,-0.056,-,-,-0.040,-,-,88.800,61.920
'7:01:18.600',-,-0.088,-,-,-0.040,-,-,86.400,60.720
'7:01:18.608',-,-0.072,-,-,-0.040,-,-,84.800,59.880
'7:01:18.616',-,-0.064,-,-,-0.040,-,-,84.800,58.680
'7:01:18.624',-,-0.064,-,-,-0.040,-,-,84.800,57.960
'7:01:18.632',-,-0.088,-,-,-0.040,-,-,84.000,56.760
'7:01:18.640',-,-0.072,-,-,-0.040,-,-,82.400,55.920
'7:01:18.648',-,-0.088,-,-,-0.056,-,-,81.600,55.560
'7:01:18.656',-,-0.088,-,-,-0.056,-,-,80.000,54.720
'7:01:18.664',-,-0.032,-,-,-0.040,-,-,78.400,53.880
'7:01:18.672',-,-0.048,-,-,-0.040,-,-,76.000,53.520
'7:01:18.680',-,0.000,-,-,-0.016,-,-,75.200,52.680
'7:01:18.688',-,0.016,-,-,0.000,-,-,73.600,51.960
'7:01:18.696',-,0.048,-,-,0.000,-,-,73.600,51.120
'7:01:18.704',-,0.040,-,-,0.040,-,-,73.600,50.280
'7:01:18.712',-,0.048,-,-,0.040,-,-,73.600,49.920
'7:01:18.720',-,0.032,-,-,0.040,-,-,73.600,49.080
'7:01:18.728',-,0.048,-,-,0.040,-,-,75.200,48.720
'7:01:18.736',-,0.024,-,-,0.016,-,-,75.200,47.880
'7:01:18.744',-,0.000,-,-,0.016,-,-,75.200,47.520
'7:01:18.752',-,0.000,-,-,0.000,-,-,75.200,47.160
'7:01:18.760',-,-0.008,-,-,0.000,-,-,76.000,47.160
'7:01:18.768',-,0.000,-,-,0.000,-,-,80.000,46.680
'7:01:18.776',-,0.016,-,-,0.016,-,-,82.400,46.320
'7:01:18.784',-,-0.024,-,-,0.000,-,-,86.400,45.960
'7:01:18.792',-,0.000,-,-,0.000,-,-,86.400,45.960
'7:01:18.800',-,-0.008,-,-,0.000,-,-,84.800,45.480
'7:01:18.808',-,-0.016,-,-,0.000,-,-,82.400,45.480
'7:01:18.816',-,-0.032,-,-,0.000,-,-,81.600,45.480
'7:01:18.824',-,-0.040,-,-,0.000,-,-,84.000,45.120
'7:01:18.832',-,-0.016,-,-,0.000,-,-,86.400,45.120
'7:01:18.840',-,-0.032,-,-,0.000,-,-,89.600,44.760
'7:01:18.848',-,-0.024,-,-,0.000,-,-,92.000,44.280
'7:01:18.856',-,-0.040,-,-,0.000,-,-,94.400,43.920
'7:01:18.864',-,-0.024,-,-,0.000,-,-,96.000,43.560
'7:01:18.872',-,-0.040,-,-,0.000,-,-,94.400,43.080
'7:01:18.880',-,-0.072,-,-,-0.040,-,-,93.600,43.080
'7:01:18.888',-,-0.024,-,-,0.000,-,-,92.000,42.720
'7:01:18.896',-,-0.056,-,-,-0.016,-,-,91.200,42.360
'7:01:18.904',-,-0.032,-,-,0.000,-,-,89.600,42.360
'7:01:18.912',-,-0.048,-,-,0.000,-,-,89.600,41.880
'7:01:18.920',-,-0.040,-,-,-0.016,-,-,89.600,41.880
'7:01:18.928',-,-0.032,-,-,0.000,-,-,89.600,41.880
'7:01:18.936',-,-0.064,-,-,-0.016,-,-,88.800,41.520
'7:01:18.944',-,-0.048,-,-,-0.016,-,-,88.800,41.520
'7:01:18.952',-,-0.032,-,-,0.000,-,-,87.200,41.160
'7:01:18.960',-,-0.064,-,-,-0.016,-,-,87.200,41.160
'7:01:18.968',-,-0.040,-,-,-0.016,-,-,86.400,40.680
'7:01:18.976',-,-0.032,-,-,0.000,-,-,86.400,40.320
'7:01:18.984',-,-0.056,-,-,0.000,-,-,86.400,39.960
'7:01:18.992',-,-0.040,-,-,0.000,-,-,84.800,39.960
'7:01:19.000',-,-0.064,-,-,-0.016,-,-,84.000,39.480
'7:01:19.008',-,-0.040,-,-,0.000,-,-,84.000,39.120
'7:01:19.016',-,-0.048,-,-,0.000,-,-,82.400,38.760
'7:01:19.024',-,-0.056,-,-,-0.016,-,-,82.400,38.280
'7:01:19.032',-,-0.064,-,-,-0.016,-,-,81.600,38.280
'7:01:19.040',-,-0.040,-,-,0.000,-,-,81.600,37.920
'7:01:19.048',-,-0.032,-,-,0.000,-,-,80.000,37.920
'7:01:19.056',-,-0.048,-,-,0.000,-,-,80.000,37.560
'7:01:19.064',-,-0.056,-,-,0.000,-,-,80.000,37.080
'7:01:19.072',-,-0.032,-,-,0.000,-,-,80.000,37.080
'7:01:19.080',-,-0.040,-,-,0.000,-,-,80.000,36.720
'7:01:19.088',-,-0.048,-,-,0.000,-,-,78.400,36.720
'7:01:19.096',-,-0.040,-,-,0.000,-,-,78.400,36.720
'7:01:19.104',-,-0.056,-,-,0.000,-,-,78.400,36.360
'7:01:19.112',-,-0.008,-,-,0.000,-,-,78.400,36.360
'7:01:19.120',-,0.000,-,-,0.000,-,-,77.600,35.880
'7:01:19.128',-,-0.016,-,-,0.000,-,-,77.600,35.880
'7:01:19.136',-,0.032,-,-,0.016,-,-,77.600,35.520
'7:01:19.144',-,0.024,-,-,0.040,-,-,77.600,35.520
'7:01:19.152',-,0.048,-,-,0.040,-,-,77.600,35.520
'7:01:19.160',-,0.008,-,-,0.016,-,-,76.000,35.520
'7:01:19.168',-,0.048,-,-,0.016,-,-,76.000,35.160
'7:01:19.176',-,0.032,-,-,0.016,-,-,76.000,35.160
'7:01:19.184',-,0.048,-,-,0.040,-,-,76.000,34.680
'7:01:19.192',-,-0.048,-,-,0.000,-,-,75.200,34.680
'7:01:19.200',-,-0.056,-,-,-0.016,-,-,75.200,34.320
'7:01:19.208',-,-0.056,-,-,-0.016,-,-,75.200,34.320
'7:01:19.216',-,-0.064,-,-,-0.016,-,-,73.600,33.960
'7:01:19.224',-,-0.048,-,-,0.000,-,-,72.800,33.960
'7:01:19.232',-,-0.056,-,-,-0.016,-,-,70.400,33.480
'7:01:19.240',-,-0.040,-,-,0.000,-,-,68.000,33.120
'7:01:19.248',-,-0.032,-,-,0.000,-,-,65.600,32.760
'7:01:19.256',-,-0.064,-,-,0.000,-,-,63.200,32.760
'7:01:19.264',-,-0.056,-,-,-0.040,-,-,60.800,32.280
'7:01:19.272',-,-0.160,-,-,-0.080,-,-,59.200,31.920
'7:01:19.280',-,0.128,-,-,0.040,-,-,58.400,31.560
'7:01:19.288',-,0.512,-,-,0.256,-,-,56.800,31.560
'7:01:19.296',-,0.256,-,-,0.280,-,-,56.800,31.080
'7:01:19.304',-,-0.152,-,-,0.000,-,-,56.000,31.080
'7:01:19.312',-,-0.328,-,-,-0.160,-,-,56.000,31.080
'7:01:19.320',-,-0.072,-,-,-0.096,-,-,54.400,30.720
'7:01:19.328',-,0.064,-,-,0.016,-,-,53.600,30.360
'7:01:19.336',-,0.016,-,-,0.016,-,-,53.600,29.880
'7:01:19.344',-,0.000,-,-,0.000,-,-,52.000,29.160
'7:01:19.352',-,0.000,-,-,0.000,-,-,51.200,29.520
'7:01:19.360',-,0.000,-,-,0.000,-,-,51.200,29.880
'7:01:19.368',-,-0.016,-,-,0.000,-,-,51.200,31.080
'7:01:19.376',-,-0.008,-,-,0.000,-,-,53.600,32.760
'7:01:19.384',-,0.000,-,-,0.000,-,-,56.800,34.680
'7:01:19.392',-,-0.016,-,-,0.000,-,-,60.800,36.360
'7:01:19.400',-,-0.024,-,-,0.000,-,-,66.400,37.560
'7:01:19.408',-,0.000,-,-,0.000,-,-,71.200,38.760
'7:01:19.416',-,-0.016,-,-,0.000,-,-,77.600,39.480
'7:01:19.424',-,-0.008,-,-,0.000,-,-,82.400,40.320
'7:01:19.432',-,0.000,-,-,0.000,-,-,88.800,41.160
'7:01:19.440',-,-0.008,-,-,0.000,-,-,92.000,41.880
'7:01:19.448',-,0.000,-,-,0.000,-,-,92.000,42.360
'7:01:19.456',-,0.000,-,-,0.000,-,-,91.200,43.080
'7:01:19.464',-,0.000,-,-,0.000,-,-,88.800,43.080
'7:01:19.472',-,-0.008,-,-,0.000,-,-,87.200,43.560
'7:01:19.480',-,-0.008,-,-,0.000,-,-,87.200,43.560
'7:01:19.488',-,-0.016,-,-,-0.016,-,-,87.200,43.560
'7:01:19.496',-,0.000,-,-,0.000,-,-,86.400,43.560
'7:01:19.504',-,0.000,-,-,0.000,-,-,84.800,43.560
'7:01:19.512',-,0.008,-,-,0.000,-,-,81.600,43.560
'7:01:19.520',-,-0.040,-,-,-0.016,-,-,80.000,43.080
'7:01:19.528',-,-0.016,-,-,-0.040,-,-,77.600,43.080
'7:01:19.536',-,-0.008,-,-,-0.016,-,-,76.000,42.720
'7:01:19.544',-,-0.024,-,-,-0.016,-,-,73.600,42.360
'7:01:19.552',-,0.000,-,-,-0.040,-,-,72.800,41.880
'7:01:19.560',-,0.016,-,-,0.000,-,-,72.800,41.880
'7:01:19.568',-,0.064,-,-,0.000,-,-,71.200,41.520
'7:01:19.576',-,0.056,-,-,0.016,-,-,71.200,41.160
'7:01:19.584',-,0.088,-,-,0.040,-,-,71.200,40.680
'7:01:19.592',-,0.104,-,-,0.040,-,-,71.200,40.320
'7:01:19.600',-,0.088,-,-,0.040,-,-,71.200,39.960
'7:01:19.608',-,0.104,-,-,0.040,-,-,72.800,39.480
'7:01:19.616',-,0.088,-,-,0.040,-,-,72.800,39.120
'7:01:19.624',-,0.080,-,-,0.040,-,-,72.800,38.760
'7:01:19.632',-,0.088,-,-,0.040,-,-,72.800,38.280
'7:01:19.640',-,0.080,-,-,0.040,-,-,73.600,38.280
'7:01:19.648',-,0.056,-,-,0.016,-,-,76.000,38.280
'7:01:19.656',-,0.064,-,-,0.040,-,-,80.000,37.920
'7:01:19.664',-,0.064,-,-,0.040,-,-,82.400,37.920
'7:01:19.672',-,0.056,-,-,0.016,-,-,84.800,37.560
'7:01:19.680',-,0.040,-,-,0.016,-,-,84.800,37.560
'7:01:19.688',-,0.048,-,-,0.000,-,-,84.000,37.560
'7:01:19.696',-,0.032,-,-,0.016,-,-,82.400,37.080
'7:01:19.704',-,0.016,-,-,0.000,-,-,82.400,37.080
'7:01:19.712',-,0.032,-,-,0.000,-,-,84.800,36.720
'7:01:19.720',-,0.048,-,-,0.016,-,-,87.200,36.720
'7:01:19.728',-,0.024,-,-,0.000,-,-,91.200,36.360
'7:01:19.736',-,0.032,-,-,0.000,-,-,94.400,36.360
'7:01:19.744',-,0.008,-,-,0.000,-,-,96.000,35.880
'7:01:19.752',-,0.000,-,-,0.000,-,-,96.800,35.880
'7:01:19.760',-,0.008,-,-,0.000,-,-,96.800,35.520
'7:01:19.768',-,0.000,-,-,0.000,-,-,96.000,35.520
'7:01:19.776',-,0.016,-,-,0.000,-,-,94.400,35.520
'7:01:19.784',-,0.000,-,-,0.000,-,-,92.000,35.520
'7:01:19.792',-,0.000,-,-,0.000,-,-,91.200,35.520
'7:01:19.800',-,0.000,-,-,0.000,-,-,91.200,35.160
'7:01:19.808',-,0.000,-,-,0.000,-,-,89.600,35.160
'7:01:19.816',-,0.000,-,-,0.000,-,-,89.600,35.160
'7:01:19.824',-,-0.008,-,-,0.000,-,-,89.600,35.160
'7:01:19.832',-,-0.016,-,-,-0.016,-,-,88.800,35.160
'7:01:19.840',-,0.000,-,-,0.000,-,-,88.800,34.680
'7:01:19.848',-,-0.008,-,-,0.000,-,-,87.200,34.680
'7:01:19.856',-,0.000,-,-,-0.016,-,-,87.200,34.320
'7:01:19.864',-,-0.008,-,-,0.000,-,-,86.400,33.960
'7:01:19.872',-,-0.024,-,-,-0.016,-,-,86.400,33.960
'7:01:19.880',-,-0.008,-,-,-0.016,-,-,84.800,33.480
'7:01:19.888',-,0.000,-,-,0.000,-,-,84.000,33.480
'7:01:19.896',-,-0.016,-,-,-0.016,-,-,82.400,33.120
'7:01:19.904',-,-0.024,-,-,-0.016,-,-,82.400,33.120
'7:01:19.912',-,0.000,-,-,0.000,-,-,82.400,32.760
'7:01:19.920',-,-0.008,-,-,0.000,-,-,81.600,32.760
'7:01:19.928',-,0.000,-,-,0.000,-,-,81.600,32.760
'7:01:19.936',-,-0.008,-,-,0.000,-,-,81.600,32.760
'7:01:19.944',-,0.000,-,-,0.000,-,-,80.000,32.280
'7:01:19.952',-,-0.016,-,-,0.000,-,-,80.000,32.280
'7:01:19.960',-,-0.024,-,-,-0.016,-,-,80.000,32.280
'7:01:19.968',-,0.000,-,-,0.000,-,-,80.000,32.280
'7:01:19.976',-,-0.016,-,-,0.000,-,-,80.000,31.920
'7:01:19.984',-,0.000,-,-,-0.016,-,-,78.400,31.920
'7:01:19.992',-,-0.008,-,-,0.000,-,-,78.400,31.920
'7:01:20.000',-,0.016,-,-,0.000,-,-,78.400,31.920
'7:01:20.008',-,0.024,-,-,0.016,-,-,77.600,31.560
'7:01:20.016',-,0.016,-,-,0.000,-,-,77.600,31.560
'7:01:20.024',-,0.048,-,-,0.016,-,-,77.600,31.560
'7:01:20.032',-,0.064,-,-,0.016,-,-,77.600,31.560
'7:01:20.040',-,0.056,-,-,0.016,-,-,76.000,31.560
'7:01:20.048',-,0.040,-,-,0.000,-,-,76.000,31.560
'7:01:20.056',-,0.064,-,-,0.016,-,-,76.000,31.560
'7:01:20.064',-,0.048,-,-,0.000,-,-,75.200,31.080
'7:01:20.072',-,0.064,-,-,0.016,-,-,75.200,30.720
'7:01:20.080',-,-0.024,-,-,-0.016,-,-,75.200,30.720
'7:01:20.088',-,-0.016,-,-,-0.016,-,-,75.200,30.360
'7:01:20.096',-,-0.024,-,-,-0.016,-,-,75.200,30.360
'7:01:20.104',-,-0.016,-,-,0.000,-,-,73.600,30.360
