'Elapsed time','I','II','V','MCL1','ABP','PAP'
'8:51:28.160',-,0.000,-,-,81.600,-
'8:51:28.168',-,0.000,-,-,80.000,-
'8:51:28.176',-,0.000,-,-,77.600,-
'8:51:28.184',-,0.000,-,-,75.200,-
'8:51:28.192',-,0.017,-,-,72.800,-
'8:51:28.200',-,0.043,-,-,69.600,-
'8:51:28.208',-,0.017,-,-,66.400,-
'8:51:28.216',-,0.017,-,-,64.000,-
'8:51:28.224',-,0.043,-,-,60.800,-
'8:51:28.232',-,0.043,-,-,57.600,-
'8:51:28.240',-,0.085,-,-,55.200,-
'8:51:28.248',-,0.128,-,-,53.600,-
'8:51:28.256',-,0.128,-,-,51.200,-
'8:51:28.264',-,0.111,-,-,50.400,-
'8:51:28.272',-,0.128,-,-,48.800,-
'8:51:28.280',-,0.111,-,-,48.000,-
'8:51:28.288',-,0.085,-,-,47.200,-
'8:51:28.296',-,0.043,-,-,47.200,-
'8:51:28.304',-,0.000,-,-,47.200,-
'8:51:28.312',-,-0.017,-,-,46.400,-
'8:51:28.320',-,0.000,-,-,46.400,-
'8:51:28.328',-,0.000,-,-,45.600,-
'8:51:28.336',-,0.000,-,-,45.600,-
'8:51:28.344',-,-0.017,-,-,44.800,-
'8:51:28.352',-,0.000,-,-,44.800,-
'8:51:28.360',-,0.085,-,-,44.000,-
'8:51:28.368',-,0.333,-,-,44.000,-
'8:51:28.376',-,0.521,-,-,44.000,-
'8:51:28.384',-,0.265,-,-,43.200,-
'8:51:28.392',-,0.000,-,-,43.200,-
'8:51:28.400',-,0.017,-,-,43.200,-
'8:51:28.408',-,0.000,-,-,42.400,-
'8:51:28.416',-,0.000,-,-,42.400,-
'8:51:28.424',-,-0.017,-,-,42.400,-
'8:51:28.432',-,-0.043,-,-,41.600,-
'8:51:28.440',-,-0.060,-,-,41.600,-
'8:51:28.448',-,-0.043,-,-,41.600,-
'8:51:28.456',-,-0.060,-,-,41.600,-
'8:51:28.464',-,-0.060,-,-,41.600,-
'8:51:28.472',-,-0.043,-,-,42.400,-
'8:51:28.480',-,-0.017,-,-,43.200,-
'8:51:28.488',-,-0.043,-,-,45.600,-
'8:51:28.496',-,0.000,-,-,48.800,-
'8:51:28.504',-,0.000,-,-,52.800,-
'8:51:28.512',-,0.000,-,-,58.400,-
'8:51:28.520',-,-0.017,-,-,64.000,-
'8:51:28.528',-,-0.043,-,-,69.600,-
'8:51:28.536',-,-0.060,-,-,75.200,-
'8:51:28.544',-,-0.060,-,-,79.200,-
'8:51:28.552',-,-0.085,-,-,83.200,-
'8:51:28.560',-,-0.043,-,-,86.400,-
'8:51:28.568',-,-0.060,-,-,88.000,-
'8:51:28.576',-,-0.043,-,-,89.600,-
'8:51:28.584',-,-0.043,-,-,91.200,-
'8:51:28.592',-,-0.085,-,-,91.200,-
'8:51:28.600',-,-0.111,-,-,91.200,-
'8:51:28.608',-,-0.085,-,-,91.200,-
'8:51:28.616',-,-0.043,-,-,91.200,-
'8:51:28.624',-,-0.043,-,-,90.400,-
'8:51:28.632',-,-0.043,-,-,88.800,-
'8:51:28.640',-,-0.043,-,-,88.000,-
'8:51:28.648',-,0.000,-,-,86.400,-
'8:51:28.656',-,0.000,-,-,84.800,-
'8:51:28.664',-,0.000,-,-,82.400,-
'8:51:28.672',-,0.000,-,-,80.000,-
'8:51:28.680',-,0.017,-,-,77.600,-
'8:51:28.688',-,0.017,-,-,74.400,-
'8:51:28.696',-,0.017,-,-,72.000,-
'8:51:28.704',-,0.043,-,-,68.000,-
'8:51:28.712',-,0.060,-,-,64.800,-
'8:51:28.720',-,0.111,-,-,61.600,-
'8:51:28.728',-,0.154,-,-,59.200,-
'8:51:28.736',-,0.128,-,-,56.000,-
'8:51:28.744',-,0.128,-,-,53.600,-
'8:51:28.752',-,0.085,-,-,52.000,-
'8:51:28.760',-,0.060,-,-,50.400,-
'8:51:28.768',-,0.017,-,-,48.800,-
'8:51:28.776',-,-0.017,-,-,48.000,-
'8:51:28.784',-,-0.043,-,-,47.200,-
'8:51:28.792',-,-0.017,-,-,46.400,-
'8:51:28.800',-,-0.017,-,-,45.600,-
'8:51:28.808',-,-0.043,-,-,45.600,-
'8:51:28.816',-,0.000,-,-,44.800,-
'8:51:28.824',-,-0.043,-,-,44.800,-
'8:51:28.832',-,-0.060,-,-,44.000,-
'8:51:28.840',-,0.000,-,-,44.000,-
'8:51:28.848',-,0.248,-,-,43.200,-
'8:51:28.856',-,0.470,-,-,43.200,-
'8:51:28.864',-,0.333,-,-,43.200,-
'8:51:28.872',-,0.000,-,-,42.400,-
'8:51:28.880',-,0.000,-,-,42.400,-
'8:51:28.888',-,0.000,-,-,42.400,-
'8:51:28.896',-,0.000,-,-,42.400,-
'8:51:28.904',-,-0.060,-,-,42.400,-
'8:51:28.912',-,-0.111,-,-,42.400,-
'8:51:28.920',-,-0.111,-,-,42.400,-
'8:51:28.928',-,-0.085,-,-,41.600,-
'8:51:28.936',-,-0.111,-,-,41.600,-
'8:51:28.944',-,-0.111,-,-,41.600,-
'8:51:28.952',-,-0.085,-,-,41.600,-
'8:51:28.960',-,-0.060,-,-,42.400,-
'8:51:28.968',-,-0.111,-,-,43.200,-
'8:51:28.976',-,-0.111,-,-,45.600,-
'8:51:28.984',-,-0.111,-,-,48.800,-
'8:51:28.992',-,-0.085,-,-,52.800,-
'8:51:29.000',-,-0.111,-,-,57.600,-
'8:51:29.008',-,-0.128,-,-,63.200,-
'8:51:29.016',-,-0.085,-,-,68.800,-
'8:51:29.024',-,-0.060,-,-,73.600,-
'8:51:29.032',-,-0.111,-,-,77.600,-
'8:51:29.040',-,-0.128,-,-,81.600,-
'8:51:29.048',-,-0.111,-,-,84.000,-
'8:51:29.056',-,-0.128,-,-,86.400,-
'8:51:29.064',-,-0.111,-,-,87.200,-
'8:51:29.072',-,-0.085,-,-,88.000,-
'8:51:29.080',-,-0.111,-,-,88.800,-
'8:51:29.088',-,-0.154,-,-,88.800,-
'8:51:29.096',-,-0.111,-,-,88.800,-
'8:51:29.104',-,-0.111,-,-,88.000,-
'8:51:29.112',-,-0.043,-,-,87.200,-
'8:51:29.120',-,-0.043,-,-,85.600,-
'8:51:29.128',-,-0.060,-,-,84.000,-
'8:51:29.136',-,-0.043,-,-,82.400,-
'8:51:29.144',-,0.000,-,-,80.800,-
'8:51:29.152',-,0.000,-,-,77.600,-
'8:51:29.160',-,0.000,-,-,75.200,-
'8:51:29.168',-,0.000,-,-,72.000,-
'8:51:29.176',-,0.000,-,-,68.800,-
'8:51:29.184',-,0.000,-,-,65.600,-
'8:51:29.192',-,0.000,-,-,62.400,-
'8:51:29.200',-,0.017,-,-,59.200,-
'8:51:29.208',-,0.060,-,-,56.000,-
'8:51:29.216',-,0.085,-,-,53.600,-
'8:51:29.224',-,0.043,-,-,52.000,-
'8:51:29.232',-,0.085,-,-,50.400,-
'8:51:29.240',-,0.085,-,-,48.800,-
'8:51:29.248',-,0.085,-,-,48.000,-
'8:51:29.256',-,0.043,-,-,47.200,-
'8:51:29.264',-,-0.017,-,-,46.400,-
'8:51:29.272',-,-0.043,-,-,45.600,-
'8:51:29.280',-,-0.043,-,-,45.600,-
'8:51:29.288',-,-0.043,-,-,44.800,-
'8:51:29.296',-,-0.043,-,-,44.800,-
'8:51:29.304',-,-0.017,-,-,44.000,-
'8:51:29.312',-,-0.043,-,-,44.000,-
'8:51:29.320',-,-0.060,-,-,44.000,-
'8:51:29.328',-,-0.085,-,-,43.200,-
'8:51:29.336',-,-0.111,-,-,43.200,-
'8:51:29.344',-,0.222,-,-,42.400,-
'8:51:29.352',-,0.427,-,-,42.400,-
'8:51:29.360',-,0.291,-,-,42.400,-
'8:51:29.368',-,0.000,-,-,42.400,-
'8:51:29.376',-,0.043,-,-,41.600,-
'8:51:29.384',-,0.017,-,-,41.600,-
'8:51:29.392',-,-0.017,-,-,41.600,-
'8:51:29.400',-,-0.043,-,-,40.800,-
'8:51:29.408',-,-0.060,-,-,40.800,-
'8:51:29.416',-,-0.085,-,-,40.800,-
'8:51:29.424',-,-0.111,-,-,40.800,-
'8:51:29.432',-,-0.111,-,-,40.000,-
'8:51:29.440',-,-0.128,-,-,40.000,-
'8:51:29.448',-,-0.060,-,-,40.000,-
'8:51:29.456',-,-0.017,-,-,40.000,-
'8:51:29.464',-,-0.043,-,-,40.800,-
'8:51:29.472',-,-0.085,-,-,42.400,-
'8:51:29.480',-,-0.060,-,-,45.600,-
'8:51:29.488',-,-0.111,-,-,49.600,-
'8:51:29.496',-,-0.085,-,-,54.400,-
'8:51:29.504',-,-0.060,-,-,60.000,-
'8:51:29.512',-,-0.085,-,-,64.800,-
'8:51:29.520',-,-0.085,-,-,69.600,-
'8:51:29.528',-,-0.085,-,-,74.400,-
'8:51:29.536',-,-0.111,-,-,77.600,-
'8:51:29.544',-,-0.085,-,-,80.800,-
'8:51:29.552',-,-0.111,-,-,83.200,-
'8:51:29.560',-,-0.111,-,-,84.800,-
'8:51:29.568',-,-0.060,-,-,85.600,-
'8:51:29.576',-,-0.043,-,-,85.600,-
'8:51:29.584',-,-0.043,-,-,85.600,-
'8:51:29.592',-,0.000,-,-,85.600,-
'8:51:29.600',-,-0.043,-,-,84.800,-
'8:51:29.608',-,-0.060,-,-,84.000,-
'8:51:29.616',-,-0.043,-,-,82.400,-
'8:51:29.624',-,0.000,-,-,80.800,-
'8:51:29.632',-,0.000,-,-,78.400,-
'8:51:29.640',-,0.000,-,-,76.000,-
'8:51:29.648',-,0.017,-,-,73.600,-
'8:51:29.656',-,0.000,-,-,70.400,-
'8:51:29.664',-,0.060,-,-,67.200,-
'8:51:29.672',-,0.085,-,-,63.200,-
'8:51:29.680',-,0.085,-,-,60.000,-
'8:51:29.688',-,0.060,-,-,56.800,-
'8:51:29.696',-,0.043,-,-,54.400,-
'8:51:29.704',-,0.085,-,-,52.000,-
'8:51:29.712',-,0.128,-,-,49.600,-
'8:51:29.720',-,0.128,-,-,48.000,-
'8:51:29.728',-,0.128,-,-,46.400,-
'8:51:29.736',-,0.085,-,-,45.600,-
'8:51:29.744',-,0.111,-,-,44.800,-
'8:51:29.752',-,0.043,-,-,44.000,-
'8:51:29.760',-,0.000,-,-,43.200,-
'8:51:29.768',-,0.000,-,-,42.400,-
'8:51:29.776',-,0.000,-,-,41.600,-
'8:51:29.784',-,0.000,-,-,41.600,-
'8:51:29.792',-,-0.043,-,-,40.800,-
'8:51:29.800',-,-0.017,-,-,40.800,-
'8:51:29.808',-,0.000,-,-,40.800,-
'8:51:29.816',-,0.000,-,-,40.000,-
'8:51:29.824',-,0.017,-,-,40.000,-
'8:51:29.832',-,0.265,-,-,39.200,-
'8:51:29.840',-,0.521,-,-,39.200,-
'8:51:29.848',-,0.538,-,-,39.200,-
'8:51:29.856',-,0.111,-,-,39.200,-
'8:51:29.864',-,0.000,-,-,38.400,-
