'Elapsed time','I','II','V','MCL1','ABP','PAP'
'9:16:02.072',-,-0.017,-,-,48.000,-
'9:16:02.080',-,-0.017,-,-,47.200,-
'9:16:02.088',-,0.000,-,-,47.200,-
'9:16:02.096',-,0.000,-,-,47.200,-
'9:16:02.104',-,-0.043,-,-,46.400,-
'9:16:02.112',-,-0.043,-,-,46.400,-
'9:16:02.120',-,-0.043,-,-,45.600,-
'9:16:02.128',-,-0.085,-,-,45.600,-
'9:16:02.136',-,0.197,-,-,44.800,-
'9:16:02.144',-,0.427,-,-,44.800,-
'9:16:02.152',-,0.427,-,-,44.800,-
'9:16:02.160',-,0.000,-,-,44.000,-
'9:16:02.168',-,0.043,-,-,44.000,-
'9:16:02.176',-,0.017,-,-,44.000,-
'9:16:02.184',-,0.000,-,-,44.000,-
'9:16:02.192',-,-0.060,-,-,43.200,-
'9:16:02.200',-,-0.128,-,-,43.200,-
'9:16:02.208',-,-0.085,-,-,43.200,-
'9:16:02.216',-,-0.043,-,-,43.200,-
'9:16:02.224',-,-0.060,-,-,42.400,-
'9:16:02.232',-,-0.043,-,-,42.400,-
'9:16:02.240',-,-0.043,-,-,42.400,-
'9:16:02.248',-,-0.111,-,-,41.600,-
'9:16:02.256',-,-0.111,-,-,42.400,-
'9:16:02.264',-,-0.111,-,-,43.200,-
'9:16:02.272',-,-0.060,-,-,45.600,-
'9:16:02.280',-,-0.111,-,-,48.800,-
'9:16:02.288',-,-0.111,-,-,53.600,-
'9:16:02.296',-,-0.111,-,-,58.400,-
'9:16:02.304',-,-0.128,-,-,63.200,-
'9:16:02.312',-,-0.111,-,-,68.000,-
'9:16:02.320',-,-0.111,-,-,71.200,-
'9:16:02.328',-,-0.111,-,-,75.200,-
'9:16:02.336',-,-0.085,-,-,77.600,-
'9:16:02.344',-,-0.128,-,-,79.200,-
'9:16:02.352',-,-0.154,-,-,81.600,-
'9:16:02.360',-,-0.111,-,-,82.400,-
'9:16:02.368',-,-0.043,-,-,83.200,-
'9:16:02.376',-,-0.085,-,-,83.200,-
'9:16:02.384',-,-0.111,-,-,83.200,-
'9:16:02.392',-,-0.060,-,-,82.400,-
'9:16:02.400',-,-0.043,-,-,81.600,-
'9:16:02.408',-,0.000,-,-,80.000,-
'9:16:02.416',-,0.000,-,-,77.600,-
'9:16:02.424',-,-0.043,-,-,75.200,-
'9:16:02.432',-,0.000,-,-,72.000,-
'9:16:02.440',-,0.000,-,-,68.800,-
'9:16:02.448',-,0.000,-,-,65.600,-
'9:16:02.456',-,0.017,-,-,62.400,-
'9:16:02.464',-,0.000,-,-,59.200,-
'9:16:02.472',-,0.043,-,-,56.000,-
'9:16:02.480',-,0.043,-,-,53.600,-
'9:16:02.488',-,0.060,-,-,51.200,-
'9:16:02.496',-,0.085,-,-,49.600,-
'9:16:02.504',-,0.111,-,-,48.000,-
'9:16:02.512',-,0.128,-,-,47.200,-
'9:16:02.520',-,0.128,-,-,46.400,-
'9:16:02.528',-,0.085,-,-,45.600,-
'9:16:02.536',-,0.085,-,-,45.600,-
'9:16:02.544',-,0.017,-,-,44.800,-
'9:16:02.552',-,0.000,-,-,44.000,-
'9:16:02.560',-,-0.043,-,-,44.000,-
'9:16:02.568',-,-0.043,-,-,43.200,-
'9:16:02.576',-,-0.043,-,-,43.200,-
'9:16:02.584',-,-0.017,-,-,42.400,-
'9:16:02.592',-,-0.043,-,-,41.600,-
'9:16:02.600',-,-0.043,-,-,41.600,-
'9:16:02.608',-,-0.043,-,-,40.800,-
'9:16:02.616',-,0.043,-,-,40.800,-
'9:16:02.624',-,0.316,-,-,40.000,-
'9:16:02.632',-,0.538,-,-,40.000,-
'9:16:02.640',-,0.333,-,-,39.200,-
'9:16:02.648',-,0.085,-,-,39.200,-
'9:16:02.656',-,0.000,-,-,39.200,-
'9:16:02.664',-,-0.017,-,-,38.400,-
'9:16:02.672',-,0.000,-,-,38.400,-
'9:16:02.680',-,-0.060,-,-,38.400,-
'9:16:02.688',-,-0.043,-,-,38.400,-
'9:16:02.696',-,-0.017,-,-,37.600,-
'9:16:02.704',-,-0.043,-,-,37.600,-
'9:16:02.712',-,-0.017,-,-,37.600,-
'9:16:02.720',-,-0.043,-,-,37.600,-
'9:16:02.728',-,-0.111,-,-,36.800,-
'9:16:02.736',-,-0.043,-,-,36.800,-
'9:16:02.744',-,-0.043,-,-,36.800,-
'9:16:02.752',-,-0.043,-,-,36.800,-
'9:16:02.760',-,-0.060,-,-,37.600,-
'9:16:02.768',-,-0.060,-,-,39.200,-
'9:16:02.776',-,-0.060,-,-,42.400,-
'9:16:02.784',-,-0.085,-,-,46.400,-
'9:16:02.792',-,-0.043,-,-,51.200,-
'9:16:02.800',-,-0.017,-,-,56.000,-
'9:16:02.808',-,-0.085,-,-,60.800,-
'9:16:02.816',-,-0.111,-,-,64.800,-
'9:16:02.824',-,-0.085,-,-,68.000,-
'9:16:02.832',-,-0.111,-,-,70.400,-
'9:16:02.840',-,-0.085,-,-,72.800,-
'9:16:02.848',-,-0.060,-,-,74.400,-
'9:16:02.856',-,-0.043,-,-,75.200,-
'9:16:02.864',-,-0.128,-,-,75.200,-
'9:16:02.872',-,-0.111,-,-,75.200,-
'9:16:02.880',-,-0.043,-,-,75.200,-
'9:16:02.888',-,-0.043,-,-,74.400,-
'9:16:02.896',-,-0.017,-,-,72.800,-
'9:16:02.904',-,-0.043,-,-,71.200,-
'9:16:02.912',-,-0.017,-,-,68.800,-
'9:16:02.920',-,0.000,-,-,66.400,-
'9:16:02.928',-,0.017,-,-,63.200,-
'9:16:02.936',-,0.043,-,-,60.800,-
'9:16:02.944',-,0.060,-,-,57.600,-
'9:16:02.952',-,0.043,-,-,54.400,-
'9:16:02.960',-,0.000,-,-,51.200,-
'9:16:02.968',-,0.043,-,-,49.600,-
'9:16:02.976',-,0.085,-,-,47.200,-
'9:16:02.984',-,0.128,-,-,46.400,-
'9:16:02.992',-,0.128,-,-,44.800,-
'9:16:03.000',-,0.179,-,-,44.000,-
'9:16:03.008',-,0.128,-,-,44.000,-
'9:16:03.016',-,0.085,-,-,43.200,-
'9:16:03.024',-,0.043,-,-,42.400,-
'9:16:03.032',-,0.000,-,-,42.400,-
'9:16:03.040',-,0.000,-,-,42.400,-
'9:16:03.048',-,0.000,-,-,41.600,-
'9:16:03.056',-,0.000,-,-,41.600,-
'9:16:03.064',-,0.000,-,-,41.600,-
'9:16:03.072',-,-0.017,-,-,40.800,-
'9:16:03.080',-,0.000,-,-,40.800,-
'9:16:03.088',-,0.000,-,-,40.000,-
'9:16:03.096',-,0.000,-,-,40.000,-
'9:16:03.104',-,0.265,-,-,40.000,-
'9:16:03.112',-,0.521,-,-,40.000,-
'9:16:03.120',-,0.538,-,-,40.000,-
'9:16:03.128',-,0.111,-,-,40.000,-
'9:16:03.136',-,0.043,-,-,40.000,-
'9:16:03.144',-,0.000,-,-,40.000,-
'9:16:03.152',-,0.000,-,-,40.000,-
'9:16:03.160',-,-0.060,-,-,40.000,-
'9:16:03.168',-,-0.085,-,-,40.000,-
'9:16:03.176',-,-0.043,-,-,40.000,-
'9:16:03.184',-,-0.043,-,-,40.000,-
'9:16:03.192',-,-0.043,-,-,40.000,-
'9:16:03.200',-,0.000,-,-,40.000,-
'9:16:03.208',-,-0.017,-,-,39.200,-
'9:16:03.216',-,-0.043,-,-,39.200,-
'9:16:03.224',-,-0.043,-,-,39.200,-
'9:16:03.232',-,-0.043,-,-,40.000,-
'9:16:03.240',-,-0.043,-,-,42.400,-
'9:16:03.248',-,-0.043,-,-,45.600,-
'9:16:03.256',-,-0.043,-,-,50.400,-
'9:16:03.264',-,-0.043,-,-,55.200,-
'9:16:03.272',-,0.000,-,-,60.800,-
'9:16:03.280',-,-0.085,-,-,65.600,-
'9:16:03.288',-,-0.085,-,-,70.400,-
'9:16:03.296',-,-0.060,-,-,74.400,-
'9:16:03.304',-,-0.060,-,-,77.600,-
'9:16:03.312',-,-0.111,-,-,80.000,-
'9:16:03.320',-,-0.085,-,-,82.400,-
'9:16:03.328',-,-0.111,-,-,84.000,-
'9:16:03.336',-,-0.085,-,-,84.800,-
'9:16:03.344',-,-0.111,-,-,85.600,-
'9:16:03.352',-,-0.085,-,-,85.600,-
'9:16:03.360',-,-0.043,-,-,85.600,-
'9:16:03.368',-,-0.017,-,-,84.800,-
'9:16:03.376',-,-0.043,-,-,84.000,-
'9:16:03.384',-,-0.060,-,-,83.200,-
'9:16:03.392',-,-0.017,-,-,81.600,-
'9:16:03.400',-,0.000,-,-,80.000,-
'9:16:03.408',-,0.000,-,-,77.600,-
'9:16:03.416',-,0.000,-,-,75.200,-
'9:16:03.424',-,0.043,-,-,72.000,-
'9:16:03.432',-,0.043,-,-,68.800,-
'9:16:03.440',-,0.060,-,-,64.800,-
'9:16:03.448',-,0.085,-,-,61.600,-
'9:16:03.456',-,0.085,-,-,59.200,-
'9:16:03.464',-,0.128,-,-,56.000,-
'9:16:03.472',-,0.154,-,-,54.400,-
'9:16:03.480',-,0.179,-,-,52.800,-
'9:16:03.488',-,0.128,-,-,51.200,-
'9:16:03.496',-,0.085,-,-,50.400,-
'9:16:03.504',-,0.060,-,-,49.600,-
'9:16:03.512',-,0.000,-,-,48.800,-
'9:16:03.520',-,0.000,-,-,48.800,-
'9:16:03.528',-,-0.017,-,-,48.000,-
'9:16:03.536',-,0.000,-,-,48.000,-
'9:16:03.544',-,-0.017,-,-,47.200,-
'9:16:03.552',-,0.000,-,-,47.200,-
'9:16:03.560',-,-0.043,-,-,46.400,-
'9:16:03.568',-,-0.043,-,-,46.400,-
'9:16:03.576',-,0.017,-,-,45.600,-
'9:16:03.584',-,0.316,-,-,45.600,-
'9:16:03.592',-,0.496,-,-,44.800,-
'9:16:03.600',-,0.521,-,-,44.800,-
'9:16:03.608',-,0.000,-,-,44.000,-
'9:16:03.616',-,0.060,-,-,44.000,-
'9:16:03.624',-,0.043,-,-,43.200,-
'9:16:03.632',-,0.000,-,-,43.200,-
'9:16:03.640',-,-0.043,-,-,43.200,-
'9:16:03.648',-,-0.085,-,-,42.400,-
'9:16:03.656',-,-0.085,-,-,42.400,-
'9:16:03.664',-,-0.043,-,-,42.400,-
'9:16:03.672',-,-0.043,-,-,42.400,-
'9:16:03.680',-,-0.043,-,-,41.600,-
'9:16:03.688',-,-0.060,-,-,41.600,-
'9:16:03.696',-,-0.085,-,-,41.600,-
'9:16:03.704',-,-0.060,-,-,43.200,-
'9:16:03.712',-,-0.043,-,-,44.800,-
'9:16:03.720',-,-0.060,-,-,48.800,-
'9:16:03.728',-,-0.043,-,-,53.600,-
'9:16:03.736',-,-0.085,-,-,59.200,-
'9:16:03.744',-,-0.060,-,-,64.800,-
'9:16:03.752',-,-0.043,-,-,70.400,-
'9:16:03.760',-,-0.085,-,-,75.200,-
'9:16:03.768',-,-0.111,-,-,79.200,-
'9:16:03.776',-,-0.128,-,-,82.400,-
'9:16:03.784',-,-0.111,-,-,85.600,-
'9:16:03.792',-,-0.111,-,-,88.000,-
'9:16:03.800',-,-0.128,-,-,89.600,-
'9:16:03.808',-,-0.085,-,-,90.400,-
'9:16:03.816',-,-0.128,-,-,91.200,-
'9:16:03.824',-,-0.085,-,-,91.200,-
'9:16:03.832',-,-0.111,-,-,91.200,-
'9:16:03.840',-,-0.085,-,-,90.400,-
'9:16:03.848',-,-0.060,-,-,90.400,-
'9:16:03.856',-,-0.043,-,-,88.800,-
'9:16:03.864',-,0.000,-,-,87.200,-
'9:16:03.872',-,0.017,-,-,85.600,-
'9:16:03.880',-,0.000,-,-,84.000,-
'9:16:03.888',-,0.000,-,-,80.800,-
'9:16:03.896',-,0.000,-,-,78.400,-
'9:16:03.904',-,0.000,-,-,75.200,-
'9:16:03.912',-,0.000,-,-,72.000,-
'9:16:03.920',-,0.000,-,-,68.000,-
'9:16:03.928',-,0.043,-,-,64.800,-
'9:16:03.936',-,0.085,-,-,61.600,-
'9:16:03.944',-,0.085,-,-,58.400,-
'9:16:03.952',-,0.060,-,-,56.000,-
'9:16:03.960',-,0.085,-,-,54.400,-
'9:16:03.968',-,0.128,-,-,52.800,-
'9:16:03.976',-,0.154,-,-,51.200,-
'9:16:03.984',-,0.085,-,-,50.400,-
'9:16:03.992',-,0.017,-,-,49.600,-
'9:16:04.000',-,0.000,-,-,49.600,-
'9:16:04.008',-,-0.017,-,-,48.800,-
'9:16:04.016',-,0.000,-,-,48.800,-
'9:16:04.024',-,-0.043,-,-,48.000,-
'9:16:04.032',-,-0.043,-,-,48.000,-
'9:16:04.040',-,-0.043,-,-,47.200,-
'9:16:04.048',-,-0.060,-,-,47.200,-
'9:16:04.056',-,-0.043,-,-,46.400,-
'9:16:04.064',-,0.000,-,-,46.400,-
'9:16:04.072',-,0.111,-,-,46.400,-
'9:16:04.080',-,0.333,-,-,45.600,-
'9:16:04.088',-,0.453,-,-,45.600,-
'9:16:04.096',-,0.085,-,-,44.800,-
'9:16:04.104',-,0.000,-,-,44.800,-
'9:16:04.112',-,0.043,-,-,44.800,-
'9:16:04.120',-,0.000,-,-,44.800,-
'9:16:04.128',-,-0.043,-,-,44.000,-
'9:16:04.136',-,-0.085,-,-,44.000,-
'9:16:04.144',-,-0.085,-,-,44.000,-
'9:16:04.152',-,-0.111,-,-,44.000,-
'9:16:04.160',-,-0.060,-,-,43.200,-
'9:16:04.168',-,-0.085,-,-,43.200,-
'9:16:04.176',-,-0.111,-,-,43.200,-
'9:16:04.184',-,-0.111,-,-,43.200,-
'9:16:04.192',-,-0.111,-,-,43.200,-
'9:16:04.200',-,-0.043,-,-,44.000,-
'9:16:04.208',-,-0.111,-,-,46.400,-
'9:16:04.216',-,-0.111,-,-,50.400,-
'9:16:04.224',-,-0.111,-,-,54.400,-
'9:16:04.232',-,-0.060,-,-,60.000,-
'9:16:04.240',-,-0.060,-,-,65.600,-
'9:16:04.248',-,-0.085,-,-,70.400,-
'9:16:04.256',-,-0.111,-,-,74.400,-
'9:16:04.264',-,-0.128,-,-,78.400,-
'9:16:04.272',-,-0.111,-,-,81.600,-
'9:16:04.280',-,-0.085,-,-,84.000,-
'9:16:04.288',-,-0.111,-,-,85.600,-
'9:16:04.296',-,-0.154,-,-,87.200,-
'9:16:04.304',-,-0.128,-,-,88.000,-
'9:16:04.312',-,-0.154,-,-,88.000,-
'9:16:04.320',-,-0.111,-,-,88.000,-
'9:16:04.328',-,-0.060,-,-,88.000,-
'9:16:04.336',-,-0.060,-,-,87.200,-
'9:16:04.344',-,-0.043,-,-,85.600,-
'9:16:04.352',-,0.000,-,-,84.000,-
'9:16:04.360',-,0.000,-,-,82.400,-
'9:16:04.368',-,-0.017,-,-,80.000,-
'9:16:04.376',-,-0.017,-,-,76.800,-
'9:16:04.384',-,0.000,-,-,73.600,-
'9:16:04.392',-,0.017,-,-,69.600,-
'9:16:04.400',-,0.000,-,-,66.400,-
'9:16:04.408',-,0.000,-,-,62.400,-
'9:16:04.416',-,0.085,-,-,59.200,-
'9:16:04.424',-,0.085,-,-,56.000,-
'9:16:04.432',-,0.060,-,-,53.600,-
'9:16:04.440',-,0.043,-,-,51.200,-
'9:16:04.448',-,0.128,-,-,49.600,-
'9:16:04.456',-,0.128,-,-,48.000,-
'9:16:04.464',-,0.111,-,-,47.200,-
'9:16:04.472',-,0.128,-,-,46.400,-
'9:16:04.480',-,0.000,-,-,45.600,-
'9:16:04.488',-,0.000,-,-,44.800,-
'9:16:04.496',-,0.000,-,-,44.800,-
'9:16:04.504',-,0.000,-,-,44.000,-
'9:16:04.512',-,0.000,-,-,43.200,-
'9:16:04.520',-,0.000,-,-,43.200,-
'9:16:04.528',-,-0.017,-,-,42.400,-
'9:16:04.536',-,0.000,-,-,42.400,-
'9:16:04.544',-,-0.043,-,-,42.400,-
'9:16:04.552',-,0.000,-,-,41.600,-
'9:16:04.560',-,0.179,-,-,41.600,-
'9:16:04.568',-,0.359,-,-,41.600,-
'9:16:04.576',-,0.427,-,-,40.800,-
'9:16:04.584',-,0.154,-,-,40.800,-
'9:16:04.592',-,0.043,-,-,40.800,-
'9:16:04.600',-,0.000,-,-,40.000,-
'9:16:04.608',-,0.000,-,-,40.000,-
'9:16:04.616',-,-0.043,-,-,40.000,-
'9:16:04.624',-,-0.060,-,-,39.200,-
'9:16:04.632',-,-0.043,-,-,39.200,-
'9:16:04.640',-,-0.043,-,-,39.200,-
'9:16:04.648',-,-0.060,-,-,38.400,-
'9:16:04.656',-,-0.043,-,-,38.400,-
'9:16:04.664',-,-0.043,-,-,37.600,-
'9:16:04.672',-,-0.017,-,-,37.600,-
'9:16:04.680',-,-0.043,-,-,37.600,-
'9:16:04.688',-,-0.043,-,-,37.600,-
'9:16:04.696',-,-0.060,-,-,38.400,-
'9:16:04.704',-,-0.043,-,-,40.000,-
'9:16:04.712',-,-0.060,-,-,42.400,-
'9:16:04.720',-,-0.043,-,-,47.200,-
'9:16:04.728',-,-0.043,-,-,52.000,-
'9:16:04.736',-,-0.060,-,-,56.800,-
'9:16:04.744',-,-0.111,-,-,62.400,-
'9:16:04.752',-,-0.043,-,-,66.400,-
'9:16:04.760',-,-0.111,-,-,70.400,-
'9:16:04.768',-,-0.111,-,-,72.800,-
'9:16:04.776',-,-0.128,-,-,75.200,-
'9:16:04.784',-,-0.060,-,-,76.800,-
'9:16:04.792',-,-0.043,-,-,78.400,-
'9:16:04.800',-,-0.111,-,-,78.400,-
'9:16:04.808',-,-0.043,-,-,79.200,-
'9:16:04.816',-,-0.017,-,-,79.200,-
'9:16:04.824',-,-0.043,-,-,78.400,-
'9:16:04.832',-,-0.043,-,-,76.800,-
'9:16:04.840',-,0.000,-,-,76.000,-
'9:16:04.848',-,0.000,-,-,73.600,-
'9:16:04.856',-,0.000,-,-,71.200,-
'9:16:04.864',-,0.000,-,-,68.000,-
