'Elapsed time','I','II','V','MCL1','ABP','PAP'
'9:22:09.640',-,-0.060,-,-,96.800,-
'9:22:09.648',-,-0.043,-,-,96.800,-
'9:22:09.656',-,-0.060,-,-,96.000,-
'9:22:09.664',-,-0.017,-,-,95.200,-
'9:22:09.672',-,0.000,-,-,93.600,-
'9:22:09.680',-,-0.017,-,-,92.000,-
'9:22:09.688',-,0.000,-,-,89.600,-
'9:22:09.696',-,0.000,-,-,86.400,-
'9:22:09.704',-,0.000,-,-,82.400,-
'9:22:09.712',-,0.000,-,-,78.400,-
'9:22:09.720',-,0.017,-,-,74.400,-
'9:22:09.728',-,0.043,-,-,70.400,-
'9:22:09.736',-,0.043,-,-,67.200,-
'9:22:09.744',-,0.060,-,-,64.000,-
'9:22:09.752',-,0.085,-,-,60.800,-
'9:22:09.760',-,0.128,-,-,58.400,-
'9:22:09.768',-,0.154,-,-,56.800,-
'9:22:09.776',-,0.128,-,-,55.200,-
'9:22:09.784',-,0.111,-,-,54.400,-
'9:22:09.792',-,0.060,-,-,53.600,-
'9:22:09.800',-,0.000,-,-,52.800,-
'9:22:09.808',-,0.000,-,-,52.800,-
'9:22:09.816',-,0.000,-,-,52.000,-
'9:22:09.824',-,-0.017,-,-,52.000,-
'9:22:09.832',-,0.000,-,-,51.200,-
'9:22:09.840',-,-0.043,-,-,51.200,-
'9:22:09.848',-,-0.043,-,-,50.400,-
'9:22:09.856',-,-0.017,-,-,50.400,-
'9:22:09.864',-,-0.043,-,-,50.400,-
'9:22:09.872',-,0.128,-,-,49.600,-
'9:22:09.880',-,0.402,-,-,49.600,-
'9:22:09.888',-,0.496,-,-,49.600,-
'9:22:09.896',-,0.128,-,-,48.800,-
'9:22:09.904',-,-0.017,-,-,48.800,-
'9:22:09.912',-,0.017,-,-,48.800,-
'9:22:09.920',-,-0.017,-,-,48.800,-
'9:22:09.928',-,0.000,-,-,48.000,-
'9:22:09.936',-,-0.085,-,-,48.000,-
'9:22:09.944',-,-0.111,-,-,47.200,-
'9:22:09.952',-,-0.111,-,-,47.200,-
'9:22:09.960',-,-0.085,-,-,46.400,-
'9:22:09.968',-,-0.111,-,-,46.400,-
'9:22:09.976',-,-0.111,-,-,46.400,-
'9:22:09.984',-,-0.111,-,-,46.400,-
'9:22:09.992',-,-0.111,-,-,48.000,-
'9:22:10.000',-,-0.111,-,-,52.000,-
'9:22:10.008',-,-0.111,-,-,56.800,-
'9:22:10.016',-,-0.111,-,-,62.400,-
'9:22:10.024',-,-0.111,-,-,68.800,-
'9:22:10.032',-,-0.111,-,-,76.000,-
'9:22:10.040',-,-0.111,-,-,81.600,-
'9:22:10.048',-,-0.128,-,-,87.200,-
'9:22:10.056',-,-0.111,-,-,92.000,-
'9:22:10.064',-,-0.154,-,-,96.000,-
'9:22:10.072',-,-0.154,-,-,99.200,-
'9:22:10.080',-,-0.154,-,-,101.600,-
'9:22:10.088',-,-0.154,-,-,103.200,-
'9:22:10.096',-,-0.128,-,-,104.000,-
'9:22:10.104',-,-0.154,-,-,104.000,-
'9:22:10.112',-,-0.128,-,-,104.000,-
'9:22:10.120',-,-0.154,-,-,103.200,-
'9:22:10.128',-,-0.128,-,-,102.400,-
'9:22:10.136',-,-0.111,-,-,101.600,-
'9:22:10.144',-,-0.111,-,-,100.000,-
'9:22:10.152',-,-0.060,-,-,97.600,-
'9:22:10.160',-,-0.043,-,-,95.200,-
'9:22:10.168',-,-0.043,-,-,92.800,-
'9:22:10.176',-,-0.043,-,-,89.600,-
'9:22:10.184',-,-0.017,-,-,85.600,-
'9:22:10.192',-,0.000,-,-,81.600,-
'9:22:10.200',-,0.000,-,-,77.600,-
'9:22:10.208',-,0.000,-,-,73.600,-
'9:22:10.216',-,0.017,-,-,69.600,-
'9:22:10.224',-,0.043,-,-,65.600,-
'9:22:10.232',-,0.085,-,-,63.200,-
'9:22:10.240',-,0.085,-,-,60.000,-
'9:22:10.248',-,0.085,-,-,57.600,-
'9:22:10.256',-,0.043,-,-,56.000,-
'9:22:10.264',-,0.017,-,-,55.200,-
'9:22:10.272',-,0.000,-,-,53.600,-
'9:22:10.280',-,-0.043,-,-,52.800,-
'9:22:10.288',-,-0.060,-,-,52.000,-
'9:22:10.296',-,-0.085,-,-,52.000,-
'9:22:10.304',-,-0.060,-,-,51.200,-
'9:22:10.312',-,-0.085,-,-,51.200,-
'9:22:10.320',-,-0.060,-,-,51.200,-
'9:22:10.328',-,-0.085,-,-,50.400,-
'9:22:10.336',-,-0.111,-,-,50.400,-
'9:22:10.344',-,0.085,-,-,49.600,-
'9:22:10.352',-,0.333,-,-,49.600,-
'9:22:10.360',-,0.470,-,-,49.600,-
'9:22:10.368',-,0.085,-,-,48.800,-
'9:22:10.376',-,-0.043,-,-,48.800,-
'9:22:10.384',-,0.017,-,-,48.800,-
'9:22:10.392',-,-0.017,-,-,48.000,-
'9:22:10.400',-,-0.060,-,-,48.000,-
'9:22:10.408',-,-0.111,-,-,48.000,-
'9:22:10.416',-,-0.128,-,-,47.200,-
'9:22:10.424',-,-0.111,-,-,47.200,-
'9:22:10.432',-,-0.154,-,-,47.200,-
'9:22:10.440',-,-0.128,-,-,46.400,-
'9:22:10.448',-,-0.111,-,-,46.400,-
'9:22:10.456',-,-0.111,-,-,47.200,-
'9:22:10.464',-,-0.111,-,-,48.000,-
'9:22:10.472',-,-0.128,-,-,51.200,-
'9:22:10.480',-,-0.111,-,-,55.200,-
'9:22:10.488',-,-0.154,-,-,60.800,-
'9:22:10.496',-,-0.111,-,-,66.400,-
'9:22:10.504',-,-0.111,-,-,72.800,-
'9:22:10.512',-,-0.128,-,-,79.200,-
'9:22:10.520',-,-0.154,-,-,84.800,-
'9:22:10.528',-,-0.154,-,-,89.600,-
'9:22:10.536',-,-0.154,-,-,93.600,-
'9:22:10.544',-,-0.154,-,-,96.000,-
'9:22:10.552',-,-0.154,-,-,98.400,-
'9:22:10.560',-,-0.154,-,-,100.000,-
'9:22:10.568',-,-0.154,-,-,101.600,-
'9:22:10.576',-,-0.128,-,-,101.600,-
'9:22:10.584',-,-0.111,-,-,101.600,-
'9:22:10.592',-,-0.128,-,-,101.600,-
'9:22:10.600',-,-0.154,-,-,100.000,-
'9:22:10.608',-,-0.085,-,-,99.200,-
'9:22:10.616',-,-0.085,-,-,96.800,-
'9:22:10.624',-,-0.060,-,-,95.200,-
'9:22:10.632',-,-0.043,-,-,92.000,-
'9:22:10.640',-,-0.017,-,-,88.800,-
'9:22:10.648',-,-0.017,-,-,85.600,-
'9:22:10.656',-,0.000,-,-,81.600,-
'9:22:10.664',-,0.000,-,-,77.600,-
'9:22:10.672',-,0.017,-,-,72.800,-
'9:22:10.680',-,0.017,-,-,68.800,-
'9:22:10.688',-,0.043,-,-,64.800,-
'9:22:10.696',-,0.043,-,-,61.600,-
'9:22:10.704',-,0.085,-,-,58.400,-
'9:22:10.712',-,0.128,-,-,56.000,-
'9:22:10.720',-,0.128,-,-,54.400,-
'9:22:10.728',-,0.111,-,-,52.800,-
'9:22:10.736',-,0.085,-,-,52.000,-
'9:22:10.744',-,0.043,-,-,51.200,-
'9:22:10.752',-,0.017,-,-,50.400,-
'9:22:10.760',-,0.000,-,-,49.600,-
'9:22:10.768',-,-0.043,-,-,48.800,-
'9:22:10.776',-,-0.017,-,-,48.800,-
'9:22:10.784',-,0.000,-,-,48.000,-
'9:22:10.792',-,-0.043,-,-,48.000,-
'9:22:10.800',-,-0.060,-,-,48.000,-
'9:22:10.808',-,-0.017,-,-,47.200,-
'9:22:10.816',-,-0.043,-,-,47.200,-
'9:22:10.824',-,0.128,-,-,47.200,-
'9:22:10.832',-,0.385,-,-,46.400,-
'9:22:10.840',-,0.470,-,-,46.400,-
'9:22:10.848',-,0.128,-,-,46.400,-
'9:22:10.856',-,0.043,-,-,45.600,-
'9:22:10.864',-,0.000,-,-,45.600,-
'9:22:10.872',-,0.000,-,-,45.600,-
'9:22:10.880',-,-0.017,-,-,44.800,-
'9:22:10.888',-,-0.043,-,-,44.800,-
'9:22:10.896',-,-0.060,-,-,44.800,-
'9:22:10.904',-,-0.043,-,-,44.000,-
'9:22:10.912',-,-0.017,-,-,44.000,-
'9:22:10.920',-,-0.043,-,-,43.200,-
'9:22:10.928',-,-0.043,-,-,43.200,-
'9:22:10.936',-,-0.043,-,-,43.200,-
'9:22:10.944',-,0.000,-,-,44.000,-
'9:22:10.952',-,-0.043,-,-,45.600,-
'9:22:10.960',-,-0.043,-,-,48.000,-
'9:22:10.968',-,-0.043,-,-,52.800,-
'9:22:10.976',-,0.000,-,-,57.600,-
'9:22:10.984',-,-0.017,-,-,63.200,-
'9:22:10.992',-,-0.043,-,-,69.600,-
'9:22:11.000',-,-0.043,-,-,74.400,-
'9:22:11.008',-,-0.017,-,-,80.000,-
'9:22:11.016',-,-0.043,-,-,84.000,-
'9:22:11.024',-,-0.043,-,-,87.200,-
'9:22:11.032',-,-0.043,-,-,90.400,-
'9:22:11.040',-,-0.060,-,-,92.000,-
'9:22:11.048',-,-0.085,-,-,93.600,-
'9:22:11.056',-,-0.017,-,-,94.400,-
'9:22:11.064',-,-0.043,-,-,94.400,-
'9:22:11.072',-,-0.017,-,-,94.400,-
'9:22:11.080',-,0.000,-,-,93.600,-
'9:22:11.088',-,0.000,-,-,92.000,-
'9:22:11.096',-,0.000,-,-,90.400,-
'9:22:11.104',-,0.000,-,-,88.000,-
'9:22:11.112',-,0.000,-,-,84.800,-
'9:22:11.120',-,0.017,-,-,81.600,-
'9:22:11.128',-,0.043,-,-,77.600,-
'9:22:11.136',-,0.043,-,-,73.600,-
'9:22:11.144',-,0.017,-,-,69.600,-
'9:22:11.152',-,0.060,-,-,64.800,-
'9:22:11.160',-,0.085,-,-,61.600,-
'9:22:11.168',-,0.085,-,-,57.600,-
'9:22:11.176',-,0.128,-,-,55.200,-
'9:22:11.184',-,0.154,-,-,53.600,-
'9:22:11.192',-,0.154,-,-,52.000,-
'9:22:11.200',-,0.128,-,-,50.400,-
'9:22:11.208',-,0.128,-,-,49.600,-
'9:22:11.216',-,0.060,-,-,49.600,-
'9:22:11.224',-,0.043,-,-,48.800,-
'9:22:11.232',-,0.000,-,-,48.800,-
'9:22:11.240',-,0.000,-,-,48.000,-
'9:22:11.248',-,0.000,-,-,48.000,-
'9:22:11.256',-,0.000,-,-,47.200,-
'9:22:11.264',-,0.000,-,-,47.200,-
'9:22:11.272',-,0.000,-,-,46.400,-
'9:22:11.280',-,0.000,-,-,46.400,-
'9:22:11.288',-,0.017,-,-,45.600,-
'9:22:11.296',-,0.197,-,-,45.600,-
'9:22:11.304',-,0.470,-,-,45.600,-
'9:22:11.312',-,0.607,-,-,44.800,-
'9:22:11.320',-,0.222,-,-,44.800,-
'9:22:11.328',-,0.060,-,-,44.800,-
'9:22:11.336',-,0.000,-,-,44.800,-
'9:22:11.344',-,0.000,-,-,44.800,-
'9:22:11.352',-,0.000,-,-,44.800,-
'9:22:11.360',-,-0.017,-,-,44.000,-
'9:22:11.368',-,-0.043,-,-,44.000,-
'9:22:11.376',-,-0.017,-,-,43.200,-
'9:22:11.384',-,0.000,-,-,43.200,-
'9:22:11.392',-,0.000,-,-,42.400,-
'9:22:11.400',-,-0.043,-,-,42.400,-
'9:22:11.408',-,0.000,-,-,42.400,-
'9:22:11.416',-,0.000,-,-,42.400,-
'9:22:11.424',-,-0.017,-,-,43.200,-
'9:22:11.432',-,0.000,-,-,45.600,-
'9:22:11.440',-,0.000,-,-,49.600,-
'9:22:11.448',-,-0.017,-,-,54.400,-
'9:22:11.456',-,-0.017,-,-,60.800,-
'9:22:11.464',-,0.000,-,-,66.400,-
'9:22:11.472',-,-0.043,-,-,72.000,-
'9:22:11.480',-,-0.043,-,-,76.800,-
'9:22:11.488',-,-0.060,-,-,81.600,-
'9:22:11.496',-,-0.085,-,-,84.800,-
'9:22:11.504',-,-0.060,-,-,88.000,-
'9:22:11.512',-,-0.111,-,-,89.600,-
'9:22:11.520',-,-0.085,-,-,92.000,-
'9:22:11.528',-,-0.111,-,-,92.800,-
'9:22:11.536',-,-0.085,-,-,93.600,-
'9:22:11.544',-,-0.060,-,-,94.400,-
'9:22:11.552',-,-0.085,-,-,94.400,-
'9:22:11.560',-,-0.043,-,-,93.600,-
'9:22:11.568',-,-0.043,-,-,92.000,-
'9:22:11.576',-,-0.017,-,-,90.400,-
'9:22:11.584',-,0.000,-,-,88.000,-
'9:22:11.592',-,0.000,-,-,84.800,-
'9:22:11.600',-,0.000,-,-,80.800,-
'9:22:11.608',-,0.017,-,-,77.600,-
'9:22:11.616',-,0.000,-,-,72.800,-
'9:22:11.624',-,0.043,-,-,68.800,-
'9:22:11.632',-,0.043,-,-,64.800,-
'9:22:11.640',-,0.085,-,-,61.600,-
'9:22:11.648',-,0.085,-,-,58.400,-
'9:22:11.656',-,0.128,-,-,56.000,-
'9:22:11.664',-,0.128,-,-,53.600,-
'9:22:11.672',-,0.154,-,-,52.000,-
'9:22:11.680',-,0.111,-,-,51.200,-
'9:22:11.688',-,0.060,-,-,50.400,-
'9:22:11.696',-,0.017,-,-,49.600,-
'9:22:11.704',-,0.000,-,-,49.600,-
'9:22:11.712',-,-0.043,-,-,48.800,-
'9:22:11.720',-,-0.017,-,-,48.800,-
'9:22:11.728',-,-0.043,-,-,48.000,-
'9:22:11.736',-,-0.043,-,-,48.000,-
'9:22:11.744',-,-0.043,-,-,48.000,-
'9:22:11.752',-,-0.060,-,-,48.000,-
'9:22:11.760',-,-0.043,-,-,47.200,-
'9:22:11.768',-,0.128,-,-,47.200,-
'9:22:11.776',-,0.385,-,-,47.200,-
'9:22:11.784',-,0.470,-,-,47.200,-
'9:22:11.792',-,0.128,-,-,47.200,-
'9:22:11.800',-,-0.043,-,-,47.200,-
'9:22:11.808',-,0.000,-,-,47.200,-
'9:22:11.816',-,-0.017,-,-,47.200,-
'9:22:11.824',-,-0.043,-,-,47.200,-
'9:22:11.832',-,-0.085,-,-,46.400,-
'9:22:11.840',-,-0.111,-,-,46.400,-
'9:22:11.848',-,-0.085,-,-,46.400,-
'9:22:11.856',-,-0.111,-,-,46.400,-
'9:22:11.864',-,-0.085,-,-,45.600,-
'9:22:11.872',-,-0.111,-,-,46.400,-
'9:22:11.880',-,-0.085,-,-,46.400,-
'9:22:11.888',-,-0.111,-,-,48.800,-
'9:22:11.896',-,-0.085,-,-,52.000,-
'9:22:11.904',-,-0.111,-,-,56.800,-
'9:22:11.912',-,-0.085,-,-,62.400,-
'9:22:11.920',-,-0.111,-,-,69.600,-
'9:22:11.928',-,-0.085,-,-,75.200,-
'9:22:11.936',-,-0.111,-,-,81.600,-
'9:22:11.944',-,-0.111,-,-,86.400,-
'9:22:11.952',-,-0.128,-,-,91.200,-
'9:22:11.960',-,-0.154,-,-,95.200,-
'9:22:11.968',-,-0.154,-,-,98.400,-
'9:22:11.976',-,-0.154,-,-,100.800,-
'9:22:11.984',-,-0.154,-,-,102.400,-
'9:22:11.992',-,-0.154,-,-,103.200,-
'9:22:12.000',-,-0.154,-,-,103.200,-
'9:22:12.008',-,-0.154,-,-,103.200,-
'9:22:12.016',-,-0.154,-,-,102.400,-
'9:22:12.024',-,-0.111,-,-,101.600,-
'9:22:12.032',-,-0.111,-,-,100.800,-
'9:22:12.040',-,-0.085,-,-,99.200,-
'9:22:12.048',-,-0.060,-,-,97.600,-
'9:22:12.056',-,-0.043,-,-,94.400,-
'9:22:12.064',-,-0.043,-,-,92.000,-
'9:22:12.072',-,-0.017,-,-,88.800,-
'9:22:12.080',-,-0.017,-,-,84.800,-
'9:22:12.088',-,-0.017,-,-,80.800,-
'9:22:12.096',-,0.000,-,-,76.800,-
'9:22:12.104',-,0.000,-,-,72.800,-
'9:22:12.112',-,0.043,-,-,68.800,-
'9:22:12.120',-,0.060,-,-,64.800,-
'9:22:12.128',-,0.085,-,-,61.600,-
'9:22:12.136',-,0.085,-,-,59.200,-
'9:22:12.144',-,0.060,-,-,57.600,-
'9:22:12.152',-,0.043,-,-,56.000,-
'9:22:12.160',-,0.000,-,-,55.200,-
'9:22:12.168',-,-0.017,-,-,54.400,-
'9:22:12.176',-,-0.043,-,-,54.400,-
'9:22:12.184',-,-0.060,-,-,53.600,-
'9:22:12.192',-,-0.085,-,-,53.600,-
'9:22:12.200',-,-0.085,-,-,52.800,-
'9:22:12.208',-,-0.060,-,-,52.800,-
'9:22:12.216',-,-0.085,-,-,52.800,-
'9:22:12.224',-,-0.111,-,-,52.000,-
'9:22:12.232',-,-0.060,-,-,52.000,-
'9:22:12.240',-,0.154,-,-,52.000,-
'9:22:12.248',-,0.402,-,-,51.200,-
'9:22:12.256',-,0.453,-,-,51.200,-
'9:22:12.264',-,0.000,-,-,51.200,-
'9:22:12.272',-,-0.043,-,-,50.400,-
'9:22:12.280',-,0.017,-,-,50.400,-
'9:22:12.288',-,-0.043,-,-,49.600,-
'9:22:12.296',-,-0.085,-,-,49.600,-
'9:22:12.304',-,-0.111,-,-,48.800,-
'9:22:12.312',-,-0.111,-,-,48.800,-
'9:22:12.320',-,-0.128,-,-,48.000,-
'9:22:12.328',-,-0.111,-,-,48.000,-
'9:22:12.336',-,-0.128,-,-,48.000,-
'9:22:12.344',-,-0.085,-,-,48.000,-
'9:22:12.352',-,-0.111,-,-,48.800,-
'9:22:12.360',-,-0.111,-,-,51.200,-
'9:22:12.368',-,-0.111,-,-,54.400,-
'9:22:12.376',-,-0.111,-,-,60.000,-
'9:22:12.384',-,-0.111,-,-,65.600,-
'9:22:12.392',-,-0.111,-,-,72.000,-
'9:22:12.400',-,-0.128,-,-,78.400,-
'9:22:12.408',-,-0.111,-,-,84.000,-
'9:22:12.416',-,-0.128,-,-,88.800,-
'9:22:12.424',-,-0.128,-,-,92.800,-
'9:22:12.432',-,-0.154,-,-,96.000,-
'9:22:12.440',-,-0.154,-,-,99.200,-
'9:22:12.448',-,-0.179,-,-,100.800,-
'9:22:12.456',-,-0.154,-,-,101.600,-
'9:22:12.464',-,-0.154,-,-,102.400,-
'9:22:12.472',-,-0.128,-,-,102.400,-
'9:22:12.480',-,-0.128,-,-,102.400,-
'9:22:12.488',-,-0.128,-,-,101.600,-
'9:22:12.496',-,-0.111,-,-,100.800,-
'9:22:12.504',-,-0.085,-,-,99.200,-
'9:22:12.512',-,-0.060,-,-,96.800,-
'9:22:12.520',-,-0.043,-,-,94.400,-
'9:22:12.528',-,-0.017,-,-,92.000,-
'9:22:12.536',-,-0.043,-,-,88.800,-
'9:22:12.544',-,-0.017,-,-,84.800,-
'9:22:12.552',-,0.000,-,-,80.800,-
'9:22:12.560',-,0.000,-,-,76.800,-
'9:22:12.568',-,0.000,-,-,72.800,-
'9:22:12.576',-,0.017,-,-,68.800,-
'9:22:12.584',-,0.000,-,-,64.800,-
'9:22:12.592',-,0.043,-,-,62.400,-
'9:22:12.600',-,0.043,-,-,59.200,-
'9:22:12.608',-,0.085,-,-,57.600,-
'9:22:12.616',-,0.111,-,-,56.000,-
'9:22:12.624',-,0.085,-,-,55.200,-
'9:22:12.632',-,0.017,-,-,54.400,-
'9:22:12.640',-,0.000,-,-,53.600,-
'9:22:12.648',-,0.000,-,-,52.800,-
'9:22:12.656',-,-0.043,-,-,52.000,-
'9:22:12.664',-,-0.043,-,-,52.000,-
'9:22:12.672',-,-0.060,-,-,51.200,-
'9:22:12.680',-,-0.043,-,-,51.200,-
'9:22:12.688',-,-0.060,-,-,51.200,-
'9:22:12.696',-,-0.043,-,-,50.400,-
'9:22:12.704',-,-0.060,-,-,50.400,-
'9:22:12.712',-,0.000,-,-,50.400,-
'9:22:12.720',-,0.248,-,-,49.600,-
'9:22:12.728',-,0.427,-,-,49.600,-
'9:22:12.736',-,0.222,-,-,48.800,-
'9:22:12.744',-,0.000,-,-,48.800,-
'9:22:12.752',-,0.043,-,-,48.800,-
'9:22:12.760',-,0.000,-,-,48.000,-
'9:22:12.768',-,-0.043,-,-,48.000,-
'9:22:12.776',-,-0.085,-,-,47.200,-
'9:22:12.784',-,-0.085,-,-,47.200,-
'9:22:12.792',-,-0.085,-,-,46.400,-
'9:22:12.800',-,-0.060,-,-,46.400,-
'9:22:12.808',-,-0.111,-,-,45.600,-
'9:22:12.816',-,-0.085,-,-,44.800,-
'9:22:12.824',-,-0.043,-,-,44.800,-
'9:22:12.832',-,-0.043,-,-,44.800,-
'9:22:12.840',-,-0.043,-,-,46.400,-
'9:22:12.848',-,-0.043,-,-,48.800,-
'9:22:12.856',-,-0.017,-,-,52.800,-
