'Elapsed time','I','II','V','MCL1','ABP'
'144:52:56.304',-,-0.032,0.021,-,44.400
'144:52:56.312',-,-0.072,0.000,-,43.200
'144:52:56.320',-,-0.072,0.010,-,43.200
'144:52:56.328',-,-0.072,0.000,-,43.200
'144:52:56.336',-,-0.032,0.041,-,43.200
'144:52:56.344',-,0.032,0.021,-,42.000
'144:52:56.352',-,0.304,-0.113,-,42.000
'144:52:56.360',-,0.920,-0.268,-,42.000
'144:52:56.368',-,0.960,-0.361,-,42.000
'144:52:56.376',-,0.000,-0.454,-,42.000
'144:52:56.384',-,-0.304,-0.474,-,42.000
'144:52:56.392',-,-0.344,-0.227,-,40.800
'144:52:56.400',-,-0.112,-0.072,-,40.800
'144:52:56.408',-,-0.072,-0.031,-,40.800
'144:52:56.416',-,-0.072,0.000,-,40.800
'144:52:56.424',-,-0.072,0.000,-,40.800
'144:52:56.432',-,-0.032,0.010,-,40.800
'144:52:56.440',-,-0.072,0.021,-,40.800
'144:52:56.448',-,0.000,0.000,-,40.800
'144:52:56.456',-,-0.032,0.021,-,40.800
'144:52:56.464',-,-0.032,0.000,-,40.000
'144:52:56.472',-,0.000,0.021,-,40.800
'144:52:56.480',-,-0.032,0.000,-,40.800
'144:52:56.488',-,0.000,0.021,-,43.200
'144:52:56.496',-,-0.032,0.000,-,49.200
'144:52:56.504',-,0.000,0.010,-,57.600
'144:52:56.512',-,-0.032,0.000,-,68.400
'144:52:56.520',-,0.000,0.010,-,79.200
'144:52:56.528',-,0.000,0.000,-,87.600
'144:52:56.536',-,0.000,0.000,-,94.800
'144:52:56.544',-,0.000,-0.021,-,99.600
'144:52:56.552',-,0.032,-0.010,-,105.600
'144:52:56.560',-,0.072,-0.041,-,109.200
'144:52:56.568',-,0.032,-0.052,-,112.800
'144:52:56.576',-,0.072,-0.041,-,115.200
'144:52:56.584',-,0.112,-0.072,-,116.400
'144:52:56.592',-,0.152,-0.052,-,116.400
'144:52:56.600',-,0.152,-0.093,-,116.400
'144:52:56.608',-,0.152,-0.072,-,115.200
'144:52:56.616',-,0.152,-0.093,-,114.000
'144:52:56.624',-,0.112,-0.072,-,114.000
'144:52:56.632',-,0.072,-0.072,-,112.800
'144:52:56.640',-,0.000,-0.041,-,111.600
'144:52:56.648',-,0.000,-0.021,-,110.400
'144:52:56.656',-,-0.032,0.000,-,109.200
'144:52:56.664',-,-0.032,0.021,-,106.800
'144:52:56.672',-,-0.072,0.041,-,105.600
'144:52:56.680',-,-0.112,0.031,-,104.400
'144:52:56.688',-,-0.072,0.062,-,102.000
'144:52:56.696',-,-0.112,0.041,-,99.600
'144:52:56.704',-,-0.112,0.062,-,97.200
'144:52:56.712',-,-0.152,0.052,-,94.800
'144:52:56.720',-,-0.072,0.062,-,92.400
'144:52:56.728',-,-0.112,0.041,-,88.800
'144:52:56.736',-,-0.112,0.062,-,86.400
'144:52:56.744',-,-0.152,0.041,-,82.800
'144:52:56.752',-,-0.072,0.052,-,78.000
'144:52:56.760',-,-0.112,0.031,-,74.400
'144:52:56.768',-,-0.072,0.052,-,70.800
'144:52:56.776',-,-0.112,0.031,-,67.200
'144:52:56.784',-,-0.072,0.041,-,64.800
'144:52:56.792',-,-0.072,0.021,-,62.400
'144:52:56.800',-,-0.072,0.041,-,61.200
'144:52:56.808',-,-0.072,0.031,-,60.000
'144:52:56.816',-,-0.072,0.041,-,58.800
'144:52:56.824',-,-0.072,0.031,-,58.800
'144:52:56.832',-,-0.072,0.021,-,58.800
'144:52:56.840',-,-0.072,0.041,-,58.800
'144:52:56.848',-,-0.072,0.031,-,57.600
'144:52:56.856',-,-0.112,0.041,-,57.600
'144:52:56.864',-,-0.072,0.021,-,57.600
'144:52:56.872',-,-0.072,0.041,-,57.600
'144:52:56.880',-,-0.072,0.021,-,57.600
'144:52:56.888',-,-0.072,0.041,-,57.600
'144:52:56.896',-,-0.072,0.021,-,56.400
'144:52:56.904',-,-0.072,0.041,-,56.400
'144:52:56.912',-,-0.072,0.021,-,55.200
'144:52:56.920',-,-0.072,0.041,-,55.200
'144:52:56.928',-,-0.072,0.031,-,54.000
'144:52:56.936',-,-0.072,0.041,-,54.000
'144:52:56.944',-,-0.072,0.021,-,52.800
'144:52:56.952',-,-0.032,0.041,-,52.800
'144:52:56.960',-,-0.072,0.031,-,51.600
'144:52:56.968',-,0.000,0.072,-,51.600
'144:52:56.976',-,0.000,0.072,-,50.400
'144:52:56.984',-,0.032,0.103,-,50.400
'144:52:56.992',-,0.072,0.113,-,49.200
'144:52:57.000',-,0.072,0.103,-,49.200
'144:52:57.008',-,0.072,0.041,-,48.000
'144:52:57.016',-,0.000,0.010,-,48.000
'144:52:57.024',-,0.032,0.021,-,46.800
'144:52:57.032',-,0.000,0.000,-,46.800
'144:52:57.040',-,0.000,0.021,-,46.800
'144:52:57.048',-,-0.072,0.010,-,45.600
'144:52:57.056',-,-0.072,0.000,-,45.600
'144:52:57.064',-,-0.072,0.000,-,45.600
'144:52:57.072',-,-0.072,0.000,-,44.400
'144:52:57.080',-,0.000,0.041,-,44.400
'144:52:57.088',-,0.072,0.052,-,44.400
'144:52:57.096',-,0.496,-0.165,-,44.400
'144:52:57.104',-,0.960,-0.278,-,44.400
'144:52:57.112',-,0.992,-0.381,-,43.200
'144:52:57.120',-,-0.072,-0.474,-,43.200
'144:52:57.128',-,-0.344,-0.402,-,43.200
'144:52:57.136',-,-0.264,-0.186,-,43.200
'144:52:57.144',-,-0.072,-0.072,-,43.200
'144:52:57.152',-,-0.032,-0.010,-,43.200
'144:52:57.160',-,-0.072,0.000,-,42.000
'144:52:57.168',-,-0.032,0.010,-,42.000
'144:52:57.176',-,0.000,0.000,-,42.000
'144:52:57.184',-,-0.032,0.021,-,42.000
'144:52:57.192',-,0.000,0.010,-,42.000
'144:52:57.200',-,0.000,0.021,-,42.000
'144:52:57.208',-,0.000,0.010,-,42.000
'144:52:57.216',-,0.000,0.010,-,42.000
'144:52:57.224',-,0.000,0.021,-,42.000
'144:52:57.232',-,0.000,0.000,-,44.400
'144:52:57.240',-,0.000,0.010,-,49.200
'144:52:57.248',-,0.000,0.000,-,56.400
'144:52:57.256',-,0.000,0.010,-,66.000
'144:52:57.264',-,0.032,0.000,-,75.600
'144:52:57.272',-,0.000,0.010,-,84.000
'144:52:57.280',-,0.032,0.000,-,90.000
'144:52:57.288',-,0.032,0.000,-,96.000
'144:52:57.296',-,0.072,-0.021,-,100.800
'144:52:57.304',-,0.072,-0.021,-,105.600
'144:52:57.312',-,0.112,-0.052,-,109.200
'144:52:57.320',-,0.152,-0.031,-,111.600
'144:52:57.328',-,0.152,-0.072,-,112.800
'144:52:57.336',-,0.152,-0.072,-,112.800
'144:52:57.344',-,0.152,-0.082,-,112.800
'144:52:57.352',-,0.192,-0.072,-,112.800
'144:52:57.360',-,0.152,-0.072,-,111.600
'144:52:57.368',-,0.112,-0.052,-,111.600
'144:52:57.376',-,0.072,-0.052,-,110.400
'144:52:57.384',-,0.072,-0.021,-,109.200
'144:52:57.392',-,0.000,0.000,-,108.000
'144:52:57.400',-,0.000,0.021,-,106.800
'144:52:57.408',-,-0.072,0.031,-,105.600
'144:52:57.416',-,-0.032,0.052,-,104.400
'144:52:57.424',-,-0.072,0.062,-,103.200
'144:52:57.432',-,-0.072,0.041,-,102.000
'144:52:57.440',-,-0.072,0.062,-,99.600
'144:52:57.448',-,-0.072,0.052,-,97.200
'144:52:57.456',-,-0.072,0.062,-,94.800
'144:52:57.464',-,-0.072,0.052,-,92.400
'144:52:57.472',-,-0.072,0.062,-,90.000
'144:52:57.480',-,-0.112,0.041,-,86.400
'144:52:57.488',-,-0.072,0.062,-,82.800
'144:52:57.496',-,-0.072,0.041,-,79.200
'144:52:57.504',-,-0.072,0.062,-,75.600
'144:52:57.512',-,-0.072,0.041,-,72.000
'144:52:57.520',-,-0.072,0.052,-,68.400
'144:52:57.528',-,-0.032,0.031,-,64.800
'144:52:57.536',-,-0.072,0.062,-,62.400
'144:52:57.544',-,-0.032,0.031,-,61.200
'144:52:57.552',-,-0.032,0.052,-,60.000
'144:52:57.560',-,-0.072,0.041,-,58.800
'144:52:57.568',-,-0.032,0.052,-,58.800
'144:52:57.576',-,-0.032,0.041,-,57.600
'144:52:57.584',-,-0.032,0.052,-,57.600
'144:52:57.592',-,-0.072,0.062,-,57.600
'144:52:57.600',-,-0.032,0.041,-,57.600
'144:52:57.608',-,-0.032,0.052,-,57.600
'144:52:57.616',-,-0.032,0.041,-,57.600
'144:52:57.624',-,-0.072,0.052,-,57.600
'144:52:57.632',-,-0.032,0.041,-,57.600
'144:52:57.640',-,-0.032,0.052,-,56.400
'144:52:57.648',-,-0.032,0.041,-,56.400
'144:52:57.656',-,-0.032,0.052,-,56.400
'144:52:57.664',-,-0.072,0.041,-,55.200
'144:52:57.672',-,-0.032,0.052,-,55.200
'144:52:57.680',-,-0.032,0.031,-,54.000
'144:52:57.688',-,0.000,0.062,-,54.000
'144:52:57.696',-,0.072,0.052,-,52.800
'144:52:57.704',-,0.224,0.062,-,52.800
'144:52:57.712',-,0.536,0.041,-,51.600
'144:52:57.720',-,0.920,0.103,-,51.600
'144:52:57.728',-,1.344,0.134,-,50.400
'144:52:57.736',-,1.728,0.330,-,49.200
'144:52:57.744',-,1.840,0.526,-,49.200
'144:52:57.752',-,1.072,0.680,-,49.200
'144:52:57.760',-,0.416,0.691,-,48.000
'144:52:57.768',-,0.112,0.701,-,48.000
'144:52:57.776',-,0.000,0.619,-,46.800
'144:52:57.784',-,-0.072,0.598,-,46.800
'144:52:57.792',-,0.000,0.629,-,45.600
'144:52:57.800',-,-0.072,0.567,-,45.600
'144:52:57.808',-,-0.264,0.247,-,45.600
'144:52:57.816',-,-0.344,-0.072,-,45.600
'144:52:57.824',-,-0.264,-0.186,-,44.400
'144:52:57.832',-,-0.264,-0.206,-,44.400
'144:52:57.840',-,-0.264,-0.196,-,44.400
'144:52:57.848',-,-0.264,-0.227,-,44.400
'144:52:57.856',-,-0.264,-0.216,-,44.400
'144:52:57.864',-,-0.264,-0.237,-,45.600
'144:52:57.872',-,-0.264,-0.227,-,46.800
'144:52:57.880',-,-0.264,-0.258,-,50.400
'144:52:57.888',-,-0.304,-0.247,-,55.200
'144:52:57.896',-,-0.304,-0.278,-,61.200
'144:52:57.904',-,-0.344,-0.268,-,69.600
'144:52:57.912',-,-0.384,-0.320,-,76.800
'144:52:57.920',-,-0.416,-0.340,-,82.800
'144:52:57.928',-,-0.456,-0.381,-,87.600
'144:52:57.936',-,-0.496,-0.402,-,91.200
'144:52:57.944',-,-0.496,-0.474,-,94.800
'144:52:57.952',-,-0.496,-0.495,-,97.200
'144:52:57.960',-,-0.536,-0.546,-,98.400
'144:52:57.968',-,-0.496,-0.567,-,98.400
'144:52:57.976',-,-0.416,-0.608,-,97.200
'144:52:57.984',-,-0.384,-0.588,-,94.800
'144:52:57.992',-,-0.344,-0.588,-,92.400
'144:52:58.000',-,-0.304,-0.546,-,90.000
'144:52:58.008',-,-0.264,-0.515,-,87.600
'144:52:58.016',-,-0.192,-0.443,-,84.000
'144:52:58.024',-,-0.192,-0.392,-,80.400
'144:52:58.032',-,-0.112,-0.320,-,76.800
'144:52:58.040',-,-0.112,-0.268,-,73.200
'144:52:58.048',-,-0.072,-0.196,-,70.800
'144:52:58.056',-,-0.072,-0.144,-,67.200
'144:52:58.064',-,-0.072,-0.093,-,63.600
'144:52:58.072',-,-0.072,-0.052,-,60.000
'144:52:58.080',-,-0.072,0.000,-,57.600
'144:52:58.088',-,-0.032,0.031,-,55.200
'144:52:58.096',-,-0.032,0.062,-,52.800
'144:52:58.104',-,-0.032,0.082,-,51.600
'144:52:58.112',-,0.000,0.082,-,50.400
'144:52:58.120',-,0.000,0.113,-,50.400
'144:52:58.128',-,0.000,0.093,-,50.400
'144:52:58.136',-,0.000,0.113,-,50.400
'144:52:58.144',-,0.000,0.093,-,51.600
'144:52:58.152',-,0.000,0.113,-,51.600
'144:52:58.160',-,0.000,0.093,-,51.600
'144:52:58.168',-,0.000,0.103,-,52.800
'144:52:58.176',-,0.000,0.082,-,52.800
'144:52:58.184',-,0.000,0.103,-,52.800
'144:52:58.192',-,0.000,0.082,-,52.800
'144:52:58.200',-,0.000,0.093,-,52.800
'144:52:58.208',-,0.000,0.103,-,52.800
'144:52:58.216',-,-0.032,0.082,-,52.800
'144:52:58.224',-,0.000,0.103,-,51.600
'144:52:58.232',-,0.000,0.082,-,51.600
'144:52:58.240',-,0.000,0.103,-,50.400
'144:52:58.248',-,0.000,0.082,-,50.400
'144:52:58.256',-,0.000,0.103,-,49.200
'144:52:58.264',-,0.000,0.082,-,49.200
'144:52:58.272',-,-0.032,0.093,-,48.000
'144:52:58.280',-,0.000,0.082,-,48.000
'144:52:58.288',-,0.000,0.103,-,46.800
'144:52:58.296',-,-0.032,0.072,-,46.800
'144:52:58.304',-,0.000,0.082,-,45.600
'144:52:58.312',-,0.000,0.072,-,45.600
'144:52:58.320',-,0.000,0.082,-,45.600
'144:52:58.328',-,0.000,0.062,-,44.400
'144:52:58.336',-,0.000,0.082,-,44.400
'144:52:58.344',-,0.000,0.062,-,44.400
'144:52:58.352',-,0.000,0.082,-,43.200
'144:52:58.360',-,-0.032,0.062,-,43.200
'144:52:58.368',-,0.000,0.072,-,43.200
'144:52:58.376',-,0.000,0.052,-,42.000
'144:52:58.384',-,0.000,0.062,-,42.000
'144:52:58.392',-,0.000,0.041,-,42.000
'144:52:58.400',-,0.000,0.062,-,42.000
'144:52:58.408',-,0.000,0.052,-,40.800
'144:52:58.416',-,0.072,0.093,-,40.800
'144:52:58.424',-,0.072,0.082,-,40.800
'144:52:58.432',-,0.072,0.113,-,40.800
'144:52:58.440',-,0.112,0.124,-,40.800
'144:52:58.448',-,0.152,0.093,-,40.800
'144:52:58.456',-,0.112,0.041,-,40.800
'144:52:58.464',-,0.072,0.010,-,40.000
'144:52:58.472',-,0.072,0.021,-,40.000
'144:52:58.480',-,0.072,0.000,-,40.000
'144:52:58.488',-,0.032,0.021,-,40.000
'144:52:58.496',-,0.000,0.010,-,40.000
'144:52:58.504',-,0.000,0.021,-,40.000
'144:52:58.512',-,-0.032,0.000,-,40.000
'144:52:58.520',-,0.000,0.021,-,38.800
'144:52:58.528',-,0.072,0.052,-,38.800
'144:52:58.536',-,0.264,-0.021,-,38.800
'144:52:58.544',-,0.800,-0.206,-,38.800
'144:52:58.552',-,1.072,-0.309,-,38.800
'144:52:58.560',-,0.416,-0.381,-,38.800
'144:52:58.568',-,-0.192,-0.454,-,38.800
'144:52:58.576',-,-0.304,-0.309,-,38.800
'144:52:58.584',-,-0.112,-0.113,-,38.800
'144:52:58.592',-,-0.032,-0.041,-,38.800
'144:52:58.600',-,-0.072,0.000,-,38.800
'144:52:58.608',-,-0.032,0.010,-,38.800
'144:52:58.616',-,0.000,0.021,-,38.800
'144:52:58.624',-,0.000,0.021,-,38.800
'144:52:58.632',-,0.000,0.021,-,38.800
'144:52:58.640',-,0.000,0.041,-,38.800
'144:52:58.648',-,0.000,0.021,-,38.800
'144:52:58.656',-,0.000,0.041,-,38.800
'144:52:58.664',-,0.000,0.021,-,38.800
'144:52:58.672',-,0.000,0.041,-,40.800
'144:52:58.680',-,0.000,0.021,-,45.600
'144:52:58.688',-,0.000,0.031,-,54.000
'144:52:58.696',-,0.000,0.021,-,64.800
'144:52:58.704',-,0.000,0.031,-,75.600
'144:52:58.712',-,0.000,0.010,-,85.200
'144:52:58.720',-,0.072,0.021,-,92.400
'144:52:58.728',-,0.072,0.000,-,99.600
'144:52:58.736',-,0.072,0.010,-,104.400
'144:52:58.744',-,0.072,-0.021,-,109.200
'144:52:58.752',-,0.112,0.000,-,112.800
'144:52:58.760',-,0.152,-0.041,-,115.200
'144:52:58.768',-,0.152,-0.031,-,116.400
'144:52:58.776',-,0.152,-0.072,-,117.600
'144:52:58.784',-,0.192,-0.052,-,117.600
'144:52:58.792',-,0.192,-0.072,-,117.600
'144:52:58.800',-,0.192,-0.052,-,116.400
'144:52:58.808',-,0.152,-0.062,-,115.200
'144:52:58.816',-,0.152,-0.031,-,114.000
'144:52:58.824',-,0.072,-0.031,-,112.800
'144:52:58.832',-,0.112,0.000,-,111.600
'144:52:58.840',-,0.000,0.000,-,110.400
'144:52:58.848',-,0.000,0.031,-,108.000
'144:52:58.856',-,-0.032,0.041,-,106.800
'144:52:58.864',-,-0.072,0.041,-,104.400
'144:52:58.872',-,-0.032,0.062,-,103.200
'144:52:58.880',-,-0.072,0.041,-,100.800
'144:52:58.888',-,-0.072,0.062,-,98.400
'144:52:58.896',-,-0.072,0.041,-,96.000
'144:52:58.904',-,-0.072,0.062,-,93.600
'144:52:58.912',-,-0.112,0.041,-,90.000
'144:52:58.920',-,-0.072,0.062,-,87.600
'144:52:58.928',-,-0.072,0.041,-,84.000
'144:52:58.936',-,-0.072,0.052,-,80.400
'144:52:58.944',-,-0.072,0.031,-,76.800
'144:52:58.952',-,-0.072,0.052,-,73.200
'144:52:58.960',-,-0.032,0.041,-,69.600
'144:52:58.968',-,-0.072,0.041,-,67.200
'144:52:58.976',-,-0.032,0.021,-,63.600
'144:52:58.984',-,-0.072,0.041,-,62.400
'144:52:58.992',-,-0.032,0.021,-,61.200
'144:52:59.000',-,-0.032,0.041,-,60.000
'144:52:59.008',-,0.000,0.031,-,60.000
'144:52:59.016',-,0.000,0.021,-,60.000
'144:52:59.024',-,-0.032,0.041,-,60.000
'144:52:59.032',-,0.000,0.021,-,60.000
'144:52:59.040',-,-0.032,0.041,-,60.000
'144:52:59.048',-,0.000,0.021,-,60.000
'144:52:59.056',-,-0.032,0.041,-,60.000
'144:52:59.064',-,0.000,0.021,-,58.800
'144:52:59.072',-,0.000,0.041,-,58.800
'144:52:59.080',-,0.000,0.021,-,58.800
'144:52:59.088',-,-0.032,0.041,-,58.800
'144:52:59.096',-,0.000,0.021,-,57.600
'144:52:59.104',-,0.000,0.041,-,57.600
'144:52:59.112',-,0.000,0.031,-,56.400
'144:52:59.120',-,0.000,0.082,-,55.200
'144:52:59.128',-,0.072,0.082,-,55.200
'144:52:59.136',-,0.072,0.103,-,54.000
'144:52:59.144',-,0.072,0.052,-,54.000
'144:52:59.152',-,0.000,0.031,-,52.800
'144:52:59.160',-,0.072,0.000,-,52.800
'144:52:59.168',-,0.000,0.000,-,51.600
'144:52:59.176',-,0.072,-0.010,-,51.600
'144:52:59.184',-,0.000,0.010,-,50.400
'144:52:59.192',-,0.072,0.000,-,50.400
'144:52:59.200',-,0.000,0.021,-,49.200
'144:52:59.208',-,0.000,0.000,-,49.200
'144:52:59.216',-,-0.032,0.000,-,48.000
'144:52:59.224',-,0.000,0.010,-,48.000
'144:52:59.232',-,0.000,0.000,-,48.000
'144:52:59.240',-,0.112,0.062,-,46.800
'144:52:59.248',-,0.416,-0.103,-,46.800
'144:52:59.256',-,1.032,-0.278,-,46.800
'144:52:59.264',-,1.072,-0.392,-,46.800
'144:52:59.272',-,0.072,-0.526,-,46.800
'144:52:59.280',-,-0.264,-0.546,-,45.600
'144:52:59.288',-,-0.304,-0.247,-,45.600
'144:52:59.296',-,-0.072,-0.093,-,45.600
'144:52:59.304',-,-0.032,-0.021,-,45.600
'144:52:59.312',-,-0.032,0.000,-,45.600
'144:52:59.320',-,0.000,0.021,-,44.400
'144:52:59.328',-,0.000,0.010,-,44.400
'144:52:59.336',-,-0.032,0.031,-,44.400
'144:52:59.344',-,0.000,0.021,-,44.400
'144:52:59.352',-,0.000,0.031,-,44.400
'144:52:59.360',-,0.000,0.021,-,43.200
'144:52:59.368',-,0.000,0.041,-,43.200
'144:52:59.376',-,0.000,0.021,-,44.400
'144:52:59.384',-,0.000,0.031,-,45.600
'144:52:59.392',-,0.000,0.021,-,50.400
'144:52:59.400',-,0.000,0.041,-,57.600
'144:52:59.408',-,0.000,0.021,-,66.000
'144:52:59.416',-,0.000,0.021,-,75.600
'144:52:59.424',-,0.000,0.031,-,84.000
'144:52:59.432',-,0.000,0.010,-,91.200
'144:52:59.440',-,0.000,0.021,-,96.000
'144:52:59.448',-,0.000,0.000,-,100.800
'144:52:59.456',-,0.072,0.000,-,105.600
'144:52:59.464',-,0.072,-0.021,-,108.000
'144:52:59.472',-,0.152,-0.021,-,110.400
'144:52:59.480',-,0.112,-0.052,-,111.600
'144:52:59.488',-,0.152,-0.052,-,111.600
'144:52:59.496',-,0.152,-0.072,-,111.600
'144:52:59.504',-,0.152,-0.052,-,111.600
'144:52:59.512',-,0.112,-0.072,-,111.600
'144:52:59.520',-,0.152,-0.041,-,110.400
'144:52:59.528',-,0.072,-0.052,-,109.200
'144:52:59.536',-,0.000,0.000,-,109.200
'144:52:59.544',-,0.000,0.021,-,108.000
'144:52:59.552',-,0.000,0.052,-,106.800
'144:52:59.560',-,0.072,0.072,-,105.600
'144:52:59.568',-,0.072,0.113,-,104.400
'144:52:59.576',-,0.000,0.113,-,102.000
'144:52:59.584',-,0.000,0.144,-,100.800
'144:52:59.592',-,-0.032,0.134,-,99.600
'144:52:59.600',-,-0.072,0.134,-,97.200
'144:52:59.608',-,-0.192,0.041,-,94.800
'144:52:59.616',-,-0.224,0.041,-,93.600
'144:52:59.624',-,-0.224,0.021,-,90.000
'144:52:59.632',-,-0.224,0.031,-,87.600
