'Elapsed time','I','II','V','MCL1','ABP'
'85:02:13.888',-,-0.032,-,-,83.200
'85:02:13.896',-,-0.064,-,-,82.400
'85:02:13.904',-,-0.064,-,-,81.600
'85:02:13.912',-,-0.064,-,-,81.600
'85:02:13.920',-,-0.064,-,-,80.800
'85:02:13.928',-,-0.064,-,-,80.000
'85:02:13.936',-,0.000,-,-,79.200
'85:02:13.944',-,0.256,-,-,78.400
'85:02:13.952',-,0.736,-,-,77.600
'85:02:13.960',-,0.768,-,-,76.800
'85:02:13.968',-,0.096,-,-,76.000
'85:02:13.976',-,-0.064,-,-,75.200
'85:02:13.984',-,-0.128,-,-,74.400
'85:02:13.992',-,-0.128,-,-,74.400
'85:02:14.000',-,-0.096,-,-,73.600
'85:02:14.008',-,-0.160,-,-,72.800
'85:02:14.016',-,-0.160,-,-,72.800
'85:02:14.024',-,-0.128,-,-,72.000
'85:02:14.032',-,-0.128,-,-,72.000
'85:02:14.040',-,-0.128,-,-,72.000
'85:02:14.048',-,-0.128,-,-,71.200
'85:02:14.056',-,-0.128,-,-,71.200
'85:02:14.064',-,-0.096,-,-,70.400
'85:02:14.072',-,-0.096,-,-,69.600
'85:02:14.080',-,-0.096,-,-,69.600
'85:02:14.088',-,-0.064,-,-,70.400
'85:02:14.096',-,-0.064,-,-,72.800
'85:02:14.104',-,-0.064,-,-,79.200
'85:02:14.112',-,-0.064,-,-,91.200
'85:02:14.120',-,-0.032,-,-,106.400
'85:02:14.128',-,0.000,-,-,122.400
'85:02:14.136',-,0.000,-,-,134.400
'85:02:14.144',-,0.032,-,-,141.600
'85:02:14.152',-,0.064,-,-,144.800
'85:02:14.160',-,0.064,-,-,144.800
'85:02:14.168',-,0.032,-,-,144.000
'85:02:14.176',-,0.000,-,-,144.000
'85:02:14.184',-,0.000,-,-,144.800
'85:02:14.192',-,-0.064,-,-,145.600
'85:02:14.200',-,-0.096,-,-,146.400
'85:02:14.208',-,-0.160,-,-,147.200
'85:02:14.216',-,-0.192,-,-,147.200
'85:02:14.224',-,-0.224,-,-,146.400
'85:02:14.232',-,-0.224,-,-,145.600
'85:02:14.240',-,-0.224,-,-,144.800
'85:02:14.248',-,-0.256,-,-,143.200
'85:02:14.256',-,-0.224,-,-,142.400
'85:02:14.264',-,-0.256,-,-,140.800
'85:02:14.272',-,-0.224,-,-,139.200
'85:02:14.280',-,-0.224,-,-,136.800
'85:02:14.288',-,-0.224,-,-,133.600
'85:02:14.296',-,-0.224,-,-,130.400
'85:02:14.304',-,-0.224,-,-,126.400
'85:02:14.312',-,-0.224,-,-,122.400
'85:02:14.320',-,-0.224,-,-,117.600
'85:02:14.328',-,-0.224,-,-,112.800
'85:02:14.336',-,-0.224,-,-,107.200
'85:02:14.344',-,-0.192,-,-,102.400
'85:02:14.352',-,-0.224,-,-,98.400
'85:02:14.360',-,-0.224,-,-,94.400
'85:02:14.368',-,-0.224,-,-,91.200
'85:02:14.376',-,-0.224,-,-,88.800
'85:02:14.384',-,-0.224,-,-,87.200
'85:02:14.392',-,-0.224,-,-,86.400
'85:02:14.400',-,-0.224,-,-,85.600
'85:02:14.408',-,-0.224,-,-,84.800
'85:02:14.416',-,-0.224,-,-,84.000
'85:02:14.424',-,-0.224,-,-,83.200
'85:02:14.432',-,-0.224,-,-,82.400
'85:02:14.440',-,-0.224,-,-,81.600
'85:02:14.448',-,-0.192,-,-,80.800
'85:02:14.456',-,-0.160,-,-,80.000
'85:02:14.464',-,-0.128,-,-,79.200
'85:02:14.472',-,-0.064,-,-,78.400
'85:02:14.480',-,0.000,-,-,77.600
'85:02:14.488',-,-0.288,-,-,76.800
'85:02:14.496',-,-0.480,-,-,76.800
'85:02:14.504',-,-0.448,-,-,76.000
'85:02:14.512',-,-0.384,-,-,76.000
'85:02:14.520',-,-0.352,-,-,75.200
'85:02:14.528',-,-0.352,-,-,75.200
'85:02:14.536',-,-0.288,-,-,74.400
'85:02:14.544',-,-0.256,-,-,74.400
'85:02:14.552',-,-0.160,-,-,74.400
'85:02:14.560',-,-0.160,-,-,74.400
'85:02:14.568',-,-0.192,-,-,73.600
'85:02:14.576',-,-0.160,-,-,73.600
'85:02:14.584',-,-0.192,-,-,72.800
'85:02:14.592',-,-0.192,-,-,72.000
'85:02:14.600',-,-0.224,-,-,72.000
'85:02:14.608',-,-0.128,-,-,71.200
'85:02:14.616',-,-0.096,-,-,71.200
'85:02:14.624',-,-0.096,-,-,70.400
'85:02:14.632',-,-0.064,-,-,70.400
'85:02:14.640',-,-0.064,-,-,70.400
'85:02:14.648',-,-0.032,-,-,70.400
'85:02:14.656',-,0.000,-,-,69.600
'85:02:14.664',-,0.000,-,-,69.600
'85:02:14.672',-,0.032,-,-,70.400
'85:02:14.680',-,0.064,-,-,73.600
'85:02:14.688',-,0.096,-,-,79.200
'85:02:14.696',-,0.128,-,-,88.800
'85:02:14.704',-,0.128,-,-,100.800
'85:02:14.712',-,0.160,-,-,113.600
'85:02:14.720',-,0.192,-,-,123.200
'85:02:14.728',-,0.192,-,-,129.600
'85:02:14.736',-,0.192,-,-,132.000
'85:02:14.744',-,0.160,-,-,132.800
'85:02:14.752',-,0.128,-,-,132.800
'85:02:14.760',-,0.096,-,-,133.600
'85:02:14.768',-,0.064,-,-,135.200
'85:02:14.776',-,0.000,-,-,136.800
'85:02:14.784',-,-0.032,-,-,137.600
'85:02:14.792',-,-0.064,-,-,137.600
'85:02:14.800',-,-0.128,-,-,136.800
'85:02:14.808',-,-0.160,-,-,135.200
'85:02:14.816',-,-0.160,-,-,132.800
'85:02:14.824',-,-0.160,-,-,130.400
'85:02:14.832',-,-0.160,-,-,127.200
'85:02:14.840',-,-0.160,-,-,123.200
'85:02:14.848',-,-0.160,-,-,118.400
'85:02:14.856',-,-0.160,-,-,114.400
'85:02:14.864',-,-0.160,-,-,109.600
'85:02:14.872',-,-0.160,-,-,104.800
'85:02:14.880',-,-0.128,-,-,100.000
'85:02:14.888',-,-0.128,-,-,96.000
'85:02:14.896',-,-0.128,-,-,92.000
'85:02:14.904',-,-0.128,-,-,88.800
'85:02:14.912',-,-0.128,-,-,86.400
'85:02:14.920',-,-0.160,-,-,84.000
'85:02:14.928',-,-0.128,-,-,83.200
'85:02:14.936',-,-0.160,-,-,82.400
'85:02:14.944',-,-0.128,-,-,81.600
'85:02:14.952',-,-0.160,-,-,81.600
'85:02:14.960',-,-0.160,-,-,80.800
'85:02:14.968',-,-0.160,-,-,80.800
'85:02:14.976',-,-0.160,-,-,80.000
'85:02:14.984',-,-0.160,-,-,80.000
'85:02:14.992',-,-0.160,-,-,79.200
'85:02:15.000',-,-0.160,-,-,78.400
'85:02:15.008',-,-0.160,-,-,77.600
'85:02:15.016',-,-0.160,-,-,77.600
'85:02:15.024',-,-0.160,-,-,76.800
'85:02:15.032',-,-0.160,-,-,76.000
'85:02:15.040',-,-0.160,-,-,75.200
'85:02:15.048',-,-0.128,-,-,74.400
'85:02:15.056',-,-0.096,-,-,74.400
'85:02:15.064',-,-0.064,-,-,73.600
'85:02:15.072',-,-0.064,-,-,72.800
'85:02:15.080',-,-0.064,-,-,72.000
'85:02:15.088',-,-0.096,-,-,72.000
'85:02:15.096',-,-0.128,-,-,71.200
'85:02:15.104',-,-0.160,-,-,71.200
'85:02:15.112',-,-0.160,-,-,70.400
'85:02:15.120',-,-0.160,-,-,70.400
'85:02:15.128',-,-0.192,-,-,69.600
'85:02:15.136',-,-0.192,-,-,68.800
'85:02:15.144',-,-0.160,-,-,68.800
'85:02:15.152',-,-0.096,-,-,68.000
'85:02:15.160',-,0.128,-,-,68.000
'85:02:15.168',-,0.480,-,-,67.200
'85:02:15.176',-,0.352,-,-,67.200
'85:02:15.184',-,-0.032,-,-,67.200
'85:02:15.192',-,-0.128,-,-,66.400
'85:02:15.200',-,-0.192,-,-,65.600
'85:02:15.208',-,-0.160,-,-,65.600
'85:02:15.216',-,-0.192,-,-,65.600
'85:02:15.224',-,-0.224,-,-,65.600
'85:02:15.232',-,-0.224,-,-,65.600
'85:02:15.240',-,-0.224,-,-,65.600
'85:02:15.248',-,-0.192,-,-,64.800
'85:02:15.256',-,-0.192,-,-,64.800
'85:02:15.264',-,-0.160,-,-,64.800
'85:02:15.272',-,-0.192,-,-,64.000
'85:02:15.280',-,-0.160,-,-,64.000
'85:02:15.288',-,-0.160,-,-,64.000
'85:02:15.296',-,-0.160,-,-,64.800
'85:02:15.304',-,-0.160,-,-,68.000
'85:02:15.312',-,-0.128,-,-,76.000
'85:02:15.320',-,-0.128,-,-,88.000
'85:02:15.328',-,-0.096,-,-,102.400
'85:02:15.336',-,-0.064,-,-,116.800
'85:02:15.344',-,-0.064,-,-,126.400
'85:02:15.352',-,-0.032,-,-,132.000
'85:02:15.360',-,0.000,-,-,133.600
'85:02:15.368',-,0.000,-,-,134.400
'85:02:15.376',-,0.000,-,-,135.200
'85:02:15.384',-,0.032,-,-,137.600
'85:02:15.392',-,0.000,-,-,140.000
'85:02:15.400',-,0.000,-,-,142.400
'85:02:15.408',-,-0.032,-,-,144.000
'85:02:15.416',-,-0.064,-,-,144.800
'85:02:15.424',-,-0.064,-,-,144.800
'85:02:15.432',-,-0.128,-,-,144.000
'85:02:15.440',-,-0.128,-,-,144.000
'85:02:15.448',-,-0.160,-,-,143.200
'85:02:15.456',-,-0.160,-,-,141.600
'85:02:15.464',-,-0.160,-,-,140.000
'85:02:15.472',-,-0.160,-,-,137.600
'85:02:15.480',-,-0.128,-,-,135.200
'85:02:15.488',-,-0.160,-,-,132.800
'85:02:15.496',-,-0.128,-,-,129.600
'85:02:15.504',-,-0.128,-,-,125.600
'85:02:15.512',-,-0.160,-,-,121.600
'85:02:15.520',-,-0.128,-,-,117.600
'85:02:15.528',-,-0.128,-,-,112.800
'85:02:15.536',-,-0.128,-,-,108.000
'85:02:15.544',-,-0.128,-,-,103.200
'85:02:15.552',-,-0.128,-,-,98.400
'85:02:15.560',-,-0.128,-,-,94.400
'85:02:15.568',-,-0.096,-,-,91.200
'85:02:15.576',-,-0.128,-,-,88.800
'85:02:15.584',-,-0.128,-,-,87.200
'85:02:15.592',-,-0.128,-,-,86.400
'85:02:15.600',-,-0.096,-,-,85.600
'85:02:15.608',-,-0.128,-,-,85.600
'85:02:15.616',-,-0.096,-,-,85.600
'85:02:15.624',-,-0.096,-,-,84.800
'85:02:15.632',-,-0.096,-,-,84.000
'85:02:15.640',-,-0.128,-,-,84.000
'85:02:15.648',-,-0.096,-,-,83.200
'85:02:15.656',-,-0.096,-,-,82.400
'85:02:15.664',-,-0.064,-,-,81.600
'85:02:15.672',-,0.000,-,-,80.800
'85:02:15.680',-,0.032,-,-,80.000
'85:02:15.688',-,0.064,-,-,79.200
'85:02:15.696',-,-0.096,-,-,79.200
'85:02:15.704',-,-0.192,-,-,78.400
'85:02:15.712',-,0.000,-,-,77.600
'85:02:15.720',-,0.032,-,-,76.800
'85:02:15.728',-,-0.032,-,-,76.000
'85:02:15.736',-,-0.128,-,-,76.000
'85:02:15.744',-,-0.160,-,-,75.200
'85:02:15.752',-,-0.160,-,-,74.400
'85:02:15.760',-,-0.128,-,-,74.400
'85:02:15.768',-,-0.160,-,-,73.600
'85:02:15.776',-,-0.096,-,-,72.800
'85:02:15.784',-,-0.064,-,-,72.000
'85:02:15.792',-,-0.096,-,-,72.000
'85:02:15.800',-,-0.160,-,-,71.200
'85:02:15.808',-,-0.128,-,-,70.400
'85:02:15.816',-,-0.096,-,-,69.600
'85:02:15.824',-,-0.064,-,-,68.800
'85:02:15.832',-,-0.096,-,-,68.000
'85:02:15.840',-,-0.064,-,-,68.000
'85:02:15.848',-,-0.064,-,-,68.000
'85:02:15.856',-,-0.064,-,-,68.000
'85:02:15.864',-,-0.064,-,-,67.200
'85:02:15.872',-,-0.032,-,-,67.200
'85:02:15.880',-,-0.032,-,-,67.200
'85:02:15.888',-,0.000,-,-,68.000
'85:02:15.896',-,0.000,-,-,70.400
'85:02:15.904',-,0.000,-,-,76.000
'85:02:15.912',-,0.032,-,-,84.800
'85:02:15.920',-,0.064,-,-,96.000
'85:02:15.928',-,0.064,-,-,108.000
'85:02:15.936',-,0.096,-,-,118.400
'85:02:15.944',-,0.096,-,-,124.800
'85:02:15.952',-,0.064,-,-,128.000
'85:02:15.960',-,0.064,-,-,128.800
'85:02:15.968',-,0.032,-,-,128.000
'85:02:15.976',-,0.000,-,-,127.200
'85:02:15.984',-,0.000,-,-,127.200
'85:02:15.992',-,-0.064,-,-,126.400
'85:02:16.000',-,-0.096,-,-,126.400
'85:02:16.008',-,-0.160,-,-,125.600
'85:02:16.016',-,-0.160,-,-,124.800
'85:02:16.024',-,-0.160,-,-,122.400
'85:02:16.032',-,-0.192,-,-,120.000
'85:02:16.040',-,-0.224,-,-,116.800
'85:02:16.048',-,-0.192,-,-,112.800
'85:02:16.056',-,-0.224,-,-,109.600
'85:02:16.064',-,-0.224,-,-,105.600
'85:02:16.072',-,-0.224,-,-,101.600
'85:02:16.080',-,-0.224,-,-,97.600
'85:02:16.088',-,-0.224,-,-,94.400
'85:02:16.096',-,-0.224,-,-,90.400
'85:02:16.104',-,-0.256,-,-,88.000
'85:02:16.112',-,-0.224,-,-,84.800
'85:02:16.120',-,-0.224,-,-,83.200
'85:02:16.128',-,-0.224,-,-,81.600
'85:02:16.136',-,-0.256,-,-,80.000
'85:02:16.144',-,-0.256,-,-,80.000
'85:02:16.152',-,-0.256,-,-,79.200
'85:02:16.160',-,-0.256,-,-,78.400
'85:02:16.168',-,-0.256,-,-,78.400
'85:02:16.176',-,-0.224,-,-,77.600
'85:02:16.184',-,-0.224,-,-,77.600
'85:02:16.192',-,-0.256,-,-,76.800
'85:02:16.200',-,-0.448,-,-,76.800
'85:02:16.208',-,-0.576,-,-,76.000
'85:02:16.216',-,-0.512,-,-,76.000
'85:02:16.224',-,-0.384,-,-,75.200
'85:02:16.232',-,-0.352,-,-,75.200
'85:02:16.240',-,-0.352,-,-,74.400
'85:02:16.248',-,-0.352,-,-,73.600
'85:02:16.256',-,-0.352,-,-,72.800
'85:02:16.264',-,-0.352,-,-,72.000
'85:02:16.272',-,-0.288,-,-,72.000
'85:02:16.280',-,-0.224,-,-,71.200
'85:02:16.288',-,-0.160,-,-,71.200
'85:02:16.296',-,-0.096,-,-,70.400
'85:02:16.304',-,-0.128,-,-,70.400
'85:02:16.312',-,-0.160,-,-,69.600
'85:02:16.320',-,-0.128,-,-,68.800
'85:02:16.328',-,-0.096,-,-,68.000
'85:02:16.336',-,-0.096,-,-,68.000
'85:02:16.344',-,-0.064,-,-,67.200
'85:02:16.352',-,-0.064,-,-,66.400
'85:02:16.360',-,-0.032,-,-,66.400
'85:02:16.368',-,0.000,-,-,65.600
'85:02:16.376',-,0.000,-,-,65.600
'85:02:16.384',-,0.032,-,-,65.600
'85:02:16.392',-,0.064,-,-,64.800
'85:02:16.400',-,0.064,-,-,64.800
'85:02:16.408',-,0.096,-,-,65.600
'85:02:16.416',-,0.128,-,-,67.200
'85:02:16.424',-,0.128,-,-,72.000
'85:02:16.432',-,0.128,-,-,79.200
'85:02:16.440',-,0.160,-,-,88.800
'85:02:16.448',-,0.128,-,-,100.000
'85:02:16.456',-,0.160,-,-,109.600
'85:02:16.464',-,0.128,-,-,116.800
'85:02:16.472',-,0.096,-,-,120.800
'85:02:16.480',-,0.064,-,-,122.400
'85:02:16.488',-,0.000,-,-,121.600
'85:02:16.496',-,-0.032,-,-,120.000
'85:02:16.504',-,-0.064,-,-,118.400
'85:02:16.512',-,-0.128,-,-,116.800
'85:02:16.520',-,-0.160,-,-,115.200
'85:02:16.528',-,-0.192,-,-,114.400
'85:02:16.536',-,-0.224,-,-,112.000
'85:02:16.544',-,-0.224,-,-,109.600
'85:02:16.552',-,-0.224,-,-,106.400
'85:02:16.560',-,-0.224,-,-,103.200
'85:02:16.568',-,-0.224,-,-,99.200
'85:02:16.576',-,-0.224,-,-,95.200
'85:02:16.584',-,-0.224,-,-,91.200
'85:02:16.592',-,-0.224,-,-,88.000
'85:02:16.600',-,-0.224,-,-,84.800
'85:02:16.608',-,-0.224,-,-,81.600
'85:02:16.616',-,-0.256,-,-,79.200
'85:02:16.624',-,-0.256,-,-,77.600
'85:02:16.632',-,-0.256,-,-,76.000
'85:02:16.640',-,-0.256,-,-,75.200
'85:02:16.648',-,-0.288,-,-,74.400
'85:02:16.656',-,-0.288,-,-,74.400
'85:02:16.664',-,-0.288,-,-,74.400
'85:02:16.672',-,-0.288,-,-,73.600
'85:02:16.680',-,-0.288,-,-,73.600
'85:02:16.688',-,-0.288,-,-,73.600
'85:02:16.696',-,-0.288,-,-,73.600
'85:02:16.704',-,-0.288,-,-,73.600
'85:02:16.712',-,-0.288,-,-,73.600
'85:02:16.720',-,-0.288,-,-,73.600
'85:02:16.728',-,-0.288,-,-,72.800
'85:02:16.736',-,-0.288,-,-,72.800
'85:02:16.744',-,-0.288,-,-,72.800
'85:02:16.752',-,-0.288,-,-,72.000
'85:02:16.760',-,-0.288,-,-,72.000
'85:02:16.768',-,-0.288,-,-,71.200
'85:02:16.776',-,-0.288,-,-,70.400
'85:02:16.784',-,-0.320,-,-,69.600
'85:02:16.792',-,-0.288,-,-,69.600
'85:02:16.800',-,-0.320,-,-,68.800
'85:02:16.808',-,-0.320,-,-,68.000
'85:02:16.816',-,-0.320,-,-,68.000
'85:02:16.824',-,-0.288,-,-,67.200
'85:02:16.832',-,-0.320,-,-,67.200
'85:02:16.840',-,-0.320,-,-,66.400
'85:02:16.848',-,-0.320,-,-,65.600
'85:02:16.856',-,-0.320,-,-,65.600
'85:02:16.864',-,-0.288,-,-,64.800
'85:02:16.872',-,-0.320,-,-,64.800
'85:02:16.880',-,-0.288,-,-,64.800
'85:02:16.888',-,-0.288,-,-,64.000
'85:02:16.896',-,-0.224,-,-,64.000
'85:02:16.904',-,-0.224,-,-,63.200
'85:02:16.912',-,-0.192,-,-,63.200
'85:02:16.920',-,-0.224,-,-,63.200
'85:02:16.928',-,-0.224,-,-,62.400
'85:02:16.936',-,-0.256,-,-,62.400
'85:02:16.944',-,-0.256,-,-,62.400
'85:02:16.952',-,-0.288,-,-,62.400
'85:02:16.960',-,-0.288,-,-,61.600
'85:02:16.968',-,-0.288,-,-,61.600
'85:02:16.976',-,-0.288,-,-,60.800
'85:02:16.984',-,-0.224,-,-,60.800
'85:02:16.992',-,-0.064,-,-,60.800
'85:02:17.000',-,0.256,-,-,60.000
'85:02:17.008',-,0.416,-,-,60.000
'85:02:17.016',-,0.032,-,-,60.000
'85:02:17.024',-,-0.192,-,-,59.200
'85:02:17.032',-,-0.256,-,-,58.400
'85:02:17.040',-,-0.288,-,-,58.400
'85:02:17.048',-,-0.224,-,-,57.600
'85:02:17.056',-,-0.288,-,-,57.600
'85:02:17.064',-,-0.288,-,-,57.600
'85:02:17.072',-,-0.224,-,-,57.600
'85:02:17.080',-,-0.224,-,-,57.600
'85:02:17.088',-,-0.192,-,-,57.600
'85:02:17.096',-,-0.224,-,-,57.600
'85:02:17.104',-,-0.192,-,-,56.800
'85:02:17.112',-,-0.192,-,-,56.800
'85:02:17.120',-,-0.160,-,-,56.800
'85:02:17.128',-,-0.192,-,-,56.800
'85:02:17.136',-,-0.160,-,-,56.800
'85:02:17.144',-,-0.160,-,-,60.000
'85:02:17.152',-,-0.160,-,-,67.200
'85:02:17.160',-,-0.160,-,-,80.000
'85:02:17.168',-,-0.128,-,-,96.800
'85:02:17.176',-,-0.096,-,-,113.600
'85:02:17.184',-,-0.064,-,-,127.200
'85:02:17.192',-,-0.064,-,-,135.200
'85:02:17.200',-,-0.032,-,-,137.600
'85:02:17.208',-,-0.032,-,-,137.600
'85:02:17.216',-,0.000,-,-,137.600
'85:02:17.224',-,-0.032,-,-,137.600
'85:02:17.232',-,-0.032,-,-,138.400
'85:02:17.240',-,-0.064,-,-,140.000
'85:02:17.248',-,-0.064,-,-,140.800
'85:02:17.256',-,-0.096,-,-,140.800
'85:02:17.264',-,-0.128,-,-,140.000
'85:02:17.272',-,-0.160,-,-,139.200
'85:02:17.280',-,-0.160,-,-,137.600
'85:02:17.288',-,-0.160,-,-,136.000
'85:02:17.296',-,-0.160,-,-,134.400
'85:02:17.304',-,-0.160,-,-,132.800
'85:02:17.312',-,-0.160,-,-,130.400
'85:02:17.320',-,-0.160,-,-,128.800
'85:02:17.328',-,-0.160,-,-,126.400
'85:02:17.336',-,-0.160,-,-,124.000
'85:02:17.344',-,-0.192,-,-,121.600
'85:02:17.352',-,-0.192,-,-,118.400
'85:02:17.360',-,-0.192,-,-,114.400
'85:02:17.368',-,-0.192,-,-,110.400
'85:02:17.376',-,-0.160,-,-,105.600
'85:02:17.384',-,-0.160,-,-,101.600
'85:02:17.392',-,-0.160,-,-,97.600
'85:02:17.400',-,-0.160,-,-,93.600
'85:02:17.408',-,-0.160,-,-,90.400
'85:02:17.416',-,-0.160,-,-,88.000
'85:02:17.424',-,-0.160,-,-,86.400
'85:02:17.432',-,-0.160,-,-,84.800
'85:02:17.440',-,-0.160,-,-,84.000
'85:02:17.448',-,-0.160,-,-,83.200
'85:02:17.456',-,-0.160,-,-,82.400
'85:02:17.464',-,-0.160,-,-,81.600
'85:02:17.472',-,-0.160,-,-,80.800
'85:02:17.480',-,-0.160,-,-,80.000
'85:02:17.488',-,-0.160,-,-,79.200
'85:02:17.496',-,-0.160,-,-,78.400
'85:02:17.504',-,-0.128,-,-,77.600
'85:02:17.512',-,-0.096,-,-,76.800
'85:02:17.520',-,-0.064,-,-,76.800
'85:02:17.528',-,-0.064,-,-,76.000
'85:02:17.536',-,-0.064,-,-,75.200
'85:02:17.544',-,-0.128,-,-,74.400
'85:02:17.552',-,-0.160,-,-,74.400
'85:02:17.560',-,-0.192,-,-,73.600
'85:02:17.568',-,-0.224,-,-,72.800
'85:02:17.576',-,-0.288,-,-,72.800
'85:02:17.584',-,-0.288,-,-,72.000
'85:02:17.592',-,-0.288,-,-,71.200
'85:02:17.600',-,-0.320,-,-,70.400
'85:02:17.608',-,-0.288,-,-,70.400
'85:02:17.616',-,-0.064,-,-,69.600
'85:02:17.624',-,0.128,-,-,68.800
'85:02:17.632',-,-0.032,-,-,68.800
'85:02:17.640',-,-0.416,-,-,68.000
'85:02:17.648',-,-0.544,-,-,68.000
'85:02:17.656',-,-0.640,-,-,67.200
'85:02:17.664',-,-0.640,-,-,67.200
'85:02:17.672',-,-0.672,-,-,66.400
'85:02:17.680',-,-0.704,-,-,66.400
'85:02:17.688',-,-0.736,-,-,65.600
'85:02:17.696',-,-0.736,-,-,65.600
'85:02:17.704',-,-0.736,-,-,65.600
'85:02:17.712',-,-0.736,-,-,64.800
'85:02:17.720',-,-0.736,-,-,64.800
'85:02:17.728',-,-0.736,-,-,64.000
'85:02:17.736',-,-0.736,-,-,64.000
'85:02:17.744',-,-0.704,-,-,63.200
'85:02:17.752',-,-0.704,-,-,64.000
'85:02:17.760',-,-0.704,-,-,64.800
'85:02:17.768',-,-0.704,-,-,68.800
'85:02:17.776',-,-0.704,-,-,75.200
'85:02:17.784',-,-0.672,-,-,85.600
'85:02:17.792',-,-0.640,-,-,97.600
'85:02:17.800',-,-0.640,-,-,109.600
'85:02:17.808',-,-0.576,-,-,119.200
'85:02:17.816',-,-0.544,-,-,125.600
'85:02:17.824',-,-0.512,-,-,128.800
'85:02:17.832',-,-0.512,-,-,129.600
'85:02:17.840',-,-0.480,-,-,129.600
'85:02:17.848',-,-0.512,-,-,129.600
'85:02:17.856',-,-0.512,-,-,130.400
'85:02:17.864',-,-0.512,-,-,131.200
'85:02:17.872',-,-0.512,-,-,132.000
'85:02:17.880',-,-0.544,-,-,132.000
'85:02:17.888',-,-0.544,-,-,132.000
'85:02:17.896',-,-0.576,-,-,131.200
'85:02:17.904',-,-0.576,-,-,130.400
'85:02:17.912',-,-0.576,-,-,128.800
'85:02:17.920',-,-0.576,-,-,128.000
'85:02:17.928',-,-0.576,-,-,126.400
'85:02:17.936',-,-0.576,-,-,124.800
'85:02:17.944',-,-0.544,-,-,123.200
'85:02:17.952',-,-0.544,-,-,121.600
'85:02:17.960',-,-0.544,-,-,120.000
'85:02:17.968',-,-0.512,-,-,116.800
'85:02:17.976',-,-0.512,-,-,114.400
'85:02:17.984',-,-0.512,-,-,110.400
'85:02:17.992',-,-0.512,-,-,106.400
