'Elapsed time','II','III','AVF','V','MCL1','ABP','PAP'
'46:50:28.544',0.032,-,-,-,0.096,54.400,12.000
'46:50:28.552',0.016,-,-,-,0.096,54.400,11.880
'46:50:28.560',0.016,-,-,-,0.120,53.600,12.480
'46:50:28.568',0.016,-,-,-,0.096,53.600,14.280
'46:50:28.576',0.032,-,-,-,0.120,53.600,16.560
'46:50:28.584',0.016,-,-,-,0.120,53.600,18.960
'46:50:28.592',0.032,-,-,-,0.120,53.600,20.880
'46:50:28.600',0.032,-,-,-,0.136,54.400,22.920
'46:50:28.608',0.032,-,-,-,0.136,56.000,24.480
'46:50:28.616',0.032,-,-,-,0.160,59.200,25.920
'46:50:28.624',0.032,-,-,-,0.160,64.800,26.880
'46:50:28.632',0.032,-,-,-,0.176,72.000,27.480
'46:50:28.640',0.032,-,-,-,0.200,80.000,27.960
'46:50:28.648',0.056,-,-,-,0.224,88.000,27.720
'46:50:28.656',0.056,-,-,-,0.264,95.200,27.480
'46:50:28.664',0.056,-,-,-,0.264,100.000,27.360
'46:50:28.672',0.072,-,-,-,0.304,104.000,27.360
'46:50:28.680',0.072,-,-,-,0.320,107.200,27.480
'46:50:28.688',0.072,-,-,-,0.360,110.400,27.960
'46:50:28.696',0.072,-,-,-,0.384,112.000,28.320
'46:50:28.704',0.112,-,-,-,0.424,113.600,28.560
'46:50:28.712',0.112,-,-,-,0.464,113.600,28.560
'46:50:28.720',0.112,-,-,-,0.488,113.600,28.560
'46:50:28.728',0.112,-,-,-,0.504,112.800,28.560
'46:50:28.736',0.112,-,-,-,0.528,111.200,28.320
'46:50:28.744',0.136,-,-,-,0.528,109.600,28.080
'46:50:28.752',0.136,-,-,-,0.488,108.000,27.720
'46:50:28.760',0.136,-,-,-,0.464,107.200,27.360
'46:50:28.768',0.136,-,-,-,0.408,105.600,27.120
'46:50:28.776',0.112,-,-,-,0.344,104.000,26.520
'46:50:28.784',0.112,-,-,-,0.264,102.400,26.160
'46:50:28.792',0.072,-,-,-,0.160,100.800,25.680
'46:50:28.800',0.056,-,-,-,0.080,99.200,24.960
'46:50:28.808',0.032,-,-,-,0.000,97.600,23.880
'46:50:28.816',0.000,-,-,-,-0.040,95.200,22.560
'46:50:28.824',0.000,-,-,-,-0.096,93.600,20.280
'46:50:28.832',-0.016,-,-,-,-0.120,91.200,18.120
'46:50:28.840',-0.016,-,-,-,-0.136,88.800,16.680
'46:50:28.848',-0.016,-,-,-,-0.160,85.600,16.080
'46:50:28.856',-0.032,-,-,-,-0.176,83.200,16.560
'46:50:28.864',-0.032,-,-,-,-0.176,80.000,17.880
'46:50:28.872',-0.032,-,-,-,-0.176,77.600,20.160
'46:50:28.880',-0.032,-,-,-,-0.176,76.000,22.320
'46:50:28.888',-0.032,-,-,-,-0.176,75.200,23.760
'46:50:28.896',-0.032,-,-,-,-0.176,75.200,24.120
'46:50:28.904',-0.032,-,-,-,-0.176,75.200,23.280
'46:50:28.912',-0.032,-,-,-,-0.176,75.200,21.720
'46:50:28.920',-0.032,-,-,-,-0.176,75.200,19.920
'46:50:28.928',-0.032,-,-,-,-0.176,76.000,18.120
'46:50:28.936',-0.032,-,-,-,-0.176,76.000,16.920
'46:50:28.944',-0.032,-,-,-,-0.176,76.800,15.960
'46:50:28.952',-0.032,-,-,-,-0.176,76.800,15.360
'46:50:28.960',-0.032,-,-,-,-0.176,77.600,15.360
'46:50:28.968',-0.032,-,-,-,-0.176,77.600,15.360
'46:50:28.976',-0.032,-,-,-,-0.176,77.600,15.480
'46:50:28.984',-0.032,-,-,-,-0.176,77.600,15.720
'46:50:28.992',-0.032,-,-,-,-0.176,77.600,16.080
'46:50:29.000',-0.032,-,-,-,-0.176,76.800,16.320
'46:50:29.008',-0.032,-,-,-,-0.176,76.800,16.560
'46:50:29.016',-0.032,-,-,-,-0.176,76.000,16.680
'46:50:29.024',-0.032,-,-,-,-0.176,76.000,16.560
'46:50:29.032',-0.032,-,-,-,-0.176,75.200,16.080
'46:50:29.040',-0.032,-,-,-,-0.176,75.200,15.480
'46:50:29.048',-0.032,-,-,-,-0.176,74.400,14.880
'46:50:29.056',-0.032,-,-,-,-0.176,73.600,14.160
'46:50:29.064',-0.032,-,-,-,-0.176,73.600,13.680
'46:50:29.072',-0.032,-,-,-,-0.160,72.800,13.080
'46:50:29.080',-0.032,-,-,-,-0.160,72.000,12.960
'46:50:29.088',-0.032,-,-,-,-0.160,72.000,12.480
'46:50:29.096',-0.032,-,-,-,-0.160,71.200,12.360
'46:50:29.104',-0.032,-,-,-,-0.160,70.400,12.360
'46:50:29.112',-0.032,-,-,-,-0.160,70.400,12.360
'46:50:29.120',-0.032,-,-,-,-0.136,69.600,12.360
'46:50:29.128',-0.032,-,-,-,-0.136,68.800,12.360
'46:50:29.136',-0.032,-,-,-,-0.136,68.000,12.000
'46:50:29.144',-0.032,-,-,-,-0.136,68.000,11.640
'46:50:29.152',-0.032,-,-,-,-0.136,67.200,11.400
'46:50:29.160',-0.032,-,-,-,-0.136,67.200,11.280
'46:50:29.168',-0.032,-,-,-,-0.136,66.400,11.280
'46:50:29.176',-0.016,-,-,-,-0.136,66.400,11.280
'46:50:29.184',-0.032,-,-,-,-0.136,65.600,11.400
'46:50:29.192',-0.032,-,-,-,-0.136,65.600,11.400
'46:50:29.200',-0.016,-,-,-,-0.136,64.800,11.640
'46:50:29.208',-0.016,-,-,-,-0.136,64.800,11.640
'46:50:29.216',-0.016,-,-,-,-0.120,64.800,11.880
'46:50:29.224',-0.032,-,-,-,-0.096,64.000,12.000
'46:50:29.232',-0.032,-,-,-,-0.120,64.000,12.000
'46:50:29.240',-0.032,-,-,-,-0.096,64.000,12.000
'46:50:29.248',-0.016,-,-,-,-0.096,63.200,11.880
'46:50:29.256',-0.016,-,-,-,-0.096,63.200,11.400
'46:50:29.264',-0.016,-,-,-,-0.096,63.200,11.040
'46:50:29.272',-0.032,-,-,-,-0.096,63.200,10.800
'46:50:29.280',-0.016,-,-,-,-0.096,62.400,10.680
'46:50:29.288',-0.016,-,-,-,-0.096,62.400,10.680
'46:50:29.296',-0.016,-,-,-,-0.096,62.400,10.680
'46:50:29.304',-0.032,-,-,-,-0.080,61.600,10.680
'46:50:29.312',0.000,-,-,-,-0.040,61.600,10.800
'46:50:29.320',0.000,-,-,-,-0.040,61.600,10.800
'46:50:29.328',0.000,-,-,-,-0.040,60.800,11.040
'46:50:29.336',0.016,-,-,-,-0.040,60.800,11.280
'46:50:29.344',0.016,-,-,-,-0.040,60.800,11.280
'46:50:29.352',0.000,-,-,-,-0.080,60.000,11.280
'46:50:29.360',0.000,-,-,-,-0.096,60.000,10.800
'46:50:29.368',-0.016,-,-,-,-0.096,60.000,10.440
'46:50:29.376',-0.032,-,-,-,-0.080,59.200,9.840
'46:50:29.384',-0.032,-,-,-,-0.096,59.200,9.240
'46:50:29.392',-0.032,-,-,-,-0.096,59.200,8.880
'46:50:29.400',-0.032,-,-,-,-0.096,58.400,8.640
'46:50:29.408',-0.032,-,-,-,-0.096,58.400,8.640
'46:50:29.416',-0.032,-,-,-,-0.080,58.400,8.640
'46:50:29.424',-0.032,-,-,-,-0.096,58.400,8.640
'46:50:29.432',-0.016,-,-,-,-0.080,57.600,8.880
'46:50:29.440',-0.032,-,-,-,-0.080,57.600,9.000
'46:50:29.448',-0.032,-,-,-,-0.080,57.600,9.240
'46:50:29.456',-0.016,-,-,-,-0.056,57.600,9.600
'46:50:29.464',-0.032,-,-,-,-0.080,56.800,9.600
'46:50:29.472',-0.016,-,-,-,-0.056,56.800,9.840
'46:50:29.480',-0.056,-,-,-,0.040,56.800,10.080
'46:50:29.488',-0.072,-,-,-,0.384,56.800,10.080
'46:50:29.496',0.112,-,-,-,0.872,56.000,10.080
'46:50:29.504',0.424,-,-,-,0.992,56.000,10.080
'46:50:29.512',0.504,-,-,-,-0.280,56.000,10.080
'46:50:29.520',0.112,-,-,-,-0.608,55.200,9.840
'46:50:29.528',0.096,-,-,-,-0.384,55.200,10.080
'46:50:29.536',0.112,-,-,-,-0.080,55.200,10.800
'46:50:29.544',0.032,-,-,-,0.040,55.200,12.000
'46:50:29.552',0.032,-,-,-,0.080,54.400,13.080
'46:50:29.560',0.032,-,-,-,0.080,54.400,13.320
'46:50:29.568',0.016,-,-,-,0.080,54.400,12.120
'46:50:29.576',0.032,-,-,-,0.080,54.400,10.800
'46:50:29.584',0.016,-,-,-,0.080,53.600,10.200
'46:50:29.592',0.016,-,-,-,0.080,53.600,11.040
'46:50:29.600',0.016,-,-,-,0.080,53.600,12.720
'46:50:29.608',0.016,-,-,-,0.080,53.600,15.360
'46:50:29.616',0.016,-,-,-,0.096,53.600,17.880
'46:50:29.624',0.016,-,-,-,0.096,53.600,20.760
'46:50:29.632',0.016,-,-,-,0.120,53.600,23.280
'46:50:29.640',0.016,-,-,-,0.120,53.600,25.560
'46:50:29.648',0.032,-,-,-,0.136,54.400,27.120
'46:50:29.656',0.032,-,-,-,0.136,56.800,28.320
'46:50:29.664',0.032,-,-,-,0.160,60.800,29.280
'46:50:29.672',0.032,-,-,-,0.160,66.400,29.760
'46:50:29.680',0.032,-,-,-,0.200,73.600,29.520
'46:50:29.688',0.032,-,-,-,0.224,81.600,29.280
'46:50:29.696',0.032,-,-,-,0.240,88.000,29.280
'46:50:29.704',0.032,-,-,-,0.264,93.600,29.520
'46:50:29.712',0.056,-,-,-,0.280,98.400,29.880
'46:50:29.720',0.056,-,-,-,0.320,101.600,30.120
'46:50:29.728',0.072,-,-,-,0.360,104.800,30.720
'46:50:29.736',0.072,-,-,-,0.384,107.200,31.080
'46:50:29.744',0.072,-,-,-,0.424,108.000,31.560
'46:50:29.752',0.096,-,-,-,0.464,108.800,31.920
'46:50:29.760',0.112,-,-,-,0.488,108.800,31.920
'46:50:29.768',0.112,-,-,-,0.488,108.000,31.920
'46:50:29.776',0.112,-,-,-,0.504,106.400,31.680
'46:50:29.784',0.112,-,-,-,0.488,104.800,31.560
'46:50:29.792',0.112,-,-,-,0.488,103.200,31.080
'46:50:29.800',0.112,-,-,-,0.424,101.600,30.720
'46:50:29.808',0.112,-,-,-,0.384,100.000,30.480
'46:50:29.816',0.112,-,-,-,0.304,98.400,30.360
'46:50:29.824',0.072,-,-,-,0.224,96.800,30.120
'46:50:29.832',0.056,-,-,-,0.120,95.200,29.760
'46:50:29.840',0.032,-,-,-,0.040,92.800,29.280
'46:50:29.848',0.000,-,-,-,0.000,91.200,28.680
'46:50:29.856',0.000,-,-,-,-0.056,89.600,27.960
'46:50:29.864',-0.016,-,-,-,-0.096,87.200,26.760
'46:50:29.872',-0.032,-,-,-,-0.136,84.800,25.080
'46:50:29.880',-0.032,-,-,-,-0.136,82.400,23.520
'46:50:29.888',-0.032,-,-,-,-0.160,79.200,22.320
'46:50:29.896',-0.032,-,-,-,-0.160,76.000,21.120
'46:50:29.904',-0.032,-,-,-,-0.176,73.600,20.160
'46:50:29.912',-0.032,-,-,-,-0.176,72.000,19.920
'46:50:29.920',-0.032,-,-,-,-0.176,71.200,20.880
'46:50:29.928',-0.032,-,-,-,-0.176,71.200,23.160
'46:50:29.936',-0.032,-,-,-,-0.160,71.200,25.680
'46:50:29.944',-0.032,-,-,-,-0.176,72.000,27.960
'46:50:29.952',-0.032,-,-,-,-0.176,72.800,28.920
'46:50:29.960',-0.032,-,-,-,-0.160,72.800,28.920
'46:50:29.968',-0.032,-,-,-,-0.176,73.600,27.960
'46:50:29.976',-0.032,-,-,-,-0.176,74.400,26.520
'46:50:29.984',-0.032,-,-,-,-0.176,75.200,25.080
'46:50:29.992',-0.056,-,-,-,-0.176,76.000,23.760
'46:50:30.000',-0.032,-,-,-,-0.176,76.000,22.560
'46:50:30.008',-0.056,-,-,-,-0.176,76.000,21.720
'46:50:30.016',-0.032,-,-,-,-0.176,76.000,21.120
'46:50:30.024',-0.056,-,-,-,-0.176,76.000,20.520
'46:50:30.032',-0.032,-,-,-,-0.176,75.200,20.280
'46:50:30.040',-0.056,-,-,-,-0.176,75.200,20.280
'46:50:30.048',-0.056,-,-,-,-0.176,74.400,20.520
'46:50:30.056',-0.032,-,-,-,-0.176,74.400,20.760
'46:50:30.064',-0.056,-,-,-,-0.176,73.600,20.880
'46:50:30.072',-0.032,-,-,-,-0.176,73.600,20.880
'46:50:30.080',-0.056,-,-,-,-0.176,72.800,21.120
'46:50:30.088',-0.032,-,-,-,-0.176,72.000,21.120
'46:50:30.096',-0.056,-,-,-,-0.176,72.000,20.880
'46:50:30.104',-0.032,-,-,-,-0.176,71.200,20.760
'46:50:30.112',-0.032,-,-,-,-0.160,70.400,20.520
'46:50:30.120',-0.032,-,-,-,-0.160,70.400,20.160
'46:50:30.128',-0.056,-,-,-,-0.160,69.600,19.680
'46:50:30.136',-0.032,-,-,-,-0.160,68.800,19.320
'46:50:30.144',-0.032,-,-,-,-0.160,68.800,19.080
'46:50:30.152',-0.032,-,-,-,-0.160,68.000,18.720
'46:50:30.160',-0.032,-,-,-,-0.160,68.000,18.480
'46:50:30.168',-0.032,-,-,-,-0.136,67.200,18.360
'46:50:30.176',-0.032,-,-,-,-0.160,67.200,18.120
'46:50:30.184',-0.032,-,-,-,-0.136,66.400,18.120
'46:50:30.192',-0.032,-,-,-,-0.136,66.400,18.120
'46:50:30.200',-0.032,-,-,-,-0.136,65.600,17.760
'46:50:30.208',-0.032,-,-,-,-0.136,65.600,17.760
'46:50:30.216',-0.032,-,-,-,-0.136,65.600,17.520
'46:50:30.224',-0.032,-,-,-,-0.136,64.800,17.520
'46:50:30.232',-0.032,-,-,-,-0.136,64.800,17.760
'46:50:30.240',-0.032,-,-,-,-0.136,64.800,17.760
'46:50:30.248',-0.032,-,-,-,-0.120,64.000,17.760
'46:50:30.256',-0.032,-,-,-,-0.136,64.000,17.760
'46:50:30.264',-0.032,-,-,-,-0.120,64.000,17.760
'46:50:30.272',-0.032,-,-,-,-0.096,63.200,17.520
'46:50:30.280',-0.032,-,-,-,-0.120,63.200,17.280
'46:50:30.288',-0.032,-,-,-,-0.096,63.200,17.280
'46:50:30.296',-0.032,-,-,-,-0.096,63.200,17.160
'46:50:30.304',-0.032,-,-,-,-0.096,62.400,17.160
'46:50:30.312',-0.032,-,-,-,-0.096,62.400,16.920
'46:50:30.320',-0.032,-,-,-,-0.096,62.400,16.680
'46:50:30.328',-0.032,-,-,-,-0.096,61.600,16.680
'46:50:30.336',-0.032,-,-,-,-0.096,61.600,16.560
'46:50:30.344',-0.032,-,-,-,-0.096,61.600,16.560
'46:50:30.352',-0.032,-,-,-,-0.080,61.600,16.560
'46:50:30.360',-0.016,-,-,-,-0.040,60.800,16.560
'46:50:30.368',0.000,-,-,-,-0.040,60.800,16.320
'46:50:30.376',0.000,-,-,-,-0.040,60.800,16.320
'46:50:30.384',0.000,-,-,-,-0.040,60.000,16.560
'46:50:30.392',0.000,-,-,-,-0.040,60.000,16.680
'46:50:30.400',0.000,-,-,-,-0.056,60.000,16.920
'46:50:30.408',0.000,-,-,-,-0.096,60.000,16.920
'46:50:30.416',-0.016,-,-,-,-0.096,59.200,16.680
'46:50:30.424',-0.032,-,-,-,-0.080,59.200,16.320
'46:50:30.432',-0.032,-,-,-,-0.096,59.200,15.960
'46:50:30.440',-0.032,-,-,-,-0.080,58.400,15.360
'46:50:30.448',-0.056,-,-,-,-0.096,58.400,14.880
'46:50:30.456',-0.032,-,-,-,-0.096,58.400,14.280
'46:50:30.464',-0.032,-,-,-,-0.080,58.400,14.160
'46:50:30.472',-0.032,-,-,-,-0.080,58.400,13.920
'46:50:30.480',-0.032,-,-,-,-0.080,57.600,13.920
'46:50:30.488',-0.032,-,-,-,-0.080,57.600,14.160
'46:50:30.496',-0.032,-,-,-,-0.056,57.600,14.280
'46:50:30.504',-0.032,-,-,-,-0.080,57.600,14.280
'46:50:30.512',-0.032,-,-,-,-0.056,57.600,14.520
'46:50:30.520',-0.032,-,-,-,-0.056,56.800,14.520
'46:50:30.528',-0.056,-,-,-,0.000,56.800,14.760
'46:50:30.536',-0.072,-,-,-,0.224,56.800,14.880
'46:50:30.544',0.000,-,-,-,0.712,56.800,15.120
'46:50:30.552',0.288,-,-,-,0.872,56.800,15.360
'46:50:30.560',0.424,-,-,-,-0.120,56.000,15.480
'46:50:30.568',0.072,-,-,-,-0.672,56.000,15.720
'46:50:30.576',0.072,-,-,-,-0.488,56.000,16.080
'46:50:30.584',0.112,-,-,-,-0.120,56.000,16.320
'46:50:30.592',0.032,-,-,-,0.040,55.200,16.680
'46:50:30.600',0.016,-,-,-,0.080,55.200,17.280
'46:50:30.608',0.032,-,-,-,0.080,55.200,17.880
'46:50:30.616',0.000,-,-,-,0.096,54.400,18.360
'46:50:30.624',0.000,-,-,-,0.120,54.400,17.880
'46:50:30.632',0.000,-,-,-,0.096,54.400,16.320
'46:50:30.640',0.000,-,-,-,0.120,54.400,15.120
'46:50:30.648',0.000,-,-,-,0.120,53.600,14.880
'46:50:30.656',0.000,-,-,-,0.120,53.600,16.320
'46:50:30.664',0.000,-,-,-,0.120,53.600,18.720
'46:50:30.672',0.000,-,-,-,0.120,53.600,21.480
'46:50:30.680',0.000,-,-,-,0.120,53.600,24.120
'46:50:30.688',0.000,-,-,-,0.136,55.200,26.520
'46:50:30.696',0.000,-,-,-,0.136,56.800,28.920
'46:50:30.704',0.000,-,-,-,0.160,61.600,30.720
'46:50:30.712',0.000,-,-,-,0.160,68.000,32.160
'46:50:30.720',0.000,-,-,-,0.176,76.800,32.880
'46:50:30.728',0.016,-,-,-,0.200,84.800,32.880
'46:50:30.736',0.016,-,-,-,0.224,92.800,32.880
'46:50:30.744',0.032,-,-,-,0.264,98.400,32.760
'46:50:30.752',0.032,-,-,-,0.280,104.000,32.520
'46:50:30.760',0.032,-,-,-,0.304,107.200,32.280
'46:50:30.768',0.032,-,-,-,0.344,110.400,32.280
'46:50:30.776',0.056,-,-,-,0.360,113.600,32.760
'46:50:30.784',0.056,-,-,-,0.384,115.200,33.120
'46:50:30.792',0.072,-,-,-,0.424,116.000,33.720
'46:50:30.800',0.072,-,-,-,0.488,116.000,34.080
'46:50:30.808',0.072,-,-,-,0.488,115.200,34.320
'46:50:30.816',0.072,-,-,-,0.504,114.400,34.560
'46:50:30.824',0.096,-,-,-,0.528,112.800,34.560
'46:50:30.832',0.112,-,-,-,0.504,112.000,34.320
'46:50:30.840',0.112,-,-,-,0.488,110.400,34.080
'46:50:30.848',0.112,-,-,-,0.464,108.800,33.720
'46:50:30.856',0.112,-,-,-,0.408,108.000,33.360
'46:50:30.864',0.112,-,-,-,0.320,106.400,32.760
'46:50:30.872',0.072,-,-,-,0.264,104.800,32.280
'46:50:30.880',0.056,-,-,-,0.160,103.200,31.680
'46:50:30.888',0.032,-,-,-,0.080,102.400,30.960
'46:50:30.896',0.000,-,-,-,0.000,100.800,29.880
'46:50:30.904',0.000,-,-,-,-0.040,99.200,28.920
'46:50:30.912',-0.016,-,-,-,-0.080,97.600,27.360
'46:50:30.920',-0.032,-,-,-,-0.120,95.200,26.280
'46:50:30.928',-0.032,-,-,-,-0.136,92.800,25.560
'46:50:30.936',-0.032,-,-,-,-0.160,89.600,25.080
'46:50:30.944',-0.032,-,-,-,-0.160,87.200,24.480
'46:50:30.952',-0.032,-,-,-,-0.160,84.000,24.120
'46:50:30.960',-0.032,-,-,-,-0.176,80.800,23.880
'46:50:30.968',-0.032,-,-,-,-0.176,78.400,24.120
'46:50:30.976',-0.056,-,-,-,-0.160,76.800,24.960
'46:50:30.984',-0.032,-,-,-,-0.176,76.800,25.920
'46:50:30.992',-0.056,-,-,-,-0.160,76.800,26.880
'46:50:31.000',-0.056,-,-,-,-0.176,76.800,27.120
'46:50:31.008',-0.056,-,-,-,-0.176,76.800,26.880
'46:50:31.016',-0.072,-,-,-,-0.176,77.600,26.160
'46:50:31.024',-0.056,-,-,-,-0.176,77.600,25.080
'46:50:31.032',-0.072,-,-,-,-0.176,78.400,24.360
'46:50:31.040',-0.072,-,-,-,-0.176,79.200,23.280
'46:50:31.048',-0.072,-,-,-,-0.176,79.200,22.560
'46:50:31.056',-0.072,-,-,-,-0.176,80.000,21.960
'46:50:31.064',-0.072,-,-,-,-0.176,80.000,21.480
'46:50:31.072',-0.072,-,-,-,-0.176,80.000,21.360
'46:50:31.080',-0.072,-,-,-,-0.176,79.200,21.120
'46:50:31.088',-0.072,-,-,-,-0.176,79.200,21.120
'46:50:31.096',-0.072,-,-,-,-0.176,79.200,21.120
'46:50:31.104',-0.072,-,-,-,-0.176,78.400,21.120
'46:50:31.112',-0.072,-,-,-,-0.176,77.600,21.120
'46:50:31.120',-0.072,-,-,-,-0.176,77.600,21.120
