'Elapsed time','II','AVF','MCL1','ABP','PAP'
'2:00:45.184',0.016,-,0.000,101.520,53.600
'2:00:45.192',0.000,-,-0.016,96.720,52.800
'2:00:45.200',0.040,-,0.016,92.760,52.800
'2:00:45.208',0.080,-,0.016,88.680,52.000
'2:00:45.216',0.056,-,0.040,86.280,51.200
'2:00:45.224',0.080,-,0.040,83.880,51.200
'2:00:45.232',0.120,-,0.080,82.320,50.400
'2:00:45.240',0.136,-,0.080,80.760,50.400
'2:00:45.248',0.120,-,0.056,79.920,50.400
'2:00:45.256',0.080,-,0.040,78.360,49.600
'2:00:45.264',0.040,-,0.000,77.520,49.600
'2:00:45.272',0.000,-,-0.040,76.680,48.800
'2:00:45.280',-0.016,-,-0.040,76.680,48.000
'2:00:45.288',-0.040,-,-0.040,75.960,48.000
'2:00:45.296',-0.040,-,-0.040,75.960,47.200
'2:00:45.304',-0.040,-,-0.040,75.120,47.200
'2:00:45.312',-0.040,-,-0.016,75.120,46.400
'2:00:45.320',-0.040,-,-0.040,75.120,46.400
'2:00:45.328',-0.016,-,-0.016,75.960,46.400
'2:00:45.336',-0.040,-,-0.040,75.960,46.400
'2:00:45.344',-0.016,-,-0.016,75.960,45.600
'2:00:45.352',-0.040,-,-0.040,75.960,45.600
'2:00:45.360',0.016,-,0.000,75.960,45.600
'2:00:45.368',0.136,-,0.080,75.960,45.600
'2:00:45.376',0.256,-,0.200,75.960,45.600
'2:00:45.384',0.376,-,0.280,75.960,45.600
'2:00:45.392',0.456,-,0.320,75.960,45.600
'2:00:45.400',0.480,-,0.416,75.120,45.600
'2:00:45.408',0.496,-,0.456,75.120,45.600
'2:00:45.416',0.176,-,0.216,75.120,45.600
'2:00:45.424',0.096,-,0.080,75.120,45.600
'2:00:45.432',-0.016,-,-0.040,74.280,45.600
'2:00:45.440',-0.096,-,-0.096,74.280,45.600
'2:00:45.448',-0.136,-,-0.136,74.280,46.400
'2:00:45.456',-0.160,-,-0.136,73.560,47.200
'2:00:45.464',-0.136,-,-0.136,73.560,48.000
'2:00:45.472',-0.136,-,-0.136,72.720,48.800
'2:00:45.480',-0.136,-,-0.136,72.720,49.600
'2:00:45.488',-0.136,-,-0.120,72.720,49.600
'2:00:45.496',-0.120,-,-0.136,71.880,49.600
'2:00:45.504',-0.096,-,-0.096,71.880,49.600
'2:00:45.512',-0.096,-,-0.096,72.720,50.400
'2:00:45.520',-0.096,-,-0.096,74.280,51.200
'2:00:45.528',-0.136,-,-0.096,77.520,52.000
'2:00:45.536',-0.096,-,-0.096,83.880,53.600
'2:00:45.544',-0.136,-,-0.096,91.080,54.400
'2:00:45.552',-0.136,-,-0.096,99.120,56.000
'2:00:45.560',-0.120,-,-0.056,107.160,56.800
'2:00:45.568',-0.096,-,-0.080,114.360,58.400
'2:00:45.576',-0.136,-,-0.096,120.720,59.200
'2:00:45.584',-0.120,-,-0.056,126.360,60.800
'2:00:45.592',-0.136,-,-0.040,130.320,60.800
'2:00:45.600',-0.160,-,-0.080,134.280,61.600
'2:00:45.608',-0.136,-,-0.040,136.680,61.600
'2:00:45.616',-0.136,-,-0.040,138.360,61.600
'2:00:45.624',-0.136,-,-0.040,139.080,61.600
'2:00:45.632',-0.136,-,-0.016,139.080,60.800
'2:00:45.640',-0.096,-,0.000,138.360,60.000
'2:00:45.648',-0.040,-,0.000,136.680,58.400
'2:00:45.656',-0.040,-,0.000,135.120,56.800
'2:00:45.664',0.000,-,0.016,132.720,56.000
'2:00:45.672',0.016,-,0.016,129.480,55.200
'2:00:45.680',0.016,-,0.000,127.080,53.600
'2:00:45.688',0.000,-,0.000,123.120,52.800
'2:00:45.696',0.000,-,0.000,119.880,52.000
'2:00:45.704',0.016,-,0.000,115.920,50.400
'2:00:45.712',0.000,-,0.000,111.960,49.600
'2:00:45.720',0.000,-,-0.016,107.160,48.000
'2:00:45.728',0.000,-,0.000,102.360,46.400
'2:00:45.736',0.000,-,0.000,98.280,45.600
'2:00:45.744',0.016,-,-0.016,93.480,44.000
'2:00:45.752',0.040,-,-0.016,89.520,42.400
'2:00:45.760',0.040,-,0.000,85.560,41.600
'2:00:45.768',0.040,-,0.000,82.320,40.000
'2:00:45.776',0.080,-,0.016,80.760,39.200
'2:00:45.784',0.120,-,0.040,78.360,37.600
'2:00:45.792',0.136,-,0.080,76.680,36.800
'2:00:45.800',0.136,-,0.080,75.120,36.000
'2:00:45.808',0.080,-,0.040,73.560,34.400
'2:00:45.816',0.040,-,0.000,72.720,33.600
'2:00:45.824',0.000,-,0.000,71.880,32.800
'2:00:45.832',-0.040,-,-0.016,71.160,31.200
'2:00:45.840',-0.040,-,-0.040,70.320,30.400
'2:00:45.848',-0.040,-,-0.056,69.480,29.600
'2:00:45.856',-0.016,-,-0.040,69.480,28.800
'2:00:45.864',-0.040,-,-0.040,68.760,27.200
'2:00:45.872',-0.040,-,-0.040,68.760,26.400
'2:00:45.880',-0.056,-,-0.040,68.760,25.600
'2:00:45.888',-0.040,-,-0.040,68.760,24.800
'2:00:45.896',-0.040,-,-0.040,67.920,24.000
'2:00:45.904',-0.040,-,-0.040,67.920,23.200
'2:00:45.912',0.000,-,0.000,67.920,22.400
'2:00:45.920',0.096,-,0.056,67.920,22.400
'2:00:45.928',0.280,-,0.200,67.080,21.600
'2:00:45.936',0.416,-,0.320,67.080,21.600
'2:00:45.944',0.520,-,0.376,67.080,21.600
'2:00:45.952',0.560,-,0.416,66.360,21.600
'2:00:45.960',0.576,-,0.536,66.360,20.800
'2:00:45.968',0.280,-,0.336,66.360,20.800
'2:00:45.976',0.120,-,0.120,66.360,20.800
'2:00:45.984',0.000,-,0.000,65.520,21.600
'2:00:45.992',-0.080,-,-0.096,65.520,21.600
'2:00:46.000',-0.120,-,-0.120,65.520,22.400
'2:00:46.008',-0.136,-,-0.136,64.680,22.400
'2:00:46.016',-0.136,-,-0.096,64.680,23.200
'2:00:46.024',-0.120,-,-0.136,63.960,24.000
'2:00:46.032',-0.136,-,-0.096,63.120,24.800
'2:00:46.040',-0.096,-,-0.096,63.120,25.600
'2:00:46.048',-0.136,-,-0.096,62.280,26.400
'2:00:46.056',-0.136,-,-0.080,62.280,28.000
'2:00:46.064',-0.120,-,-0.096,62.280,28.800
'2:00:46.072',-0.096,-,-0.096,61.560,30.400
'2:00:46.080',-0.136,-,-0.080,61.560,31.200
'2:00:46.088',-0.096,-,-0.080,62.280,32.800
'2:00:46.096',-0.096,-,-0.056,64.680,33.600
'2:00:46.104',-0.096,-,-0.056,68.760,35.200
'2:00:46.112',-0.096,-,-0.080,74.280,36.000
'2:00:46.120',-0.096,-,-0.056,80.760,36.800
'2:00:46.128',-0.096,-,-0.040,87.960,38.400
'2:00:46.136',-0.120,-,-0.040,94.320,39.200
'2:00:46.144',-0.136,-,-0.040,99.960,40.000
'2:00:46.152',-0.120,-,-0.040,105.480,40.800
'2:00:46.160',-0.160,-,-0.040,109.560,40.800
'2:00:46.168',-0.136,-,0.000,113.520,40.800
'2:00:46.176',-0.120,-,-0.016,115.920,40.000
'2:00:46.184',-0.096,-,0.000,118.320,39.200
'2:00:46.192',-0.056,-,0.000,119.160,38.400
'2:00:46.200',-0.056,-,0.016,118.320,37.600
'2:00:46.208',-0.040,-,0.000,117.480,36.800
'2:00:46.216',-0.016,-,0.016,116.760,35.200
'2:00:46.224',0.000,-,0.000,114.360,34.400
'2:00:46.232',0.000,-,0.000,111.960,34.400
'2:00:46.240',0.000,-,0.000,109.560,33.600
'2:00:46.248',0.000,-,-0.016,106.320,33.600
'2:00:46.256',0.016,-,-0.016,102.360,32.800
'2:00:46.264',0.000,-,-0.016,98.280,32.000
'2:00:46.272',0.000,-,-0.016,94.320,31.200
'2:00:46.280',0.000,-,-0.040,90.360,30.400
'2:00:46.288',0.000,-,-0.016,85.560,30.400
'2:00:46.296',0.000,-,-0.016,81.480,29.600
'2:00:46.304',0.000,-,0.000,77.520,29.600
'2:00:46.312',0.040,-,0.000,75.120,28.800
'2:00:46.320',0.056,-,0.000,72.720,28.800
'2:00:46.328',0.080,-,0.040,71.160,28.000
'2:00:46.336',0.056,-,0.056,69.480,27.200
'2:00:46.344',0.136,-,0.080,67.920,27.200
'2:00:46.352',0.160,-,0.056,67.080,26.400
'2:00:46.360',0.120,-,0.040,66.360,26.400
'2:00:46.368',0.080,-,0.040,65.520,25.600
'2:00:46.376',0.000,-,0.000,64.680,25.600
'2:00:46.384',-0.016,-,-0.040,64.680,25.600
'2:00:46.392',-0.040,-,-0.056,64.680,25.600
'2:00:46.400',-0.040,-,-0.040,63.960,25.600
'2:00:46.408',-0.056,-,-0.056,63.960,24.800
'2:00:46.416',-0.056,-,-0.040,63.960,24.800
'2:00:46.424',-0.080,-,-0.056,63.960,24.800
'2:00:46.432',-0.040,-,-0.040,64.680,24.000
'2:00:46.440',-0.040,-,-0.056,64.680,24.000
'2:00:46.448',-0.056,-,-0.040,64.680,24.000
'2:00:46.456',-0.040,-,-0.040,64.680,24.000
'2:00:46.464',-0.040,-,-0.040,65.520,24.000
'2:00:46.472',0.000,-,-0.040,65.520,24.000
'2:00:46.480',0.120,-,0.056,65.520,24.000
'2:00:46.488',0.296,-,0.240,65.520,24.000
'2:00:46.496',0.496,-,0.400,65.520,24.800
'2:00:46.504',0.616,-,0.560,65.520,24.800
'2:00:46.512',0.640,-,0.696,65.520,25.600
'2:00:46.520',0.456,-,0.600,65.520,25.600
'2:00:46.528',0.120,-,0.160,65.520,26.400
'2:00:46.536',0.000,-,0.000,65.520,26.400
'2:00:46.544',-0.080,-,-0.096,65.520,27.200
'2:00:46.552',-0.136,-,-0.136,65.520,28.000
'2:00:46.560',-0.176,-,-0.160,64.680,28.800
'2:00:46.568',-0.160,-,-0.176,64.680,30.400
'2:00:46.576',-0.136,-,-0.176,64.680,32.000
'2:00:46.584',-0.120,-,-0.176,63.960,33.600
'2:00:46.592',-0.136,-,-0.160,63.960,35.200
'2:00:46.600',-0.160,-,-0.160,63.120,37.600
'2:00:46.608',-0.136,-,-0.136,63.120,39.200
'2:00:46.616',-0.136,-,-0.160,63.120,41.600
'2:00:46.624',-0.160,-,-0.176,63.120,44.000
'2:00:46.632',-0.136,-,-0.136,63.120,46.400
'2:00:46.640',-0.136,-,-0.160,63.960,48.800
'2:00:46.648',-0.136,-,-0.136,65.520,51.200
'2:00:46.656',-0.120,-,-0.136,69.480,54.400
'2:00:46.664',-0.160,-,-0.136,75.120,56.800
'2:00:46.672',-0.136,-,-0.096,81.480,59.200
'2:00:46.680',-0.136,-,-0.136,88.680,61.600
'2:00:46.688',-0.136,-,-0.136,95.880,63.200
'2:00:46.696',-0.136,-,-0.136,102.360,64.800
'2:00:46.704',-0.136,-,-0.120,107.880,66.400
'2:00:46.712',-0.160,-,-0.096,112.680,67.200
'2:00:46.720',-0.136,-,-0.120,116.760,68.000
'2:00:46.728',-0.160,-,-0.096,119.880,68.800
'2:00:46.736',-0.136,-,-0.056,121.560,68.800
'2:00:46.744',-0.136,-,-0.056,123.120,69.600
'2:00:46.752',-0.096,-,-0.080,123.120,69.600
'2:00:46.760',-0.080,-,-0.040,123.120,69.600
'2:00:46.768',-0.040,-,0.000,121.560,68.800
'2:00:46.776',0.000,-,-0.016,119.880,68.000
'2:00:46.784',-0.016,-,0.000,118.320,67.200
'2:00:46.792',0.000,-,-0.016,115.920,65.600
'2:00:46.800',0.016,-,0.000,113.520,64.000
'2:00:46.808',0.000,-,0.000,110.280,62.400
'2:00:46.816',0.000,-,0.000,107.160,60.800
'2:00:46.824',0.000,-,-0.040,103.920,60.000
'2:00:46.832',0.000,-,0.000,99.960,59.200
'2:00:46.840',0.000,-,-0.040,95.880,58.400
'2:00:46.848',-0.016,-,-0.040,91.920,57.600
'2:00:46.856',0.000,-,-0.016,88.680,56.800
'2:00:46.864',0.016,-,0.000,85.560,56.800
'2:00:46.872',0.040,-,0.000,83.160,56.000
'2:00:46.880',0.056,-,0.016,80.760,56.000
'2:00:46.888',0.080,-,0.040,79.080,55.200
'2:00:46.896',0.080,-,0.080,77.520,55.200
'2:00:46.904',0.136,-,0.080,76.680,55.200
'2:00:46.912',0.136,-,0.080,75.120,55.200
'2:00:46.920',0.080,-,0.040,74.280,55.200
'2:00:46.928',0.000,-,0.000,74.280,55.200
'2:00:46.936',-0.016,-,-0.040,73.560,55.200
'2:00:46.944',-0.040,-,-0.040,73.560,54.400
'2:00:46.952',-0.040,-,-0.016,73.560,54.400
'2:00:46.960',-0.040,-,-0.040,73.560,53.600
'2:00:46.968',-0.040,-,-0.040,73.560,53.600
'2:00:46.976',-0.056,-,-0.080,73.560,52.800
'2:00:46.984',-0.040,-,-0.040,73.560,52.800
'2:00:46.992',-0.040,-,-0.056,73.560,52.000
'2:00:47.000',-0.040,-,-0.040,72.720,51.200
'2:00:47.008',-0.056,-,-0.040,72.720,51.200
'2:00:47.016',-0.040,-,-0.040,72.720,50.400
'2:00:47.024',0.000,-,0.000,72.720,49.600
'2:00:47.032',0.136,-,0.096,72.720,48.800
'2:00:47.040',0.280,-,0.240,72.720,48.800
'2:00:47.048',0.416,-,0.376,72.720,48.000
'2:00:47.056',0.520,-,0.480,72.720,48.000
'2:00:47.064',0.576,-,0.560,71.880,48.000
'2:00:47.072',0.520,-,0.600,71.880,47.200
'2:00:47.080',0.216,-,0.256,71.880,47.200
'2:00:47.088',0.080,-,0.056,71.160,47.200
'2:00:47.096',-0.056,-,-0.080,71.160,47.200
'2:00:47.104',-0.136,-,-0.160,70.320,47.200
'2:00:47.112',-0.160,-,-0.176,70.320,47.200
'2:00:47.120',-0.136,-,-0.176,69.480,48.000
'2:00:47.128',-0.160,-,-0.160,68.760,48.000
'2:00:47.136',-0.176,-,-0.176,68.760,48.800
'2:00:47.144',-0.160,-,-0.176,67.920,48.800
'2:00:47.152',-0.136,-,-0.176,67.920,49.600
'2:00:47.160',-0.136,-,-0.176,67.080,49.600
'2:00:47.168',-0.136,-,-0.136,67.080,49.600
'2:00:47.176',-0.160,-,-0.136,67.080,50.400
'2:00:47.184',-0.136,-,-0.160,68.760,51.200
'2:00:47.192',-0.136,-,-0.120,71.880,52.000
'2:00:47.200',-0.136,-,-0.096,77.520,53.600
'2:00:47.208',-0.136,-,-0.160,84.720,55.200
'2:00:47.216',-0.136,-,-0.136,92.760,56.000
'2:00:47.224',-0.136,-,-0.136,100.680,57.600
'2:00:47.232',-0.136,-,-0.120,107.880,59.200
'2:00:47.240',-0.160,-,-0.136,114.360,60.000
'2:00:47.248',-0.136,-,-0.136,120.720,60.800
'2:00:47.256',-0.160,-,-0.096,125.520,61.600
'2:00:47.264',-0.176,-,-0.136,128.760,62.400
'2:00:47.272',-0.160,-,-0.136,131.880,63.200
'2:00:47.280',-0.176,-,-0.120,133.560,63.200
'2:00:47.288',-0.176,-,-0.096,135.120,62.400
'2:00:47.296',-0.136,-,-0.056,135.120,62.400
'2:00:47.304',-0.096,-,-0.040,135.120,61.600
'2:00:47.312',-0.080,-,0.000,133.560,60.000
'2:00:47.320',-0.040,-,-0.016,131.880,59.200
'2:00:47.328',-0.016,-,0.000,130.320,57.600
'2:00:47.336',0.000,-,0.000,127.920,56.000
'2:00:47.344',0.016,-,0.000,125.520,54.400
'2:00:47.352',0.000,-,0.000,122.280,53.600
'2:00:47.360',0.040,-,0.000,119.160,52.800
'2:00:47.368',0.016,-,0.000,115.080,52.000
'2:00:47.376',0.016,-,0.000,111.120,51.200
'2:00:47.384',0.040,-,0.000,107.160,50.400
'2:00:47.392',0.016,-,0.000,103.080,50.400
'2:00:47.400',0.016,-,0.000,99.120,49.600
'2:00:47.408',0.016,-,0.000,94.320,48.800
'2:00:47.416',0.040,-,0.000,90.360,48.800
'2:00:47.424',0.056,-,0.000,87.120,48.000
'2:00:47.432',0.080,-,0.040,84.720,48.000
'2:00:47.440',0.096,-,0.040,82.320,47.200
'2:00:47.448',0.136,-,0.080,80.760,47.200
'2:00:47.456',0.160,-,0.080,79.080,47.200
'2:00:47.464',0.136,-,0.080,77.520,46.400
'2:00:47.472',0.080,-,0.040,76.680,46.400
'2:00:47.480',0.040,-,0.016,75.960,45.600
'2:00:47.488',0.000,-,0.000,75.120,45.600
'2:00:47.496',0.000,-,-0.016,74.280,44.800
'2:00:47.504',-0.016,-,0.000,74.280,44.000
'2:00:47.512',-0.040,-,-0.040,74.280,44.000
'2:00:47.520',-0.016,-,-0.040,73.560,43.200
'2:00:47.528',-0.016,-,-0.040,73.560,42.400
'2:00:47.536',-0.040,-,-0.016,73.560,42.400
'2:00:47.544',-0.016,-,-0.040,73.560,42.400
'2:00:47.552',0.000,-,0.000,73.560,41.600
'2:00:47.560',-0.016,-,0.000,73.560,41.600
'2:00:47.568',-0.040,-,-0.040,73.560,41.600
'2:00:47.576',0.016,-,0.000,73.560,40.800
'2:00:47.584',0.136,-,0.080,73.560,40.800
'2:00:47.592',0.280,-,0.216,73.560,40.800
'2:00:47.600',0.400,-,0.296,73.560,40.800
'2:00:47.608',0.456,-,0.336,73.560,40.800
'2:00:47.616',0.496,-,0.480,73.560,40.800
'2:00:47.624',0.520,-,0.520,72.720,40.800
'2:00:47.632',0.216,-,0.256,72.720,40.800
'2:00:47.640',0.120,-,0.120,72.720,41.600
'2:00:47.648',-0.016,-,-0.016,72.720,41.600
'2:00:47.656',-0.096,-,-0.136,72.720,41.600
'2:00:47.664',-0.096,-,-0.136,72.720,42.400
'2:00:47.672',-0.136,-,-0.136,71.880,43.200
'2:00:47.680',-0.136,-,-0.136,71.880,44.000
'2:00:47.688',-0.120,-,-0.120,71.160,44.800
'2:00:47.696',-0.136,-,-0.136,71.160,45.600
'2:00:47.704',-0.136,-,-0.056,70.320,45.600
'2:00:47.712',-0.136,-,-0.136,70.320,45.600
'2:00:47.720',-0.096,-,-0.120,70.320,45.600
'2:00:47.728',-0.120,-,-0.096,70.320,46.400
'2:00:47.736',-0.096,-,-0.096,71.160,47.200
'2:00:47.744',-0.096,-,-0.096,73.560,48.000
'2:00:47.752',-0.096,-,-0.096,78.360,48.800
'2:00:47.760',-0.120,-,-0.080,85.560,50.400
'2:00:47.768',-0.080,-,-0.096,93.480,51.200
'2:00:47.776',-0.096,-,-0.080,101.520,52.800
'2:00:47.784',-0.120,-,-0.096,108.720,53.600
'2:00:47.792',-0.096,-,-0.040,115.080,55.200
'2:00:47.800',-0.096,-,-0.080,121.560,56.000
'2:00:47.808',-0.080,-,-0.096,126.360,56.800
'2:00:47.816',-0.056,-,-0.040,130.320,57.600
'2:00:47.824',-0.040,-,0.000,132.720,58.400
'2:00:47.832',-0.040,-,0.000,134.280,58.400
'2:00:47.840',-0.096,-,0.000,135.960,58.400
'2:00:47.848',-0.096,-,0.000,135.960,57.600
'2:00:47.856',-0.096,-,-0.016,135.120,56.800
'2:00:47.864',-0.056,-,0.000,133.560,55.200
'2:00:47.872',-0.040,-,0.000,131.880,54.400
'2:00:47.880',-0.016,-,0.016,129.480,53.600
'2:00:47.888',0.000,-,0.016,127.080,52.000
'2:00:47.896',0.000,-,0.000,123.960,51.200
'2:00:47.904',0.000,-,0.000,120.720,51.200
'2:00:47.912',0.000,-,0.000,117.480,50.400
'2:00:47.920',0.000,-,0.000,114.360,50.400
'2:00:47.928',-0.016,-,-0.040,110.280,50.400
'2:00:47.936',-0.016,-,-0.016,106.320,49.600
'2:00:47.944',-0.016,-,0.000,101.520,49.600
'2:00:47.952',0.000,-,-0.016,97.560,48.800
'2:00:47.960',0.040,-,0.000,93.480,48.800
'2:00:47.968',0.200,-,0.160,90.360,48.800
'2:00:47.976',0.336,-,0.296,87.120,48.000
'2:00:47.984',0.416,-,0.336,84.720,48.000
'2:00:47.992',0.416,-,0.296,83.160,48.000
'2:00:48.000',0.520,-,0.480,81.480,48.000
'2:00:48.008',0.576,-,0.560,79.920,47.200
'2:00:48.016',0.256,-,0.256,78.360,47.200
'2:00:48.024',0.136,-,0.136,77.520,46.400
'2:00:48.032',-0.040,-,-0.016,76.680,46.400
'2:00:48.040',-0.096,-,-0.096,75.960,45.600
'2:00:48.048',-0.096,-,-0.096,75.120,44.800
'2:00:48.056',-0.096,-,-0.056,74.280,44.800
'2:00:48.064',-0.096,-,-0.136,74.280,44.800
'2:00:48.072',-0.096,-,-0.160,73.560,44.800
'2:00:48.080',-0.136,-,-0.096,73.560,44.800
'2:00:48.088',-0.096,-,-0.096,73.560,44.000
'2:00:48.096',-0.096,-,-0.096,73.560,44.000
'2:00:48.104',-0.120,-,-0.096,73.560,44.000
'2:00:48.112',-0.136,-,-0.096,73.560,43.200
'2:00:48.120',-0.136,-,-0.096,73.560,43.200
'2:00:48.128',-0.096,-,-0.080,72.720,42.400
'2:00:48.136',-0.136,-,-0.096,72.720,41.600
'2:00:48.144',-0.120,-,-0.080,72.720,40.800
'2:00:48.152',-0.136,-,-0.096,72.720,40.800
'2:00:48.160',-0.136,-,-0.096,72.720,40.000
'2:00:48.168',-0.136,-,-0.120,71.880,39.200
'2:00:48.176',-0.176,-,-0.136,71.880,38.400
'2:00:48.184',-0.176,-,-0.096,71.160,37.600
'2:00:48.192',-0.176,-,-0.120,71.160,36.800
'2:00:48.200',-0.176,-,-0.096,70.320,36.000
'2:00:48.208',-0.176,-,-0.136,70.320,35.200
'2:00:48.216',-0.160,-,-0.080,69.480,34.400
'2:00:48.224',-0.136,-,-0.080,68.760,33.600
'2:00:48.232',-0.096,-,-0.040,68.760,33.600
'2:00:48.240',-0.040,-,-0.040,67.920,32.800
'2:00:48.248',-0.040,-,0.000,67.080,32.000
'2:00:48.256',-0.016,-,-0.016,67.080,31.200
'2:00:48.264',0.000,-,0.000,66.360,30.400
'2:00:48.272',0.000,-,-0.040,65.520,29.600
'2:00:48.280',-0.016,-,-0.040,64.680,28.800
'2:00:48.288',-0.040,-,-0.040,64.680,28.000
'2:00:48.296',-0.040,-,-0.040,63.960,27.200
'2:00:48.304',-0.040,-,-0.040,63.120,27.200
'2:00:48.312',-0.016,-,-0.040,62.280,26.400
'2:00:48.320',0.000,-,-0.016,62.280,25.600
'2:00:48.328',0.000,-,-0.040,61.560,24.800
'2:00:48.336',0.000,-,-0.016,60.720,24.800
'2:00:48.344',0.000,-,0.000,60.720,24.000
'2:00:48.352',0.000,-,0.000,59.880,23.200
'2:00:48.360',0.000,-,-0.040,59.160,23.200
'2:00:48.368',0.000,-,0.000,59.160,22.400
'2:00:48.376',0.000,-,-0.016,58.320,21.600
'2:00:48.384',0.016,-,-0.016,58.320,21.600
'2:00:48.392',-0.016,-,-0.040,57.480,20.800
'2:00:48.400',-0.040,-,0.000,57.480,20.000
'2:00:48.408',0.000,-,0.000,56.760,20.000
'2:00:48.416',0.000,-,0.000,56.760,19.200
'2:00:48.424',0.000,-,0.000,55.920,19.200
'2:00:48.432',0.016,-,0.000,55.920,19.200
'2:00:48.440',0.000,-,0.000,55.920,18.400
'2:00:48.448',0.080,-,0.040,55.080,18.400
'2:00:48.456',0.120,-,0.040,55.080,18.400
'2:00:48.464',0.120,-,0.080,55.080,18.400
'2:00:48.472',0.136,-,0.120,54.360,17.600
'2:00:48.480',0.160,-,0.080,54.360,17.600
'2:00:48.488',0.136,-,0.080,54.360,17.600
'2:00:48.496',0.040,-,0.040,54.360,16.800
'2:00:48.504',0.000,-,0.000,54.360,16.800
'2:00:48.512',0.000,-,0.000,54.360,16.000
'2:00:48.520',-0.016,-,-0.016,54.360,16.000
'2:00:48.528',-0.016,-,0.000,53.520,16.000
'2:00:48.536',-0.040,-,-0.040,53.520,15.200
'2:00:48.544',-0.040,-,-0.040,53.520,15.200
'2:00:48.552',-0.040,-,-0.016,53.520,15.200
'2:00:48.560',-0.040,-,-0.016,53.520,16.000
'2:00:48.568',-0.040,-,0.000,53.520,16.000
'2:00:48.576',-0.016,-,-0.040,53.520,16.000
'2:00:48.584',0.000,-,-0.056,53.520,16.800
'2:00:48.592',0.000,-,-0.016,53.520,16.800
'2:00:48.600',0.080,-,0.016,53.520,17.600
'2:00:48.608',0.256,-,0.160,52.680,18.400
'2:00:48.616',0.456,-,0.360,52.680,18.400
'2:00:48.624',0.600,-,0.480,52.680,19.200
'2:00:48.632',0.616,-,0.600,52.680,20.000
'2:00:48.640',0.496,-,0.640,52.680,20.800
'2:00:48.648',0.200,-,0.256,52.680,21.600
'2:00:48.656',0.040,-,0.056,52.680,22.400
'2:00:48.664',-0.016,-,-0.016,52.680,24.000
'2:00:48.672',-0.096,-,-0.096,51.960,24.800
