'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'166:23:06.440',-,-0.207,-,4.543,-,-
'166:23:06.448',-,-0.207,-,4.174,-,-
'166:23:06.456',-,-0.356,-,4.359,-,-
'166:23:06.464',-,-0.207,-,4.087,-,-
'166:23:06.472',-,-0.356,-,4.174,-,-
'166:23:06.480',-,-0.207,-,3.902,-,-
'166:23:06.488',-,-0.276,-,3.902,-,-
'166:23:06.496',-,-0.138,-,3.717,-,-
'166:23:06.504',-,-0.138,-,3.630,-,-
'166:23:06.512',-,-0.069,-,3.717,-,-
'166:23:06.520',-,-0.069,-,3.543,-,-
'166:23:06.528',-,0.000,-,3.630,-,-
'166:23:06.536',-,0.000,-,3.359,-,-
'166:23:06.544',-,0.000,-,3.543,-,-
'166:23:06.552',-,0.000,-,3.087,-,-
'166:23:06.560',-,0.000,-,3.174,-,-
'166:23:06.568',-,0.000,-,2.902,-,-
'166:23:06.576',-,0.000,-,2.989,-,-
'166:23:06.584',-,0.000,-,2.717,-,-
'166:23:06.592',-,0.000,-,2.902,-,-
'166:23:06.600',-,0.000,-,2.630,-,-
'166:23:06.608',-,0.000,-,2.717,-,-
'166:23:06.616',-,0.000,-,2.543,-,-
'166:23:06.624',-,0.000,-,2.902,-,-
'166:23:06.632',-,0.000,-,2.717,-,-
'166:23:06.640',-,0.000,-,2.902,-,-
'166:23:06.648',-,0.069,-,2.717,-,-
'166:23:06.656',-,0.000,-,2.989,-,-
'166:23:06.664',-,0.000,-,2.815,-,-
'166:23:06.672',-,0.000,-,3.087,-,-
'166:23:06.680',-,0.069,-,2.815,-,-
'166:23:06.688',-,0.000,-,2.989,-,-
'166:23:06.696',-,0.069,-,2.717,-,-
'166:23:06.704',-,0.069,-,2.902,-,-
'166:23:06.712',-,0.069,-,2.717,-,-
'166:23:06.720',-,0.000,-,2.815,-,-
'166:23:06.728',-,0.000,-,2.902,-,-
'166:23:06.736',-,0.000,-,2.717,-,-
'166:23:06.744',-,0.000,-,2.902,-,-
'166:23:06.752',-,0.000,-,2.717,-,-
'166:23:06.760',-,0.000,-,2.989,-,-
'166:23:06.768',-,0.000,-,2.717,-,-
'166:23:06.776',-,0.000,-,2.902,-,-
'166:23:06.784',-,-0.069,-,2.717,-,-
'166:23:06.792',-,-0.069,-,2.902,-,-
'166:23:06.800',-,0.000,-,2.717,-,-
'166:23:06.808',-,-0.069,-,2.902,-,-
'166:23:06.816',-,0.000,-,3.174,-,-
'166:23:06.824',-,-0.138,-,3.543,-,-
'166:23:06.832',-,0.000,-,3.543,-,-
'166:23:06.840',-,-0.069,-,3.717,-,-
'166:23:06.848',-,0.000,-,3.543,-,-
'166:23:06.856',-,0.000,-,3.543,-,-
'166:23:06.864',-,0.000,-,3.174,-,-
'166:23:06.872',-,0.000,-,3.272,-,-
'166:23:06.880',-,0.000,-,2.543,-,-
'166:23:06.888',-,0.000,-,2.359,-,-
'166:23:06.896',-,0.000,-,2.087,-,-
'166:23:06.904',-,0.000,-,1.989,-,-
'166:23:06.912',-,0.000,-,1.543,-,-
'166:23:06.920',-,0.000,-,1.446,-,-
'166:23:06.928',-,0.000,-,1.543,-,-
'166:23:06.936',-,-0.069,-,1.174,-,-
'166:23:06.944',-,-0.069,-,1.272,-,-
'166:23:06.952',-,0.000,-,0.989,-,-
'166:23:06.960',-,-0.069,-,1.174,-,-
'166:23:06.968',-,0.000,-,0.815,-,-
'166:23:06.976',-,0.000,-,0.989,-,-
'166:23:06.984',-,-0.069,-,0.630,-,-
'166:23:06.992',-,-0.069,-,0.717,-,-
'166:23:07.000',-,0.000,-,0.543,-,-
'166:23:07.008',-,0.000,-,0.630,-,-
'166:23:07.016',-,0.069,-,0.446,-,-
'166:23:07.024',-,0.138,-,0.543,-,-
'166:23:07.032',-,0.138,-,0.087,-,-
'166:23:07.040',-,0.000,-,0.174,-,-
'166:23:07.048',-,0.000,-,0.000,-,-
'166:23:07.056',-,-0.069,-,0.174,-,-
'166:23:07.064',-,-0.069,-,0.087,-,-
'166:23:07.072',-,0.000,-,0.359,-,-
'166:23:07.080',-,0.000,-,0.174,-,-
'166:23:07.088',-,-0.138,-,0.359,-,-
'166:23:07.096',-,-0.138,-,0.087,-,-
'166:23:07.104',-,-0.138,-,0.000,-,-
'166:23:07.112',-,-0.138,-,0.272,-,-
'166:23:07.120',-,-0.069,-,0.000,-,-
'166:23:07.128',-,0.000,-,0.174,-,-
'166:23:07.136',-,0.000,-,0.000,-,-
'166:23:07.144',-,0.000,-,0.272,-,-
'166:23:07.152',-,0.000,-,0.000,-,-
'166:23:07.160',-,0.000,-,0.272,-,-
'166:23:07.168',-,0.000,-,0.087,-,-
'166:23:07.176',-,0.000,-,0.272,-,-
'166:23:07.184',-,-0.069,-,0.000,-,-
'166:23:07.192',-,-0.138,-,0.174,-,-
'166:23:07.200',-,-0.069,-,0.000,-,-
'166:23:07.208',-,-0.138,-,0.359,-,-
'166:23:07.216',-,-0.069,-,0.000,-,-
'166:23:07.224',-,-0.138,-,0.000,-,-
'166:23:07.232',-,-0.138,-,-0.174,-,-
'166:23:07.240',-,-0.138,-,0.000,-,-
'166:23:07.248',-,-0.069,-,-0.087,-,-
'166:23:07.256',-,-0.069,-,0.087,-,-
'166:23:07.264',-,0.000,-,0.000,-,-
'166:23:07.272',-,-0.138,-,0.272,-,-
'166:23:07.280',-,0.000,-,0.359,-,-
'166:23:07.288',-,0.000,-,0.543,-,-
'166:23:07.296',-,0.000,-,0.543,-,-
'166:23:07.304',-,0.000,-,0.815,-,-
'166:23:07.312',-,0.000,-,0.717,-,-
'166:23:07.320',-,0.000,-,0.989,-,-
'166:23:07.328',-,0.000,-,0.989,-,-
'166:23:07.336',-,0.000,-,0.989,-,-
'166:23:07.344',-,0.000,-,1.272,-,-
'166:23:07.352',-,0.000,-,1.174,-,-
'166:23:07.360',-,-0.069,-,1.543,-,-
'166:23:07.368',-,0.000,-,1.359,-,-
'166:23:07.376',-,-0.069,-,1.630,-,-
'166:23:07.384',-,-0.138,-,1.543,-,-
'166:23:07.392',-,-0.069,-,1.717,-,-
'166:23:07.400',-,-0.069,-,1.543,-,-
'166:23:07.408',-,-0.138,-,1.717,-,-
'166:23:07.416',-,-0.069,-,1.543,-,-
'166:23:07.424',-,-0.069,-,1.717,-,-
'166:23:07.432',-,-0.069,-,1.543,-,-
'166:23:07.440',-,-0.138,-,1.717,-,-
'166:23:07.448',-,0.000,-,1.543,-,-
'166:23:07.456',-,-0.069,-,1.717,-,-
'166:23:07.464',-,0.000,-,1.543,-,-
'166:23:07.472',-,-0.069,-,1.717,-,-
'166:23:07.480',-,0.000,-,1.630,-,-
'166:23:07.488',-,0.000,-,1.902,-,-
'166:23:07.496',-,0.000,-,1.717,-,-
'166:23:07.504',-,0.000,-,1.989,-,-
'166:23:07.512',-,0.000,-,1.902,-,-
'166:23:07.520',-,-0.069,-,1.902,-,-
'166:23:07.528',-,0.000,-,2.174,-,-
'166:23:07.536',-,-0.069,-,1.902,-,-
'166:23:07.544',-,-0.069,-,2.174,-,-
'166:23:07.552',-,-0.138,-,1.989,-,-
'166:23:07.560',-,-0.138,-,3.174,-,-
'166:23:07.568',-,-0.069,-,2.989,-,-
'166:23:07.576',-,-0.138,-,3.272,-,-
'166:23:07.584',-,-0.138,-,2.989,-,-
'166:23:07.592',-,-0.138,-,3.174,-,-
'166:23:07.600',-,-0.069,-,2.989,-,-
'166:23:07.608',-,-0.138,-,3.174,-,-
'166:23:07.616',-,0.000,-,2.902,-,-
'166:23:07.624',-,0.000,-,3.174,-,-
'166:23:07.632',-,0.207,-,2.815,-,-
'166:23:07.640',-,0.276,-,2.717,-,-
'166:23:07.648',-,0.276,-,2.446,-,-
'166:23:07.656',-,0.276,-,2.815,-,-
'166:23:07.664',-,0.276,-,2.717,-,-
'166:23:07.672',-,0.000,-,2.989,-,-
'166:23:07.680',-,-0.069,-,2.902,-,-
'166:23:07.688',-,-0.138,-,2.989,-,-
'166:23:07.696',-,-0.138,-,2.815,-,-
'166:23:07.704',-,-0.069,-,2.902,-,-
'166:23:07.712',-,-0.138,-,2.989,-,-
'166:23:07.720',-,-0.207,-,2.717,-,-
'166:23:07.728',-,-0.138,-,2.902,-,-
'166:23:07.736',-,-0.138,-,2.717,-,-
'166:23:07.744',-,-0.207,-,2.902,-,-
'166:23:07.752',-,-0.138,-,2.717,-,-
'166:23:07.760',-,-0.138,-,2.902,-,-
'166:23:07.768',-,-0.138,-,2.630,-,-
'166:23:07.776',-,-0.138,-,2.815,-,-
'166:23:07.784',-,-0.069,-,2.630,-,-
'166:23:07.792',-,-0.207,-,2.815,-,-
'166:23:07.800',-,-0.069,-,2.717,-,-
'166:23:07.808',-,-0.138,-,2.902,-,-
'166:23:07.816',-,-0.138,-,2.717,-,-
'166:23:07.824',-,-0.138,-,2.902,-,-
'166:23:07.832',-,-0.138,-,2.717,-,-
'166:23:07.840',-,-0.138,-,2.902,-,-
'166:23:07.848',-,-0.138,-,2.717,-,-
'166:23:07.856',-,-0.138,-,2.815,-,-
'166:23:07.864',-,-0.138,-,2.630,-,-
'166:23:07.872',-,-0.207,-,2.815,-,-
'166:23:07.880',-,-0.138,-,2.630,-,-
'166:23:07.888',-,-0.207,-,2.717,-,-
'166:23:07.896',-,-0.207,-,2.543,-,-
'166:23:07.904',-,-0.207,-,2.717,-,-
'166:23:07.912',-,-0.276,-,2.543,-,-
'166:23:07.920',-,-0.138,-,2.543,-,-
'166:23:07.928',-,-0.138,-,2.630,-,-
'166:23:07.936',-,-0.138,-,2.446,-,-
'166:23:07.944',-,-0.138,-,2.630,-,-
'166:23:07.952',-,-0.138,-,2.359,-,-
'166:23:07.960',-,-0.069,-,2.543,-,-
'166:23:07.968',-,-0.138,-,2.359,-,-
'166:23:07.976',-,-0.069,-,2.446,-,-
'166:23:07.984',-,0.000,-,2.272,-,-
'166:23:07.992',-,-0.138,-,2.359,-,-
'166:23:08.000',-,-0.069,-,2.174,-,-
'166:23:08.008',-,0.000,-,2.359,-,-
'166:23:08.016',-,-0.138,-,2.174,-,-
'166:23:08.024',-,-0.069,-,2.174,-,-
'166:23:08.032',-,-0.069,-,1.902,-,-
'166:23:08.040',-,-0.069,-,2.174,-,-
'166:23:08.048',-,0.000,-,1.902,-,-
'166:23:08.056',-,0.000,-,2.087,-,-
'166:23:08.064',-,-0.069,-,1.815,-,-
'166:23:08.072',-,0.000,-,1.989,-,-
'166:23:08.080',-,0.000,-,1.902,-,-
'166:23:08.088',-,0.000,-,1.902,-,-
'166:23:08.096',-,0.000,-,1.717,-,-
'166:23:08.104',-,0.000,-,1.902,-,-
'166:23:08.112',-,0.000,-,1.902,-,-
'166:23:08.120',-,0.000,-,1.717,-,-
'166:23:08.128',-,0.000,-,1.902,-,-
'166:23:08.136',-,0.000,-,1.717,-,-
'166:23:08.144',-,-0.069,-,1.902,-,-
'166:23:08.152',-,0.000,-,1.717,-,-
'166:23:08.160',-,-0.069,-,1.902,-,-
'166:23:08.168',-,0.000,-,1.717,-,-
'166:23:08.176',-,-0.069,-,1.815,-,-
'166:23:08.184',-,0.000,-,1.717,-,-
'166:23:08.192',-,-0.138,-,1.815,-,-
'166:23:08.200',-,-0.069,-,1.630,-,-
'166:23:08.208',-,-0.069,-,1.717,-,-
'166:23:08.216',-,-0.069,-,1.543,-,-
'166:23:08.224',-,0.000,-,1.717,-,-
'166:23:08.232',-,0.000,-,1.543,-,-
'166:23:08.240',-,0.138,-,1.717,-,-
'166:23:08.248',-,0.207,-,1.359,-,-
'166:23:08.256',-,0.069,-,1.446,-,-
'166:23:08.264',-,0.000,-,1.174,-,-
'166:23:08.272',-,-0.138,-,1.446,-,-
'166:23:08.280',-,-0.207,-,1.359,-,-
'166:23:08.288',-,-0.356,-,1.543,-,-
'166:23:08.296',-,-0.276,-,1.446,-,-
'166:23:08.304',-,-0.356,-,1.543,-,-
'166:23:08.312',-,-0.207,-,1.446,-,-
'166:23:08.320',-,-0.207,-,1.543,-,-
'166:23:08.328',-,-0.138,-,1.630,-,-
'166:23:08.336',-,-0.138,-,1.446,-,-
'166:23:08.344',-,0.000,-,1.543,-,-
'166:23:08.352',-,0.000,-,1.446,-,-
'166:23:08.360',-,0.000,-,1.630,-,-
'166:23:08.368',-,0.000,-,1.446,-,-
'166:23:08.376',-,0.000,-,1.630,-,-
'166:23:08.384',-,0.000,-,1.446,-,-
'166:23:08.392',-,0.000,-,1.630,-,-
'166:23:08.400',-,0.000,-,1.446,-,-
'166:23:08.408',-,0.000,-,1.543,-,-
'166:23:08.416',-,0.000,-,1.359,-,-
'166:23:08.424',-,0.000,-,1.543,-,-
'166:23:08.432',-,0.000,-,1.272,-,-
'166:23:08.440',-,0.000,-,1.543,-,-
'166:23:08.448',-,0.000,-,1.272,-,-
'166:23:08.456',-,0.000,-,1.446,-,-
'166:23:08.464',-,0.069,-,1.272,-,-
'166:23:08.472',-,0.000,-,1.446,-,-
'166:23:08.480',-,0.000,-,1.174,-,-
'166:23:08.488',-,0.000,-,1.359,-,-
'166:23:08.496',-,0.069,-,1.174,-,-
'166:23:08.504',-,0.000,-,1.359,-,-
'166:23:08.512',-,0.069,-,1.174,-,-
'166:23:08.520',-,0.069,-,1.359,-,-
'166:23:08.528',-,0.069,-,1.174,-,-
'166:23:08.536',-,0.138,-,1.359,-,-
'166:23:08.544',-,0.069,-,1.359,-,-
'166:23:08.552',-,0.000,-,1.174,-,-
'166:23:08.560',-,0.000,-,1.359,-,-
'166:23:08.568',-,0.000,-,1.272,-,-
'166:23:08.576',-,0.000,-,1.446,-,-
'166:23:08.584',-,0.000,-,1.272,-,-
'166:23:08.592',-,0.000,-,1.446,-,-
'166:23:08.600',-,0.000,-,1.272,-,-
'166:23:08.608',-,-0.069,-,1.446,-,-
'166:23:08.616',-,0.000,-,1.272,-,-
'166:23:08.624',-,-0.069,-,1.446,-,-
'166:23:08.632',-,-0.069,-,1.272,-,-
'166:23:08.640',-,-0.069,-,1.446,-,-
'166:23:08.648',-,0.000,-,1.272,-,-
'166:23:08.656',-,-0.069,-,1.359,-,-
'166:23:08.664',-,0.000,-,1.272,-,-
'166:23:08.672',-,0.000,-,1.446,-,-
'166:23:08.680',-,0.000,-,1.272,-,-
'166:23:08.688',-,0.000,-,1.446,-,-
'166:23:08.696',-,0.000,-,1.272,-,-
'166:23:08.704',-,0.000,-,1.359,-,-
'166:23:08.712',-,0.069,-,1.174,-,-
'166:23:08.720',-,0.000,-,1.359,-,-
'166:23:08.728',-,0.000,-,1.272,-,-
'166:23:08.736',-,0.000,-,1.359,-,-
'166:23:08.744',-,0.000,-,1.446,-,-
'166:23:08.752',-,0.000,-,1.272,-,-
'166:23:08.760',-,0.000,-,1.359,-,-
'166:23:08.768',-,0.000,-,1.272,-,-
'166:23:08.776',-,-0.069,-,1.359,-,-
'166:23:08.784',-,-0.069,-,1.174,-,-
'166:23:08.792',-,-0.069,-,1.359,-,-
'166:23:08.800',-,0.000,-,1.174,-,-
'166:23:08.808',-,-0.069,-,1.359,-,-
'166:23:08.816',-,-0.069,-,1.087,-,-
'166:23:08.824',-,-0.069,-,1.359,-,-
'166:23:08.832',-,0.000,-,1.087,-,-
'166:23:08.840',-,0.000,-,1.359,-,-
'166:23:08.848',-,0.069,-,1.174,-,-
'166:23:08.856',-,0.138,-,1.174,-,-
'166:23:08.864',-,0.069,-,0.902,-,-
'166:23:08.872',-,0.000,-,0.989,-,-
'166:23:08.880',-,-0.069,-,0.815,-,-
'166:23:08.888',-,-0.138,-,0.989,-,-
'166:23:08.896',-,-0.138,-,0.989,-,-
'166:23:08.904',-,-0.138,-,1.174,-,-
'166:23:08.912',-,-0.138,-,0.989,-,-
'166:23:08.920',-,-0.207,-,1.174,-,-
'166:23:08.928',-,-0.138,-,0.989,-,-
'166:23:08.936',-,-0.138,-,1.174,-,-
'166:23:08.944',-,-0.069,-,1.174,-,-
'166:23:08.952',-,0.000,-,0.989,-,-
'166:23:08.960',-,0.000,-,1.174,-,-
'166:23:08.968',-,0.000,-,0.989,-,-
'166:23:08.976',-,0.000,-,1.087,-,-
'166:23:08.984',-,0.000,-,0.815,-,-
'166:23:08.992',-,0.000,-,0.989,-,-
'166:23:09.000',-,0.000,-,0.717,-,-
'166:23:09.008',-,0.000,-,0.815,-,-
'166:23:09.016',-,0.000,-,0.543,-,-
'166:23:09.024',-,0.000,-,0.630,-,-
'166:23:09.032',-,0.069,-,0.359,-,-
'166:23:09.040',-,0.000,-,0.543,-,-
'166:23:09.048',-,0.069,-,0.174,-,-
'166:23:09.056',-,0.069,-,0.000,-,-
'166:23:09.064',-,0.138,-,-0.446,-,-
'166:23:09.072',-,0.069,-,-0.359,-,-
'166:23:09.080',-,0.138,-,-0.543,-,-
'166:23:09.088',-,0.138,-,-0.359,-,-
'166:23:09.096',-,0.138,-,-0.543,-,-
'166:23:09.104',-,0.138,-,-0.359,-,-
'166:23:09.112',-,0.138,-,-0.543,-,-
'166:23:09.120',-,0.138,-,-0.359,-,-
'166:23:09.128',-,0.138,-,-0.543,-,-
'166:23:09.136',-,0.138,-,-0.446,-,-
'166:23:09.144',-,0.138,-,-0.359,-,-
'166:23:09.152',-,0.138,-,-0.630,-,-
'166:23:09.160',-,0.138,-,-0.446,-,-
'166:23:09.168',-,0.138,-,-0.543,-,-
'166:23:09.176',-,0.069,-,-0.446,-,-
'166:23:09.184',-,0.138,-,-0.543,-,-
'166:23:09.192',-,0.069,-,-0.446,-,-
'166:23:09.200',-,0.069,-,-0.630,-,-
'166:23:09.208',-,0.000,-,-0.446,-,-
'166:23:09.216',-,0.069,-,-0.543,-,-
'166:23:09.224',-,0.000,-,-0.359,-,-
'166:23:09.232',-,0.000,-,-0.630,-,-
'166:23:09.240',-,0.000,-,-0.359,-,-
'166:23:09.248',-,0.000,-,-0.630,-,-
'166:23:09.256',-,0.000,-,-0.446,-,-
'166:23:09.264',-,0.069,-,-0.630,-,-
'166:23:09.272',-,0.069,-,-0.359,-,-
'166:23:09.280',-,0.069,-,-0.543,-,-
'166:23:09.288',-,0.069,-,-0.272,-,-
'166:23:09.296',-,0.138,-,-0.543,-,-
'166:23:09.304',-,0.138,-,-0.272,-,-
'166:23:09.312',-,0.138,-,-0.543,-,-
'166:23:09.320',-,0.138,-,-0.630,-,-
'166:23:09.328',-,0.138,-,-0.359,-,-
'166:23:09.336',-,0.138,-,-0.630,-,-
'166:23:09.344',-,0.138,-,-0.359,-,-
'166:23:09.352',-,0.069,-,-0.630,-,-
'166:23:09.360',-,0.069,-,-0.446,-,-
'166:23:09.368',-,0.069,-,-0.630,-,-
'166:23:09.376',-,0.069,-,-0.359,-,-
'166:23:09.384',-,0.000,-,-0.446,-,-
'166:23:09.392',-,0.000,-,-0.174,-,-
'166:23:09.400',-,0.069,-,-0.272,-,-
'166:23:09.408',-,0.000,-,0.000,-,-
'166:23:09.416',-,0.000,-,-0.174,-,-
'166:23:09.424',-,0.000,-,0.000,-,-
'166:23:09.432',-,0.000,-,-0.174,-,-
'166:23:09.440',-,0.000,-,0.000,-,-
'166:23:09.448',-,0.138,-,-0.174,-,-
'166:23:09.456',-,0.138,-,0.000,-,-
'166:23:09.464',-,0.207,-,-0.359,-,-
'166:23:09.472',-,0.000,-,-0.272,-,-
'166:23:09.480',-,-0.069,-,-0.630,-,-
'166:23:09.488',-,-0.138,-,-0.446,-,-
'166:23:09.496',-,-0.069,-,-0.630,-,-
'166:23:09.504',-,-0.069,-,-0.272,-,-
'166:23:09.512',-,0.000,-,-0.359,-,-
'166:23:09.520',-,-0.138,-,-0.174,-,-
'166:23:09.528',-,-0.069,-,-0.272,-,-
'166:23:09.536',-,-0.138,-,-0.359,-,-
'166:23:09.544',-,-0.069,-,-0.174,-,-
'166:23:09.552',-,0.000,-,-0.359,-,-
'166:23:09.560',-,0.000,-,-0.174,-,-
'166:23:09.568',-,0.000,-,-0.446,-,-
'166:23:09.576',-,0.069,-,-0.359,-,-
'166:23:09.584',-,0.069,-,-0.630,-,-
'166:23:09.592',-,0.000,-,-0.446,-,-
'166:23:09.600',-,0.069,-,-0.630,-,-
'166:23:09.608',-,0.000,-,-0.543,-,-
'166:23:09.616',-,0.069,-,-0.815,-,-
'166:23:09.624',-,0.000,-,-0.630,-,-
'166:23:09.632',-,0.069,-,-1.087,-,-
'166:23:09.640',-,0.138,-,-0.989,-,-
'166:23:09.648',-,0.138,-,-1.543,-,-
'166:23:09.656',-,0.069,-,-1.446,-,-
'166:23:09.664',-,0.138,-,-1.815,-,-
'166:23:09.672',-,0.069,-,-1.630,-,-
'166:23:09.680',-,0.138,-,-1.989,-,-
'166:23:09.688',-,0.138,-,-1.815,-,-
'166:23:09.696',-,0.138,-,-2.174,-,-
'166:23:09.704',-,0.138,-,-1.989,-,-
'166:23:09.712',-,0.138,-,-2.272,-,-
'166:23:09.720',-,0.207,-,-2.174,-,-
'166:23:09.728',-,0.138,-,-2.446,-,-
'166:23:09.736',-,0.207,-,-2.543,-,-
'166:23:09.744',-,0.138,-,-2.446,-,-
'166:23:09.752',-,0.207,-,-2.815,-,-
'166:23:09.760',-,0.207,-,-2.543,-,-
'166:23:09.768',-,0.138,-,-2.717,-,-
'166:23:09.776',-,0.138,-,-2.359,-,-
'166:23:09.784',-,0.138,-,-2.630,-,-
'166:23:09.792',-,0.138,-,-2.630,-,-
'166:23:09.800',-,0.138,-,-2.989,-,-
'166:23:09.808',-,0.069,-,-2.717,-,-
'166:23:09.816',-,0.138,-,-2.902,-,-
'166:23:09.824',-,0.069,-,-2.630,-,-
'166:23:09.832',-,0.138,-,-2.902,-,-
'166:23:09.840',-,0.069,-,-2.630,-,-
'166:23:09.848',-,0.138,-,-2.815,-,-
'166:23:09.856',-,0.069,-,-2.446,-,-
'166:23:09.864',-,0.138,-,-2.630,-,-
'166:23:09.872',-,0.138,-,-2.359,-,-
'166:23:09.880',-,0.138,-,-2.630,-,-
'166:23:09.888',-,0.138,-,-2.359,-,-
'166:23:09.896',-,0.207,-,-2.630,-,-
'166:23:09.904',-,0.138,-,-2.359,-,-
'166:23:09.912',-,0.276,-,-2.630,-,-
'166:23:09.920',-,0.207,-,-2.630,-,-
'166:23:09.928',-,0.276,-,-2.359,-,-
'166:23:09.936',-,0.276,-,-2.630,-,-
'166:23:09.944',-,0.207,-,-2.359,-,-
'166:23:09.952',-,0.207,-,-2.630,-,-
'166:23:09.960',-,0.207,-,-2.272,-,-
'166:23:09.968',-,0.138,-,-2.630,-,-
'166:23:09.976',-,0.138,-,-2.272,-,-
'166:23:09.984',-,0.138,-,-2.543,-,-
'166:23:09.992',-,0.138,-,-2.174,-,-
'166:23:10.000',-,0.069,-,-2.543,-,-
'166:23:10.008',-,0.069,-,-2.174,-,-
