'Elapsed time','II','AVF','MCL1','ABP','PAP'
'120:59:44.944',0.040,0.053,-,-,-
'120:59:44.952',0.040,0.044,-,-,-
'120:59:44.960',0.032,0.061,-,-,-
'120:59:44.968',0.032,0.026,-,-,-
'120:59:44.976',0.064,0.035,-,-,-
'120:59:44.984',0.064,0.053,-,-,-
'120:59:44.992',0.032,0.018,-,-,-
'120:59:45.000',0.064,0.000,-,-,-
'120:59:45.008',0.072,0.070,-,-,-
'120:59:45.016',-0.048,0.000,-,-,-
'120:59:45.024',-0.120,-0.053,-,-,-
'120:59:45.032',-0.160,-0.061,-,-,-
'120:59:45.040',-0.232,-0.114,-,-,-
'120:59:45.048',-0.264,-0.263,-,-,-
'120:59:45.056',0.000,-0.289,-,-,-
'120:59:45.064',0.456,0.070,-,-,-
'120:59:45.072',0.664,0.667,-,-,-
'120:59:45.080',0.416,0.763,-,-,-
'120:59:45.088',0.080,0.184,-,-,-
'120:59:45.096',0.024,-0.079,-,-,-
'120:59:45.104',0.152,-0.088,-,-,-
'120:59:45.112',0.072,0.088,-,-,-
'120:59:45.120',-0.112,-0.061,-,-,-
'120:59:45.128',-0.144,-0.096,-,-,-
'120:59:45.136',-0.032,-0.018,-,-,-
'120:59:45.144',0.024,0.000,-,-,-
'120:59:45.152',0.072,-0.009,-,-,-
'120:59:45.160',0.088,0.061,-,-,-
'120:59:45.168',0.024,0.035,-,-,-
'120:59:45.176',-0.040,-0.018,-,-,-
'120:59:45.184',-0.056,-0.070,-,-,-
'120:59:45.192',0.000,-0.026,-,-,-
'120:59:45.200',0.032,0.000,-,-,-
'120:59:45.208',0.040,-0.009,-,-,-
'120:59:45.216',-0.016,0.000,-,-,-
'120:59:45.224',-0.104,-0.079,-,-,-
'120:59:45.232',-0.136,-0.132,-,-,-
'120:59:45.240',-0.096,-0.096,-,-,-
'120:59:45.248',-0.048,-0.079,-,-,-
'120:59:45.256',-0.040,-0.061,-,-,-
'120:59:45.264',-0.096,-0.114,-,-,-
'120:59:45.272',-0.160,-0.149,-,-,-
'120:59:45.280',-0.176,-0.211,-,-,-
'120:59:45.288',-0.128,-0.211,-,-,-
'120:59:45.296',-0.088,-0.149,-,-,-
'120:59:45.304',-0.040,-0.158,-,-,-
'120:59:45.312',0.024,-0.053,-,-,-
'120:59:45.320',0.040,0.009,-,-,-
'120:59:45.328',-0.016,0.018,-,-,-
'120:59:45.336',-0.056,-0.018,-,-,-
'120:59:45.344',-0.040,-0.026,-,-,-
'120:59:45.352',0.016,0.035,-,-,-
'120:59:45.360',0.056,0.053,-,-,-
'120:59:45.368',0.080,0.053,-,-,-
'120:59:45.376',0.088,0.061,-,-,-
'120:59:45.384',0.064,0.044,-,-,-
'120:59:45.392',0.056,0.009,-,-,-
'120:59:45.400',0.128,0.053,-,-,-
'120:59:45.408',0.064,0.114,-,-,-
'120:59:45.416',-0.024,-0.026,-,-,-
'120:59:45.424',0.048,-0.053,-,-,-
'120:59:45.432',0.088,0.053,-,-,-
'120:59:45.440',-0.056,0.079,-,-,-
'120:59:45.448',-0.152,-0.061,-,-,-
'120:59:45.456',-0.104,-0.088,-,-,-
'120:59:45.464',-0.056,-0.044,-,-,-
'120:59:45.472',-0.088,-0.035,-,-,-
'120:59:45.480',-0.152,-0.114,-,-,-
'120:59:45.488',-0.192,-0.158,-,-,-
'120:59:45.496',-0.176,-0.167,-,-,-
'120:59:45.504',-0.168,-0.149,-,-,-
'120:59:45.512',-0.152,-0.158,-,-,-
'120:59:45.520',-0.096,-0.114,-,-,-
'120:59:45.528',-0.008,-0.061,-,-,-
'120:59:45.536',0.096,0.018,-,-,-
'120:59:45.544',0.200,0.096,-,-,-
'120:59:45.552',0.224,0.132,-,-,-
'120:59:45.560',0.016,0.158,-,-,-
'120:59:45.568',-0.184,-0.061,-,-,-
'120:59:45.576',-0.208,-0.140,-,-,-
'120:59:45.584',0.072,-0.167,-,-,-
'120:59:45.592',0.536,0.123,-,-,-
'120:59:45.600',0.856,0.684,-,-,-
'120:59:45.608',0.672,0.912,-,-,-
'120:59:45.616',0.232,0.386,-,-,-
'120:59:45.624',0.000,0.000,-,-,-
'120:59:45.632',-0.008,-0.096,-,-,-
'120:59:45.640',0.016,-0.018,-,-,-
'120:59:45.648',-0.104,-0.061,-,-,-
'120:59:45.656',-0.120,-0.096,-,-,-
'120:59:45.664',0.008,-0.053,-,-,-
'120:59:45.672',0.032,0.035,-,-,-
'120:59:45.680',-0.088,-0.061,-,-,-
'120:59:45.688',-0.176,-0.096,-,-,-
'120:59:45.696',-0.184,-0.158,-,-,-
'120:59:45.704',-0.136,-0.167,-,-,-
'120:59:45.712',-0.168,-0.123,-,-,-
'120:59:45.720',-0.232,-0.211,-,-,-
'120:59:45.728',-0.192,-0.211,-,-,-
'120:59:45.736',-0.072,-0.132,-,-,-
'120:59:45.744',0.016,-0.035,-,-,-
'120:59:45.752',0.024,0.018,-,-,-
'120:59:45.760',0.008,0.000,-,-,-
'120:59:45.768',0.040,0.000,-,-,-
'120:59:45.776',0.064,0.018,-,-,-
'120:59:45.784',0.032,0.044,-,-,-
'120:59:45.792',-0.016,-0.018,-,-,-
'120:59:45.800',-0.024,-0.018,-,-,-
'120:59:45.808',-0.008,-0.026,-,-,-
'120:59:45.816',0.000,-0.018,-,-,-
'120:59:45.824',0.008,-0.009,-,-,-
'120:59:45.832',0.032,-0.026,-,-,-
'120:59:45.840',0.016,0.018,-,-,-
'120:59:45.848',-0.032,-0.061,-,-,-
'120:59:45.856',-0.032,-0.018,-,-,-
'120:59:45.864',0.048,-0.009,-,-,-
'120:59:45.872',0.088,0.035,-,-,-
'120:59:45.880',0.056,0.053,-,-,-
'120:59:45.888',-0.008,0.000,-,-,-
'120:59:45.896',-0.056,-0.018,-,-,-
'120:59:45.904',-0.104,-0.044,-,-,-
'120:59:45.912',-0.152,-0.096,-,-,-
'120:59:45.920',-0.192,-0.132,-,-,-
'120:59:45.928',-0.200,-0.149,-,-,-
'120:59:45.936',-0.168,-0.158,-,-,-
'120:59:45.944',-0.120,-0.123,-,-,-
'120:59:45.952',-0.056,-0.070,-,-,-
'120:59:45.960',0.000,-0.009,-,-,-
'120:59:45.968',0.040,0.044,-,-,-
'120:59:45.976',0.064,0.070,-,-,-
'120:59:45.984',0.064,0.053,-,-,-
'120:59:45.992',0.064,0.079,-,-,-
'120:59:46.000',0.064,0.070,-,-,-
'120:59:46.008',0.064,0.079,-,-,-
'120:59:46.016',0.056,0.061,-,-,-
'120:59:46.024',0.056,0.070,-,-,-
'120:59:46.032',0.056,0.053,-,-,-
'120:59:46.040',0.056,0.061,-,-,-
'120:59:46.048',0.048,0.044,-,-,-
'120:59:46.056',0.032,0.053,-,-,-
'120:59:46.064',0.024,0.026,-,-,-
'120:59:46.072',0.008,0.035,-,-,-
'120:59:46.080',0.000,0.018,-,-,-
'120:59:46.088',-0.008,0.018,-,-,-
'120:59:46.096',-0.008,0.000,-,-,-
'120:59:46.104',-0.016,0.009,-,-,-
'120:59:46.112',-0.048,-0.018,-,-,-
'120:59:46.120',-0.096,-0.053,-,-,-
'120:59:46.128',-0.136,-0.096,-,-,-
'120:59:46.136',-0.144,-0.096,-,-,-
'120:59:46.144',-0.144,-0.114,-,-,-
'120:59:46.152',-0.128,-0.123,-,-,-
'120:59:46.160',-0.080,-0.088,-,-,-
'120:59:46.168',-0.016,-0.018,-,-,-
'120:59:46.176',0.032,0.035,-,-,-
'120:59:46.184',0.048,0.061,-,-,-
'120:59:46.192',0.048,0.070,-,-,-
'120:59:46.200',0.048,0.053,-,-,-
'120:59:46.208',0.056,0.070,-,-,-
'120:59:46.216',0.056,0.061,-,-,-
'120:59:46.224',0.056,0.070,-,-,-
'120:59:46.232',0.048,0.044,-,-,-
'120:59:46.240',0.048,0.061,-,-,-
'120:59:46.248',0.040,0.044,-,-,-
'120:59:46.256',0.032,0.053,-,-,-
'120:59:46.264',-0.008,0.018,-,-,-
'120:59:46.272',-0.040,-0.018,-,-,-
'120:59:46.280',0.032,-0.096,-,-,-
'120:59:46.288',0.368,0.000,-,-,-
'120:59:46.296',0.784,0.439,-,-,-
'120:59:46.304',0.872,0.895,-,-,-
'120:59:46.312',0.448,0.632,-,-,-
'120:59:46.320',0.016,0.211,-,-,-
'120:59:46.328',-0.184,-0.175,-,-,-
'120:59:46.336',-0.200,-0.211,-,-,-
'120:59:46.344',-0.152,-0.167,-,-,-
'120:59:46.352',-0.152,-0.149,-,-,-
'120:59:46.360',-0.152,-0.140,-,-,-
'120:59:46.368',-0.128,-0.158,-,-,-
'120:59:46.376',-0.080,-0.105,-,-,-
'120:59:46.384',-0.024,-0.061,-,-,-
'120:59:46.392',0.024,0.009,-,-,-
'120:59:46.400',0.040,0.026,-,-,-
'120:59:46.408',0.032,0.035,-,-,-
'120:59:46.416',0.032,0.018,-,-,-
'120:59:46.424',0.048,0.026,-,-,-
'120:59:46.432',0.048,0.044,-,-,-
'120:59:46.440',0.048,0.035,-,-,-
'120:59:46.448',0.040,0.018,-,-,-
'120:59:46.456',0.048,0.026,-,-,-
'120:59:46.464',0.048,0.018,-,-,-
'120:59:46.472',0.040,0.018,-,-,-
'120:59:46.480',0.032,0.009,-,-,-
'120:59:46.488',0.024,0.009,-,-,-
'120:59:46.496',0.024,-0.009,-,-,-
'120:59:46.504',0.016,0.000,-,-,-
'120:59:46.512',0.008,-0.018,-,-,-
'120:59:46.520',0.008,-0.018,-,-,-
'120:59:46.528',0.000,-0.018,-,-,-
'120:59:46.536',-0.016,-0.035,-,-,-
'120:59:46.544',-0.048,-0.070,-,-,-
'120:59:46.552',-0.080,-0.105,-,-,-
'120:59:46.560',-0.104,-0.132,-,-,-
'120:59:46.568',-0.120,-0.140,-,-,-
'120:59:46.576',-0.120,-0.132,-,-,-
'120:59:46.584',-0.112,-0.132,-,-,-
'120:59:46.592',-0.080,-0.096,-,-,-
'120:59:46.600',-0.024,-0.044,-,-,-
'120:59:46.608',0.024,0.009,-,-,-
'120:59:46.616',0.056,0.053,-,-,-
'120:59:46.624',0.064,0.079,-,-,-
'120:59:46.632',0.056,0.053,-,-,-
'120:59:46.640',0.064,0.053,-,-,-
'120:59:46.648',0.072,0.061,-,-,-
'120:59:46.656',0.072,0.070,-,-,-
'120:59:46.664',0.072,0.061,-,-,-
'120:59:46.672',0.064,0.070,-,-,-
'120:59:46.680',0.064,0.053,-,-,-
'120:59:46.688',0.064,0.061,-,-,-
'120:59:46.696',0.056,0.053,-,-,-
'120:59:46.704',0.048,0.044,-,-,-
'120:59:46.712',0.040,0.053,-,-,-
'120:59:46.720',0.032,0.026,-,-,-
'120:59:46.728',0.016,0.035,-,-,-
'120:59:46.736',-0.040,0.018,-,-,-
'120:59:46.744',-0.096,-0.079,-,-,-
'120:59:46.752',0.024,-0.158,-,-,-
'120:59:46.760',0.416,0.018,-,-,-
'120:59:46.768',0.768,0.553,-,-,-
'120:59:46.776',0.632,0.842,-,-,-
'120:59:46.784',0.168,0.368,-,-,-
'120:59:46.792',-0.176,-0.070,-,-,-
'120:59:46.800',-0.256,-0.289,-,-,-
'120:59:46.808',-0.176,-0.237,-,-,-
'120:59:46.816',-0.072,-0.105,-,-,-
'120:59:46.824',-0.008,-0.026,-,-,-
'120:59:46.832',0.016,0.000,-,-,-
'120:59:46.840',0.016,0.018,-,-,-
'120:59:46.848',0.016,0.009,-,-,-
'120:59:46.856',0.024,0.018,-,-,-
'120:59:46.864',0.032,0.018,-,-,-
'120:59:46.872',0.032,0.018,-,-,-
'120:59:46.880',0.032,0.009,-,-,-
'120:59:46.888',0.024,0.018,-,-,-
'120:59:46.896',0.024,0.009,-,-,-
'120:59:46.904',0.024,0.018,-,-,-
'120:59:46.912',0.016,0.000,-,-,-
'120:59:46.920',0.008,0.000,-,-,-
'120:59:46.928',0.008,0.000,-,-,-
'120:59:46.936',0.000,-0.018,-,-,-
'120:59:46.944',-0.008,-0.009,-,-,-
'120:59:46.952',-0.016,-0.026,-,-,-
'120:59:46.960',-0.024,-0.018,-,-,-
'120:59:46.968',-0.032,-0.044,-,-,-
'120:59:46.976',-0.056,-0.035,-,-,-
'120:59:46.984',-0.096,-0.088,-,-,-
'120:59:46.992',-0.128,-0.123,-,-,-
'120:59:47.000',-0.152,-0.149,-,-,-
'120:59:47.008',-0.168,-0.167,-,-,-
'120:59:47.016',-0.160,-0.184,-,-,-
'120:59:47.024',-0.128,-0.149,-,-,-
'120:59:47.032',-0.072,-0.114,-,-,-
'120:59:47.040',-0.016,-0.035,-,-,-
'120:59:47.048',0.032,0.018,-,-,-
'120:59:47.056',0.048,0.061,-,-,-
'120:59:47.064',0.048,0.053,-,-,-
'120:59:47.072',0.048,0.053,-,-,-
'120:59:47.080',0.048,0.044,-,-,-
'120:59:47.088',0.048,0.061,-,-,-
'120:59:47.096',0.048,0.053,-,-,-
'120:59:47.104',0.048,0.044,-,-,-
'120:59:47.112',0.040,0.053,-,-,-
'120:59:47.120',0.040,0.035,-,-,-
'120:59:47.128',0.032,0.053,-,-,-
'120:59:47.136',0.024,0.035,-,-,-
'120:59:47.144',0.016,0.044,-,-,-
'120:59:47.152',0.008,0.018,-,-,-
'120:59:47.160',0.000,0.018,-,-,-
'120:59:47.168',-0.008,0.000,-,-,-
'120:59:47.176',-0.008,0.009,-,-,-
'120:59:47.184',-0.024,0.000,-,-,-
'120:59:47.192',-0.080,-0.009,-,-,-
'120:59:47.200',-0.160,-0.123,-,-,-
'120:59:47.208',-0.168,-0.219,-,-,-
'120:59:47.216',0.208,-0.237,-,-,-
'120:59:47.224',0.624,0.316,-,-,-
'120:59:47.232',0.704,0.772,-,-,-
'120:59:47.240',0.288,0.474,-,-,-
'120:59:47.248',-0.032,0.053,-,-,-
'120:59:47.256',-0.096,-0.096,-,-,-
'120:59:47.264',-0.040,-0.123,-,-,-
'120:59:47.272',0.016,0.009,-,-,-
'120:59:47.280',0.024,0.018,-,-,-
'120:59:47.288',0.024,0.018,-,-,-
'120:59:47.296',0.024,0.018,-,-,-
'120:59:47.304',0.024,0.018,-,-,-
'120:59:47.312',0.024,0.026,-,-,-
'120:59:47.320',0.024,0.018,-,-,-
'120:59:47.328',0.016,0.026,-,-,-
'120:59:47.336',0.016,0.000,-,-,-
'120:59:47.344',0.008,0.018,-,-,-
'120:59:47.352',0.008,0.000,-,-,-
'120:59:47.360',0.000,0.000,-,-,-
'120:59:47.368',-0.008,-0.018,-,-,-
'120:59:47.376',-0.016,-0.009,-,-,-
'120:59:47.384',-0.016,-0.026,-,-,-
'120:59:47.392',-0.024,-0.018,-,-,-
'120:59:47.400',-0.032,-0.035,-,-,-
'120:59:47.408',-0.040,-0.026,-,-,-
'120:59:47.416',-0.064,-0.061,-,-,-
'120:59:47.424',-0.104,-0.088,-,-,-
'120:59:47.432',-0.136,-0.140,-,-,-
'120:59:47.440',-0.160,-0.149,-,-,-
'120:59:47.448',-0.176,-0.184,-,-,-
'120:59:47.456',-0.160,-0.175,-,-,-
'120:59:47.464',-0.112,-0.167,-,-,-
'120:59:47.472',-0.040,-0.079,-,-,-
'120:59:47.480',0.024,-0.018,-,-,-
'120:59:47.488',0.064,0.053,-,-,-
'120:59:47.496',0.072,0.061,-,-,-
'120:59:47.504',0.072,0.070,-,-,-
'120:59:47.512',0.072,0.061,-,-,-
'120:59:47.520',0.072,0.088,-,-,-
'120:59:47.528',0.072,0.061,-,-,-
'120:59:47.536',0.064,0.053,-,-,-
'120:59:47.544',0.056,0.070,-,-,-
'120:59:47.552',0.056,0.053,-,-,-
'120:59:47.560',0.048,0.061,-,-,-
'120:59:47.568',0.040,0.053,-,-,-
'120:59:47.576',0.032,0.044,-,-,-
'120:59:47.584',0.024,0.026,-,-,-
'120:59:47.592',0.016,0.035,-,-,-
'120:59:47.600',0.008,0.018,-,-,-
'120:59:47.608',0.008,0.018,-,-,-
'120:59:47.616',0.000,0.009,-,-,-
'120:59:47.624',-0.016,0.018,-,-,-
'120:59:47.632',-0.048,-0.018,-,-,-
'120:59:47.640',-0.088,-0.044,-,-,-
'120:59:47.648',-0.120,-0.096,-,-,-
'120:59:47.656',-0.144,-0.105,-,-,-
'120:59:47.664',-0.144,-0.140,-,-,-
'120:59:47.672',-0.128,-0.114,-,-,-
'120:59:47.680',-0.096,-0.096,-,-,-
'120:59:47.688',-0.088,-0.053,-,-,-
'120:59:47.696',-0.072,-0.096,-,-,-
'120:59:47.704',0.120,-0.114,-,-,-
'120:59:47.712',0.552,0.132,-,-,-
'120:59:47.720',0.896,0.702,-,-,-
'120:59:47.728',0.752,0.974,-,-,-
'120:59:47.736',0.320,0.491,-,-,-
'120:59:47.744',0.024,0.088,-,-,-
'120:59:47.752',-0.040,-0.070,-,-,-
'120:59:47.760',0.000,-0.044,-,-,-
'120:59:47.768',0.024,0.018,-,-,-
'120:59:47.776',0.016,0.018,-,-,-
'120:59:47.784',0.008,0.000,-,-,-
'120:59:47.792',0.000,0.009,-,-,-
'120:59:47.800',-0.008,-0.009,-,-,-
'120:59:47.808',-0.008,0.000,-,-,-
'120:59:47.816',-0.016,-0.018,-,-,-
'120:59:47.824',-0.016,-0.018,-,-,-
'120:59:47.832',-0.024,-0.026,-,-,-
'120:59:47.840',-0.032,-0.018,-,-,-
'120:59:47.848',-0.064,-0.061,-,-,-
'120:59:47.856',-0.096,-0.088,-,-,-
'120:59:47.864',-0.128,-0.123,-,-,-
'120:59:47.872',-0.152,-0.140,-,-,-
'120:59:47.880',-0.160,-0.167,-,-,-
'120:59:47.888',-0.144,-0.158,-,-,-
'120:59:47.896',-0.096,-0.140,-,-,-
'120:59:47.904',-0.032,-0.070,-,-,-
'120:59:47.912',0.008,-0.018,-,-,-
'120:59:47.920',0.032,0.018,-,-,-
'120:59:47.928',0.032,0.018,-,-,-
'120:59:47.936',0.032,0.009,-,-,-
'120:59:47.944',0.032,0.018,-,-,-
'120:59:47.952',0.040,0.009,-,-,-
'120:59:47.960',0.040,0.018,-,-,-
'120:59:47.968',0.048,0.000,-,-,-
'120:59:47.976',0.048,0.026,-,-,-
'120:59:47.984',0.048,0.018,-,-,-
'120:59:47.992',0.048,0.044,-,-,-
'120:59:48.000',0.040,0.026,-,-,-
'120:59:48.008',0.024,0.035,-,-,-
'120:59:48.016',0.016,0.018,-,-,-
'120:59:48.024',0.008,0.018,-,-,-
'120:59:48.032',0.008,0.009,-,-,-
'120:59:48.040',0.000,0.018,-,-,-
'120:59:48.048',0.000,0.000,-,-,-
'120:59:48.056',-0.024,0.009,-,-,-
'120:59:48.064',-0.056,-0.035,-,-,-
'120:59:48.072',-0.088,-0.053,-,-,-
'120:59:48.080',-0.120,-0.096,-,-,-
'120:59:48.088',-0.136,-0.105,-,-,-
'120:59:48.096',-0.136,-0.132,-,-,-
'120:59:48.104',-0.120,-0.114,-,-,-
'120:59:48.112',-0.080,-0.096,-,-,-
'120:59:48.120',-0.016,-0.026,-,-,-
'120:59:48.128',0.024,0.018,-,-,-
'120:59:48.136',0.048,0.053,-,-,-
'120:59:48.144',0.048,0.053,-,-,-
'120:59:48.152',0.048,0.044,-,-,-
'120:59:48.160',0.048,0.053,-,-,-
'120:59:48.168',0.048,0.053,-,-,-
'120:59:48.176',0.048,0.053,-,-,-
'120:59:48.184',0.040,0.035,-,-,-
'120:59:48.192',0.032,0.053,-,-,-
'120:59:48.200',0.032,0.035,-,-,-
'120:59:48.208',0.024,0.026,-,-,-
'120:59:48.216',0.016,0.018,-,-,-
'120:59:48.224',0.008,0.018,-,-,-
'120:59:48.232',0.000,0.000,-,-,-
'120:59:48.240',-0.008,0.009,-,-,-
'120:59:48.248',-0.008,0.000,-,-,-
'120:59:48.256',-0.016,0.000,-,-,-
'120:59:48.264',-0.032,-0.018,-,-,-
'120:59:48.272',-0.048,-0.018,-,-,-
'120:59:48.280',-0.088,-0.061,-,-,-
'120:59:48.288',-0.120,-0.088,-,-,-
'120:59:48.296',-0.144,-0.123,-,-,-
'120:59:48.304',-0.160,-0.140,-,-,-
'120:59:48.312',-0.152,-0.149,-,-,-
'120:59:48.320',-0.112,-0.132,-,-,-
'120:59:48.328',-0.056,-0.070,-,-,-
'120:59:48.336',0.000,-0.009,-,-,-
'120:59:48.344',0.032,0.026,-,-,-
'120:59:48.352',0.032,0.044,-,-,-
'120:59:48.360',0.032,0.044,-,-,-
'120:59:48.368',0.040,0.026,-,-,-
'120:59:48.376',0.040,0.053,-,-,-
'120:59:48.384',0.040,0.035,-,-,-
'120:59:48.392',0.040,0.044,-,-,-
'120:59:48.400',0.032,0.018,-,-,-
'120:59:48.408',0.032,0.035,-,-,-
'120:59:48.416',0.024,0.018,-,-,-
'120:59:48.424',0.000,0.018,-,-,-
'120:59:48.432',-0.048,0.000,-,-,-
'120:59:48.440',-0.072,-0.088,-,-,-
'120:59:48.448',0.064,-0.140,-,-,-
'120:59:48.456',0.456,0.053,-,-,-
'120:59:48.464',0.808,0.570,-,-,-
'120:59:48.472',0.816,0.860,-,-,-
'120:59:48.480',0.264,0.439,-,-,-
'120:59:48.488',-0.072,0.018,-,-,-
'120:59:48.496',-0.184,-0.202,-,-,-
'120:59:48.504',-0.168,-0.211,-,-,-
'120:59:48.512',-0.160,-0.167,-,-,-
'120:59:48.520',-0.160,-0.158,-,-,-
'120:59:48.528',-0.152,-0.175,-,-,-
'120:59:48.536',-0.104,-0.140,-,-,-
'120:59:48.544',-0.048,-0.088,-,-,-
