'Elapsed time','I','II','V','MCL1','ABP'
'84:54:42.864',-,-0.128,-,-,132.000
'84:54:42.872',-,-0.128,-,-,129.600
'84:54:42.880',-,-0.096,-,-,125.600
'84:54:42.888',-,-0.128,-,-,121.600
'84:54:42.896',-,-0.096,-,-,116.800
'84:54:42.904',-,-0.128,-,-,112.000
'84:54:42.912',-,-0.096,-,-,106.400
'84:54:42.920',-,-0.128,-,-,100.800
'84:54:42.928',-,-0.096,-,-,95.200
'84:54:42.936',-,-0.128,-,-,90.400
'84:54:42.944',-,-0.096,-,-,86.400
'84:54:42.952',-,-0.096,-,-,84.000
'84:54:42.960',-,-0.096,-,-,82.400
'84:54:42.968',-,-0.064,-,-,82.400
'84:54:42.976',-,-0.064,-,-,82.400
'84:54:42.984',-,-0.064,-,-,83.200
'84:54:42.992',-,-0.032,-,-,83.200
'84:54:43.000',-,0.000,-,-,83.200
'84:54:43.008',-,0.000,-,-,82.400
'84:54:43.016',-,0.000,-,-,81.600
'84:54:43.024',-,0.032,-,-,80.000
'84:54:43.032',-,0.000,-,-,79.200
'84:54:43.040',-,0.000,-,-,78.400
'84:54:43.048',-,0.000,-,-,77.600
'84:54:43.056',-,0.000,-,-,76.000
'84:54:43.064',-,-0.032,-,-,75.200
'84:54:43.072',-,-0.032,-,-,74.400
'84:54:43.080',-,-0.032,-,-,74.400
'84:54:43.088',-,-0.032,-,-,73.600
'84:54:43.096',-,0.000,-,-,72.800
'84:54:43.104',-,0.096,-,-,72.000
'84:54:43.112',-,0.416,-,-,72.000
'84:54:43.120',-,0.768,-,-,71.200
'84:54:43.128',-,0.416,-,-,70.400
'84:54:43.136',-,-0.128,-,-,69.600
'84:54:43.144',-,-0.352,-,-,68.800
'84:54:43.152',-,-0.384,-,-,68.000
'84:54:43.160',-,-0.224,-,-,67.200
'84:54:43.168',-,-0.128,-,-,66.400
'84:54:43.176',-,-0.096,-,-,66.400
'84:54:43.184',-,-0.064,-,-,65.600
'84:54:43.192',-,-0.064,-,-,64.800
'84:54:43.200',-,-0.064,-,-,64.800
'84:54:43.208',-,-0.032,-,-,64.000
'84:54:43.216',-,-0.032,-,-,64.000
'84:54:43.224',-,-0.032,-,-,64.000
'84:54:43.232',-,-0.032,-,-,65.600
'84:54:43.240',-,-0.032,-,-,69.600
'84:54:43.248',-,-0.032,-,-,77.600
'84:54:43.256',-,0.000,-,-,89.600
'84:54:43.264',-,0.000,-,-,104.800
'84:54:43.272',-,0.000,-,-,120.000
'84:54:43.280',-,0.000,-,-,133.600
'84:54:43.288',-,0.032,-,-,141.600
'84:54:43.296',-,0.064,-,-,146.400
'84:54:43.304',-,0.096,-,-,148.000
'84:54:43.312',-,0.128,-,-,148.800
'84:54:43.320',-,0.160,-,-,148.800
'84:54:43.328',-,0.128,-,-,149.600
'84:54:43.336',-,0.160,-,-,150.400
'84:54:43.344',-,0.128,-,-,150.400
'84:54:43.352',-,0.064,-,-,150.400
'84:54:43.360',-,0.032,-,-,149.600
'84:54:43.368',-,0.000,-,-,148.800
'84:54:43.376',-,-0.032,-,-,148.000
'84:54:43.384',-,-0.064,-,-,146.400
'84:54:43.392',-,-0.064,-,-,145.600
'84:54:43.400',-,-0.064,-,-,144.000
'84:54:43.408',-,-0.064,-,-,142.400
'84:54:43.416',-,-0.096,-,-,140.800
'84:54:43.424',-,-0.096,-,-,139.200
'84:54:43.432',-,-0.064,-,-,137.600
'84:54:43.440',-,-0.096,-,-,135.200
'84:54:43.448',-,-0.064,-,-,132.000
'84:54:43.456',-,-0.064,-,-,128.800
'84:54:43.464',-,-0.064,-,-,124.800
'84:54:43.472',-,-0.064,-,-,120.800
'84:54:43.480',-,-0.064,-,-,115.200
'84:54:43.488',-,-0.064,-,-,110.400
'84:54:43.496',-,-0.064,-,-,104.800
'84:54:43.504',-,-0.064,-,-,99.200
'84:54:43.512',-,-0.032,-,-,93.600
'84:54:43.520',-,-0.032,-,-,89.600
'84:54:43.528',-,0.000,-,-,86.400
'84:54:43.536',-,-0.032,-,-,84.800
'84:54:43.544',-,0.000,-,-,84.000
'84:54:43.552',-,0.000,-,-,84.000
'84:54:43.560',-,0.000,-,-,84.800
'84:54:43.568',-,0.000,-,-,84.800
'84:54:43.576',-,0.032,-,-,84.800
'84:54:43.584',-,0.064,-,-,84.000
'84:54:43.592',-,0.064,-,-,83.200
'84:54:43.600',-,0.064,-,-,82.400
'84:54:43.608',-,0.096,-,-,80.800
'84:54:43.616',-,0.064,-,-,80.000
'84:54:43.624',-,0.064,-,-,79.200
'84:54:43.632',-,0.064,-,-,77.600
'84:54:43.640',-,0.000,-,-,76.800
'84:54:43.648',-,0.000,-,-,76.000
'84:54:43.656',-,-0.032,-,-,75.200
'84:54:43.664',-,-0.032,-,-,74.400
'84:54:43.672',-,-0.032,-,-,73.600
'84:54:43.680',-,0.000,-,-,72.800
'84:54:43.688',-,0.128,-,-,72.800
'84:54:43.696',-,0.448,-,-,72.000
'84:54:43.704',-,0.736,-,-,71.200
'84:54:43.712',-,0.352,-,-,70.400
'84:54:43.720',-,-0.160,-,-,69.600
'84:54:43.728',-,-0.352,-,-,68.800
'84:54:43.736',-,-0.320,-,-,68.000
'84:54:43.744',-,-0.224,-,-,68.000
'84:54:43.752',-,-0.128,-,-,67.200
'84:54:43.760',-,-0.064,-,-,66.400
'84:54:43.768',-,-0.064,-,-,65.600
'84:54:43.776',-,-0.032,-,-,64.800
'84:54:43.784',-,-0.032,-,-,64.800
'84:54:43.792',-,0.000,-,-,64.000
'84:54:43.800',-,0.000,-,-,63.200
'84:54:43.808',-,0.000,-,-,64.000
'84:54:43.816',-,0.000,-,-,65.600
'84:54:43.824',-,0.000,-,-,70.400
'84:54:43.832',-,0.000,-,-,78.400
'84:54:43.840',-,0.000,-,-,91.200
'84:54:43.848',-,0.000,-,-,106.400
'84:54:43.856',-,0.032,-,-,121.600
'84:54:43.864',-,0.064,-,-,133.600
'84:54:43.872',-,0.096,-,-,141.600
'84:54:43.880',-,0.128,-,-,144.800
'84:54:43.888',-,0.160,-,-,146.400
'84:54:43.896',-,0.192,-,-,146.400
'84:54:43.904',-,0.192,-,-,147.200
'84:54:43.912',-,0.224,-,-,148.000
'84:54:43.920',-,0.192,-,-,148.800
'84:54:43.928',-,0.128,-,-,148.800
'84:54:43.936',-,0.096,-,-,148.800
'84:54:43.944',-,0.032,-,-,148.000
'84:54:43.952',-,0.000,-,-,147.200
'84:54:43.960',-,-0.032,-,-,146.400
'84:54:43.968',-,-0.064,-,-,145.600
'84:54:43.976',-,-0.064,-,-,144.000
'84:54:43.984',-,-0.064,-,-,143.200
'84:54:43.992',-,-0.064,-,-,141.600
'84:54:44.000',-,-0.096,-,-,140.000
'84:54:44.008',-,-0.096,-,-,138.400
'84:54:44.016',-,-0.096,-,-,136.000
'84:54:44.024',-,-0.064,-,-,133.600
'84:54:44.032',-,-0.096,-,-,130.400
'84:54:44.040',-,-0.064,-,-,127.200
'84:54:44.048',-,-0.096,-,-,123.200
'84:54:44.056',-,-0.064,-,-,119.200
'84:54:44.064',-,-0.064,-,-,114.400
'84:54:44.072',-,-0.064,-,-,108.800
'84:54:44.080',-,-0.064,-,-,103.200
'84:54:44.088',-,-0.064,-,-,97.600
'84:54:44.096',-,-0.064,-,-,92.800
'84:54:44.104',-,-0.064,-,-,88.000
'84:54:44.112',-,-0.064,-,-,85.600
'84:54:44.120',-,-0.032,-,-,84.000
'84:54:44.128',-,-0.032,-,-,83.200
'84:54:44.136',-,-0.032,-,-,83.200
'84:54:44.144',-,0.000,-,-,84.000
'84:54:44.152',-,0.000,-,-,84.000
'84:54:44.160',-,0.000,-,-,84.000
'84:54:44.168',-,0.032,-,-,83.200
'84:54:44.176',-,0.032,-,-,82.400
'84:54:44.184',-,0.064,-,-,80.800
'84:54:44.192',-,0.064,-,-,80.000
'84:54:44.200',-,0.032,-,-,79.200
'84:54:44.208',-,0.032,-,-,78.400
'84:54:44.216',-,0.000,-,-,76.800
'84:54:44.224',-,0.000,-,-,76.000
'84:54:44.232',-,-0.032,-,-,75.200
'84:54:44.240',-,-0.032,-,-,74.400
'84:54:44.248',-,-0.032,-,-,74.400
'84:54:44.256',-,0.000,-,-,73.600
'84:54:44.264',-,0.064,-,-,72.800
'84:54:44.272',-,0.288,-,-,72.000
'84:54:44.280',-,0.704,-,-,72.000
'84:54:44.288',-,0.736,-,-,71.200
'84:54:44.296',-,-0.064,-,-,70.400
'84:54:44.304',-,-0.352,-,-,69.600
'84:54:44.312',-,-0.384,-,-,68.800
'84:54:44.320',-,-0.288,-,-,68.000
'84:54:44.328',-,-0.160,-,-,67.200
'84:54:44.336',-,-0.128,-,-,67.200
'84:54:44.344',-,-0.064,-,-,66.400
'84:54:44.352',-,-0.064,-,-,65.600
'84:54:44.360',-,-0.064,-,-,65.600
'84:54:44.368',-,-0.032,-,-,64.800
'84:54:44.376',-,-0.032,-,-,64.000
'84:54:44.384',-,-0.032,-,-,64.000
'84:54:44.392',-,0.000,-,-,65.600
'84:54:44.400',-,0.000,-,-,68.800
'84:54:44.408',-,0.000,-,-,76.800
'84:54:44.416',-,0.000,-,-,88.000
'84:54:44.424',-,0.000,-,-,103.200
'84:54:44.432',-,0.000,-,-,118.400
'84:54:44.440',-,0.032,-,-,132.000
'84:54:44.448',-,0.064,-,-,140.800
'84:54:44.456',-,0.096,-,-,145.600
'84:54:44.464',-,0.128,-,-,147.200
'84:54:44.472',-,0.160,-,-,148.000
'84:54:44.480',-,0.192,-,-,148.000
'84:54:44.488',-,0.192,-,-,149.600
'84:54:44.496',-,0.192,-,-,150.400
'84:54:44.504',-,0.192,-,-,150.400
'84:54:44.512',-,0.128,-,-,150.400
'84:54:44.520',-,0.064,-,-,150.400
'84:54:44.528',-,0.032,-,-,148.800
'84:54:44.536',-,0.000,-,-,148.000
'84:54:44.544',-,-0.032,-,-,147.200
'84:54:44.552',-,-0.064,-,-,145.600
'84:54:44.560',-,-0.064,-,-,144.800
'84:54:44.568',-,-0.064,-,-,143.200
'84:54:44.576',-,-0.096,-,-,142.400
'84:54:44.584',-,-0.096,-,-,140.000
'84:54:44.592',-,-0.096,-,-,138.400
'84:54:44.600',-,-0.096,-,-,136.000
'84:54:44.608',-,-0.096,-,-,133.600
'84:54:44.616',-,-0.096,-,-,130.400
'84:54:44.624',-,-0.096,-,-,126.400
'84:54:44.632',-,-0.096,-,-,121.600
'84:54:44.640',-,-0.096,-,-,116.800
'84:54:44.648',-,-0.064,-,-,111.200
'84:54:44.656',-,-0.096,-,-,105.600
'84:54:44.664',-,-0.064,-,-,100.000
'84:54:44.672',-,-0.064,-,-,95.200
'84:54:44.680',-,-0.064,-,-,90.400
'84:54:44.688',-,-0.064,-,-,87.200
'84:54:44.696',-,-0.064,-,-,85.600
'84:54:44.704',-,-0.032,-,-,84.800
'84:54:44.712',-,-0.032,-,-,84.800
'84:54:44.720',-,-0.032,-,-,84.800
'84:54:44.728',-,0.000,-,-,85.600
'84:54:44.736',-,0.000,-,-,84.800
'84:54:44.744',-,0.000,-,-,84.800
'84:54:44.752',-,0.032,-,-,83.200
'84:54:44.760',-,0.032,-,-,82.400
'84:54:44.768',-,0.064,-,-,81.600
'84:54:44.776',-,0.064,-,-,80.800
'84:54:44.784',-,0.032,-,-,79.200
'84:54:44.792',-,0.000,-,-,78.400
'84:54:44.800',-,0.000,-,-,77.600
'84:54:44.808',-,-0.032,-,-,76.800
'84:54:44.816',-,-0.064,-,-,76.000
'84:54:44.824',-,-0.032,-,-,75.200
'84:54:44.832',-,-0.032,-,-,74.400
'84:54:44.840',-,0.000,-,-,73.600
'84:54:44.848',-,0.096,-,-,72.800
'84:54:44.856',-,0.416,-,-,72.800
'84:54:44.864',-,0.736,-,-,72.000
'84:54:44.872',-,0.320,-,-,71.200
'84:54:44.880',-,-0.160,-,-,70.400
'84:54:44.888',-,-0.352,-,-,69.600
'84:54:44.896',-,-0.320,-,-,68.800
'84:54:44.904',-,-0.224,-,-,68.000
'84:54:44.912',-,-0.160,-,-,67.200
'84:54:44.920',-,-0.096,-,-,66.400
'84:54:44.928',-,-0.064,-,-,65.600
'84:54:44.936',-,-0.064,-,-,65.600
'84:54:44.944',-,-0.064,-,-,64.800
'84:54:44.952',-,-0.064,-,-,64.000
'84:54:44.960',-,-0.064,-,-,64.000
'84:54:44.968',-,-0.064,-,-,64.000
'84:54:44.976',-,-0.064,-,-,65.600
'84:54:44.984',-,-0.064,-,-,70.400
'84:54:44.992',-,-0.032,-,-,79.200
'84:54:45.000',-,-0.064,-,-,91.200
'84:54:45.008',-,-0.032,-,-,107.200
'84:54:45.016',-,0.000,-,-,122.400
'84:54:45.024',-,0.000,-,-,134.400
'84:54:45.032',-,0.000,-,-,142.400
'84:54:45.040',-,0.064,-,-,145.600
'84:54:45.048',-,0.096,-,-,147.200
'84:54:45.056',-,0.128,-,-,147.200
'84:54:45.064',-,0.160,-,-,148.000
'84:54:45.072',-,0.160,-,-,148.000
'84:54:45.080',-,0.128,-,-,148.800
'84:54:45.088',-,0.096,-,-,148.800
'84:54:45.096',-,0.064,-,-,148.800
'84:54:45.104',-,0.000,-,-,148.800
'84:54:45.112',-,-0.032,-,-,148.000
'84:54:45.120',-,-0.064,-,-,146.400
'84:54:45.128',-,-0.096,-,-,145.600
'84:54:45.136',-,-0.128,-,-,144.800
'84:54:45.144',-,-0.160,-,-,143.200
'84:54:45.152',-,-0.160,-,-,141.600
'84:54:45.160',-,-0.160,-,-,140.000
'84:54:45.168',-,-0.160,-,-,138.400
'84:54:45.176',-,-0.160,-,-,136.000
'84:54:45.184',-,-0.160,-,-,133.600
'84:54:45.192',-,-0.160,-,-,131.200
'84:54:45.200',-,-0.160,-,-,128.000
'84:54:45.208',-,-0.160,-,-,124.000
'84:54:45.216',-,-0.160,-,-,119.200
'84:54:45.224',-,-0.160,-,-,114.400
'84:54:45.232',-,-0.160,-,-,108.800
'84:54:45.240',-,-0.160,-,-,103.200
'84:54:45.248',-,-0.160,-,-,97.600
'84:54:45.256',-,-0.160,-,-,92.800
'84:54:45.264',-,-0.160,-,-,88.800
'84:54:45.272',-,-0.160,-,-,85.600
'84:54:45.280',-,-0.128,-,-,84.000
'84:54:45.288',-,-0.128,-,-,83.200
'84:54:45.296',-,-0.128,-,-,84.000
'84:54:45.304',-,-0.096,-,-,84.000
'84:54:45.312',-,-0.064,-,-,84.000
'84:54:45.320',-,-0.064,-,-,84.000
'84:54:45.328',-,-0.032,-,-,83.200
'84:54:45.336',-,-0.064,-,-,82.400
'84:54:45.344',-,-0.032,-,-,81.600
'84:54:45.352',-,0.000,-,-,80.000
'84:54:45.360',-,-0.064,-,-,79.200
'84:54:45.368',-,-0.064,-,-,78.400
'84:54:45.376',-,-0.064,-,-,77.600
'84:54:45.384',-,-0.128,-,-,76.800
'84:54:45.392',-,-0.128,-,-,75.200
'84:54:45.400',-,-0.160,-,-,75.200
'84:54:45.408',-,-0.128,-,-,74.400
'84:54:45.416',-,-0.096,-,-,73.600
'84:54:45.424',-,-0.032,-,-,72.800
'84:54:45.432',-,0.192,-,-,72.000
'84:54:45.440',-,0.608,-,-,72.000
'84:54:45.448',-,0.640,-,-,71.200
'84:54:45.456',-,-0.128,-,-,70.400
'84:54:45.464',-,-0.416,-,-,69.600
'84:54:45.472',-,-0.512,-,-,68.800
'84:54:45.480',-,-0.352,-,-,68.000
'84:54:45.488',-,-0.256,-,-,67.200
'84:54:45.496',-,-0.224,-,-,67.200
'84:54:45.504',-,-0.160,-,-,66.400
'84:54:45.512',-,-0.160,-,-,65.600
'84:54:45.520',-,-0.160,-,-,65.600
'84:54:45.528',-,-0.128,-,-,64.800
'84:54:45.536',-,-0.128,-,-,64.000
'84:54:45.544',-,-0.128,-,-,64.000
'84:54:45.552',-,-0.128,-,-,65.600
'84:54:45.560',-,-0.096,-,-,68.800
'84:54:45.568',-,-0.096,-,-,76.000
'84:54:45.576',-,-0.096,-,-,88.000
'84:54:45.584',-,-0.064,-,-,102.400
'84:54:45.592',-,-0.064,-,-,118.400
'84:54:45.600',-,-0.032,-,-,131.200
'84:54:45.608',-,0.000,-,-,140.800
'84:54:45.616',-,0.000,-,-,145.600
'84:54:45.624',-,0.064,-,-,147.200
'84:54:45.632',-,0.064,-,-,147.200
'84:54:45.640',-,0.128,-,-,148.000
'84:54:45.648',-,0.128,-,-,148.800
'84:54:45.656',-,0.128,-,-,149.600
'84:54:45.664',-,0.096,-,-,150.400
'84:54:45.672',-,0.064,-,-,150.400
'84:54:45.680',-,0.000,-,-,149.600
'84:54:45.688',-,-0.032,-,-,148.800
'84:54:45.696',-,-0.064,-,-,148.000
'84:54:45.704',-,-0.096,-,-,146.400
'84:54:45.712',-,-0.128,-,-,145.600
'84:54:45.720',-,-0.160,-,-,144.800
'84:54:45.728',-,-0.160,-,-,143.200
'84:54:45.736',-,-0.160,-,-,141.600
'84:54:45.744',-,-0.160,-,-,140.000
'84:54:45.752',-,-0.160,-,-,138.400
'84:54:45.760',-,-0.160,-,-,136.000
'84:54:45.768',-,-0.160,-,-,132.800
'84:54:45.776',-,-0.160,-,-,129.600
'84:54:45.784',-,-0.160,-,-,126.400
'84:54:45.792',-,-0.160,-,-,121.600
'84:54:45.800',-,-0.160,-,-,116.800
'84:54:45.808',-,-0.160,-,-,111.200
'84:54:45.816',-,-0.160,-,-,105.600
'84:54:45.824',-,-0.160,-,-,100.000
'84:54:45.832',-,-0.160,-,-,94.400
'84:54:45.840',-,-0.128,-,-,89.600
'84:54:45.848',-,-0.128,-,-,86.400
'84:54:45.856',-,-0.128,-,-,84.000
'84:54:45.864',-,-0.128,-,-,83.200
'84:54:45.872',-,-0.096,-,-,83.200
'84:54:45.880',-,-0.064,-,-,84.000
'84:54:45.888',-,-0.064,-,-,84.000
'84:54:45.896',-,-0.032,-,-,84.000
'84:54:45.904',-,0.000,-,-,84.000
'84:54:45.912',-,0.000,-,-,83.200
'84:54:45.920',-,0.000,-,-,82.400
'84:54:45.928',-,0.000,-,-,80.800
'84:54:45.936',-,0.000,-,-,80.000
'84:54:45.944',-,0.000,-,-,79.200
'84:54:45.952',-,-0.032,-,-,77.600
'84:54:45.960',-,-0.064,-,-,76.800
'84:54:45.968',-,-0.096,-,-,76.000
'84:54:45.976',-,-0.096,-,-,75.200
'84:54:45.984',-,-0.096,-,-,74.400
'84:54:45.992',-,-0.096,-,-,73.600
'84:54:46.000',-,-0.064,-,-,72.800
'84:54:46.008',-,0.064,-,-,72.000
'84:54:46.016',-,0.416,-,-,72.000
'84:54:46.024',-,0.672,-,-,71.200
'84:54:46.032',-,0.192,-,-,70.400
'84:54:46.040',-,-0.256,-,-,69.600
'84:54:46.048',-,-0.416,-,-,68.800
'84:54:46.056',-,-0.416,-,-,68.000
'84:54:46.064',-,-0.256,-,-,67.200
'84:54:46.072',-,-0.160,-,-,66.400
'84:54:46.080',-,-0.160,-,-,65.600
'84:54:46.088',-,-0.096,-,-,65.600
'84:54:46.096',-,-0.096,-,-,64.800
'84:54:46.104',-,-0.064,-,-,64.000
'84:54:46.112',-,-0.064,-,-,63.200
'84:54:46.120',-,-0.064,-,-,63.200
'84:54:46.128',-,-0.064,-,-,63.200
'84:54:46.136',-,-0.064,-,-,65.600
'84:54:46.144',-,-0.064,-,-,70.400
'84:54:46.152',-,-0.032,-,-,79.200
'84:54:46.160',-,-0.032,-,-,92.000
'84:54:46.168',-,0.000,-,-,108.000
'84:54:46.176',-,0.000,-,-,122.400
'84:54:46.184',-,0.000,-,-,134.400
'84:54:46.192',-,0.032,-,-,141.600
'84:54:46.200',-,0.064,-,-,144.800
'84:54:46.208',-,0.096,-,-,146.400
'84:54:46.216',-,0.128,-,-,146.400
'84:54:46.224',-,0.160,-,-,147.200
'84:54:46.232',-,0.160,-,-,148.000
'84:54:46.240',-,0.128,-,-,148.800
'84:54:46.248',-,0.128,-,-,148.800
'84:54:46.256',-,0.064,-,-,148.000
'84:54:46.264',-,0.000,-,-,148.000
'84:54:46.272',-,0.000,-,-,147.200
'84:54:46.280',-,-0.064,-,-,145.600
'84:54:46.288',-,-0.064,-,-,144.800
'84:54:46.296',-,-0.096,-,-,143.200
'84:54:46.304',-,-0.128,-,-,141.600
'84:54:46.312',-,-0.128,-,-,140.800
'84:54:46.320',-,-0.160,-,-,139.200
'84:54:46.328',-,-0.128,-,-,137.600
'84:54:46.336',-,-0.128,-,-,135.200
'84:54:46.344',-,-0.160,-,-,132.800
'84:54:46.352',-,-0.160,-,-,130.400
'84:54:46.360',-,-0.128,-,-,126.400
'84:54:46.368',-,-0.128,-,-,122.400
'84:54:46.376',-,-0.160,-,-,118.400
'84:54:46.384',-,-0.128,-,-,112.800
'84:54:46.392',-,-0.128,-,-,108.000
'84:54:46.400',-,-0.128,-,-,102.400
'84:54:46.408',-,-0.128,-,-,96.800
'84:54:46.416',-,-0.128,-,-,92.000
'84:54:46.424',-,-0.128,-,-,88.000
'84:54:46.432',-,-0.096,-,-,85.600
'84:54:46.440',-,-0.096,-,-,84.000
'84:54:46.448',-,-0.064,-,-,83.200
'84:54:46.456',-,-0.064,-,-,84.000
'84:54:46.464',-,-0.064,-,-,84.000
'84:54:46.472',-,-0.064,-,-,84.000
'84:54:46.480',-,-0.032,-,-,84.000
'84:54:46.488',-,0.000,-,-,83.200
'84:54:46.496',-,0.000,-,-,81.600
'84:54:46.504',-,0.000,-,-,80.800
'84:54:46.512',-,0.000,-,-,80.000
'84:54:46.520',-,0.000,-,-,79.200
'84:54:46.528',-,-0.032,-,-,77.600
'84:54:46.536',-,-0.064,-,-,76.800
'84:54:46.544',-,-0.096,-,-,76.000
'84:54:46.552',-,-0.096,-,-,75.200
'84:54:46.560',-,-0.096,-,-,74.400
'84:54:46.568',-,-0.096,-,-,73.600
'84:54:46.576',-,-0.064,-,-,72.800
'84:54:46.584',-,0.000,-,-,72.800
'84:54:46.592',-,0.224,-,-,72.000
'84:54:46.600',-,0.640,-,-,71.200
'84:54:46.608',-,0.672,-,-,70.400
'84:54:46.616',-,-0.128,-,-,70.400
'84:54:46.624',-,-0.416,-,-,69.600
'84:54:46.632',-,-0.448,-,-,68.800
'84:54:46.640',-,-0.320,-,-,68.000
'84:54:46.648',-,-0.224,-,-,67.200
'84:54:46.656',-,-0.160,-,-,66.400
'84:54:46.664',-,-0.160,-,-,66.400
'84:54:46.672',-,-0.096,-,-,65.600
'84:54:46.680',-,-0.096,-,-,64.800
'84:54:46.688',-,-0.064,-,-,64.800
'84:54:46.696',-,-0.096,-,-,64.000
'84:54:46.704',-,-0.064,-,-,64.000
'84:54:46.712',-,-0.064,-,-,65.600
'84:54:46.720',-,-0.064,-,-,68.800
'84:54:46.728',-,-0.064,-,-,76.800
'84:54:46.736',-,-0.032,-,-,88.000
'84:54:46.744',-,-0.032,-,-,103.200
'84:54:46.752',-,0.000,-,-,119.200
'84:54:46.760',-,0.000,-,-,132.000
'84:54:46.768',-,0.032,-,-,140.800
'84:54:46.776',-,0.064,-,-,145.600
'84:54:46.784',-,0.096,-,-,147.200
'84:54:46.792',-,0.128,-,-,147.200
'84:54:46.800',-,0.160,-,-,148.000
'84:54:46.808',-,0.192,-,-,148.800
'84:54:46.816',-,0.192,-,-,149.600
'84:54:46.824',-,0.128,-,-,150.400
'84:54:46.832',-,0.096,-,-,149.600
'84:54:46.840',-,0.064,-,-,149.600
'84:54:46.848',-,0.000,-,-,148.800
'84:54:46.856',-,0.000,-,-,148.000
'84:54:46.864',-,-0.064,-,-,146.400
'84:54:46.872',-,-0.064,-,-,145.600
'84:54:46.880',-,-0.096,-,-,144.800
'84:54:46.888',-,-0.096,-,-,143.200
'84:54:46.896',-,-0.096,-,-,141.600
'84:54:46.904',-,-0.096,-,-,140.000
'84:54:46.912',-,-0.096,-,-,138.400
'84:54:46.920',-,-0.128,-,-,135.200
'84:54:46.928',-,-0.096,-,-,132.800
'84:54:46.936',-,-0.128,-,-,129.600
'84:54:46.944',-,-0.096,-,-,125.600
'84:54:46.952',-,-0.128,-,-,120.800
'84:54:46.960',-,-0.096,-,-,116.000
'84:54:46.968',-,-0.128,-,-,110.400
'84:54:46.976',-,-0.096,-,-,104.800
'84:54:46.984',-,-0.096,-,-,99.200
'84:54:46.992',-,-0.096,-,-,94.400
'84:54:47.000',-,-0.096,-,-,89.600
'84:54:47.008',-,-0.064,-,-,86.400
'84:54:47.016',-,-0.064,-,-,84.000
'84:54:47.024',-,-0.064,-,-,84.000
