'Elapsed time','II','AVF','MCL1','ABP','PAP'
'121:15:02.096',0.000,0.000,-,-,-
'121:15:02.104',-0.008,0.000,-,-,-
'121:15:02.112',-0.008,-0.009,-,-,-
'121:15:02.120',-0.016,0.000,-,-,-
'121:15:02.128',-0.016,-0.018,-,-,-
'121:15:02.136',-0.032,-0.009,-,-,-
'121:15:02.144',-0.056,-0.044,-,-,-
'121:15:02.152',-0.088,-0.061,-,-,-
'121:15:02.160',-0.120,-0.096,-,-,-
'121:15:02.168',-0.152,-0.114,-,-,-
'121:15:02.176',-0.152,-0.149,-,-,-
'121:15:02.184',-0.144,-0.158,-,-,-
'121:15:02.192',-0.104,-0.123,-,-,-
'121:15:02.200',-0.040,-0.061,-,-,-
'121:15:02.208',0.008,0.000,-,-,-
'121:15:02.216',0.032,0.035,-,-,-
'121:15:02.224',0.040,0.053,-,-,-
'121:15:02.232',0.048,0.026,-,-,-
'121:15:02.240',0.048,0.044,-,-,-
'121:15:02.248',0.048,0.035,-,-,-
'121:15:02.256',0.048,0.044,-,-,-
'121:15:02.264',0.048,0.018,-,-,-
'121:15:02.272',0.048,0.044,-,-,-
'121:15:02.280',0.040,0.026,-,-,-
'121:15:02.288',0.024,0.035,-,-,-
'121:15:02.296',-0.008,0.009,-,-,-
'121:15:02.304',-0.024,-0.053,-,-,-
'121:15:02.312',0.144,-0.096,-,-,-
'121:15:02.320',0.568,0.140,-,-,-
'121:15:02.328',0.880,0.693,-,-,-
'121:15:02.336',0.720,0.912,-,-,-
'121:15:02.344',0.264,0.421,-,-,-
'121:15:02.352',-0.072,-0.009,-,-,-
'121:15:02.360',-0.176,-0.202,-,-,-
'121:15:02.368',-0.152,-0.211,-,-,-
'121:15:02.376',-0.136,-0.158,-,-,-
'121:15:02.384',-0.144,-0.149,-,-,-
'121:15:02.392',-0.144,-0.158,-,-,-
'121:15:02.400',-0.120,-0.175,-,-,-
'121:15:02.408',-0.072,-0.114,-,-,-
'121:15:02.416',-0.008,-0.061,-,-,-
'121:15:02.424',0.040,0.018,-,-,-
'121:15:02.432',0.056,0.044,-,-,-
'121:15:02.440',0.064,0.053,-,-,-
'121:15:02.448',0.056,0.018,-,-,-
'121:15:02.456',0.064,0.044,-,-,-
'121:15:02.464',0.072,0.026,-,-,-
'121:15:02.472',0.072,0.053,-,-,-
'121:15:02.480',0.072,0.026,-,-,-
'121:15:02.488',0.072,0.044,-,-,-
'121:15:02.496',0.064,0.018,-,-,-
'121:15:02.504',0.056,0.035,-,-,-
'121:15:02.512',0.048,0.009,-,-,-
'121:15:02.520',0.048,0.018,-,-,-
'121:15:02.528',0.048,0.009,-,-,-
'121:15:02.536',0.040,0.000,-,-,-
'121:15:02.544',0.032,0.000,-,-,-
'121:15:02.552',0.032,-0.018,-,-,-
'121:15:02.560',0.024,0.000,-,-,-
'121:15:02.568',0.016,-0.018,-,-,-
'121:15:02.576',-0.016,-0.018,-,-,-
'121:15:02.584',-0.048,-0.088,-,-,-
'121:15:02.592',-0.072,-0.132,-,-,-
'121:15:02.600',-0.088,-0.140,-,-,-
'121:15:02.608',-0.096,-0.140,-,-,-
'121:15:02.616',-0.088,-0.158,-,-,-
'121:15:02.624',-0.040,-0.114,-,-,-
'121:15:02.632',0.016,-0.053,-,-,-
'121:15:02.640',0.056,0.009,-,-,-
'121:15:02.648',0.088,0.053,-,-,-
'121:15:02.656',0.088,0.088,-,-,-
'121:15:02.664',0.072,0.053,-,-,-
'121:15:02.672',0.064,0.053,-,-,-
'121:15:02.680',0.072,0.070,-,-,-
'121:15:02.688',0.072,0.079,-,-,-
'121:15:02.696',0.056,0.053,-,-,-
'121:15:02.704',0.048,0.044,-,-,-
'121:15:02.712',0.040,0.026,-,-,-
'121:15:02.720',0.040,0.044,-,-,-
'121:15:02.728',0.032,0.018,-,-,-
'121:15:02.736',0.032,0.035,-,-,-
'121:15:02.744',0.016,0.018,-,-,-
'121:15:02.752',0.008,0.009,-,-,-
'121:15:02.760',0.008,0.018,-,-,-
'121:15:02.768',0.008,0.000,-,-,-
'121:15:02.776',0.008,0.018,-,-,-
'121:15:02.784',-0.008,-0.009,-,-,-
'121:15:02.792',-0.032,0.018,-,-,-
'121:15:02.800',-0.072,-0.053,-,-,-
'121:15:02.808',-0.120,-0.096,-,-,-
'121:15:02.816',-0.144,-0.140,-,-,-
'121:15:02.824',-0.144,-0.114,-,-,-
'121:15:02.832',-0.136,-0.140,-,-,-
'121:15:02.840',-0.096,-0.114,-,-,-
'121:15:02.848',-0.040,-0.061,-,-,-
'121:15:02.856',0.016,-0.009,-,-,-
'121:15:02.864',0.048,0.053,-,-,-
'121:15:02.872',0.040,0.070,-,-,-
'121:15:02.880',0.032,0.026,-,-,-
'121:15:02.888',0.040,0.035,-,-,-
'121:15:02.896',0.040,0.026,-,-,-
'121:15:02.904',0.040,0.053,-,-,-
'121:15:02.912',0.048,0.018,-,-,-
'121:15:02.920',0.040,0.044,-,-,-
'121:15:02.928',0.008,0.053,-,-,-
'121:15:02.936',0.000,0.000,-,-,-
'121:15:02.944',0.000,0.035,-,-,-
'121:15:02.952',-0.008,0.000,-,-,-
'121:15:02.960',-0.024,-0.009,-,-,-
'121:15:02.968',-0.032,-0.018,-,-,-
'121:15:02.976',-0.040,-0.053,-,-,-
'121:15:02.984',-0.048,-0.061,-,-,-
'121:15:02.992',-0.040,-0.035,-,-,-
'121:15:03.000',-0.040,-0.044,-,-,-
'121:15:03.008',-0.056,-0.026,-,-,-
'121:15:03.016',-0.104,-0.061,-,-,-
'121:15:03.024',-0.144,-0.105,-,-,-
'121:15:03.032',-0.160,-0.123,-,-,-
'121:15:03.040',-0.160,-0.096,-,-,-
'121:15:03.048',-0.160,-0.114,-,-,-
'121:15:03.056',-0.136,-0.140,-,-,-
'121:15:03.064',-0.088,-0.105,-,-,-
'121:15:03.072',-0.024,-0.061,-,-,-
'121:15:03.080',0.024,0.000,-,-,-
'121:15:03.088',0.032,0.026,-,-,-
'121:15:03.096',0.032,0.018,-,-,-
'121:15:03.104',0.040,0.044,-,-,-
'121:15:03.112',0.016,0.053,-,-,-
'121:15:03.120',0.000,0.000,-,-,-
'121:15:03.128',0.008,0.009,-,-,-
'121:15:03.136',0.008,0.026,-,-,-
'121:15:03.144',0.008,0.044,-,-,-
'121:15:03.152',0.000,0.026,-,-,-
'121:15:03.160',-0.032,0.009,-,-,-
'121:15:03.168',-0.056,-0.053,-,-,-
'121:15:03.176',0.064,-0.123,-,-,-
'121:15:03.184',0.448,0.035,-,-,-
'121:15:03.192',0.824,0.570,-,-,-
'121:15:03.200',0.848,0.921,-,-,-
'121:15:03.208',0.256,0.456,-,-,-
'121:15:03.216',-0.120,-0.018,-,-,-
'121:15:03.224',-0.216,-0.211,-,-,-
'121:15:03.232',-0.192,-0.237,-,-,-
'121:15:03.240',-0.176,-0.175,-,-,-
'121:15:03.248',-0.184,-0.167,-,-,-
'121:15:03.256',-0.192,-0.158,-,-,-
'121:15:03.264',-0.192,-0.202,-,-,-
'121:15:03.272',-0.152,-0.175,-,-,-
'121:15:03.280',-0.088,-0.184,-,-,-
'121:15:03.288',-0.032,-0.061,-,-,-
'121:15:03.296',-0.008,-0.044,-,-,-
'121:15:03.304',0.000,-0.009,-,-,-
'121:15:03.312',-0.008,-0.026,-,-,-
'121:15:03.320',-0.008,0.000,-,-,-
'121:15:03.328',-0.008,-0.018,-,-,-
'121:15:03.336',-0.008,-0.018,-,-,-
'121:15:03.344',-0.016,-0.009,-,-,-
'121:15:03.352',-0.024,-0.018,-,-,-
'121:15:03.360',-0.016,-0.018,-,-,-
'121:15:03.368',-0.008,-0.026,-,-,-
'121:15:03.376',0.008,0.000,-,-,-
'121:15:03.384',0.016,0.018,-,-,-
'121:15:03.392',0.008,-0.035,-,-,-
'121:15:03.400',-0.016,-0.061,-,-,-
'121:15:03.408',-0.032,-0.053,-,-,-
'121:15:03.416',-0.024,-0.079,-,-,-
'121:15:03.424',-0.008,-0.035,-,-,-
'121:15:03.432',-0.024,-0.061,-,-,-
'121:15:03.440',-0.064,-0.053,-,-,-
'121:15:03.448',-0.096,-0.044,-,-,-
'121:15:03.456',-0.128,-0.096,-,-,-
'121:15:03.464',-0.152,-0.193,-,-,-
'121:15:03.472',-0.176,-0.211,-,-,-
'121:15:03.480',-0.176,-0.254,-,-,-
'121:15:03.488',-0.152,-0.184,-,-,-
'121:15:03.496',-0.104,-0.175,-,-,-
'121:15:03.504',-0.040,-0.079,-,-,-
'121:15:03.512',0.016,-0.009,-,-,-
'121:15:03.520',0.032,0.096,-,-,-
'121:15:03.528',0.040,0.079,-,-,-
'121:15:03.536',0.032,0.061,-,-,-
'121:15:03.544',0.032,0.070,-,-,-
'121:15:03.552',0.032,0.018,-,-,-
'121:15:03.560',0.032,0.044,-,-,-
'121:15:03.568',0.024,0.044,-,-,-
'121:15:03.576',0.032,0.018,-,-,-
'121:15:03.584',0.032,0.061,-,-,-
'121:15:03.592',0.008,0.018,-,-,-
'121:15:03.600',0.000,0.009,-,-,-
'121:15:03.608',0.000,0.018,-,-,-
'121:15:03.616',0.000,0.009,-,-,-
'121:15:03.624',0.000,0.035,-,-,-
'121:15:03.632',0.000,-0.009,-,-,-
'121:15:03.640',0.000,0.053,-,-,-
'121:15:03.648',-0.008,0.000,-,-,-
'121:15:03.656',-0.032,-0.018,-,-,-
'121:15:03.664',-0.048,-0.053,-,-,-
'121:15:03.672',-0.072,-0.044,-,-,-
'121:15:03.680',-0.096,-0.070,-,-,-
'121:15:03.688',-0.144,-0.061,-,-,-
'121:15:03.696',-0.168,-0.149,-,-,-
'121:15:03.704',-0.152,-0.096,-,-,-
'121:15:03.712',-0.104,-0.114,-,-,-
'121:15:03.720',-0.072,-0.044,-,-,-
'121:15:03.728',-0.056,-0.035,-,-,-
'121:15:03.736',0.144,-0.105,-,-,-
'121:15:03.744',0.624,0.184,-,-,-
'121:15:03.752',1.016,0.816,-,-,-
'121:15:03.760',0.896,1.114,-,-,-
'121:15:03.768',0.376,0.570,-,-,-
'121:15:03.776',0.032,0.088,-,-,-
'121:15:03.784',-0.032,-0.061,-,-,-
'121:15:03.792',0.000,-0.018,-,-,-
'121:15:03.800',0.016,0.018,-,-,-
'121:15:03.808',0.000,0.000,-,-,-
'121:15:03.816',-0.016,-0.018,-,-,-
'121:15:03.824',-0.016,0.026,-,-,-
'121:15:03.832',-0.008,-0.018,-,-,-
'121:15:03.840',-0.008,-0.053,-,-,-
'121:15:03.848',-0.008,-0.026,-,-,-
'121:15:03.856',-0.016,-0.018,-,-,-
'121:15:03.864',-0.024,-0.044,-,-,-
'121:15:03.872',-0.040,-0.018,-,-,-
'121:15:03.880',-0.072,-0.070,-,-,-
'121:15:03.888',-0.120,-0.096,-,-,-
'121:15:03.896',-0.152,-0.114,-,-,-
'121:15:03.904',-0.168,-0.123,-,-,-
'121:15:03.912',-0.160,-0.175,-,-,-
'121:15:03.920',-0.136,-0.202,-,-,-
'121:15:03.928',-0.080,-0.140,-,-,-
'121:15:03.936',-0.016,-0.061,-,-,-
'121:15:03.944',0.024,-0.026,-,-,-
'121:15:03.952',0.048,0.035,-,-,-
'121:15:03.960',0.048,0.018,-,-,-
'121:15:03.968',0.056,0.018,-,-,-
'121:15:03.976',0.056,0.018,-,-,-
'121:15:03.984',0.040,0.000,-,-,-
'121:15:03.992',0.032,0.009,-,-,-
'121:15:04.000',0.032,0.000,-,-,-
'121:15:04.008',0.024,-0.009,-,-,-
'121:15:04.016',0.008,0.000,-,-,-
'121:15:04.024',0.000,-0.044,-,-,-
'121:15:04.032',0.008,0.000,-,-,-
'121:15:04.040',0.008,0.018,-,-,-
'121:15:04.048',0.016,-0.026,-,-,-
'121:15:04.056',0.016,0.018,-,-,-
'121:15:04.064',0.016,0.000,-,-,-
'121:15:04.072',0.008,0.018,-,-,-
'121:15:04.080',0.000,-0.009,-,-,-
'121:15:04.088',-0.024,-0.018,-,-,-
'121:15:04.096',-0.056,-0.009,-,-,-
'121:15:04.104',-0.080,-0.061,-,-,-
'121:15:04.112',-0.104,-0.096,-,-,-
'121:15:04.120',-0.120,-0.096,-,-,-
'121:15:04.128',-0.136,-0.096,-,-,-
'121:15:04.136',-0.120,-0.132,-,-,-
'121:15:04.144',-0.072,-0.105,-,-,-
'121:15:04.152',0.000,-0.114,-,-,-
'121:15:04.160',0.048,0.061,-,-,-
'121:15:04.168',0.064,0.079,-,-,-
'121:15:04.176',0.072,0.044,-,-,-
'121:15:04.184',0.088,0.035,-,-,-
'121:15:04.192',0.088,0.079,-,-,-
'121:15:04.200',0.072,0.096,-,-,-
'121:15:04.208',0.056,0.035,-,-,-
'121:15:04.216',0.056,0.053,-,-,-
'121:15:04.224',0.056,0.061,-,-,-
'121:15:04.232',0.064,0.044,-,-,-
'121:15:04.240',0.056,0.061,-,-,-
'121:15:04.248',0.048,0.026,-,-,-
'121:15:04.256',0.040,0.053,-,-,-
'121:15:04.264',0.032,0.026,-,-,-
'121:15:04.272',0.016,0.044,-,-,-
'121:15:04.280',0.016,0.000,-,-,-
'121:15:04.288',0.016,0.018,-,-,-
'121:15:04.296',0.008,0.018,-,-,-
'121:15:04.304',-0.016,0.000,-,-,-
'121:15:04.312',-0.048,-0.044,-,-,-
'121:15:04.320',-0.080,-0.070,-,-,-
'121:15:04.328',-0.112,-0.096,-,-,-
'121:15:04.336',-0.136,-0.123,-,-,-
'121:15:04.344',-0.136,-0.140,-,-,-
'121:15:04.352',-0.088,-0.105,-,-,-
'121:15:04.360',-0.032,-0.061,-,-,-
'121:15:04.368',0.040,-0.009,-,-,-
'121:15:04.376',0.072,0.061,-,-,-
'121:15:04.384',0.080,0.079,-,-,-
'121:15:04.392',0.080,0.088,-,-,-
'121:15:04.400',0.072,0.044,-,-,-
'121:15:04.408',0.072,0.053,-,-,-
'121:15:04.416',0.080,0.053,-,-,-
'121:15:04.424',0.080,0.070,-,-,-
'121:15:04.432',0.072,0.044,-,-,-
'121:15:04.440',0.072,0.053,-,-,-
'121:15:04.448',0.056,0.053,-,-,-
'121:15:04.456',0.000,0.079,-,-,-
'121:15:04.464',-0.016,-0.079,-,-,-
'121:15:04.472',0.184,-0.096,-,-,-
'121:15:04.480',0.624,0.193,-,-,-
'121:15:04.488',0.920,0.798,-,-,-
'121:15:04.496',0.712,0.956,-,-,-
'121:15:04.504',0.248,0.404,-,-,-
'121:15:04.512',-0.048,-0.018,-,-,-
'121:15:04.520',-0.112,-0.123,-,-,-
'121:15:04.528',-0.096,-0.140,-,-,-
'121:15:04.536',-0.088,-0.096,-,-,-
'121:15:04.544',-0.120,-0.140,-,-,-
'121:15:04.552',-0.136,-0.149,-,-,-
'121:15:04.560',-0.128,-0.140,-,-,-
'121:15:04.568',-0.096,-0.158,-,-,-
'121:15:04.576',-0.040,-0.096,-,-,-
'121:15:04.584',0.016,-0.044,-,-,-
'121:15:04.592',0.056,0.035,-,-,-
'121:15:04.600',0.064,0.044,-,-,-
'121:15:04.608',0.064,0.026,-,-,-
'121:15:04.616',0.072,0.018,-,-,-
'121:15:04.624',0.072,0.061,-,-,-
'121:15:04.632',0.072,0.018,-,-,-
'121:15:04.640',0.072,0.044,-,-,-
'121:15:04.648',0.064,0.000,-,-,-
'121:15:04.656',0.064,0.026,-,-,-
'121:15:04.664',0.064,0.018,-,-,-
'121:15:04.672',0.056,0.026,-,-,-
'121:15:04.680',0.056,0.000,-,-,-
'121:15:04.688',0.048,0.026,-,-,-
'121:15:04.696',0.040,-0.009,-,-,-
'121:15:04.704',0.040,0.009,-,-,-
'121:15:04.712',0.032,-0.018,-,-,-
'121:15:04.720',0.032,-0.009,-,-,-
'121:15:04.728',0.032,-0.044,-,-,-
'121:15:04.736',0.008,-0.009,-,-,-
'121:15:04.744',-0.032,-0.061,-,-,-
'121:15:04.752',-0.072,-0.114,-,-,-
'121:15:04.760',-0.096,-0.149,-,-,-
'121:15:04.768',-0.096,-0.158,-,-,-
'121:15:04.776',-0.096,-0.114,-,-,-
'121:15:04.784',-0.056,-0.175,-,-,-
'121:15:04.792',0.008,-0.070,-,-,-
'121:15:04.800',0.056,0.018,-,-,-
'121:15:04.808',0.080,0.070,-,-,-
'121:15:04.816',0.096,0.061,-,-,-
'121:15:04.824',0.096,0.096,-,-,-
'121:15:04.832',0.104,0.061,-,-,-
'121:15:04.840',0.096,0.088,-,-,-
'121:15:04.848',0.088,0.079,-,-,-
'121:15:04.856',0.080,0.096,-,-,-
'121:15:04.864',0.080,0.070,-,-,-
'121:15:04.872',0.072,0.088,-,-,-
'121:15:04.880',0.064,0.035,-,-,-
'121:15:04.888',0.064,0.070,-,-,-
'121:15:04.896',0.056,0.044,-,-,-
'121:15:04.904',0.048,0.044,-,-,-
'121:15:04.912',0.040,0.026,-,-,-
'121:15:04.920',0.024,0.044,-,-,-
'121:15:04.928',0.024,0.018,-,-,-
'121:15:04.936',0.016,0.009,-,-,-
'121:15:04.944',-0.008,0.000,-,-,-
'121:15:04.952',-0.040,0.000,-,-,-
'121:15:04.960',-0.080,-0.061,-,-,-
'121:15:04.968',-0.104,-0.088,-,-,-
'121:15:04.976',-0.128,-0.079,-,-,-
'121:15:04.984',-0.144,-0.140,-,-,-
'121:15:04.992',-0.128,-0.149,-,-,-
'121:15:05.000',-0.088,-0.096,-,-,-
'121:15:05.008',-0.032,-0.053,-,-,-
'121:15:05.016',0.024,0.000,-,-,-
'121:15:05.024',0.048,0.044,-,-,-
'121:15:05.032',0.048,0.035,-,-,-
'121:15:05.040',0.048,0.053,-,-,-
'121:15:05.048',0.040,0.044,-,-,-
'121:15:05.056',0.048,0.053,-,-,-
'121:15:05.064',0.048,0.044,-,-,-
'121:15:05.072',0.040,0.053,-,-,-
'121:15:05.080',0.032,0.018,-,-,-
'121:15:05.088',0.032,0.044,-,-,-
'121:15:05.096',0.024,0.018,-,-,-
'121:15:05.104',0.024,0.026,-,-,-
'121:15:05.112',0.008,0.009,-,-,-
'121:15:05.120',0.008,0.018,-,-,-
'121:15:05.128',0.008,0.018,-,-,-
'121:15:05.136',0.000,0.026,-,-,-
'121:15:05.144',-0.016,-0.018,-,-,-
'121:15:05.152',-0.024,-0.026,-,-,-
'121:15:05.160',-0.040,-0.009,-,-,-
'121:15:05.168',-0.072,-0.053,-,-,-
'121:15:05.176',-0.112,-0.096,-,-,-
'121:15:05.184',-0.136,-0.132,-,-,-
'121:15:05.192',-0.144,-0.123,-,-,-
'121:15:05.200',-0.152,-0.149,-,-,-
'121:15:05.208',-0.120,-0.105,-,-,-
'121:15:05.216',-0.056,-0.132,-,-,-
'121:15:05.224',0.008,0.000,-,-,-
'121:15:05.232',0.048,0.026,-,-,-
'121:15:05.240',0.056,0.053,-,-,-
'121:15:05.248',0.048,0.044,-,-,-
'121:15:05.256',0.048,0.035,-,-,-
'121:15:05.264',0.056,0.044,-,-,-
'121:15:05.272',0.056,0.053,-,-,-
'121:15:05.280',0.048,0.044,-,-,-
'121:15:05.288',0.048,0.061,-,-,-
'121:15:05.296',0.048,0.026,-,-,-
'121:15:05.304',0.024,0.044,-,-,-
'121:15:05.312',-0.032,0.000,-,-,-
'121:15:05.320',-0.048,-0.061,-,-,-
'121:15:05.328',0.168,-0.123,-,-,-
'121:15:05.336',0.600,0.202,-,-,-
'121:15:05.344',0.864,0.763,-,-,-
'121:15:05.352',0.632,0.912,-,-,-
'121:15:05.360',0.184,0.360,-,-,-
'121:15:05.368',-0.080,-0.018,-,-,-
'121:15:05.376',-0.136,-0.175,-,-,-
'121:15:05.384',-0.112,-0.184,-,-,-
'121:15:05.392',-0.112,-0.105,-,-,-
'121:15:05.400',-0.136,-0.140,-,-,-
'121:15:05.408',-0.152,-0.167,-,-,-
'121:15:05.416',-0.136,-0.175,-,-,-
'121:15:05.424',-0.088,-0.123,-,-,-
'121:15:05.432',-0.032,-0.132,-,-,-
'121:15:05.440',0.016,-0.009,-,-,-
'121:15:05.448',0.048,0.018,-,-,-
'121:15:05.456',0.048,0.053,-,-,-
'121:15:05.464',0.048,0.009,-,-,-
'121:15:05.472',0.056,0.018,-,-,-
'121:15:05.480',0.056,0.026,-,-,-
'121:15:05.488',0.056,0.035,-,-,-
'121:15:05.496',0.048,0.018,-,-,-
'121:15:05.504',0.040,0.009,-,-,-
'121:15:05.512',0.040,0.000,-,-,-
'121:15:05.520',0.040,0.026,-,-,-
'121:15:05.528',0.032,-0.009,-,-,-
'121:15:05.536',0.024,-0.018,-,-,-
'121:15:05.544',0.024,0.000,-,-,-
'121:15:05.552',0.016,-0.018,-,-,-
