'Elapsed time','I','II','V','MCL1','ABP'
'84:48:06.096',-,0.000,-,-,67.200
'84:48:06.104',-,0.000,-,-,66.400
'84:48:06.112',-,0.000,-,-,66.400
'84:48:06.120',-,0.000,-,-,65.600
'84:48:06.128',-,0.032,-,-,64.800
'84:48:06.136',-,0.192,-,-,64.800
'84:48:06.144',-,0.576,-,-,64.000
'84:48:06.152',-,0.864,-,-,64.000
'84:48:06.160',-,0.384,-,-,63.200
'84:48:06.168',-,-0.192,-,-,62.400
'84:48:06.176',-,-0.352,-,-,62.400
'84:48:06.184',-,-0.320,-,-,61.600
'84:48:06.192',-,-0.160,-,-,61.600
'84:48:06.200',-,-0.064,-,-,60.800
'84:48:06.208',-,-0.032,-,-,60.800
'84:48:06.216',-,0.000,-,-,60.000
'84:48:06.224',-,0.000,-,-,60.000
'84:48:06.232',-,0.000,-,-,59.200
'84:48:06.240',-,0.000,-,-,59.200
'84:48:06.248',-,0.000,-,-,58.400
'84:48:06.256',-,0.032,-,-,58.400
'84:48:06.264',-,0.032,-,-,59.200
'84:48:06.272',-,0.032,-,-,61.600
'84:48:06.280',-,0.032,-,-,66.400
'84:48:06.288',-,0.064,-,-,74.400
'84:48:06.296',-,0.064,-,-,86.400
'84:48:06.304',-,0.096,-,-,100.000
'84:48:06.312',-,0.096,-,-,113.600
'84:48:06.320',-,0.128,-,-,124.800
'84:48:06.328',-,0.192,-,-,132.000
'84:48:06.336',-,0.224,-,-,136.000
'84:48:06.344',-,0.256,-,-,137.600
'84:48:06.352',-,0.288,-,-,138.400
'84:48:06.360',-,0.288,-,-,138.400
'84:48:06.368',-,0.256,-,-,139.200
'84:48:06.376',-,0.256,-,-,139.200
'84:48:06.384',-,0.192,-,-,139.200
'84:48:06.392',-,0.128,-,-,139.200
'84:48:06.400',-,0.064,-,-,138.400
'84:48:06.408',-,0.000,-,-,137.600
'84:48:06.416',-,0.000,-,-,137.600
'84:48:06.424',-,-0.032,-,-,136.000
'84:48:06.432',-,-0.064,-,-,135.200
'84:48:06.440',-,-0.064,-,-,134.400
'84:48:06.448',-,-0.064,-,-,132.800
'84:48:06.456',-,-0.064,-,-,131.200
'84:48:06.464',-,-0.064,-,-,129.600
'84:48:06.472',-,-0.064,-,-,128.000
'84:48:06.480',-,-0.064,-,-,125.600
'84:48:06.488',-,-0.064,-,-,123.200
'84:48:06.496',-,-0.064,-,-,120.000
'84:48:06.504',-,-0.064,-,-,116.800
'84:48:06.512',-,-0.096,-,-,112.800
'84:48:06.520',-,-0.064,-,-,108.800
'84:48:06.528',-,-0.064,-,-,104.000
'84:48:06.536',-,-0.064,-,-,99.200
'84:48:06.544',-,-0.064,-,-,94.400
'84:48:06.552',-,-0.064,-,-,90.400
'84:48:06.560',-,-0.064,-,-,86.400
'84:48:06.568',-,-0.064,-,-,83.200
'84:48:06.576',-,-0.032,-,-,80.800
'84:48:06.584',-,-0.032,-,-,80.000
'84:48:06.592',-,-0.032,-,-,79.200
'84:48:06.600',-,-0.032,-,-,79.200
'84:48:06.608',-,0.000,-,-,78.400
'84:48:06.616',-,0.000,-,-,78.400
'84:48:06.624',-,0.000,-,-,78.400
'84:48:06.632',-,0.000,-,-,77.600
'84:48:06.640',-,0.000,-,-,76.800
'84:48:06.648',-,0.032,-,-,76.000
'84:48:06.656',-,0.064,-,-,75.200
'84:48:06.664',-,0.064,-,-,74.400
'84:48:06.672',-,0.064,-,-,73.600
'84:48:06.680',-,0.064,-,-,72.800
'84:48:06.688',-,0.064,-,-,72.000
'84:48:06.696',-,0.064,-,-,71.200
'84:48:06.704',-,0.064,-,-,70.400
'84:48:06.712',-,0.000,-,-,69.600
'84:48:06.720',-,0.000,-,-,68.800
'84:48:06.728',-,0.000,-,-,68.000
'84:48:06.736',-,0.000,-,-,68.000
'84:48:06.744',-,0.000,-,-,67.200
'84:48:06.752',-,0.000,-,-,66.400
'84:48:06.760',-,0.096,-,-,65.600
'84:48:06.768',-,0.384,-,-,65.600
'84:48:06.776',-,0.896,-,-,64.800
'84:48:06.784',-,0.928,-,-,64.800
'84:48:06.792',-,0.064,-,-,64.000
'84:48:06.800',-,-0.288,-,-,64.000
'84:48:06.808',-,-0.352,-,-,63.200
'84:48:06.816',-,-0.224,-,-,62.400
'84:48:06.824',-,-0.128,-,-,62.400
'84:48:06.832',-,-0.064,-,-,61.600
'84:48:06.840',-,-0.032,-,-,61.600
'84:48:06.848',-,0.000,-,-,60.800
'84:48:06.856',-,0.000,-,-,60.000
'84:48:06.864',-,0.000,-,-,60.000
'84:48:06.872',-,0.000,-,-,59.200
'84:48:06.880',-,0.000,-,-,59.200
'84:48:06.888',-,0.000,-,-,59.200
'84:48:06.896',-,0.000,-,-,60.800
'84:48:06.904',-,0.000,-,-,64.800
'84:48:06.912',-,0.000,-,-,72.000
'84:48:06.920',-,0.000,-,-,82.400
'84:48:06.928',-,0.032,-,-,96.000
'84:48:06.936',-,0.064,-,-,109.600
'84:48:06.944',-,0.064,-,-,121.600
'84:48:06.952',-,0.096,-,-,130.400
'84:48:06.960',-,0.128,-,-,135.200
'84:48:06.968',-,0.192,-,-,137.600
'84:48:06.976',-,0.224,-,-,138.400
'84:48:06.984',-,0.256,-,-,139.200
'84:48:06.992',-,0.224,-,-,139.200
'84:48:07.000',-,0.192,-,-,139.200
'84:48:07.008',-,0.128,-,-,139.200
'84:48:07.016',-,0.064,-,-,139.200
'84:48:07.024',-,0.032,-,-,138.400
'84:48:07.032',-,0.000,-,-,137.600
'84:48:07.040',-,-0.064,-,-,136.800
'84:48:07.048',-,-0.096,-,-,136.000
'84:48:07.056',-,-0.160,-,-,135.200
'84:48:07.064',-,-0.160,-,-,134.400
'84:48:07.072',-,-0.160,-,-,132.800
'84:48:07.080',-,-0.160,-,-,132.000
'84:48:07.088',-,-0.160,-,-,129.600
'84:48:07.096',-,-0.192,-,-,128.000
'84:48:07.104',-,-0.192,-,-,125.600
'84:48:07.112',-,-0.192,-,-,123.200
'84:48:07.120',-,-0.192,-,-,120.800
'84:48:07.128',-,-0.192,-,-,117.600
'84:48:07.136',-,-0.192,-,-,113.600
'84:48:07.144',-,-0.192,-,-,109.600
'84:48:07.152',-,-0.192,-,-,104.800
'84:48:07.160',-,-0.192,-,-,100.000
'84:48:07.168',-,-0.192,-,-,95.200
'84:48:07.176',-,-0.160,-,-,90.400
'84:48:07.184',-,-0.160,-,-,86.400
'84:48:07.192',-,-0.160,-,-,83.200
'84:48:07.200',-,-0.160,-,-,80.800
'84:48:07.208',-,-0.160,-,-,79.200
'84:48:07.216',-,-0.160,-,-,78.400
'84:48:07.224',-,-0.160,-,-,77.600
'84:48:07.232',-,-0.160,-,-,77.600
'84:48:07.240',-,-0.160,-,-,77.600
'84:48:07.248',-,-0.128,-,-,77.600
'84:48:07.256',-,-0.160,-,-,76.800
'84:48:07.264',-,-0.096,-,-,76.000
'84:48:07.272',-,-0.096,-,-,75.200
'84:48:07.280',-,-0.064,-,-,74.400
'84:48:07.288',-,-0.064,-,-,73.600
'84:48:07.296',-,-0.032,-,-,72.800
'84:48:07.304',-,-0.064,-,-,72.000
'84:48:07.312',-,-0.032,-,-,71.200
'84:48:07.320',-,-0.032,-,-,70.400
'84:48:07.328',-,-0.064,-,-,69.600
'84:48:07.336',-,-0.032,-,-,68.800
'84:48:07.344',-,-0.064,-,-,68.000
'84:48:07.352',-,-0.128,-,-,67.200
'84:48:07.360',-,-0.128,-,-,66.400
'84:48:07.368',-,-0.128,-,-,65.600
'84:48:07.376',-,-0.128,-,-,64.800
'84:48:07.384',-,-0.096,-,-,64.800
'84:48:07.392',-,-0.032,-,-,64.000
'84:48:07.400',-,0.160,-,-,64.000
'84:48:07.408',-,0.608,-,-,63.200
'84:48:07.416',-,0.736,-,-,62.400
'84:48:07.424',-,0.000,-,-,62.400
'84:48:07.432',-,-0.416,-,-,61.600
'84:48:07.440',-,-0.512,-,-,61.600
'84:48:07.448',-,-0.384,-,-,60.800
'84:48:07.456',-,-0.288,-,-,60.000
'84:48:07.464',-,-0.224,-,-,60.000
'84:48:07.472',-,-0.160,-,-,59.200
'84:48:07.480',-,-0.160,-,-,59.200
'84:48:07.488',-,-0.128,-,-,58.400
'84:48:07.496',-,-0.128,-,-,58.400
'84:48:07.504',-,-0.096,-,-,57.600
'84:48:07.512',-,-0.096,-,-,57.600
'84:48:07.520',-,-0.096,-,-,57.600
'84:48:07.528',-,-0.096,-,-,58.400
'84:48:07.536',-,-0.064,-,-,61.600
'84:48:07.544',-,-0.064,-,-,67.200
'84:48:07.552',-,-0.064,-,-,77.600
'84:48:07.560',-,-0.064,-,-,90.400
'84:48:07.568',-,-0.032,-,-,104.000
'84:48:07.576',-,0.000,-,-,116.800
'84:48:07.584',-,0.000,-,-,127.200
'84:48:07.592',-,0.064,-,-,132.800
'84:48:07.600',-,0.064,-,-,136.000
'84:48:07.608',-,0.128,-,-,136.800
'84:48:07.616',-,0.128,-,-,137.600
'84:48:07.624',-,0.128,-,-,138.400
'84:48:07.632',-,0.128,-,-,138.400
'84:48:07.640',-,0.064,-,-,138.400
'84:48:07.648',-,0.032,-,-,138.400
'84:48:07.656',-,-0.032,-,-,138.400
'84:48:07.664',-,-0.064,-,-,137.600
'84:48:07.672',-,-0.128,-,-,136.800
'84:48:07.680',-,-0.160,-,-,136.000
'84:48:07.688',-,-0.192,-,-,135.200
'84:48:07.696',-,-0.224,-,-,134.400
'84:48:07.704',-,-0.224,-,-,132.800
'84:48:07.712',-,-0.224,-,-,132.000
'84:48:07.720',-,-0.224,-,-,130.400
'84:48:07.728',-,-0.192,-,-,128.800
'84:48:07.736',-,-0.160,-,-,126.400
'84:48:07.744',-,-0.064,-,-,124.000
'84:48:07.752',-,0.064,-,-,121.600
'84:48:07.760',-,0.352,-,-,118.400
'84:48:07.768',-,0.416,-,-,114.400
'84:48:07.776',-,-0.064,-,-,110.400
'84:48:07.784',-,-0.320,-,-,106.400
'84:48:07.792',-,-0.352,-,-,101.600
'84:48:07.800',-,-0.224,-,-,96.800
'84:48:07.808',-,-0.192,-,-,92.000
'84:48:07.816',-,-0.160,-,-,87.200
'84:48:07.824',-,-0.128,-,-,83.200
'84:48:07.832',-,-0.160,-,-,80.000
'84:48:07.840',-,-0.288,-,-,77.600
'84:48:07.848',-,-0.352,-,-,76.800
'84:48:07.856',-,-0.224,-,-,76.000
'84:48:07.864',-,-0.160,-,-,76.800
'84:48:07.872',-,-0.160,-,-,76.800
'84:48:07.880',-,-0.128,-,-,76.800
'84:48:07.888',-,-0.128,-,-,76.800
'84:48:07.896',-,-0.128,-,-,76.800
'84:48:07.904',-,-0.096,-,-,76.000
'84:48:07.912',-,-0.096,-,-,75.200
'84:48:07.920',-,-0.064,-,-,74.400
'84:48:07.928',-,-0.064,-,-,72.800
'84:48:07.936',-,-0.032,-,-,72.000
'84:48:07.944',-,0.000,-,-,71.200
'84:48:07.952',-,0.064,-,-,70.400
'84:48:07.960',-,0.064,-,-,69.600
'84:48:07.968',-,0.064,-,-,69.600
'84:48:07.976',-,0.064,-,-,68.800
'84:48:07.984',-,0.064,-,-,68.800
'84:48:07.992',-,0.064,-,-,69.600
'84:48:08.000',-,0.064,-,-,69.600
'84:48:08.008',-,0.032,-,-,70.400
'84:48:08.016',-,0.000,-,-,71.200
'84:48:08.024',-,0.000,-,-,72.000
'84:48:08.032',-,0.000,-,-,72.800
'84:48:08.040',-,-0.032,-,-,72.000
'84:48:08.048',-,-0.032,-,-,72.000
'84:48:08.056',-,-0.032,-,-,70.400
'84:48:08.064',-,-0.064,-,-,68.800
'84:48:08.072',-,-0.064,-,-,67.200
'84:48:08.080',-,-0.064,-,-,64.800
'84:48:08.088',-,-0.064,-,-,63.200
'84:48:08.096',-,-0.064,-,-,61.600
'84:48:08.104',-,-0.064,-,-,60.800
'84:48:08.112',-,-0.064,-,-,60.000
'84:48:08.120',-,-0.064,-,-,59.200
'84:48:08.128',-,-0.032,-,-,58.400
'84:48:08.136',-,-0.064,-,-,58.400
'84:48:08.144',-,-0.064,-,-,58.400
'84:48:08.152',-,-0.064,-,-,57.600
'84:48:08.160',-,-0.032,-,-,57.600
'84:48:08.168',-,-0.064,-,-,57.600
'84:48:08.176',-,-0.032,-,-,56.800
'84:48:08.184',-,-0.064,-,-,56.800
'84:48:08.192',-,-0.032,-,-,56.800
'84:48:08.200',-,-0.064,-,-,56.000
'84:48:08.208',-,-0.064,-,-,56.000
'84:48:08.216',-,-0.064,-,-,56.000
'84:48:08.224',-,-0.032,-,-,55.200
'84:48:08.232',-,-0.064,-,-,55.200
'84:48:08.240',-,-0.032,-,-,54.400
'84:48:08.248',-,-0.032,-,-,54.400
'84:48:08.256',-,-0.032,-,-,53.600
'84:48:08.264',-,-0.032,-,-,53.600
'84:48:08.272',-,-0.032,-,-,53.600
'84:48:08.280',-,-0.032,-,-,52.800
'84:48:08.288',-,-0.032,-,-,52.800
'84:48:08.296',-,-0.032,-,-,52.800
'84:48:08.304',-,-0.032,-,-,52.000
'84:48:08.312',-,-0.032,-,-,52.000
'84:48:08.320',-,0.000,-,-,52.000
'84:48:08.328',-,-0.032,-,-,51.200
'84:48:08.336',-,0.000,-,-,51.200
'84:48:08.344',-,0.000,-,-,51.200
'84:48:08.352',-,-0.032,-,-,50.400
'84:48:08.360',-,0.000,-,-,50.400
'84:48:08.368',-,0.000,-,-,50.400
'84:48:08.376',-,0.000,-,-,49.600
'84:48:08.384',-,-0.032,-,-,49.600
'84:48:08.392',-,0.000,-,-,49.600
'84:48:08.400',-,-0.032,-,-,48.800
'84:48:08.408',-,0.000,-,-,48.800
'84:48:08.416',-,-0.032,-,-,48.800
'84:48:08.424',-,0.000,-,-,48.800
'84:48:08.432',-,0.000,-,-,48.000
'84:48:08.440',-,0.000,-,-,48.000
'84:48:08.448',-,0.000,-,-,48.000
'84:48:08.456',-,0.000,-,-,48.000
'84:48:08.464',-,0.000,-,-,47.200
'84:48:08.472',-,0.000,-,-,47.200
'84:48:08.480',-,0.000,-,-,47.200
'84:48:08.488',-,0.000,-,-,47.200
'84:48:08.496',-,0.000,-,-,46.400
'84:48:08.504',-,0.000,-,-,46.400
'84:48:08.512',-,0.000,-,-,46.400
'84:48:08.520',-,0.000,-,-,46.400
'84:48:08.528',-,0.000,-,-,46.400
'84:48:08.536',-,0.000,-,-,46.400
'84:48:08.544',-,0.000,-,-,45.600
'84:48:08.552',-,0.000,-,-,45.600
'84:48:08.560',-,0.032,-,-,45.600
'84:48:08.568',-,0.032,-,-,45.600
'84:48:08.576',-,0.064,-,-,45.600
'84:48:08.584',-,0.032,-,-,44.800
'84:48:08.592',-,0.000,-,-,44.800
'84:48:08.600',-,0.032,-,-,44.800
'84:48:08.608',-,0.000,-,-,44.800
'84:48:08.616',-,0.000,-,-,44.800
'84:48:08.624',-,-0.032,-,-,44.800
'84:48:08.632',-,-0.032,-,-,44.800
'84:48:08.640',-,-0.032,-,-,44.800
'84:48:08.648',-,0.000,-,-,44.000
'84:48:08.656',-,0.128,-,-,44.000
'84:48:08.664',-,0.544,-,-,44.000
'84:48:08.672',-,0.768,-,-,44.000
'84:48:08.680',-,0.256,-,-,44.000
'84:48:08.688',-,-0.256,-,-,44.000
'84:48:08.696',-,-0.416,-,-,44.000
'84:48:08.704',-,-0.352,-,-,44.000
'84:48:08.712',-,-0.224,-,-,44.000
'84:48:08.720',-,-0.160,-,-,44.000
'84:48:08.728',-,-0.096,-,-,44.000
'84:48:08.736',-,-0.064,-,-,44.000
'84:48:08.744',-,-0.064,-,-,44.000
'84:48:08.752',-,-0.032,-,-,44.000
'84:48:08.760',-,-0.032,-,-,44.000
'84:48:08.768',-,0.000,-,-,44.000
'84:48:08.776',-,0.000,-,-,44.000
'84:48:08.784',-,0.000,-,-,45.600
'84:48:08.792',-,0.000,-,-,48.800
'84:48:08.800',-,0.000,-,-,56.000
'84:48:08.808',-,0.000,-,-,68.000
'84:48:08.816',-,0.032,-,-,84.000
'84:48:08.824',-,0.032,-,-,100.800
'84:48:08.832',-,0.064,-,-,116.000
'84:48:08.840',-,0.064,-,-,127.200
'84:48:08.848',-,0.128,-,-,133.600
'84:48:08.856',-,0.128,-,-,136.000
'84:48:08.864',-,0.192,-,-,137.600
'84:48:08.872',-,0.192,-,-,137.600
'84:48:08.880',-,0.224,-,-,138.400
'84:48:08.888',-,0.192,-,-,139.200
'84:48:08.896',-,0.192,-,-,139.200
'84:48:08.904',-,0.128,-,-,139.200
'84:48:08.912',-,0.096,-,-,138.400
'84:48:08.920',-,0.064,-,-,136.800
'84:48:08.928',-,0.000,-,-,136.000
'84:48:08.936',-,0.000,-,-,134.400
'84:48:08.944',-,-0.064,-,-,132.800
'84:48:08.952',-,-0.064,-,-,130.400
'84:48:08.960',-,-0.064,-,-,128.800
'84:48:08.968',-,-0.096,-,-,126.400
'84:48:08.976',-,-0.096,-,-,124.800
'84:48:08.984',-,-0.096,-,-,122.400
'84:48:08.992',-,-0.128,-,-,119.200
'84:48:09.000',-,-0.096,-,-,116.800
'84:48:09.008',-,-0.128,-,-,113.600
'84:48:09.016',-,-0.096,-,-,110.400
'84:48:09.024',-,-0.096,-,-,106.400
'84:48:09.032',-,-0.096,-,-,102.400
'84:48:09.040',-,-0.096,-,-,97.600
'84:48:09.048',-,-0.064,-,-,92.800
'84:48:09.056',-,-0.064,-,-,88.800
'84:48:09.064',-,-0.064,-,-,84.800
'84:48:09.072',-,-0.064,-,-,80.800
'84:48:09.080',-,-0.064,-,-,78.400
'84:48:09.088',-,-0.064,-,-,76.800
'84:48:09.096',-,-0.064,-,-,76.000
'84:48:09.104',-,-0.032,-,-,76.000
'84:48:09.112',-,-0.064,-,-,76.000
'84:48:09.120',-,-0.032,-,-,76.000
'84:48:09.128',-,0.000,-,-,75.200
'84:48:09.136',-,0.000,-,-,75.200
'84:48:09.144',-,0.000,-,-,74.400
'84:48:09.152',-,0.032,-,-,73.600
'84:48:09.160',-,0.032,-,-,72.800
'84:48:09.168',-,0.064,-,-,72.000
'84:48:09.176',-,0.032,-,-,71.200
'84:48:09.184',-,0.064,-,-,70.400
'84:48:09.192',-,0.000,-,-,69.600
'84:48:09.200',-,0.000,-,-,68.800
'84:48:09.208',-,0.000,-,-,68.000
'84:48:09.216',-,0.000,-,-,67.200
'84:48:09.224',-,0.000,-,-,66.400
'84:48:09.232',-,0.000,-,-,65.600
'84:48:09.240',-,0.000,-,-,64.800
'84:48:09.248',-,0.000,-,-,64.800
'84:48:09.256',-,0.000,-,-,64.000
'84:48:09.264',-,0.032,-,-,63.200
'84:48:09.272',-,0.160,-,-,63.200
'84:48:09.280',-,0.544,-,-,62.400
'84:48:09.288',-,0.768,-,-,62.400
'84:48:09.296',-,0.256,-,-,61.600
'84:48:09.304',-,-0.224,-,-,60.800
'84:48:09.312',-,-0.384,-,-,60.800
'84:48:09.320',-,-0.352,-,-,60.000
'84:48:09.328',-,-0.192,-,-,60.000
'84:48:09.336',-,-0.096,-,-,59.200
'84:48:09.344',-,-0.064,-,-,58.400
'84:48:09.352',-,-0.032,-,-,58.400
'84:48:09.360',-,0.000,-,-,57.600
'84:48:09.368',-,0.000,-,-,56.800
'84:48:09.376',-,0.000,-,-,56.800
'84:48:09.384',-,0.000,-,-,56.000
'84:48:09.392',-,0.000,-,-,56.000
'84:48:09.400',-,0.000,-,-,56.000
'84:48:09.408',-,0.000,-,-,56.800
'84:48:09.416',-,0.000,-,-,59.200
'84:48:09.424',-,0.032,-,-,64.800
'84:48:09.432',-,0.032,-,-,72.800
'84:48:09.440',-,0.064,-,-,84.000
'84:48:09.448',-,0.064,-,-,96.800
'84:48:09.456',-,0.096,-,-,108.000
'84:48:09.464',-,0.128,-,-,116.800
'84:48:09.472',-,0.192,-,-,123.200
'84:48:09.480',-,0.224,-,-,126.400
'84:48:09.488',-,0.256,-,-,128.000
'84:48:09.496',-,0.256,-,-,128.000
'84:48:09.504',-,0.224,-,-,128.800
'84:48:09.512',-,0.192,-,-,128.800
'84:48:09.520',-,0.128,-,-,128.800
'84:48:09.528',-,0.096,-,-,128.800
'84:48:09.536',-,0.032,-,-,128.000
'84:48:09.544',-,0.000,-,-,128.000
'84:48:09.552',-,0.000,-,-,127.200
'84:48:09.560',-,0.000,-,-,126.400
'84:48:09.568',-,-0.064,-,-,125.600
'84:48:09.576',-,-0.064,-,-,124.000
'84:48:09.584',-,-0.096,-,-,123.200
'84:48:09.592',-,-0.096,-,-,121.600
'84:48:09.600',-,-0.096,-,-,120.000
'84:48:09.608',-,-0.096,-,-,117.600
'84:48:09.616',-,-0.096,-,-,115.200
'84:48:09.624',-,-0.096,-,-,112.800
'84:48:09.632',-,-0.128,-,-,110.400
'84:48:09.640',-,-0.128,-,-,107.200
'84:48:09.648',-,-0.128,-,-,104.000
'84:48:09.656',-,-0.128,-,-,100.000
'84:48:09.664',-,-0.128,-,-,96.000
'84:48:09.672',-,-0.096,-,-,91.200
'84:48:09.680',-,-0.032,-,-,87.200
'84:48:09.688',-,0.128,-,-,83.200
'84:48:09.696',-,0.544,-,-,79.200
'84:48:09.704',-,0.608,-,-,76.800
'84:48:09.712',-,-0.224,-,-,74.400
'84:48:09.720',-,-0.544,-,-,73.600
'84:48:09.728',-,-0.576,-,-,72.800
'84:48:09.736',-,-0.288,-,-,72.800
'84:48:09.744',-,-0.160,-,-,72.800
'84:48:09.752',-,-0.128,-,-,72.800
'84:48:09.760',-,-0.064,-,-,72.800
'84:48:09.768',-,-0.064,-,-,72.000
'84:48:09.776',-,-0.064,-,-,72.000
'84:48:09.784',-,-0.032,-,-,71.200
'84:48:09.792',-,-0.032,-,-,70.400
'84:48:09.800',-,0.000,-,-,69.600
'84:48:09.808',-,0.000,-,-,68.800
'84:48:09.816',-,0.000,-,-,68.000
'84:48:09.824',-,0.000,-,-,68.000
'84:48:09.832',-,0.000,-,-,68.800
'84:48:09.840',-,0.000,-,-,72.000
'84:48:09.848',-,0.032,-,-,77.600
'84:48:09.856',-,0.032,-,-,86.400
'84:48:09.864',-,0.064,-,-,97.600
'84:48:09.872',-,0.096,-,-,108.800
'84:48:09.880',-,0.128,-,-,117.600
'84:48:09.888',-,0.160,-,-,124.000
'84:48:09.896',-,0.160,-,-,126.400
'84:48:09.904',-,0.192,-,-,127.200
'84:48:09.912',-,0.128,-,-,125.600
'84:48:09.920',-,0.128,-,-,124.000
'84:48:09.928',-,0.064,-,-,122.400
'84:48:09.936',-,0.000,-,-,120.800
'84:48:09.944',-,0.000,-,-,118.400
'84:48:09.952',-,-0.064,-,-,116.800
'84:48:09.960',-,-0.064,-,-,114.400
'84:48:09.968',-,-0.096,-,-,112.000
'84:48:09.976',-,-0.096,-,-,108.800
'84:48:09.984',-,-0.096,-,-,105.600
'84:48:09.992',-,-0.064,-,-,102.400
'84:48:10.000',-,-0.064,-,-,98.400
'84:48:10.008',-,-0.064,-,-,94.400
'84:48:10.016',-,-0.064,-,-,90.400
'84:48:10.024',-,-0.096,-,-,85.600
'84:48:10.032',-,-0.096,-,-,81.600
'84:48:10.040',-,-0.064,-,-,77.600
