'Elapsed time','II','AVF','MCL1','ABP','PAP'
'120:58:54.024',0.064,0.070,-,-,-
'120:58:54.032',0.056,0.053,-,-,-
'120:58:54.040',0.048,0.070,-,-,-
'120:58:54.048',0.040,0.044,-,-,-
'120:58:54.056',0.032,0.053,-,-,-
'120:58:54.064',0.016,0.000,-,-,-
'120:58:54.072',0.016,0.000,-,-,-
'120:58:54.080',0.016,0.018,-,-,-
'120:58:54.088',0.008,0.044,-,-,-
'120:58:54.096',-0.016,0.009,-,-,-
'120:58:54.104',-0.056,-0.018,-,-,-
'120:58:54.112',-0.096,-0.079,-,-,-
'120:58:54.120',-0.128,-0.096,-,-,-
'120:58:54.128',-0.128,-0.079,-,-,-
'120:58:54.136',-0.120,-0.114,-,-,-
'120:58:54.144',-0.104,-0.123,-,-,-
'120:58:54.152',-0.064,-0.140,-,-,-
'120:58:54.160',-0.016,-0.026,-,-,-
'120:58:54.168',0.024,0.035,-,-,-
'120:58:54.176',0.056,0.070,-,-,-
'120:58:54.184',0.064,0.061,-,-,-
'120:58:54.192',0.064,0.070,-,-,-
'120:58:54.200',0.064,0.070,-,-,-
'120:58:54.208',0.064,0.061,-,-,-
'120:58:54.216',0.056,0.079,-,-,-
'120:58:54.224',0.056,0.044,-,-,-
'120:58:54.232',0.056,0.053,-,-,-
'120:58:54.240',0.056,0.026,-,-,-
'120:58:54.248',0.048,0.061,-,-,-
'120:58:54.256',0.040,0.053,-,-,-
'120:58:54.264',0.024,0.053,-,-,-
'120:58:54.272',0.000,0.009,-,-,-
'120:58:54.280',0.000,0.000,-,-,-
'120:58:54.288',0.008,0.009,-,-,-
'120:58:54.296',-0.008,0.018,-,-,-
'120:58:54.304',-0.016,-0.018,-,-,-
'120:58:54.312',-0.032,0.000,-,-,-
'120:58:54.320',-0.064,-0.035,-,-,-
'120:58:54.328',-0.096,-0.070,-,-,-
'120:58:54.336',-0.120,-0.105,-,-,-
'120:58:54.344',-0.144,-0.114,-,-,-
'120:58:54.352',-0.136,-0.132,-,-,-
'120:58:54.360',-0.088,-0.105,-,-,-
'120:58:54.368',-0.032,-0.061,-,-,-
'120:58:54.376',0.032,0.000,-,-,-
'120:58:54.384',0.072,0.053,-,-,-
'120:58:54.392',0.072,0.070,-,-,-
'120:58:54.400',0.064,0.053,-,-,-
'120:58:54.408',0.064,0.061,-,-,-
'120:58:54.416',0.072,0.061,-,-,-
'120:58:54.424',0.072,0.053,-,-,-
'120:58:54.432',0.072,0.070,-,-,-
'120:58:54.440',0.064,0.053,-,-,-
'120:58:54.448',0.056,0.070,-,-,-
'120:58:54.456',0.048,0.035,-,-,-
'120:58:54.464',0.040,0.026,-,-,-
'120:58:54.472',0.024,0.053,-,-,-
'120:58:54.480',-0.032,0.000,-,-,-
'120:58:54.488',-0.048,-0.096,-,-,-
'120:58:54.496',0.168,-0.132,-,-,-
'120:58:54.504',0.600,0.175,-,-,-
'120:58:54.512',0.864,0.737,-,-,-
'120:58:54.520',0.640,0.886,-,-,-
'120:58:54.528',0.176,0.377,-,-,-
'120:58:54.536',-0.128,-0.096,-,-,-
'120:58:54.544',-0.184,-0.211,-,-,-
'120:58:54.552',-0.152,-0.175,-,-,-
'120:58:54.560',-0.128,-0.167,-,-,-
'120:58:54.568',-0.120,-0.140,-,-,-
'120:58:54.576',-0.096,-0.132,-,-,-
'120:58:54.584',-0.040,-0.070,-,-,-
'120:58:54.592',0.024,-0.009,-,-,-
'120:58:54.600',0.056,0.035,-,-,-
'120:58:54.608',0.056,0.044,-,-,-
'120:58:54.616',0.056,0.035,-,-,-
'120:58:54.624',0.064,0.026,-,-,-
'120:58:54.632',0.072,0.053,-,-,-
'120:58:54.640',0.064,0.035,-,-,-
'120:58:54.648',0.056,0.009,-,-,-
'120:58:54.656',0.056,0.000,-,-,-
'120:58:54.664',0.048,0.018,-,-,-
'120:58:54.672',0.048,0.000,-,-,-
'120:58:54.680',0.040,0.026,-,-,-
'120:58:54.688',0.032,0.000,-,-,-
'120:58:54.696',0.024,0.018,-,-,-
'120:58:54.704',0.016,-0.018,-,-,-
'120:58:54.712',0.008,-0.018,-,-,-
'120:58:54.720',0.008,-0.035,-,-,-
'120:58:54.728',0.008,-0.018,-,-,-
'120:58:54.736',0.000,-0.044,-,-,-
'120:58:54.744',-0.024,-0.035,-,-,-
'120:58:54.752',-0.064,-0.096,-,-,-
'120:58:54.760',-0.104,-0.140,-,-,-
'120:58:54.768',-0.120,-0.158,-,-,-
'120:58:54.776',-0.120,-0.175,-,-,-
'120:58:54.784',-0.104,-0.167,-,-,-
'120:58:54.792',-0.064,-0.132,-,-,-
'120:58:54.800',0.000,-0.061,-,-,-
'120:58:54.808',0.056,0.009,-,-,-
'120:58:54.816',0.080,0.053,-,-,-
'120:58:54.824',0.088,0.096,-,-,-
'120:58:54.832',0.080,0.079,-,-,-
'120:58:54.840',0.088,0.061,-,-,-
'120:58:54.848',0.088,0.070,-,-,-
'120:58:54.856',0.080,0.053,-,-,-
'120:58:54.864',0.072,0.079,-,-,-
'120:58:54.872',0.072,0.053,-,-,-
'120:58:54.880',0.064,0.061,-,-,-
'120:58:54.888',0.056,0.053,-,-,-
'120:58:54.896',0.040,0.018,-,-,-
'120:58:54.904',0.040,0.035,-,-,-
'120:58:54.912',0.032,0.026,-,-,-
'120:58:54.920',0.032,0.018,-,-,-
'120:58:54.928',0.024,0.035,-,-,-
'120:58:54.936',0.008,0.000,-,-,-
'120:58:54.944',0.008,0.018,-,-,-
'120:58:54.952',-0.024,0.000,-,-,-
'120:58:54.960',-0.104,-0.044,-,-,-
'120:58:54.968',-0.128,-0.184,-,-,-
'120:58:54.976',0.144,-0.211,-,-,-
'120:58:54.984',0.600,0.211,-,-,-
'120:58:54.992',0.744,0.763,-,-,-
'120:58:55.000',0.424,0.816,-,-,-
'120:58:55.008',0.016,0.184,-,-,-
'120:58:55.016',-0.152,-0.167,-,-,-
'120:58:55.024',-0.112,-0.193,-,-,-
'120:58:55.032',-0.024,-0.061,-,-,-
'120:58:55.040',-0.008,0.000,-,-,-
'120:58:55.048',-0.008,-0.018,-,-,-
'120:58:55.056',-0.008,-0.018,-,-,-
'120:58:55.064',-0.008,0.000,-,-,-
'120:58:55.072',-0.016,0.000,-,-,-
'120:58:55.080',-0.016,-0.026,-,-,-
'120:58:55.088',-0.016,-0.044,-,-,-
'120:58:55.096',-0.024,-0.018,-,-,-
'120:58:55.104',-0.024,-0.035,-,-,-
'120:58:55.112',-0.024,-0.026,-,-,-
'120:58:55.120',-0.016,-0.035,-,-,-
'120:58:55.128',-0.016,-0.018,-,-,-
'120:58:55.136',-0.016,-0.018,-,-,-
'120:58:55.144',-0.016,-0.018,-,-,-
'120:58:55.152',-0.016,-0.026,-,-,-
'120:58:55.160',-0.040,-0.018,-,-,-
'120:58:55.168',-0.072,-0.070,-,-,-
'120:58:55.176',-0.104,-0.061,-,-,-
'120:58:55.184',-0.144,-0.140,-,-,-
'120:58:55.192',-0.176,-0.158,-,-,-
'120:58:55.200',-0.208,-0.211,-,-,-
'120:58:55.208',-0.232,-0.219,-,-,-
'120:58:55.216',-0.232,-0.254,-,-,-
'120:58:55.224',-0.200,-0.219,-,-,-
'120:58:55.232',-0.144,-0.184,-,-,-
'120:58:55.240',-0.080,-0.123,-,-,-
'120:58:55.248',-0.032,-0.061,-,-,-
'120:58:55.256',-0.008,-0.009,-,-,-
'120:58:55.264',0.000,0.000,-,-,-
'120:58:55.272',0.000,0.000,-,-,-
'120:58:55.280',-0.008,0.000,-,-,-
'120:58:55.288',0.000,0.009,-,-,-
'120:58:55.296',-0.008,0.018,-,-,-
'120:58:55.304',-0.016,0.000,-,-,-
'120:58:55.312',-0.016,0.000,-,-,-
'120:58:55.320',-0.016,0.000,-,-,-
'120:58:55.328',-0.024,0.000,-,-,-
'120:58:55.336',-0.032,-0.018,-,-,-
'120:58:55.344',-0.040,0.000,-,-,-
'120:58:55.352',-0.048,-0.026,-,-,-
'120:58:55.360',-0.048,-0.018,-,-,-
'120:58:55.368',-0.048,-0.035,-,-,-
'120:58:55.376',-0.064,-0.035,-,-,-
'120:58:55.384',-0.080,-0.061,-,-,-
'120:58:55.392',-0.096,-0.044,-,-,-
'120:58:55.400',-0.128,-0.079,-,-,-
'120:58:55.408',-0.160,-0.105,-,-,-
'120:58:55.416',-0.192,-0.158,-,-,-
'120:58:55.424',-0.208,-0.167,-,-,-
'120:58:55.432',-0.208,-0.175,-,-,-
'120:58:55.440',-0.184,-0.175,-,-,-
'120:58:55.448',-0.144,-0.158,-,-,-
'120:58:55.456',-0.080,-0.079,-,-,-
'120:58:55.464',-0.024,-0.026,-,-,-
'120:58:55.472',0.000,0.026,-,-,-
'120:58:55.480',0.000,0.018,-,-,-
'120:58:55.488',-0.008,0.000,-,-,-
'120:58:55.496',0.000,0.009,-,-,-
'120:58:55.504',0.008,0.018,-,-,-
'120:58:55.512',0.008,0.026,-,-,-
'120:58:55.520',0.000,0.018,-,-,-
'120:58:55.528',0.000,0.026,-,-,-
'120:58:55.536',-0.008,0.000,-,-,-
'120:58:55.544',-0.016,0.009,-,-,-
'120:58:55.552',-0.016,0.000,-,-,-
'120:58:55.560',-0.024,0.000,-,-,-
'120:58:55.568',-0.032,-0.018,-,-,-
'120:58:55.576',-0.040,-0.009,-,-,-
'120:58:55.584',-0.048,-0.026,-,-,-
'120:58:55.592',-0.064,-0.018,-,-,-
'120:58:55.600',-0.072,-0.053,-,-,-
'120:58:55.608',-0.080,-0.035,-,-,-
'120:58:55.616',-0.104,-0.070,-,-,-
'120:58:55.624',-0.136,-0.079,-,-,-
'120:58:55.632',-0.168,-0.140,-,-,-
'120:58:55.640',-0.192,-0.140,-,-,-
'120:58:55.648',-0.192,-0.167,-,-,-
'120:58:55.656',-0.168,-0.140,-,-,-
'120:58:55.664',-0.128,-0.132,-,-,-
'120:58:55.672',-0.064,-0.061,-,-,-
'120:58:55.680',-0.008,0.000,-,-,-
'120:58:55.688',0.016,0.044,-,-,-
'120:58:55.696',0.024,0.053,-,-,-
'120:58:55.704',0.016,0.044,-,-,-
'120:58:55.712',0.024,0.035,-,-,-
'120:58:55.720',0.024,0.053,-,-,-
'120:58:55.728',0.016,0.035,-,-,-
'120:58:55.736',0.016,0.018,-,-,-
'120:58:55.744',0.016,0.035,-,-,-
'120:58:55.752',0.016,0.026,-,-,-
'120:58:55.760',0.008,0.044,-,-,-
'120:58:55.768',0.008,0.018,-,-,-
'120:58:55.776',-0.008,0.026,-,-,-
'120:58:55.784',-0.056,0.000,-,-,-
'120:58:55.792',-0.096,-0.079,-,-,-
'120:58:55.800',0.016,-0.140,-,-,-
'120:58:55.808',0.400,0.018,-,-,-
'120:58:55.816',0.808,0.553,-,-,-
'120:58:55.824',0.864,0.956,-,-,-
'120:58:55.832',0.304,0.509,-,-,-
'120:58:55.840',-0.096,0.026,-,-,-
'120:58:55.848',-0.232,-0.237,-,-,-
'120:58:55.856',-0.232,-0.263,-,-,-
'120:58:55.864',-0.184,-0.202,-,-,-
'120:58:55.872',-0.168,-0.175,-,-,-
'120:58:55.880',-0.136,-0.158,-,-,-
'120:58:55.888',-0.080,-0.105,-,-,-
'120:58:55.896',-0.024,-0.035,-,-,-
'120:58:55.904',0.000,0.000,-,-,-
'120:58:55.912',0.008,0.018,-,-,-
'120:58:55.920',0.008,0.000,-,-,-
'120:58:55.928',0.016,0.009,-,-,-
'120:58:55.936',0.016,0.000,-,-,-
'120:58:55.944',0.008,0.018,-,-,-
'120:58:55.952',0.008,-0.009,-,-,-
'120:58:55.960',0.008,0.000,-,-,-
'120:58:55.968',0.008,-0.009,-,-,-
'120:58:55.976',0.000,0.000,-,-,-
'120:58:55.984',0.000,-0.018,-,-,-
'120:58:55.992',0.000,-0.018,-,-,-
'120:58:56.000',-0.008,-0.026,-,-,-
'120:58:56.008',-0.016,-0.018,-,-,-
'120:58:56.016',-0.016,-0.044,-,-,-
'120:58:56.024',-0.024,-0.053,-,-,-
'120:58:56.032',-0.024,-0.035,-,-,-
'120:58:56.040',-0.040,-0.061,-,-,-
'120:58:56.048',-0.064,-0.088,-,-,-
'120:58:56.056',-0.096,-0.096,-,-,-
'120:58:56.064',-0.128,-0.149,-,-,-
'120:58:56.072',-0.144,-0.167,-,-,-
'120:58:56.080',-0.144,-0.158,-,-,-
'120:58:56.088',-0.128,-0.175,-,-,-
'120:58:56.096',-0.096,-0.140,-,-,-
'120:58:56.104',-0.032,-0.079,-,-,-
'120:58:56.112',0.024,0.000,-,-,-
'120:58:56.120',0.064,0.053,-,-,-
'120:58:56.128',0.072,0.079,-,-,-
'120:58:56.136',0.064,0.061,-,-,-
'120:58:56.144',0.064,0.070,-,-,-
'120:58:56.152',0.064,0.070,-,-,-
'120:58:56.160',0.064,0.079,-,-,-
'120:58:56.168',0.056,0.053,-,-,-
'120:58:56.176',0.040,0.061,-,-,-
'120:58:56.184',0.040,0.044,-,-,-
'120:58:56.192',0.040,0.053,-,-,-
'120:58:56.200',0.032,0.026,-,-,-
'120:58:56.208',0.016,0.035,-,-,-
'120:58:56.216',0.016,0.000,-,-,-
'120:58:56.224',0.016,0.018,-,-,-
'120:58:56.232',0.008,0.009,-,-,-
'120:58:56.240',-0.008,0.009,-,-,-
'120:58:56.248',-0.016,-0.018,-,-,-
'120:58:56.256',-0.032,0.000,-,-,-
'120:58:56.264',-0.080,-0.026,-,-,-
'120:58:56.272',-0.168,-0.096,-,-,-
'120:58:56.280',-0.200,-0.228,-,-,-
'120:58:56.288',0.056,-0.263,-,-,-
'120:58:56.296',0.496,0.132,-,-,-
'120:58:56.304',0.680,0.684,-,-,-
'120:58:56.312',0.416,0.763,-,-,-
'120:58:56.320',0.080,0.184,-,-,-
'120:58:56.328',-0.056,-0.044,-,-,-
'120:58:56.336',-0.064,-0.096,-,-,-
'120:58:56.344',-0.008,-0.018,-,-,-
'120:58:56.352',0.000,0.000,-,-,-
'120:58:56.360',0.000,0.000,-,-,-
'120:58:56.368',0.008,0.000,-,-,-
'120:58:56.376',0.008,0.009,-,-,-
'120:58:56.384',0.000,-0.009,-,-,-
'120:58:56.392',-0.008,0.000,-,-,-
'120:58:56.400',-0.008,-0.018,-,-,-
'120:58:56.408',-0.016,-0.009,-,-,-
'120:58:56.416',-0.016,-0.026,-,-,-
'120:58:56.424',-0.016,-0.009,-,-,-
'120:58:56.432',-0.024,-0.026,-,-,-
'120:58:56.440',-0.032,-0.026,-,-,-
'120:58:56.448',-0.032,-0.018,-,-,-
'120:58:56.456',-0.040,-0.053,-,-,-
'120:58:56.464',-0.040,-0.035,-,-,-
'120:58:56.472',-0.048,-0.053,-,-,-
'120:58:56.480',-0.080,-0.070,-,-,-
'120:58:56.488',-0.120,-0.105,-,-,-
'120:58:56.496',-0.152,-0.140,-,-,-
'120:58:56.504',-0.176,-0.167,-,-,-
'120:58:56.512',-0.192,-0.202,-,-,-
'120:58:56.520',-0.200,-0.211,-,-,-
'120:58:56.528',-0.168,-0.193,-,-,-
'120:58:56.536',-0.112,-0.140,-,-,-
'120:58:56.544',-0.048,-0.079,-,-,-
'120:58:56.552',0.000,-0.018,-,-,-
'120:58:56.560',0.024,0.018,-,-,-
'120:58:56.568',0.032,0.018,-,-,-
'120:58:56.576',0.040,0.053,-,-,-
'120:58:56.584',0.040,0.044,-,-,-
'120:58:56.592',0.040,0.053,-,-,-
'120:58:56.600',0.032,0.044,-,-,-
'120:58:56.608',0.032,0.053,-,-,-
'120:58:56.616',0.024,0.044,-,-,-
'120:58:56.624',0.016,0.035,-,-,-
'120:58:56.632',0.008,0.018,-,-,-
'120:58:56.640',0.000,0.026,-,-,-
'120:58:56.648',0.000,0.018,-,-,-
'120:58:56.656',-0.008,0.009,-,-,-
'120:58:56.664',-0.016,0.000,-,-,-
'120:58:56.672',-0.024,0.000,-,-,-
'120:58:56.680',-0.032,-0.018,-,-,-
'120:58:56.688',-0.048,-0.009,-,-,-
'120:58:56.696',-0.072,-0.035,-,-,-
'120:58:56.704',-0.112,-0.061,-,-,-
'120:58:56.712',-0.136,-0.096,-,-,-
'120:58:56.720',-0.160,-0.123,-,-,-
'120:58:56.728',-0.168,-0.140,-,-,-
'120:58:56.736',-0.152,-0.149,-,-,-
'120:58:56.744',-0.112,-0.114,-,-,-
'120:58:56.752',-0.056,-0.061,-,-,-
'120:58:56.760',0.000,0.000,-,-,-
'120:58:56.768',0.032,0.035,-,-,-
'120:58:56.776',0.032,0.053,-,-,-
'120:58:56.784',0.032,0.035,-,-,-
'120:58:56.792',0.032,0.053,-,-,-
'120:58:56.800',0.040,0.035,-,-,-
'120:58:56.808',0.040,0.053,-,-,-
'120:58:56.816',0.040,0.035,-,-,-
'120:58:56.824',0.032,0.053,-,-,-
'120:58:56.832',0.024,0.026,-,-,-
'120:58:56.840',0.016,0.044,-,-,-
'120:58:56.848',0.016,0.018,-,-,-
'120:58:56.856',0.016,0.035,-,-,-
'120:58:56.864',0.008,0.018,-,-,-
'120:58:56.872',0.000,0.018,-,-,-
'120:58:56.880',-0.008,0.000,-,-,-
'120:58:56.888',-0.016,0.000,-,-,-
'120:58:56.896',-0.024,0.000,-,-,-
'120:58:56.904',-0.040,-0.018,-,-,-
'120:58:56.912',-0.072,-0.044,-,-,-
'120:58:56.920',-0.112,-0.070,-,-,-
'120:58:56.928',-0.136,-0.105,-,-,-
'120:58:56.936',-0.152,-0.140,-,-,-
'120:58:56.944',-0.160,-0.132,-,-,-
'120:58:56.952',-0.144,-0.149,-,-,-
'120:58:56.960',-0.096,-0.105,-,-,-
'120:58:56.968',-0.024,-0.044,-,-,-
'120:58:56.976',0.024,0.026,-,-,-
'120:58:56.984',0.040,0.053,-,-,-
'120:58:56.992',0.040,0.053,-,-,-
'120:58:57.000',0.048,0.035,-,-,-
'120:58:57.008',0.048,0.053,-,-,-
'120:58:57.016',0.056,0.044,-,-,-
'120:58:57.024',0.040,0.053,-,-,-
'120:58:57.032',0.040,0.035,-,-,-
'120:58:57.040',0.032,0.026,-,-,-
'120:58:57.048',0.024,0.044,-,-,-
'120:58:57.056',0.024,0.018,-,-,-
'120:58:57.064',0.008,0.026,-,-,-
'120:58:57.072',-0.048,0.000,-,-,-
'120:58:57.080',-0.072,-0.096,-,-,-
'120:58:57.088',0.080,-0.140,-,-,-
'120:58:57.096',0.488,0.079,-,-,-
'120:58:57.104',0.824,0.649,-,-,-
'120:58:57.112',0.688,0.877,-,-,-
'120:58:57.120',0.240,0.430,-,-,-
'120:58:57.128',-0.096,-0.018,-,-,-
'120:58:57.136',-0.200,-0.228,-,-,-
'120:58:57.144',-0.184,-0.211,-,-,-
'120:58:57.152',-0.160,-0.175,-,-,-
'120:58:57.160',-0.152,-0.149,-,-,-
'120:58:57.168',-0.128,-0.167,-,-,-
'120:58:57.176',-0.080,-0.114,-,-,-
'120:58:57.184',-0.016,-0.061,-,-,-
'120:58:57.192',0.016,0.009,-,-,-
'120:58:57.200',0.032,0.018,-,-,-
'120:58:57.208',0.032,0.026,-,-,-
'120:58:57.216',0.032,0.009,-,-,-
'120:58:57.224',0.032,0.026,-,-,-
'120:58:57.232',0.040,0.009,-,-,-
'120:58:57.240',0.040,0.018,-,-,-
'120:58:57.248',0.032,0.000,-,-,-
'120:58:57.256',0.024,0.018,-,-,-
'120:58:57.264',0.024,0.000,-,-,-
'120:58:57.272',0.024,0.000,-,-,-
'120:58:57.280',0.016,-0.009,-,-,-
'120:58:57.288',0.008,-0.018,-,-,-
'120:58:57.296',0.008,-0.026,-,-,-
'120:58:57.304',0.000,-0.018,-,-,-
'120:58:57.312',0.000,-0.018,-,-,-
'120:58:57.320',0.000,-0.044,-,-,-
'120:58:57.328',-0.008,-0.026,-,-,-
'120:58:57.336',-0.024,-0.053,-,-,-
'120:58:57.344',-0.064,-0.079,-,-,-
'120:58:57.352',-0.096,-0.132,-,-,-
'120:58:57.360',-0.120,-0.140,-,-,-
'120:58:57.368',-0.128,-0.167,-,-,-
'120:58:57.376',-0.120,-0.149,-,-,-
'120:58:57.384',-0.096,-0.158,-,-,-
'120:58:57.392',-0.032,-0.088,-,-,-
'120:58:57.400',0.024,-0.018,-,-,-
'120:58:57.408',0.064,0.053,-,-,-
'120:58:57.416',0.072,0.061,-,-,-
'120:58:57.424',0.072,0.079,-,-,-
'120:58:57.432',0.064,0.053,-,-,-
'120:58:57.440',0.072,0.079,-,-,-
'120:58:57.448',0.064,0.061,-,-,-
'120:58:57.456',0.064,0.053,-,-,-
'120:58:57.464',0.056,0.070,-,-,-
'120:58:57.472',0.048,0.053,-,-,-
'120:58:57.480',0.040,0.044,-,-,-
'120:58:57.488',0.040,0.035,-,-,-
'120:58:57.496',0.032,0.044,-,-,-
'120:58:57.504',0.024,0.018,-,-,-
'120:58:57.512',0.016,0.035,-,-,-
'120:58:57.520',0.008,0.000,-,-,-
'120:58:57.528',0.008,0.018,-,-,-
'120:58:57.536',-0.008,0.000,-,-,-
'120:58:57.544',-0.056,0.009,-,-,-
