'Elapsed time','I','II','V','MCL1','ABP'
'84:58:05.792',-,-0.224,-,-,99.200
'84:58:05.800',-,-0.160,-,-,98.400
'84:58:05.808',-,-0.160,-,-,97.600
'84:58:05.816',-,-0.128,-,-,96.800
'84:58:05.824',-,-0.160,-,-,96.000
'84:58:05.832',-,-0.128,-,-,96.000
'84:58:05.840',-,-0.160,-,-,96.000
'84:58:05.848',-,-0.160,-,-,98.400
'84:58:05.856',-,-0.064,-,-,104.000
'84:58:05.864',-,-0.032,-,-,113.600
'84:58:05.872',-,0.000,-,-,128.800
'84:58:05.880',-,-0.064,-,-,144.800
'84:58:05.888',-,-0.032,-,-,160.800
'84:58:05.896',-,-0.032,-,-,172.000
'84:58:05.904',-,-0.064,-,-,180.000
'84:58:05.912',-,0.032,-,-,180.000
'84:58:05.920',-,0.000,-,-,180.000
'84:58:05.928',-,0.064,-,-,180.000
'84:58:05.936',-,0.128,-,-,180.000
'84:58:05.944',-,0.160,-,-,180.000
'84:58:05.952',-,0.192,-,-,180.000
'84:58:05.960',-,0.160,-,-,180.000
'84:58:05.968',-,0.096,-,-,180.000
'84:58:05.976',-,0.064,-,-,180.000
'84:58:05.984',-,0.000,-,-,180.000
'84:58:05.992',-,0.000,-,-,180.000
'84:58:06.000',-,-0.064,-,-,180.000
'84:58:06.008',-,-0.032,-,-,180.000
'84:58:06.016',-,-0.064,-,-,180.000
'84:58:06.024',-,-0.064,-,-,180.000
'84:58:06.032',-,-0.096,-,-,180.000
'84:58:06.040',-,-0.096,-,-,180.000
'84:58:06.048',-,-0.128,-,-,180.000
'84:58:06.056',-,-0.128,-,-,180.000
'84:58:06.064',-,-0.160,-,-,178.400
'84:58:06.072',-,-0.128,-,-,174.400
'84:58:06.080',-,-0.160,-,-,169.600
'84:58:06.088',-,-0.160,-,-,163.200
'84:58:06.096',-,-0.128,-,-,156.800
'84:58:06.104',-,-0.128,-,-,149.600
'84:58:06.112',-,-0.096,-,-,142.400
'84:58:06.120',-,-0.128,-,-,134.400
'84:58:06.128',-,-0.096,-,-,128.000
'84:58:06.136',-,-0.128,-,-,122.400
'84:58:06.144',-,-0.096,-,-,118.400
'84:58:06.152',-,-0.128,-,-,116.800
'84:58:06.160',-,-0.096,-,-,116.000
'84:58:06.168',-,-0.064,-,-,115.200
'84:58:06.176',-,-0.064,-,-,115.200
'84:58:06.184',-,-0.064,-,-,114.400
'84:58:06.192',-,-0.064,-,-,113.600
'84:58:06.200',-,-0.032,-,-,112.000
'84:58:06.208',-,0.000,-,-,111.200
'84:58:06.216',-,0.000,-,-,109.600
'84:58:06.224',-,0.000,-,-,108.000
'84:58:06.232',-,0.000,-,-,107.200
'84:58:06.240',-,-0.032,-,-,105.600
'84:58:06.248',-,-0.064,-,-,104.800
'84:58:06.256',-,-0.064,-,-,104.000
'84:58:06.264',-,-0.160,-,-,103.200
'84:58:06.272',-,-0.096,-,-,102.400
'84:58:06.280',-,-0.064,-,-,101.600
'84:58:06.288',-,-0.064,-,-,100.800
'84:58:06.296',-,-0.032,-,-,100.000
'84:58:06.304',-,0.000,-,-,100.000
'84:58:06.312',-,0.160,-,-,99.200
'84:58:06.320',-,0.544,-,-,98.400
'84:58:06.328',-,0.544,-,-,97.600
'84:58:06.336',-,0.000,-,-,97.600
'84:58:06.344',-,-0.320,-,-,96.800
'84:58:06.352',-,-0.352,-,-,96.800
'84:58:06.360',-,-0.288,-,-,96.800
'84:58:06.368',-,-0.160,-,-,96.800
'84:58:06.376',-,-0.064,-,-,96.800
'84:58:06.384',-,-0.128,-,-,96.800
'84:58:06.392',-,-0.096,-,-,96.800
'84:58:06.400',-,-0.064,-,-,96.000
'84:58:06.408',-,-0.096,-,-,96.800
'84:58:06.416',-,-0.032,-,-,97.600
'84:58:06.424',-,-0.064,-,-,101.600
'84:58:06.432',-,-0.032,-,-,109.600
'84:58:06.440',-,0.000,-,-,121.600
'84:58:06.448',-,-0.064,-,-,137.600
'84:58:06.456',-,0.000,-,-,154.400
'84:58:06.464',-,0.000,-,-,168.000
'84:58:06.472',-,0.000,-,-,177.600
'84:58:06.480',-,0.032,-,-,180.000
'84:58:06.488',-,0.064,-,-,180.000
'84:58:06.496',-,0.096,-,-,180.000
'84:58:06.504',-,0.128,-,-,180.000
'84:58:06.512',-,0.160,-,-,180.000
'84:58:06.520',-,0.192,-,-,180.000
'84:58:06.528',-,0.128,-,-,180.000
'84:58:06.536',-,0.160,-,-,180.000
'84:58:06.544',-,0.128,-,-,180.000
'84:58:06.552',-,0.064,-,-,180.000
'84:58:06.560',-,0.032,-,-,180.000
'84:58:06.568',-,0.000,-,-,180.000
'84:58:06.576',-,-0.032,-,-,180.000
'84:58:06.584',-,-0.064,-,-,180.000
'84:58:06.592',-,-0.064,-,-,180.000
'84:58:06.600',-,-0.096,-,-,180.000
'84:58:06.608',-,-0.128,-,-,180.000
'84:58:06.616',-,-0.128,-,-,177.600
'84:58:06.624',-,-0.096,-,-,175.200
'84:58:06.632',-,-0.096,-,-,172.800
'84:58:06.640',-,-0.128,-,-,168.800
'84:58:06.648',-,-0.096,-,-,164.800
'84:58:06.656',-,-0.128,-,-,160.000
'84:58:06.664',-,-0.096,-,-,154.400
'84:58:06.672',-,-0.096,-,-,148.000
'84:58:06.680',-,-0.128,-,-,141.600
'84:58:06.688',-,-0.096,-,-,134.400
'84:58:06.696',-,-0.064,-,-,127.200
'84:58:06.704',-,-0.096,-,-,120.000
'84:58:06.712',-,-0.064,-,-,115.200
'84:58:06.720',-,-0.096,-,-,111.200
'84:58:06.728',-,-0.064,-,-,109.600
'84:58:06.736',-,-0.096,-,-,108.800
'84:58:06.744',-,-0.064,-,-,109.600
'84:58:06.752',-,-0.032,-,-,109.600
'84:58:06.760',-,-0.064,-,-,109.600
'84:58:06.768',-,0.000,-,-,108.800
'84:58:06.776',-,0.000,-,-,107.200
'84:58:06.784',-,0.000,-,-,105.600
'84:58:06.792',-,0.000,-,-,104.800
'84:58:06.800',-,0.000,-,-,103.200
'84:58:06.808',-,0.032,-,-,102.400
'84:58:06.816',-,0.000,-,-,100.800
'84:58:06.824',-,0.000,-,-,100.000
'84:58:06.832',-,0.000,-,-,99.200
'84:58:06.840',-,-0.032,-,-,97.600
'84:58:06.848',-,-0.064,-,-,96.800
'84:58:06.856',-,-0.032,-,-,96.000
'84:58:06.864',-,-0.064,-,-,95.200
'84:58:06.872',-,0.000,-,-,94.400
'84:58:06.880',-,0.064,-,-,93.600
'84:58:06.888',-,0.288,-,-,92.800
'84:58:06.896',-,0.608,-,-,91.200
'84:58:06.904',-,0.640,-,-,90.400
'84:58:06.912',-,-0.064,-,-,89.600
'84:58:06.920',-,-0.288,-,-,88.000
'84:58:06.928',-,-0.320,-,-,87.200
'84:58:06.936',-,-0.224,-,-,86.400
'84:58:06.944',-,-0.128,-,-,85.600
'84:58:06.952',-,-0.064,-,-,84.800
'84:58:06.960',-,-0.064,-,-,84.000
'84:58:06.968',-,-0.032,-,-,84.000
'84:58:06.976',-,-0.032,-,-,83.200
'84:58:06.984',-,-0.032,-,-,83.200
'84:58:06.992',-,0.000,-,-,83.200
'84:58:07.000',-,-0.032,-,-,84.800
'84:58:07.008',-,0.000,-,-,89.600
'84:58:07.016',-,0.000,-,-,98.400
'84:58:07.024',-,0.000,-,-,112.000
'84:58:07.032',-,0.000,-,-,129.600
'84:58:07.040',-,0.000,-,-,146.400
'84:58:07.048',-,0.032,-,-,160.000
'84:58:07.056',-,0.064,-,-,168.800
'84:58:07.064',-,0.064,-,-,174.400
'84:58:07.072',-,0.128,-,-,176.800
'84:58:07.080',-,0.160,-,-,178.400
'84:58:07.088',-,0.192,-,-,180.000
'84:58:07.096',-,0.224,-,-,180.000
'84:58:07.104',-,0.192,-,-,180.000
'84:58:07.112',-,0.160,-,-,180.000
'84:58:07.120',-,0.192,-,-,180.000
'84:58:07.128',-,0.096,-,-,180.000
'84:58:07.136',-,0.064,-,-,180.000
'84:58:07.144',-,0.000,-,-,180.000
'84:58:07.152',-,0.000,-,-,180.000
'84:58:07.160',-,-0.032,-,-,180.000
'84:58:07.168',-,0.000,-,-,179.200
'84:58:07.176',-,-0.064,-,-,177.600
'84:58:07.184',-,-0.064,-,-,176.800
'84:58:07.192',-,-0.064,-,-,175.200
'84:58:07.200',-,-0.064,-,-,173.600
'84:58:07.208',-,-0.032,-,-,171.200
'84:58:07.216',-,-0.064,-,-,168.000
'84:58:07.224',-,-0.064,-,-,164.000
'84:58:07.232',-,-0.096,-,-,159.200
'84:58:07.240',-,-0.064,-,-,153.600
'84:58:07.248',-,-0.096,-,-,148.000
'84:58:07.256',-,-0.064,-,-,140.800
'84:58:07.264',-,-0.128,-,-,134.400
'84:58:07.272',-,-0.032,-,-,127.200
'84:58:07.280',-,-0.064,-,-,120.800
'84:58:07.288',-,0.000,-,-,116.000
'84:58:07.296',-,-0.064,-,-,112.800
'84:58:07.304',-,0.000,-,-,112.000
'84:58:07.312',-,0.000,-,-,112.800
'84:58:07.320',-,-0.032,-,-,113.600
'84:58:07.328',-,-0.064,-,-,115.200
'84:58:07.336',-,0.000,-,-,116.000
'84:58:07.344',-,0.064,-,-,116.000
'84:58:07.352',-,0.032,-,-,115.200
'84:58:07.360',-,0.064,-,-,114.400
'84:58:07.368',-,0.064,-,-,113.600
'84:58:07.376',-,0.064,-,-,112.800
'84:58:07.384',-,0.064,-,-,112.000
'84:58:07.392',-,0.032,-,-,112.000
'84:58:07.400',-,0.000,-,-,111.200
'84:58:07.408',-,0.032,-,-,111.200
'84:58:07.416',-,0.000,-,-,110.400
'84:58:07.424',-,0.000,-,-,109.600
'84:58:07.432',-,0.000,-,-,108.800
'84:58:07.440',-,0.000,-,-,108.800
'84:58:07.448',-,0.064,-,-,107.200
'84:58:07.456',-,0.192,-,-,106.400
'84:58:07.464',-,0.512,-,-,105.600
'84:58:07.472',-,0.672,-,-,104.800
'84:58:07.480',-,0.256,-,-,103.200
'84:58:07.488',-,-0.160,-,-,102.400
'84:58:07.496',-,-0.320,-,-,100.800
'84:58:07.504',-,-0.352,-,-,100.000
'84:58:07.512',-,-0.224,-,-,98.400
'84:58:07.520',-,-0.160,-,-,97.600
'84:58:07.528',-,-0.128,-,-,96.800
'84:58:07.536',-,-0.064,-,-,95.200
'84:58:07.544',-,-0.064,-,-,93.600
'84:58:07.552',-,-0.064,-,-,92.000
'84:58:07.560',-,-0.064,-,-,91.200
'84:58:07.568',-,-0.064,-,-,92.000
'84:58:07.576',-,-0.032,-,-,95.200
'84:58:07.584',-,-0.064,-,-,102.400
'84:58:07.592',-,-0.064,-,-,114.400
'84:58:07.600',-,-0.032,-,-,130.400
'84:58:07.608',-,-0.032,-,-,146.400
'84:58:07.616',-,0.000,-,-,159.200
'84:58:07.624',-,0.000,-,-,168.000
'84:58:07.632',-,0.064,-,-,173.600
'84:58:07.640',-,0.032,-,-,176.800
'84:58:07.648',-,0.064,-,-,179.200
'84:58:07.656',-,0.128,-,-,180.000
'84:58:07.664',-,0.128,-,-,180.000
'84:58:07.672',-,0.160,-,-,180.000
'84:58:07.680',-,0.192,-,-,180.000
'84:58:07.688',-,0.128,-,-,180.000
'84:58:07.696',-,0.096,-,-,180.000
'84:58:07.704',-,0.064,-,-,180.000
'84:58:07.712',-,0.032,-,-,180.000
'84:58:07.720',-,0.000,-,-,180.000
'84:58:07.728',-,0.000,-,-,180.000
'84:58:07.736',-,-0.032,-,-,180.000
'84:58:07.744',-,-0.064,-,-,180.000
'84:58:07.752',-,-0.032,-,-,179.200
'84:58:07.760',-,-0.064,-,-,177.600
'84:58:07.768',-,-0.064,-,-,176.000
'84:58:07.776',-,-0.064,-,-,173.600
'84:58:07.784',-,-0.064,-,-,170.400
'84:58:07.792',-,-0.064,-,-,167.200
'84:58:07.800',-,-0.064,-,-,162.400
'84:58:07.808',-,-0.064,-,-,157.600
'84:58:07.816',-,-0.064,-,-,152.000
'84:58:07.824',-,-0.064,-,-,145.600
'84:58:07.832',-,-0.064,-,-,138.400
'84:58:07.840',-,-0.096,-,-,131.200
'84:58:07.848',-,-0.064,-,-,124.800
'84:58:07.856',-,-0.064,-,-,118.400
'84:58:07.864',-,-0.064,-,-,114.400
'84:58:07.872',-,-0.064,-,-,111.200
'84:58:07.880',-,-0.064,-,-,110.400
'84:58:07.888',-,-0.064,-,-,110.400
'84:58:07.896',-,-0.032,-,-,111.200
'84:58:07.904',-,0.000,-,-,111.200
'84:58:07.912',-,-0.032,-,-,111.200
'84:58:07.920',-,0.000,-,-,109.600
'84:58:07.928',-,0.032,-,-,108.800
'84:58:07.936',-,0.000,-,-,107.200
'84:58:07.944',-,0.000,-,-,106.400
'84:58:07.952',-,0.000,-,-,104.800
'84:58:07.960',-,0.032,-,-,104.000
'84:58:07.968',-,0.000,-,-,103.200
'84:58:07.976',-,0.000,-,-,102.400
'84:58:07.984',-,-0.032,-,-,101.600
'84:58:07.992',-,-0.064,-,-,100.800
'84:58:08.000',-,-0.096,-,-,100.800
'84:58:08.008',-,-0.064,-,-,100.000
'84:58:08.016',-,-0.064,-,-,100.000
'84:58:08.024',-,0.000,-,-,99.200
'84:58:08.032',-,0.128,-,-,99.200
'84:58:08.040',-,0.544,-,-,98.400
'84:58:08.048',-,0.640,-,-,98.400
'84:58:08.056',-,0.064,-,-,97.600
'84:58:08.064',-,-0.256,-,-,97.600
'84:58:08.072',-,-0.288,-,-,96.800
'84:58:08.080',-,-0.192,-,-,96.800
'84:58:08.088',-,-0.064,-,-,96.800
'84:58:08.096',-,-0.032,-,-,96.000
'84:58:08.104',-,-0.064,-,-,96.000
'84:58:08.112',-,-0.128,-,-,95.200
'84:58:08.120',-,-0.160,-,-,94.400
'84:58:08.128',-,-0.160,-,-,93.600
'84:58:08.136',-,-0.160,-,-,93.600
'84:58:08.144',-,-0.128,-,-,95.200
'84:58:08.152',-,-0.128,-,-,99.200
'84:58:08.160',-,-0.128,-,-,108.000
'84:58:08.168',-,-0.128,-,-,120.000
'84:58:08.176',-,-0.096,-,-,135.200
'84:58:08.184',-,-0.096,-,-,149.600
'84:58:08.192',-,-0.064,-,-,160.000
'84:58:08.200',-,-0.064,-,-,166.400
'84:58:08.208',-,-0.032,-,-,169.600
'84:58:08.216',-,0.000,-,-,170.400
'84:58:08.224',-,0.064,-,-,171.200
'84:58:08.232',-,0.096,-,-,171.200
'84:58:08.240',-,0.128,-,-,172.000
'84:58:08.248',-,0.096,-,-,172.000
'84:58:08.256',-,0.064,-,-,172.000
'84:58:08.264',-,0.032,-,-,172.000
'84:58:08.272',-,0.000,-,-,171.200
'84:58:08.280',-,-0.064,-,-,171.200
'84:58:08.288',-,-0.096,-,-,170.400
'84:58:08.296',-,-0.160,-,-,169.600
'84:58:08.304',-,-0.160,-,-,168.800
'84:58:08.312',-,-0.160,-,-,168.000
'84:58:08.320',-,-0.160,-,-,166.400
'84:58:08.328',-,-0.160,-,-,164.800
'84:58:08.336',-,-0.192,-,-,163.200
'84:58:08.344',-,-0.224,-,-,160.800
'84:58:08.352',-,-0.224,-,-,157.600
'84:58:08.360',-,-0.192,-,-,154.400
'84:58:08.368',-,-0.224,-,-,150.400
'84:58:08.376',-,-0.224,-,-,145.600
'84:58:08.384',-,-0.224,-,-,140.800
'84:58:08.392',-,-0.224,-,-,134.400
'84:58:08.400',-,-0.224,-,-,128.800
'84:58:08.408',-,-0.224,-,-,121.600
'84:58:08.416',-,-0.224,-,-,115.200
'84:58:08.424',-,-0.224,-,-,108.800
'84:58:08.432',-,-0.224,-,-,104.000
'84:58:08.440',-,-0.224,-,-,100.800
'84:58:08.448',-,-0.192,-,-,99.200
'84:58:08.456',-,-0.192,-,-,99.200
'84:58:08.464',-,-0.160,-,-,99.200
'84:58:08.472',-,-0.160,-,-,100.000
'84:58:08.480',-,-0.160,-,-,100.000
'84:58:08.488',-,-0.128,-,-,99.200
'84:58:08.496',-,-0.064,-,-,98.400
'84:58:08.504',-,-0.064,-,-,96.800
'84:58:08.512',-,-0.064,-,-,96.000
'84:58:08.520',-,-0.064,-,-,94.400
'84:58:08.528',-,-0.064,-,-,93.600
'84:58:08.536',-,-0.096,-,-,92.800
'84:58:08.544',-,-0.096,-,-,92.000
'84:58:08.552',-,-0.160,-,-,91.200
'84:58:08.560',-,-0.160,-,-,90.400
'84:58:08.568',-,-0.160,-,-,89.600
'84:58:08.576',-,-0.160,-,-,88.800
'84:58:08.584',-,-0.128,-,-,88.000
'84:58:08.592',-,-0.064,-,-,87.200
'84:58:08.600',-,0.000,-,-,86.400
'84:58:08.608',-,0.384,-,-,85.600
'84:58:08.616',-,0.576,-,-,84.800
'84:58:08.624',-,0.128,-,-,84.000
'84:58:08.632',-,-0.288,-,-,83.200
'84:58:08.640',-,-0.416,-,-,82.400
'84:58:08.648',-,-0.384,-,-,81.600
'84:58:08.656',-,-0.288,-,-,80.800
'84:58:08.664',-,-0.192,-,-,80.000
'84:58:08.672',-,-0.160,-,-,80.000
'84:58:08.680',-,-0.160,-,-,79.200
'84:58:08.688',-,-0.128,-,-,78.400
'84:58:08.696',-,-0.096,-,-,77.600
'84:58:08.704',-,-0.096,-,-,77.600
'84:58:08.712',-,-0.128,-,-,77.600
'84:58:08.720',-,-0.064,-,-,79.200
'84:58:08.728',-,-0.096,-,-,83.200
'84:58:08.736',-,-0.064,-,-,92.800
'84:58:08.744',-,-0.064,-,-,106.400
'84:58:08.752',-,-0.064,-,-,123.200
'84:58:08.760',-,-0.032,-,-,140.000
'84:58:08.768',-,0.000,-,-,154.400
'84:58:08.776',-,0.000,-,-,163.200
'84:58:08.784',-,0.000,-,-,168.800
'84:58:08.792',-,0.064,-,-,171.200
'84:58:08.800',-,0.064,-,-,172.800
'84:58:08.808',-,0.128,-,-,173.600
'84:58:08.816',-,0.128,-,-,175.200
'84:58:08.824',-,0.128,-,-,176.000
'84:58:08.832',-,0.096,-,-,176.000
'84:58:08.840',-,0.064,-,-,175.200
'84:58:08.848',-,0.000,-,-,174.400
'84:58:08.856',-,-0.032,-,-,173.600
'84:58:08.864',-,-0.064,-,-,172.000
'84:58:08.872',-,-0.064,-,-,171.200
'84:58:08.880',-,-0.096,-,-,169.600
'84:58:08.888',-,-0.096,-,-,168.000
'84:58:08.896',-,-0.128,-,-,166.400
'84:58:08.904',-,-0.128,-,-,164.800
'84:58:08.912',-,-0.128,-,-,162.400
'84:58:08.920',-,-0.160,-,-,160.000
'84:58:08.928',-,-0.160,-,-,157.600
'84:58:08.936',-,-0.160,-,-,153.600
'84:58:08.944',-,-0.128,-,-,149.600
'84:58:08.952',-,-0.160,-,-,144.800
'84:58:08.960',-,-0.160,-,-,139.200
'84:58:08.968',-,-0.128,-,-,132.800
'84:58:08.976',-,-0.160,-,-,126.400
'84:58:08.984',-,-0.160,-,-,119.200
'84:58:08.992',-,-0.064,-,-,112.800
'84:58:09.000',-,-0.128,-,-,107.200
'84:58:09.008',-,-0.096,-,-,103.200
'84:58:09.016',-,-0.096,-,-,100.800
'84:58:09.024',-,-0.064,-,-,100.000
'84:58:09.032',-,-0.032,-,-,100.000
'84:58:09.040',-,-0.064,-,-,100.800
'84:58:09.048',-,-0.032,-,-,100.800
'84:58:09.056',-,0.000,-,-,100.000
'84:58:09.064',-,0.032,-,-,98.400
'84:58:09.072',-,0.000,-,-,96.800
'84:58:09.080',-,0.000,-,-,96.000
'84:58:09.088',-,-0.032,-,-,94.400
'84:58:09.096',-,0.000,-,-,92.800
'84:58:09.104',-,-0.064,-,-,91.200
'84:58:09.112',-,-0.064,-,-,90.400
'84:58:09.120',-,-0.064,-,-,88.800
'84:58:09.128',-,-0.064,-,-,88.000
'84:58:09.136',-,-0.064,-,-,87.200
'84:58:09.144',-,-0.032,-,-,86.400
'84:58:09.152',-,0.000,-,-,85.600
'84:58:09.160',-,0.000,-,-,84.800
'84:58:09.168',-,0.000,-,-,83.200
'84:58:09.176',-,0.192,-,-,82.400
'84:58:09.184',-,0.608,-,-,81.600
'84:58:09.192',-,0.640,-,-,80.800
'84:58:09.200',-,-0.128,-,-,80.000
'84:58:09.208',-,-0.416,-,-,79.200
'84:58:09.216',-,-0.480,-,-,77.600
'84:58:09.224',-,-0.320,-,-,76.800
'84:58:09.232',-,-0.224,-,-,76.000
'84:58:09.240',-,-0.192,-,-,75.200
'84:58:09.248',-,-0.160,-,-,74.400
'84:58:09.256',-,-0.160,-,-,73.600
'84:58:09.264',-,-0.160,-,-,72.800
'84:58:09.272',-,-0.192,-,-,72.800
'84:58:09.280',-,-0.160,-,-,72.000
'84:58:09.288',-,-0.224,-,-,72.000
'84:58:09.296',-,-0.224,-,-,72.800
'84:58:09.304',-,-0.224,-,-,76.000
'84:58:09.312',-,-0.192,-,-,84.000
'84:58:09.320',-,-0.160,-,-,96.000
'84:58:09.328',-,-0.224,-,-,112.000
'84:58:09.336',-,-0.160,-,-,129.600
'84:58:09.344',-,-0.160,-,-,144.800
'84:58:09.352',-,-0.128,-,-,155.200
'84:58:09.360',-,-0.096,-,-,161.600
'84:58:09.368',-,-0.064,-,-,163.200
'84:58:09.376',-,0.000,-,-,164.000
'84:58:09.384',-,0.000,-,-,164.800
'84:58:09.392',-,0.000,-,-,164.800
'84:58:09.400',-,-0.064,-,-,165.600
'84:58:09.408',-,-0.096,-,-,165.600
'84:58:09.416',-,-0.096,-,-,164.800
'84:58:09.424',-,-0.160,-,-,163.200
'84:58:09.432',-,-0.224,-,-,161.600
'84:58:09.440',-,-0.256,-,-,160.000
'84:58:09.448',-,-0.288,-,-,157.600
'84:58:09.456',-,-0.320,-,-,155.200
'84:58:09.464',-,-0.288,-,-,153.600
'84:58:09.472',-,-0.320,-,-,151.200
'84:58:09.480',-,-0.352,-,-,148.800
'84:58:09.488',-,-0.320,-,-,146.400
'84:58:09.496',-,-0.288,-,-,143.200
'84:58:09.504',-,-0.320,-,-,140.000
'84:58:09.512',-,-0.352,-,-,135.200
'84:58:09.520',-,-0.352,-,-,130.400
'84:58:09.528',-,-0.288,-,-,125.600
'84:58:09.536',-,-0.288,-,-,119.200
'84:58:09.544',-,-0.320,-,-,112.800
'84:58:09.552',-,-0.224,-,-,107.200
'84:58:09.560',-,-0.256,-,-,101.600
'84:58:09.568',-,-0.224,-,-,96.800
'84:58:09.576',-,-0.192,-,-,94.400
'84:58:09.584',-,-0.224,-,-,93.600
'84:58:09.592',-,-0.224,-,-,93.600
'84:58:09.600',-,-0.224,-,-,94.400
'84:58:09.608',-,-0.256,-,-,95.200
'84:58:09.616',-,-0.224,-,-,95.200
'84:58:09.624',-,-0.192,-,-,94.400
'84:58:09.632',-,-0.192,-,-,92.800
'84:58:09.640',-,-0.160,-,-,91.200
'84:58:09.648',-,-0.160,-,-,90.400
'84:58:09.656',-,-0.160,-,-,89.600
'84:58:09.664',-,-0.160,-,-,88.000
'84:58:09.672',-,-0.160,-,-,87.200
'84:58:09.680',-,-0.064,-,-,86.400
'84:58:09.688',-,0.128,-,-,85.600
'84:58:09.696',-,0.544,-,-,84.800
'84:58:09.704',-,0.608,-,-,84.000
'84:58:09.712',-,-0.192,-,-,83.200
'84:58:09.720',-,-0.544,-,-,82.400
'84:58:09.728',-,-0.608,-,-,81.600
'84:58:09.736',-,-0.384,-,-,80.000
'84:58:09.744',-,-0.256,-,-,79.200
'84:58:09.752',-,-0.224,-,-,78.400
'84:58:09.760',-,-0.160,-,-,76.800
'84:58:09.768',-,-0.128,-,-,76.000
'84:58:09.776',-,-0.160,-,-,75.200
'84:58:09.784',-,-0.096,-,-,73.600
'84:58:09.792',-,-0.128,-,-,72.800
'84:58:09.800',-,-0.160,-,-,72.800
'84:58:09.808',-,-0.096,-,-,72.800
'84:58:09.816',-,-0.064,-,-,74.400
'84:58:09.824',-,-0.064,-,-,79.200
'84:58:09.832',-,-0.064,-,-,88.000
'84:58:09.840',-,-0.064,-,-,101.600
'84:58:09.848',-,-0.064,-,-,116.800
'84:58:09.856',-,-0.032,-,-,132.000
'84:58:09.864',-,0.000,-,-,144.800
'84:58:09.872',-,0.032,-,-,152.800
'84:58:09.880',-,0.064,-,-,157.600
'84:58:09.888',-,0.128,-,-,159.200
'84:58:09.896',-,0.128,-,-,160.000
'84:58:09.904',-,0.128,-,-,160.000
'84:58:09.912',-,0.096,-,-,160.000
'84:58:09.920',-,0.064,-,-,160.000
'84:58:09.928',-,0.000,-,-,159.200
'84:58:09.936',-,-0.064,-,-,158.400
'84:58:09.944',-,-0.096,-,-,156.800
'84:58:09.952',-,-0.160,-,-,154.400
'84:58:09.960',-,-0.192,-,-,152.800
'84:58:09.968',-,-0.224,-,-,150.400
'84:58:09.976',-,-0.224,-,-,148.000
'84:58:09.984',-,-0.256,-,-,146.400
'84:58:09.992',-,-0.288,-,-,143.200
'84:58:10.000',-,-0.288,-,-,140.800
'84:58:10.008',-,-0.288,-,-,137.600
'84:58:10.016',-,-0.288,-,-,133.600
