'Elapsed time','I','II','AVF','V','ABP','PAP'
'25:20:22.152',0.049,-,-,0.320,68.800,-
'25:20:22.160',0.000,-,-,0.300,68.000,-
'25:20:22.168',-0.049,-,-,0.240,67.200,-
'25:20:22.176',-0.024,-,-,0.140,66.400,-
'25:20:22.184',0.000,-,-,0.040,66.400,-
'25:20:22.192',0.000,-,-,0.000,65.600,-
'25:20:22.200',0.000,-,-,-0.020,64.800,-
'25:20:22.208',0.000,-,-,-0.040,64.800,-
'25:20:22.216',-0.012,-,-,-0.040,64.000,-
'25:20:22.224',-0.012,-,-,-0.060,64.000,-
'25:20:22.232',-0.024,-,-,-0.060,64.800,-
'25:20:22.240',-0.012,-,-,-0.060,65.600,-
'25:20:22.248',-0.012,-,-,-0.060,67.200,-
'25:20:22.256',-0.012,-,-,-0.080,71.200,-
'25:20:22.264',0.000,-,-,-0.060,76.000,-
'25:20:22.272',0.000,-,-,-0.060,81.600,-
'25:20:22.280',0.000,-,-,-0.060,88.000,-
'25:20:22.288',0.000,-,-,-0.060,94.400,-
'25:20:22.296',0.000,-,-,-0.040,100.800,-
'25:20:22.304',0.012,-,-,-0.060,107.200,-
'25:20:22.312',0.024,-,-,-0.060,112.800,-
'25:20:22.320',0.024,-,-,-0.060,118.400,-
'25:20:22.328',0.024,-,-,-0.040,122.400,-
'25:20:22.336',0.049,-,-,-0.040,125.600,-
'25:20:22.344',0.049,-,-,-0.040,128.000,-
'25:20:22.352',0.049,-,-,-0.040,129.600,-
'25:20:22.360',0.061,-,-,-0.020,129.600,-
'25:20:22.368',0.061,-,-,0.000,129.600,-
'25:20:22.376',0.049,-,-,0.000,129.600,-
'25:20:22.384',0.049,-,-,0.000,128.000,-
'25:20:22.392',0.024,-,-,0.000,127.200,-
'25:20:22.400',0.000,-,-,0.000,125.600,-
'25:20:22.408',0.000,-,-,-0.020,124.000,-
'25:20:22.416',-0.024,-,-,-0.040,122.400,-
'25:20:22.424',-0.024,-,-,-0.040,120.800,-
'25:20:22.432',-0.037,-,-,-0.060,118.400,-
'25:20:22.440',-0.049,-,-,-0.060,116.800,-
'25:20:22.448',-0.061,-,-,-0.080,113.600,-
'25:20:22.456',-0.061,-,-,-0.080,110.400,-
'25:20:22.464',-0.061,-,-,-0.080,106.400,-
'25:20:22.472',-0.061,-,-,-0.100,103.200,-
'25:20:22.480',-0.061,-,-,-0.080,100.000,-
'25:20:22.488',-0.061,-,-,-0.080,96.000,-
'25:20:22.496',-0.061,-,-,-0.100,92.800,-
'25:20:22.504',-0.061,-,-,-0.100,89.600,-
'25:20:22.512',-0.061,-,-,-0.100,88.000,-
'25:20:22.520',-0.061,-,-,-0.100,86.400,-
'25:20:22.528',-0.061,-,-,-0.100,84.800,-
'25:20:22.536',-0.061,-,-,-0.100,84.000,-
'25:20:22.544',-0.061,-,-,-0.100,82.400,-
'25:20:22.552',-0.061,-,-,-0.100,81.600,-
'25:20:22.560',-0.061,-,-,-0.100,80.800,-
'25:20:22.568',-0.061,-,-,-0.100,80.800,-
'25:20:22.576',-0.049,-,-,-0.100,80.800,-
'25:20:22.584',-0.061,-,-,-0.100,80.000,-
'25:20:22.592',-0.061,-,-,-0.100,80.000,-
'25:20:22.600',-0.061,-,-,-0.100,80.000,-
'25:20:22.608',-0.061,-,-,-0.100,79.200,-
'25:20:22.616',-0.061,-,-,-0.100,79.200,-
'25:20:22.624',-0.061,-,-,-0.100,78.400,-
'25:20:22.632',-0.061,-,-,-0.100,77.600,-
'25:20:22.640',-0.061,-,-,-0.100,76.800,-
'25:20:22.648',-0.061,-,-,-0.100,76.000,-
'25:20:22.656',-0.061,-,-,-0.080,76.000,-
'25:20:22.664',-0.061,-,-,-0.100,75.200,-
'25:20:22.672',-0.049,-,-,-0.080,75.200,-
'25:20:22.680',-0.061,-,-,-0.100,74.400,-
'25:20:22.688',-0.061,-,-,-0.080,73.600,-
'25:20:22.696',-0.061,-,-,-0.080,72.800,-
'25:20:22.704',-0.061,-,-,-0.080,72.000,-
'25:20:22.712',-0.061,-,-,-0.080,71.200,-
'25:20:22.720',-0.049,-,-,-0.080,70.400,-
'25:20:22.728',-0.049,-,-,-0.080,70.400,-
'25:20:22.736',-0.049,-,-,-0.080,69.600,-
'25:20:22.744',-0.049,-,-,-0.060,68.800,-
'25:20:22.752',-0.037,-,-,-0.060,68.000,-
'25:20:22.760',-0.024,-,-,-0.060,67.200,-
'25:20:22.768',-0.037,-,-,-0.060,67.200,-
'25:20:22.776',-0.024,-,-,-0.040,66.400,-
'25:20:22.784',-0.024,-,-,-0.060,66.400,-
'25:20:22.792',-0.037,-,-,-0.100,66.400,-
'25:20:22.800',-0.024,-,-,-0.080,65.600,-
'25:20:22.808',0.000,-,-,-0.100,65.600,-
'25:20:22.816',0.000,-,-,-0.080,65.600,-
'25:20:22.824',-0.024,-,-,-0.080,64.800,-
'25:20:22.832',-0.024,-,-,-0.060,64.000,-
'25:20:22.840',-0.037,-,-,-0.080,64.000,-
'25:20:22.848',-0.024,-,-,-0.060,64.000,-
'25:20:22.856',-0.049,-,-,-0.060,63.200,-
'25:20:22.864',-0.037,-,-,-0.040,63.200,-
'25:20:22.872',-0.049,-,-,-0.040,63.200,-
'25:20:22.880',-0.037,-,-,-0.040,63.200,-
'25:20:22.888',-0.049,-,-,-0.040,63.200,-
'25:20:22.896',-0.024,-,-,-0.040,63.200,-
'25:20:22.904',-0.037,-,-,-0.040,62.400,-
'25:20:22.912',-0.024,-,-,-0.040,62.400,-
'25:20:22.920',-0.061,-,-,-0.040,61.600,-
'25:20:22.928',-0.085,-,-,-0.020,61.600,-
'25:20:22.936',0.000,-,-,0.040,61.600,-
'25:20:22.944',0.220,-,-,0.260,60.800,-
'25:20:22.952',0.549,-,-,0.740,60.800,-
'25:20:22.960',0.622,-,-,0.900,60.800,-
'25:20:22.968',0.232,-,-,0.460,60.800,-
'25:20:22.976',0.073,-,-,0.280,60.000,-
'25:20:22.984',0.085,-,-,0.340,60.000,-
'25:20:22.992',0.110,-,-,0.340,60.000,-
'25:20:23.000',0.012,-,-,0.300,59.200,-
'25:20:23.008',-0.024,-,-,0.240,59.200,-
'25:20:23.016',0.000,-,-,0.160,58.400,-
'25:20:23.024',0.012,-,-,0.080,57.600,-
'25:20:23.032',0.000,-,-,0.020,57.600,-
'25:20:23.040',0.012,-,-,0.000,56.800,-
'25:20:23.048',0.000,-,-,0.000,56.800,-
'25:20:23.056',0.000,-,-,0.000,56.000,-
'25:20:23.064',0.000,-,-,-0.020,56.800,-
'25:20:23.072',0.000,-,-,-0.040,58.400,-
'25:20:23.080',0.000,-,-,-0.040,60.800,-
'25:20:23.088',0.012,-,-,-0.040,65.600,-
'25:20:23.096',0.000,-,-,-0.040,72.000,-
'25:20:23.104',0.012,-,-,-0.040,78.400,-
'25:20:23.112',0.012,-,-,-0.040,86.400,-
'25:20:23.120',0.012,-,-,-0.020,93.600,-
'25:20:23.128',0.024,-,-,-0.040,101.600,-
'25:20:23.136',0.024,-,-,-0.020,108.800,-
'25:20:23.144',0.037,-,-,-0.040,115.200,-
'25:20:23.152',0.024,-,-,-0.020,120.800,-
'25:20:23.160',0.049,-,-,-0.020,125.600,-
'25:20:23.168',0.049,-,-,0.000,129.600,-
'25:20:23.176',0.073,-,-,0.000,132.000,-
'25:20:23.184',0.085,-,-,0.000,133.600,-
'25:20:23.192',0.110,-,-,0.020,134.400,-
'25:20:23.200',0.110,-,-,0.040,133.600,-
'25:20:23.208',0.122,-,-,0.040,133.600,-
'25:20:23.216',0.085,-,-,0.040,132.800,-
'25:20:23.224',0.073,-,-,0.060,131.200,-
'25:20:23.232',0.073,-,-,0.060,129.600,-
'25:20:23.240',0.049,-,-,0.040,128.000,-
'25:20:23.248',0.024,-,-,0.040,126.400,-
'25:20:23.256',0.000,-,-,0.020,124.000,-
'25:20:23.264',0.000,-,-,0.000,122.400,-
'25:20:23.272',-0.024,-,-,-0.020,120.000,-
'25:20:23.280',-0.024,-,-,-0.040,116.800,-
'25:20:23.288',-0.037,-,-,-0.040,113.600,-
'25:20:23.296',-0.024,-,-,-0.040,110.400,-
'25:20:23.304',-0.049,-,-,-0.060,106.400,-
'25:20:23.312',-0.061,-,-,-0.060,103.200,-
'25:20:23.320',-0.049,-,-,-0.080,99.200,-
'25:20:23.328',-0.061,-,-,-0.080,96.800,-
'25:20:23.336',-0.049,-,-,-0.080,93.600,-
'25:20:23.344',-0.061,-,-,-0.080,91.200,-
'25:20:23.352',-0.049,-,-,-0.080,89.600,-
'25:20:23.360',-0.061,-,-,-0.100,88.000,-
'25:20:23.368',-0.061,-,-,-0.080,86.400,-
'25:20:23.376',-0.061,-,-,-0.080,85.600,-
'25:20:23.384',-0.061,-,-,-0.080,84.800,-
'25:20:23.392',-0.061,-,-,-0.100,84.000,-
'25:20:23.400',-0.049,-,-,-0.080,83.200,-
'25:20:23.408',-0.061,-,-,-0.100,83.200,-
'25:20:23.416',-0.049,-,-,-0.100,82.400,-
'25:20:23.424',-0.061,-,-,-0.100,82.400,-
'25:20:23.432',-0.061,-,-,-0.100,81.600,-
'25:20:23.440',-0.049,-,-,-0.080,80.800,-
'25:20:23.448',-0.061,-,-,-0.100,80.800,-
'25:20:23.456',-0.061,-,-,-0.100,80.000,-
'25:20:23.464',-0.061,-,-,-0.100,79.200,-
'25:20:23.472',-0.061,-,-,-0.100,79.200,-
'25:20:23.480',-0.061,-,-,-0.100,77.600,-
'25:20:23.488',-0.061,-,-,-0.080,77.600,-
'25:20:23.496',-0.061,-,-,-0.100,76.800,-
'25:20:23.504',-0.061,-,-,-0.080,76.000,-
'25:20:23.512',-0.061,-,-,-0.100,75.200,-
'25:20:23.520',-0.061,-,-,-0.080,75.200,-
'25:20:23.528',-0.049,-,-,-0.080,74.400,-
'25:20:23.536',-0.061,-,-,-0.060,73.600,-
'25:20:23.544',-0.061,-,-,-0.080,72.800,-
'25:20:23.552',-0.049,-,-,-0.060,72.000,-
'25:20:23.560',-0.037,-,-,-0.100,72.000,-
'25:20:23.568',-0.024,-,-,-0.100,71.200,-
'25:20:23.576',-0.024,-,-,-0.100,70.400,-
'25:20:23.584',-0.012,-,-,-0.100,69.600,-
'25:20:23.592',-0.037,-,-,-0.080,69.600,-
'25:20:23.600',-0.037,-,-,-0.100,68.800,-
'25:20:23.608',-0.061,-,-,-0.080,68.000,-
'25:20:23.616',-0.049,-,-,-0.080,68.000,-
'25:20:23.624',-0.061,-,-,-0.080,67.200,-
'25:20:23.632',-0.061,-,-,-0.060,67.200,-
'25:20:23.640',-0.061,-,-,-0.080,67.200,-
'25:20:23.648',-0.049,-,-,-0.060,67.200,-
'25:20:23.656',-0.061,-,-,-0.060,66.400,-
'25:20:23.664',-0.061,-,-,-0.060,66.400,-
'25:20:23.672',-0.049,-,-,-0.060,66.400,-
'25:20:23.680',-0.061,-,-,-0.060,65.600,-
'25:20:23.688',-0.049,-,-,-0.040,65.600,-
'25:20:23.696',-0.061,-,-,-0.040,65.600,-
'25:20:23.704',-0.073,-,-,0.000,64.800,-
'25:20:23.712',0.000,-,-,0.080,64.800,-
'25:20:23.720',0.244,-,-,0.300,64.800,-
'25:20:23.728',0.561,-,-,0.760,64.000,-
'25:20:23.736',0.622,-,-,0.880,64.000,-
'25:20:23.744',0.207,-,-,0.380,64.000,-
'25:20:23.752',0.073,-,-,0.260,64.000,-
'25:20:23.760',0.085,-,-,0.300,63.200,-
'25:20:23.768',0.061,-,-,0.340,63.200,-
'25:20:23.776',0.012,-,-,0.280,62.400,-
'25:20:23.784',-0.024,-,-,0.240,61.600,-
'25:20:23.792',-0.012,-,-,0.160,60.800,-
'25:20:23.800',0.012,-,-,0.060,60.800,-
'25:20:23.808',0.000,-,-,0.000,60.000,-
'25:20:23.816',0.000,-,-,0.000,60.000,-
'25:20:23.824',0.000,-,-,-0.020,59.200,-
'25:20:23.832',0.000,-,-,-0.040,59.200,-
'25:20:23.840',0.000,-,-,-0.040,58.400,-
'25:20:23.848',0.000,-,-,-0.040,58.400,-
'25:20:23.856',0.000,-,-,-0.040,60.000,-
'25:20:23.864',0.000,-,-,-0.040,62.400,-
'25:20:23.872',0.012,-,-,-0.040,66.400,-
'25:20:23.880',0.000,-,-,-0.040,71.200,-
'25:20:23.888',0.012,-,-,-0.040,77.600,-
'25:20:23.896',0.024,-,-,-0.040,84.000,-
'25:20:23.904',0.012,-,-,-0.020,90.400,-
'25:20:23.912',0.012,-,-,-0.040,96.800,-
'25:20:23.920',0.024,-,-,-0.040,103.200,-
'25:20:23.928',0.024,-,-,-0.040,108.800,-
'25:20:23.936',0.049,-,-,-0.020,113.600,-
'25:20:23.944',0.049,-,-,-0.020,117.600,-
'25:20:23.952',0.061,-,-,-0.020,120.800,-
'25:20:23.960',0.073,-,-,0.000,123.200,-
'25:20:23.968',0.073,-,-,0.000,125.600,-
'25:20:23.976',0.085,-,-,0.000,126.400,-
'25:20:23.984',0.073,-,-,0.020,126.400,-
'25:20:23.992',0.085,-,-,0.020,126.400,-
'25:20:24.000',0.061,-,-,0.040,125.600,-
'25:20:24.008',0.049,-,-,0.040,124.800,-
'25:20:24.016',0.024,-,-,0.020,123.200,-
'25:20:24.024',0.000,-,-,0.000,121.600,-
'25:20:24.032',0.000,-,-,0.000,120.000,-
'25:20:24.040',0.000,-,-,-0.020,117.600,-
'25:20:24.048',-0.024,-,-,-0.040,115.200,-
'25:20:24.056',-0.037,-,-,-0.040,112.800,-
'25:20:24.064',-0.049,-,-,-0.060,110.400,-
'25:20:24.072',-0.061,-,-,-0.060,107.200,-
'25:20:24.080',-0.061,-,-,-0.080,104.000,-
'25:20:24.088',-0.061,-,-,-0.080,100.000,-
'25:20:24.096',-0.061,-,-,-0.080,96.800,-
'25:20:24.104',-0.061,-,-,-0.080,93.600,-
'25:20:24.112',-0.061,-,-,-0.100,90.400,-
'25:20:24.120',-0.061,-,-,-0.080,88.800,-
'25:20:24.128',-0.061,-,-,-0.080,86.400,-
'25:20:24.136',-0.061,-,-,-0.100,84.800,-
'25:20:24.144',-0.061,-,-,-0.080,84.000,-
'25:20:24.152',-0.049,-,-,-0.080,83.200,-
'25:20:24.160',-0.061,-,-,-0.100,82.400,-
'25:20:24.168',-0.049,-,-,-0.100,81.600,-
'25:20:24.176',-0.061,-,-,-0.080,81.600,-
'25:20:24.184',-0.061,-,-,-0.100,80.800,-
'25:20:24.192',-0.049,-,-,-0.080,80.800,-
'25:20:24.200',-0.061,-,-,-0.080,80.000,-
'25:20:24.208',-0.037,-,-,-0.080,80.000,-
'25:20:24.216',-0.037,-,-,-0.080,79.200,-
'25:20:24.224',-0.049,-,-,-0.080,79.200,-
'25:20:24.232',-0.049,-,-,-0.080,78.400,-
'25:20:24.240',-0.037,-,-,-0.060,78.400,-
'25:20:24.248',-0.061,-,-,-0.100,77.600,-
'25:20:24.256',-0.024,-,-,-0.100,76.800,-
'25:20:24.264',-0.024,-,-,-0.100,76.000,-
'25:20:24.272',-0.024,-,-,-0.100,75.200,-
'25:20:24.280',-0.012,-,-,-0.080,75.200,-
'25:20:24.288',-0.037,-,-,-0.080,74.400,-
'25:20:24.296',-0.024,-,-,-0.080,73.600,-
'25:20:24.304',-0.061,-,-,-0.100,72.800,-
'25:20:24.312',-0.061,-,-,-0.080,72.000,-
'25:20:24.320',-0.061,-,-,-0.080,72.000,-
'25:20:24.328',-0.061,-,-,-0.080,71.200,-
'25:20:24.336',-0.061,-,-,-0.080,71.200,-
'25:20:24.344',-0.049,-,-,-0.060,70.400,-
'25:20:24.352',-0.061,-,-,-0.080,70.400,-
'25:20:24.360',-0.049,-,-,-0.060,70.400,-
'25:20:24.368',-0.061,-,-,-0.060,69.600,-
'25:20:24.376',-0.049,-,-,-0.060,69.600,-
'25:20:24.384',-0.061,-,-,-0.060,68.800,-
'25:20:24.392',-0.037,-,-,-0.040,68.000,-
'25:20:24.400',-0.061,-,-,-0.040,68.000,-
'25:20:24.408',-0.073,-,-,0.000,68.000,-
'25:20:24.416',0.073,-,-,0.120,68.000,-
'25:20:24.424',0.378,-,-,0.480,67.200,-
'25:20:24.432',0.622,-,-,0.860,67.200,-
'25:20:24.440',0.378,-,-,0.600,67.200,-
'25:20:24.448',0.110,-,-,0.260,67.200,-
'25:20:24.456',0.061,-,-,0.260,66.400,-
'25:20:24.464',0.073,-,-,0.320,65.600,-
'25:20:24.472',0.049,-,-,0.300,65.600,-
'25:20:24.480',-0.012,-,-,0.240,64.800,-
'25:20:24.488',-0.024,-,-,0.160,64.000,-
'25:20:24.496',0.000,-,-,0.080,63.200,-
'25:20:24.504',0.000,-,-,0.020,62.400,-
'25:20:24.512',0.000,-,-,0.000,62.400,-
'25:20:24.520',0.000,-,-,-0.020,61.600,-
'25:20:24.528',0.000,-,-,-0.040,61.600,-
'25:20:24.536',0.000,-,-,-0.040,61.600,-
'25:20:24.544',0.000,-,-,-0.040,61.600,-
'25:20:24.552',0.000,-,-,-0.040,61.600,-
'25:20:24.560',0.000,-,-,-0.040,63.200,-
'25:20:24.568',0.000,-,-,-0.040,65.600,-
'25:20:24.576',0.000,-,-,-0.040,69.600,-
'25:20:24.584',0.000,-,-,-0.040,75.200,-
'25:20:24.592',0.012,-,-,-0.040,80.800,-
'25:20:24.600',0.000,-,-,-0.040,86.400,-
'25:20:24.608',0.024,-,-,-0.040,92.800,-
'25:20:24.616',0.024,-,-,-0.040,99.200,-
'25:20:24.624',0.024,-,-,-0.040,105.600,-
'25:20:24.632',0.037,-,-,-0.040,111.200,-
'25:20:24.640',0.049,-,-,-0.020,116.000,-
'25:20:24.648',0.049,-,-,-0.040,120.000,-
'25:20:24.656',0.073,-,-,-0.020,123.200,-
'25:20:24.664',0.073,-,-,0.000,124.800,-
'25:20:24.672',0.085,-,-,0.000,126.400,-
'25:20:24.680',0.110,-,-,0.000,127.200,-
'25:20:24.688',0.073,-,-,0.020,128.000,-
'25:20:24.696',0.073,-,-,0.040,127.200,-
'25:20:24.704',0.049,-,-,0.040,127.200,-
'25:20:24.712',0.037,-,-,0.020,126.400,-
'25:20:24.720',0.024,-,-,0.020,124.800,-
'25:20:24.728',0.000,-,-,0.000,124.000,-
'25:20:24.736',0.000,-,-,0.000,122.400,-
'25:20:24.744',-0.024,-,-,-0.040,120.000,-
'25:20:24.752',-0.037,-,-,-0.040,118.400,-
'25:20:24.760',-0.024,-,-,-0.060,116.000,-
'25:20:24.768',-0.061,-,-,-0.080,113.600,-
'25:20:24.776',-0.049,-,-,-0.080,110.400,-
'25:20:24.784',-0.061,-,-,-0.100,106.400,-
'25:20:24.792',-0.061,-,-,-0.080,103.200,-
'25:20:24.800',-0.073,-,-,-0.100,99.200,-
'25:20:24.808',-0.061,-,-,-0.080,96.000,-
'25:20:24.816',-0.061,-,-,-0.080,92.800,-
'25:20:24.824',-0.061,-,-,-0.080,90.400,-
'25:20:24.832',-0.061,-,-,-0.080,88.800,-
'25:20:24.840',-0.061,-,-,-0.080,87.200,-
'25:20:24.848',-0.061,-,-,-0.080,85.600,-
'25:20:24.856',-0.061,-,-,-0.100,84.800,-
'25:20:24.864',-0.061,-,-,-0.080,84.000,-
'25:20:24.872',-0.061,-,-,-0.100,83.200,-
'25:20:24.880',-0.049,-,-,-0.080,83.200,-
'25:20:24.888',-0.049,-,-,-0.100,82.400,-
'25:20:24.896',-0.049,-,-,-0.080,82.400,-
'25:20:24.904',-0.037,-,-,-0.080,82.400,-
'25:20:24.912',-0.049,-,-,-0.080,81.600,-
'25:20:24.920',-0.037,-,-,-0.080,81.600,-
'25:20:24.928',-0.049,-,-,-0.100,80.800,-
'25:20:24.936',-0.024,-,-,-0.100,80.000,-
'25:20:24.944',-0.024,-,-,-0.100,80.000,-
'25:20:24.952',-0.024,-,-,-0.100,79.200,-
'25:20:24.960',-0.024,-,-,-0.100,79.200,-
'25:20:24.968',-0.049,-,-,-0.080,78.400,-
'25:20:24.976',-0.061,-,-,-0.100,77.600,-
'25:20:24.984',-0.061,-,-,-0.100,76.800,-
'25:20:24.992',-0.061,-,-,-0.080,76.000,-
'25:20:25.000',-0.061,-,-,-0.080,75.200,-
'25:20:25.008',-0.061,-,-,-0.080,75.200,-
'25:20:25.016',-0.061,-,-,-0.080,74.400,-
'25:20:25.024',-0.061,-,-,-0.080,74.400,-
'25:20:25.032',-0.061,-,-,-0.060,73.600,-
'25:20:25.040',-0.061,-,-,-0.080,73.600,-
'25:20:25.048',-0.061,-,-,-0.060,72.800,-
'25:20:25.056',-0.049,-,-,-0.080,72.800,-
'25:20:25.064',-0.061,-,-,-0.060,72.000,-
'25:20:25.072',-0.049,-,-,-0.040,72.000,-
'25:20:25.080',-0.085,-,-,-0.040,71.200,-
'25:20:25.088',-0.061,-,-,-0.020,70.400,-
'25:20:25.096',0.110,-,-,0.120,70.400,-
'25:20:25.104',0.427,-,-,0.520,70.400,-
'25:20:25.112',0.622,-,-,0.900,70.400,-
'25:20:25.120',0.354,-,-,0.600,70.400,-
'25:20:25.128',0.110,-,-,0.280,69.600,-
'25:20:25.136',0.073,-,-,0.260,68.800,-
'25:20:25.144',0.073,-,-,0.340,68.000,-
'25:20:25.152',0.024,-,-,0.300,68.000,-
'25:20:25.160',-0.024,-,-,0.260,67.200,-
'25:20:25.168',-0.024,-,-,0.160,66.400,-
'25:20:25.176',0.000,-,-,0.080,66.400,-
'25:20:25.184',0.012,-,-,0.000,65.600,-
'25:20:25.192',0.000,-,-,0.000,64.800,-
'25:20:25.200',0.000,-,-,-0.020,64.000,-
'25:20:25.208',0.000,-,-,-0.040,63.200,-
'25:20:25.216',0.000,-,-,-0.040,63.200,-
'25:20:25.224',0.000,-,-,-0.040,64.000,-
'25:20:25.232',0.000,-,-,-0.060,65.600,-
'25:20:25.240',0.000,-,-,-0.040,68.000,-
'25:20:25.248',0.000,-,-,-0.040,72.000,-
'25:20:25.256',0.000,-,-,-0.040,77.600,-
'25:20:25.264',0.000,-,-,-0.040,84.000,-
'25:20:25.272',0.000,-,-,-0.040,90.400,-
'25:20:25.280',0.000,-,-,-0.040,96.800,-
'25:20:25.288',0.012,-,-,-0.040,104.000,-
'25:20:25.296',0.024,-,-,-0.040,109.600,-
'25:20:25.304',0.024,-,-,-0.040,116.000,-
'25:20:25.312',0.037,-,-,-0.040,121.600,-
'25:20:25.320',0.049,-,-,-0.040,126.400,-
'25:20:25.328',0.049,-,-,-0.020,129.600,-
'25:20:25.336',0.061,-,-,-0.020,132.800,-
'25:20:25.344',0.073,-,-,0.000,134.400,-
'25:20:25.352',0.073,-,-,0.000,135.200,-
'25:20:25.360',0.073,-,-,0.000,136.000,-
'25:20:25.368',0.073,-,-,0.020,136.000,-
'25:20:25.376',0.049,-,-,0.020,136.000,-
'25:20:25.384',0.049,-,-,0.020,134.400,-
'25:20:25.392',0.024,-,-,0.020,133.600,-
'25:20:25.400',0.000,-,-,0.000,132.800,-
'25:20:25.408',0.000,-,-,0.000,132.000,-
'25:20:25.416',-0.024,-,-,-0.020,130.400,-
'25:20:25.424',-0.024,-,-,-0.040,128.800,-
'25:20:25.432',-0.049,-,-,-0.060,126.400,-
'25:20:25.440',-0.049,-,-,-0.060,124.000,-
'25:20:25.448',-0.061,-,-,-0.080,121.600,-
'25:20:25.456',-0.061,-,-,-0.080,118.400,-
'25:20:25.464',-0.061,-,-,-0.060,115.200,-
'25:20:25.472',-0.061,-,-,-0.080,112.000,-
'25:20:25.480',-0.061,-,-,-0.080,108.000,-
'25:20:25.488',-0.061,-,-,-0.080,104.000,-
'25:20:25.496',-0.061,-,-,-0.080,100.800,-
'25:20:25.504',-0.061,-,-,-0.080,97.600,-
'25:20:25.512',-0.061,-,-,-0.080,95.200,-
'25:20:25.520',-0.061,-,-,-0.080,92.800,-
'25:20:25.528',-0.061,-,-,-0.080,90.400,-
'25:20:25.536',-0.061,-,-,-0.100,89.600,-
'25:20:25.544',-0.061,-,-,-0.080,88.000,-
'25:20:25.552',-0.061,-,-,-0.100,88.000,-
'25:20:25.560',-0.049,-,-,-0.080,87.200,-
'25:20:25.568',-0.049,-,-,-0.100,87.200,-
'25:20:25.576',-0.061,-,-,-0.080,86.400,-
'25:20:25.584',-0.037,-,-,-0.080,85.600,-
'25:20:25.592',-0.049,-,-,-0.100,85.600,-
'25:20:25.600',-0.037,-,-,-0.100,84.800,-
'25:20:25.608',-0.024,-,-,-0.100,84.800,-
'25:20:25.616',-0.012,-,-,-0.100,84.000,-
'25:20:25.624',-0.024,-,-,-0.100,84.000,-
'25:20:25.632',-0.049,-,-,-0.100,83.200,-
'25:20:25.640',-0.061,-,-,-0.100,82.400,-
'25:20:25.648',-0.061,-,-,-0.100,81.600,-
'25:20:25.656',-0.061,-,-,-0.100,81.600,-
'25:20:25.664',-0.073,-,-,-0.100,80.800,-
'25:20:25.672',-0.061,-,-,-0.080,80.000,-
'25:20:25.680',-0.061,-,-,-0.100,79.200,-
'25:20:25.688',-0.061,-,-,-0.080,78.400,-
'25:20:25.696',-0.061,-,-,-0.080,77.600,-
