'Elapsed time','I','II','AVF','V','ABP','PAP'
'25:21:43.632',-0.061,-,-,-0.060,81.600,-
'25:21:43.640',-0.061,-,-,-0.060,81.600,-
'25:21:43.648',-0.061,-,-,-0.060,81.600,-
'25:21:43.656',-0.073,-,-,-0.060,80.800,-
'25:21:43.664',-0.037,-,-,-0.040,80.800,-
'25:21:43.672',-0.061,-,-,-0.040,80.800,-
'25:21:43.680',-0.085,-,-,-0.020,80.800,-
'25:21:43.688',-0.024,-,-,0.040,80.800,-
'25:21:43.696',0.159,-,-,0.200,80.000,-
'25:21:43.704',0.463,-,-,0.580,79.200,-
'25:21:43.712',0.659,-,-,0.820,79.200,-
'25:21:43.720',0.329,-,-,0.480,78.400,-
'25:21:43.728',0.049,-,-,0.200,77.600,-
'25:21:43.736',0.049,-,-,0.260,77.600,-
'25:21:43.744',0.110,-,-,0.300,76.800,-
'25:21:43.752',0.049,-,-,0.300,76.000,-
'25:21:43.760',-0.024,-,-,0.260,75.200,-
'25:21:43.768',-0.024,-,-,0.180,74.400,-
'25:21:43.776',0.000,-,-,0.100,73.600,-
'25:21:43.784',0.000,-,-,0.020,73.600,-
'25:21:43.792',0.024,-,-,0.000,72.800,-
'25:21:43.800',0.012,-,-,0.000,72.800,-
'25:21:43.808',0.000,-,-,-0.020,72.800,-
'25:21:43.816',0.000,-,-,-0.020,72.800,-
'25:21:43.824',0.000,-,-,-0.040,72.800,-
'25:21:43.832',0.000,-,-,-0.040,73.600,-
'25:21:43.840',0.000,-,-,-0.040,76.000,-
'25:21:43.848',0.000,-,-,-0.040,79.200,-
'25:21:43.856',0.000,-,-,-0.020,84.800,-
'25:21:43.864',0.000,-,-,-0.020,90.400,-
'25:21:43.872',0.024,-,-,-0.040,97.600,-
'25:21:43.880',0.012,-,-,-0.020,105.600,-
'25:21:43.888',0.024,-,-,-0.020,113.600,-
'25:21:43.896',0.024,-,-,0.000,121.600,-
'25:21:43.904',0.049,-,-,0.000,128.800,-
'25:21:43.912',0.037,-,-,0.000,135.200,-
'25:21:43.920',0.061,-,-,0.000,140.800,-
'25:21:43.928',0.073,-,-,0.000,144.800,-
'25:21:43.936',0.073,-,-,0.000,147.200,-
'25:21:43.944',0.085,-,-,0.000,148.800,-
'25:21:43.952',0.110,-,-,0.020,149.600,-
'25:21:43.960',0.122,-,-,0.040,149.600,-
'25:21:43.968',0.122,-,-,0.020,148.800,-
'25:21:43.976',0.110,-,-,0.040,148.800,-
'25:21:43.984',0.073,-,-,0.040,148.000,-
'25:21:43.992',0.049,-,-,0.040,146.400,-
'25:21:44.000',0.049,-,-,0.020,145.600,-
'25:21:44.008',0.024,-,-,0.000,144.000,-
'25:21:44.016',0.000,-,-,0.000,143.200,-
'25:21:44.024',-0.024,-,-,-0.020,140.800,-
'25:21:44.032',-0.024,-,-,-0.040,138.400,-
'25:21:44.040',-0.061,-,-,-0.060,136.000,-
'25:21:44.048',-0.061,-,-,-0.080,132.800,-
'25:21:44.056',-0.061,-,-,-0.080,128.800,-
'25:21:44.064',-0.061,-,-,-0.100,124.000,-
'25:21:44.072',-0.061,-,-,-0.100,119.200,-
'25:21:44.080',-0.061,-,-,-0.100,114.400,-
'25:21:44.088',-0.085,-,-,-0.100,111.200,-
'25:21:44.096',-0.061,-,-,-0.100,108.000,-
'25:21:44.104',-0.085,-,-,-0.100,106.400,-
'25:21:44.112',-0.061,-,-,-0.100,104.800,-
'25:21:44.120',-0.061,-,-,-0.100,104.000,-
'25:21:44.128',-0.061,-,-,-0.080,104.000,-
'25:21:44.136',-0.085,-,-,-0.100,102.400,-
'25:21:44.144',-0.061,-,-,-0.080,101.600,-
'25:21:44.152',-0.061,-,-,-0.100,100.000,-
'25:21:44.160',-0.061,-,-,-0.080,99.200,-
'25:21:44.168',-0.061,-,-,-0.080,98.400,-
'25:21:44.176',-0.049,-,-,-0.100,98.400,-
'25:21:44.184',-0.061,-,-,-0.080,98.400,-
'25:21:44.192',-0.061,-,-,-0.100,98.400,-
'25:21:44.200',-0.061,-,-,-0.080,98.400,-
'25:21:44.208',-0.061,-,-,-0.100,97.600,-
'25:21:44.216',-0.061,-,-,-0.080,95.200,-
'25:21:44.224',-0.061,-,-,-0.100,94.400,-
'25:21:44.232',-0.049,-,-,-0.100,93.600,-
'25:21:44.240',-0.061,-,-,-0.100,92.800,-
'25:21:44.248',-0.049,-,-,-0.080,92.000,-
'25:21:44.256',-0.061,-,-,-0.100,90.400,-
'25:21:44.264',-0.061,-,-,-0.080,88.800,-
'25:21:44.272',-0.037,-,-,-0.080,88.000,-
'25:21:44.280',-0.061,-,-,-0.080,88.000,-
'25:21:44.288',-0.061,-,-,-0.100,87.200,-
'25:21:44.296',-0.024,-,-,-0.100,86.400,-
'25:21:44.304',-0.012,-,-,-0.100,85.600,-
'25:21:44.312',-0.024,-,-,-0.100,85.600,-
'25:21:44.320',-0.024,-,-,-0.100,84.800,-
'25:21:44.328',-0.037,-,-,-0.100,84.000,-
'25:21:44.336',-0.061,-,-,-0.100,83.200,-
'25:21:44.344',-0.061,-,-,-0.100,83.200,-
'25:21:44.352',-0.049,-,-,-0.100,82.400,-
'25:21:44.360',-0.061,-,-,-0.080,82.400,-
'25:21:44.368',-0.061,-,-,-0.080,81.600,-
'25:21:44.376',-0.061,-,-,-0.080,81.600,-
'25:21:44.384',-0.061,-,-,-0.080,80.800,-
'25:21:44.392',-0.049,-,-,-0.080,80.800,-
'25:21:44.400',-0.061,-,-,-0.080,80.800,-
'25:21:44.408',-0.049,-,-,-0.080,80.000,-
'25:21:44.416',-0.061,-,-,-0.080,80.000,-
'25:21:44.424',-0.037,-,-,-0.060,80.000,-
'25:21:44.432',-0.061,-,-,-0.040,80.000,-
'25:21:44.440',-0.085,-,-,-0.040,80.000,-
'25:21:44.448',-0.024,-,-,0.020,80.800,-
'25:21:44.456',0.183,-,-,0.220,80.800,-
'25:21:44.464',0.537,-,-,0.640,80.800,-
'25:21:44.472',0.683,-,-,0.860,80.000,-
'25:21:44.480',0.329,-,-,0.440,79.200,-
'25:21:44.488',0.085,-,-,0.220,79.200,-
'25:21:44.496',0.073,-,-,0.260,78.400,-
'25:21:44.504',0.110,-,-,0.320,78.400,-
'25:21:44.512',0.037,-,-,0.300,77.600,-
'25:21:44.520',-0.024,-,-,0.260,76.800,-
'25:21:44.528',0.000,-,-,0.160,76.000,-
'25:21:44.536',0.024,-,-,0.080,76.000,-
'25:21:44.544',0.000,-,-,0.020,75.200,-
'25:21:44.552',0.012,-,-,0.000,74.400,-
'25:21:44.560',0.000,-,-,-0.020,74.400,-
'25:21:44.568',0.000,-,-,-0.020,73.600,-
'25:21:44.576',0.012,-,-,-0.040,72.800,-
'25:21:44.584',0.000,-,-,-0.020,72.800,-
'25:21:44.592',0.000,-,-,-0.040,74.400,-
'25:21:44.600',0.024,-,-,-0.040,77.600,-
'25:21:44.608',0.000,-,-,-0.040,82.400,-
'25:21:44.616',0.012,-,-,-0.020,88.800,-
'25:21:44.624',0.024,-,-,-0.020,96.800,-
'25:21:44.632',0.012,-,-,-0.020,104.800,-
'25:21:44.640',0.024,-,-,0.000,113.600,-
'25:21:44.648',0.024,-,-,0.000,121.600,-
'25:21:44.656',0.037,-,-,0.000,128.800,-
'25:21:44.664',0.037,-,-,0.000,135.200,-
'25:21:44.672',0.061,-,-,0.000,140.800,-
'25:21:44.680',0.073,-,-,0.000,141.600,-
'25:21:44.688',0.073,-,-,0.000,137.600,-
'25:21:44.696',0.110,-,-,0.000,132.800,-
'25:21:44.704',0.110,-,-,0.020,136.000,-
'25:21:44.712',0.122,-,-,0.040,151.200,-
'25:21:44.720',0.110,-,-,0.040,170.400,-
'25:21:44.728',0.122,-,-,0.040,180.000,-
'25:21:44.736',0.110,-,-,0.040,180.000,-
'25:21:44.744',0.073,-,-,0.040,176.000,-
'25:21:44.752',0.049,-,-,0.040,162.400,-
'25:21:44.760',0.049,-,-,0.040,150.400,-
'25:21:44.768',0.024,-,-,0.020,142.400,-
'25:21:44.776',0.000,-,-,0.000,138.400,-
'25:21:44.784',0.000,-,-,-0.020,134.400,-
'25:21:44.792',-0.024,-,-,-0.040,128.800,-
'25:21:44.800',-0.037,-,-,-0.060,128.800,-
'25:21:44.808',-0.024,-,-,-0.060,133.600,-
'25:21:44.816',-0.061,-,-,-0.080,138.400,-
'25:21:44.824',-0.049,-,-,-0.080,138.400,-
'25:21:44.832',-0.061,-,-,-0.080,134.400,-
'25:21:44.840',-0.061,-,-,-0.080,129.600,-
'25:21:44.848',-0.061,-,-,-0.100,125.600,-
'25:21:44.856',-0.061,-,-,-0.080,122.400,-
'25:21:44.864',-0.073,-,-,-0.060,120.000,-
'25:21:44.872',-0.049,-,-,-0.080,114.400,-
'25:21:44.880',-0.061,-,-,-0.080,107.200,-
'25:21:44.888',-0.049,-,-,-0.080,100.000,-
'25:21:44.896',-0.024,-,-,-0.080,96.800,-
'25:21:44.904',-0.049,-,-,-0.080,96.800,-
'25:21:44.912',-0.049,-,-,-0.080,97.600,-
'25:21:44.920',-0.061,-,-,-0.060,96.800,-
'25:21:44.928',-0.037,-,-,-0.100,95.200,-
'25:21:44.936',-0.061,-,-,-0.080,92.800,-
'25:21:44.944',-0.049,-,-,-0.080,91.200,-
'25:21:44.952',-0.037,-,-,-0.080,95.200,-
'25:21:44.960',-0.061,-,-,-0.080,100.000,-
'25:21:44.968',-0.049,-,-,-0.100,101.600,-
'25:21:44.976',-0.061,-,-,-0.080,98.400,-
'25:21:44.984',-0.024,-,-,-0.100,96.000,-
'25:21:44.992',-0.049,-,-,-0.080,96.800,-
'25:21:45.000',-0.024,-,-,-0.080,98.400,-
'25:21:45.008',-0.024,-,-,-0.080,100.000,-
'25:21:45.016',-0.061,-,-,-0.080,98.400,-
'25:21:45.024',-0.024,-,-,-0.100,95.200,-
'25:21:45.032',-0.024,-,-,-0.100,89.600,-
'25:21:45.040',-0.012,-,-,-0.100,84.000,-
'25:21:45.048',-0.024,-,-,-0.100,80.000,-
'25:21:45.056',-0.024,-,-,-0.100,77.600,-
'25:21:45.064',-0.037,-,-,-0.100,76.000,-
'25:21:45.072',-0.061,-,-,-0.100,77.600,-
'25:21:45.080',-0.061,-,-,-0.100,80.800,-
'25:21:45.088',-0.049,-,-,-0.080,83.200,-
'25:21:45.096',-0.061,-,-,-0.100,84.000,-
'25:21:45.104',-0.061,-,-,-0.080,85.600,-
'25:21:45.112',-0.049,-,-,-0.080,88.000,-
'25:21:45.120',-0.061,-,-,-0.080,88.800,-
'25:21:45.128',-0.061,-,-,-0.080,85.600,-
'25:21:45.136',-0.049,-,-,-0.080,81.600,-
'25:21:45.144',-0.061,-,-,-0.060,81.600,-
'25:21:45.152',-0.061,-,-,-0.060,83.200,-
'25:21:45.160',-0.049,-,-,-0.060,84.800,-
'25:21:45.168',-0.061,-,-,-0.040,86.400,-
'25:21:45.176',-0.085,-,-,-0.040,86.400,-
'25:21:45.184',-0.024,-,-,0.040,84.000,-
'25:21:45.192',0.232,-,-,0.300,79.200,-
'25:21:45.200',0.585,-,-,0.740,72.000,-
'25:21:45.208',0.683,-,-,0.860,67.200,-
'25:21:45.216',0.232,-,-,0.380,71.200,-
'25:21:45.224',0.073,-,-,0.220,84.000,-
'25:21:45.232',0.085,-,-,0.300,95.200,-
'25:21:45.240',0.061,-,-,0.340,96.000,-
'25:21:45.248',0.000,-,-,0.300,88.000,-
'25:21:45.256',-0.061,-,-,0.220,79.200,-
'25:21:45.264',-0.024,-,-,0.140,75.200,-
'25:21:45.272',0.000,-,-,0.040,74.400,-
'25:21:45.280',0.000,-,-,0.000,73.600,-
'25:21:45.288',0.012,-,-,0.000,72.000,-
'25:21:45.296',0.000,-,-,0.000,71.200,-
'25:21:45.304',0.000,-,-,-0.020,72.000,-
'25:21:45.312',0.000,-,-,-0.040,76.000,-
'25:21:45.320',0.000,-,-,-0.040,80.800,-
'25:21:45.328',0.000,-,-,-0.040,84.000,-
'25:21:45.336',0.000,-,-,-0.020,85.600,-
'25:21:45.344',0.000,-,-,-0.040,88.000,-
'25:21:45.352',0.000,-,-,-0.020,93.600,-
'25:21:45.360',0.000,-,-,-0.020,101.600,-
'25:21:45.368',0.024,-,-,-0.020,108.800,-
'25:21:45.376',0.000,-,-,0.000,115.200,-
'25:21:45.384',0.024,-,-,0.000,121.600,-
'25:21:45.392',0.012,-,-,0.000,128.000,-
'25:21:45.400',0.049,-,-,0.000,131.200,-
'25:21:45.408',0.049,-,-,0.000,135.200,-
'25:21:45.416',0.061,-,-,0.000,145.600,-
'25:21:45.424',0.073,-,-,0.000,159.200,-
'25:21:45.432',0.061,-,-,0.020,166.400,-
'25:21:45.440',0.110,-,-,0.040,164.000,-
'25:21:45.448',0.122,-,-,0.040,158.400,-
'25:21:45.456',0.110,-,-,0.040,150.400,-
'25:21:45.464',0.110,-,-,0.040,140.800,-
'25:21:45.472',0.073,-,-,0.040,132.800,-
'25:21:45.480',0.049,-,-,0.040,134.400,-
'25:21:45.488',0.061,-,-,0.040,143.200,-
'25:21:45.496',0.024,-,-,0.020,152.000,-
'25:21:45.504',0.000,-,-,0.000,155.200,-
'25:21:45.512',-0.012,-,-,-0.020,151.200,-
'25:21:45.520',-0.024,-,-,-0.040,143.200,-
'25:21:45.528',-0.049,-,-,-0.040,133.600,-
'25:21:45.536',-0.061,-,-,-0.060,128.000,-
'25:21:45.544',-0.049,-,-,-0.080,126.400,-
'25:21:45.552',-0.061,-,-,-0.080,127.200,-
'25:21:45.560',-0.061,-,-,-0.080,132.000,-
'25:21:45.568',-0.061,-,-,-0.080,137.600,-
'25:21:45.576',-0.061,-,-,-0.100,139.200,-
'25:21:45.584',-0.061,-,-,-0.100,134.400,-
'25:21:45.592',-0.061,-,-,-0.100,128.000,-
'25:21:45.600',-0.061,-,-,-0.080,124.000,-
'25:21:45.608',-0.061,-,-,-0.100,121.600,-
'25:21:45.616',-0.073,-,-,-0.080,116.800,-
'25:21:45.624',-0.061,-,-,-0.100,108.000,-
'25:21:45.632',-0.061,-,-,-0.080,98.400,-
'25:21:45.640',-0.061,-,-,-0.100,94.400,-
'25:21:45.648',-0.061,-,-,-0.080,96.000,-
'25:21:45.656',-0.061,-,-,-0.080,100.000,-
'25:21:45.664',-0.073,-,-,-0.080,101.600,-
'25:21:45.672',-0.061,-,-,-0.100,99.200,-
'25:21:45.680',-0.061,-,-,-0.080,98.400,-
'25:21:45.688',-0.061,-,-,-0.100,100.000,-
'25:21:45.696',-0.061,-,-,-0.080,102.400,-
'25:21:45.704',-0.061,-,-,-0.080,102.400,-
'25:21:45.712',-0.061,-,-,-0.080,100.000,-
'25:21:45.720',-0.061,-,-,-0.080,98.400,-
'25:21:45.728',-0.049,-,-,-0.100,96.800,-
'25:21:45.736',-0.049,-,-,-0.060,96.000,-
'25:21:45.744',-0.061,-,-,-0.080,95.200,-
'25:21:45.752',-0.037,-,-,-0.100,94.400,-
'25:21:45.760',-0.024,-,-,-0.100,93.600,-
'25:21:45.768',-0.012,-,-,-0.100,92.800,-
'25:21:45.776',-0.024,-,-,-0.100,92.000,-
'25:21:45.784',-0.037,-,-,-0.100,90.400,-
'25:21:45.792',-0.061,-,-,-0.100,88.800,-
'25:21:45.800',-0.073,-,-,-0.100,88.000,-
'25:21:45.808',-0.085,-,-,-0.100,84.000,-
'25:21:45.816',-0.061,-,-,-0.100,76.800,-
'25:21:45.824',-0.073,-,-,-0.100,68.000,-
'25:21:45.832',-0.061,-,-,-0.080,63.200,-
'25:21:45.840',-0.061,-,-,-0.100,68.000,-
'25:21:45.848',-0.061,-,-,-0.080,82.400,-
'25:21:45.856',-0.061,-,-,-0.080,101.600,-
'25:21:45.864',-0.061,-,-,-0.080,115.200,-
'25:21:45.872',-0.061,-,-,-0.080,112.000,-
'25:21:45.880',-0.061,-,-,-0.080,96.000,-
'25:21:45.888',-0.061,-,-,-0.060,82.400,-
'25:21:45.896',-0.085,-,-,-0.040,78.400,-
'25:21:45.904',-0.085,-,-,-0.040,76.800,-
'25:21:45.912',-0.061,-,-,0.000,73.600,-
'25:21:45.920',0.146,-,-,0.200,73.600,-
'25:21:45.928',0.524,-,-,0.640,78.400,-
'25:21:45.936',0.659,-,-,0.880,82.400,-
'25:21:45.944',0.280,-,-,0.480,80.800,-
'25:21:45.952',0.049,-,-,0.220,76.800,-
'25:21:45.960',0.049,-,-,0.260,73.600,-
'25:21:45.968',0.073,-,-,0.320,72.000,-
'25:21:45.976',0.024,-,-,0.300,72.000,-
'25:21:45.984',-0.024,-,-,0.240,72.800,-
'25:21:45.992',-0.049,-,-,0.160,72.800,-
'25:21:46.000',0.000,-,-,0.060,72.000,-
'25:21:46.008',0.000,-,-,0.000,72.000,-
'25:21:46.016',0.000,-,-,0.000,73.600,-
'25:21:46.024',-0.012,-,-,-0.020,75.200,-
'25:21:46.032',0.000,-,-,-0.040,76.800,-
'25:21:46.040',0.000,-,-,-0.020,78.400,-
'25:21:46.048',0.000,-,-,-0.040,80.000,-
'25:21:46.056',-0.024,-,-,-0.040,81.600,-
'25:21:46.064',-0.024,-,-,-0.040,82.400,-
'25:21:46.072',0.000,-,-,-0.040,82.400,-
'25:21:46.080',0.000,-,-,-0.020,85.600,-
'25:21:46.088',0.000,-,-,-0.020,94.400,-
'25:21:46.096',0.000,-,-,-0.020,106.400,-
'25:21:46.104',0.012,-,-,0.000,116.800,-
'25:21:46.112',0.024,-,-,0.000,124.800,-
'25:21:46.120',0.012,-,-,0.000,131.200,-
'25:21:46.128',0.037,-,-,0.000,137.600,-
'25:21:46.136',0.049,-,-,0.000,143.200,-
'25:21:46.144',0.061,-,-,0.000,147.200,-
'25:21:46.152',0.049,-,-,0.000,151.200,-
'25:21:46.160',0.073,-,-,0.000,153.600,-
'25:21:46.168',0.073,-,-,0.020,156.000,-
'25:21:46.176',0.110,-,-,0.040,156.800,-
'25:21:46.184',0.110,-,-,0.040,156.800,-
'25:21:46.192',0.110,-,-,0.040,156.800,-
'25:21:46.200',0.073,-,-,0.040,156.000,-
'25:21:46.208',0.061,-,-,0.040,155.200,-
'25:21:46.216',0.037,-,-,0.040,153.600,-
'25:21:46.224',0.024,-,-,0.040,152.800,-
'25:21:46.232',0.000,-,-,0.000,151.200,-
'25:21:46.240',-0.012,-,-,0.000,148.800,-
'25:21:46.248',-0.024,-,-,-0.020,146.400,-
'25:21:46.256',-0.037,-,-,-0.040,144.800,-
'25:21:46.264',-0.061,-,-,-0.060,143.200,-
'25:21:46.272',-0.061,-,-,-0.060,140.800,-
'25:21:46.280',-0.061,-,-,-0.100,136.800,-
'25:21:46.288',-0.073,-,-,-0.080,131.200,-
'25:21:46.296',-0.061,-,-,-0.100,124.800,-
'25:21:46.304',-0.073,-,-,-0.100,119.200,-
'25:21:46.312',-0.073,-,-,-0.100,115.200,-
'25:21:46.320',-0.061,-,-,-0.080,112.000,-
'25:21:46.328',-0.061,-,-,-0.100,109.600,-
'25:21:46.336',-0.085,-,-,-0.080,106.400,-
'25:21:46.344',-0.061,-,-,-0.100,104.000,-
'25:21:46.352',-0.073,-,-,-0.100,101.600,-
'25:21:46.360',-0.061,-,-,-0.080,100.000,-
'25:21:46.368',-0.073,-,-,-0.100,99.200,-
'25:21:46.376',-0.061,-,-,-0.080,98.400,-
'25:21:46.384',-0.085,-,-,-0.080,98.400,-
'25:21:46.392',-0.061,-,-,-0.080,100.000,-
'25:21:46.400',-0.061,-,-,-0.080,101.600,-
'25:21:46.408',-0.073,-,-,-0.080,101.600,-
'25:21:46.416',-0.085,-,-,-0.100,100.800,-
'25:21:46.424',-0.061,-,-,-0.100,97.600,-
'25:21:46.432',-0.061,-,-,-0.080,96.000,-
'25:21:46.440',-0.085,-,-,-0.080,94.400,-
'25:21:46.448',-0.061,-,-,-0.080,93.600,-
'25:21:46.456',-0.049,-,-,-0.080,92.800,-
'25:21:46.464',-0.061,-,-,-0.080,92.800,-
'25:21:46.472',-0.061,-,-,-0.060,92.800,-
'25:21:46.480',-0.061,-,-,-0.100,93.600,-
'25:21:46.488',-0.049,-,-,-0.100,95.200,-
'25:21:46.496',-0.024,-,-,-0.100,96.000,-
'25:21:46.504',-0.049,-,-,-0.100,92.800,-
'25:21:46.512',-0.024,-,-,-0.100,88.800,-
'25:21:46.520',-0.049,-,-,-0.100,87.200,-
'25:21:46.528',-0.024,-,-,-0.080,88.800,-
'25:21:46.536',-0.085,-,-,-0.100,88.800,-
'25:21:46.544',-0.061,-,-,-0.080,87.200,-
'25:21:46.552',-0.061,-,-,-0.080,87.200,-
'25:21:46.560',-0.073,-,-,-0.080,88.800,-
'25:21:46.568',-0.085,-,-,-0.100,87.200,-
'25:21:46.576',-0.085,-,-,-0.080,84.000,-
'25:21:46.584',-0.073,-,-,-0.080,81.600,-
'25:21:46.592',-0.073,-,-,-0.080,82.400,-
'25:21:46.600',-0.061,-,-,-0.060,82.400,-
'25:21:46.608',-0.061,-,-,-0.060,81.600,-
'25:21:46.616',-0.061,-,-,-0.060,81.600,-
'25:21:46.624',-0.061,-,-,-0.040,83.200,-
'25:21:46.632',-0.085,-,-,-0.040,85.600,-
'25:21:46.640',-0.110,-,-,0.000,85.600,-
'25:21:46.648',0.049,-,-,0.120,84.000,-
'25:21:46.656',0.329,-,-,0.400,82.400,-
'25:21:46.664',0.622,-,-,0.820,81.600,-
'25:21:46.672',0.646,-,-,0.840,80.000,-
'25:21:46.680',0.134,-,-,0.260,79.200,-
'25:21:46.688',0.049,-,-,0.200,78.400,-
'25:21:46.696',0.122,-,-,0.300,77.600,-
'25:21:46.704',0.049,-,-,0.320,76.800,-
'25:21:46.712',-0.012,-,-,0.260,75.200,-
