'Elapsed time','I','II','V','MCL1','ABP'
'144:50:14.616',-,-3.680,-,-,-
'144:50:14.624',-,-3.680,-,-,-
'144:50:14.632',-,-3.680,-,-,-
'144:50:14.640',-,-3.736,-,-,-
'144:50:14.648',-,-3.736,-,-,-
'144:50:14.656',-,-3.736,-,-,-
'144:50:14.664',-,-3.736,-,-,-
'144:50:14.672',-,-3.736,-,-,-
'144:50:14.680',-,-3.784,-,-,-
'144:50:14.688',-,-3.784,-,-,-
'144:50:14.696',-,-3.784,-,-,-
'144:50:14.704',-,-3.784,-,-,-
'144:50:14.712',-,-3.784,-,-,-
'144:50:14.720',-,-3.784,-,-,-
'144:50:14.728',-,-3.840,-,-,-
'144:50:14.736',-,-3.840,-,-,-
'144:50:14.744',-,-3.888,-,-,-
'144:50:14.752',-,-3.944,-,-,-
'144:50:14.760',-,-3.944,-,-,-
'144:50:14.768',-,-3.992,-,-,-
'144:50:14.776',-,-4.048,-,-,-
'144:50:14.784',-,-4.152,-,-,-
'144:50:14.792',-,-4.208,-,-,-
'144:50:14.800',-,-4.256,-,-,-
'144:50:14.808',-,-4.312,-,-,-
'144:50:14.816',-,-4.368,-,-,-
'144:50:14.824',-,-4.416,-,-,-
'144:50:14.832',-,-4.472,-,-,-
'144:50:14.840',-,-4.520,-,-,-
'144:50:14.848',-,-4.520,-,-,-
'144:50:14.856',-,-4.520,-,-,-
'144:50:14.864',-,-4.520,-,-,-
'144:50:14.872',-,-4.520,-,-,-
'144:50:14.880',-,-4.472,-,-,-
'144:50:14.888',-,-4.472,-,-,-
'144:50:14.896',-,-4.416,-,-,-
'144:50:14.904',-,-4.416,-,-,-
'144:50:14.912',-,-4.368,-,-,-
'144:50:14.920',-,-4.256,-,-,-
'144:50:14.928',-,-4.208,-,-,-
'144:50:14.936',-,-4.104,-,-,-
'144:50:14.944',-,-3.992,-,-,-
'144:50:14.952',-,-3.888,-,-,-
'144:50:14.960',-,-3.784,-,-,-
'144:50:14.968',-,-3.624,-,-,-
'144:50:14.976',-,-3.520,-,-,-
'144:50:14.984',-,-3.416,-,-,-
'144:50:14.992',-,-3.256,-,-,-
'144:50:15.000',-,-3.104,-,-,-
'144:50:15.008',-,-2.992,-,-,-
'144:50:15.016',-,-2.840,-,-,-
'144:50:15.024',-,-2.680,-,-,-
'144:50:15.032',-,-2.576,-,-,-
'144:50:15.040',-,-2.416,-,-,-
'144:50:15.048',-,-2.256,-,-,-
'144:50:15.056',-,-2.104,-,-,-
'144:50:15.064',-,-1.944,-,-,-
'144:50:15.072',-,-1.736,-,-,-
'144:50:15.080',-,-1.576,-,-,-
'144:50:15.088',-,-1.416,-,-,-
'144:50:15.096',-,-1.256,-,-,-
'144:50:15.104',-,-1.104,-,-,-
'144:50:15.112',-,-0.888,-,-,-
'144:50:15.120',-,-0.736,-,-,-
'144:50:15.128',-,-0.576,-,-,-
'144:50:15.136',-,-0.416,-,-,-
'144:50:15.144',-,-0.256,-,-,-
'144:50:15.152',-,-0.104,-,-,-
'144:50:15.160',-,0.048,-,-,-
'144:50:15.168',-,0.152,-,-,-
'144:50:15.176',-,0.312,-,-,-
'144:50:15.184',-,0.416,-,-,-
'144:50:15.192',-,0.576,-,-,-
'144:50:15.200',-,0.680,-,-,-
'144:50:15.208',-,0.840,-,-,-
'144:50:15.216',-,0.944,-,-,-
'144:50:15.224',-,1.104,-,-,-
'144:50:15.232',-,1.256,-,-,-
'144:50:15.240',-,1.416,-,-,-
'144:50:15.248',-,1.520,-,-,-
'144:50:15.256',-,1.680,-,-,-
'144:50:15.264',-,1.784,-,-,-
'144:50:15.272',-,1.944,-,-,-
'144:50:15.280',-,2.048,-,-,-
'144:50:15.288',-,2.208,-,-,-
'144:50:15.296',-,2.312,-,-,-
'144:50:15.304',-,2.416,-,-,-
'144:50:15.312',-,2.576,-,-,-
'144:50:15.320',-,2.680,-,-,-
'144:50:15.328',-,2.784,-,-,-
'144:50:15.336',-,2.944,-,-,-
'144:50:15.344',-,3.048,-,-,-
'144:50:15.352',-,3.152,-,-,-
'144:50:15.360',-,3.312,-,-,-
'144:50:15.368',-,3.416,-,-,-
'144:50:15.376',-,3.520,-,-,-
'144:50:15.384',-,3.624,-,-,-
'144:50:15.392',-,3.736,-,-,-
'144:50:15.400',-,3.840,-,-,-
'144:50:15.408',-,3.944,-,-,-
'144:50:15.416',-,3.992,-,-,-
'144:50:15.424',-,4.104,-,-,-
'144:50:15.432',-,4.152,-,-,-
'144:50:15.440',-,4.256,-,-,-
'144:50:15.448',-,4.312,-,-,-
'144:50:15.456',-,4.368,-,-,-
'144:50:15.464',-,4.472,-,-,-
'144:50:15.472',-,4.520,-,-,-
'144:50:15.480',-,4.576,-,-,-
'144:50:15.488',-,4.624,-,-,-
'144:50:15.496',-,4.680,-,-,-
'144:50:15.504',-,4.736,-,-,-
'144:50:15.512',-,4.784,-,-,-
'144:50:15.520',-,4.840,-,-,-
'144:50:15.528',-,4.840,-,-,-
'144:50:15.536',-,4.840,-,-,-
'144:50:15.544',-,4.840,-,-,-
'144:50:15.552',-,4.840,-,-,-
'144:50:15.560',-,4.840,-,-,-
'144:50:15.568',-,4.840,-,-,-
'144:50:15.576',-,4.840,-,-,-
'144:50:15.584',-,4.784,-,-,-
'144:50:15.592',-,4.736,-,-,-
'144:50:15.600',-,4.680,-,-,-
'144:50:15.608',-,4.624,-,-,-
'144:50:15.616',-,4.576,-,-,-
'144:50:15.624',-,4.472,-,-,-
'144:50:15.632',-,4.368,-,-,-
'144:50:15.640',-,4.256,-,-,-
'144:50:15.648',-,4.152,-,-,-
'144:50:15.656',-,4.048,-,-,-
'144:50:15.664',-,3.992,-,-,-
'144:50:15.672',-,3.888,-,-,-
'144:50:15.680',-,3.784,-,-,-
'144:50:15.688',-,3.680,-,-,-
'144:50:15.696',-,3.520,-,-,-
'144:50:15.704',-,3.416,-,-,-
'144:50:15.712',-,3.312,-,-,-
'144:50:15.720',-,3.152,-,-,-
'144:50:15.728',-,2.992,-,-,-
'144:50:15.736',-,2.888,-,-,-
'144:50:15.744',-,2.736,-,-,-
'144:50:15.752',-,2.624,-,-,-
'144:50:15.760',-,2.520,-,-,-
'144:50:15.768',-,2.416,-,-,-
'144:50:15.776',-,2.312,-,-,-
'144:50:15.784',-,2.208,-,-,-
'144:50:15.792',-,2.104,-,-,-
'144:50:15.800',-,1.992,-,-,-
'144:50:15.808',-,1.840,-,-,-
'144:50:15.816',-,1.736,-,-,-
'144:50:15.824',-,1.624,-,-,-
'144:50:15.832',-,1.472,-,-,-
'144:50:15.840',-,1.312,-,-,-
'144:50:15.848',-,1.152,-,-,-
'144:50:15.856',-,0.992,-,-,-
'144:50:15.864',-,0.840,-,-,-
'144:50:15.872',-,0.680,-,-,-
'144:50:15.880',-,0.520,-,-,-
'144:50:15.888',-,0.368,-,-,-
'144:50:15.896',-,0.208,-,-,-
'144:50:15.904',-,0.048,-,-,-
'144:50:15.912',-,-0.152,-,-,-
'144:50:15.920',-,-0.312,-,-,-
'144:50:15.928',-,-0.520,-,-,-
'144:50:15.936',-,-0.736,-,-,-
'144:50:15.944',-,-0.944,-,-,-
'144:50:15.952',-,-1.152,-,-,-
'144:50:15.960',-,-1.368,-,-,-
'144:50:15.968',-,-1.576,-,-,-
'144:50:15.976',-,-1.784,-,-,-
'144:50:15.984',-,-2.048,-,-,-
'144:50:15.992',-,-2.256,-,-,-
'144:50:16.000',-,-2.472,-,-,-
'144:50:16.008',-,-2.680,-,-,-
'144:50:16.016',-,-2.888,-,-,-
'144:50:16.024',-,-3.048,-,-,-
'144:50:16.032',-,-3.256,-,-,-
'144:50:16.040',-,-3.416,-,-,-
'144:50:16.048',-,-3.576,-,-,-
'144:50:16.056',-,-3.736,-,-,-
'144:50:16.064',-,-3.840,-,-,-
'144:50:16.072',-,-3.992,-,-,-
'144:50:16.080',-,-4.104,-,-,-
'144:50:16.088',-,-4.208,-,-,-
'144:50:16.096',-,-4.312,-,-,-
'144:50:16.104',-,-4.416,-,-,-
'144:50:16.112',-,-4.520,-,-,-
'144:50:16.120',-,-4.576,-,-,-
'144:50:16.128',-,-4.680,-,-,-
'144:50:16.136',-,-4.736,-,-,-
'144:50:16.144',-,-4.784,-,-,-
'144:50:16.152',-,-4.840,-,-,-
'144:50:16.160',-,-4.888,-,-,-
'144:50:16.168',-,-4.944,-,-,-
'144:50:16.176',-,-4.992,-,-,-
'144:50:16.184',-,-5.048,-,-,-
'144:50:16.192',-,-5.048,-,-,-
'144:50:16.200',-,-5.104,-,-,-
'144:50:16.208',-,-5.104,-,-,-
'144:50:16.216',-,-5.104,-,-,-
'144:50:16.224',-,-5.152,-,-,-
'144:50:16.232',-,-5.152,-,-,-
'144:50:16.240',-,-5.152,-,-,-
'144:50:16.248',-,-5.152,-,-,-
'144:50:16.256',-,-5.104,-,-,-
'144:50:16.264',-,-5.104,-,-,-
'144:50:16.272',-,-5.048,-,-,-
'144:50:16.280',-,-4.992,-,-,-
'144:50:16.288',-,-4.992,-,-,-
'144:50:16.296',-,-4.944,-,-,-
'144:50:16.304',-,-4.888,-,-,-
'144:50:16.312',-,-4.840,-,-,-
'144:50:16.320',-,-4.840,-,-,-
'144:50:16.328',-,-4.784,-,-,-
'144:50:16.336',-,-4.736,-,-,-
'144:50:16.344',-,-4.736,-,-,-
'144:50:16.352',-,-4.680,-,-,-
'144:50:16.360',-,-4.624,-,-,-
'144:50:16.368',-,-4.624,-,-,-
'144:50:16.376',-,-4.624,-,-,-
'144:50:16.384',-,-4.624,-,-,-
'144:50:16.392',-,-4.624,-,-,-
'144:50:16.400',-,-4.624,-,-,-
'144:50:16.408',-,-4.624,-,-,-
'144:50:16.416',-,-4.624,-,-,-
'144:50:16.424',-,-4.624,-,-,-
'144:50:16.432',-,-4.624,-,-,-
'144:50:16.440',-,-4.624,-,-,-
'144:50:16.448',-,-4.680,-,-,-
'144:50:16.456',-,-4.736,-,-,-
'144:50:16.464',-,-4.784,-,-,-
'144:50:16.472',-,-4.840,-,-,-
'144:50:16.480',-,-4.888,-,-,-
'144:50:16.488',-,-4.944,-,-,-
'144:50:16.496',-,-5.048,-,-,-
'144:50:16.504',-,-5.104,-,-,-
'144:50:16.512',-,-5.152,-,-,-
'144:50:16.520',-,-5.256,-,-,-
'144:50:16.528',-,-5.312,-,-,-
'144:50:16.536',-,-5.416,-,-,-
'144:50:16.544',-,-5.472,-,-,-
'144:50:16.552',-,-5.576,-,-,-
'144:50:16.560',-,-5.624,-,-,-
'144:50:16.568',-,-5.736,-,-,-
'144:50:16.576',-,-5.784,-,-,-
'144:50:16.584',-,-5.840,-,-,-
'144:50:16.592',-,-5.888,-,-,-
'144:50:16.600',-,-5.944,-,-,-
'144:50:16.608',-,-5.992,-,-,-
'144:50:16.616',-,-6.048,-,-,-
'144:50:16.624',-,-6.048,-,-,-
'144:50:16.632',-,-6.104,-,-,-
'144:50:16.640',-,-6.104,-,-,-
'144:50:16.648',-,-6.104,-,-,-
'144:50:16.656',-,-6.104,-,-,-
'144:50:16.664',-,-6.104,-,-,-
'144:50:16.672',-,-6.104,-,-,-
'144:50:16.680',-,-6.104,-,-,-
'144:50:16.688',-,-6.048,-,-,-
'144:50:16.696',-,-6.048,-,-,-
'144:50:16.704',-,-5.992,-,-,-
'144:50:16.712',-,-5.944,-,-,-
'144:50:16.720',-,-5.888,-,-,-
'144:50:16.728',-,-5.784,-,-,-
'144:50:16.736',-,-5.736,-,-,-
'144:50:16.744',-,-5.624,-,-,-
'144:50:16.752',-,-5.576,-,-,-
'144:50:16.760',-,-5.520,-,-,-
'144:50:16.768',-,-5.416,-,-,-
'144:50:16.776',-,-5.312,-,-,-
'144:50:16.784',-,-5.256,-,-,-
'144:50:16.792',-,-5.152,-,-,-
'144:50:16.800',-,-5.104,-,-,-
'144:50:16.808',-,-4.992,-,-,-
'144:50:16.816',-,-4.944,-,-,-
'144:50:16.824',-,-4.888,-,-,-
'144:50:16.832',-,-4.784,-,-,-
'144:50:16.840',-,-4.736,-,-,-
'144:50:16.848',-,-4.680,-,-,-
'144:50:16.856',-,-4.624,-,-,-
'144:50:16.864',-,-4.576,-,-,-
'144:50:16.872',-,-4.520,-,-,-
'144:50:16.880',-,-4.472,-,-,-
'144:50:16.888',-,-4.472,-,-,-
'144:50:16.896',-,-4.416,-,-,-
'144:50:16.904',-,-4.416,-,-,-
'144:50:16.912',-,-4.416,-,-,-
'144:50:16.920',-,-4.416,-,-,-
'144:50:16.928',-,-4.416,-,-,-
'144:50:16.936',-,-4.416,-,-,-
'144:50:16.944',-,-4.416,-,-,-
'144:50:16.952',-,-4.472,-,-,-
'144:50:16.960',-,-4.472,-,-,-
'144:50:16.968',-,-4.472,-,-,-
'144:50:16.976',-,-4.520,-,-,-
'144:50:16.984',-,-4.520,-,-,-
'144:50:16.992',-,-4.520,-,-,-
'144:50:17.000',-,-4.576,-,-,-
'144:50:17.008',-,-4.576,-,-,-
'144:50:17.016',-,-4.520,-,-,-
'144:50:17.024',-,-4.520,-,-,-
'144:50:17.032',-,-4.520,-,-,-
'144:50:17.040',-,-4.472,-,-,-
'144:50:17.048',-,-4.472,-,-,-
'144:50:17.056',-,-4.472,-,-,-
'144:50:17.064',-,-4.416,-,-,-
'144:50:17.072',-,-4.416,-,-,-
'144:50:17.080',-,-4.368,-,-,-
'144:50:17.088',-,-4.312,-,-,-
'144:50:17.096',-,-4.312,-,-,-
'144:50:17.104',-,-4.256,-,-,-
'144:50:17.112',-,-4.208,-,-,-
'144:50:17.120',-,-4.152,-,-,-
'144:50:17.128',-,-4.152,-,-,-
'144:50:17.136',-,-4.104,-,-,-
'144:50:17.144',-,-4.048,-,-,-
'144:50:17.152',-,-3.992,-,-,-
'144:50:17.160',-,-3.944,-,-,-
'144:50:17.168',-,-3.888,-,-,-
'144:50:17.176',-,-3.840,-,-,-
'144:50:17.184',-,-3.784,-,-,-
'144:50:17.192',-,-3.736,-,-,-
'144:50:17.200',-,-3.680,-,-,-
'144:50:17.208',-,-3.624,-,-,-
'144:50:17.216',-,-3.576,-,-,-
'144:50:17.224',-,-3.576,-,-,-
'144:50:17.232',-,-3.520,-,-,-
'144:50:17.240',-,-3.472,-,-,-
'144:50:17.248',-,-3.472,-,-,-
'144:50:17.256',-,-3.416,-,-,-
'144:50:17.264',-,-3.368,-,-,-
'144:50:17.272',-,-3.312,-,-,-
'144:50:17.280',-,-3.256,-,-,-
'144:50:17.288',-,-3.152,-,-,-
'144:50:17.296',-,-3.048,-,-,-
'144:50:17.304',-,-2.944,-,-,-
'144:50:17.312',-,-2.784,-,-,-
'144:50:17.320',-,-2.624,-,-,-
'144:50:17.328',-,-2.472,-,-,-
'144:50:17.336',-,-2.256,-,-,-
'144:50:17.344',-,-2.104,-,-,-
'144:50:17.352',-,-1.888,-,-,-
'144:50:17.360',-,-1.736,-,-,-
'144:50:17.368',-,-1.520,-,-,-
'144:50:17.376',-,-1.368,-,-,-
'144:50:17.384',-,-1.152,-,-,-
'144:50:17.392',-,-0.992,-,-,-
'144:50:17.400',-,-0.784,-,-,-
'144:50:17.408',-,-0.576,-,-,-
'144:50:17.416',-,-0.416,-,-,-
'144:50:17.424',-,-0.208,-,-,-
'144:50:17.432',-,-0.048,-,-,-
'144:50:17.440',-,0.104,-,-,-
'144:50:17.448',-,0.312,-,-,-
'144:50:17.456',-,0.520,-,-,-
'144:50:17.464',-,0.680,-,-,-
'144:50:17.472',-,0.888,-,-,-
'144:50:17.480',-,1.048,-,-,-
'144:50:17.488',-,1.208,-,-,-
'144:50:17.496',-,1.368,-,-,-
'144:50:17.504',-,1.520,-,-,-
'144:50:17.512',-,1.680,-,-,-
'144:50:17.520',-,1.840,-,-,-
'144:50:17.528',-,1.992,-,-,-
'144:50:17.536',-,2.152,-,-,-
'144:50:17.544',-,2.312,-,-,-
'144:50:17.552',-,2.472,-,-,-
'144:50:17.560',-,2.624,-,-,-
'144:50:17.568',-,2.784,-,-,-
'144:50:17.576',-,2.888,-,-,-
'144:50:17.584',-,3.048,-,-,-
'144:50:17.592',-,3.208,-,-,-
'144:50:17.600',-,3.312,-,-,-
'144:50:17.608',-,3.472,-,-,-
'144:50:17.616',-,3.576,-,-,-
'144:50:17.624',-,3.736,-,-,-
'144:50:17.632',-,3.840,-,-,-
'144:50:17.640',-,3.992,-,-,-
'144:50:17.648',-,4.104,-,-,-
'144:50:17.656',-,4.208,-,-,-
'144:50:17.664',-,4.312,-,-,-
'144:50:17.672',-,4.368,-,-,-
'144:50:17.680',-,4.472,-,-,-
'144:50:17.688',-,4.576,-,-,-
'144:50:17.696',-,4.680,-,-,-
'144:50:17.704',-,4.784,-,-,-
'144:50:17.712',-,4.888,-,-,-
'144:50:17.720',-,4.944,-,-,-
'144:50:17.728',-,5.048,-,-,-
'144:50:17.736',-,5.152,-,-,-
'144:50:17.744',-,5.208,-,-,-
'144:50:17.752',-,5.256,-,-,-
'144:50:17.760',-,5.312,-,-,-
'144:50:17.768',-,5.368,-,-,-
'144:50:17.776',-,5.416,-,-,-
'144:50:17.784',-,5.472,-,-,-
'144:50:17.792',-,5.520,-,-,-
'144:50:17.800',-,5.576,-,-,-
'144:50:17.808',-,5.624,-,-,-
'144:50:17.816',-,5.680,-,-,-
'144:50:17.824',-,5.680,-,-,-
'144:50:17.832',-,5.736,-,-,-
'144:50:17.840',-,5.784,-,-,-
'144:50:17.848',-,5.784,-,-,-
'144:50:17.856',-,5.840,-,-,-
'144:50:17.864',-,5.840,-,-,-
'144:50:17.872',-,5.888,-,-,-
'144:50:17.880',-,5.944,-,-,-
'144:50:17.888',-,5.944,-,-,-
'144:50:17.896',-,5.992,-,-,-
'144:50:17.904',-,5.992,-,-,-
'144:50:17.912',-,6.048,-,-,-
'144:50:17.920',-,6.104,-,-,-
'144:50:17.928',-,6.104,-,-,-
'144:50:17.936',-,6.104,-,-,-
'144:50:17.944',-,6.152,-,-,-
'144:50:17.952',-,6.152,-,-,-
'144:50:17.960',-,6.152,-,-,-
'144:50:17.968',-,6.152,-,-,-
'144:50:17.976',-,6.152,-,-,-
'144:50:17.984',-,6.152,-,-,-
'144:50:17.992',-,6.152,-,-,-
'144:50:18.000',-,6.152,-,-,-
'144:50:18.008',-,6.152,-,-,-
'144:50:18.016',-,6.152,-,-,-
'144:50:18.024',-,6.104,-,-,-
'144:50:18.032',-,6.048,-,-,-
'144:50:18.040',-,6.048,-,-,-
'144:50:18.048',-,5.992,-,-,-
'144:50:18.056',-,5.888,-,-,-
'144:50:18.064',-,5.840,-,-,-
'144:50:18.072',-,5.784,-,-,-
'144:50:18.080',-,5.736,-,-,-
'144:50:18.088',-,5.624,-,-,-
'144:50:18.096',-,5.576,-,-,-
'144:50:18.104',-,5.520,-,-,-
'144:50:18.112',-,5.416,-,-,-
'144:50:18.120',-,5.368,-,-,-
'144:50:18.128',-,5.312,-,-,-
'144:50:18.136',-,5.256,-,-,-
'144:50:18.144',-,5.208,-,-,-
'144:50:18.152',-,5.152,-,-,-
'144:50:18.160',-,5.048,-,-,-
'144:50:18.168',-,4.992,-,-,-
'144:50:18.176',-,4.944,-,-,-
'144:50:18.184',-,4.840,-,-,-
'144:50:18.192',-,4.784,-,-,-
'144:50:18.200',-,4.680,-,-,-
'144:50:18.208',-,4.576,-,-,-
'144:50:18.216',-,4.472,-,-,-
'144:50:18.224',-,4.312,-,-,-
'144:50:18.232',-,4.152,-,-,-
'144:50:18.240',-,4.048,-,-,-
'144:50:18.248',-,3.888,-,-,-
'144:50:18.256',-,3.736,-,-,-
'144:50:18.264',-,3.576,-,-,-
'144:50:18.272',-,3.416,-,-,-
'144:50:18.280',-,3.208,-,-,-
'144:50:18.288',-,3.048,-,-,-
'144:50:18.296',-,2.888,-,-,-
'144:50:18.304',-,2.736,-,-,-
'144:50:18.312',-,2.576,-,-,-
'144:50:18.320',-,2.416,-,-,-
'144:50:18.328',-,2.256,-,-,-
'144:50:18.336',-,2.048,-,-,-
'144:50:18.344',-,1.888,-,-,-
'144:50:18.352',-,1.784,-,-,-
'144:50:18.360',-,1.624,-,-,-
'144:50:18.368',-,1.472,-,-,-
'144:50:18.376',-,1.312,-,-,-
'144:50:18.384',-,1.152,-,-,-
'144:50:18.392',-,0.944,-,-,-
'144:50:18.400',-,0.784,-,-,-
'144:50:18.408',-,0.624,-,-,-
'144:50:18.416',-,0.416,-,-,-
'144:50:18.424',-,0.256,-,-,-
'144:50:18.432',-,0.048,-,-,-
'144:50:18.440',-,-0.104,-,-,-
'144:50:18.448',-,-0.312,-,-,-
'144:50:18.456',-,-0.472,-,-,-
'144:50:18.464',-,-0.680,-,-,-
'144:50:18.472',-,-0.840,-,-,-
'144:50:18.480',-,-1.048,-,-,-
'144:50:18.488',-,-1.208,-,-,-
'144:50:18.496',-,-1.368,-,-,-
'144:50:18.504',-,-1.520,-,-,-
'144:50:18.512',-,-1.680,-,-,-
'144:50:18.520',-,-1.840,-,-,-
'144:50:18.528',-,-1.944,-,-,-
'144:50:18.536',-,-2.104,-,-,-
'144:50:18.544',-,-2.208,-,-,-
'144:50:18.552',-,-2.368,-,-,-
'144:50:18.560',-,-2.472,-,-,-
'144:50:18.568',-,-2.576,-,-,-
'144:50:18.576',-,-2.680,-,-,-
'144:50:18.584',-,-2.736,-,-,-
'144:50:18.592',-,-2.840,-,-,-
'144:50:18.600',-,-2.888,-,-,-
'144:50:18.608',-,-2.944,-,-,-
'144:50:18.616',-,-2.992,-,-,-
'144:50:18.624',-,-3.048,-,-,-
'144:50:18.632',-,-3.104,-,-,-
'144:50:18.640',-,-3.104,-,-,-
'144:50:18.648',-,-3.104,-,-,-
'144:50:18.656',-,-3.104,-,-,-
'144:50:18.664',-,-3.104,-,-,-
'144:50:18.672',-,-3.104,-,-,-
'144:50:18.680',-,-3.104,-,-,-
'144:50:18.688',-,-3.152,-,-,-
'144:50:18.696',-,-3.152,-,-,-
