'Elapsed time','I','II','V','MCL1','ABP'
'84:54:12.840',-,0.032,-,-,63.200
'84:54:12.848',-,0.032,-,-,63.200
'84:54:12.856',-,0.064,-,-,64.800
'84:54:12.864',-,0.064,-,-,68.000
'84:54:12.872',-,0.064,-,-,74.400
'84:54:12.880',-,0.064,-,-,85.600
'84:54:12.888',-,0.064,-,-,99.200
'84:54:12.896',-,0.096,-,-,115.200
'84:54:12.904',-,0.128,-,-,128.800
'84:54:12.912',-,0.128,-,-,139.200
'84:54:12.920',-,0.192,-,-,144.800
'84:54:12.928',-,0.192,-,-,147.200
'84:54:12.936',-,0.256,-,-,148.000
'84:54:12.944',-,0.288,-,-,148.800
'84:54:12.952',-,0.320,-,-,149.600
'84:54:12.960',-,0.320,-,-,150.400
'84:54:12.968',-,0.256,-,-,150.400
'84:54:12.976',-,0.224,-,-,150.400
'84:54:12.984',-,0.192,-,-,149.600
'84:54:12.992',-,0.128,-,-,148.800
'84:54:13.000',-,0.064,-,-,147.200
'84:54:13.008',-,0.032,-,-,145.600
'84:54:13.016',-,0.000,-,-,144.800
'84:54:13.024',-,0.000,-,-,143.200
'84:54:13.032',-,0.000,-,-,141.600
'84:54:13.040',-,-0.032,-,-,140.800
'84:54:13.048',-,-0.032,-,-,139.200
'84:54:13.056',-,-0.032,-,-,136.800
'84:54:13.064',-,-0.032,-,-,135.200
'84:54:13.072',-,-0.032,-,-,132.800
'84:54:13.080',-,-0.032,-,-,129.600
'84:54:13.088',-,-0.032,-,-,126.400
'84:54:13.096',-,-0.032,-,-,123.200
'84:54:13.104',-,-0.032,-,-,118.400
'84:54:13.112',-,-0.032,-,-,113.600
'84:54:13.120',-,-0.032,-,-,108.800
'84:54:13.128',-,-0.032,-,-,103.200
'84:54:13.136',-,0.000,-,-,97.600
'84:54:13.144',-,0.000,-,-,92.800
'84:54:13.152',-,0.000,-,-,88.800
'84:54:13.160',-,0.000,-,-,86.400
'84:54:13.168',-,0.000,-,-,84.800
'84:54:13.176',-,0.000,-,-,84.000
'84:54:13.184',-,0.000,-,-,84.000
'84:54:13.192',-,0.000,-,-,84.000
'84:54:13.200',-,0.000,-,-,84.000
'84:54:13.208',-,0.000,-,-,84.000
'84:54:13.216',-,0.000,-,-,83.200
'84:54:13.224',-,0.032,-,-,82.400
'84:54:13.232',-,0.064,-,-,81.600
'84:54:13.240',-,0.064,-,-,80.800
'84:54:13.248',-,0.064,-,-,80.000
'84:54:13.256',-,0.064,-,-,78.400
'84:54:13.264',-,0.096,-,-,77.600
'84:54:13.272',-,0.064,-,-,76.800
'84:54:13.280',-,0.064,-,-,76.000
'84:54:13.288',-,0.032,-,-,75.200
'84:54:13.296',-,0.000,-,-,74.400
'84:54:13.304',-,0.000,-,-,73.600
'84:54:13.312',-,0.000,-,-,72.800
'84:54:13.320',-,0.000,-,-,72.000
'84:54:13.328',-,0.000,-,-,72.000
'84:54:13.336',-,0.064,-,-,71.200
'84:54:13.344',-,0.320,-,-,70.400
'84:54:13.352',-,0.768,-,-,69.600
'84:54:13.360',-,0.832,-,-,69.600
'84:54:13.368',-,0.128,-,-,68.800
'84:54:13.376',-,-0.224,-,-,68.000
'84:54:13.384',-,-0.288,-,-,67.200
'84:54:13.392',-,-0.192,-,-,66.400
'84:54:13.400',-,-0.064,-,-,65.600
'84:54:13.408',-,0.000,-,-,65.600
'84:54:13.416',-,0.032,-,-,64.800
'84:54:13.424',-,0.064,-,-,64.800
'84:54:13.432',-,0.064,-,-,64.000
'84:54:13.440',-,0.128,-,-,63.200
'84:54:13.448',-,0.128,-,-,63.200
'84:54:13.456',-,0.128,-,-,63.200
'84:54:13.464',-,0.096,-,-,64.000
'84:54:13.472',-,0.064,-,-,66.400
'84:54:13.480',-,0.064,-,-,72.000
'84:54:13.488',-,0.032,-,-,82.400
'84:54:13.496',-,0.000,-,-,96.000
'84:54:13.504',-,0.032,-,-,112.000
'84:54:13.512',-,0.064,-,-,126.400
'84:54:13.520',-,0.096,-,-,136.800
'84:54:13.528',-,0.128,-,-,143.200
'84:54:13.536',-,0.192,-,-,146.400
'84:54:13.544',-,0.224,-,-,147.200
'84:54:13.552',-,0.256,-,-,148.000
'84:54:13.560',-,0.288,-,-,148.800
'84:54:13.568',-,0.288,-,-,149.600
'84:54:13.576',-,0.256,-,-,149.600
'84:54:13.584',-,0.256,-,-,149.600
'84:54:13.592',-,0.192,-,-,148.800
'84:54:13.600',-,0.128,-,-,148.000
'84:54:13.608',-,0.064,-,-,147.200
'84:54:13.616',-,0.032,-,-,145.600
'84:54:13.624',-,0.000,-,-,144.800
'84:54:13.632',-,0.000,-,-,143.200
'84:54:13.640',-,0.000,-,-,142.400
'84:54:13.648',-,-0.032,-,-,140.800
'84:54:13.656',-,0.000,-,-,139.200
'84:54:13.664',-,-0.064,-,-,137.600
'84:54:13.672',-,-0.064,-,-,136.000
'84:54:13.680',-,-0.064,-,-,133.600
'84:54:13.688',-,-0.064,-,-,130.400
'84:54:13.696',-,-0.064,-,-,127.200
'84:54:13.704',-,-0.064,-,-,124.000
'84:54:13.712',-,-0.064,-,-,120.000
'84:54:13.720',-,-0.064,-,-,115.200
'84:54:13.728',-,-0.064,-,-,109.600
'84:54:13.736',-,-0.064,-,-,104.800
'84:54:13.744',-,-0.064,-,-,99.200
'84:54:13.752',-,-0.032,-,-,93.600
'84:54:13.760',-,-0.064,-,-,88.800
'84:54:13.768',-,-0.032,-,-,85.600
'84:54:13.776',-,-0.064,-,-,83.200
'84:54:13.784',-,-0.032,-,-,81.600
'84:54:13.792',-,-0.032,-,-,81.600
'84:54:13.800',-,0.000,-,-,82.400
'84:54:13.808',-,0.000,-,-,83.200
'84:54:13.816',-,0.000,-,-,83.200
'84:54:13.824',-,0.000,-,-,83.200
'84:54:13.832',-,0.000,-,-,82.400
'84:54:13.840',-,-0.032,-,-,81.600
'84:54:13.848',-,-0.064,-,-,80.000
'84:54:13.856',-,-0.064,-,-,79.200
'84:54:13.864',-,-0.064,-,-,78.400
'84:54:13.872',-,-0.064,-,-,77.600
'84:54:13.880',-,-0.096,-,-,76.800
'84:54:13.888',-,-0.096,-,-,76.000
'84:54:13.896',-,-0.160,-,-,75.200
'84:54:13.904',-,-0.192,-,-,74.400
'84:54:13.912',-,-0.224,-,-,73.600
'84:54:13.920',-,-0.224,-,-,72.800
'84:54:13.928',-,-0.224,-,-,72.000
'84:54:13.936',-,-0.224,-,-,71.200
'84:54:13.944',-,-0.160,-,-,71.200
'84:54:13.952',-,0.032,-,-,70.400
'84:54:13.960',-,0.416,-,-,69.600
'84:54:13.968',-,0.608,-,-,68.800
'84:54:13.976',-,0.000,-,-,68.800
'84:54:13.984',-,-0.448,-,-,68.000
'84:54:13.992',-,-0.576,-,-,67.200
'84:54:14.000',-,-0.512,-,-,66.400
'84:54:14.008',-,-0.384,-,-,66.400
'84:54:14.016',-,-0.320,-,-,65.600
'84:54:14.024',-,-0.288,-,-,64.800
'84:54:14.032',-,-0.224,-,-,64.800
'84:54:14.040',-,-0.224,-,-,64.000
'84:54:14.048',-,-0.224,-,-,64.000
'84:54:14.056',-,-0.224,-,-,63.200
'84:54:14.064',-,-0.192,-,-,63.200
'84:54:14.072',-,-0.160,-,-,64.000
'84:54:14.080',-,-0.160,-,-,65.600
'84:54:14.088',-,-0.128,-,-,71.200
'84:54:14.096',-,-0.160,-,-,80.000
'84:54:14.104',-,-0.160,-,-,92.800
'84:54:14.112',-,-0.192,-,-,108.000
'84:54:14.120',-,-0.128,-,-,122.400
'84:54:14.128',-,-0.096,-,-,134.400
'84:54:14.136',-,-0.064,-,-,141.600
'84:54:14.144',-,-0.032,-,-,144.800
'84:54:14.152',-,0.000,-,-,145.600
'84:54:14.160',-,0.064,-,-,146.400
'84:54:14.168',-,0.096,-,-,147.200
'84:54:14.176',-,0.096,-,-,148.800
'84:54:14.184',-,0.064,-,-,148.800
'84:54:14.192',-,0.032,-,-,148.800
'84:54:14.200',-,0.000,-,-,148.800
'84:54:14.208',-,-0.032,-,-,148.000
'84:54:14.216',-,-0.064,-,-,146.400
'84:54:14.224',-,-0.128,-,-,145.600
'84:54:14.232',-,-0.160,-,-,144.000
'84:54:14.240',-,-0.224,-,-,143.200
'84:54:14.248',-,-0.256,-,-,141.600
'84:54:14.256',-,-0.256,-,-,140.000
'84:54:14.264',-,-0.288,-,-,138.400
'84:54:14.272',-,-0.288,-,-,136.800
'84:54:14.280',-,-0.288,-,-,135.200
'84:54:14.288',-,-0.256,-,-,132.800
'84:54:14.296',-,-0.288,-,-,130.400
'84:54:14.304',-,-0.256,-,-,127.200
'84:54:14.312',-,-0.288,-,-,124.000
'84:54:14.320',-,-0.256,-,-,120.000
'84:54:14.328',-,-0.256,-,-,115.200
'84:54:14.336',-,-0.256,-,-,110.400
'84:54:14.344',-,-0.224,-,-,104.800
'84:54:14.352',-,-0.256,-,-,100.000
'84:54:14.360',-,-0.224,-,-,94.400
'84:54:14.368',-,-0.224,-,-,90.400
'84:54:14.376',-,-0.224,-,-,87.200
'84:54:14.384',-,-0.224,-,-,84.800
'84:54:14.392',-,-0.256,-,-,84.000
'84:54:14.400',-,-0.224,-,-,84.000
'84:54:14.408',-,-0.224,-,-,84.000
'84:54:14.416',-,-0.224,-,-,84.000
'84:54:14.424',-,-0.224,-,-,83.200
'84:54:14.432',-,-0.192,-,-,83.200
'84:54:14.440',-,-0.160,-,-,82.400
'84:54:14.448',-,-0.096,-,-,81.600
'84:54:14.456',-,-0.064,-,-,80.000
'84:54:14.464',-,-0.064,-,-,79.200
'84:54:14.472',-,-0.128,-,-,78.400
'84:54:14.480',-,0.000,-,-,77.600
'84:54:14.488',-,0.000,-,-,76.800
'84:54:14.496',-,0.000,-,-,75.200
'84:54:14.504',-,0.000,-,-,74.400
'84:54:14.512',-,-0.064,-,-,73.600
'84:54:14.520',-,-0.096,-,-,72.800
'84:54:14.528',-,-0.096,-,-,72.000
'84:54:14.536',-,-0.064,-,-,72.000
'84:54:14.544',-,-0.064,-,-,71.200
'84:54:14.552',-,0.000,-,-,70.400
'84:54:14.560',-,0.160,-,-,70.400
'84:54:14.568',-,0.544,-,-,69.600
'84:54:14.576',-,0.832,-,-,68.800
'84:54:14.584',-,0.352,-,-,68.000
'84:54:14.592',-,-0.128,-,-,68.000
'84:54:14.600',-,-0.288,-,-,67.200
'84:54:14.608',-,-0.224,-,-,66.400
'84:54:14.616',-,-0.096,-,-,65.600
'84:54:14.624',-,0.000,-,-,65.600
'84:54:14.632',-,0.000,-,-,64.800
'84:54:14.640',-,0.032,-,-,64.000
'84:54:14.648',-,0.064,-,-,64.000
'84:54:14.656',-,0.064,-,-,63.200
'84:54:14.664',-,0.064,-,-,62.400
'84:54:14.672',-,0.064,-,-,62.400
'84:54:14.680',-,0.064,-,-,62.400
'84:54:14.688',-,0.064,-,-,64.800
'84:54:14.696',-,0.064,-,-,68.800
'84:54:14.704',-,0.096,-,-,76.800
'84:54:14.712',-,0.128,-,-,89.600
'84:54:14.720',-,0.128,-,-,104.000
'84:54:14.728',-,0.128,-,-,119.200
'84:54:14.736',-,0.160,-,-,132.000
'84:54:14.744',-,0.192,-,-,140.000
'84:54:14.752',-,0.224,-,-,144.000
'84:54:14.760',-,0.256,-,-,144.800
'84:54:14.768',-,0.288,-,-,145.600
'84:54:14.776',-,0.352,-,-,146.400
'84:54:14.784',-,0.352,-,-,147.200
'84:54:14.792',-,0.352,-,-,148.000
'84:54:14.800',-,0.352,-,-,148.800
'84:54:14.808',-,0.256,-,-,148.000
'84:54:14.816',-,0.256,-,-,147.200
'84:54:14.824',-,0.192,-,-,146.400
'84:54:14.832',-,0.128,-,-,145.600
'84:54:14.840',-,0.032,-,-,144.000
'84:54:14.848',-,0.000,-,-,143.200
'84:54:14.856',-,0.000,-,-,141.600
'84:54:14.864',-,-0.032,-,-,140.800
'84:54:14.872',-,-0.064,-,-,139.200
'84:54:14.880',-,-0.096,-,-,137.600
'84:54:14.888',-,-0.128,-,-,136.000
'84:54:14.896',-,-0.128,-,-,133.600
'84:54:14.904',-,-0.128,-,-,131.200
'84:54:14.912',-,-0.128,-,-,128.000
'84:54:14.920',-,-0.128,-,-,124.800
'84:54:14.928',-,-0.128,-,-,120.800
'84:54:14.936',-,-0.096,-,-,116.000
'84:54:14.944',-,-0.096,-,-,111.200
'84:54:14.952',-,-0.096,-,-,105.600
'84:54:14.960',-,-0.096,-,-,100.000
'84:54:14.968',-,-0.096,-,-,95.200
'84:54:14.976',-,-0.064,-,-,90.400
'84:54:14.984',-,-0.096,-,-,86.400
'84:54:14.992',-,-0.096,-,-,83.200
'84:54:15.000',-,-0.096,-,-,82.400
'84:54:15.008',-,-0.096,-,-,81.600
'84:54:15.016',-,-0.096,-,-,82.400
'84:54:15.024',-,-0.064,-,-,82.400
'84:54:15.032',-,-0.064,-,-,83.200
'84:54:15.040',-,-0.064,-,-,82.400
'84:54:15.048',-,-0.096,-,-,81.600
'84:54:15.056',-,-0.096,-,-,80.800
'84:54:15.064',-,-0.128,-,-,80.000
'84:54:15.072',-,-0.160,-,-,79.200
'84:54:15.080',-,-0.192,-,-,78.400
'84:54:15.088',-,-0.192,-,-,76.800
'84:54:15.096',-,-0.256,-,-,76.000
'84:54:15.104',-,-0.288,-,-,75.200
'84:54:15.112',-,-0.320,-,-,74.400
'84:54:15.120',-,-0.384,-,-,73.600
'84:54:15.128',-,-0.448,-,-,72.800
'84:54:15.136',-,-0.512,-,-,72.000
'84:54:15.144',-,-0.576,-,-,72.000
'84:54:15.152',-,-0.608,-,-,71.200
'84:54:15.160',-,-0.640,-,-,70.400
'84:54:15.168',-,-0.544,-,-,69.600
'84:54:15.176',-,-0.256,-,-,69.600
'84:54:15.184',-,0.032,-,-,68.800
'84:54:15.192',-,-0.384,-,-,68.000
'84:54:15.200',-,-0.992,-,-,68.000
'84:54:15.208',-,-1.256,-,-,67.200
'84:54:15.216',-,-1.256,-,-,66.400
'84:54:15.224',-,-1.128,-,-,65.600
'84:54:15.232',-,-1.032,-,-,65.600
'84:54:15.240',-,-0.992,-,-,64.800
'84:54:15.248',-,-0.928,-,-,64.800
'84:54:15.256',-,-0.896,-,-,64.000
'84:54:15.264',-,-0.832,-,-,63.200
'84:54:15.272',-,-0.768,-,-,63.200
'84:54:15.280',-,-0.704,-,-,62.400
'84:54:15.288',-,-0.640,-,-,62.400
'84:54:15.296',-,-0.576,-,-,64.000
'84:54:15.304',-,-0.512,-,-,68.000
'84:54:15.312',-,-0.512,-,-,75.200
'84:54:15.320',-,-0.480,-,-,87.200
'84:54:15.328',-,-0.480,-,-,101.600
'84:54:15.336',-,-0.416,-,-,116.800
'84:54:15.344',-,-0.384,-,-,129.600
'84:54:15.352',-,-0.288,-,-,138.400
'84:54:15.360',-,-0.224,-,-,143.200
'84:54:15.368',-,-0.128,-,-,144.800
'84:54:15.376',-,-0.032,-,-,145.600
'84:54:15.384',-,0.032,-,-,146.400
'84:54:15.392',-,0.064,-,-,147.200
'84:54:15.400',-,0.128,-,-,148.000
'84:54:15.408',-,0.128,-,-,148.800
'84:54:15.416',-,0.096,-,-,148.000
'84:54:15.424',-,0.064,-,-,148.000
'84:54:15.432',-,0.000,-,-,146.400
'84:54:15.440',-,0.000,-,-,145.600
'84:54:15.448',-,-0.032,-,-,144.000
'84:54:15.456',-,-0.032,-,-,143.200
'84:54:15.464',-,-0.064,-,-,141.600
'84:54:15.472',-,0.000,-,-,140.000
'84:54:15.480',-,0.000,-,-,138.400
'84:54:15.488',-,0.000,-,-,136.800
'84:54:15.496',-,0.000,-,-,135.200
'84:54:15.504',-,0.064,-,-,132.800
'84:54:15.512',-,0.064,-,-,130.400
'84:54:15.520',-,0.096,-,-,128.000
'84:54:15.528',-,0.096,-,-,124.000
'84:54:15.536',-,0.096,-,-,120.800
'84:54:15.544',-,0.064,-,-,116.000
'84:54:15.552',-,0.096,-,-,111.200
'84:54:15.560',-,0.064,-,-,105.600
'84:54:15.568',-,0.096,-,-,100.000
'84:54:15.576',-,0.096,-,-,94.400
'84:54:15.584',-,0.096,-,-,89.600
'84:54:15.592',-,0.064,-,-,85.600
'84:54:15.600',-,0.064,-,-,82.400
'84:54:15.608',-,0.064,-,-,81.600
'84:54:15.616',-,0.064,-,-,80.800
'84:54:15.624',-,0.064,-,-,81.600
'84:54:15.632',-,0.032,-,-,81.600
'84:54:15.640',-,0.000,-,-,82.400
'84:54:15.648',-,0.000,-,-,82.400
'84:54:15.656',-,0.000,-,-,81.600
'84:54:15.664',-,0.000,-,-,80.800
'84:54:15.672',-,0.032,-,-,80.000
'84:54:15.680',-,0.064,-,-,78.400
'84:54:15.688',-,0.064,-,-,77.600
'84:54:15.696',-,0.128,-,-,76.800
'84:54:15.704',-,0.128,-,-,76.000
'84:54:15.712',-,0.128,-,-,75.200
'84:54:15.720',-,0.096,-,-,74.400
'84:54:15.728',-,0.064,-,-,73.600
'84:54:15.736',-,0.064,-,-,72.800
'84:54:15.744',-,0.064,-,-,72.000
'84:54:15.752',-,0.064,-,-,71.200
'84:54:15.760',-,0.064,-,-,70.400
'84:54:15.768',-,0.128,-,-,70.400
'84:54:15.776',-,0.256,-,-,69.600
'84:54:15.784',-,0.576,-,-,68.800
'84:54:15.792',-,0.960,-,-,68.000
'84:54:15.800',-,0.608,-,-,68.000
'84:54:15.808',-,0.032,-,-,67.200
'84:54:15.816',-,-0.160,-,-,66.400
'84:54:15.824',-,-0.192,-,-,65.600
'84:54:15.832',-,-0.064,-,-,64.800
'84:54:15.840',-,0.032,-,-,64.800
'84:54:15.848',-,0.064,-,-,64.000
'84:54:15.856',-,0.096,-,-,63.200
'84:54:15.864',-,0.128,-,-,63.200
'84:54:15.872',-,0.160,-,-,62.400
'84:54:15.880',-,0.192,-,-,62.400
'84:54:15.888',-,0.192,-,-,61.600
'84:54:15.896',-,0.192,-,-,61.600
'84:54:15.904',-,0.192,-,-,63.200
'84:54:15.912',-,0.192,-,-,66.400
'84:54:15.920',-,0.160,-,-,73.600
'84:54:15.928',-,0.192,-,-,85.600
'84:54:15.936',-,0.192,-,-,100.000
'84:54:15.944',-,0.224,-,-,115.200
'84:54:15.952',-,0.256,-,-,128.800
'84:54:15.960',-,0.256,-,-,138.400
'84:54:15.968',-,0.320,-,-,143.200
'84:54:15.976',-,0.352,-,-,145.600
'84:54:15.984',-,0.416,-,-,146.400
'84:54:15.992',-,0.448,-,-,146.400
'84:54:16.000',-,0.480,-,-,147.200
'84:54:16.008',-,0.448,-,-,148.000
'84:54:16.016',-,0.416,-,-,148.000
'84:54:16.024',-,0.352,-,-,148.000
'84:54:16.032',-,0.256,-,-,147.200
'84:54:16.040',-,0.224,-,-,146.400
'84:54:16.048',-,0.160,-,-,145.600
'84:54:16.056',-,0.128,-,-,144.000
'84:54:16.064',-,0.064,-,-,142.400
'84:54:16.072',-,0.032,-,-,141.600
'84:54:16.080',-,0.000,-,-,140.000
'84:54:16.088',-,0.032,-,-,138.400
'84:54:16.096',-,0.000,-,-,137.600
'84:54:16.104',-,0.000,-,-,135.200
'84:54:16.112',-,0.000,-,-,133.600
'84:54:16.120',-,-0.032,-,-,131.200
'84:54:16.128',-,-0.032,-,-,128.000
'84:54:16.136',-,-0.032,-,-,124.800
'84:54:16.144',-,-0.032,-,-,120.800
'84:54:16.152',-,-0.032,-,-,116.800
'84:54:16.160',-,-0.032,-,-,111.200
'84:54:16.168',-,-0.032,-,-,106.400
'84:54:16.176',-,-0.032,-,-,100.800
'84:54:16.184',-,0.000,-,-,95.200
'84:54:16.192',-,0.000,-,-,90.400
'84:54:16.200',-,0.000,-,-,86.400
'84:54:16.208',-,0.000,-,-,83.200
'84:54:16.216',-,0.000,-,-,81.600
'84:54:16.224',-,0.000,-,-,81.600
'84:54:16.232',-,0.000,-,-,81.600
'84:54:16.240',-,0.000,-,-,82.400
'84:54:16.248',-,0.000,-,-,82.400
'84:54:16.256',-,0.032,-,-,82.400
'84:54:16.264',-,0.064,-,-,81.600
'84:54:16.272',-,0.064,-,-,80.800
'84:54:16.280',-,0.064,-,-,80.000
'84:54:16.288',-,0.096,-,-,79.200
'84:54:16.296',-,0.064,-,-,77.600
'84:54:16.304',-,0.096,-,-,76.800
'84:54:16.312',-,0.096,-,-,76.000
'84:54:16.320',-,0.064,-,-,75.200
'84:54:16.328',-,0.064,-,-,74.400
'84:54:16.336',-,0.032,-,-,73.600
'84:54:16.344',-,0.000,-,-,72.800
'84:54:16.352',-,0.000,-,-,72.000
'84:54:16.360',-,0.000,-,-,72.000
'84:54:16.368',-,0.000,-,-,71.200
'84:54:16.376',-,0.000,-,-,70.400
'84:54:16.384',-,0.096,-,-,70.400
'84:54:16.392',-,0.384,-,-,69.600
'84:54:16.400',-,0.800,-,-,68.800
'84:54:16.408',-,0.832,-,-,68.000
'84:54:16.416',-,-0.064,-,-,68.000
'84:54:16.424',-,-0.352,-,-,67.200
'84:54:16.432',-,-0.352,-,-,66.400
'84:54:16.440',-,-0.224,-,-,65.600
'84:54:16.448',-,-0.160,-,-,65.600
'84:54:16.456',-,-0.096,-,-,64.800
'84:54:16.464',-,-0.064,-,-,64.000
'84:54:16.472',-,-0.032,-,-,64.000
'84:54:16.480',-,0.000,-,-,63.200
'84:54:16.488',-,0.000,-,-,62.400
'84:54:16.496',-,0.000,-,-,62.400
'84:54:16.504',-,0.000,-,-,62.400
'84:54:16.512',-,0.000,-,-,64.000
'84:54:16.520',-,0.000,-,-,67.200
'84:54:16.528',-,0.032,-,-,73.600
'84:54:16.536',-,0.032,-,-,84.800
'84:54:16.544',-,0.064,-,-,99.200
'84:54:16.552',-,0.032,-,-,114.400
'84:54:16.560',-,0.064,-,-,128.000
'84:54:16.568',-,0.096,-,-,137.600
'84:54:16.576',-,0.128,-,-,143.200
'84:54:16.584',-,0.160,-,-,144.800
'84:54:16.592',-,0.224,-,-,145.600
'84:54:16.600',-,0.256,-,-,146.400
'84:54:16.608',-,0.256,-,-,147.200
'84:54:16.616',-,0.256,-,-,148.000
'84:54:16.624',-,0.256,-,-,148.800
'84:54:16.632',-,0.192,-,-,148.000
'84:54:16.640',-,0.128,-,-,148.000
'84:54:16.648',-,0.064,-,-,146.400
'84:54:16.656',-,0.032,-,-,145.600
'84:54:16.664',-,0.000,-,-,144.000
'84:54:16.672',-,0.000,-,-,143.200
'84:54:16.680',-,-0.032,-,-,141.600
'84:54:16.688',-,-0.064,-,-,140.800
'84:54:16.696',-,-0.064,-,-,139.200
'84:54:16.704',-,-0.064,-,-,137.600
'84:54:16.712',-,-0.064,-,-,136.000
'84:54:16.720',-,-0.064,-,-,133.600
'84:54:16.728',-,-0.064,-,-,131.200
'84:54:16.736',-,-0.064,-,-,128.000
'84:54:16.744',-,-0.064,-,-,124.800
'84:54:16.752',-,-0.064,-,-,120.800
'84:54:16.760',-,-0.064,-,-,116.800
'84:54:16.768',-,-0.064,-,-,111.200
'84:54:16.776',-,-0.064,-,-,106.400
'84:54:16.784',-,-0.064,-,-,100.800
'84:54:16.792',-,-0.064,-,-,96.000
'84:54:16.800',-,-0.064,-,-,91.200
'84:54:16.808',-,-0.064,-,-,87.200
'84:54:16.816',-,-0.064,-,-,84.000
'84:54:16.824',-,-0.064,-,-,83.200
'84:54:16.832',-,-0.064,-,-,82.400
'84:54:16.840',-,-0.064,-,-,82.400
'84:54:16.848',-,-0.064,-,-,82.400
'84:54:16.856',-,-0.064,-,-,83.200
'84:54:16.864',-,-0.064,-,-,82.400
'84:54:16.872',-,-0.032,-,-,81.600
'84:54:16.880',-,0.000,-,-,80.800
'84:54:16.888',-,0.000,-,-,80.000
'84:54:16.896',-,0.000,-,-,79.200
'84:54:16.904',-,0.000,-,-,78.400
'84:54:16.912',-,0.032,-,-,77.600
'84:54:16.920',-,0.032,-,-,76.000
'84:54:16.928',-,0.000,-,-,75.200
'84:54:16.936',-,0.000,-,-,74.400
'84:54:16.944',-,-0.032,-,-,73.600
'84:54:16.952',-,-0.064,-,-,72.800
'84:54:16.960',-,-0.064,-,-,72.000
'84:54:16.968',-,-0.096,-,-,71.200
'84:54:16.976',-,-0.064,-,-,71.200
'84:54:16.984',-,-0.064,-,-,70.400
'84:54:16.992',-,0.064,-,-,69.600
'84:54:17.000',-,0.384,-,-,68.800
'84:54:17.008',-,0.736,-,-,68.000
'84:54:17.016',-,0.352,-,-,68.000
'84:54:17.024',-,-0.192,-,-,67.200
'84:54:17.032',-,-0.384,-,-,66.400
'84:54:17.040',-,-0.416,-,-,66.400
'84:54:17.048',-,-0.256,-,-,65.600
'84:54:17.056',-,-0.160,-,-,64.800
