'Elapsed time','I','II','AVF','V','ABP','PAP'
'25:18:39.176',-,0.216,-,-0.060,143.200,-
'25:18:39.184',-,0.208,-,-0.040,143.200,-
'25:18:39.192',-,0.192,-,-0.040,142.400,-
'25:18:39.200',-,0.160,-,-0.020,142.400,-
'25:18:39.208',-,0.120,-,0.000,141.600,-
'25:18:39.216',-,0.080,-,0.000,141.600,-
'25:18:39.224',-,0.048,-,0.000,140.000,-
'25:18:39.232',-,0.024,-,0.000,138.400,-
'25:18:39.240',-,0.000,-,-0.020,137.600,-
'25:18:39.248',-,-0.008,-,-0.040,135.200,-
'25:18:39.256',-,-0.024,-,-0.040,132.000,-
'25:18:39.264',-,-0.040,-,-0.040,126.400,-
'25:18:39.272',-,-0.024,-,-0.060,122.400,-
'25:18:39.280',-,-0.048,-,-0.060,119.200,-
'25:18:39.288',-,-0.024,-,-0.060,114.400,-
'25:18:39.296',-,-0.064,-,-0.080,108.800,-
'25:18:39.304',-,-0.040,-,-0.060,103.200,-
'25:18:39.312',-,-0.040,-,-0.080,100.000,-
'25:18:39.320',-,-0.024,-,-0.080,97.600,-
'25:18:39.328',-,-0.040,-,-0.080,94.400,-
'25:18:39.336',-,-0.024,-,-0.080,90.400,-
'25:18:39.344',-,-0.024,-,-0.080,86.400,-
'25:18:39.352',-,-0.024,-,-0.060,83.200,-
'25:18:39.360',-,0.000,-,-0.040,82.400,-
'25:18:39.368',-,0.000,-,-0.040,84.000,-
'25:18:39.376',-,0.008,-,-0.060,86.400,-
'25:18:39.384',-,0.040,-,-0.040,88.800,-
'25:18:39.392',-,0.048,-,-0.060,90.400,-
'25:18:39.400',-,0.024,-,-0.060,91.200,-
'25:18:39.408',-,0.024,-,-0.080,90.400,-
'25:18:39.416',-,0.008,-,-0.100,88.800,-
'25:18:39.424',-,0.000,-,-0.100,87.200,-
'25:18:39.432',-,-0.024,-,-0.100,87.200,-
'25:18:39.440',-,-0.064,-,-0.100,87.200,-
'25:18:39.448',-,-0.064,-,-0.100,86.400,-
'25:18:39.456',-,-0.080,-,-0.100,84.800,-
'25:18:39.464',-,-0.064,-,-0.100,83.200,-
'25:18:39.472',-,-0.080,-,-0.100,83.200,-
'25:18:39.480',-,-0.064,-,-0.100,82.400,-
'25:18:39.488',-,-0.080,-,-0.100,80.000,-
'25:18:39.496',-,-0.096,-,-0.100,78.400,-
'25:18:39.504',-,-0.080,-,-0.080,79.200,-
'25:18:39.512',-,-0.064,-,-0.080,80.000,-
'25:18:39.520',-,-0.096,-,-0.080,80.800,-
'25:18:39.528',-,-0.064,-,-0.060,80.000,-
'25:18:39.536',-,-0.096,-,-0.080,79.200,-
'25:18:39.544',-,-0.064,-,-0.040,78.400,-
'25:18:39.552',-,0.152,-,0.040,77.600,-
'25:18:39.560',-,0.480,-,0.300,76.800,-
'25:18:39.568',-,0.608,-,0.800,75.200,-
'25:18:39.576',-,0.480,-,0.860,74.400,-
'25:18:39.584',-,0.328,-,0.340,74.400,-
'25:18:39.592',-,0.152,-,0.260,73.600,-
'25:18:39.600',-,0.000,-,0.300,72.800,-
'25:18:39.608',-,-0.096,-,0.320,72.000,-
'25:18:39.616',-,-0.192,-,0.260,70.400,-
'25:18:39.624',-,-0.208,-,0.160,69.600,-
'25:18:39.632',-,-0.096,-,0.080,69.600,-
'25:18:39.640',-,-0.040,-,0.000,68.800,-
'25:18:39.648',-,-0.024,-,-0.020,68.800,-
'25:18:39.656',-,-0.008,-,-0.040,68.800,-
'25:18:39.664',-,0.000,-,-0.040,69.600,-
'25:18:39.672',-,0.000,-,-0.060,69.600,-
'25:18:39.680',-,0.000,-,-0.060,70.400,-
'25:18:39.688',-,0.008,-,-0.080,72.000,-
'25:18:39.696',-,0.024,-,-0.080,76.800,-
'25:18:39.704',-,0.024,-,-0.080,82.400,-
'25:18:39.712',-,0.040,-,-0.080,89.600,-
'25:18:39.720',-,0.048,-,-0.080,98.400,-
'25:18:39.728',-,0.048,-,-0.060,106.400,-
'25:18:39.736',-,0.048,-,-0.080,115.200,-
'25:18:39.744',-,0.080,-,-0.060,123.200,-
'25:18:39.752',-,0.104,-,-0.080,130.400,-
'25:18:39.760',-,0.096,-,-0.080,136.000,-
'25:18:39.768',-,0.120,-,-0.080,140.000,-
'25:18:39.776',-,0.152,-,-0.060,142.400,-
'25:18:39.784',-,0.192,-,-0.080,144.800,-
'25:18:39.792',-,0.192,-,-0.040,146.400,-
'25:18:39.800',-,0.176,-,-0.040,147.200,-
'25:18:39.808',-,0.176,-,-0.020,149.600,-
'25:18:39.816',-,0.152,-,0.000,149.600,-
'25:18:39.824',-,0.104,-,0.000,145.600,-
'25:18:39.832',-,0.064,-,0.000,138.400,-
'25:18:39.840',-,0.048,-,0.000,135.200,-
'25:18:39.848',-,0.024,-,0.000,136.800,-
'25:18:39.856',-,0.000,-,0.000,140.000,-
'25:18:39.864',-,-0.024,-,-0.020,140.800,-
'25:18:39.872',-,-0.024,-,-0.040,139.200,-
'25:18:39.880',-,-0.048,-,-0.040,133.600,-
'25:18:39.888',-,-0.064,-,-0.060,124.000,-
'25:18:39.896',-,-0.048,-,-0.060,112.000,-
'25:18:39.904',-,-0.064,-,-0.080,102.400,-
'25:18:39.912',-,-0.064,-,-0.060,96.800,-
'25:18:39.920',-,-0.048,-,-0.080,96.000,-
'25:18:39.928',-,-0.048,-,-0.080,96.800,-
'25:18:39.936',-,-0.064,-,-0.080,98.400,-
'25:18:39.944',-,-0.048,-,-0.080,96.800,-
'25:18:39.952',-,-0.040,-,-0.080,93.600,-
'25:18:39.960',-,-0.024,-,-0.060,89.600,-
'25:18:39.968',-,-0.024,-,-0.040,87.200,-
'25:18:39.976',-,-0.008,-,-0.040,84.800,-
'25:18:39.984',-,0.000,-,-0.040,81.600,-
'25:18:39.992',-,0.008,-,-0.060,75.200,-
'25:18:40.000',-,0.000,-,-0.060,69.600,-
'25:18:40.008',-,0.024,-,-0.060,68.800,-
'25:18:40.016',-,0.000,-,-0.080,74.400,-
'25:18:40.024',-,0.000,-,-0.100,80.000,-
'25:18:40.032',-,-0.008,-,-0.100,82.400,-
'25:18:40.040',-,-0.040,-,-0.100,84.000,-
'25:18:40.048',-,-0.096,-,-0.100,87.200,-
'25:18:40.056',-,-0.104,-,-0.100,88.800,-
'25:18:40.064',-,-0.096,-,-0.100,87.200,-
'25:18:40.072',-,-0.104,-,-0.100,85.600,-
'25:18:40.080',-,-0.120,-,-0.100,89.600,-
'25:18:40.088',-,-0.120,-,-0.100,96.800,-
'25:18:40.096',-,-0.136,-,-0.100,100.000,-
'25:18:40.104',-,-0.120,-,-0.100,96.000,-
'25:18:40.112',-,-0.136,-,-0.080,88.800,-
'25:18:40.120',-,-0.136,-,-0.100,81.600,-
'25:18:40.128',-,-0.136,-,-0.080,75.200,-
'25:18:40.136',-,-0.136,-,-0.080,68.800,-
'25:18:40.144',-,-0.136,-,-0.060,64.000,-
'25:18:40.152',-,-0.136,-,-0.080,63.200,-
'25:18:40.160',-,-0.064,-,-0.040,66.400,-
'25:18:40.168',-,0.232,-,0.100,76.000,-
'25:18:40.176',-,0.568,-,0.500,90.400,-
'25:18:40.184',-,0.592,-,0.880,104.800,-
'25:18:40.192',-,0.440,-,0.580,108.800,-
'25:18:40.200',-,0.216,-,0.260,99.200,-
'25:18:40.208',-,0.048,-,0.260,81.600,-
'25:18:40.216',-,-0.064,-,0.300,63.200,-
'25:18:40.224',-,-0.160,-,0.280,49.600,-
'25:18:40.232',-,-0.248,-,0.220,36.000,-
'25:18:40.240',-,-0.176,-,0.140,24.000,-
'25:18:40.248',-,-0.096,-,0.040,24.000,-
'25:18:40.256',-,-0.064,-,0.000,47.200,-
'25:18:40.264',-,-0.024,-,-0.020,81.600,-
'25:18:40.272',-,-0.040,-,-0.040,94.400,-
'25:18:40.280',-,-0.040,-,-0.060,76.800,-
'25:18:40.288',-,-0.024,-,-0.060,57.600,-
'25:18:40.296',-,-0.008,-,-0.060,68.000,-
'25:18:40.304',-,0.000,-,-0.080,102.400,-
'25:18:40.312',-,0.000,-,-0.080,130.400,-
'25:18:40.320',-,0.000,-,-0.080,132.800,-
'25:18:40.328',-,0.008,-,-0.080,119.200,-
'25:18:40.336',-,0.024,-,-0.080,108.800,-
'25:18:40.344',-,0.024,-,-0.080,109.600,-
'25:18:40.352',-,0.048,-,-0.060,117.600,-
'25:18:40.360',-,0.064,-,-0.080,126.400,-
'25:18:40.368',-,0.048,-,-0.080,133.600,-
'25:18:40.376',-,0.080,-,-0.080,138.400,-
'25:18:40.384',-,0.104,-,-0.080,140.000,-
'25:18:40.392',-,0.120,-,-0.080,140.000,-
'25:18:40.400',-,0.152,-,-0.060,142.400,-
'25:18:40.408',-,0.160,-,-0.040,146.400,-
'25:18:40.416',-,0.152,-,-0.040,152.000,-
'25:18:40.424',-,0.152,-,-0.020,156.000,-
'25:18:40.432',-,0.096,-,0.000,157.600,-
'25:18:40.440',-,0.048,-,0.000,156.800,-
'25:18:40.448',-,0.040,-,0.000,155.200,-
'25:18:40.456',-,0.000,-,0.000,153.600,-
'25:18:40.464',-,-0.008,-,0.000,141.600,-
'25:18:40.472',-,-0.040,-,0.000,117.600,-
'25:18:40.480',-,-0.064,-,-0.040,102.400,-
'25:18:40.488',-,-0.096,-,-0.040,113.600,-
'25:18:40.496',-,-0.096,-,-0.040,136.000,-
'25:18:40.504',-,-0.096,-,-0.060,142.400,-
'25:18:40.512',-,-0.104,-,-0.060,126.400,-
'25:18:40.520',-,-0.096,-,-0.080,104.000,-
'25:18:40.528',-,-0.104,-,-0.060,96.000,-
'25:18:40.536',-,-0.104,-,-0.080,105.600,-
'25:18:40.544',-,-0.096,-,-0.080,120.800,-
'25:18:40.552',-,-0.096,-,-0.080,119.200,-
'25:18:40.560',-,-0.096,-,-0.080,92.800,-
'25:18:40.568',-,-0.096,-,-0.080,58.400,-
'25:18:40.576',-,-0.096,-,-0.080,37.600,-
'25:18:40.584',-,-0.096,-,-0.080,34.400,-
'25:18:40.592',-,-0.080,-,-0.040,44.000,-
'25:18:40.600',-,-0.064,-,-0.040,60.000,-
'25:18:40.608',-,-0.064,-,-0.040,73.600,-
'25:18:40.616',-,-0.024,-,-0.060,79.200,-
'25:18:40.624',-,0.000,-,-0.060,86.400,-
'25:18:40.632',-,-0.008,-,-0.040,106.400,-
'25:18:40.640',-,0.000,-,-0.080,128.000,-
'25:18:40.648',-,-0.024,-,-0.100,130.400,-
'25:18:40.656',-,-0.040,-,-0.100,108.000,-
'25:18:40.664',-,-0.096,-,-0.100,75.200,-
'25:18:40.672',-,-0.120,-,-0.100,53.600,-
'25:18:40.680',-,-0.120,-,-0.100,54.400,-
'25:18:40.688',-,-0.136,-,-0.100,70.400,-
'25:18:40.696',-,-0.120,-,-0.100,89.600,-
'25:18:40.704',-,-0.152,-,-0.100,96.800,-
'25:18:40.712',-,-0.160,-,-0.100,91.200,-
'25:18:40.720',-,-0.152,-,-0.100,80.800,-
'25:18:40.728',-,-0.136,-,-0.080,72.800,-
'25:18:40.736',-,-0.152,-,-0.080,73.600,-
'25:18:40.744',-,-0.152,-,-0.100,78.400,-
'25:18:40.752',-,-0.136,-,-0.080,84.000,-
'25:18:40.760',-,-0.136,-,-0.080,87.200,-
'25:18:40.768',-,-0.136,-,-0.060,86.400,-
'25:18:40.776',-,-0.152,-,-0.040,84.000,-
'25:18:40.784',-,-0.064,-,0.000,82.400,-
'25:18:40.792',-,0.232,-,0.120,83.200,-
'25:18:40.800',-,0.568,-,0.480,85.600,-
'25:18:40.808',-,0.592,-,0.820,86.400,-
'25:18:40.816',-,0.424,-,0.540,84.000,-
'25:18:40.824',-,0.176,-,0.240,80.000,-
'25:18:40.832',-,0.024,-,0.260,76.000,-
'25:18:40.840',-,-0.096,-,0.300,72.800,-
'25:18:40.848',-,-0.176,-,0.260,71.200,-
'25:18:40.856',-,-0.272,-,0.220,71.200,-
'25:18:40.864',-,-0.232,-,0.160,71.200,-
'25:18:40.872',-,-0.120,-,0.060,71.200,-
'25:18:40.880',-,-0.064,-,0.000,69.600,-
'25:18:40.888',-,-0.064,-,-0.040,68.000,-
'25:18:40.896',-,-0.064,-,-0.040,68.000,-
'25:18:40.904',-,-0.064,-,-0.040,67.200,-
'25:18:40.912',-,-0.024,-,-0.060,67.200,-
'25:18:40.920',-,-0.040,-,-0.060,66.400,-
'25:18:40.928',-,-0.024,-,-0.060,66.400,-
'25:18:40.936',-,-0.008,-,-0.080,67.200,-
'25:18:40.944',-,0.000,-,-0.060,72.000,-
'25:18:40.952',-,0.000,-,-0.060,78.400,-
'25:18:40.960',-,0.000,-,-0.060,85.600,-
'25:18:40.968',-,0.024,-,-0.060,95.200,-
'25:18:40.976',-,0.024,-,-0.060,104.800,-
'25:18:40.984',-,0.048,-,-0.060,115.200,-
'25:18:40.992',-,0.080,-,-0.080,123.200,-
'25:18:41.000',-,0.096,-,-0.080,128.800,-
'25:18:41.008',-,0.120,-,-0.080,132.800,-
'25:18:41.016',-,0.136,-,-0.080,136.800,-
'25:18:41.024',-,0.152,-,-0.060,138.400,-
'25:18:41.032',-,0.152,-,-0.040,138.400,-
'25:18:41.040',-,0.160,-,-0.040,136.000,-
'25:18:41.048',-,0.152,-,-0.020,135.200,-
'25:18:41.056',-,0.120,-,0.000,135.200,-
'25:18:41.064',-,0.080,-,0.000,134.400,-
'25:18:41.072',-,0.024,-,0.000,132.800,-
'25:18:41.080',-,0.000,-,0.000,131.200,-
'25:18:41.088',-,-0.008,-,0.000,129.600,-
'25:18:41.096',-,-0.040,-,0.000,128.000,-
'25:18:41.104',-,-0.064,-,-0.020,126.400,-
'25:18:41.112',-,-0.064,-,-0.040,124.000,-
'25:18:41.120',-,-0.080,-,-0.040,120.000,-
'25:18:41.128',-,-0.064,-,-0.060,116.000,-
'25:18:41.136',-,-0.096,-,-0.060,110.400,-
'25:18:41.144',-,-0.096,-,-0.060,104.800,-
'25:18:41.152',-,-0.096,-,-0.080,100.000,-
'25:18:41.160',-,-0.096,-,-0.080,96.800,-
'25:18:41.168',-,-0.080,-,-0.060,93.600,-
'25:18:41.176',-,-0.064,-,-0.040,91.200,-
'25:18:41.184',-,-0.048,-,-0.040,89.600,-
'25:18:41.192',-,-0.024,-,-0.040,88.800,-
'25:18:41.200',-,-0.024,-,-0.040,88.800,-
'25:18:41.208',-,0.000,-,-0.040,87.200,-
'25:18:41.216',-,0.000,-,-0.040,84.800,-
'25:18:41.224',-,-0.024,-,-0.040,82.400,-
'25:18:41.232',-,-0.008,-,-0.060,81.600,-
'25:18:41.240',-,-0.024,-,-0.080,82.400,-
'25:18:41.248',-,-0.048,-,-0.080,82.400,-
'25:18:41.256',-,-0.096,-,-0.100,82.400,-
'25:18:41.264',-,-0.120,-,-0.100,84.000,-
'25:18:41.272',-,-0.104,-,-0.100,88.800,-
'25:18:41.280',-,-0.120,-,-0.100,96.000,-
'25:18:41.288',-,-0.104,-,-0.100,97.600,-
'25:18:41.296',-,-0.120,-,-0.100,92.800,-
'25:18:41.304',-,-0.120,-,-0.100,85.600,-
'25:18:41.312',-,-0.120,-,-0.100,84.000,-
'25:18:41.320',-,-0.120,-,-0.080,87.200,-
'25:18:41.328',-,-0.136,-,-0.100,88.800,-
'25:18:41.336',-,-0.120,-,-0.080,83.200,-
'25:18:41.344',-,-0.136,-,-0.080,76.000,-
'25:18:41.352',-,-0.120,-,-0.080,74.400,-
'25:18:41.360',-,-0.136,-,-0.060,78.400,-
'25:18:41.368',-,-0.152,-,-0.040,83.200,-
'25:18:41.376',-,-0.040,-,0.000,82.400,-
'25:18:41.384',-,0.232,-,0.120,77.600,-
'25:18:41.392',-,0.568,-,0.500,70.400,-
'25:18:41.400',-,0.592,-,0.840,67.200,-
'25:18:41.408',-,0.424,-,0.540,72.800,-
'25:18:41.416',-,0.176,-,0.260,81.600,-
'25:18:41.424',-,0.000,-,0.240,83.200,-
'25:18:41.432',-,-0.096,-,0.300,74.400,-
'25:18:41.440',-,-0.176,-,0.260,68.000,-
'25:18:41.448',-,-0.248,-,0.220,68.000,-
'25:18:41.456',-,-0.208,-,0.140,72.000,-
'25:18:41.464',-,-0.120,-,0.040,72.000,-
'25:18:41.472',-,-0.064,-,0.000,68.800,-
'25:18:41.480',-,-0.064,-,-0.040,65.600,-
'25:18:41.488',-,-0.040,-,-0.040,63.200,-
'25:18:41.496',-,-0.024,-,-0.060,61.600,-
'25:18:41.504',-,-0.024,-,-0.060,62.400,-
'25:18:41.512',-,-0.024,-,-0.060,66.400,-
'25:18:41.520',-,0.000,-,-0.080,72.000,-
'25:18:41.528',-,0.000,-,-0.080,76.800,-
'25:18:41.536',-,0.000,-,-0.080,80.000,-
'25:18:41.544',-,0.024,-,-0.080,85.600,-
'25:18:41.552',-,0.024,-,-0.060,94.400,-
'25:18:41.560',-,0.040,-,-0.080,103.200,-
'25:18:41.568',-,0.048,-,-0.080,111.200,-
'25:18:41.576',-,0.080,-,-0.080,117.600,-
'25:18:41.584',-,0.080,-,-0.100,123.200,-
'25:18:41.592',-,0.120,-,-0.080,128.800,-
'25:18:41.600',-,0.152,-,-0.100,136.000,-
'25:18:41.608',-,0.152,-,-0.100,143.200,-
'25:18:41.616',-,0.152,-,-0.080,149.600,-
'25:18:41.624',-,0.176,-,-0.060,151.200,-
'25:18:41.632',-,0.160,-,-0.040,150.400,-
'25:18:41.640',-,0.176,-,-0.040,149.600,-
'25:18:41.648',-,0.104,-,-0.020,151.200,-
'25:18:41.656',-,0.064,-,0.000,154.400,-
'25:18:41.664',-,0.024,-,0.000,156.800,-
'25:18:41.672',-,0.024,-,0.000,156.000,-
'25:18:41.680',-,0.000,-,0.000,155.200,-
'25:18:41.688',-,-0.024,-,-0.020,155.200,-
'25:18:41.696',-,-0.040,-,-0.040,152.000,-
'25:18:41.704',-,-0.048,-,-0.040,144.000,-
'25:18:41.712',-,-0.064,-,-0.060,131.200,-
'25:18:41.720',-,-0.064,-,-0.080,117.600,-
'25:18:41.728',-,-0.064,-,-0.060,102.400,-
'25:18:41.736',-,-0.064,-,-0.080,84.800,-
'25:18:41.744',-,-0.080,-,-0.080,70.400,-
'25:18:41.752',-,-0.064,-,-0.080,67.200,-
'25:18:41.760',-,-0.064,-,-0.080,69.600,-
'25:18:41.768',-,-0.048,-,-0.080,70.400,-
'25:18:41.776',-,-0.024,-,-0.080,70.400,-
'25:18:41.784',-,-0.024,-,-0.060,73.600,-
'25:18:41.792',-,-0.008,-,-0.040,72.000,-
'25:18:41.800',-,0.000,-,-0.040,60.800,-
'25:18:41.808',-,0.000,-,-0.060,48.000,-
'25:18:41.816',-,0.024,-,-0.040,44.800,-
'25:18:41.824',-,0.024,-,-0.040,51.200,-
'25:18:41.832',-,0.000,-,-0.080,58.400,-
'25:18:41.840',-,0.000,-,-0.100,62.400,-
'25:18:41.848',-,0.000,-,-0.080,64.000,-
'25:18:41.856',-,-0.024,-,-0.100,61.600,-
'25:18:41.864',-,-0.064,-,-0.100,56.000,-
'25:18:41.872',-,-0.096,-,-0.100,52.000,-
'25:18:41.880',-,-0.080,-,-0.100,58.400,-
'25:18:41.888',-,-0.096,-,-0.080,80.000,-
'25:18:41.896',-,-0.096,-,-0.100,105.600,-
'25:18:41.904',-,-0.104,-,-0.100,114.400,-
'25:18:41.912',-,-0.096,-,-0.100,99.200,-
'25:18:41.920',-,-0.104,-,-0.100,84.800,-
'25:18:41.928',-,-0.096,-,-0.080,89.600,-
'25:18:41.936',-,-0.096,-,-0.080,102.400,-
'25:18:41.944',-,-0.104,-,-0.080,107.200,-
'25:18:41.952',-,-0.096,-,-0.080,108.000,-
'25:18:41.960',-,-0.120,-,-0.060,112.800,-
'25:18:41.968',-,-0.120,-,-0.080,116.000,-
'25:18:41.976',-,-0.096,-,-0.060,113.600,-
'25:18:41.984',-,0.048,-,0.000,109.600,-
'25:18:41.992',-,0.384,-,0.220,108.000,-
'25:18:42.000',-,0.592,-,0.700,107.200,-
'25:18:42.008',-,0.496,-,0.860,108.800,-
'25:18:42.016',-,0.400,-,0.400,113.600,-
'25:18:42.024',-,0.176,-,0.260,116.800,-
'25:18:42.032',-,0.008,-,0.300,117.600,-
'25:18:42.040',-,-0.096,-,0.300,115.200,-
'25:18:42.048',-,-0.176,-,0.260,108.000,-
'25:18:42.056',-,-0.216,-,0.200,96.000,-
'25:18:42.064',-,-0.120,-,0.120,85.600,-
'25:18:42.072',-,-0.048,-,0.020,78.400,-
'25:18:42.080',-,-0.024,-,-0.020,69.600,-
'25:18:42.088',-,-0.008,-,-0.040,54.400,-
'25:18:42.096',-,-0.024,-,-0.040,37.600,-
'25:18:42.104',-,0.000,-,-0.060,28.000,-
'25:18:42.112',-,0.000,-,-0.080,29.600,-
'25:18:42.120',-,0.000,-,-0.080,38.400,-
'25:18:42.128',-,0.008,-,-0.060,51.200,-
'25:18:42.136',-,0.008,-,-0.080,67.200,-
'25:18:42.144',-,0.024,-,-0.080,83.200,-
'25:18:42.152',-,0.040,-,-0.060,96.000,-
'25:18:42.160',-,0.024,-,-0.060,101.600,-
'25:18:42.168',-,0.048,-,-0.060,103.200,-
'25:18:42.176',-,0.064,-,-0.060,100.800,-
'25:18:42.184',-,0.096,-,-0.080,106.400,-
'25:18:42.192',-,0.120,-,-0.080,135.200,-
'25:18:42.200',-,0.152,-,-0.060,178.400,-
'25:18:42.208',-,0.152,-,-0.080,180.000,-
'25:18:42.216',-,0.176,-,-0.080,172.000,-
'25:18:42.224',-,0.208,-,-0.060,126.400,-
'25:18:42.232',-,0.208,-,-0.040,104.000,-
'25:18:42.240',-,0.208,-,-0.040,108.800,-
'25:18:42.248',-,0.176,-,-0.020,120.800,-
'25:18:42.256',-,0.152,-,0.000,131.200,-
'25:18:42.264',-,0.104,-,0.000,138.400,-
'25:18:42.272',-,0.080,-,0.000,135.200,-
'25:18:42.280',-,0.048,-,0.000,124.800,-
'25:18:42.288',-,0.024,-,0.000,119.200,-
'25:18:42.296',-,0.000,-,-0.020,123.200,-
'25:18:42.304',-,0.000,-,-0.040,129.600,-
'25:18:42.312',-,-0.024,-,-0.040,128.000,-
'25:18:42.320',-,-0.024,-,-0.060,117.600,-
'25:18:42.328',-,-0.024,-,-0.060,100.800,-
'25:18:42.336',-,-0.024,-,-0.060,82.400,-
'25:18:42.344',-,-0.048,-,-0.080,72.800,-
'25:18:42.352',-,-0.024,-,-0.060,83.200,-
'25:18:42.360',-,-0.040,-,-0.060,108.800,-
'25:18:42.368',-,-0.040,-,-0.080,131.200,-
'25:18:42.376',-,-0.040,-,-0.080,136.000,-
'25:18:42.384',-,-0.040,-,-0.080,128.000,-
'25:18:42.392',-,-0.024,-,-0.080,116.800,-
'25:18:42.400',-,-0.024,-,-0.060,108.800,-
'25:18:42.408',-,-0.008,-,-0.040,102.400,-
'25:18:42.416',-,0.000,-,-0.040,96.800,-
'25:18:42.424',-,0.000,-,-0.040,92.800,-
'25:18:42.432',-,0.024,-,-0.060,90.400,-
'25:18:42.440',-,0.024,-,-0.060,88.800,-
'25:18:42.448',-,0.024,-,-0.060,89.600,-
'25:18:42.456',-,0.008,-,-0.080,89.600,-
'25:18:42.464',-,0.000,-,-0.100,90.400,-
'25:18:42.472',-,-0.024,-,-0.100,96.000,-
'25:18:42.480',-,-0.040,-,-0.060,104.800,-
'25:18:42.488',-,-0.096,-,-0.100,104.800,-
'25:18:42.496',-,-0.096,-,-0.100,95.200,-
'25:18:42.504',-,-0.096,-,-0.100,85.600,-
'25:18:42.512',-,-0.096,-,-0.100,83.200,-
'25:18:42.520',-,-0.104,-,-0.100,83.200,-
'25:18:42.528',-,-0.104,-,-0.100,79.200,-
'25:18:42.536',-,-0.120,-,-0.100,73.600,-
'25:18:42.544',-,-0.096,-,-0.100,67.200,-
'25:18:42.552',-,-0.120,-,-0.100,58.400,-
'25:18:42.560',-,-0.120,-,-0.080,52.800,-
'25:18:42.568',-,-0.104,-,-0.080,57.600,-
'25:18:42.576',-,-0.120,-,-0.080,69.600,-
'25:18:42.584',-,-0.152,-,-0.060,80.000,-
'25:18:42.592',-,-0.120,-,-0.080,87.200,-
'25:18:42.600',-,0.048,-,0.000,89.600,-
'25:18:42.608',-,0.384,-,0.260,84.800,-
'25:18:42.616',-,0.592,-,0.740,78.400,-
'25:18:42.624',-,0.472,-,0.880,76.000,-
'25:18:42.632',-,0.360,-,0.380,76.800,-
'25:18:42.640',-,0.152,-,0.260,75.200,-
'25:18:42.648',-,0.000,-,0.300,71.200,-
'25:18:42.656',-,-0.104,-,0.300,70.400,-
'25:18:42.664',-,-0.192,-,0.260,73.600,-
'25:18:42.672',-,-0.248,-,0.180,75.200,-
'25:18:42.680',-,-0.136,-,0.120,73.600,-
'25:18:42.688',-,-0.064,-,0.020,68.800,-
'25:18:42.696',-,-0.024,-,0.000,64.800,-
'25:18:42.704',-,-0.024,-,-0.040,62.400,-
