'Elapsed time','I','II','AVF','V','ABP','PAP'
'25:17:00.064',-,-0.064,-,-0.040,102.400,-
'25:17:00.072',-,-0.064,-,-0.060,100.000,-
'25:17:00.080',-,-0.048,-,-0.060,97.600,-
'25:17:00.088',-,-0.040,-,-0.060,95.200,-
'25:17:00.096',-,-0.064,-,-0.060,91.200,-
'25:17:00.104',-,-0.048,-,-0.060,88.000,-
'25:17:00.112',-,-0.040,-,-0.060,84.800,-
'25:17:00.120',-,-0.048,-,-0.040,81.600,-
'25:17:00.128',-,-0.008,-,-0.040,78.400,-
'25:17:00.136',-,0.000,-,-0.040,76.800,-
'25:17:00.144',-,-0.008,-,-0.040,76.800,-
'25:17:00.152',-,0.000,-,-0.040,77.600,-
'25:17:00.160',-,0.024,-,-0.040,77.600,-
'25:17:00.168',-,0.000,-,-0.040,77.600,-
'25:17:00.176',-,0.000,-,-0.060,77.600,-
'25:17:00.184',-,-0.008,-,-0.060,77.600,-
'25:17:00.192',-,-0.024,-,-0.080,77.600,-
'25:17:00.200',-,-0.096,-,-0.080,77.600,-
'25:17:00.208',-,-0.104,-,-0.080,77.600,-
'25:17:00.216',-,-0.096,-,-0.080,78.400,-
'25:17:00.224',-,-0.120,-,-0.080,78.400,-
'25:17:00.232',-,-0.104,-,-0.080,77.600,-
'25:17:00.240',-,-0.096,-,-0.080,76.800,-
'25:17:00.248',-,-0.096,-,-0.080,75.200,-
'25:17:00.256',-,-0.120,-,-0.080,74.400,-
'25:17:00.264',-,-0.096,-,-0.060,74.400,-
'25:17:00.272',-,-0.096,-,-0.080,73.600,-
'25:17:00.280',-,-0.104,-,-0.040,72.000,-
'25:17:00.288',-,-0.136,-,-0.060,72.000,-
'25:17:00.296',-,-0.096,-,-0.040,72.000,-
'25:17:00.304',-,0.152,-,0.060,72.800,-
'25:17:00.312',-,0.480,-,0.380,72.000,-
'25:17:00.320',-,0.568,-,0.820,70.400,-
'25:17:00.328',-,0.480,-,0.820,68.800,-
'25:17:00.336',-,0.272,-,0.280,68.000,-
'25:17:00.344',-,0.104,-,0.260,67.200,-
'25:17:00.352',-,-0.024,-,0.300,65.600,-
'25:17:00.360',-,-0.120,-,0.280,65.600,-
'25:17:00.368',-,-0.232,-,0.220,65.600,-
'25:17:00.376',-,-0.176,-,0.160,64.800,-
'25:17:00.384',-,-0.096,-,0.060,63.200,-
'25:17:00.392',-,-0.024,-,0.000,63.200,-
'25:17:00.400',-,-0.040,-,-0.020,65.600,-
'25:17:00.408',-,0.000,-,-0.040,67.200,-
'25:17:00.416',-,-0.008,-,-0.060,65.600,-
'25:17:00.424',-,0.000,-,-0.060,64.000,-
'25:17:00.432',-,0.000,-,-0.080,63.200,-
'25:17:00.440',-,0.000,-,-0.060,65.600,-
'25:17:00.448',-,0.024,-,-0.080,70.400,-
'25:17:00.456',-,0.024,-,-0.080,77.600,-
'25:17:00.464',-,0.040,-,-0.080,85.600,-
'25:17:00.472',-,0.048,-,-0.080,93.600,-
'25:17:00.480',-,0.064,-,-0.080,101.600,-
'25:17:00.488',-,0.048,-,-0.100,108.800,-
'25:17:00.496',-,0.080,-,-0.080,115.200,-
'25:17:00.504',-,0.104,-,-0.100,121.600,-
'25:17:00.512',-,0.104,-,-0.080,126.400,-
'25:17:00.520',-,0.120,-,-0.100,130.400,-
'25:17:00.528',-,0.136,-,-0.080,132.800,-
'25:17:00.536',-,0.152,-,-0.060,135.200,-
'25:17:00.544',-,0.136,-,-0.040,136.000,-
'25:17:00.552',-,0.104,-,-0.040,136.800,-
'25:17:00.560',-,0.064,-,-0.020,136.000,-
'25:17:00.568',-,0.040,-,0.000,135.200,-
'25:17:00.576',-,0.000,-,0.000,133.600,-
'25:17:00.584',-,0.000,-,0.000,131.200,-
'25:17:00.592',-,-0.024,-,0.000,128.800,-
'25:17:00.600',-,-0.040,-,0.000,125.600,-
'25:17:00.608',-,-0.064,-,-0.020,121.600,-
'25:17:00.616',-,-0.064,-,-0.020,116.800,-
'25:17:00.624',-,-0.064,-,-0.040,112.000,-
'25:17:00.632',-,-0.040,-,0.000,105.600,-
'25:17:00.640',-,-0.024,-,0.000,100.000,-
'25:17:00.648',-,-0.040,-,-0.020,94.400,-
'25:17:00.656',-,0.000,-,-0.020,90.400,-
'25:17:00.664',-,0.000,-,-0.040,88.000,-
'25:17:00.672',-,0.000,-,-0.040,86.400,-
'25:17:00.680',-,-0.024,-,-0.040,83.200,-
'25:17:00.688',-,-0.024,-,-0.040,78.400,-
'25:17:00.696',-,-0.040,-,-0.060,74.400,-
'25:17:00.704',-,-0.064,-,-0.080,73.600,-
'25:17:00.712',-,-0.096,-,-0.080,75.200,-
'25:17:00.720',-,-0.120,-,-0.080,76.800,-
'25:17:00.728',-,-0.120,-,-0.080,77.600,-
'25:17:00.736',-,-0.104,-,-0.080,76.800,-
'25:17:00.744',-,-0.120,-,-0.080,76.000,-
'25:17:00.752',-,-0.104,-,-0.080,75.200,-
'25:17:00.760',-,-0.120,-,-0.080,75.200,-
'25:17:00.768',-,-0.096,-,-0.080,76.000,-
'25:17:00.776',-,-0.096,-,-0.100,76.800,-
'25:17:00.784',-,-0.096,-,-0.060,76.000,-
'25:17:00.792',-,-0.104,-,-0.080,76.000,-
'25:17:00.800',-,-0.096,-,-0.040,76.000,-
'25:17:00.808',-,-0.136,-,-0.060,75.200,-
'25:17:00.816',-,-0.064,-,-0.020,74.400,-
'25:17:00.824',-,0.216,-,0.120,73.600,-
'25:17:00.832',-,0.536,-,0.480,72.000,-
'25:17:00.840',-,0.576,-,0.840,71.200,-
'25:17:00.848',-,0.440,-,0.540,70.400,-
'25:17:00.856',-,0.176,-,0.260,69.600,-
'25:17:00.864',-,0.008,-,0.240,68.800,-
'25:17:00.872',-,-0.096,-,0.320,68.800,-
'25:17:00.880',-,-0.176,-,0.280,68.800,-
'25:17:00.888',-,-0.272,-,0.220,68.800,-
'25:17:00.896',-,-0.208,-,0.140,68.000,-
'25:17:00.904',-,-0.104,-,0.040,65.600,-
'25:17:00.912',-,-0.064,-,-0.020,61.600,-
'25:17:00.920',-,-0.048,-,-0.040,57.600,-
'25:17:00.928',-,-0.040,-,-0.040,53.600,-
'25:17:00.936',-,-0.024,-,-0.060,54.400,-
'25:17:00.944',-,-0.024,-,-0.080,57.600,-
'25:17:00.952',-,-0.008,-,-0.060,63.200,-
'25:17:00.960',-,-0.008,-,-0.080,66.400,-
'25:17:00.968',-,0.000,-,-0.080,70.400,-
'25:17:00.976',-,0.000,-,-0.080,77.600,-
'25:17:00.984',-,0.008,-,-0.060,86.400,-
'25:17:00.992',-,0.000,-,-0.080,94.400,-
'25:17:01.000',-,0.048,-,-0.100,100.800,-
'25:17:01.008',-,0.080,-,-0.100,108.000,-
'25:17:01.016',-,0.080,-,-0.100,111.200,-
'25:17:01.024',-,0.096,-,-0.100,109.600,-
'25:17:01.032',-,0.120,-,-0.100,104.800,-
'25:17:01.040',-,0.136,-,-0.100,103.200,-
'25:17:01.048',-,0.152,-,-0.100,105.600,-
'25:17:01.056',-,0.120,-,-0.080,112.000,-
'25:17:01.064',-,0.104,-,-0.060,120.000,-
'25:17:01.072',-,0.080,-,-0.040,129.600,-
'25:17:01.080',-,0.048,-,-0.040,138.400,-
'25:17:01.088',-,0.024,-,-0.020,146.400,-
'25:17:01.096',-,0.000,-,0.000,152.000,-
'25:17:01.104',-,0.000,-,0.000,152.800,-
'25:17:01.112',-,-0.024,-,0.000,144.800,-
'25:17:01.120',-,-0.040,-,-0.020,124.800,-
'25:17:01.128',-,-0.048,-,-0.020,100.800,-
'25:17:01.136',-,-0.064,-,-0.040,84.800,-
'25:17:01.144',-,-0.064,-,-0.040,77.600,-
'25:17:01.152',-,-0.064,-,-0.040,73.600,-
'25:17:01.160',-,-0.064,-,-0.040,65.600,-
'25:17:01.168',-,-0.080,-,-0.040,56.800,-
'25:17:01.176',-,-0.064,-,-0.040,56.800,-
'25:17:01.184',-,-0.096,-,-0.040,68.800,-
'25:17:01.192',-,-0.064,-,-0.040,86.400,-
'25:17:01.200',-,-0.064,-,-0.020,98.400,-
'25:17:01.208',-,-0.064,-,0.000,96.800,-
'25:17:01.216',-,-0.040,-,-0.020,86.400,-
'25:17:01.224',-,-0.024,-,-0.020,76.000,-
'25:17:01.232',-,0.000,-,-0.020,69.600,-
'25:17:01.240',-,0.000,-,-0.020,66.400,-
'25:17:01.248',-,-0.024,-,-0.040,64.000,-
'25:17:01.256',-,-0.024,-,-0.040,61.600,-
'25:17:01.264',-,-0.048,-,-0.060,61.600,-
'25:17:01.272',-,-0.080,-,-0.060,64.000,-
'25:17:01.280',-,-0.096,-,-0.060,66.400,-
'25:17:01.288',-,-0.120,-,-0.080,70.400,-
'25:17:01.296',-,-0.104,-,-0.060,75.200,-
'25:17:01.304',-,-0.120,-,-0.080,81.600,-
'25:17:01.312',-,-0.104,-,-0.060,90.400,-
'25:17:01.320',-,-0.120,-,-0.060,97.600,-
'25:17:01.328',-,-0.120,-,-0.080,99.200,-
'25:17:01.336',-,-0.120,-,-0.060,91.200,-
'25:17:01.344',-,-0.120,-,-0.060,76.000,-
'25:17:01.352',-,-0.120,-,-0.060,63.200,-
'25:17:01.360',-,-0.104,-,-0.040,59.200,-
'25:17:01.368',-,-0.136,-,-0.040,60.000,-
'25:17:01.376',-,-0.096,-,0.000,56.800,-
'25:17:01.384',-,0.160,-,0.100,49.600,-
'25:17:01.392',-,0.520,-,0.380,46.400,-
'25:17:01.400',-,0.624,-,0.740,47.200,-
'25:17:01.408',-,0.472,-,0.760,45.600,-
'25:17:01.416',-,0.192,-,0.260,40.000,-
'25:17:01.424',-,0.024,-,0.240,35.200,-
'25:17:01.432',-,-0.096,-,0.300,43.200,-
'25:17:01.440',-,-0.160,-,0.260,64.000,-
'25:17:01.448',-,-0.248,-,0.220,88.800,-
'25:17:01.456',-,-0.272,-,0.160,102.400,-
'25:17:01.464',-,-0.120,-,0.080,99.200,-
'25:17:01.472',-,-0.064,-,0.000,90.400,-
'25:17:01.480',-,-0.040,-,-0.040,87.200,-
'25:17:01.488',-,-0.024,-,-0.040,86.400,-
'25:17:01.496',-,-0.024,-,-0.060,80.800,-
'25:17:01.504',-,-0.008,-,-0.060,72.000,-
'25:17:01.512',-,0.000,-,-0.080,64.800,-
'25:17:01.520',-,0.000,-,-0.080,62.400,-
'25:17:01.528',-,0.008,-,-0.080,66.400,-
'25:17:01.536',-,0.024,-,-0.100,77.600,-
'25:17:01.544',-,0.024,-,-0.080,95.200,-
'25:17:01.552',-,0.024,-,-0.080,111.200,-
'25:17:01.560',-,0.048,-,-0.100,120.000,-
'25:17:01.568',-,0.080,-,-0.080,124.800,-
'25:17:01.576',-,0.104,-,-0.100,125.600,-
'25:17:01.584',-,0.120,-,-0.100,118.400,-
'25:17:01.592',-,0.136,-,-0.100,105.600,-
'25:17:01.600',-,0.120,-,-0.100,100.000,-
'25:17:01.608',-,0.152,-,-0.100,111.200,-
'25:17:01.616',-,0.176,-,-0.080,125.600,-
'25:17:01.624',-,0.152,-,-0.060,128.000,-
'25:17:01.632',-,0.120,-,-0.040,124.800,-
'25:17:01.640',-,0.080,-,-0.040,126.400,-
'25:17:01.648',-,0.048,-,-0.020,128.800,-
'25:17:01.656',-,0.024,-,-0.020,126.400,-
'25:17:01.664',-,0.000,-,0.000,118.400,-
'25:17:01.672',-,-0.008,-,-0.020,109.600,-
'25:17:01.680',-,-0.040,-,-0.020,99.200,-
'25:17:01.688',-,-0.064,-,-0.040,90.400,-
'25:17:01.696',-,-0.064,-,-0.040,89.600,-
'25:17:01.704',-,-0.096,-,-0.040,92.000,-
'25:17:01.712',-,-0.064,-,-0.060,92.800,-
'25:17:01.720',-,-0.064,-,-0.060,90.400,-
'25:17:01.728',-,-0.080,-,-0.040,84.800,-
'25:17:01.736',-,-0.064,-,-0.040,80.000,-
'25:17:01.744',-,-0.064,-,-0.040,76.000,-
'25:17:01.752',-,-0.048,-,-0.040,73.600,-
'25:17:01.760',-,-0.008,-,-0.040,72.800,-
'25:17:01.768',-,-0.024,-,-0.040,72.800,-
'25:17:01.776',-,0.000,-,-0.040,73.600,-
'25:17:01.784',-,-0.040,-,-0.060,72.800,-
'25:17:01.792',-,-0.040,-,-0.080,72.800,-
'25:17:01.800',-,-0.064,-,-0.080,74.400,-
'25:17:01.808',-,-0.096,-,-0.100,76.000,-
'25:17:01.816',-,-0.120,-,-0.080,73.600,-
'25:17:01.824',-,-0.120,-,-0.100,69.600,-
'25:17:01.832',-,-0.120,-,-0.100,69.600,-
'25:17:01.840',-,-0.104,-,-0.100,72.800,-
'25:17:01.848',-,-0.120,-,-0.100,77.600,-
'25:17:01.856',-,-0.096,-,-0.100,80.800,-
'25:17:01.864',-,-0.104,-,-0.100,82.400,-
'25:17:01.872',-,-0.120,-,-0.100,84.000,-
'25:17:01.880',-,-0.104,-,-0.100,85.600,-
'25:17:01.888',-,-0.104,-,-0.100,91.200,-
'25:17:01.896',-,-0.120,-,-0.100,102.400,-
'25:17:01.904',-,-0.136,-,-0.080,111.200,-
'25:17:01.912',-,-0.120,-,-0.100,109.600,-
'25:17:01.920',-,0.080,-,0.020,100.000,-
'25:17:01.928',-,0.416,-,0.260,91.200,-
'25:17:01.936',-,0.576,-,0.700,80.800,-
'25:17:01.944',-,0.440,-,0.760,62.400,-
'25:17:01.952',-,0.256,-,0.280,43.200,-
'25:17:01.960',-,0.080,-,0.200,39.200,-
'25:17:01.968',-,-0.048,-,0.280,48.800,-
'25:17:01.976',-,-0.136,-,0.260,54.400,-
'25:17:01.984',-,-0.216,-,0.200,51.200,-
'25:17:01.992',-,-0.248,-,0.140,50.400,-
'25:17:02.000',-,-0.120,-,0.040,57.600,-
'25:17:02.008',-,-0.064,-,-0.040,66.400,-
'25:17:02.016',-,-0.024,-,-0.060,72.000,-
'25:17:02.024',-,-0.024,-,-0.100,75.200,-
'25:17:02.032',-,-0.008,-,-0.100,76.000,-
'25:17:02.040',-,-0.008,-,-0.100,76.800,-
'25:17:02.048',-,0.000,-,-0.100,82.400,-
'25:17:02.056',-,0.000,-,-0.120,91.200,-
'25:17:02.064',-,0.000,-,-0.100,92.800,-
'25:17:02.072',-,0.000,-,-0.120,87.200,-
'25:17:02.080',-,0.008,-,-0.100,81.600,-
'25:17:02.088',-,0.000,-,-0.140,85.600,-
'25:17:02.096',-,0.040,-,-0.120,97.600,-
'25:17:02.104',-,0.024,-,-0.140,113.600,-
'25:17:02.112',-,0.080,-,-0.120,131.200,-
'25:17:02.120',-,0.080,-,-0.140,147.200,-
'25:17:02.128',-,0.104,-,-0.140,152.800,-
'25:17:02.136',-,0.104,-,-0.140,148.000,-
'25:17:02.144',-,0.120,-,-0.140,135.200,-
'25:17:02.152',-,0.120,-,-0.120,119.200,-
'25:17:02.160',-,0.104,-,-0.100,100.000,-
'25:17:02.168',-,0.080,-,-0.080,85.600,-
'25:17:02.176',-,0.048,-,-0.060,81.600,-
'25:17:02.184',-,0.024,-,-0.040,85.600,-
'25:17:02.192',-,0.000,-,-0.040,91.200,-
'25:17:02.200',-,-0.024,-,-0.040,95.200,-
'25:17:02.208',-,-0.040,-,-0.040,101.600,-
'25:17:02.216',-,-0.048,-,-0.040,111.200,-
'25:17:02.224',-,-0.064,-,-0.040,123.200,-
'25:17:02.232',-,-0.080,-,-0.060,131.200,-
'25:17:02.240',-,-0.064,-,-0.060,133.600,-
'25:17:02.248',-,-0.064,-,-0.080,131.200,-
'25:17:02.256',-,-0.080,-,-0.060,123.200,-
'25:17:02.264',-,-0.064,-,-0.100,113.600,-
'25:17:02.272',-,-0.080,-,-0.080,108.800,-
'25:17:02.280',-,-0.064,-,-0.100,108.800,-
'25:17:02.288',-,-0.048,-,-0.080,104.800,-
'25:17:02.296',-,-0.040,-,-0.060,93.600,-
'25:17:02.304',-,-0.024,-,-0.040,83.200,-
'25:17:02.312',-,-0.008,-,-0.060,80.800,-
'25:17:02.320',-,0.000,-,-0.060,80.800,-
'25:17:02.328',-,0.000,-,-0.080,75.200,-
'25:17:02.336',-,0.008,-,-0.040,70.400,-
'25:17:02.344',-,0.000,-,-0.080,75.200,-
'25:17:02.352',-,0.000,-,-0.100,84.000,-
'25:17:02.360',-,-0.024,-,-0.100,88.000,-
'25:17:02.368',-,-0.048,-,-0.100,87.200,-
'25:17:02.376',-,-0.096,-,-0.100,87.200,-
'25:17:02.384',-,-0.096,-,-0.100,88.800,-
'25:17:02.392',-,-0.080,-,-0.120,87.200,-
'25:17:02.400',-,-0.096,-,-0.080,80.800,-
'25:17:02.408',-,-0.104,-,-0.100,75.200,-
'25:17:02.416',-,-0.096,-,-0.120,73.600,-
'25:17:02.424',-,-0.120,-,-0.120,73.600,-
'25:17:02.432',-,-0.104,-,-0.100,74.400,-
'25:17:02.440',-,-0.120,-,-0.100,76.000,-
'25:17:02.448',-,-0.120,-,-0.080,78.400,-
'25:17:02.456',-,-0.136,-,-0.100,80.000,-
'25:17:02.464',-,-0.136,-,-0.080,80.000,-
'25:17:02.472',-,-0.096,-,-0.060,80.000,-
'25:17:02.480',-,0.160,-,0.060,80.000,-
'25:17:02.488',-,0.496,-,0.380,78.400,-
'25:17:02.496',-,0.568,-,0.820,76.000,-
'25:17:02.504',-,0.424,-,0.580,72.000,-
'25:17:02.512',-,0.232,-,0.260,69.600,-
'25:17:02.520',-,0.048,-,0.220,68.800,-
'25:17:02.528',-,-0.064,-,0.300,71.200,-
'25:17:02.536',-,-0.152,-,0.280,76.000,-
'25:17:02.544',-,-0.248,-,0.220,76.800,-
'25:17:02.552',-,-0.176,-,0.140,71.200,-
'25:17:02.560',-,-0.120,-,0.040,64.800,-
'25:17:02.568',-,-0.064,-,-0.040,61.600,-
'25:17:02.576',-,-0.040,-,-0.040,62.400,-
'25:17:02.584',-,-0.024,-,-0.060,63.200,-
'25:17:02.592',-,-0.024,-,-0.080,65.600,-
'25:17:02.600',-,-0.008,-,-0.100,68.800,-
'25:17:02.608',-,0.000,-,-0.100,70.400,-
'25:17:02.616',-,0.024,-,-0.100,71.200,-
'25:17:02.624',-,0.024,-,-0.100,72.800,-
'25:17:02.632',-,0.040,-,-0.100,77.600,-
'25:17:02.640',-,0.024,-,-0.100,84.000,-
'25:17:02.648',-,0.048,-,-0.100,91.200,-
'25:17:02.656',-,0.080,-,-0.100,100.000,-
'25:17:02.664',-,0.104,-,-0.100,110.400,-
'25:17:02.672',-,0.104,-,-0.120,122.400,-
'25:17:02.680',-,0.152,-,-0.120,133.600,-
'25:17:02.688',-,0.160,-,-0.120,142.400,-
'25:17:02.696',-,0.152,-,-0.100,148.800,-
