'Elapsed time','I','II','AVF','V','ABP','PAP'
'25:21:08.120',-0.061,-,-,0.000,81.600,-
'25:21:08.128',0.171,-,-,0.200,80.800,-
'25:21:08.136',0.512,-,-,0.640,80.800,-
'25:21:08.144',0.585,-,-,0.860,80.000,-
'25:21:08.152',0.207,-,-,0.440,80.000,-
'25:21:08.160',0.024,-,-,0.240,79.200,-
'25:21:08.168',0.049,-,-,0.280,78.400,-
'25:21:08.176',0.049,-,-,0.300,76.800,-
'25:21:08.184',0.000,-,-,0.260,76.800,-
'25:21:08.192',-0.061,-,-,0.220,76.000,-
'25:21:08.200',-0.061,-,-,0.140,75.200,-
'25:21:08.208',0.000,-,-,0.040,75.200,-
'25:21:08.216',-0.024,-,-,0.000,74.400,-
'25:21:08.224',-0.012,-,-,-0.020,74.400,-
'25:21:08.232',-0.024,-,-,-0.040,73.600,-
'25:21:08.240',-0.012,-,-,-0.040,74.400,-
'25:21:08.248',0.000,-,-,-0.040,75.200,-
'25:21:08.256',-0.037,-,-,-0.060,77.600,-
'25:21:08.264',-0.024,-,-,-0.060,80.800,-
'25:21:08.272',-0.024,-,-,-0.080,85.600,-
'25:21:08.280',-0.024,-,-,-0.060,92.000,-
'25:21:08.288',-0.061,-,-,-0.080,100.000,-
'25:21:08.296',0.000,-,-,-0.060,108.800,-
'25:21:08.304',0.000,-,-,-0.040,117.600,-
'25:21:08.312',0.000,-,-,-0.040,126.400,-
'25:21:08.320',0.000,-,-,-0.040,134.400,-
'25:21:08.328',0.000,-,-,-0.040,141.600,-
'25:21:08.336',0.024,-,-,-0.040,147.200,-
'25:21:08.344',0.012,-,-,-0.040,152.000,-
'25:21:08.352',0.037,-,-,-0.040,155.200,-
'25:21:08.360',0.049,-,-,-0.040,157.600,-
'25:21:08.368',0.049,-,-,-0.020,158.400,-
'25:21:08.376',0.073,-,-,0.000,159.200,-
'25:21:08.384',0.061,-,-,0.000,160.000,-
'25:21:08.392',0.049,-,-,0.020,160.000,-
'25:21:08.400',0.049,-,-,0.020,159.200,-
'25:21:08.408',0.049,-,-,0.040,156.800,-
'25:21:08.416',0.049,-,-,0.040,154.400,-
'25:21:08.424',0.000,-,-,0.020,153.600,-
'25:21:08.432',0.024,-,-,0.020,152.800,-
'25:21:08.440',0.000,-,-,0.000,152.000,-
'25:21:08.448',-0.024,-,-,0.000,151.200,-
'25:21:08.456',-0.037,-,-,0.000,148.800,-
'25:21:08.464',-0.049,-,-,-0.020,145.600,-
'25:21:08.472',-0.061,-,-,-0.040,142.400,-
'25:21:08.480',-0.061,-,-,-0.040,137.600,-
'25:21:08.488',-0.061,-,-,-0.040,131.200,-
'25:21:08.496',-0.061,-,-,-0.060,126.400,-
'25:21:08.504',-0.061,-,-,-0.040,121.600,-
'25:21:08.512',-0.061,-,-,-0.060,117.600,-
'25:21:08.520',-0.061,-,-,-0.060,115.200,-
'25:21:08.528',-0.085,-,-,-0.060,112.800,-
'25:21:08.536',-0.110,-,-,-0.060,111.200,-
'25:21:08.544',-0.049,-,-,-0.060,109.600,-
'25:21:08.552',-0.061,-,-,-0.060,107.200,-
'25:21:08.560',-0.024,-,-,-0.040,106.400,-
'25:21:08.568',0.000,-,-,-0.040,105.600,-
'25:21:08.576',0.000,-,-,-0.040,106.400,-
'25:21:08.584',-0.024,-,-,-0.040,106.400,-
'25:21:08.592',-0.037,-,-,-0.040,107.200,-
'25:21:08.600',-0.049,-,-,-0.040,106.400,-
'25:21:08.608',0.000,-,-,-0.060,106.400,-
'25:21:08.616',-0.024,-,-,-0.080,105.600,-
'25:21:08.624',-0.049,-,-,-0.100,105.600,-
'25:21:08.632',-0.061,-,-,-0.100,104.800,-
'25:21:08.640',-0.085,-,-,-0.100,104.000,-
'25:21:08.648',-0.085,-,-,-0.100,102.400,-
'25:21:08.656',-0.073,-,-,-0.100,101.600,-
'25:21:08.664',-0.085,-,-,-0.100,100.000,-
'25:21:08.672',-0.085,-,-,-0.100,99.200,-
'25:21:08.680',-0.061,-,-,-0.100,98.400,-
'25:21:08.688',-0.073,-,-,-0.080,98.400,-
'25:21:08.696',-0.085,-,-,-0.080,98.400,-
'25:21:08.704',-0.061,-,-,-0.080,98.400,-
'25:21:08.712',-0.061,-,-,-0.060,97.600,-
'25:21:08.720',-0.061,-,-,-0.080,97.600,-
'25:21:08.728',-0.061,-,-,-0.060,96.000,-
'25:21:08.736',-0.073,-,-,-0.040,95.200,-
'25:21:08.744',-0.061,-,-,-0.040,94.400,-
'25:21:08.752',-0.122,-,-,-0.060,93.600,-
'25:21:08.760',-0.122,-,-,-0.020,92.800,-
'25:21:08.768',0.049,-,-,0.120,92.800,-
'25:21:08.776',0.378,-,-,0.500,91.200,-
'25:21:08.784',0.622,-,-,0.920,90.400,-
'25:21:08.792',0.354,-,-,0.640,89.600,-
'25:21:08.800',0.110,-,-,0.300,88.800,-
'25:21:08.808',0.073,-,-,0.280,88.000,-
'25:21:08.816',0.073,-,-,0.360,86.400,-
'25:21:08.824',0.000,-,-,0.340,85.600,-
'25:21:08.832',-0.061,-,-,0.280,84.800,-
'25:21:08.840',-0.061,-,-,0.180,84.000,-
'25:21:08.848',-0.024,-,-,0.080,84.000,-
'25:21:08.856',0.000,-,-,0.000,83.200,-
'25:21:08.864',0.024,-,-,0.000,82.400,-
'25:21:08.872',0.000,-,-,-0.040,81.600,-
'25:21:08.880',-0.024,-,-,-0.040,80.800,-
'25:21:08.888',-0.012,-,-,-0.040,80.800,-
'25:21:08.896',-0.024,-,-,-0.040,82.400,-
'25:21:08.904',-0.024,-,-,-0.060,84.800,-
'25:21:08.912',-0.024,-,-,-0.060,88.800,-
'25:21:08.920',-0.037,-,-,-0.060,94.400,-
'25:21:08.928',0.000,-,-,-0.080,101.600,-
'25:21:08.936',0.000,-,-,-0.040,109.600,-
'25:21:08.944',0.000,-,-,-0.040,117.600,-
'25:21:08.952',-0.024,-,-,-0.040,125.600,-
'25:21:08.960',-0.024,-,-,-0.040,132.800,-
'25:21:08.968',0.000,-,-,-0.040,140.000,-
'25:21:08.976',0.000,-,-,-0.040,144.800,-
'25:21:08.984',0.000,-,-,-0.040,148.800,-
'25:21:08.992',0.037,-,-,-0.040,152.000,-
'25:21:09.000',0.049,-,-,-0.060,156.000,-
'25:21:09.008',0.012,-,-,-0.040,160.000,-
'25:21:09.016',0.073,-,-,-0.040,161.600,-
'25:21:09.024',0.073,-,-,0.000,161.600,-
'25:21:09.032',0.049,-,-,0.000,160.800,-
'25:21:09.040',0.049,-,-,0.000,160.000,-
'25:21:09.048',0.049,-,-,0.020,159.200,-
'25:21:09.056',0.000,-,-,0.020,157.600,-
'25:21:09.064',0.000,-,-,0.000,156.000,-
'25:21:09.072',0.012,-,-,0.000,155.200,-
'25:21:09.080',-0.012,-,-,0.000,153.600,-
'25:21:09.088',-0.073,-,-,-0.020,152.000,-
'25:21:09.096',-0.061,-,-,-0.040,150.400,-
'25:21:09.104',-0.024,-,-,-0.060,148.000,-
'25:21:09.112',-0.061,-,-,-0.080,144.800,-
'25:21:09.120',-0.037,-,-,-0.060,140.800,-
'25:21:09.128',-0.012,-,-,-0.040,136.800,-
'25:21:09.136',-0.024,-,-,-0.060,132.000,-
'25:21:09.144',-0.049,-,-,-0.060,126.400,-
'25:21:09.152',-0.061,-,-,-0.080,120.800,-
'25:21:09.160',0.000,-,-,-0.060,116.000,-
'25:21:09.168',-0.024,-,-,-0.080,112.000,-
'25:21:09.176',-0.024,-,-,-0.100,110.400,-
'25:21:09.184',-0.024,-,-,-0.100,108.800,-
'25:21:09.192',-0.061,-,-,-0.100,108.000,-
'25:21:09.200',-0.085,-,-,-0.100,106.400,-
'25:21:09.208',-0.122,-,-,-0.100,104.800,-
'25:21:09.216',-0.085,-,-,-0.140,103.200,-
'25:21:09.224',-0.073,-,-,-0.120,103.200,-
'25:21:09.232',-0.122,-,-,-0.100,104.000,-
'25:21:09.240',-0.073,-,-,-0.140,104.000,-
'25:21:09.248',-0.061,-,-,-0.120,104.000,-
'25:21:09.256',-0.085,-,-,-0.140,104.000,-
'25:21:09.264',-0.085,-,-,-0.120,104.000,-
'25:21:09.272',-0.085,-,-,-0.140,102.400,-
'25:21:09.280',-0.085,-,-,-0.140,100.800,-
'25:21:09.288',-0.110,-,-,-0.140,99.200,-
'25:21:09.296',-0.085,-,-,-0.120,98.400,-
'25:21:09.304',-0.159,-,-,-0.120,98.400,-
'25:21:09.312',-0.061,-,-,-0.140,98.400,-
'25:21:09.320',-0.085,-,-,-0.100,97.600,-
'25:21:09.328',-0.085,-,-,-0.100,97.600,-
'25:21:09.336',-0.024,-,-,-0.020,96.800,-
'25:21:09.344',0.146,-,-,0.120,95.200,-
'25:21:09.352',0.476,-,-,0.580,93.600,-
'25:21:09.360',0.622,-,-,0.840,92.000,-
'25:21:09.368',0.244,-,-,0.420,90.400,-
'25:21:09.376',0.024,-,-,0.180,89.600,-
'25:21:09.384',0.049,-,-,0.240,88.800,-
'25:21:09.392',0.049,-,-,0.280,88.000,-
'25:21:09.400',0.000,-,-,0.260,87.200,-
'25:21:09.408',-0.061,-,-,0.200,86.400,-
'25:21:09.416',-0.122,-,-,0.120,85.600,-
'25:21:09.424',0.000,-,-,0.020,84.800,-
'25:21:09.432',0.000,-,-,-0.040,84.000,-
'25:21:09.440',-0.024,-,-,-0.040,83.200,-
'25:21:09.448',-0.061,-,-,-0.080,82.400,-
'25:21:09.456',-0.012,-,-,-0.100,81.600,-
'25:21:09.464',0.000,-,-,-0.100,81.600,-
'25:21:09.472',-0.012,-,-,-0.100,81.600,-
'25:21:09.480',0.000,-,-,-0.100,82.400,-
'25:21:09.488',-0.024,-,-,-0.100,84.800,-
'25:21:09.496',-0.024,-,-,-0.080,88.000,-
'25:21:09.504',0.000,-,-,-0.100,92.000,-
'25:21:09.512',0.000,-,-,-0.080,97.600,-
'25:21:09.520',0.000,-,-,-0.080,103.200,-
'25:21:09.528',0.000,-,-,-0.100,109.600,-
'25:21:09.536',0.000,-,-,-0.080,116.800,-
'25:21:09.544',0.000,-,-,-0.100,124.000,-
'25:21:09.552',0.000,-,-,-0.080,130.400,-
'25:21:09.560',0.000,-,-,-0.100,136.000,-
'25:21:09.568',0.000,-,-,-0.080,140.800,-
'25:21:09.576',0.049,-,-,-0.100,144.000,-
'25:21:09.584',0.037,-,-,-0.060,146.400,-
'25:21:09.592',0.061,-,-,-0.080,147.200,-
'25:21:09.600',0.049,-,-,-0.040,147.200,-
'25:21:09.608',0.110,-,-,-0.040,147.200,-
'25:21:09.616',0.061,-,-,-0.020,147.200,-
'25:21:09.624',0.024,-,-,-0.020,146.400,-
'25:21:09.632',0.049,-,-,0.000,144.800,-
'25:21:09.640',0.024,-,-,-0.020,143.200,-
'25:21:09.648',0.000,-,-,-0.020,141.600,-
'25:21:09.656',-0.024,-,-,-0.040,139.200,-
'25:21:09.664',-0.061,-,-,-0.060,136.000,-
'25:21:09.672',-0.049,-,-,-0.080,132.800,-
'25:21:09.680',-0.037,-,-,-0.060,128.800,-
'25:21:09.688',-0.085,-,-,-0.080,124.800,-
'25:21:09.696',-0.085,-,-,-0.100,120.000,-
'25:21:09.704',-0.049,-,-,-0.100,115.200,-
'25:21:09.712',-0.061,-,-,-0.100,111.200,-
'25:21:09.720',-0.024,-,-,-0.080,107.200,-
'25:21:09.728',-0.012,-,-,-0.040,104.000,-
'25:21:09.736',-0.024,-,-,-0.060,101.600,-
'25:21:09.744',-0.049,-,-,-0.040,100.000,-
'25:21:09.752',-0.073,-,-,-0.060,99.200,-
'25:21:09.760',0.000,-,-,-0.080,99.200,-
'25:21:09.768',-0.024,-,-,-0.060,99.200,-
'25:21:09.776',-0.085,-,-,-0.060,99.200,-
'25:21:09.784',-0.024,-,-,-0.100,100.000,-
'25:21:09.792',-0.037,-,-,-0.100,100.000,-
'25:21:09.800',-0.085,-,-,-0.100,100.000,-
'25:21:09.808',-0.024,-,-,-0.080,99.200,-
'25:21:09.816',-0.037,-,-,-0.100,99.200,-
'25:21:09.824',-0.061,-,-,-0.080,99.200,-
'25:21:09.832',-0.061,-,-,-0.100,100.000,-
'25:21:09.840',-0.073,-,-,-0.080,100.000,-
'25:21:09.848',-0.061,-,-,-0.080,100.000,-
'25:21:09.856',-0.061,-,-,-0.080,99.200,-
'25:21:09.864',-0.085,-,-,-0.080,98.400,-
'25:21:09.872',-0.073,-,-,-0.100,97.600,-
'25:21:09.880',-0.061,-,-,-0.080,96.800,-
'25:21:09.888',-0.085,-,-,-0.080,96.000,-
'25:21:09.896',-0.122,-,-,-0.060,95.200,-
'25:21:09.904',-0.049,-,-,-0.080,94.400,-
'25:21:09.912',-0.073,-,-,-0.040,93.600,-
'25:21:09.920',-0.146,-,-,-0.040,92.800,-
'25:21:09.928',-0.061,-,-,0.000,92.000,-
'25:21:09.936',0.146,-,-,0.180,91.200,-
'25:21:09.944',0.439,-,-,0.640,91.200,-
'25:21:09.952',0.585,-,-,0.880,91.200,-
'25:21:09.960',0.256,-,-,0.520,90.400,-
'25:21:09.968',0.073,-,-,0.300,89.600,-
'25:21:09.976',0.085,-,-,0.280,88.000,-
'25:21:09.984',0.073,-,-,0.360,87.200,-
'25:21:09.992',0.024,-,-,0.320,86.400,-
'25:21:10.000',0.000,-,-,0.260,84.800,-
'25:21:10.008',-0.012,-,-,0.140,84.000,-
'25:21:10.016',0.000,-,-,0.040,83.200,-
'25:21:10.024',0.000,-,-,0.000,82.400,-
'25:21:10.032',-0.024,-,-,-0.020,81.600,-
'25:21:10.040',0.000,-,-,-0.040,80.800,-
'25:21:10.048',-0.024,-,-,-0.040,80.800,-
'25:21:10.056',-0.037,-,-,-0.060,80.800,-
'25:21:10.064',-0.012,-,-,-0.060,82.400,-
'25:21:10.072',-0.110,-,-,-0.040,84.800,-
'25:21:10.080',-0.024,-,-,-0.060,89.600,-
'25:21:10.088',0.000,-,-,-0.080,96.000,-
'25:21:10.096',0.012,-,-,-0.060,103.200,-
'25:21:10.104',0.000,-,-,-0.080,111.200,-
'25:21:10.112',0.000,-,-,-0.040,119.200,-
'25:21:10.120',0.000,-,-,-0.040,127.200,-
'25:21:10.128',0.000,-,-,-0.040,135.200,-
'25:21:10.136',0.000,-,-,-0.040,141.600,-
'25:21:10.144',0.000,-,-,-0.040,147.200,-
'25:21:10.152',0.012,-,-,-0.040,152.000,-
'25:21:10.160',0.000,-,-,-0.040,156.000,-
'25:21:10.168',0.024,-,-,-0.040,158.400,-
'25:21:10.176',0.049,-,-,-0.020,160.000,-
'25:21:10.184',0.024,-,-,-0.040,160.800,-
'25:21:10.192',0.037,-,-,0.000,160.800,-
'25:21:10.200',0.024,-,-,0.000,160.000,-
'25:21:10.208',0.049,-,-,0.000,158.400,-
'25:21:10.216',0.073,-,-,0.000,157.600,-
'25:21:10.224',0.049,-,-,0.020,156.000,-
'25:21:10.232',0.012,-,-,0.000,155.200,-
'25:21:10.240',-0.024,-,-,0.020,153.600,-
'25:21:10.248',0.000,-,-,0.000,152.000,-
'25:21:10.256',-0.024,-,-,-0.020,150.400,-
'25:21:10.264',-0.061,-,-,-0.040,148.800,-
'25:21:10.272',-0.061,-,-,-0.040,146.400,-
'25:21:10.280',-0.024,-,-,-0.040,143.200,-
'25:21:10.288',-0.012,-,-,-0.020,138.400,-
'25:21:10.296',-0.061,-,-,-0.020,132.800,-
'25:21:10.304',-0.024,-,-,-0.040,126.400,-
'25:21:10.312',0.000,-,-,-0.040,120.800,-
'25:21:10.320',-0.061,-,-,-0.040,116.800,-
'25:21:10.328',-0.024,-,-,-0.040,113.600,-
'25:21:10.336',0.000,-,-,-0.060,112.000,-
'25:21:10.344',0.000,-,-,-0.080,110.400,-
'25:21:10.352',-0.037,-,-,-0.080,109.600,-
'25:21:10.360',-0.085,-,-,-0.100,108.800,-
'25:21:10.368',-0.110,-,-,-0.100,108.000,-
'25:21:10.376',-0.061,-,-,-0.100,107.200,-
'25:21:10.384',-0.073,-,-,-0.100,107.200,-
'25:21:10.392',-0.085,-,-,-0.100,107.200,-
'25:21:10.400',-0.061,-,-,-0.100,107.200,-
'25:21:10.408',-0.061,-,-,-0.100,106.400,-
'25:21:10.416',-0.085,-,-,-0.100,105.600,-
'25:21:10.424',-0.110,-,-,-0.100,104.800,-
'25:21:10.432',-0.085,-,-,-0.100,104.800,-
'25:21:10.440',-0.073,-,-,-0.100,104.000,-
'25:21:10.448',-0.085,-,-,-0.100,104.000,-
'25:21:10.456',-0.085,-,-,-0.100,103.200,-
'25:21:10.464',-0.122,-,-,-0.100,102.400,-
'25:21:10.472',-0.024,-,-,-0.080,101.600,-
'25:21:10.480',-0.085,-,-,-0.100,100.800,-
'25:21:10.488',-0.134,-,-,-0.100,99.200,-
'25:21:10.496',-0.085,-,-,-0.040,98.400,-
'25:21:10.504',0.049,-,-,0.080,97.600,-
'25:21:10.512',0.329,-,-,0.460,96.800,-
'25:21:10.520',0.610,-,-,0.900,96.000,-
'25:21:10.528',0.378,-,-,0.640,95.200,-
'25:21:10.536',0.085,-,-,0.300,94.400,-
'25:21:10.544',0.049,-,-,0.260,94.400,-
'25:21:10.552',0.049,-,-,0.340,93.600,-
'25:21:10.560',0.024,-,-,0.320,92.800,-
'25:21:10.568',-0.037,-,-,0.280,92.000,-
'25:21:10.576',-0.061,-,-,0.180,91.200,-
'25:21:10.584',0.000,-,-,0.060,90.400,-
'25:21:10.592',0.000,-,-,0.000,88.800,-
'25:21:10.600',-0.061,-,-,0.000,87.200,-
'25:21:10.608',-0.122,-,-,-0.020,86.400,-
'25:21:10.616',0.000,-,-,-0.060,85.600,-
'25:21:10.624',0.000,-,-,-0.080,85.600,-
'25:21:10.632',-0.024,-,-,-0.060,86.400,-
'25:21:10.640',0.000,-,-,-0.080,88.000,-
'25:21:10.648',-0.024,-,-,-0.060,90.400,-
'25:21:10.656',-0.037,-,-,-0.080,94.400,-
'25:21:10.664',0.000,-,-,-0.060,100.000,-
'25:21:10.672',0.000,-,-,-0.040,106.400,-
'25:21:10.680',0.000,-,-,-0.060,113.600,-
'25:21:10.688',0.000,-,-,-0.060,120.800,-
'25:21:10.696',0.000,-,-,-0.060,128.800,-
'25:21:10.704',0.024,-,-,-0.040,136.000,-
'25:21:10.712',-0.012,-,-,-0.080,142.400,-
'25:21:10.720',0.000,-,-,-0.060,148.000,-
'25:21:10.728',0.012,-,-,-0.060,152.000,-
'25:21:10.736',0.000,-,-,-0.080,155.200,-
'25:21:10.744',0.024,-,-,-0.040,156.800,-
'25:21:10.752',0.049,-,-,-0.040,157.600,-
'25:21:10.760',-0.024,-,-,-0.040,157.600,-
'25:21:10.768',0.073,-,-,-0.020,157.600,-
'25:21:10.776',0.146,-,-,0.000,156.800,-
'25:21:10.784',0.037,-,-,-0.020,156.000,-
'25:21:10.792',0.024,-,-,-0.020,154.400,-
'25:21:10.800',0.037,-,-,0.000,152.000,-
'25:21:10.808',0.000,-,-,0.000,149.600,-
'25:21:10.816',-0.012,-,-,-0.020,147.200,-
'25:21:10.824',-0.024,-,-,-0.040,144.800,-
'25:21:10.832',-0.037,-,-,-0.040,142.400,-
'25:21:10.840',-0.061,-,-,-0.040,139.200,-
'25:21:10.848',-0.061,-,-,-0.060,135.200,-
'25:21:10.856',-0.061,-,-,-0.060,131.200,-
'25:21:10.864',-0.024,-,-,-0.040,126.400,-
'25:21:10.872',-0.024,-,-,-0.040,122.400,-
'25:21:10.880',-0.061,-,-,-0.040,117.600,-
'25:21:10.888',-0.024,-,-,-0.040,113.600,-
'25:21:10.896',-0.049,-,-,-0.060,111.200,-
'25:21:10.904',0.000,-,-,-0.040,108.800,-
'25:21:10.912',0.000,-,-,-0.060,107.200,-
'25:21:10.920',-0.024,-,-,-0.100,106.400,-
'25:21:10.928',-0.122,-,-,-0.080,105.600,-
'25:21:10.936',-0.159,-,-,-0.120,105.600,-
'25:21:10.944',-0.024,-,-,-0.100,105.600,-
'25:21:10.952',-0.085,-,-,-0.080,104.800,-
'25:21:10.960',-0.122,-,-,-0.100,104.800,-
'25:21:10.968',-0.061,-,-,-0.100,104.000,-
'25:21:10.976',-0.049,-,-,-0.100,104.000,-
'25:21:10.984',-0.037,-,-,-0.100,103.200,-
'25:21:10.992',-0.085,-,-,-0.100,102.400,-
'25:21:11.000',-0.085,-,-,-0.120,101.600,-
'25:21:11.008',-0.110,-,-,-0.120,100.800,-
'25:21:11.016',-0.085,-,-,-0.120,100.000,-
'25:21:11.024',-0.122,-,-,-0.100,99.200,-
'25:21:11.032',-0.085,-,-,-0.100,98.400,-
'25:21:11.040',-0.085,-,-,-0.100,97.600,-
'25:21:11.048',-0.085,-,-,-0.100,96.800,-
'25:21:11.056',-0.085,-,-,-0.080,96.000,-
'25:21:11.064',-0.134,-,-,-0.100,95.200,-
'25:21:11.072',-0.146,-,-,-0.040,95.200,-
'25:21:11.080',0.110,-,-,0.120,94.400,-
'25:21:11.088',0.439,-,-,0.560,93.600,-
'25:21:11.096',0.622,-,-,0.880,92.800,-
'25:21:11.104',0.280,-,-,0.540,91.200,-
'25:21:11.112',0.073,-,-,0.260,89.600,-
'25:21:11.120',0.049,-,-,0.240,87.200,-
'25:21:11.128',0.000,-,-,0.320,85.600,-
'25:21:11.136',-0.061,-,-,0.300,84.000,-
'25:21:11.144',-0.110,-,-,0.220,83.200,-
'25:21:11.152',-0.012,-,-,0.140,82.400,-
'25:21:11.160',-0.037,-,-,0.040,82.400,-
'25:21:11.168',-0.024,-,-,-0.040,82.400,-
'25:21:11.176',-0.146,-,-,-0.060,83.200,-
'25:21:11.184',-0.024,-,-,-0.100,83.200,-
'25:21:11.192',0.000,-,-,-0.100,83.200,-
'25:21:11.200',0.049,-,-,-0.080,83.200,-
'25:21:11.208',-0.024,-,-,-0.100,84.000,-
'25:21:11.216',-0.024,-,-,-0.120,86.400,-
'25:21:11.224',0.000,-,-,-0.100,89.600,-
'25:21:11.232',-0.012,-,-,-0.080,94.400,-
'25:21:11.240',-0.024,-,-,-0.100,100.800,-
'25:21:11.248',0.073,-,-,-0.060,107.200,-
'25:21:11.256',-0.061,-,-,-0.100,114.400,-
'25:21:11.264',-0.085,-,-,-0.120,122.400,-
'25:21:11.272',-0.037,-,-,-0.120,129.600,-
'25:21:11.280',-0.061,-,-,-0.100,137.600,-
'25:21:11.288',-0.085,-,-,-0.100,143.200,-
'25:21:11.296',-0.037,-,-,-0.100,148.000,-
'25:21:11.304',0.012,-,-,-0.140,152.000,-
'25:21:11.312',0.049,-,-,-0.120,155.200,-
'25:21:11.320',-0.024,-,-,-0.100,157.600,-
'25:21:11.328',-0.061,-,-,-0.080,158.400,-
'25:21:11.336',0.073,-,-,-0.080,158.400,-
'25:21:11.344',0.122,-,-,-0.040,157.600,-
'25:21:11.352',0.037,-,-,-0.040,156.800,-
'25:21:11.360',-0.024,-,-,-0.040,156.000,-
'25:21:11.368',0.024,-,-,-0.040,154.400,-
'25:21:11.376',0.024,-,-,-0.040,152.000,-
'25:21:11.384',-0.012,-,-,-0.040,148.800,-
'25:21:11.392',0.000,-,-,-0.060,145.600,-
'25:21:11.400',-0.037,-,-,-0.060,142.400,-
'25:21:11.408',-0.085,-,-,-0.100,139.200,-
'25:21:11.416',-0.122,-,-,-0.100,135.200,-
'25:21:11.424',-0.061,-,-,-0.100,131.200,-
'25:21:11.432',-0.024,-,-,-0.100,127.200,-
'25:21:11.440',-0.061,-,-,-0.100,123.200,-
'25:21:11.448',-0.024,-,-,-0.100,118.400,-
'25:21:11.456',-0.049,-,-,-0.080,114.400,-
'25:21:11.464',-0.024,-,-,-0.060,112.000,-
'25:21:11.472',-0.085,-,-,-0.080,110.400,-
'25:21:11.480',0.000,-,-,-0.080,108.800,-
'25:21:11.488',-0.024,-,-,-0.100,106.400,-
'25:21:11.496',-0.061,-,-,-0.120,104.800,-
'25:21:11.504',-0.024,-,-,-0.140,103.200,-
'25:21:11.512',-0.085,-,-,-0.100,101.600,-
'25:21:11.520',-0.085,-,-,-0.140,100.800,-
'25:21:11.528',-0.073,-,-,-0.160,100.000,-
'25:21:11.536',-0.085,-,-,-0.140,99.200,-
'25:21:11.544',-0.134,-,-,-0.140,99.200,-
'25:21:11.552',-0.110,-,-,-0.140,98.400,-
'25:21:11.560',-0.085,-,-,-0.140,98.400,-
'25:21:11.568',-0.122,-,-,-0.140,98.400,-
'25:21:11.576',-0.134,-,-,-0.140,99.200,-
'25:21:11.584',-0.110,-,-,-0.140,100.000,-
'25:21:11.592',-0.122,-,-,-0.140,100.000,-
'25:21:11.600',-0.085,-,-,-0.140,99.200,-
'25:21:11.608',-0.122,-,-,-0.140,98.400,-
'25:21:11.616',-0.073,-,-,-0.140,96.800,-
'25:21:11.624',-0.085,-,-,-0.140,96.000,-
'25:21:11.632',-0.024,-,-,-0.100,94.400,-
'25:21:11.640',-0.122,-,-,-0.120,92.800,-
'25:21:11.648',-0.171,-,-,-0.140,92.000,-
'25:21:11.656',-0.049,-,-,0.000,91.200,-
'25:21:11.664',0.207,-,-,0.220,89.600,-
'25:21:11.672',0.537,-,-,0.700,88.800,-
'25:21:11.680',0.585,-,-,0.820,88.800,-
'25:21:11.688',0.146,-,-,0.300,88.000,-
