'Elapsed time','II','AVF','MCL1','ABP','PAP'
'120:52:44.296',-0.216,-0.175,-,-,-
'120:52:44.304',-0.232,-0.219,-,-,-
'120:52:44.312',-0.056,-0.254,-,-,-
'120:52:44.320',0.392,0.000,-,-,-
'120:52:44.328',0.792,0.553,-,-,-
'120:52:44.336',0.816,0.912,-,-,-
'120:52:44.344',0.288,0.465,-,-,-
'120:52:44.352',-0.008,0.088,-,-,-
'120:52:44.360',-0.072,-0.079,-,-,-
'120:52:44.368',-0.024,-0.035,-,-,-
'120:52:44.376',0.008,0.000,-,-,-
'120:52:44.384',0.000,-0.009,-,-,-
'120:52:44.392',-0.016,-0.009,-,-,-
'120:52:44.400',-0.024,-0.018,-,-,-
'120:52:44.408',-0.016,-0.026,-,-,-
'120:52:44.416',-0.016,-0.018,-,-,-
'120:52:44.424',-0.008,0.018,-,-,-
'120:52:44.432',-0.008,0.026,-,-,-
'120:52:44.440',-0.016,-0.026,-,-,-
'120:52:44.448',-0.032,-0.044,-,-,-
'120:52:44.456',-0.048,-0.053,-,-,-
'120:52:44.464',-0.064,-0.061,-,-,-
'120:52:44.472',-0.080,-0.053,-,-,-
'120:52:44.480',-0.112,-0.079,-,-,-
'120:52:44.488',-0.144,-0.132,-,-,-
'120:52:44.496',-0.176,-0.175,-,-,-
'120:52:44.504',-0.192,-0.167,-,-,-
'120:52:44.512',-0.192,-0.202,-,-,-
'120:52:44.520',-0.176,-0.184,-,-,-
'120:52:44.528',-0.136,-0.193,-,-,-
'120:52:44.536',-0.080,-0.123,-,-,-
'120:52:44.544',-0.016,-0.035,-,-,-
'120:52:44.552',0.000,0.000,-,-,-
'120:52:44.560',0.000,-0.018,-,-,-
'120:52:44.568',0.000,-0.009,-,-,-
'120:52:44.576',0.000,-0.061,-,-,-
'120:52:44.584',0.008,-0.026,-,-,-
'120:52:44.592',0.024,-0.018,-,-,-
'120:52:44.600',0.032,0.000,-,-,-
'120:52:44.608',0.048,0.018,-,-,-
'120:52:44.616',0.064,0.026,-,-,-
'120:52:44.624',0.064,0.035,-,-,-
'120:52:44.632',0.040,0.053,-,-,-
'120:52:44.640',0.016,0.018,-,-,-
'120:52:44.648',0.000,0.009,-,-,-
'120:52:44.656',0.000,0.000,-,-,-
'120:52:44.664',-0.008,0.000,-,-,-
'120:52:44.672',-0.008,0.009,-,-,-
'120:52:44.680',-0.016,0.000,-,-,-
'120:52:44.688',-0.024,0.009,-,-,-
'120:52:44.696',-0.040,0.000,-,-,-
'120:52:44.704',-0.056,0.009,-,-,-
'120:52:44.712',-0.088,-0.018,-,-,-
'120:52:44.720',-0.112,-0.096,-,-,-
'120:52:44.728',-0.128,-0.140,-,-,-
'120:52:44.736',-0.128,-0.158,-,-,-
'120:52:44.744',-0.112,-0.140,-,-,-
'120:52:44.752',-0.072,-0.132,-,-,-
'120:52:44.760',-0.016,-0.044,-,-,-
'120:52:44.768',0.048,0.044,-,-,-
'120:52:44.776',0.064,0.061,-,-,-
'120:52:44.784',0.040,0.035,-,-,-
'120:52:44.792',0.032,0.044,-,-,-
'120:52:44.800',0.056,0.096,-,-,-
'120:52:44.808',0.064,0.061,-,-,-
'120:52:44.816',0.048,0.035,-,-,-
'120:52:44.824',0.040,0.061,-,-,-
'120:52:44.832',0.056,0.053,-,-,-
'120:52:44.840',0.072,0.035,-,-,-
'120:52:44.848',0.064,0.053,-,-,-
'120:52:44.856',0.064,0.044,-,-,-
'120:52:44.864',0.056,0.114,-,-,-
'120:52:44.872',0.048,0.061,-,-,-
'120:52:44.880',0.048,0.035,-,-,-
'120:52:44.888',0.048,-0.018,-,-,-
'120:52:44.896',0.064,0.026,-,-,-
'120:52:44.904',0.096,0.061,-,-,-
'120:52:44.912',0.096,0.053,-,-,-
'120:52:44.920',0.024,0.061,-,-,-
'120:52:44.928',-0.048,0.000,-,-,-
'120:52:44.936',-0.088,-0.061,-,-,-
'120:52:44.944',-0.112,-0.096,-,-,-
'120:52:44.952',-0.128,-0.114,-,-,-
'120:52:44.960',-0.136,-0.105,-,-,-
'120:52:44.968',-0.104,-0.114,-,-,-
'120:52:44.976',-0.056,-0.088,-,-,-
'120:52:44.984',0.008,-0.018,-,-,-
'120:52:44.992',0.072,0.061,-,-,-
'120:52:45.000',0.096,0.079,-,-,-
'120:52:45.008',0.088,0.035,-,-,-
'120:52:45.016',0.080,0.061,-,-,-
'120:52:45.024',0.080,0.070,-,-,-
'120:52:45.032',0.072,0.114,-,-,-
'120:52:45.040',0.072,0.035,-,-,-
'120:52:45.048',0.072,0.061,-,-,-
'120:52:45.056',0.080,0.088,-,-,-
'120:52:45.064',0.080,0.096,-,-,-
'120:52:45.072',0.064,0.026,-,-,-
'120:52:45.080',0.016,0.035,-,-,-
'120:52:45.088',0.000,-0.044,-,-,-
'120:52:45.096',0.224,-0.070,-,-,-
'120:52:45.104',0.664,0.246,-,-,-
'120:52:45.112',0.912,0.842,-,-,-
'120:52:45.120',0.656,0.974,-,-,-
'120:52:45.128',0.192,0.360,-,-,-
'120:52:45.136',-0.088,-0.053,-,-,-
'120:52:45.144',-0.144,-0.184,-,-,-
'120:52:45.152',-0.104,-0.140,-,-,-
'120:52:45.160',-0.088,-0.061,-,-,-
'120:52:45.168',-0.128,-0.132,-,-,-
'120:52:45.176',-0.152,-0.202,-,-,-
'120:52:45.184',-0.144,-0.149,-,-,-
'120:52:45.192',-0.128,-0.158,-,-,-
'120:52:45.200',-0.080,-0.132,-,-,-
'120:52:45.208',-0.016,-0.053,-,-,-
'120:52:45.216',0.040,0.018,-,-,-
'120:52:45.224',0.072,0.053,-,-,-
'120:52:45.232',0.080,0.053,-,-,-
'120:52:45.240',0.072,0.035,-,-,-
'120:52:45.248',0.064,0.018,-,-,-
'120:52:45.256',0.072,0.044,-,-,-
'120:52:45.264',0.080,0.026,-,-,-
'120:52:45.272',0.072,0.053,-,-,-
'120:52:45.280',0.040,0.018,-,-,-
'120:52:45.288',0.024,0.018,-,-,-
'120:52:45.296',0.024,0.018,-,-,-
'120:52:45.304',0.024,0.018,-,-,-
'120:52:45.312',0.024,0.000,-,-,-
'120:52:45.320',0.024,0.009,-,-,-
'120:52:45.328',0.032,-0.018,-,-,-
'120:52:45.336',0.024,0.000,-,-,-
'120:52:45.344',0.016,-0.009,-,-,-
'120:52:45.352',0.008,-0.053,-,-,-
'120:52:45.360',0.008,-0.026,-,-,-
'120:52:45.368',-0.008,-0.009,-,-,-
'120:52:45.376',-0.032,-0.061,-,-,-
'120:52:45.384',-0.056,-0.096,-,-,-
'120:52:45.392',-0.072,-0.123,-,-,-
'120:52:45.400',-0.072,-0.096,-,-,-
'120:52:45.408',-0.080,-0.123,-,-,-
'120:52:45.416',-0.072,-0.132,-,-,-
'120:52:45.424',-0.024,-0.096,-,-,-
'120:52:45.432',0.040,-0.009,-,-,-
'120:52:45.440',0.088,0.053,-,-,-
'120:52:45.448',0.104,0.114,-,-,-
'120:52:45.456',0.104,0.096,-,-,-
'120:52:45.464',0.104,0.114,-,-,-
'120:52:45.472',0.112,0.114,-,-,-
'120:52:45.480',0.120,0.114,-,-,-
'120:52:45.488',0.128,0.132,-,-,-
'120:52:45.496',0.128,0.096,-,-,-
'120:52:45.504',0.128,0.114,-,-,-
'120:52:45.512',0.120,0.096,-,-,-
'120:52:45.520',0.112,0.123,-,-,-
'120:52:45.528',0.104,0.096,-,-,-
'120:52:45.536',0.104,0.123,-,-,-
'120:52:45.544',0.088,0.070,-,-,-
'120:52:45.552',0.064,0.088,-,-,-
'120:52:45.560',0.008,0.053,-,-,-
'120:52:45.568',-0.064,-0.026,-,-,-
'120:52:45.576',0.000,-0.149,-,-,-
'120:52:45.584',0.360,-0.158,-,-,-
'120:52:45.592',0.784,0.491,-,-,-
'120:52:45.600',0.840,0.930,-,-,-
'120:52:45.608',0.304,0.491,-,-,-
'120:52:45.616',-0.080,0.035,-,-,-
'120:52:45.624',-0.200,-0.211,-,-,-
'120:52:45.632',-0.160,-0.237,-,-,-
'120:52:45.640',-0.088,-0.123,-,-,-
'120:52:45.648',-0.024,-0.061,-,-,-
'120:52:45.656',0.024,0.009,-,-,-
'120:52:45.664',0.048,0.053,-,-,-
'120:52:45.672',0.056,0.061,-,-,-
'120:52:45.680',0.048,0.026,-,-,-
'120:52:45.688',0.040,0.044,-,-,-
'120:52:45.696',0.032,0.018,-,-,-
'120:52:45.704',0.032,0.009,-,-,-
'120:52:45.712',0.032,0.018,-,-,-
'120:52:45.720',0.032,0.018,-,-,-
'120:52:45.728',0.024,0.000,-,-,-
'120:52:45.736',0.024,0.009,-,-,-
'120:52:45.744',0.008,0.000,-,-,-
'120:52:45.752',-0.008,0.000,-,-,-
'120:52:45.760',-0.024,-0.026,-,-,-
'120:52:45.768',-0.040,-0.044,-,-,-
'120:52:45.776',-0.040,-0.070,-,-,-
'120:52:45.784',-0.032,-0.026,-,-,-
'120:52:45.792',-0.072,-0.061,-,-,-
'120:52:45.800',-0.128,-0.105,-,-,-
'120:52:45.808',-0.176,-0.149,-,-,-
'120:52:45.816',-0.216,-0.175,-,-,-
'120:52:45.824',-0.248,-0.219,-,-,-
'120:52:45.832',-0.272,-0.254,-,-,-
'120:52:45.840',-0.280,-0.263,-,-,-
'120:52:45.848',-0.288,-0.272,-,-,-
'120:52:45.856',-0.256,-0.281,-,-,-
'120:52:45.864',-0.192,-0.211,-,-,-
'120:52:45.872',-0.104,-0.140,-,-,-
'120:52:45.880',-0.032,-0.044,-,-,-
'120:52:45.888',0.000,0.018,-,-,-
'120:52:45.896',0.008,0.018,-,-,-
'120:52:45.904',0.016,0.018,-,-,-
'120:52:45.912',0.008,0.009,-,-,-
'120:52:45.920',0.008,0.026,-,-,-
'120:52:45.928',0.008,0.018,-,-,-
'120:52:45.936',0.000,0.035,-,-,-
'120:52:45.944',-0.008,-0.018,-,-,-
'120:52:45.952',-0.016,0.000,-,-,-
'120:52:45.960',-0.024,-0.018,-,-,-
'120:52:45.968',-0.032,-0.009,-,-,-
'120:52:45.976',-0.032,-0.018,-,-,-
'120:52:45.984',-0.032,-0.026,-,-,-
'120:52:45.992',-0.040,-0.009,-,-,-
'120:52:46.000',-0.048,-0.018,-,-,-
'120:52:46.008',-0.056,-0.026,-,-,-
'120:52:46.016',-0.064,-0.035,-,-,-
'120:52:46.024',-0.096,-0.053,-,-,-
'120:52:46.032',-0.168,-0.088,-,-,-
'120:52:46.040',-0.200,-0.211,-,-,-
'120:52:46.048',-0.016,-0.254,-,-,-
'120:52:46.056',0.384,0.026,-,-,-
'120:52:46.064',0.616,0.579,-,-,-
'120:52:46.072',0.384,0.702,-,-,-
'120:52:46.080',0.016,0.167,-,-,-
'120:52:46.088',-0.152,-0.114,-,-,-
'120:52:46.096',-0.152,-0.175,-,-,-
'120:52:46.104',-0.040,-0.044,-,-,-
'120:52:46.112',-0.016,-0.009,-,-,-
'120:52:46.120',-0.016,0.000,-,-,-
'120:52:46.128',-0.016,-0.018,-,-,-
'120:52:46.136',-0.008,0.000,-,-,-
'120:52:46.144',0.000,-0.018,-,-,-
'120:52:46.152',0.000,-0.009,-,-,-
'120:52:46.160',0.000,-0.018,-,-,-
'120:52:46.168',-0.008,0.000,-,-,-
'120:52:46.176',-0.024,-0.018,-,-,-
'120:52:46.184',-0.032,-0.035,-,-,-
'120:52:46.192',-0.032,-0.018,-,-,-
'120:52:46.200',-0.040,-0.009,-,-,-
'120:52:46.208',-0.056,-0.053,-,-,-
'120:52:46.216',-0.072,-0.061,-,-,-
'120:52:46.224',-0.080,-0.061,-,-,-
'120:52:46.232',-0.080,-0.061,-,-,-
'120:52:46.240',-0.072,-0.088,-,-,-
'120:52:46.248',-0.088,-0.053,-,-,-
'120:52:46.256',-0.136,-0.123,-,-,-
'120:52:46.264',-0.176,-0.158,-,-,-
'120:52:46.272',-0.192,-0.193,-,-,-
'120:52:46.280',-0.208,-0.211,-,-,-
'120:52:46.288',-0.216,-0.219,-,-,-
'120:52:46.296',-0.200,-0.211,-,-,-
'120:52:46.304',-0.152,-0.184,-,-,-
'120:52:46.312',-0.080,-0.123,-,-,-
'120:52:46.320',-0.024,-0.044,-,-,-
'120:52:46.328',0.000,0.009,-,-,-
'120:52:46.336',0.008,0.018,-,-,-
'120:52:46.344',0.024,0.009,-,-,-
'120:52:46.352',0.032,0.035,-,-,-
'120:52:46.360',0.032,0.053,-,-,-
'120:52:46.368',0.032,0.079,-,-,-
'120:52:46.376',0.024,0.035,-,-,-
'120:52:46.384',0.032,0.018,-,-,-
'120:52:46.392',0.040,0.044,-,-,-
'120:52:46.400',0.008,0.035,-,-,-
'120:52:46.408',-0.008,0.000,-,-,-
'120:52:46.416',-0.008,0.018,-,-,-
'120:52:46.424',-0.008,0.026,-,-,-
'120:52:46.432',-0.024,0.009,-,-,-
'120:52:46.440',-0.032,-0.018,-,-,-
'120:52:46.448',-0.032,0.000,-,-,-
'120:52:46.456',-0.032,0.009,-,-,-
'120:52:46.464',-0.048,-0.018,-,-,-
'120:52:46.472',-0.080,-0.009,-,-,-
'120:52:46.480',-0.128,-0.061,-,-,-
'120:52:46.488',-0.200,-0.114,-,-,-
'120:52:46.496',-0.264,-0.219,-,-,-
'120:52:46.504',-0.144,-0.307,-,-,-
'120:52:46.512',0.264,-0.123,-,-,-
'120:52:46.520',0.664,0.456,-,-,-
'120:52:46.528',0.712,0.807,-,-,-
'120:52:46.536',0.272,0.439,-,-,-
'120:52:46.544',0.000,0.114,-,-,-
'120:52:46.552',-0.072,-0.061,-,-,-
'120:52:46.560',-0.024,-0.088,-,-,-
'120:52:46.568',0.008,0.000,-,-,-
'120:52:46.576',0.008,0.009,-,-,-
'120:52:46.584',0.000,0.018,-,-,-
'120:52:46.592',0.000,0.000,-,-,-
'120:52:46.600',0.000,0.018,-,-,-
'120:52:46.608',-0.008,-0.009,-,-,-
'120:52:46.616',-0.016,0.000,-,-,-
'120:52:46.624',-0.024,-0.018,-,-,-
'120:52:46.632',-0.024,-0.018,-,-,-
'120:52:46.640',-0.032,-0.026,-,-,-
'120:52:46.648',-0.032,-0.018,-,-,-
'120:52:46.656',-0.040,-0.018,-,-,-
'120:52:46.664',-0.048,-0.035,-,-,-
'120:52:46.672',-0.056,-0.053,-,-,-
'120:52:46.680',-0.056,-0.035,-,-,-
'120:52:46.688',-0.088,-0.061,-,-,-
'120:52:46.696',-0.128,-0.096,-,-,-
'120:52:46.704',-0.160,-0.158,-,-,-
'120:52:46.712',-0.184,-0.167,-,-,-
'120:52:46.720',-0.208,-0.184,-,-,-
'120:52:46.728',-0.208,-0.211,-,-,-
'120:52:46.736',-0.168,-0.167,-,-,-
'120:52:46.744',-0.112,-0.140,-,-,-
'120:52:46.752',-0.056,-0.088,-,-,-
'120:52:46.760',-0.008,-0.035,-,-,-
'120:52:46.768',0.000,-0.018,-,-,-
'120:52:46.776',0.008,-0.018,-,-,-
'120:52:46.784',0.024,0.009,-,-,-
'120:52:46.792',0.032,0.018,-,-,-
'120:52:46.800',0.040,0.044,-,-,-
'120:52:46.808',0.040,0.035,-,-,-
'120:52:46.816',0.040,0.044,-,-,-
'120:52:46.824',0.040,0.035,-,-,-
'120:52:46.832',0.040,0.053,-,-,-
'120:52:46.840',0.032,0.044,-,-,-
'120:52:46.848',0.024,0.035,-,-,-
'120:52:46.856',0.008,0.018,-,-,-
'120:52:46.864',0.000,0.018,-,-,-
'120:52:46.872',-0.016,0.000,-,-,-
'120:52:46.880',-0.024,0.035,-,-,-
'120:52:46.888',-0.032,0.000,-,-,-
'120:52:46.896',-0.040,-0.044,-,-,-
'120:52:46.904',-0.064,-0.018,-,-,-
'120:52:46.912',-0.096,-0.044,-,-,-
'120:52:46.920',-0.120,-0.096,-,-,-
'120:52:46.928',-0.144,-0.123,-,-,-
'120:52:46.936',-0.160,-0.140,-,-,-
'120:52:46.944',-0.176,-0.140,-,-,-
'120:52:46.952',-0.192,-0.158,-,-,-
'120:52:46.960',-0.152,-0.193,-,-,-
'120:52:46.968',0.048,-0.175,-,-,-
'120:52:46.976',0.480,0.079,-,-,-
'120:52:46.984',0.816,0.649,-,-,-
'120:52:46.992',0.688,0.895,-,-,-
'120:52:47.000',0.272,0.456,-,-,-
'120:52:47.008',-0.016,0.061,-,-,-
'120:52:47.016',-0.072,-0.088,-,-,-
'120:52:47.024',-0.024,-0.096,-,-,-
'120:52:47.032',0.000,0.009,-,-,-
'120:52:47.040',0.000,0.026,-,-,-
'120:52:47.048',-0.008,0.035,-,-,-
'120:52:47.056',-0.008,-0.009,-,-,-
'120:52:47.064',-0.016,0.000,-,-,-
'120:52:47.072',-0.024,-0.044,-,-,-
'120:52:47.080',-0.032,-0.053,-,-,-
'120:52:47.088',-0.032,-0.035,-,-,-
'120:52:47.096',-0.040,-0.035,-,-,-
'120:52:47.104',-0.040,-0.035,-,-,-
'120:52:47.112',-0.040,-0.018,-,-,-
'120:52:47.120',-0.064,-0.018,-,-,-
'120:52:47.128',-0.104,-0.079,-,-,-
'120:52:47.136',-0.136,-0.096,-,-,-
'120:52:47.144',-0.160,-0.140,-,-,-
'120:52:47.152',-0.176,-0.175,-,-,-
'120:52:47.160',-0.176,-0.202,-,-,-
'120:52:47.168',-0.152,-0.158,-,-,-
'120:52:47.176',-0.096,-0.167,-,-,-
'120:52:47.184',-0.040,-0.070,-,-,-
'120:52:47.192',0.008,-0.035,-,-,-
'120:52:47.200',0.024,0.000,-,-,-
'120:52:47.208',0.032,0.000,-,-,-
'120:52:47.216',0.032,0.018,-,-,-
'120:52:47.224',0.024,0.009,-,-,-
'120:52:47.232',0.032,0.000,-,-,-
'120:52:47.240',0.032,0.000,-,-,-
'120:52:47.248',0.040,0.018,-,-,-
'120:52:47.256',0.048,0.035,-,-,-
'120:52:47.264',0.048,0.018,-,-,-
'120:52:47.272',0.040,0.035,-,-,-
'120:52:47.280',0.032,0.061,-,-,-
'120:52:47.288',0.016,0.026,-,-,-
'120:52:47.296',0.008,0.000,-,-,-
'120:52:47.304',0.000,0.000,-,-,-
'120:52:47.312',-0.008,-0.009,-,-,-
'120:52:47.320',-0.008,0.000,-,-,-
'120:52:47.328',-0.008,-0.009,-,-,-
'120:52:47.336',-0.024,0.000,-,-,-
'120:52:47.344',-0.056,-0.018,-,-,-
'120:52:47.352',-0.096,-0.061,-,-,-
'120:52:47.360',-0.120,-0.096,-,-,-
'120:52:47.368',-0.144,-0.105,-,-,-
'120:52:47.376',-0.152,-0.140,-,-,-
'120:52:47.384',-0.144,-0.114,-,-,-
'120:52:47.392',-0.112,-0.132,-,-,-
'120:52:47.400',-0.056,-0.061,-,-,-
'120:52:47.408',0.000,-0.009,-,-,-
'120:52:47.416',0.032,0.053,-,-,-
'120:52:47.424',0.048,0.053,-,-,-
'120:52:47.432',0.040,0.079,-,-,-
'120:52:47.440',0.040,0.044,-,-,-
'120:52:47.448',0.048,0.070,-,-,-
'120:52:47.456',0.048,0.053,-,-,-
'120:52:47.464',0.040,0.035,-,-,-
'120:52:47.472',0.032,0.026,-,-,-
'120:52:47.480',0.032,0.018,-,-,-
'120:52:47.488',0.024,0.026,-,-,-
'120:52:47.496',0.016,0.018,-,-,-
'120:52:47.504',0.008,0.035,-,-,-
'120:52:47.512',0.000,0.009,-,-,-
'120:52:47.520',-0.008,0.000,-,-,-
'120:52:47.528',-0.016,-0.009,-,-,-
'120:52:47.536',-0.024,0.000,-,-,-
'120:52:47.544',-0.024,-0.018,-,-,-
'120:52:47.552',-0.040,0.000,-,-,-
'120:52:47.560',-0.064,-0.035,-,-,-
'120:52:47.568',-0.096,-0.061,-,-,-
'120:52:47.576',-0.128,-0.114,-,-,-
'120:52:47.584',-0.152,-0.132,-,-,-
'120:52:47.592',-0.168,-0.167,-,-,-
'120:52:47.600',-0.160,-0.140,-,-,-
'120:52:47.608',-0.120,-0.149,-,-,-
'120:52:47.616',-0.064,-0.070,-,-,-
'120:52:47.624',0.000,-0.018,-,-,-
'120:52:47.632',0.032,0.053,-,-,-
'120:52:47.640',0.032,0.053,-,-,-
'120:52:47.648',0.032,0.053,-,-,-
'120:52:47.656',0.040,0.026,-,-,-
'120:52:47.664',0.048,0.061,-,-,-
'120:52:47.672',0.048,0.035,-,-,-
'120:52:47.680',0.040,0.026,-,-,-
'120:52:47.688',0.032,0.053,-,-,-
'120:52:47.696',0.032,0.018,-,-,-
'120:52:47.704',0.024,0.018,-,-,-
'120:52:47.712',0.000,0.018,-,-,-
'120:52:47.720',-0.048,-0.009,-,-,-
'120:52:47.728',-0.056,-0.096,-,-,-
'120:52:47.736',0.208,-0.096,-,-,-
'120:52:47.744',0.648,0.246,-,-,-
'120:52:47.752',0.856,0.807,-,-,-
'120:52:47.760',0.576,0.912,-,-,-
'120:52:47.768',0.112,0.325,-,-,-
'120:52:47.776',-0.152,-0.105,-,-,-
'120:52:47.784',-0.208,-0.211,-,-,-
'120:52:47.792',-0.176,-0.211,-,-,-
'120:52:47.800',-0.160,-0.140,-,-,-
'120:52:47.808',-0.176,-0.175,-,-,-
'120:52:47.816',-0.176,-0.193,-,-,-
'120:52:47.824',-0.152,-0.175,-,-,-
'120:52:47.832',-0.104,-0.140,-,-,-
'120:52:47.840',-0.048,-0.079,-,-,-
'120:52:47.848',0.000,-0.009,-,-,-
'120:52:47.856',0.024,0.009,-,-,-
'120:52:47.864',0.024,0.018,-,-,-
'120:52:47.872',0.024,0.026,-,-,-
'120:52:47.880',0.032,0.000,-,-,-
'120:52:47.888',0.032,0.018,-,-,-
'120:52:47.896',0.032,0.009,-,-,-
'120:52:47.904',0.024,0.018,-,-,-
'120:52:47.912',0.024,-0.018,-,-,-
'120:52:47.920',0.032,0.009,-,-,-
'120:52:47.928',0.024,0.000,-,-,-
'120:52:47.936',0.008,0.018,-,-,-
'120:52:47.944',0.000,-0.035,-,-,-
'120:52:47.952',-0.008,-0.026,-,-,-
'120:52:47.960',0.000,-0.035,-,-,-
'120:52:47.968',-0.008,-0.044,-,-,-
'120:52:47.976',-0.016,-0.035,-,-,-
'120:52:47.984',-0.024,-0.053,-,-,-
'120:52:47.992',-0.040,-0.061,-,-,-
'120:52:48.000',-0.072,-0.061,-,-,-
'120:52:48.008',-0.104,-0.105,-,-,-
'120:52:48.016',-0.136,-0.149,-,-,-
'120:52:48.024',-0.152,-0.175,-,-,-
'120:52:48.032',-0.152,-0.175,-,-,-
'120:52:48.040',-0.144,-0.202,-,-,-
'120:52:48.048',-0.104,-0.158,-,-,-
'120:52:48.056',-0.048,-0.105,-,-,-
'120:52:48.064',0.016,-0.018,-,-,-
'120:52:48.072',0.056,0.035,-,-,-
'120:52:48.080',0.064,0.070,-,-,-
'120:52:48.088',0.064,0.079,-,-,-
'120:52:48.096',0.064,0.053,-,-,-
'120:52:48.104',0.072,0.061,-,-,-
'120:52:48.112',0.072,0.070,-,-,-
'120:52:48.120',0.072,0.079,-,-,-
'120:52:48.128',0.072,0.053,-,-,-
'120:52:48.136',0.064,0.070,-,-,-
'120:52:48.144',0.064,0.061,-,-,-
'120:52:48.152',0.048,0.070,-,-,-
'120:52:48.160',0.040,0.053,-,-,-
'120:52:48.168',0.032,0.070,-,-,-
'120:52:48.176',0.024,0.026,-,-,-
'120:52:48.184',0.016,0.009,-,-,-
'120:52:48.192',-0.008,0.000,-,-,-
'120:52:48.200',-0.080,0.009,-,-,-
'120:52:48.208',-0.144,-0.149,-,-,-
'120:52:48.216',0.024,-0.211,-,-,-
'120:52:48.224',0.448,0.079,-,-,-
'120:52:48.232',0.728,0.658,-,-,-
'120:52:48.240',0.496,0.816,-,-,-
'120:52:48.248',0.048,0.228,-,-,-
'120:52:48.256',-0.216,-0.149,-,-,-
'120:52:48.264',-0.248,-0.254,-,-,-
'120:52:48.272',-0.136,-0.184,-,-,-
'120:52:48.280',-0.056,-0.061,-,-,-
'120:52:48.288',-0.024,-0.018,-,-,-
'120:52:48.296',0.000,0.000,-,-,-
'120:52:48.304',0.000,0.009,-,-,-
'120:52:48.312',0.000,0.009,-,-,-
'120:52:48.320',0.008,0.018,-,-,-
'120:52:48.328',0.008,0.018,-,-,-
'120:52:48.336',0.016,0.009,-,-,-
'120:52:48.344',0.016,0.018,-,-,-
'120:52:48.352',0.008,0.026,-,-,-
'120:52:48.360',0.000,0.000,-,-,-
'120:52:48.368',-0.008,0.000,-,-,-
'120:52:48.376',-0.016,-0.009,-,-,-
'120:52:48.384',-0.024,-0.009,-,-,-
'120:52:48.392',-0.032,-0.018,-,-,-
'120:52:48.400',-0.048,-0.026,-,-,-
'120:52:48.408',-0.056,-0.044,-,-,-
'120:52:48.416',-0.064,-0.053,-,-,-
'120:52:48.424',-0.072,-0.061,-,-,-
'120:52:48.432',-0.088,-0.070,-,-,-
'120:52:48.440',-0.128,-0.061,-,-,-
'120:52:48.448',-0.168,-0.158,-,-,-
'120:52:48.456',-0.200,-0.193,-,-,-
'120:52:48.464',-0.232,-0.211,-,-,-
'120:52:48.472',-0.248,-0.246,-,-,-
'120:52:48.480',-0.232,-0.254,-,-,-
'120:52:48.488',-0.184,-0.219,-,-,-
'120:52:48.496',-0.096,-0.140,-,-,-
'120:52:48.504',-0.016,-0.061,-,-,-
'120:52:48.512',0.040,0.026,-,-,-
'120:52:48.520',0.056,0.061,-,-,-
