'Elapsed time','II','AVF','MCL1','ABP','PAP'
'121:04:56.112',0.008,0.018,-,-,-
'121:04:56.120',0.008,0.026,-,-,-
'121:04:56.128',0.008,0.018,-,-,-
'121:04:56.136',0.008,0.018,-,-,-
'121:04:56.144',0.008,0.009,-,-,-
'121:04:56.152',0.000,0.018,-,-,-
'121:04:56.160',0.000,0.000,-,-,-
'121:04:56.168',-0.008,0.009,-,-,-
'121:04:56.176',-0.016,0.000,-,-,-
'121:04:56.184',-0.016,0.000,-,-,-
'121:04:56.192',-0.024,-0.018,-,-,-
'121:04:56.200',-0.032,-0.018,-,-,-
'121:04:56.208',-0.040,-0.009,-,-,-
'121:04:56.216',-0.040,-0.026,-,-,-
'121:04:56.224',-0.048,-0.018,-,-,-
'121:04:56.232',-0.064,-0.035,-,-,-
'121:04:56.240',-0.088,-0.026,-,-,-
'121:04:56.248',-0.120,-0.088,-,-,-
'121:04:56.256',-0.144,-0.123,-,-,-
'121:04:56.264',-0.168,-0.140,-,-,-
'121:04:56.272',-0.176,-0.158,-,-,-
'121:04:56.280',-0.160,-0.167,-,-,-
'121:04:56.288',-0.120,-0.140,-,-,-
'121:04:56.296',-0.064,-0.088,-,-,-
'121:04:56.304',-0.008,-0.018,-,-,-
'121:04:56.312',0.024,0.018,-,-,-
'121:04:56.320',0.032,0.044,-,-,-
'121:04:56.328',0.032,0.026,-,-,-
'121:04:56.336',0.032,0.035,-,-,-
'121:04:56.344',0.032,0.026,-,-,-
'121:04:56.352',0.032,0.044,-,-,-
'121:04:56.360',0.032,0.018,-,-,-
'121:04:56.368',0.024,0.026,-,-,-
'121:04:56.376',0.024,0.018,-,-,-
'121:04:56.384',0.016,0.018,-,-,-
'121:04:56.392',0.008,0.009,-,-,-
'121:04:56.400',0.000,0.000,-,-,-
'121:04:56.408',-0.024,0.009,-,-,-
'121:04:56.416',-0.080,-0.035,-,-,-
'121:04:56.424',-0.088,-0.140,-,-,-
'121:04:56.432',0.192,-0.149,-,-,-
'121:04:56.440',0.640,0.246,-,-,-
'121:04:56.448',0.840,0.798,-,-,-
'121:04:56.456',0.536,0.895,-,-,-
'121:04:56.464',0.064,0.237,-,-,-
'121:04:56.472',-0.192,-0.149,-,-,-
'121:04:56.480',-0.240,-0.263,-,-,-
'121:04:56.488',-0.192,-0.211,-,-,-
'121:04:56.496',-0.168,-0.175,-,-,-
'121:04:56.504',-0.128,-0.149,-,-,-
'121:04:56.512',-0.072,-0.105,-,-,-
'121:04:56.520',-0.016,-0.035,-,-,-
'121:04:56.528',0.016,0.000,-,-,-
'121:04:56.536',0.024,0.026,-,-,-
'121:04:56.544',0.016,0.018,-,-,-
'121:04:56.552',0.024,0.009,-,-,-
'121:04:56.560',0.024,0.018,-,-,-
'121:04:56.568',0.024,0.018,-,-,-
'121:04:56.576',0.024,0.009,-,-,-
'121:04:56.584',0.016,0.018,-,-,-
'121:04:56.592',0.016,0.000,-,-,-
'121:04:56.600',0.008,0.000,-,-,-
'121:04:56.608',0.008,-0.009,-,-,-
'121:04:56.616',0.008,0.000,-,-,-
'121:04:56.624',0.000,-0.018,-,-,-
'121:04:56.632',0.000,-0.018,-,-,-
'121:04:56.640',0.000,-0.009,-,-,-
'121:04:56.648',-0.008,-0.026,-,-,-
'121:04:56.656',-0.008,-0.018,-,-,-
'121:04:56.664',-0.016,-0.035,-,-,-
'121:04:56.672',-0.040,-0.026,-,-,-
'121:04:56.680',-0.064,-0.079,-,-,-
'121:04:56.688',-0.096,-0.105,-,-,-
'121:04:56.696',-0.112,-0.140,-,-,-
'121:04:56.704',-0.120,-0.149,-,-,-
'121:04:56.712',-0.112,-0.158,-,-,-
'121:04:56.720',-0.080,-0.132,-,-,-
'121:04:56.728',-0.016,-0.088,-,-,-
'121:04:56.736',0.040,0.000,-,-,-
'121:04:56.744',0.072,0.044,-,-,-
'121:04:56.752',0.080,0.079,-,-,-
'121:04:56.760',0.072,0.061,-,-,-
'121:04:56.768',0.064,0.070,-,-,-
'121:04:56.776',0.064,0.061,-,-,-
'121:04:56.784',0.056,0.070,-,-,-
'121:04:56.792',0.056,0.053,-,-,-
'121:04:56.800',0.048,0.053,-,-,-
'121:04:56.808',0.040,0.044,-,-,-
'121:04:56.816',0.032,0.053,-,-,-
'121:04:56.824',0.032,0.035,-,-,-
'121:04:56.832',0.024,0.026,-,-,-
'121:04:56.840',0.016,0.035,-,-,-
'121:04:56.848',0.008,0.018,-,-,-
'121:04:56.856',0.008,0.018,-,-,-
'121:04:56.864',0.000,0.009,-,-,-
'121:04:56.872',-0.008,0.018,-,-,-
'121:04:56.880',-0.024,0.000,-,-,-
'121:04:56.888',-0.048,0.000,-,-,-
'121:04:56.896',-0.104,-0.053,-,-,-
'121:04:56.904',-0.192,-0.114,-,-,-
'121:04:56.912',-0.224,-0.237,-,-,-
'121:04:56.920',-0.008,-0.281,-,-,-
'121:04:56.928',0.448,0.026,-,-,-
'121:04:56.936',0.736,0.649,-,-,-
'121:04:56.944',0.544,0.781,-,-,-
'121:04:56.952',0.184,0.316,-,-,-
'121:04:56.960',-0.016,0.026,-,-,-
'121:04:56.968',-0.040,-0.061,-,-,-
'121:04:56.976',0.000,-0.018,-,-,-
'121:04:56.984',0.016,0.018,-,-,-
'121:04:56.992',0.016,0.018,-,-,-
'121:04:57.000',0.016,0.009,-,-,-
'121:04:57.008',0.008,0.018,-,-,-
'121:04:57.016',0.000,0.000,-,-,-
'121:04:57.024',0.000,0.009,-,-,-
'121:04:57.032',-0.008,-0.009,-,-,-
'121:04:57.040',-0.008,0.000,-,-,-
'121:04:57.048',-0.016,-0.018,-,-,-
'121:04:57.056',-0.024,-0.009,-,-,-
'121:04:57.064',-0.024,-0.026,-,-,-
'121:04:57.072',-0.024,-0.018,-,-,-
'121:04:57.080',-0.024,-0.026,-,-,-
'121:04:57.088',-0.032,-0.018,-,-,-
'121:04:57.096',-0.040,-0.035,-,-,-
'121:04:57.104',-0.072,-0.053,-,-,-
'121:04:57.112',-0.104,-0.088,-,-,-
'121:04:57.120',-0.136,-0.123,-,-,-
'121:04:57.128',-0.160,-0.149,-,-,-
'121:04:57.136',-0.168,-0.167,-,-,-
'121:04:57.144',-0.160,-0.175,-,-,-
'121:04:57.152',-0.128,-0.158,-,-,-
'121:04:57.160',-0.080,-0.114,-,-,-
'121:04:57.168',-0.024,-0.044,-,-,-
'121:04:57.176',0.008,0.000,-,-,-
'121:04:57.184',0.016,0.018,-,-,-
'121:04:57.192',0.024,0.009,-,-,-
'121:04:57.200',0.032,0.026,-,-,-
'121:04:57.208',0.040,0.044,-,-,-
'121:04:57.216',0.040,0.035,-,-,-
'121:04:57.224',0.040,0.053,-,-,-
'121:04:57.232',0.032,0.035,-,-,-
'121:04:57.240',0.016,0.044,-,-,-
'121:04:57.248',0.008,0.018,-,-,-
'121:04:57.256',0.000,0.026,-,-,-
'121:04:57.264',0.000,0.009,-,-,-
'121:04:57.272',-0.008,0.018,-,-,-
'121:04:57.280',-0.016,0.000,-,-,-
'121:04:57.288',-0.016,0.009,-,-,-
'121:04:57.296',-0.024,-0.009,-,-,-
'121:04:57.304',-0.032,0.000,-,-,-
'121:04:57.312',-0.048,-0.018,-,-,-
'121:04:57.320',-0.080,-0.026,-,-,-
'121:04:57.328',-0.112,-0.079,-,-,-
'121:04:57.336',-0.136,-0.096,-,-,-
'121:04:57.344',-0.152,-0.132,-,-,-
'121:04:57.352',-0.160,-0.140,-,-,-
'121:04:57.360',-0.136,-0.132,-,-,-
'121:04:57.368',-0.088,-0.096,-,-,-
'121:04:57.376',-0.032,-0.053,-,-,-
'121:04:57.384',0.008,0.018,-,-,-
'121:04:57.392',0.040,0.035,-,-,-
'121:04:57.400',0.040,0.053,-,-,-
'121:04:57.408',0.040,0.044,-,-,-
'121:04:57.416',0.048,0.053,-,-,-
'121:04:57.424',0.048,0.053,-,-,-
'121:04:57.432',0.040,0.044,-,-,-
'121:04:57.440',0.040,0.053,-,-,-
'121:04:57.448',0.032,0.035,-,-,-
'121:04:57.456',0.024,0.053,-,-,-
'121:04:57.464',0.016,0.026,-,-,-
'121:04:57.472',0.008,0.035,-,-,-
'121:04:57.480',0.000,0.018,-,-,-
'121:04:57.488',0.000,0.018,-,-,-
'121:04:57.496',-0.008,0.000,-,-,-
'121:04:57.504',-0.008,0.009,-,-,-
'121:04:57.512',-0.016,0.000,-,-,-
'121:04:57.520',-0.024,0.000,-,-,-
'121:04:57.528',-0.048,-0.018,-,-,-
'121:04:57.536',-0.088,-0.053,-,-,-
'121:04:57.544',-0.112,-0.096,-,-,-
'121:04:57.552',-0.136,-0.105,-,-,-
'121:04:57.560',-0.144,-0.140,-,-,-
'121:04:57.568',-0.136,-0.132,-,-,-
'121:04:57.576',-0.104,-0.123,-,-,-
'121:04:57.584',-0.040,-0.053,-,-,-
'121:04:57.592',0.016,0.000,-,-,-
'121:04:57.600',0.040,0.053,-,-,-
'121:04:57.608',0.048,0.053,-,-,-
'121:04:57.616',0.048,0.053,-,-,-
'121:04:57.624',0.056,0.044,-,-,-
'121:04:57.632',0.056,0.053,-,-,-
'121:04:57.640',0.048,0.044,-,-,-
'121:04:57.648',0.048,0.035,-,-,-
'121:04:57.656',0.040,0.053,-,-,-
'121:04:57.664',0.040,0.026,-,-,-
'121:04:57.672',0.032,0.044,-,-,-
'121:04:57.680',0.024,0.018,-,-,-
'121:04:57.688',0.008,0.026,-,-,-
'121:04:57.696',-0.040,0.000,-,-,-
'121:04:57.704',-0.064,-0.079,-,-,-
'121:04:57.712',0.088,-0.132,-,-,-
'121:04:57.720',0.496,0.079,-,-,-
'121:04:57.728',0.816,0.614,-,-,-
'121:04:57.736',0.672,0.877,-,-,-
'121:04:57.744',0.216,0.395,-,-,-
'121:04:57.752',-0.120,-0.026,-,-,-
'121:04:57.760',-0.208,-0.228,-,-,-
'121:04:57.768',-0.184,-0.246,-,-,-
'121:04:57.776',-0.152,-0.167,-,-,-
'121:04:57.784',-0.128,-0.140,-,-,-
'121:04:57.792',-0.088,-0.123,-,-,-
'121:04:57.800',-0.024,-0.053,-,-,-
'121:04:57.808',0.024,0.000,-,-,-
'121:04:57.816',0.040,0.044,-,-,-
'121:04:57.824',0.040,0.035,-,-,-
'121:04:57.832',0.048,0.026,-,-,-
'121:04:57.840',0.048,0.035,-,-,-
'121:04:57.848',0.056,0.026,-,-,-
'121:04:57.856',0.048,0.035,-,-,-
'121:04:57.864',0.040,0.026,-,-,-
'121:04:57.872',0.032,0.018,-,-,-
'121:04:57.880',0.032,0.009,-,-,-
'121:04:57.888',0.024,0.026,-,-,-
'121:04:57.896',0.024,0.000,-,-,-
'121:04:57.904',0.016,0.009,-,-,-
'121:04:57.912',0.008,-0.009,-,-,-
'121:04:57.920',0.008,0.000,-,-,-
'121:04:57.928',0.008,-0.018,-,-,-
'121:04:57.936',0.000,-0.009,-,-,-
'121:04:57.944',0.000,-0.035,-,-,-
'121:04:57.952',-0.024,-0.018,-,-,-
'121:04:57.960',-0.056,-0.070,-,-,-
'121:04:57.968',-0.096,-0.096,-,-,-
'121:04:57.976',-0.112,-0.140,-,-,-
'121:04:57.984',-0.128,-0.149,-,-,-
'121:04:57.992',-0.128,-0.167,-,-,-
'121:04:58.000',-0.096,-0.140,-,-,-
'121:04:58.008',-0.032,-0.096,-,-,-
'121:04:58.016',0.024,-0.018,-,-,-
'121:04:58.024',0.056,0.026,-,-,-
'121:04:58.032',0.064,0.053,-,-,-
'121:04:58.040',0.056,0.070,-,-,-
'121:04:58.048',0.064,0.053,-,-,-
'121:04:58.056',0.064,0.061,-,-,-
'121:04:58.064',0.056,0.053,-,-,-
'121:04:58.072',0.048,0.044,-,-,-
'121:04:58.080',0.048,0.053,-,-,-
'121:04:58.088',0.040,0.044,-,-,-
'121:04:58.096',0.032,0.035,-,-,-
'121:04:58.104',0.024,0.044,-,-,-
'121:04:58.112',0.016,0.018,-,-,-
'121:04:58.120',0.008,0.026,-,-,-
'121:04:58.128',0.008,0.009,-,-,-
'121:04:58.136',0.000,0.018,-,-,-
'121:04:58.144',-0.008,0.000,-,-,-
'121:04:58.152',-0.016,0.009,-,-,-
'121:04:58.160',-0.032,-0.009,-,-,-
'121:04:58.168',-0.072,-0.018,-,-,-
'121:04:58.176',-0.144,-0.088,-,-,-
'121:04:58.184',-0.176,-0.184,-,-,-
'121:04:58.192',0.032,-0.237,-,-,-
'121:04:58.200',0.480,0.061,-,-,-
'121:04:58.208',0.752,0.632,-,-,-
'121:04:58.216',0.552,0.781,-,-,-
'121:04:58.224',0.168,0.316,-,-,-
'121:04:58.232',-0.056,0.000,-,-,-
'121:04:58.240',-0.080,-0.114,-,-,-
'121:04:58.248',-0.016,-0.035,-,-,-
'121:04:58.256',0.008,0.000,-,-,-
'121:04:58.264',0.008,0.018,-,-,-
'121:04:58.272',0.008,0.009,-,-,-
'121:04:58.280',0.008,0.000,-,-,-
'121:04:58.288',0.000,0.009,-,-,-
'121:04:58.296',0.000,0.000,-,-,-
'121:04:58.304',0.000,0.000,-,-,-
'121:04:58.312',-0.008,-0.009,-,-,-
'121:04:58.320',-0.016,-0.009,-,-,-
'121:04:58.328',-0.016,-0.018,-,-,-
'121:04:58.336',-0.024,-0.018,-,-,-
'121:04:58.344',-0.032,-0.035,-,-,-
'121:04:58.352',-0.032,-0.018,-,-,-
'121:04:58.360',-0.032,-0.035,-,-,-
'121:04:58.368',-0.040,-0.026,-,-,-
'121:04:58.376',-0.048,-0.044,-,-,-
'121:04:58.384',-0.080,-0.061,-,-,-
'121:04:58.392',-0.112,-0.096,-,-,-
'121:04:58.400',-0.136,-0.132,-,-,-
'121:04:58.408',-0.160,-0.158,-,-,-
'121:04:58.416',-0.160,-0.167,-,-,-
'121:04:58.424',-0.152,-0.175,-,-,-
'121:04:58.432',-0.120,-0.149,-,-,-
'121:04:58.440',-0.064,-0.096,-,-,-
'121:04:58.448',-0.008,-0.026,-,-,-
'121:04:58.456',0.024,0.009,-,-,-
'121:04:58.464',0.032,0.026,-,-,-
'121:04:58.472',0.040,0.035,-,-,-
'121:04:58.480',0.040,0.018,-,-,-
'121:04:58.488',0.032,0.053,-,-,-
'121:04:58.496',0.024,0.026,-,-,-
'121:04:58.504',0.016,0.035,-,-,-
'121:04:58.512',0.008,0.018,-,-,-
'121:04:58.520',0.008,0.018,-,-,-
'121:04:58.528',0.000,0.009,-,-,-
'121:04:58.536',-0.008,0.018,-,-,-
'121:04:58.544',-0.016,0.000,-,-,-
'121:04:58.552',-0.024,0.000,-,-,-
'121:04:58.560',-0.032,-0.018,-,-,-
'121:04:58.568',-0.040,-0.009,-,-,-
'121:04:58.576',-0.040,-0.018,-,-,-
'121:04:58.584',-0.048,-0.018,-,-,-
'121:04:58.592',-0.064,-0.035,-,-,-
'121:04:58.600',-0.096,-0.044,-,-,-
'121:04:58.608',-0.128,-0.088,-,-,-
'121:04:58.616',-0.160,-0.114,-,-,-
'121:04:58.624',-0.176,-0.140,-,-,-
'121:04:58.632',-0.184,-0.158,-,-,-
'121:04:58.640',-0.176,-0.149,-,-,-
'121:04:58.648',-0.136,-0.158,-,-,-
'121:04:58.656',-0.072,-0.088,-,-,-
'121:04:58.664',-0.016,-0.018,-,-,-
'121:04:58.672',0.016,0.018,-,-,-
'121:04:58.680',0.024,0.035,-,-,-
'121:04:58.688',0.024,0.044,-,-,-
'121:04:58.696',0.024,0.018,-,-,-
'121:04:58.704',0.032,0.044,-,-,-
'121:04:58.712',0.024,0.018,-,-,-
'121:04:58.720',0.024,0.035,-,-,-
'121:04:58.728',0.008,0.018,-,-,-
'121:04:58.736',0.008,0.026,-,-,-
'121:04:58.744',0.000,0.009,-,-,-
'121:04:58.752',-0.008,0.018,-,-,-
'121:04:58.760',-0.008,0.000,-,-,-
'121:04:58.768',-0.016,0.000,-,-,-
'121:04:58.776',-0.016,-0.018,-,-,-
'121:04:58.784',-0.016,0.000,-,-,-
'121:04:58.792',-0.024,-0.018,-,-,-
'121:04:58.800',-0.032,-0.018,-,-,-
'121:04:58.808',-0.048,-0.026,-,-,-
'121:04:58.816',-0.072,-0.044,-,-,-
'121:04:58.824',-0.112,-0.079,-,-,-
'121:04:58.832',-0.136,-0.114,-,-,-
'121:04:58.840',-0.160,-0.140,-,-,-
'121:04:58.848',-0.160,-0.149,-,-,-
'121:04:58.856',-0.144,-0.140,-,-,-
'121:04:58.864',-0.104,-0.149,-,-,-
'121:04:58.872',-0.048,-0.070,-,-,-
'121:04:58.880',0.008,0.000,-,-,-
'121:04:58.888',0.032,0.035,-,-,-
'121:04:58.896',0.040,0.044,-,-,-
'121:04:58.904',0.040,0.053,-,-,-
'121:04:58.912',0.040,0.026,-,-,-
'121:04:58.920',0.040,0.053,-,-,-
'121:04:58.928',0.040,0.026,-,-,-
'121:04:58.936',0.032,0.035,-,-,-
'121:04:58.944',0.032,0.018,-,-,-
'121:04:58.952',0.024,0.035,-,-,-
'121:04:58.960',0.016,0.018,-,-,-
'121:04:58.968',0.008,0.018,-,-,-
'121:04:58.976',0.000,0.000,-,-,-
'121:04:58.984',-0.024,0.009,-,-,-
'121:04:58.992',-0.064,-0.044,-,-,-
'121:04:59.000',-0.064,-0.105,-,-,-
'121:04:59.008',0.248,-0.114,-,-,-
'121:04:59.016',0.704,0.307,-,-,-
'121:04:59.024',0.888,0.842,-,-,-
'121:04:59.032',0.560,0.912,-,-,-
'121:04:59.040',0.072,0.281,-,-,-
'121:04:59.048',-0.216,-0.184,-,-,-
'121:04:59.056',-0.256,-0.281,-,-,-
'121:04:59.064',-0.200,-0.228,-,-,-
'121:04:59.072',-0.160,-0.175,-,-,-
'121:04:59.080',-0.128,-0.140,-,-,-
'121:04:59.088',-0.072,-0.105,-,-,-
'121:04:59.096',-0.016,-0.044,-,-,-
'121:04:59.104',0.024,0.009,-,-,-
'121:04:59.112',0.032,0.018,-,-,-
'121:04:59.120',0.024,0.026,-,-,-
'121:04:59.128',0.024,0.018,-,-,-
'121:04:59.136',0.032,0.026,-,-,-
'121:04:59.144',0.032,0.009,-,-,-
'121:04:59.152',0.024,0.018,-,-,-
'121:04:59.160',0.016,0.000,-,-,-
'121:04:59.168',0.016,0.009,-,-,-
'121:04:59.176',0.008,0.000,-,-,-
'121:04:59.184',0.008,0.000,-,-,-
'121:04:59.192',0.000,-0.018,-,-,-
'121:04:59.200',0.000,-0.009,-,-,-
'121:04:59.208',-0.008,-0.026,-,-,-
'121:04:59.216',-0.008,-0.018,-,-,-
'121:04:59.224',-0.008,-0.035,-,-,-
'121:04:59.232',-0.008,-0.026,-,-,-
'121:04:59.240',-0.016,-0.044,-,-,-
'121:04:59.248',-0.040,-0.053,-,-,-
'121:04:59.256',-0.072,-0.088,-,-,-
'121:04:59.264',-0.104,-0.114,-,-,-
'121:04:59.272',-0.120,-0.140,-,-,-
'121:04:59.280',-0.128,-0.158,-,-,-
'121:04:59.288',-0.120,-0.167,-,-,-
'121:04:59.296',-0.096,-0.140,-,-,-
'121:04:59.304',-0.040,-0.105,-,-,-
'121:04:59.312',0.016,-0.044,-,-,-
'121:04:59.320',0.056,0.026,-,-,-
'121:04:59.328',0.064,0.053,-,-,-
'121:04:59.336',0.056,0.053,-,-,-
'121:04:59.344',0.056,0.044,-,-,-
'121:04:59.352',0.040,0.053,-,-,-
'121:04:59.360',0.040,0.044,-,-,-
'121:04:59.368',0.032,0.053,-,-,-
'121:04:59.376',0.032,0.026,-,-,-
'121:04:59.384',0.024,0.035,-,-,-
'121:04:59.392',0.024,0.018,-,-,-
'121:04:59.400',0.016,0.026,-,-,-
'121:04:59.408',0.008,0.018,-,-,-
'121:04:59.416',0.008,0.018,-,-,-
'121:04:59.424',0.000,0.000,-,-,-
'121:04:59.432',-0.008,0.009,-,-,-
'121:04:59.440',-0.016,0.000,-,-,-
'121:04:59.448',-0.024,-0.009,-,-,-
'121:04:59.456',-0.032,0.000,-,-,-
'121:04:59.464',-0.048,-0.018,-,-,-
'121:04:59.472',-0.080,-0.053,-,-,-
'121:04:59.480',-0.144,-0.079,-,-,-
'121:04:59.488',-0.240,-0.175,-,-,-
'121:04:59.496',-0.272,-0.298,-,-,-
'121:04:59.504',0.056,-0.325,-,-,-
'121:04:59.512',0.560,0.149,-,-,-
'121:04:59.520',0.784,0.763,-,-,-
'121:04:59.528',0.520,0.842,-,-,-
