'Elapsed time','II','AVF','MCL1','ABP','PAP'
'121:35:27.432',-0.064,-0.096,-,-,-
'121:35:27.440',-0.008,-0.018,-,-,-
'121:35:27.448',0.016,0.018,-,-,-
'121:35:27.456',0.032,0.026,-,-,-
'121:35:27.464',0.048,0.044,-,-,-
'121:35:27.472',0.056,0.079,-,-,-
'121:35:27.480',0.040,0.035,-,-,-
'121:35:27.488',0.032,0.026,-,-,-
'121:35:27.496',0.032,0.035,-,-,-
'121:35:27.504',0.024,0.018,-,-,-
'121:35:27.512',0.024,0.044,-,-,-
'121:35:27.520',0.024,0.009,-,-,-
'121:35:27.528',0.008,0.026,-,-,-
'121:35:27.536',-0.024,0.000,-,-,-
'121:35:27.544',-0.032,-0.088,-,-,-
'121:35:27.552',0.320,-0.096,-,-,-
'121:35:27.560',0.784,0.421,-,-,-
'121:35:27.568',0.928,0.939,-,-,-
'121:35:27.576',0.552,1.009,-,-,-
'121:35:27.584',0.056,0.237,-,-,-
'121:35:27.592',-0.184,-0.175,-,-,-
'121:35:27.600',-0.208,-0.254,-,-,-
'121:35:27.608',-0.152,-0.175,-,-,-
'121:35:27.616',-0.136,-0.140,-,-,-
'121:35:27.624',-0.144,-0.132,-,-,-
'121:35:27.632',-0.152,-0.175,-,-,-
'121:35:27.640',-0.144,-0.140,-,-,-
'121:35:27.648',-0.096,-0.167,-,-,-
'121:35:27.656',-0.032,-0.044,-,-,-
'121:35:27.664',0.024,-0.009,-,-,-
'121:35:27.672',0.048,0.053,-,-,-
'121:35:27.680',0.040,0.018,-,-,-
'121:35:27.688',0.032,0.026,-,-,-
'121:35:27.696',0.040,0.009,-,-,-
'121:35:27.704',0.056,0.035,-,-,-
'121:35:27.712',0.056,0.044,-,-,-
'121:35:27.720',0.040,0.018,-,-,-
'121:35:27.728',0.032,0.009,-,-,-
'121:35:27.736',0.032,0.018,-,-,-
'121:35:27.744',0.040,0.000,-,-,-
'121:35:27.752',0.040,0.018,-,-,-
'121:35:27.760',0.040,0.026,-,-,-
'121:35:27.768',0.032,0.000,-,-,-
'121:35:27.776',0.016,0.018,-,-,-
'121:35:27.784',0.016,-0.026,-,-,-
'121:35:27.792',0.024,-0.009,-,-,-
'121:35:27.800',0.032,0.000,-,-,-
'121:35:27.808',0.016,-0.018,-,-,-
'121:35:27.816',-0.008,-0.044,-,-,-
'121:35:27.824',-0.040,-0.061,-,-,-
'121:35:27.832',-0.072,-0.105,-,-,-
'121:35:27.840',-0.104,-0.140,-,-,-
'121:35:27.848',-0.112,-0.158,-,-,-
'121:35:27.856',-0.104,-0.132,-,-,-
'121:35:27.864',-0.088,-0.140,-,-,-
'121:35:27.872',-0.032,-0.105,-,-,-
'121:35:27.880',0.024,-0.018,-,-,-
'121:35:27.888',0.064,0.053,-,-,-
'121:35:27.896',0.064,0.061,-,-,-
'121:35:27.904',0.056,0.070,-,-,-
'121:35:27.912',0.056,0.035,-,-,-
'121:35:27.920',0.064,0.061,-,-,-
'121:35:27.928',0.056,0.070,-,-,-
'121:35:27.936',0.048,0.044,-,-,-
'121:35:27.944',0.056,0.035,-,-,-
'121:35:27.952',0.048,0.070,-,-,-
'121:35:27.960',0.032,0.018,-,-,-
'121:35:27.968',0.024,0.018,-,-,-
'121:35:27.976',0.024,0.035,-,-,-
'121:35:27.984',0.016,0.018,-,-,-
'121:35:27.992',0.008,0.018,-,-,-
'121:35:28.000',0.008,0.000,-,-,-
'121:35:28.008',0.008,0.026,-,-,-
'121:35:28.016',0.000,-0.009,-,-,-
'121:35:28.024',-0.008,0.018,-,-,-
'121:35:28.032',-0.024,-0.009,-,-,-
'121:35:28.040',-0.072,0.000,-,-,-
'121:35:28.048',-0.144,-0.096,-,-,-
'121:35:28.056',-0.144,-0.202,-,-,-
'121:35:28.064',0.248,-0.211,-,-,-
'121:35:28.072',0.720,0.377,-,-,-
'121:35:28.080',0.816,0.877,-,-,-
'121:35:28.088',0.344,0.877,-,-,-
'121:35:28.096',-0.064,0.044,-,-,-
'121:35:28.104',-0.176,-0.193,-,-,-
'121:35:28.112',-0.096,-0.149,-,-,-
'121:35:28.120',-0.016,-0.035,-,-,-
'121:35:28.128',0.016,0.000,-,-,-
'121:35:28.136',0.024,0.000,-,-,-
'121:35:28.144',0.032,0.018,-,-,-
'121:35:28.152',0.024,0.026,-,-,-
'121:35:28.160',0.008,0.000,-,-,-
'121:35:28.168',0.000,-0.018,-,-,-
'121:35:28.176',-0.008,0.009,-,-,-
'121:35:28.184',-0.008,-0.026,-,-,-
'121:35:28.192',0.008,-0.009,-,-,-
'121:35:28.200',0.008,-0.018,-,-,-
'121:35:28.208',0.000,0.018,-,-,-
'121:35:28.216',-0.016,-0.018,-,-,-
'121:35:28.224',-0.024,-0.044,-,-,-
'121:35:28.232',-0.016,-0.053,-,-,-
'121:35:28.240',-0.016,-0.018,-,-,-
'121:35:28.248',-0.024,-0.053,-,-,-
'121:35:28.256',-0.040,-0.035,-,-,-
'121:35:28.264',-0.056,-0.070,-,-,-
'121:35:28.272',-0.080,-0.079,-,-,-
'121:35:28.280',-0.112,-0.123,-,-,-
'121:35:28.288',-0.136,-0.140,-,-,-
'121:35:28.296',-0.160,-0.175,-,-,-
'121:35:28.304',-0.160,-0.193,-,-,-
'121:35:28.312',-0.120,-0.167,-,-,-
'121:35:28.320',-0.064,-0.184,-,-,-
'121:35:28.328',-0.008,-0.061,-,-,-
'121:35:28.336',0.032,0.000,-,-,-
'121:35:28.344',0.048,0.026,-,-,-
'121:35:28.352',0.032,0.018,-,-,-
'121:35:28.360',0.032,0.026,-,-,-
'121:35:28.368',0.032,0.000,-,-,-
'121:35:28.376',0.040,0.053,-,-,-
'121:35:28.384',0.048,0.026,-,-,-
'121:35:28.392',0.048,0.053,-,-,-
'121:35:28.400',0.032,0.035,-,-,-
'121:35:28.408',0.016,0.053,-,-,-
'121:35:28.416',0.008,0.000,-,-,-
'121:35:28.424',0.008,0.026,-,-,-
'121:35:28.432',0.000,0.000,-,-,-
'121:35:28.440',-0.016,0.009,-,-,-
'121:35:28.448',-0.016,-0.026,-,-,-
'121:35:28.456',-0.016,0.000,-,-,-
'121:35:28.464',-0.024,-0.026,-,-,-
'121:35:28.472',-0.024,0.000,-,-,-
'121:35:28.480',-0.040,-0.018,-,-,-
'121:35:28.488',-0.072,-0.035,-,-,-
'121:35:28.496',-0.104,-0.088,-,-,-
'121:35:28.504',-0.136,-0.096,-,-,-
'121:35:28.512',-0.168,-0.140,-,-,-
'121:35:28.520',-0.184,-0.167,-,-,-
'121:35:28.528',-0.168,-0.149,-,-,-
'121:35:28.536',-0.128,-0.158,-,-,-
'121:35:28.544',-0.080,-0.088,-,-,-
'121:35:28.552',-0.024,-0.018,-,-,-
'121:35:28.560',0.008,0.018,-,-,-
'121:35:28.568',0.024,0.044,-,-,-
'121:35:28.576',0.024,0.026,-,-,-
'121:35:28.584',0.024,0.018,-,-,-
'121:35:28.592',0.016,0.035,-,-,-
'121:35:28.600',0.016,0.018,-,-,-
'121:35:28.608',0.016,0.026,-,-,-
'121:35:28.616',0.008,0.009,-,-,-
'121:35:28.624',0.008,0.000,-,-,-
'121:35:28.632',0.016,0.018,-,-,-
'121:35:28.640',0.008,0.018,-,-,-
'121:35:28.648',0.000,0.000,-,-,-
'121:35:28.656',-0.008,0.009,-,-,-
'121:35:28.664',-0.016,-0.009,-,-,-
'121:35:28.672',-0.024,-0.018,-,-,-
'121:35:28.680',-0.024,-0.018,-,-,-
'121:35:28.688',-0.024,0.000,-,-,-
'121:35:28.696',-0.032,-0.026,-,-,-
'121:35:28.704',-0.048,-0.018,-,-,-
'121:35:28.712',-0.064,-0.044,-,-,-
'121:35:28.720',-0.096,-0.061,-,-,-
'121:35:28.728',-0.128,-0.114,-,-,-
'121:35:28.736',-0.160,-0.132,-,-,-
'121:35:28.744',-0.176,-0.123,-,-,-
'121:35:28.752',-0.168,-0.175,-,-,-
'121:35:28.760',-0.136,-0.140,-,-,-
'121:35:28.768',-0.080,-0.096,-,-,-
'121:35:28.776',-0.024,-0.044,-,-,-
'121:35:28.784',0.024,0.018,-,-,-
'121:35:28.792',0.048,0.053,-,-,-
'121:35:28.800',0.048,0.044,-,-,-
'121:35:28.808',0.032,0.053,-,-,-
'121:35:28.816',0.024,0.018,-,-,-
'121:35:28.824',0.032,0.044,-,-,-
'121:35:28.832',0.040,0.026,-,-,-
'121:35:28.840',0.016,0.035,-,-,-
'121:35:28.848',0.016,0.000,-,-,-
'121:35:28.856',0.016,0.018,-,-,-
'121:35:28.864',-0.016,0.009,-,-,-
'121:35:28.872',-0.048,-0.035,-,-,-
'121:35:28.880',0.032,-0.105,-,-,-
'121:35:28.888',0.368,0.000,-,-,-
'121:35:28.896',0.808,0.465,-,-,-
'121:35:28.904',0.904,0.974,-,-,-
'121:35:28.912',0.432,0.974,-,-,-
'121:35:28.920',-0.008,0.123,-,-,-
'121:35:28.928',-0.168,-0.184,-,-,-
'121:35:28.936',-0.176,-0.202,-,-,-
'121:35:28.944',-0.136,-0.158,-,-,-
'121:35:28.952',-0.136,-0.140,-,-,-
'121:35:28.960',-0.160,-0.140,-,-,-
'121:35:28.968',-0.160,-0.175,-,-,-
'121:35:28.976',-0.144,-0.158,-,-,-
'121:35:28.984',-0.112,-0.167,-,-,-
'121:35:28.992',-0.056,-0.096,-,-,-
'121:35:29.000',0.000,-0.026,-,-,-
'121:35:29.008',0.024,0.018,-,-,-
'121:35:29.016',0.024,0.009,-,-,-
'121:35:29.024',0.032,0.026,-,-,-
'121:35:29.032',0.040,0.000,-,-,-
'121:35:29.040',0.040,0.035,-,-,-
'121:35:29.048',0.024,0.000,-,-,-
'121:35:29.056',0.024,0.018,-,-,-
'121:35:29.064',0.024,0.000,-,-,-
'121:35:29.072',0.024,0.009,-,-,-
'121:35:29.080',0.024,-0.018,-,-,-
'121:35:29.088',0.016,0.000,-,-,-
'121:35:29.096',0.008,-0.026,-,-,-
'121:35:29.104',0.008,-0.009,-,-,-
'121:35:29.112',0.008,-0.026,-,-,-
'121:35:29.120',0.000,-0.018,-,-,-
'121:35:29.128',0.000,-0.044,-,-,-
'121:35:29.136',0.000,-0.035,-,-,-
'121:35:29.144',-0.008,-0.026,-,-,-
'121:35:29.152',-0.024,-0.053,-,-,-
'121:35:29.160',-0.056,-0.088,-,-,-
'121:35:29.168',-0.080,-0.105,-,-,-
'121:35:29.176',-0.104,-0.140,-,-,-
'121:35:29.184',-0.120,-0.149,-,-,-
'121:35:29.192',-0.128,-0.167,-,-,-
'121:35:29.200',-0.104,-0.175,-,-,-
'121:35:29.208',-0.064,-0.114,-,-,-
'121:35:29.216',0.000,-0.053,-,-,-
'121:35:29.224',0.048,0.018,-,-,-
'121:35:29.232',0.072,0.053,-,-,-
'121:35:29.240',0.072,0.070,-,-,-
'121:35:29.248',0.064,0.053,-,-,-
'121:35:29.256',0.064,0.061,-,-,-
'121:35:29.264',0.064,0.053,-,-,-
'121:35:29.272',0.064,0.053,-,-,-
'121:35:29.280',0.056,0.053,-,-,-
'121:35:29.288',0.056,0.053,-,-,-
'121:35:29.296',0.056,0.035,-,-,-
'121:35:29.304',0.048,0.053,-,-,-
'121:35:29.312',0.040,0.026,-,-,-
'121:35:29.320',0.024,0.018,-,-,-
'121:35:29.328',0.016,0.000,-,-,-
'121:35:29.336',0.008,0.018,-,-,-
'121:35:29.344',0.000,0.000,-,-,-
'121:35:29.352',-0.008,-0.009,-,-,-
'121:35:29.360',-0.008,0.000,-,-,-
'121:35:29.368',-0.024,-0.018,-,-,-
'121:35:29.376',-0.048,0.000,-,-,-
'121:35:29.384',-0.096,-0.061,-,-,-
'121:35:29.392',-0.128,-0.105,-,-,-
'121:35:29.400',-0.168,-0.132,-,-,-
'121:35:29.408',-0.232,-0.123,-,-,-
'121:35:29.416',-0.248,-0.281,-,-,-
'121:35:29.424',0.048,-0.289,-,-,-
'121:35:29.432',0.576,0.132,-,-,-
'121:35:29.440',0.880,0.807,-,-,-
'121:35:29.448',0.624,0.956,-,-,-
'121:35:29.456',0.168,0.316,-,-,-
'121:35:29.464',-0.064,-0.044,-,-,-
'121:35:29.472',-0.080,-0.105,-,-,-
'121:35:29.480',-0.008,-0.044,-,-,-
'121:35:29.488',0.016,0.000,-,-,-
'121:35:29.496',0.008,-0.009,-,-,-
'121:35:29.504',0.000,0.000,-,-,-
'121:35:29.512',-0.008,-0.018,-,-,-
'121:35:29.520',-0.008,-0.026,-,-,-
'121:35:29.528',-0.008,0.000,-,-,-
'121:35:29.536',-0.016,-0.026,-,-,-
'121:35:29.544',-0.024,-0.009,-,-,-
'121:35:29.552',-0.024,-0.026,-,-,-
'121:35:29.560',-0.032,-0.018,-,-,-
'121:35:29.568',-0.040,-0.053,-,-,-
'121:35:29.576',-0.048,-0.035,-,-,-
'121:35:29.584',-0.048,-0.061,-,-,-
'121:35:29.592',-0.056,-0.053,-,-,-
'121:35:29.600',-0.080,-0.070,-,-,-
'121:35:29.608',-0.112,-0.114,-,-,-
'121:35:29.616',-0.136,-0.140,-,-,-
'121:35:29.624',-0.168,-0.158,-,-,-
'121:35:29.632',-0.192,-0.184,-,-,-
'121:35:29.640',-0.192,-0.193,-,-,-
'121:35:29.648',-0.160,-0.211,-,-,-
'121:35:29.656',-0.112,-0.149,-,-,-
'121:35:29.664',-0.056,-0.088,-,-,-
'121:35:29.672',-0.016,-0.026,-,-,-
'121:35:29.680',0.000,0.000,-,-,-
'121:35:29.688',-0.016,0.009,-,-,-
'121:35:29.696',-0.016,-0.061,-,-,-
'121:35:29.704',0.000,-0.026,-,-,-
'121:35:29.712',0.008,-0.018,-,-,-
'121:35:29.720',0.008,-0.009,-,-,-
'121:35:29.728',0.008,-0.018,-,-,-
'121:35:29.736',0.008,0.009,-,-,-
'121:35:29.744',0.016,0.000,-,-,-
'121:35:29.752',0.008,0.018,-,-,-
'121:35:29.760',0.000,0.018,-,-,-
'121:35:29.768',-0.008,0.000,-,-,-
'121:35:29.776',-0.008,0.000,-,-,-
'121:35:29.784',-0.008,-0.009,-,-,-
'121:35:29.792',-0.016,0.018,-,-,-
'121:35:29.800',-0.024,-0.018,-,-,-
'121:35:29.808',-0.040,0.000,-,-,-
'121:35:29.816',-0.064,-0.035,-,-,-
'121:35:29.824',-0.096,-0.061,-,-,-
'121:35:29.832',-0.128,-0.105,-,-,-
'121:35:29.840',-0.152,-0.114,-,-,-
'121:35:29.848',-0.168,-0.140,-,-,-
'121:35:29.856',-0.176,-0.158,-,-,-
'121:35:29.864',-0.160,-0.175,-,-,-
'121:35:29.872',-0.112,-0.140,-,-,-
'121:35:29.880',-0.048,-0.035,-,-,-
'121:35:29.888',-0.008,0.018,-,-,-
'121:35:29.896',0.008,0.000,-,-,-
'121:35:29.904',0.016,0.026,-,-,-
'121:35:29.912',0.016,0.009,-,-,-
'121:35:29.920',0.016,0.035,-,-,-
'121:35:29.928',0.016,0.009,-,-,-
'121:35:29.936',0.016,0.035,-,-,-
'121:35:29.944',0.016,0.044,-,-,-
'121:35:29.952',0.008,0.018,-,-,-
'121:35:29.960',0.000,0.000,-,-,-
'121:35:29.968',0.000,0.000,-,-,-
'121:35:29.976',-0.008,0.018,-,-,-
'121:35:29.984',-0.016,-0.018,-,-,-
'121:35:29.992',-0.016,0.000,-,-,-
'121:35:30.000',-0.016,-0.018,-,-,-
'121:35:30.008',-0.016,-0.018,-,-,-
'121:35:30.016',-0.032,-0.035,-,-,-
'121:35:30.024',-0.040,-0.009,-,-,-
'121:35:30.032',-0.056,-0.035,-,-,-
'121:35:30.040',-0.072,-0.026,-,-,-
'121:35:30.048',-0.104,-0.088,-,-,-
'121:35:30.056',-0.144,-0.079,-,-,-
'121:35:30.064',-0.168,-0.140,-,-,-
'121:35:30.072',-0.160,-0.140,-,-,-
'121:35:30.080',-0.136,-0.140,-,-,-
'121:35:30.088',-0.088,-0.096,-,-,-
'121:35:30.096',-0.024,-0.026,-,-,-
'121:35:30.104',0.032,0.018,-,-,-
'121:35:30.112',0.056,0.053,-,-,-
'121:35:30.120',0.056,0.061,-,-,-
'121:35:30.128',0.048,0.035,-,-,-
'121:35:30.136',0.056,0.053,-,-,-
'121:35:30.144',0.056,0.061,-,-,-
'121:35:30.152',0.048,0.053,-,-,-
'121:35:30.160',0.040,0.026,-,-,-
'121:35:30.168',0.024,0.044,-,-,-
'121:35:30.176',-0.016,0.053,-,-,-
'121:35:30.184',-0.024,-0.053,-,-,-
'121:35:30.192',0.192,-0.070,-,-,-
'121:35:30.200',0.608,0.228,-,-,-
'121:35:30.208',0.856,0.746,-,-,-
'121:35:30.216',0.608,0.895,-,-,-
'121:35:30.224',0.144,0.307,-,-,-
'121:35:30.232',-0.096,-0.088,-,-,-
'121:35:30.240',-0.120,-0.158,-,-,-
'121:35:30.248',-0.064,-0.114,-,-,-
'121:35:30.256',-0.056,-0.061,-,-,-
'121:35:30.264',-0.096,-0.088,-,-,-
'121:35:30.272',-0.128,-0.105,-,-,-
'121:35:30.280',-0.152,-0.175,-,-,-
'121:35:30.288',-0.152,-0.184,-,-,-
'121:35:30.296',-0.144,-0.175,-,-,-
'121:35:30.304',-0.104,-0.140,-,-,-
'121:35:30.312',-0.040,-0.088,-,-,-
'121:35:30.320',0.024,-0.009,-,-,-
'121:35:30.328',0.056,0.018,-,-,-
'121:35:30.336',0.064,0.044,-,-,-
'121:35:30.344',0.056,0.053,-,-,-
'121:35:30.352',0.064,0.035,-,-,-
'121:35:30.360',0.064,0.026,-,-,-
'121:35:30.368',0.064,0.035,-,-,-
'121:35:30.376',0.056,0.044,-,-,-
'121:35:30.384',0.056,0.009,-,-,-
'121:35:30.392',0.048,0.044,-,-,-
'121:35:30.400',0.048,0.000,-,-,-
'121:35:30.408',0.048,0.018,-,-,-
'121:35:30.416',0.032,0.000,-,-,-
'121:35:30.424',0.032,0.000,-,-,-
'121:35:30.432',0.024,-0.018,-,-,-
'121:35:30.440',0.024,-0.018,-,-,-
'121:35:30.448',0.024,-0.026,-,-,-
'121:35:30.456',0.032,0.000,-,-,-
'121:35:30.464',0.024,-0.026,-,-,-
'121:35:30.472',0.000,0.000,-,-,-
'121:35:30.480',-0.048,-0.096,-,-,-
'121:35:30.488',-0.072,-0.096,-,-,-
'121:35:30.496',-0.096,-0.140,-,-,-
'121:35:30.504',-0.104,-0.132,-,-,-
'121:35:30.512',-0.104,-0.149,-,-,-
'121:35:30.520',-0.072,-0.105,-,-,-
'121:35:30.528',-0.032,-0.070,-,-,-
'121:35:30.536',0.024,0.000,-,-,-
'121:35:30.544',0.064,0.044,-,-,-
'121:35:30.552',0.080,0.096,-,-,-
'121:35:30.560',0.088,0.061,-,-,-
'121:35:30.568',0.088,0.070,-,-,-
'121:35:30.576',0.088,0.061,-,-,-
'121:35:30.584',0.088,0.053,-,-,-
'121:35:30.592',0.080,0.088,-,-,-
'121:35:30.600',0.072,0.061,-,-,-
'121:35:30.608',0.072,0.061,-,-,-
'121:35:30.616',0.072,0.070,-,-,-
'121:35:30.624',0.064,0.053,-,-,-
'121:35:30.632',0.048,0.044,-,-,-
'121:35:30.640',0.032,0.061,-,-,-
'121:35:30.648',0.024,0.018,-,-,-
'121:35:30.656',0.024,0.026,-,-,-
'121:35:30.664',0.008,0.000,-,-,-
'121:35:30.672',-0.056,0.018,-,-,-
'121:35:30.680',-0.080,-0.132,-,-,-
'121:35:30.688',0.200,-0.140,-,-,-
'121:35:30.696',0.648,0.254,-,-,-
'121:35:30.704',0.784,0.825,-,-,-
'121:35:30.712',0.392,0.860,-,-,-
'121:35:30.720',-0.072,0.123,-,-,-
'121:35:30.728',-0.280,-0.254,-,-,-
'121:35:30.736',-0.280,-0.298,-,-,-
'121:35:30.744',-0.136,-0.219,-,-,-
'121:35:30.752',-0.048,-0.088,-,-,-
'121:35:30.760',0.000,-0.018,-,-,-
'121:35:30.768',0.016,0.018,-,-,-
'121:35:30.776',0.024,0.026,-,-,-
'121:35:30.784',0.024,0.000,-,-,-
'121:35:30.792',0.024,0.018,-,-,-
'121:35:30.800',0.032,0.035,-,-,-
'121:35:30.808',0.032,0.000,-,-,-
'121:35:30.816',0.024,-0.009,-,-,-
'121:35:30.824',0.016,0.026,-,-,-
'121:35:30.832',0.008,0.000,-,-,-
'121:35:30.840',0.008,0.018,-,-,-
'121:35:30.848',0.000,-0.009,-,-,-
'121:35:30.856',0.008,0.000,-,-,-
'121:35:30.864',0.016,-0.018,-,-,-
'121:35:30.872',0.008,0.000,-,-,-
'121:35:30.880',-0.016,-0.035,-,-,-
'121:35:30.888',-0.024,-0.044,-,-,-
'121:35:30.896',-0.032,-0.053,-,-,-
'121:35:30.904',-0.048,-0.061,-,-,-
'121:35:30.912',-0.080,-0.053,-,-,-
'121:35:30.920',-0.112,-0.096,-,-,-
'121:35:30.928',-0.144,-0.088,-,-,-
'121:35:30.936',-0.168,-0.167,-,-,-
'121:35:30.944',-0.192,-0.193,-,-,-
'121:35:30.952',-0.192,-0.211,-,-,-
'121:35:30.960',-0.152,-0.202,-,-,-
'121:35:30.968',-0.088,-0.140,-,-,-
'121:35:30.976',-0.016,-0.061,-,-,-
'121:35:30.984',0.040,0.018,-,-,-
'121:35:30.992',0.064,0.044,-,-,-
'121:35:31.000',0.064,0.070,-,-,-
'121:35:31.008',0.056,0.053,-,-,-
'121:35:31.016',0.056,0.053,-,-,-
'121:35:31.024',0.048,0.070,-,-,-
'121:35:31.032',0.048,0.044,-,-,-
'121:35:31.040',0.040,0.070,-,-,-
'121:35:31.048',0.040,0.018,-,-,-
'121:35:31.056',0.032,0.035,-,-,-
'121:35:31.064',0.032,0.018,-,-,-
'121:35:31.072',0.016,0.026,-,-,-
'121:35:31.080',0.008,0.009,-,-,-
'121:35:31.088',0.008,0.026,-,-,-
'121:35:31.096',0.000,0.018,-,-,-
'121:35:31.104',-0.008,0.026,-,-,-
'121:35:31.112',-0.016,-0.009,-,-,-
'121:35:31.120',-0.024,0.000,-,-,-
'121:35:31.128',-0.040,-0.026,-,-,-
'121:35:31.136',-0.072,-0.053,-,-,-
'121:35:31.144',-0.112,-0.088,-,-,-
'121:35:31.152',-0.136,-0.105,-,-,-
'121:35:31.160',-0.160,-0.096,-,-,-
'121:35:31.168',-0.160,-0.140,-,-,-
'121:35:31.176',-0.128,-0.132,-,-,-
'121:35:31.184',-0.080,-0.140,-,-,-
'121:35:31.192',-0.016,-0.026,-,-,-
'121:35:31.200',0.024,0.009,-,-,-
'121:35:31.208',0.048,0.044,-,-,-
'121:35:31.216',0.056,0.079,-,-,-
'121:35:31.224',0.048,0.053,-,-,-
'121:35:31.232',0.048,0.044,-,-,-
'121:35:31.240',0.040,0.053,-,-,-
'121:35:31.248',0.032,0.035,-,-,-
'121:35:31.256',0.024,0.044,-,-,-
'121:35:31.264',0.024,0.000,-,-,-
'121:35:31.272',0.024,0.035,-,-,-
'121:35:31.280',0.016,0.018,-,-,-
'121:35:31.288',0.016,0.018,-,-,-
'121:35:31.296',0.008,0.000,-,-,-
'121:35:31.304',0.000,0.018,-,-,-
'121:35:31.312',-0.008,0.000,-,-,-
'121:35:31.320',-0.008,0.018,-,-,-
'121:35:31.328',-0.008,0.000,-,-,-
'121:35:31.336',-0.024,0.000,-,-,-
'121:35:31.344',-0.048,-0.035,-,-,-
'121:35:31.352',-0.072,-0.053,-,-,-
'121:35:31.360',-0.112,-0.096,-,-,-
'121:35:31.368',-0.136,-0.114,-,-,-
'121:35:31.376',-0.152,-0.096,-,-,-
'121:35:31.384',-0.160,-0.158,-,-,-
'121:35:31.392',-0.128,-0.140,-,-,-
'121:35:31.400',-0.080,-0.105,-,-,-
'121:35:31.408',-0.024,-0.044,-,-,-
'121:35:31.416',0.024,0.018,-,-,-
'121:35:31.424',0.048,0.053,-,-,-
'121:35:31.432',0.048,0.035,-,-,-
'121:35:31.440',0.056,0.070,-,-,-
'121:35:31.448',0.056,0.035,-,-,-
'121:35:31.456',0.048,0.053,-,-,-
'121:35:31.464',0.048,0.026,-,-,-
'121:35:31.472',0.040,0.035,-,-,-
'121:35:31.480',0.040,0.026,-,-,-
'121:35:31.488',0.016,0.070,-,-,-
'121:35:31.496',-0.032,-0.018,-,-,-
'121:35:31.504',0.048,-0.096,-,-,-
'121:35:31.512',0.384,-0.009,-,-,-
'121:35:31.520',0.792,0.482,-,-,-
'121:35:31.528',0.864,0.912,-,-,-
'121:35:31.536',0.400,0.570,-,-,-
