'Elapsed time','II','AVF','ABP','PAP'
'8:22:08.288',-0.087,-0.048,80.800,21.600
'8:22:08.296',-0.067,-0.029,78.400,20.800
'8:22:08.304',-0.125,-0.087,76.000,20.400
'8:22:08.312',-0.154,-0.106,74.400,20.000
'8:22:08.320',-0.010,-0.067,72.800,19.600
'8:22:08.328',0.375,0.221,71.200,20.000
'8:22:08.336',0.798,0.567,70.400,20.000
'8:22:08.344',0.856,0.721,69.600,20.800
'8:22:08.352',0.356,0.462,68.000,21.200
'8:22:08.360',0.173,0.269,68.000,21.600
'8:22:08.368',0.019,0.048,67.200,22.000
'8:22:08.376',-0.019,0.000,65.600,22.400
'8:22:08.384',-0.010,0.000,64.800,22.400
'8:22:08.392',-0.067,-0.048,64.000,22.000
'8:22:08.400',-0.029,-0.029,63.200,22.000
'8:22:08.408',-0.067,-0.067,62.400,22.400
'8:22:08.416',-0.038,-0.029,60.800,23.200
'8:22:08.424',-0.067,-0.067,60.000,24.800
'8:22:08.432',-0.038,-0.029,59.200,26.400
'8:22:08.440',-0.048,-0.067,57.600,27.600
'8:22:08.448',-0.019,-0.029,56.800,28.800
'8:22:08.456',-0.048,-0.067,55.200,29.200
'8:22:08.464',-0.019,-0.029,54.400,28.400
'8:22:08.472',-0.048,-0.067,53.600,26.400
'8:22:08.480',-0.019,-0.029,52.000,24.000
'8:22:08.488',-0.029,-0.048,51.200,22.000
'8:22:08.496',0.000,-0.029,50.400,20.400
'8:22:08.504',-0.019,-0.048,49.600,19.200
'8:22:08.512',0.019,-0.029,49.600,19.200
'8:22:08.520',0.000,-0.048,49.600,20.800
'8:22:08.528',0.029,-0.010,49.600,23.200
'8:22:08.536',0.019,-0.048,50.400,26.400
'8:22:08.544',0.058,-0.010,51.200,29.200
'8:22:08.552',0.038,-0.029,53.600,32.000
'8:22:08.560',0.077,-0.048,57.600,34.400
'8:22:08.568',0.077,-0.010,62.400,36.400
'8:22:08.576',0.115,0.000,67.200,37.600
'8:22:08.584',0.135,0.000,72.800,38.400
'8:22:08.592',0.115,0.029,79.200,38.000
'8:22:08.600',0.144,0.048,85.600,37.200
'8:22:08.608',0.087,0.029,92.000,35.600
'8:22:08.616',0.058,0.048,98.400,33.600
'8:22:08.624',0.019,0.000,104.000,32.000
'8:22:08.632',0.019,0.010,107.200,30.400
'8:22:08.640',-0.019,-0.010,109.600,28.800
'8:22:08.648',-0.019,0.000,110.400,27.200
'8:22:08.656',-0.048,-0.010,108.800,26.400
'8:22:08.664',-0.019,0.000,106.400,25.600
'8:22:08.672',-0.048,-0.029,103.200,25.200
'8:22:08.680',-0.019,0.000,99.200,25.200
'8:22:08.688',-0.067,-0.029,94.400,25.600
'8:22:08.696',-0.029,0.000,89.600,26.400
'8:22:08.704',-0.048,-0.029,84.800,28.000
'8:22:08.712',-0.038,0.000,79.200,29.600
'8:22:08.720',-0.067,-0.029,75.200,31.600
'8:22:08.728',-0.038,0.000,70.400,32.800
'8:22:08.736',-0.067,-0.029,67.200,34.000
'8:22:08.744',-0.048,-0.010,64.000,34.000
'8:22:08.752',-0.077,-0.048,61.600,33.200
'8:22:08.760',-0.087,0.000,59.200,32.000
'8:22:08.768',-0.048,-0.029,56.800,30.400
'8:22:08.776',-0.077,-0.029,56.000,28.400
'8:22:08.784',-0.048,-0.010,54.400,26.400
'8:22:08.792',-0.077,-0.048,54.400,24.400
'8:22:08.800',-0.048,-0.010,54.400,23.200
'8:22:08.808',-0.077,-0.029,55.200,22.400
'8:22:08.816',-0.048,-0.010,56.800,21.600
'8:22:08.824',-0.077,-0.029,59.200,21.600
'8:22:08.832',-0.048,-0.010,62.400,21.600
'8:22:08.840',-0.077,-0.029,65.600,21.600
'8:22:08.848',-0.048,0.000,70.400,22.000
'8:22:08.856',-0.067,-0.029,75.200,22.400
'8:22:08.864',-0.048,-0.010,80.000,22.800
'8:22:08.872',-0.077,-0.048,85.600,22.800
'8:22:08.880',-0.048,-0.010,91.200,23.200
'8:22:08.888',-0.067,-0.029,96.000,23.200
'8:22:08.896',-0.029,0.000,100.800,23.200
'8:22:08.904',-0.048,-0.010,104.000,23.200
'8:22:08.912',0.000,0.010,107.200,23.200
'8:22:08.920',-0.038,-0.010,109.600,23.200
'8:22:08.928',0.019,0.010,111.200,22.800
'8:22:08.936',0.029,0.000,110.400,22.800
'8:22:08.944',0.019,0.048,108.800,23.200
'8:22:08.952',0.058,0.010,106.400,23.600
'8:22:08.960',0.019,0.010,103.200,24.000
'8:22:08.968',0.000,0.000,100.000,24.400
'8:22:08.976',-0.019,-0.010,96.800,24.400
'8:22:08.984',-0.048,0.000,93.600,23.600
'8:22:08.992',-0.077,-0.029,89.600,22.800
'8:22:09.000',-0.048,-0.010,86.400,22.000
'8:22:09.008',-0.087,-0.029,83.200,20.800
'8:22:09.016',-0.067,-0.010,80.000,20.000
'8:22:09.024',-0.087,-0.048,77.600,19.200
'8:22:09.032',-0.154,-0.125,75.200,18.800
'8:22:09.040',-0.154,-0.087,73.600,18.400
'8:22:09.048',0.154,0.029,72.800,18.400
'8:22:09.056',0.615,0.404,72.000,18.400
'8:22:09.064',0.837,0.644,70.400,18.800
'8:22:09.072',0.481,0.548,69.600,19.600
'8:22:09.080',0.221,0.327,68.800,20.000
'8:22:09.088',0.010,0.087,68.000,20.800
'8:22:09.096',-0.019,0.000,67.200,21.200
'8:22:09.104',-0.038,-0.029,66.400,20.800
'8:22:09.112',-0.019,-0.010,65.600,20.800
'8:22:09.120',-0.048,-0.048,64.800,20.800
'8:22:09.128',-0.029,-0.010,64.000,22.000
'8:22:09.136',-0.048,-0.048,63.200,23.600
'8:22:09.144',-0.029,-0.029,62.400,25.600
'8:22:09.152',-0.048,-0.048,61.600,27.200
'8:22:09.160',-0.019,-0.010,60.000,28.400
'8:22:09.168',-0.048,-0.048,58.400,28.400
'8:22:09.176',-0.029,-0.029,56.800,28.000
'8:22:09.184',-0.019,-0.010,56.000,26.800
'8:22:09.192',-0.038,-0.048,55.200,25.200
'8:22:09.200',-0.019,-0.010,53.600,22.800
'8:22:09.208',-0.029,-0.048,52.800,20.000
'8:22:09.216',0.000,-0.010,52.000,18.000
'8:22:09.224',-0.019,-0.048,51.200,18.000
'8:22:09.232',0.019,-0.010,50.400,19.200
'8:22:09.240',-0.010,-0.048,50.400,21.200
'8:22:09.248',0.038,-0.010,49.600,24.400
'8:22:09.256',0.010,-0.048,49.600,27.600
'8:22:09.264',0.058,-0.010,51.200,30.800
'8:22:09.272',0.038,-0.029,52.800,33.200
'8:22:09.280',0.077,0.000,56.800,35.600
'8:22:09.288',0.077,-0.029,60.800,37.200
'8:22:09.296',0.125,0.000,66.400,38.000
'8:22:09.304',0.125,0.000,72.000,38.000
'8:22:09.312',0.144,0.029,78.400,38.000
'8:22:09.320',0.125,0.029,84.800,37.600
'8:22:09.328',0.135,0.067,91.200,36.800
'8:22:09.336',0.058,0.010,97.600,35.600
'8:22:09.344',0.038,0.029,102.400,34.000
'8:22:09.352',-0.010,0.000,106.400,32.800
'8:22:09.360',-0.019,0.000,108.800,30.800
'8:22:09.368',-0.010,-0.010,110.400,29.200
'8:22:09.376',-0.038,0.000,109.600,28.000
'8:22:09.384',-0.019,-0.010,108.000,27.200
'8:22:09.392',-0.048,0.000,104.800,26.800
'8:22:09.400',-0.019,-0.029,100.800,27.200
'8:22:09.408',-0.067,-0.010,96.800,27.600
'8:22:09.416',-0.029,0.000,91.200,28.400
'8:22:09.424',-0.067,-0.029,86.400,29.200
'8:22:09.432',-0.029,0.000,81.600,29.600
'8:22:09.440',-0.048,-0.029,76.800,30.400
'8:22:09.448',-0.029,0.000,72.800,30.800
'8:22:09.456',-0.067,-0.029,68.800,30.800
'8:22:09.464',-0.038,0.000,65.600,31.200
'8:22:09.472',-0.067,-0.029,63.200,31.200
'8:22:09.480',-0.048,-0.010,60.800,31.200
'8:22:09.488',-0.067,-0.029,58.400,30.400
'8:22:09.496',-0.048,0.000,56.800,29.200
'8:22:09.504',-0.077,-0.048,56.000,28.000
'8:22:09.512',-0.048,0.000,56.000,26.400
'8:22:09.520',-0.077,-0.029,56.000,25.200
'8:22:09.528',-0.048,-0.010,56.800,24.000
'8:22:09.536',-0.048,-0.029,58.400,23.200
'8:22:09.544',-0.067,-0.010,61.600,22.400
'8:22:09.552',-0.048,-0.029,64.800,22.400
'8:22:09.560',-0.077,-0.010,68.000,22.400
'8:22:09.568',-0.048,-0.029,72.800,22.400
'8:22:09.576',-0.077,-0.010,77.600,22.400
'8:22:09.584',-0.048,0.000,83.200,22.400
'8:22:09.592',-0.067,-0.029,88.800,22.800
'8:22:09.600',-0.048,0.000,94.400,23.200
'8:22:09.608',-0.077,-0.029,100.000,23.200
'8:22:09.616',-0.038,0.000,104.000,23.600
'8:22:09.624',-0.048,-0.029,108.000,23.600
'8:22:09.632',0.000,0.010,110.400,23.600
'8:22:09.640',-0.029,0.000,112.000,23.600
'8:22:09.648',0.019,0.010,112.000,24.000
'8:22:09.656',0.010,0.000,111.200,24.000
'8:22:09.664',0.058,0.048,109.600,24.000
'8:22:09.672',0.029,0.010,106.400,24.000
'8:22:09.680',0.038,0.029,103.200,24.000
'8:22:09.688',-0.010,0.000,100.000,24.400
'8:22:09.696',0.000,0.000,96.000,24.000
'8:22:09.704',-0.067,-0.029,92.800,23.600
'8:22:09.712',-0.048,-0.010,88.800,22.800
'8:22:09.720',-0.087,-0.048,85.600,22.000
'8:22:09.728',-0.048,-0.010,81.600,21.200
'8:22:09.736',-0.077,-0.029,79.200,20.400
'8:22:09.744',-0.067,-0.029,76.800,19.600
'8:22:09.752',-0.154,-0.125,75.200,18.800
'8:22:09.760',-0.163,-0.125,73.600,18.400
'8:22:09.768',0.038,-0.029,72.000,18.400
'8:22:09.776',0.500,0.308,71.200,18.800
'8:22:09.784',0.788,0.567,70.400,19.200
'8:22:09.792',0.567,0.606,68.800,20.000
'8:22:09.800',0.231,0.327,68.000,20.800
'8:22:09.808',0.038,0.144,67.200,21.200
'8:22:09.816',-0.029,0.000,67.200,21.600
'8:22:09.824',-0.048,-0.010,65.600,21.600
'8:22:09.832',-0.019,-0.029,64.800,21.600
'8:22:09.840',-0.067,-0.048,64.000,21.600
'8:22:09.848',-0.038,-0.029,63.200,21.600
'8:22:09.856',-0.067,-0.048,62.400,22.400
'8:22:09.864',-0.029,-0.010,60.800,23.200
'8:22:09.872',-0.067,-0.048,60.000,24.800
'8:22:09.880',-0.019,-0.029,58.400,26.000
'8:22:09.888',-0.048,-0.048,57.600,26.800
'8:22:09.896',-0.019,-0.010,56.000,27.600
'8:22:09.904',-0.048,-0.048,55.200,27.600
'8:22:09.912',-0.019,-0.010,53.600,26.400
'8:22:09.920',-0.038,-0.048,52.800,24.400
'8:22:09.928',0.000,-0.010,52.000,22.000
'8:22:09.936',-0.019,-0.048,51.200,20.000
'8:22:09.944',0.010,-0.010,50.400,19.200
'8:22:09.952',-0.010,-0.048,49.600,20.000
'8:22:09.960',0.019,-0.010,49.600,21.600
'8:22:09.968',0.000,-0.029,49.600,24.000
'8:22:09.976',0.038,-0.048,50.400,26.800
'8:22:09.984',0.058,-0.010,52.800,29.600
'8:22:09.992',0.019,-0.029,56.000,32.400
'8:22:10.000',0.077,0.000,60.800,34.400
'8:22:10.008',0.067,-0.029,66.400,36.000
'8:22:10.016',0.115,0.000,73.600,37.200
'8:22:10.024',0.096,0.000,80.800,37.600
'8:22:10.032',0.144,0.029,88.000,37.600
'8:22:10.040',0.125,0.010,95.200,37.200
'8:22:10.048',0.144,0.067,102.400,36.800
'8:22:10.056',0.067,0.029,108.000,36.000
'8:22:10.064',0.058,0.048,112.800,34.800
'8:22:10.072',0.000,0.000,116.000,33.200
'8:22:10.080',0.000,0.010,117.600,31.600
'8:22:10.088',-0.029,-0.010,116.800,30.000
'8:22:10.096',-0.010,0.000,115.200,28.400
'8:22:10.104',-0.067,-0.029,112.000,27.200
'8:22:10.112',-0.029,0.000,107.200,26.800
'8:22:10.120',-0.067,-0.029,102.400,27.200
'8:22:10.128',-0.029,0.000,97.600,28.000
'8:22:10.136',-0.048,-0.010,92.000,28.400
'8:22:10.144',-0.029,0.000,86.400,29.200
'8:22:10.152',-0.048,-0.010,81.600,30.000
'8:22:10.160',0.000,0.010,76.800,30.400
'8:22:10.168',0.000,0.010,72.800,30.800
'8:22:10.176',0.096,0.029,68.800,31.200
'8:22:10.184',0.144,0.000,65.600,31.200
'8:22:10.192',0.125,-0.029,63.200,31.600
'8:22:10.200',0.212,-0.010,60.800,31.200
'8:22:10.208',0.163,-0.125,59.200,30.800
'8:22:10.216',0.298,-0.067,57.600,30.000
'8:22:10.224',-0.048,-0.567,56.800,28.800
'8:22:10.232',-0.433,-0.904,56.800,27.600
'8:22:10.240',-0.577,-0.942,56.800,26.400
'8:22:10.248',-0.423,-0.490,58.400,25.200
'8:22:10.256',-0.183,-0.163,60.800,24.000
'8:22:10.264',-0.067,0.000,63.200,23.200
'8:22:10.272',-0.019,0.048,67.200,22.800
'8:22:10.280',0.019,0.087,72.000,22.000
'8:22:10.288',0.000,0.067,76.800,22.000
'8:22:10.296',0.038,0.125,82.400,21.600
'8:22:10.304',0.019,0.106,88.800,21.600
'8:22:10.312',0.058,0.144,94.400,21.200
'8:22:10.320',0.019,0.106,100.000,21.200
'8:22:10.328',0.058,0.144,105.600,21.200
'8:22:10.336',0.038,0.125,108.800,21.600
'8:22:10.344',0.087,0.202,111.200,22.400
'8:22:10.352',0.096,0.202,112.000,24.000
'8:22:10.360',0.125,0.240,111.200,25.200
'8:22:10.368',0.125,0.221,108.800,26.000
'8:22:10.376',0.202,0.308,105.600,26.400
'8:22:10.384',0.231,0.327,101.600,26.400
'8:22:10.392',0.221,0.365,96.800,26.000
'8:22:10.400',0.279,0.385,92.000,25.200
'8:22:10.408',0.269,0.442,86.400,24.400
'8:22:10.416',0.308,0.442,81.600,23.600
'8:22:10.424',0.298,0.481,77.600,22.400
'8:22:10.432',0.308,0.442,72.800,21.600
'8:22:10.440',0.260,0.442,68.800,20.800
'8:22:10.448',0.269,0.442,65.600,20.000
'8:22:10.456',0.202,0.346,62.400,19.600
'8:22:10.464',0.173,0.269,60.000,19.600
'8:22:10.472',0.096,0.202,57.600,19.600
'8:22:10.480',0.038,0.106,56.000,19.600
'8:22:10.488',-0.019,0.010,54.400,20.000
'8:22:10.496',-0.067,-0.010,52.800,20.000
'8:22:10.504',-0.125,-0.067,52.000,20.400
'8:22:10.512',-0.106,-0.048,51.200,20.800
'8:22:10.520',-0.154,-0.106,50.400,21.600
'8:22:10.528',-0.144,-0.087,49.600,22.000
'8:22:10.536',-0.163,-0.125,49.600,22.000
'8:22:10.544',-0.144,-0.087,49.600,22.000
'8:22:10.552',-0.173,-0.125,49.600,22.000
'8:22:10.560',-0.154,-0.106,49.600,21.600
'8:22:10.568',-0.163,-0.125,49.600,21.200
'8:22:10.576',-0.154,-0.106,49.600,21.200
'8:22:10.584',-0.163,-0.125,50.400,20.800
'8:22:10.592',-0.135,-0.087,50.400,20.800
'8:22:10.600',-0.125,-0.125,51.200,20.800
'8:22:10.608',-0.163,-0.087,51.200,20.800
'8:22:10.616',-0.125,-0.125,52.000,20.800
'8:22:10.624',-0.144,-0.087,52.800,20.800
'8:22:10.632',-0.106,-0.106,53.600,20.800
'8:22:10.640',-0.144,-0.087,54.400,20.400
'8:22:10.648',-0.106,-0.087,55.200,20.400
'8:22:10.656',-0.135,-0.106,56.800,20.400
'8:22:10.664',-0.106,-0.067,57.600,20.400
'8:22:10.672',-0.125,-0.106,59.200,20.800
'8:22:10.680',-0.096,-0.067,60.800,20.800
'8:22:10.688',-0.125,-0.087,62.400,20.800
'8:22:10.696',-0.087,-0.067,64.800,21.200
'8:22:10.704',-0.106,-0.087,66.400,21.200
'8:22:10.712',-0.087,-0.048,69.600,21.200
'8:22:10.720',-0.106,-0.087,72.800,21.200
'8:22:10.728',-0.087,-0.048,75.200,20.800
'8:22:10.736',-0.096,-0.087,78.400,20.800
'8:22:10.744',-0.067,-0.048,80.800,20.400
'8:22:10.752',-0.087,-0.087,84.000,20.000
'8:22:10.760',-0.067,-0.048,86.400,20.000
'8:22:10.768',-0.087,-0.067,89.600,19.600
'8:22:10.776',-0.067,-0.029,91.200,19.600
'8:22:10.784',-0.048,-0.087,93.600,19.600
'8:22:10.792',-0.087,-0.029,94.400,19.600
'8:22:10.800',-0.048,-0.067,95.200,19.600
'8:22:10.808',-0.077,-0.029,95.200,19.600
'8:22:10.816',-0.048,-0.067,94.400,19.600
'8:22:10.824',-0.077,-0.029,92.800,19.600
'8:22:10.832',-0.048,-0.010,91.200,19.600
'8:22:10.840',-0.077,-0.048,89.600,19.600
'8:22:10.848',-0.048,-0.029,86.400,19.600
'8:22:10.856',-0.067,-0.048,84.000,19.200
'8:22:10.864',-0.038,-0.010,81.600,19.200
'8:22:10.872',-0.067,-0.048,78.400,19.200
'8:22:10.880',-0.048,-0.029,76.000,18.800
'8:22:10.888',-0.067,-0.048,73.600,18.800
'8:22:10.896',-0.029,-0.010,71.200,18.800
'8:22:10.904',-0.067,-0.048,69.600,18.800
'8:22:10.912',-0.029,-0.010,67.200,18.800
'8:22:10.920',-0.067,-0.048,66.400,18.800
'8:22:10.928',-0.029,-0.010,64.800,18.800
'8:22:10.936',-0.048,-0.029,64.000,18.800
'8:22:10.944',-0.029,-0.010,63.200,19.200
'8:22:10.952',-0.067,-0.029,62.400,19.200
'8:22:10.960',-0.019,-0.010,61.600,18.800
'8:22:10.968',-0.048,-0.029,61.600,18.800
'8:22:10.976',-0.019,-0.010,60.800,18.800
'8:22:10.984',-0.048,-0.029,60.800,18.800
'8:22:10.992',-0.019,0.000,60.800,18.400
'8:22:11.000',-0.048,-0.029,60.800,18.400
'8:22:11.008',-0.048,-0.010,60.800,18.400
'8:22:11.016',-0.019,0.000,60.800,18.400
'8:22:11.024',-0.048,-0.029,61.600,18.400
'8:22:11.032',-0.019,0.000,61.600,18.000
'8:22:11.040',-0.048,-0.029,61.600,18.000
'8:22:11.048',-0.019,0.000,62.400,18.000
'8:22:11.056',-0.038,-0.029,62.400,18.000
'8:22:11.064',-0.010,0.000,62.400,18.000
'8:22:11.072',-0.019,-0.029,62.400,18.000
'8:22:11.080',0.010,0.000,63.200,18.000
'8:22:11.088',0.000,0.000,63.200,18.000
'8:22:11.096',0.019,0.000,63.200,18.000
'8:22:11.104',0.038,0.000,63.200,18.000
'8:22:11.112',0.077,0.048,63.200,18.400
'8:22:11.120',0.058,0.010,63.200,18.800
'8:22:11.128',0.077,0.029,63.200,19.200
'8:22:11.136',0.019,0.000,63.200,19.600
'8:22:11.144',0.029,0.010,63.200,19.600
'8:22:11.152',-0.019,-0.010,63.200,19.200
'8:22:11.160',-0.029,0.000,63.200,18.800
'8:22:11.168',-0.048,-0.029,63.200,18.000
'8:22:11.176',-0.029,0.000,63.200,17.200
'8:22:11.184',-0.067,-0.029,63.200,16.400
'8:22:11.192',-0.048,-0.010,62.400,16.000
'8:22:11.200',-0.106,-0.087,62.400,15.600
'8:22:11.208',-0.154,-0.125,62.400,15.200
'8:22:11.216',-0.019,-0.087,62.400,15.200
'8:22:11.224',0.337,0.183,62.400,15.200
'8:22:11.232',0.740,0.490,61.600,15.600
'8:22:11.240',0.779,0.606,61.600,15.600
'8:22:11.248',0.308,0.385,61.600,16.000
'8:22:11.256',0.087,0.183,60.800,16.400
'8:22:11.264',-0.019,0.000,60.000,17.200
'8:22:11.272',-0.038,-0.029,60.000,18.000
'8:22:11.280',-0.010,0.000,59.200,19.200
'8:22:11.288',-0.038,-0.048,58.400,20.400
'8:22:11.296',-0.019,-0.029,57.600,22.000
'8:22:11.304',-0.048,-0.067,56.000,24.000
'8:22:11.312',-0.019,-0.029,55.200,26.000
'8:22:11.320',-0.048,-0.048,54.400,27.600
'8:22:11.328',-0.019,-0.029,52.800,27.600
'8:22:11.336',-0.048,-0.067,52.000,26.000
'8:22:11.344',-0.019,-0.029,50.400,23.600
'8:22:11.352',-0.029,-0.048,49.600,20.800
'8:22:11.360',0.000,-0.029,48.000,18.400
'8:22:11.368',-0.029,-0.067,47.200,17.600
'8:22:11.376',0.000,-0.029,46.400,18.000
'8:22:11.384',0.010,-0.010,45.600,20.400
'8:22:11.392',-0.019,-0.048,45.600,23.200
'8:22:11.400',0.010,-0.010,48.000,26.000
'8:22:11.408',0.000,-0.048,52.000,28.800
'8:22:11.416',0.029,-0.010,58.400,31.200
'8:22:11.424',0.010,-0.048,64.800,33.200
'8:22:11.432',0.058,-0.010,72.800,35.200
'8:22:11.440',0.029,-0.048,81.600,36.400
'8:22:11.448',0.067,-0.010,90.400,37.200
'8:22:11.456',0.058,-0.048,100.000,37.600
'8:22:11.464',0.096,0.000,108.000,38.000
'8:22:11.472',0.087,-0.010,115.200,38.000
'8:22:11.480',0.144,0.010,120.800,38.000
'8:22:11.488',0.144,0.000,123.200,37.600
'8:22:11.496',0.192,0.067,124.000,37.200
'8:22:11.504',0.163,0.048,122.400,36.000
'8:22:11.512',0.173,0.087,119.200,34.800
'8:22:11.520',0.106,0.029,114.400,33.600
'8:22:11.528',0.087,0.048,108.800,32.400
'8:22:11.536',0.038,0.000,102.400,31.200
'8:22:11.544',0.029,0.010,96.800,30.800
'8:22:11.552',-0.010,0.000,90.400,30.400
'8:22:11.560',0.010,0.000,84.000,29.600
'8:22:11.568',-0.019,-0.010,78.400,29.200
'8:22:11.576',0.000,0.000,73.600,28.400
'8:22:11.584',-0.029,-0.010,69.600,28.000
'8:22:11.592',-0.019,0.000,64.800,27.200
'8:22:11.600',-0.048,-0.029,61.600,27.200
'8:22:11.608',-0.048,0.000,58.400,27.200
'8:22:11.616',-0.019,-0.029,56.000,27.600
'8:22:11.624',-0.048,0.000,54.400,28.000
'8:22:11.632',-0.019,-0.029,52.800,28.800
'8:22:11.640',-0.067,-0.029,51.200,29.600
'8:22:11.648',-0.038,-0.010,50.400,30.400
'8:22:11.656',-0.067,-0.029,50.400,30.400
'8:22:11.664',-0.048,0.000,51.200,30.000
'8:22:11.672',-0.077,-0.029,52.000,28.800
'8:22:11.680',-0.048,0.000,52.800,27.600
'8:22:11.688',-0.087,-0.029,54.400,26.400
'8:22:11.696',-0.048,-0.010,56.800,24.800
'8:22:11.704',-0.077,-0.029,60.000,23.600
'8:22:11.712',-0.048,0.000,63.200,22.400
'8:22:11.720',-0.087,-0.048,67.200,21.600
'8:22:11.728',-0.048,0.000,72.000,20.800
'8:22:11.736',-0.077,-0.029,76.800,20.800
'8:22:11.744',-0.048,0.000,82.400,20.800
'8:22:11.752',-0.077,-0.029,88.000,21.200
'8:22:11.760',-0.048,-0.010,93.600,21.600
'8:22:11.768',-0.087,-0.029,99.200,22.400
'8:22:11.776',-0.048,0.000,104.000,22.800
'8:22:11.784',-0.077,-0.029,108.800,23.200
'8:22:11.792',-0.038,0.000,112.000,23.200
'8:22:11.800',-0.029,-0.010,114.400,23.200
'8:22:11.808',-0.038,0.010,115.200,23.200
'8:22:11.816',0.000,-0.010,115.200,23.200
'8:22:11.824',-0.029,0.010,113.600,23.200
'8:22:11.832',0.029,0.000,111.200,23.200
'8:22:11.840',0.019,0.029,108.000,23.200
'8:22:11.848',0.058,0.010,104.800,23.200
'8:22:11.856',0.010,0.000,100.800,23.200
'8:22:11.864',0.019,0.010,96.000,22.800
'8:22:11.872',-0.038,-0.010,92.000,22.800
'8:22:11.880',-0.029,0.000,88.000,22.800
'8:22:11.888',-0.087,-0.048,84.800,22.000
'8:22:11.896',-0.067,-0.010,80.800,21.600
'8:22:11.904',-0.087,-0.048,78.400,20.800
'8:22:11.912',-0.067,-0.010,75.200,20.000
'8:22:11.920',-0.096,-0.048,72.800,19.200
'8:22:11.928',-0.135,-0.087,71.200,18.800
'8:22:11.936',-0.183,-0.144,69.600,18.400
'8:22:11.944',0.010,-0.029,68.000,18.400
'8:22:11.952',0.394,0.202,67.200,18.400
'8:22:11.960',0.779,0.567,66.400,18.800
'8:22:11.968',0.788,0.587,65.600,19.200
'8:22:11.976',0.260,0.365,65.600,19.600
'8:22:11.984',0.038,0.125,64.800,20.400
'8:22:11.992',-0.019,0.010,64.800,21.200
'8:22:12.000',-0.048,-0.029,64.000,21.600
'8:22:12.008',-0.067,-0.029,63.200,21.600
