'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'84:27:48.232',0.120,-,-,-,-,-
'84:27:48.240',0.000,-,-,-,-,-
'84:27:48.248',-0.088,-,-,-,-,-
'84:27:48.256',-0.168,-,-,-,-,-
'84:27:48.264',-0.192,-,-,-,-,-
'84:27:48.272',-0.144,-,-,-,-,-
'84:27:48.280',-0.056,-,-,-,-,-
'84:27:48.288',-0.024,-,-,-,-,-
'84:27:48.296',0.000,-,-,-,-,-
'84:27:48.304',-0.024,-,-,-,-,-
'84:27:48.312',-0.008,-,-,-,-,-
'84:27:48.320',-0.024,-,-,-,-,-
'84:27:48.328',-0.008,-,-,-,-,-
'84:27:48.336',-0.032,-,-,-,-,-
'84:27:48.344',0.000,-,-,-,-,-
'84:27:48.352',-0.016,-,-,-,-,-
'84:27:48.360',-0.008,-,-,-,-,-
'84:27:48.368',-0.016,-,-,-,-,-
'84:27:48.376',0.000,-,-,-,-,-
'84:27:48.384',0.008,-,-,-,-,-
'84:27:48.392',-0.024,-,-,-,-,-
'84:27:48.400',0.000,-,-,-,-,-
'84:27:48.408',-0.008,-,-,-,-,-
'84:27:48.416',0.000,-,-,-,-,-
'84:27:48.424',-0.008,-,-,-,-,-
'84:27:48.432',0.008,-,-,-,-,-
'84:27:48.440',-0.016,-,-,-,-,-
'84:27:48.448',0.008,-,-,-,-,-
'84:27:48.456',-0.016,-,-,-,-,-
'84:27:48.464',0.000,-,-,-,-,-
'84:27:48.472',-0.032,-,-,-,-,-
'84:27:48.480',-0.008,-,-,-,-,-
'84:27:48.488',-0.032,-,-,-,-,-
'84:27:48.496',0.008,-,-,-,-,-
'84:27:48.504',0.000,-,-,-,-,-
'84:27:48.512',0.016,-,-,-,-,-
'84:27:48.520',0.000,-,-,-,-,-
'84:27:48.528',0.088,-,-,-,-,-
'84:27:48.536',0.064,-,-,-,-,-
'84:27:48.544',0.080,-,-,-,-,-
'84:27:48.552',0.088,-,-,-,-,-
'84:27:48.560',0.064,-,-,-,-,-
'84:27:48.568',0.040,-,-,-,-,-
'84:27:48.576',0.088,-,-,-,-,-
'84:27:48.584',0.088,-,-,-,-,-
'84:27:48.592',0.048,-,-,-,-,-
'84:27:48.600',0.024,-,-,-,-,-
'84:27:48.608',0.040,-,-,-,-,-
'84:27:48.616',0.032,-,-,-,-,-
'84:27:48.624',0.056,-,-,-,-,-
'84:27:48.632',0.048,-,-,-,-,-
'84:27:48.640',0.088,-,-,-,-,-
'84:27:48.648',0.064,-,-,-,-,-
'84:27:48.656',0.088,-,-,-,-,-
'84:27:48.664',0.048,-,-,-,-,-
'84:27:48.672',0.024,-,-,-,-,-
'84:27:48.680',0.048,-,-,-,-,-
'84:27:48.688',0.032,-,-,-,-,-
'84:27:48.696',0.080,-,-,-,-,-
'84:27:48.704',0.032,-,-,-,-,-
'84:27:48.712',0.080,-,-,-,-,-
'84:27:48.720',0.088,-,-,-,-,-
'84:27:48.728',0.040,-,-,-,-,-
'84:27:48.736',0.048,-,-,-,-,-
'84:27:48.744',0.024,-,-,-,-,-
'84:27:48.752',0.056,-,-,-,-,-
'84:27:48.760',0.104,-,-,-,-,-
'84:27:48.768',0.104,-,-,-,-,-
'84:27:48.776',0.024,-,-,-,-,-
'84:27:48.784',0.104,-,-,-,-,-
'84:27:48.792',0.024,-,-,-,-,-
'84:27:48.800',0.000,-,-,-,-,-
'84:27:48.808',0.120,-,-,-,-,-
'84:27:48.816',0.168,-,-,-,-,-
'84:27:48.824',0.024,-,-,-,-,-
'84:27:48.832',0.008,-,-,-,-,-
'84:27:48.840',0.080,-,-,-,-,-
'84:27:48.848',0.136,-,-,-,-,-
'84:27:48.856',0.152,-,-,-,-,-
'84:27:48.864',0.088,-,-,-,-,-
'84:27:48.872',0.160,-,-,-,-,-
'84:27:48.880',0.088,-,-,-,-,-
'84:27:48.888',0.224,-,-,-,-,-
'84:27:48.896',0.240,-,-,-,-,-
'84:27:48.904',0.192,-,-,-,-,-
'84:27:48.912',0.248,-,-,-,-,-
'84:27:48.920',0.264,-,-,-,-,-
'84:27:48.928',0.296,-,-,-,-,-
'84:27:48.936',0.240,-,-,-,-,-
'84:27:48.944',0.208,-,-,-,-,-
'84:27:48.952',0.224,-,-,-,-,-
'84:27:48.960',0.152,-,-,-,-,-
'84:27:48.968',0.128,-,-,-,-,-
'84:27:48.976',0.152,-,-,-,-,-
'84:27:48.984',0.104,-,-,-,-,-
'84:27:48.992',0.200,-,-,-,-,-
'84:27:49.000',0.264,-,-,-,-,-
'84:27:49.008',0.304,-,-,-,-,-
'84:27:49.016',0.160,-,-,-,-,-
'84:27:49.024',0.032,-,-,-,-,-
'84:27:49.032',-0.064,-,-,-,-,-
'84:27:49.040',-0.104,-,-,-,-,-
'84:27:49.048',-0.128,-,-,-,-,-
'84:27:49.056',-0.136,-,-,-,-,-
'84:27:49.064',-0.008,-,-,-,-,-
'84:27:49.072',0.008,-,-,-,-,-
'84:27:49.080',0.056,-,-,-,-,-
'84:27:49.088',0.064,-,-,-,-,-
'84:27:49.096',0.088,-,-,-,-,-
'84:27:49.104',0.048,-,-,-,-,-
'84:27:49.112',0.080,-,-,-,-,-
'84:27:49.120',0.104,-,-,-,-,-
'84:27:49.128',0.120,-,-,-,-,-
'84:27:49.136',0.128,-,-,-,-,-
'84:27:49.144',0.120,-,-,-,-,-
'84:27:49.152',0.176,-,-,-,-,-
'84:27:49.160',0.168,-,-,-,-,-
'84:27:49.168',0.208,-,-,-,-,-
'84:27:49.176',0.184,-,-,-,-,-
'84:27:49.184',0.240,-,-,-,-,-
'84:27:49.192',0.224,-,-,-,-,-
'84:27:49.200',0.256,-,-,-,-,-
'84:27:49.208',0.224,-,-,-,-,-
'84:27:49.216',0.280,-,-,-,-,-
'84:27:49.224',0.264,-,-,-,-,-
'84:27:49.232',0.328,-,-,-,-,-
'84:27:49.240',0.320,-,-,-,-,-
'84:27:49.248',0.360,-,-,-,-,-
'84:27:49.256',0.416,-,-,-,-,-
'84:27:49.264',0.480,-,-,-,-,-
'84:27:49.272',0.448,-,-,-,-,-
'84:27:49.280',0.512,-,-,-,-,-
'84:27:49.288',0.560,-,-,-,-,-
'84:27:49.296',0.600,-,-,-,-,-
'84:27:49.304',0.640,-,-,-,-,-
'84:27:49.312',0.696,-,-,-,-,-
'84:27:49.320',0.720,-,-,-,-,-
'84:27:49.328',0.696,-,-,-,-,-
'84:27:49.336',0.600,-,-,-,-,-
'84:27:49.344',0.568,-,-,-,-,-
'84:27:49.352',0.584,-,-,-,-,-
'84:27:49.360',0.528,-,-,-,-,-
'84:27:49.368',0.536,-,-,-,-,-
'84:27:49.376',0.448,-,-,-,-,-
'84:27:49.384',0.344,-,-,-,-,-
'84:27:49.392',0.360,-,-,-,-,-
'84:27:49.400',0.280,-,-,-,-,-
'84:27:49.408',0.256,-,-,-,-,-
'84:27:49.416',0.264,-,-,-,-,-
'84:27:49.424',0.160,-,-,-,-,-
'84:27:49.432',0.168,-,-,-,-,-
'84:27:49.440',0.120,-,-,-,-,-
'84:27:49.448',0.080,-,-,-,-,-
'84:27:49.456',0.064,-,-,-,-,-
'84:27:49.464',0.088,-,-,-,-,-
'84:27:49.472',0.024,-,-,-,-,-
'84:27:49.480',-0.024,-,-,-,-,-
'84:27:49.488',0.024,-,-,-,-,-
'84:27:49.496',0.000,-,-,-,-,-
'84:27:49.504',-0.016,-,-,-,-,-
'84:27:49.512',-0.008,-,-,-,-,-
'84:27:49.520',-0.056,-,-,-,-,-
'84:27:49.528',-0.048,-,-,-,-,-
'84:27:49.536',-0.072,-,-,-,-,-
'84:27:49.544',-0.048,-,-,-,-,-
'84:27:49.552',-0.088,-,-,-,-,-
'84:27:49.560',-0.056,-,-,-,-,-
'84:27:49.568',-0.104,-,-,-,-,-
'84:27:49.576',-0.056,-,-,-,-,-
'84:27:49.584',-0.128,-,-,-,-,-
'84:27:49.592',-0.088,-,-,-,-,-
'84:27:49.600',-0.072,-,-,-,-,-
'84:27:49.608',-0.112,-,-,-,-,-
'84:27:49.616',-0.048,-,-,-,-,-
'84:27:49.624',-0.088,-,-,-,-,-
'84:27:49.632',-0.024,-,-,-,-,-
'84:27:49.640',0.000,-,-,-,-,-
'84:27:49.648',-0.056,-,-,-,-,-
'84:27:49.656',-0.024,-,-,-,-,-
'84:27:49.664',-0.056,-,-,-,-,-
'84:27:49.672',-0.008,-,-,-,-,-
'84:27:49.680',0.000,-,-,-,-,-
'84:27:49.688',-0.024,-,-,-,-,-
'84:27:49.696',0.048,-,-,-,-,-
'84:27:49.704',0.016,-,-,-,-,-
'84:27:49.712',-0.040,-,-,-,-,-
'84:27:49.720',0.016,-,-,-,-,-
'84:27:49.728',-0.056,-,-,-,-,-
'84:27:49.736',-0.016,-,-,-,-,-
'84:27:49.744',0.000,-,-,-,-,-
'84:27:49.752',-0.048,-,-,-,-,-
'84:27:49.760',-0.024,-,-,-,-,-
'84:27:49.768',-0.048,-,-,-,-,-
'84:27:49.776',0.136,-,-,-,-,-
'84:27:49.784',0.128,-,-,-,-,-
'84:27:49.792',0.224,-,-,-,-,-
'84:27:49.800',0.152,-,-,-,-,-
'84:27:49.808',-0.024,-,-,-,-,-
'84:27:49.816',0.000,-,-,-,-,-
'84:27:49.824',-0.056,-,-,-,-,-
'84:27:49.832',-0.128,-,-,-,-,-
'84:27:49.840',0.016,-,-,-,-,-
'84:27:49.848',0.104,-,-,-,-,-
'84:27:49.856',0.128,-,-,-,-,-
'84:27:49.864',0.080,-,-,-,-,-
'84:27:49.872',0.168,-,-,-,-,-
'84:27:49.880',0.152,-,-,-,-,-
'84:27:49.888',0.240,-,-,-,-,-
'84:27:49.896',0.208,-,-,-,-,-
'84:27:49.904',0.224,-,-,-,-,-
'84:27:49.912',0.248,-,-,-,-,-
'84:27:49.920',0.224,-,-,-,-,-
'84:27:49.928',0.344,-,-,-,-,-
'84:27:49.936',0.400,-,-,-,-,-
'84:27:49.944',0.432,-,-,-,-,-
'84:27:49.952',0.392,-,-,-,-,-
'84:27:49.960',0.368,-,-,-,-,-
'84:27:49.968',0.368,-,-,-,-,-
'84:27:49.976',0.384,-,-,-,-,-
'84:27:49.984',0.328,-,-,-,-,-
'84:27:49.992',0.296,-,-,-,-,-
'84:27:50.000',0.224,-,-,-,-,-
'84:27:50.008',0.192,-,-,-,-,-
'84:27:50.016',0.120,-,-,-,-,-
'84:27:50.024',0.128,-,-,-,-,-
'84:27:50.032',0.064,-,-,-,-,-
'84:27:50.040',0.088,-,-,-,-,-
'84:27:50.048',0.056,-,-,-,-,-
'84:27:50.056',0.080,-,-,-,-,-
'84:27:50.064',0.064,-,-,-,-,-
'84:27:50.072',0.088,-,-,-,-,-
'84:27:50.080',0.120,-,-,-,-,-
'84:27:50.088',0.064,-,-,-,-,-
'84:27:50.096',0.104,-,-,-,-,-
'84:27:50.104',0.080,-,-,-,-,-
'84:27:50.112',0.128,-,-,-,-,-
'84:27:50.120',0.088,-,-,-,-,-
'84:27:50.128',0.080,-,-,-,-,-
'84:27:50.136',0.056,-,-,-,-,-
'84:27:50.144',0.088,-,-,-,-,-
'84:27:50.152',0.008,-,-,-,-,-
'84:27:50.160',0.040,-,-,-,-,-
'84:27:50.168',-0.016,-,-,-,-,-
'84:27:50.176',-0.024,-,-,-,-,-
'84:27:50.184',-0.040,-,-,-,-,-
'84:27:50.192',-0.032,-,-,-,-,-
'84:27:50.200',-0.048,-,-,-,-,-
'84:27:50.208',-0.056,-,-,-,-,-
'84:27:50.216',-0.072,-,-,-,-,-
'84:27:50.224',-0.040,-,-,-,-,-
'84:27:50.232',-0.072,-,-,-,-,-
'84:27:50.240',-0.072,-,-,-,-,-
'84:27:50.248',-0.064,-,-,-,-,-
'84:27:50.256',-0.088,-,-,-,-,-
'84:27:50.264',-0.056,-,-,-,-,-
'84:27:50.272',-0.088,-,-,-,-,-
'84:27:50.280',-0.072,-,-,-,-,-
'84:27:50.288',-0.088,-,-,-,-,-
'84:27:50.296',-0.072,-,-,-,-,-
'84:27:50.304',-0.088,-,-,-,-,-
'84:27:50.312',-0.088,-,-,-,-,-
'84:27:50.320',-0.104,-,-,-,-,-
'84:27:50.328',-0.088,-,-,-,-,-
'84:27:50.336',-0.128,-,-,-,-,-
'84:27:50.344',-0.112,-,-,-,-,-
'84:27:50.352',-0.104,-,-,-,-,-
'84:27:50.360',-0.096,-,-,-,-,-
'84:27:50.368',-0.136,-,-,-,-,-
'84:27:50.376',-0.144,-,-,-,-,-
'84:27:50.384',-0.128,-,-,-,-,-
'84:27:50.392',-0.136,-,-,-,-,-
'84:27:50.400',-0.144,-,-,-,-,-
'84:27:50.408',-0.112,-,-,-,-,-
'84:27:50.416',-0.104,-,-,-,-,-
'84:27:50.424',-0.128,-,-,-,-,-
'84:27:50.432',-0.112,-,-,-,-,-
'84:27:50.440',-0.128,-,-,-,-,-
'84:27:50.448',-0.096,-,-,-,-,-
'84:27:50.456',-0.072,-,-,-,-,-
'84:27:50.464',-0.072,-,-,-,-,-
'84:27:50.472',-0.088,-,-,-,-,-
'84:27:50.480',-0.064,-,-,-,-,-
'84:27:50.488',-0.096,-,-,-,-,-
'84:27:50.496',-0.088,-,-,-,-,-
'84:27:50.504',-0.152,-,-,-,-,-
'84:27:50.512',-0.176,-,-,-,-,-
'84:27:50.520',-0.176,-,-,-,-,-
'84:27:50.528',-0.160,-,-,-,-,-
'84:27:50.536',-0.184,-,-,-,-,-
'84:27:50.544',-0.152,-,-,-,-,-
'84:27:50.552',-0.096,-,-,-,-,-
'84:27:50.560',0.000,-,-,-,-,-
'84:27:50.568',0.048,-,-,-,-,-
'84:27:50.576',-0.008,-,-,-,-,-
'84:27:50.584',-0.136,-,-,-,-,-
'84:27:50.592',-0.208,-,-,-,-,-
'84:27:50.600',-0.288,-,-,-,-,-
'84:27:50.608',-0.304,-,-,-,-,-
'84:27:50.616',-0.304,-,-,-,-,-
'84:27:50.624',-0.208,-,-,-,-,-
'84:27:50.632',-0.152,-,-,-,-,-
'84:27:50.640',-0.128,-,-,-,-,-
'84:27:50.648',-0.112,-,-,-,-,-
'84:27:50.656',-0.128,-,-,-,-,-
'84:27:50.664',-0.096,-,-,-,-,-
'84:27:50.672',-0.128,-,-,-,-,-
'84:27:50.680',-0.088,-,-,-,-,-
'84:27:50.688',-0.088,-,-,-,-,-
'84:27:50.696',-0.072,-,-,-,-,-
'84:27:50.704',-0.088,-,-,-,-,-
'84:27:50.712',-0.072,-,-,-,-,-
'84:27:50.720',-0.088,-,-,-,-,-
'84:27:50.728',-0.056,-,-,-,-,-
'84:27:50.736',-0.064,-,-,-,-,-
'84:27:50.744',-0.056,-,-,-,-,-
'84:27:50.752',-0.064,-,-,-,-,-
'84:27:50.760',-0.040,-,-,-,-,-
'84:27:50.768',-0.048,-,-,-,-,-
'84:27:50.776',-0.040,-,-,-,-,-
'84:27:50.784',-0.072,-,-,-,-,-
'84:27:50.792',-0.048,-,-,-,-,-
'84:27:50.800',-0.088,-,-,-,-,-
'84:27:50.808',-0.064,-,-,-,-,-
'84:27:50.816',-0.056,-,-,-,-,-
'84:27:50.824',-0.088,-,-,-,-,-
'84:27:50.832',-0.056,-,-,-,-,-
'84:27:50.840',-0.064,-,-,-,-,-
'84:27:50.848',-0.008,-,-,-,-,-
'84:27:50.856',-0.016,-,-,-,-,-
'84:27:50.864',0.008,-,-,-,-,-
'84:27:50.872',0.048,-,-,-,-,-
'84:27:50.880',0.056,-,-,-,-,-
'84:27:50.888',0.040,-,-,-,-,-
'84:27:50.896',0.064,-,-,-,-,-
'84:27:50.904',0.024,-,-,-,-,-
'84:27:50.912',0.048,-,-,-,-,-
'84:27:50.920',0.024,-,-,-,-,-
'84:27:50.928',0.032,-,-,-,-,-
'84:27:50.936',0.008,-,-,-,-,-
'84:27:50.944',0.008,-,-,-,-,-
'84:27:50.952',-0.008,-,-,-,-,-
'84:27:50.960',0.008,-,-,-,-,-
'84:27:50.968',0.000,-,-,-,-,-
'84:27:50.976',0.000,-,-,-,-,-
'84:27:50.984',-0.008,-,-,-,-,-
'84:27:50.992',0.000,-,-,-,-,-
'84:27:51.000',-0.016,-,-,-,-,-
'84:27:51.008',-0.008,-,-,-,-,-
'84:27:51.016',-0.024,-,-,-,-,-
'84:27:51.024',-0.024,-,-,-,-,-
'84:27:51.032',-0.040,-,-,-,-,-
'84:27:51.040',-0.032,-,-,-,-,-
'84:27:51.048',-0.056,-,-,-,-,-
'84:27:51.056',-0.072,-,-,-,-,-
'84:27:51.064',-0.104,-,-,-,-,-
'84:27:51.072',-0.128,-,-,-,-,-
'84:27:51.080',-0.136,-,-,-,-,-
'84:27:51.088',-0.128,-,-,-,-,-
'84:27:51.096',-0.128,-,-,-,-,-
'84:27:51.104',-0.136,-,-,-,-,-
'84:27:51.112',-0.104,-,-,-,-,-
'84:27:51.120',-0.112,-,-,-,-,-
'84:27:51.128',-0.088,-,-,-,-,-
'84:27:51.136',-0.064,-,-,-,-,-
'84:27:51.144',-0.032,-,-,-,-,-
'84:27:51.152',-0.008,-,-,-,-,-
'84:27:51.160',0.016,-,-,-,-,-
'84:27:51.168',0.000,-,-,-,-,-
'84:27:51.176',0.080,-,-,-,-,-
'84:27:51.184',0.064,-,-,-,-,-
'84:27:51.192',0.120,-,-,-,-,-
'84:27:51.200',0.064,-,-,-,-,-
'84:27:51.208',0.104,-,-,-,-,-
'84:27:51.216',0.104,-,-,-,-,-
'84:27:51.224',0.136,-,-,-,-,-
'84:27:51.232',0.160,-,-,-,-,-
'84:27:51.240',0.144,-,-,-,-,-
'84:27:51.248',0.152,-,-,-,-,-
'84:27:51.256',0.176,-,-,-,-,-
'84:27:51.264',0.192,-,-,-,-,-
'84:27:51.272',0.168,-,-,-,-,-
'84:27:51.280',0.136,-,-,-,-,-
'84:27:51.288',0.120,-,-,-,-,-
'84:27:51.296',0.120,-,-,-,-,-
'84:27:51.304',0.104,-,-,-,-,-
'84:27:51.312',0.104,-,-,-,-,-
'84:27:51.320',0.104,-,-,-,-,-
'84:27:51.328',0.104,-,-,-,-,-
'84:27:51.336',0.168,-,-,-,-,-
'84:27:51.344',0.240,-,-,-,-,-
'84:27:51.352',0.288,-,-,-,-,-
'84:27:51.360',0.208,-,-,-,-,-
'84:27:51.368',0.088,-,-,-,-,-
'84:27:51.376',0.000,-,-,-,-,-
'84:27:51.384',-0.088,-,-,-,-,-
'84:27:51.392',-0.112,-,-,-,-,-
'84:27:51.400',-0.128,-,-,-,-,-
'84:27:51.408',0.000,-,-,-,-,-
'84:27:51.416',0.040,-,-,-,-,-
'84:27:51.424',0.048,-,-,-,-,-
'84:27:51.432',0.056,-,-,-,-,-
'84:27:51.440',0.040,-,-,-,-,-
'84:27:51.448',0.024,-,-,-,-,-
'84:27:51.456',0.056,-,-,-,-,-
'84:27:51.464',0.032,-,-,-,-,-
'84:27:51.472',0.024,-,-,-,-,-
'84:27:51.480',0.040,-,-,-,-,-
'84:27:51.488',0.048,-,-,-,-,-
'84:27:51.496',0.064,-,-,-,-,-
'84:27:51.504',0.056,-,-,-,-,-
'84:27:51.512',0.064,-,-,-,-,-
'84:27:51.520',0.048,-,-,-,-,-
'84:27:51.528',0.040,-,-,-,-,-
'84:27:51.536',0.024,-,-,-,-,-
'84:27:51.544',0.032,-,-,-,-,-
'84:27:51.552',0.000,-,-,-,-,-
'84:27:51.560',0.016,-,-,-,-,-
'84:27:51.568',0.000,-,-,-,-,-
'84:27:51.576',0.000,-,-,-,-,-
'84:27:51.584',0.000,-,-,-,-,-
'84:27:51.592',-0.032,-,-,-,-,-
'84:27:51.600',-0.048,-,-,-,-,-
'84:27:51.608',-0.032,-,-,-,-,-
'84:27:51.616',-0.048,-,-,-,-,-
'84:27:51.624',-0.032,-,-,-,-,-
'84:27:51.632',-0.024,-,-,-,-,-
'84:27:51.640',-0.016,-,-,-,-,-
'84:27:51.648',-0.024,-,-,-,-,-
'84:27:51.656',0.032,-,-,-,-,-
'84:27:51.664',0.024,-,-,-,-,-
'84:27:51.672',0.040,-,-,-,-,-
'84:27:51.680',0.032,-,-,-,-,-
'84:27:51.688',0.048,-,-,-,-,-
'84:27:51.696',0.008,-,-,-,-,-
'84:27:51.704',0.016,-,-,-,-,-
'84:27:51.712',0.024,-,-,-,-,-
'84:27:51.720',0.000,-,-,-,-,-
'84:27:51.728',0.000,-,-,-,-,-
'84:27:51.736',-0.016,-,-,-,-,-
'84:27:51.744',0.000,-,-,-,-,-
'84:27:51.752',-0.008,-,-,-,-,-
'84:27:51.760',0.000,-,-,-,-,-
'84:27:51.768',-0.016,-,-,-,-,-
'84:27:51.776',0.008,-,-,-,-,-
