'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'83:47:00.360',0.000,-,-,-,-,-
'83:47:00.368',-0.016,-,-,-,-,-
'83:47:00.376',0.000,-,-,-,-,-
'83:47:00.384',-0.024,-,-,-,-,-
'83:47:00.392',0.000,-,-,-,-,-
'83:47:00.400',-0.016,-,-,-,-,-
'83:47:00.408',0.000,-,-,-,-,-
'83:47:00.416',-0.008,-,-,-,-,-
'83:47:00.424',-0.016,-,-,-,-,-
'83:47:00.432',-0.008,-,-,-,-,-
'83:47:00.440',-0.016,-,-,-,-,-
'83:47:00.448',0.000,-,-,-,-,-
'83:47:00.456',0.008,-,-,-,-,-
'83:47:00.464',-0.008,-,-,-,-,-
'83:47:00.472',-0.016,-,-,-,-,-
'83:47:00.480',0.000,-,-,-,-,-
'83:47:00.488',0.000,-,-,-,-,-
'83:47:00.496',0.008,-,-,-,-,-
'83:47:00.504',0.000,-,-,-,-,-
'83:47:00.512',0.016,-,-,-,-,-
'83:47:00.520',0.000,-,-,-,-,-
'83:47:00.528',0.048,-,-,-,-,-
'83:47:00.536',0.040,-,-,-,-,-
'83:47:00.544',0.048,-,-,-,-,-
'83:47:00.552',0.032,-,-,-,-,-
'83:47:00.560',0.056,-,-,-,-,-
'83:47:00.568',0.032,-,-,-,-,-
'83:47:00.576',0.024,-,-,-,-,-
'83:47:00.584',-0.016,-,-,-,-,-
'83:47:00.592',-0.008,-,-,-,-,-
'83:47:00.600',-0.024,-,-,-,-,-
'83:47:00.608',-0.008,-,-,-,-,-
'83:47:00.616',-0.016,-,-,-,-,-
'83:47:00.624',0.040,-,-,-,-,-
'83:47:00.632',0.104,-,-,-,-,-
'83:47:00.640',0.192,-,-,-,-,-
'83:47:00.648',0.200,-,-,-,-,-
'83:47:00.656',0.040,-,-,-,-,-
'83:47:00.664',-0.056,-,-,-,-,-
'83:47:00.672',-0.104,-,-,-,-,-
'83:47:00.680',-0.176,-,-,-,-,-
'83:47:00.688',-0.192,-,-,-,-,-
'83:47:00.696',-0.104,-,-,-,-,-
'83:47:00.704',-0.024,-,-,-,-,-
'83:47:00.712',-0.008,-,-,-,-,-
'83:47:00.720',-0.016,-,-,-,-,-
'83:47:00.728',-0.008,-,-,-,-,-
'83:47:00.736',-0.024,-,-,-,-,-
'83:47:00.744',0.000,-,-,-,-,-
'83:47:00.752',-0.008,-,-,-,-,-
'83:47:00.760',0.008,-,-,-,-,-
'83:47:00.768',-0.008,-,-,-,-,-
'83:47:00.776',0.000,-,-,-,-,-
'83:47:00.784',-0.008,-,-,-,-,-
'83:47:00.792',0.008,-,-,-,-,-
'83:47:00.800',0.000,-,-,-,-,-
'83:47:00.808',0.008,-,-,-,-,-
'83:47:00.816',0.000,-,-,-,-,-
'83:47:00.824',0.008,-,-,-,-,-
'83:47:00.832',0.000,-,-,-,-,-
'83:47:00.840',0.008,-,-,-,-,-
'83:47:00.848',0.000,-,-,-,-,-
'83:47:00.856',0.008,-,-,-,-,-
'83:47:00.864',0.000,-,-,-,-,-
'83:47:00.872',-0.008,-,-,-,-,-
'83:47:00.880',0.000,-,-,-,-,-
'83:47:00.888',0.008,-,-,-,-,-
'83:47:00.896',-0.008,-,-,-,-,-
'83:47:00.904',-0.016,-,-,-,-,-
'83:47:00.912',0.000,-,-,-,-,-
'83:47:00.920',-0.016,-,-,-,-,-
'83:47:00.928',0.016,-,-,-,-,-
'83:47:00.936',0.040,-,-,-,-,-
'83:47:00.944',0.064,-,-,-,-,-
'83:47:00.952',0.088,-,-,-,-,-
'83:47:00.960',0.104,-,-,-,-,-
'83:47:00.968',0.080,-,-,-,-,-
'83:47:00.976',0.104,-,-,-,-,-
'83:47:00.984',0.088,-,-,-,-,-
'83:47:00.992',0.088,-,-,-,-,-
'83:47:01.000',0.064,-,-,-,-,-
'83:47:01.008',0.088,-,-,-,-,-
'83:47:01.016',0.056,-,-,-,-,-
'83:47:01.024',0.064,-,-,-,-,-
'83:47:01.032',0.048,-,-,-,-,-
'83:47:01.040',0.064,-,-,-,-,-
'83:47:01.048',0.056,-,-,-,-,-
'83:47:01.056',0.048,-,-,-,-,-
'83:47:01.064',0.056,-,-,-,-,-
'83:47:01.072',0.048,-,-,-,-,-
'83:47:01.080',0.064,-,-,-,-,-
'83:47:01.088',0.040,-,-,-,-,-
'83:47:01.096',0.056,-,-,-,-,-
'83:47:01.104',0.040,-,-,-,-,-
'83:47:01.112',0.048,-,-,-,-,-
'83:47:01.120',0.040,-,-,-,-,-
'83:47:01.128',0.048,-,-,-,-,-
'83:47:01.136',0.032,-,-,-,-,-
'83:47:01.144',0.040,-,-,-,-,-
'83:47:01.152',0.016,-,-,-,-,-
'83:47:01.160',0.032,-,-,-,-,-
'83:47:01.168',0.016,-,-,-,-,-
'83:47:01.176',0.024,-,-,-,-,-
'83:47:01.184',0.008,-,-,-,-,-
'83:47:01.192',0.024,-,-,-,-,-
'83:47:01.200',0.000,-,-,-,-,-
'83:47:01.208',0.000,-,-,-,-,-
'83:47:01.216',0.008,-,-,-,-,-
'83:47:01.224',0.000,-,-,-,-,-
'83:47:01.232',0.000,-,-,-,-,-
'83:47:01.240',-0.008,-,-,-,-,-
'83:47:01.248',0.000,-,-,-,-,-
'83:47:01.256',0.008,-,-,-,-,-
'83:47:01.264',-0.008,-,-,-,-,-
'83:47:01.272',0.000,-,-,-,-,-
'83:47:01.280',0.016,-,-,-,-,-
'83:47:01.288',0.032,-,-,-,-,-
'83:47:01.296',0.040,-,-,-,-,-
'83:47:01.304',0.024,-,-,-,-,-
'83:47:01.312',0.032,-,-,-,-,-
'83:47:01.320',0.056,-,-,-,-,-
'83:47:01.328',0.080,-,-,-,-,-
'83:47:01.336',0.080,-,-,-,-,-
'83:47:01.344',0.080,-,-,-,-,-
'83:47:01.352',0.064,-,-,-,-,-
'83:47:01.360',0.080,-,-,-,-,-
'83:47:01.368',0.064,-,-,-,-,-
'83:47:01.376',0.120,-,-,-,-,-
'83:47:01.384',-0.048,-,-,-,-,-
'83:47:01.392',-0.144,-,-,-,-,-
'83:47:01.400',-0.248,-,-,-,-,-
'83:47:01.408',-0.384,-,-,-,-,-
'83:47:01.416',-0.560,-,-,-,-,-
'83:47:01.424',-0.664,-,-,-,-,-
'83:47:01.432',-0.688,-,-,-,-,-
'83:47:01.440',-0.416,-,-,-,-,-
'83:47:01.448',-0.248,-,-,-,-,-
'83:47:01.456',-0.144,-,-,-,-,-
'83:47:01.464',-0.104,-,-,-,-,-
'83:47:01.472',-0.072,-,-,-,-,-
'83:47:01.480',-0.088,-,-,-,-,-
'83:47:01.488',0.024,-,-,-,-,-
'83:47:01.496',0.104,-,-,-,-,-
'83:47:01.504',0.136,-,-,-,-,-
'83:47:01.512',0.136,-,-,-,-,-
'83:47:01.520',0.144,-,-,-,-,-
'83:47:01.528',0.136,-,-,-,-,-
'83:47:01.536',0.152,-,-,-,-,-
'83:47:01.544',0.160,-,-,-,-,-
'83:47:01.552',0.120,-,-,-,-,-
'83:47:01.560',0.144,-,-,-,-,-
'83:47:01.568',0.168,-,-,-,-,-
'83:47:01.576',0.152,-,-,-,-,-
'83:47:01.584',0.168,-,-,-,-,-
'83:47:01.592',0.176,-,-,-,-,-
'83:47:01.600',0.152,-,-,-,-,-
'83:47:01.608',0.184,-,-,-,-,-
'83:47:01.616',0.176,-,-,-,-,-
'83:47:01.624',0.208,-,-,-,-,-
'83:47:01.632',0.208,-,-,-,-,-
'83:47:01.640',0.240,-,-,-,-,-
'83:47:01.648',0.240,-,-,-,-,-
'83:47:01.656',0.280,-,-,-,-,-
'83:47:01.664',0.304,-,-,-,-,-
'83:47:01.672',0.360,-,-,-,-,-
'83:47:01.680',0.384,-,-,-,-,-
'83:47:01.688',0.384,-,-,-,-,-
'83:47:01.696',0.408,-,-,-,-,-
'83:47:01.704',0.400,-,-,-,-,-
'83:47:01.712',0.368,-,-,-,-,-
'83:47:01.720',0.328,-,-,-,-,-
'83:47:01.728',0.272,-,-,-,-,-
'83:47:01.736',0.208,-,-,-,-,-
'83:47:01.744',0.152,-,-,-,-,-
'83:47:01.752',0.104,-,-,-,-,-
'83:47:01.760',0.120,-,-,-,-,-
'83:47:01.768',0.064,-,-,-,-,-
'83:47:01.776',0.032,-,-,-,-,-
'83:47:01.784',0.008,-,-,-,-,-
'83:47:01.792',0.016,-,-,-,-,-
'83:47:01.800',-0.016,-,-,-,-,-
'83:47:01.808',0.000,-,-,-,-,-
'83:47:01.816',-0.008,-,-,-,-,-
'83:47:01.824',0.000,-,-,-,-,-
'83:47:01.832',-0.024,-,-,-,-,-
'83:47:01.840',0.000,-,-,-,-,-
'83:47:01.848',0.000,-,-,-,-,-
'83:47:01.856',0.040,-,-,-,-,-
'83:47:01.864',-0.144,-,-,-,-,-
'83:47:01.872',-0.232,-,-,-,-,-
'83:47:01.880',-0.368,-,-,-,-,-
'83:47:01.888',-0.512,-,-,-,-,-
'83:47:01.896',-0.696,-,-,-,-,-
'83:47:01.904',-0.784,-,-,-,-,-
'83:47:01.912',-0.688,-,-,-,-,-
'83:47:01.920',-0.456,-,-,-,-,-
'83:47:01.928',-0.280,-,-,-,-,-
'83:47:01.936',-0.192,-,-,-,-,-
'83:47:01.944',-0.168,-,-,-,-,-
'83:47:01.952',-0.144,-,-,-,-,-
'83:47:01.960',-0.064,-,-,-,-,-
'83:47:01.968',0.024,-,-,-,-,-
'83:47:01.976',0.080,-,-,-,-,-
'83:47:01.984',0.104,-,-,-,-,-
'83:47:01.992',0.136,-,-,-,-,-
'83:47:02.000',0.120,-,-,-,-,-
'83:47:02.008',0.120,-,-,-,-,-
'83:47:02.016',0.104,-,-,-,-,-
'83:47:02.024',0.144,-,-,-,-,-
'83:47:02.032',0.120,-,-,-,-,-
'83:47:02.040',0.144,-,-,-,-,-
'83:47:02.048',0.128,-,-,-,-,-
'83:47:02.056',0.144,-,-,-,-,-
'83:47:02.064',0.160,-,-,-,-,-
'83:47:02.072',0.176,-,-,-,-,-
'83:47:02.080',0.168,-,-,-,-,-
'83:47:02.088',0.184,-,-,-,-,-
'83:47:02.096',0.208,-,-,-,-,-
'83:47:02.104',0.224,-,-,-,-,-
'83:47:02.112',0.240,-,-,-,-,-
'83:47:02.120',0.272,-,-,-,-,-
'83:47:02.128',0.304,-,-,-,-,-
'83:47:02.136',0.328,-,-,-,-,-
'83:47:02.144',0.360,-,-,-,-,-
'83:47:02.152',0.368,-,-,-,-,-
'83:47:02.160',0.384,-,-,-,-,-
'83:47:02.168',0.360,-,-,-,-,-
'83:47:02.176',0.312,-,-,-,-,-
'83:47:02.184',0.240,-,-,-,-,-
'83:47:02.192',0.192,-,-,-,-,-
'83:47:02.200',0.120,-,-,-,-,-
'83:47:02.208',0.088,-,-,-,-,-
'83:47:02.216',0.040,-,-,-,-,-
'83:47:02.224',0.000,-,-,-,-,-
'83:47:02.232',-0.024,-,-,-,-,-
'83:47:02.240',-0.040,-,-,-,-,-
'83:47:02.248',-0.064,-,-,-,-,-
'83:47:02.256',-0.056,-,-,-,-,-
'83:47:02.264',-0.072,-,-,-,-,-
'83:47:02.272',-0.072,-,-,-,-,-
'83:47:02.280',-0.088,-,-,-,-,-
'83:47:02.288',-0.072,-,-,-,-,-
'83:47:02.296',-0.064,-,-,-,-,-
'83:47:02.304',-0.088,-,-,-,-,-
'83:47:02.312',-0.064,-,-,-,-,-
'83:47:02.320',-0.088,-,-,-,-,-
'83:47:02.328',-0.096,-,-,-,-,-
'83:47:02.336',-0.088,-,-,-,-,-
'83:47:02.344',-0.096,-,-,-,-,-
'83:47:02.352',-0.088,-,-,-,-,-
'83:47:02.360',-0.088,-,-,-,-,-
'83:47:02.368',-0.104,-,-,-,-,-
'83:47:02.376',-0.096,-,-,-,-,-
'83:47:02.384',-0.104,-,-,-,-,-
'83:47:02.392',-0.096,-,-,-,-,-
'83:47:02.400',-0.112,-,-,-,-,-
'83:47:02.408',-0.088,-,-,-,-,-
'83:47:02.416',-0.104,-,-,-,-,-
'83:47:02.424',-0.112,-,-,-,-,-
'83:47:02.432',-0.104,-,-,-,-,-
'83:47:02.440',-0.112,-,-,-,-,-
'83:47:02.448',-0.104,-,-,-,-,-
'83:47:02.456',-0.112,-,-,-,-,-
'83:47:02.464',-0.104,-,-,-,-,-
'83:47:02.472',-0.128,-,-,-,-,-
'83:47:02.480',-0.096,-,-,-,-,-
'83:47:02.488',-0.104,-,-,-,-,-
'83:47:02.496',-0.088,-,-,-,-,-
'83:47:02.504',-0.112,-,-,-,-,-
'83:47:02.512',-0.096,-,-,-,-,-
'83:47:02.520',-0.104,-,-,-,-,-
'83:47:02.528',-0.088,-,-,-,-,-
'83:47:02.536',-0.104,-,-,-,-,-
'83:47:02.544',-0.088,-,-,-,-,-
'83:47:02.552',-0.096,-,-,-,-,-
'83:47:02.560',-0.096,-,-,-,-,-
'83:47:02.568',-0.104,-,-,-,-,-
'83:47:02.576',-0.088,-,-,-,-,-
'83:47:02.584',-0.104,-,-,-,-,-
'83:47:02.592',-0.088,-,-,-,-,-
'83:47:02.600',-0.104,-,-,-,-,-
'83:47:02.608',-0.088,-,-,-,-,-
'83:47:02.616',-0.112,-,-,-,-,-
'83:47:02.624',-0.096,-,-,-,-,-
'83:47:02.632',-0.104,-,-,-,-,-
'83:47:02.640',-0.072,-,-,-,-,-
'83:47:02.648',-0.088,-,-,-,-,-
'83:47:02.656',-0.072,-,-,-,-,-
'83:47:02.664',-0.088,-,-,-,-,-
'83:47:02.672',-0.088,-,-,-,-,-
'83:47:02.680',-0.088,-,-,-,-,-
'83:47:02.688',-0.096,-,-,-,-,-
'83:47:02.696',-0.072,-,-,-,-,-
'83:47:02.704',-0.088,-,-,-,-,-
'83:47:02.712',-0.088,-,-,-,-,-
'83:47:02.720',-0.088,-,-,-,-,-
'83:47:02.728',-0.072,-,-,-,-,-
'83:47:02.736',-0.088,-,-,-,-,-
'83:47:02.744',-0.072,-,-,-,-,-
'83:47:02.752',-0.088,-,-,-,-,-
'83:47:02.760',-0.072,-,-,-,-,-
'83:47:02.768',-0.088,-,-,-,-,-
'83:47:02.776',-0.072,-,-,-,-,-
'83:47:02.784',-0.088,-,-,-,-,-
'83:47:02.792',-0.072,-,-,-,-,-
'83:47:02.800',-0.088,-,-,-,-,-
'83:47:02.808',-0.072,-,-,-,-,-
'83:47:02.816',-0.088,-,-,-,-,-
'83:47:02.824',-0.072,-,-,-,-,-
'83:47:02.832',-0.072,-,-,-,-,-
'83:47:02.840',-0.088,-,-,-,-,-
'83:47:02.848',-0.072,-,-,-,-,-
'83:47:02.856',-0.088,-,-,-,-,-
'83:47:02.864',-0.072,-,-,-,-,-
'83:47:02.872',-0.064,-,-,-,-,-
'83:47:02.880',-0.072,-,-,-,-,-
'83:47:02.888',-0.064,-,-,-,-,-
'83:47:02.896',-0.072,-,-,-,-,-
'83:47:02.904',-0.064,-,-,-,-,-
'83:47:02.912',-0.064,-,-,-,-,-
'83:47:02.920',-0.040,-,-,-,-,-
'83:47:02.928',-0.024,-,-,-,-,-
'83:47:02.936',-0.016,-,-,-,-,-
'83:47:02.944',-0.032,-,-,-,-,-
'83:47:02.952',-0.016,-,-,-,-,-
'83:47:02.960',-0.008,-,-,-,-,-
'83:47:02.968',-0.032,-,-,-,-,-
'83:47:02.976',-0.024,-,-,-,-,-
'83:47:02.984',-0.072,-,-,-,-,-
'83:47:02.992',-0.072,-,-,-,-,-
'83:47:03.000',-0.072,-,-,-,-,-
'83:47:03.008',-0.064,-,-,-,-,-
'83:47:03.016',-0.008,-,-,-,-,-
'83:47:03.024',0.064,-,-,-,-,-
'83:47:03.032',0.120,-,-,-,-,-
'83:47:03.040',0.128,-,-,-,-,-
'83:47:03.048',-0.040,-,-,-,-,-
'83:47:03.056',-0.104,-,-,-,-,-
'83:47:03.064',-0.208,-,-,-,-,-
'83:47:03.072',-0.232,-,-,-,-,-
'83:47:03.080',-0.248,-,-,-,-,-
'83:47:03.088',-0.136,-,-,-,-,-
'83:47:03.096',-0.088,-,-,-,-,-
'83:47:03.104',-0.072,-,-,-,-,-
'83:47:03.112',-0.072,-,-,-,-,-
'83:47:03.120',-0.072,-,-,-,-,-
'83:47:03.128',-0.072,-,-,-,-,-
'83:47:03.136',-0.072,-,-,-,-,-
'83:47:03.144',-0.064,-,-,-,-,-
'83:47:03.152',-0.072,-,-,-,-,-
'83:47:03.160',-0.064,-,-,-,-,-
'83:47:03.168',-0.072,-,-,-,-,-
'83:47:03.176',-0.072,-,-,-,-,-
'83:47:03.184',-0.072,-,-,-,-,-
'83:47:03.192',-0.064,-,-,-,-,-
'83:47:03.200',-0.072,-,-,-,-,-
'83:47:03.208',-0.064,-,-,-,-,-
'83:47:03.216',-0.072,-,-,-,-,-
'83:47:03.224',-0.056,-,-,-,-,-
'83:47:03.232',-0.072,-,-,-,-,-
'83:47:03.240',-0.056,-,-,-,-,-
'83:47:03.248',-0.064,-,-,-,-,-
'83:47:03.256',-0.056,-,-,-,-,-
'83:47:03.264',-0.072,-,-,-,-,-
'83:47:03.272',-0.064,-,-,-,-,-
'83:47:03.280',-0.072,-,-,-,-,-
'83:47:03.288',-0.072,-,-,-,-,-
'83:47:03.296',-0.072,-,-,-,-,-
'83:47:03.304',-0.088,-,-,-,-,-
'83:47:03.312',-0.072,-,-,-,-,-
'83:47:03.320',-0.056,-,-,-,-,-
'83:47:03.328',-0.040,-,-,-,-,-
'83:47:03.336',-0.048,-,-,-,-,-
'83:47:03.344',-0.016,-,-,-,-,-
'83:47:03.352',0.000,-,-,-,-,-
'83:47:03.360',0.000,-,-,-,-,-
'83:47:03.368',0.000,-,-,-,-,-
'83:47:03.376',0.024,-,-,-,-,-
'83:47:03.384',0.000,-,-,-,-,-
'83:47:03.392',0.008,-,-,-,-,-
'83:47:03.400',-0.008,-,-,-,-,-
'83:47:03.408',0.000,-,-,-,-,-
'83:47:03.416',-0.016,-,-,-,-,-
'83:47:03.424',-0.008,-,-,-,-,-
'83:47:03.432',-0.024,-,-,-,-,-
'83:47:03.440',0.000,-,-,-,-,-
'83:47:03.448',-0.016,-,-,-,-,-
'83:47:03.456',0.000,-,-,-,-,-
'83:47:03.464',-0.024,-,-,-,-,-
'83:47:03.472',-0.008,-,-,-,-,-
'83:47:03.480',-0.032,-,-,-,-,-
'83:47:03.488',-0.008,-,-,-,-,-
'83:47:03.496',-0.024,-,-,-,-,-
'83:47:03.504',-0.032,-,-,-,-,-
'83:47:03.512',0.000,-,-,-,-,-
'83:47:03.520',-0.016,-,-,-,-,-
'83:47:03.528',-0.032,-,-,-,-,-
'83:47:03.536',0.000,-,-,-,-,-
'83:47:03.544',-0.024,-,-,-,-,-
'83:47:03.552',-0.032,-,-,-,-,-
'83:47:03.560',-0.008,-,-,-,-,-
'83:47:03.568',-0.032,-,-,-,-,-
'83:47:03.576',-0.024,-,-,-,-,-
'83:47:03.584',-0.040,-,-,-,-,-
'83:47:03.592',-0.024,-,-,-,-,-
'83:47:03.600',-0.040,-,-,-,-,-
'83:47:03.608',-0.024,-,-,-,-,-
'83:47:03.616',-0.048,-,-,-,-,-
'83:47:03.624',-0.032,-,-,-,-,-
'83:47:03.632',-0.048,-,-,-,-,-
'83:47:03.640',-0.032,-,-,-,-,-
'83:47:03.648',-0.024,-,-,-,-,-
'83:47:03.656',-0.048,-,-,-,-,-
'83:47:03.664',-0.032,-,-,-,-,-
'83:47:03.672',-0.040,-,-,-,-,-
'83:47:03.680',-0.032,-,-,-,-,-
'83:47:03.688',-0.016,-,-,-,-,-
'83:47:03.696',-0.040,-,-,-,-,-
'83:47:03.704',-0.032,-,-,-,-,-
'83:47:03.712',-0.024,-,-,-,-,-
'83:47:03.720',0.000,-,-,-,-,-
'83:47:03.728',0.016,-,-,-,-,-
'83:47:03.736',0.016,-,-,-,-,-
'83:47:03.744',0.000,-,-,-,-,-
'83:47:03.752',0.016,-,-,-,-,-
'83:47:03.760',0.000,-,-,-,-,-
'83:47:03.768',-0.008,-,-,-,-,-
'83:47:03.776',0.000,-,-,-,-,-
'83:47:03.784',-0.040,-,-,-,-,-
'83:47:03.792',-0.032,-,-,-,-,-
'83:47:03.800',-0.056,-,-,-,-,-
'83:47:03.808',-0.032,-,-,-,-,-
'83:47:03.816',-0.056,-,-,-,-,-
'83:47:03.824',0.048,-,-,-,-,-
'83:47:03.832',0.120,-,-,-,-,-
'83:47:03.840',0.160,-,-,-,-,-
'83:47:03.848',0.032,-,-,-,-,-
'83:47:03.856',-0.056,-,-,-,-,-
'83:47:03.864',-0.144,-,-,-,-,-
'83:47:03.872',-0.192,-,-,-,-,-
'83:47:03.880',-0.232,-,-,-,-,-
'83:47:03.888',-0.152,-,-,-,-,-
'83:47:03.896',-0.088,-,-,-,-,-
'83:47:03.904',-0.056,-,-,-,-,-
'83:47:03.912',-0.048,-,-,-,-,-
'83:47:03.920',-0.064,-,-,-,-,-
'83:47:03.928',-0.048,-,-,-,-,-
'83:47:03.936',-0.056,-,-,-,-,-
'83:47:03.944',-0.040,-,-,-,-,-
'83:47:03.952',-0.048,-,-,-,-,-
'83:47:03.960',-0.040,-,-,-,-,-
'83:47:03.968',-0.048,-,-,-,-,-
'83:47:03.976',-0.024,-,-,-,-,-
'83:47:03.984',-0.056,-,-,-,-,-
'83:47:03.992',-0.032,-,-,-,-,-
'83:47:04.000',-0.056,-,-,-,-,-
'83:47:04.008',-0.040,-,-,-,-,-
'83:47:04.016',-0.056,-,-,-,-,-
'83:47:04.024',-0.040,-,-,-,-,-
'83:47:04.032',-0.056,-,-,-,-,-
'83:47:04.040',-0.048,-,-,-,-,-
'83:47:04.048',-0.064,-,-,-,-,-
'83:47:04.056',-0.040,-,-,-,-,-
'83:47:04.064',-0.056,-,-,-,-,-
'83:47:04.072',-0.040,-,-,-,-,-
'83:47:04.080',-0.072,-,-,-,-,-
'83:47:04.088',-0.048,-,-,-,-,-
'83:47:04.096',-0.072,-,-,-,-,-
'83:47:04.104',-0.064,-,-,-,-,-
'83:47:04.112',-0.056,-,-,-,-,-
'83:47:04.120',-0.024,-,-,-,-,-
'83:47:04.128',-0.016,-,-,-,-,-
'83:47:04.136',-0.024,-,-,-,-,-
'83:47:04.144',0.000,-,-,-,-,-
'83:47:04.152',0.000,-,-,-,-,-
'83:47:04.160',0.032,-,-,-,-,-
'83:47:04.168',0.008,-,-,-,-,-
'83:47:04.176',0.032,-,-,-,-,-
'83:47:04.184',0.000,-,-,-,-,-
'83:47:04.192',0.016,-,-,-,-,-
'83:47:04.200',0.000,-,-,-,-,-
'83:47:04.208',0.008,-,-,-,-,-
'83:47:04.216',-0.008,-,-,-,-,-
'83:47:04.224',0.000,-,-,-,-,-
'83:47:04.232',-0.016,-,-,-,-,-
'83:47:04.240',0.000,-,-,-,-,-
'83:47:04.248',-0.008,-,-,-,-,-
'83:47:04.256',0.000,-,-,-,-,-
'83:47:04.264',-0.008,-,-,-,-,-
'83:47:04.272',0.000,-,-,-,-,-
'83:47:04.280',-0.008,-,-,-,-,-
'83:47:04.288',0.000,-,-,-,-,-
'83:47:04.296',-0.008,-,-,-,-,-
'83:47:04.304',0.008,-,-,-,-,-
'83:47:04.312',0.000,-,-,-,-,-
'83:47:04.320',-0.008,-,-,-,-,-
'83:47:04.328',0.000,-,-,-,-,-
'83:47:04.336',-0.016,-,-,-,-,-
'83:47:04.344',-0.008,-,-,-,-,-
'83:47:04.352',-0.024,-,-,-,-,-
'83:47:04.360',0.000,-,-,-,-,-
'83:47:04.368',-0.008,-,-,-,-,-
'83:47:04.376',-0.024,-,-,-,-,-
'83:47:04.384',-0.008,-,-,-,-,-
'83:47:04.392',0.000,-,-,-,-,-
'83:47:04.400',-0.024,-,-,-,-,-
'83:47:04.408',-0.008,-,-,-,-,-
'83:47:04.416',-0.024,-,-,-,-,-
'83:47:04.424',-0.008,-,-,-,-,-
'83:47:04.432',-0.016,-,-,-,-,-
'83:47:04.440',0.000,-,-,-,-,-
'83:47:04.448',-0.024,-,-,-,-,-
'83:47:04.456',-0.008,-,-,-,-,-
'83:47:04.464',-0.032,-,-,-,-,-
'83:47:04.472',-0.008,-,-,-,-,-
'83:47:04.480',-0.016,-,-,-,-,-
'83:47:04.488',0.000,-,-,-,-,-
'83:47:04.496',-0.024,-,-,-,-,-
'83:47:04.504',-0.016,-,-,-,-,-
'83:47:04.512',-0.008,-,-,-,-,-
'83:47:04.520',0.000,-,-,-,-,-
'83:47:04.528',0.032,-,-,-,-,-
'83:47:04.536',0.024,-,-,-,-,-
'83:47:04.544',0.016,-,-,-,-,-
'83:47:04.552',0.024,-,-,-,-,-
'83:47:04.560',0.032,-,-,-,-,-
'83:47:04.568',0.000,-,-,-,-,-
'83:47:04.576',0.008,-,-,-,-,-
'83:47:04.584',-0.024,-,-,-,-,-
'83:47:04.592',-0.040,-,-,-,-,-
'83:47:04.600',-0.048,-,-,-,-,-
'83:47:04.608',-0.024,-,-,-,-,-
'83:47:04.616',0.000,-,-,-,-,-
'83:47:04.624',0.080,-,-,-,-,-
'83:47:04.632',0.120,-,-,-,-,-
'83:47:04.640',0.160,-,-,-,-,-
'83:47:04.648',0.032,-,-,-,-,-
'83:47:04.656',-0.040,-,-,-,-,-
'83:47:04.664',-0.128,-,-,-,-,-
'83:47:04.672',-0.184,-,-,-,-,-
'83:47:04.680',-0.208,-,-,-,-,-
'83:47:04.688',-0.152,-,-,-,-,-
'83:47:04.696',-0.072,-,-,-,-,-
'83:47:04.704',-0.040,-,-,-,-,-
'83:47:04.712',-0.032,-,-,-,-,-
'83:47:04.720',-0.040,-,-,-,-,-
'83:47:04.728',-0.056,-,-,-,-,-
'83:47:04.736',-0.032,-,-,-,-,-
