'Elapsed time','I','II','V','MCL1','ABP','PAP'
'8:57:36.552',-,-0.043,-,-,100.000,-
'8:57:36.560',-,-0.017,-,-,97.600,-
'8:57:36.568',-,0.000,-,-,94.400,-
'8:57:36.576',-,0.000,-,-,91.200,-
'8:57:36.584',-,0.000,-,-,88.000,-
'8:57:36.592',-,0.017,-,-,83.200,-
'8:57:36.600',-,0.043,-,-,79.200,-
'8:57:36.608',-,0.043,-,-,75.200,-
'8:57:36.616',-,0.060,-,-,70.400,-
'8:57:36.624',-,0.085,-,-,66.400,-
'8:57:36.632',-,0.128,-,-,63.200,-
'8:57:36.640',-,0.128,-,-,60.800,-
'8:57:36.648',-,0.111,-,-,57.600,-
'8:57:36.656',-,0.060,-,-,56.000,-
'8:57:36.664',-,0.043,-,-,54.400,-
'8:57:36.672',-,0.000,-,-,53.600,-
'8:57:36.680',-,-0.017,-,-,52.800,-
'8:57:36.688',-,0.000,-,-,52.000,-
'8:57:36.696',-,-0.043,-,-,51.200,-
'8:57:36.704',-,-0.017,-,-,51.200,-
'8:57:36.712',-,-0.043,-,-,51.200,-
'8:57:36.720',-,-0.060,-,-,50.400,-
'8:57:36.728',-,-0.060,-,-,50.400,-
'8:57:36.736',-,-0.085,-,-,50.400,-
'8:57:36.744',-,0.085,-,-,49.600,-
'8:57:36.752',-,0.333,-,-,49.600,-
'8:57:36.760',-,0.427,-,-,49.600,-
'8:57:36.768',-,0.085,-,-,49.600,-
'8:57:36.776',-,-0.017,-,-,49.600,-
'8:57:36.784',-,0.043,-,-,48.800,-
'8:57:36.792',-,0.000,-,-,48.800,-
'8:57:36.800',-,-0.043,-,-,48.800,-
'8:57:36.808',-,-0.085,-,-,48.800,-
'8:57:36.816',-,-0.111,-,-,48.000,-
'8:57:36.824',-,-0.111,-,-,48.000,-
'8:57:36.832',-,-0.111,-,-,48.000,-
'8:57:36.840',-,-0.111,-,-,47.200,-
'8:57:36.848',-,-0.085,-,-,47.200,-
'8:57:36.856',-,-0.060,-,-,48.000,-
'8:57:36.864',-,-0.111,-,-,50.400,-
'8:57:36.872',-,-0.111,-,-,54.400,-
'8:57:36.880',-,-0.111,-,-,60.000,-
'8:57:36.888',-,-0.043,-,-,67.200,-
'8:57:36.896',-,-0.111,-,-,74.400,-
'8:57:36.904',-,-0.128,-,-,81.600,-
'8:57:36.912',-,-0.111,-,-,88.000,-
'8:57:36.920',-,-0.111,-,-,92.800,-
'8:57:36.928',-,-0.154,-,-,96.800,-
'8:57:36.936',-,-0.111,-,-,100.000,-
'8:57:36.944',-,-0.111,-,-,102.400,-
'8:57:36.952',-,-0.111,-,-,104.800,-
'8:57:36.960',-,-0.128,-,-,105.600,-
'8:57:36.968',-,-0.128,-,-,106.400,-
'8:57:36.976',-,-0.154,-,-,106.400,-
'8:57:36.984',-,-0.128,-,-,105.600,-
'8:57:36.992',-,-0.111,-,-,104.800,-
'8:57:37.000',-,-0.111,-,-,104.000,-
'8:57:37.008',-,-0.085,-,-,102.400,-
'8:57:37.016',-,-0.043,-,-,100.000,-
'8:57:37.024',-,-0.043,-,-,98.400,-
'8:57:37.032',-,-0.043,-,-,96.000,-
'8:57:37.040',-,-0.017,-,-,92.800,-
'8:57:37.048',-,-0.017,-,-,89.600,-
'8:57:37.056',-,0.000,-,-,85.600,-
'8:57:37.064',-,0.000,-,-,81.600,-
'8:57:37.072',-,-0.017,-,-,77.600,-
'8:57:37.080',-,0.000,-,-,72.800,-
'8:57:37.088',-,0.017,-,-,68.800,-
'8:57:37.096',-,0.043,-,-,65.600,-
'8:57:37.104',-,0.060,-,-,62.400,-
'8:57:37.112',-,0.043,-,-,59.200,-
'8:57:37.120',-,0.060,-,-,57.600,-
'8:57:37.128',-,0.060,-,-,55.200,-
'8:57:37.136',-,0.060,-,-,54.400,-
'8:57:37.144',-,0.043,-,-,53.600,-
'8:57:37.152',-,0.000,-,-,52.800,-
'8:57:37.160',-,0.000,-,-,52.000,-
'8:57:37.168',-,-0.043,-,-,51.200,-
'8:57:37.176',-,0.000,-,-,51.200,-
'8:57:37.184',-,-0.043,-,-,51.200,-
'8:57:37.192',-,-0.060,-,-,50.400,-
'8:57:37.200',-,-0.043,-,-,50.400,-
'8:57:37.208',-,-0.060,-,-,49.600,-
'8:57:37.216',-,-0.085,-,-,49.600,-
'8:57:37.224',-,-0.043,-,-,49.600,-
'8:57:37.232',-,0.154,-,-,48.800,-
'8:57:37.240',-,0.385,-,-,48.800,-
'8:57:37.248',-,0.427,-,-,48.800,-
'8:57:37.256',-,0.000,-,-,48.000,-
'8:57:37.264',-,0.000,-,-,48.000,-
'8:57:37.272',-,0.017,-,-,48.000,-
'8:57:37.280',-,-0.017,-,-,47.200,-
'8:57:37.288',-,-0.060,-,-,47.200,-
'8:57:37.296',-,-0.111,-,-,47.200,-
'8:57:37.304',-,-0.085,-,-,46.400,-
'8:57:37.312',-,-0.060,-,-,46.400,-
'8:57:37.320',-,-0.111,-,-,46.400,-
'8:57:37.328',-,-0.111,-,-,45.600,-
'8:57:37.336',-,-0.111,-,-,45.600,-
'8:57:37.344',-,-0.111,-,-,46.400,-
'8:57:37.352',-,-0.085,-,-,48.800,-
'8:57:37.360',-,-0.043,-,-,52.800,-
'8:57:37.368',-,-0.060,-,-,58.400,-
'8:57:37.376',-,-0.085,-,-,65.600,-
'8:57:37.384',-,-0.111,-,-,72.800,-
'8:57:37.392',-,-0.085,-,-,80.000,-
'8:57:37.400',-,-0.111,-,-,85.600,-
'8:57:37.408',-,-0.128,-,-,91.200,-
'8:57:37.416',-,-0.128,-,-,95.200,-
'8:57:37.424',-,-0.128,-,-,98.400,-
'8:57:37.432',-,-0.111,-,-,100.800,-
'8:57:37.440',-,-0.111,-,-,102.400,-
'8:57:37.448',-,-0.085,-,-,103.200,-
'8:57:37.456',-,-0.111,-,-,104.000,-
'8:57:37.464',-,-0.111,-,-,104.000,-
'8:57:37.472',-,-0.060,-,-,103.200,-
'8:57:37.480',-,-0.043,-,-,102.400,-
'8:57:37.488',-,-0.060,-,-,100.800,-
'8:57:37.496',-,-0.060,-,-,99.200,-
'8:57:37.504',-,-0.043,-,-,97.600,-
'8:57:37.512',-,-0.017,-,-,95.200,-
'8:57:37.520',-,0.000,-,-,92.000,-
'8:57:37.528',-,0.000,-,-,88.800,-
'8:57:37.536',-,0.000,-,-,84.800,-
'8:57:37.544',-,0.000,-,-,80.000,-
'8:57:37.552',-,0.000,-,-,76.000,-
'8:57:37.560',-,0.017,-,-,72.000,-
'8:57:37.568',-,0.043,-,-,68.000,-
'8:57:37.576',-,0.060,-,-,64.000,-
'8:57:37.584',-,0.085,-,-,60.800,-
'8:57:37.592',-,0.128,-,-,58.400,-
'8:57:37.600',-,0.111,-,-,56.000,-
'8:57:37.608',-,0.128,-,-,54.400,-
'8:57:37.616',-,0.111,-,-,52.800,-
'8:57:37.624',-,0.085,-,-,52.000,-
'8:57:37.632',-,0.043,-,-,51.200,-
'8:57:37.640',-,0.000,-,-,50.400,-
'8:57:37.648',-,-0.043,-,-,50.400,-
'8:57:37.656',-,-0.017,-,-,49.600,-
'8:57:37.664',-,0.000,-,-,49.600,-
'8:57:37.672',-,0.000,-,-,48.800,-
'8:57:37.680',-,-0.017,-,-,48.800,-
'8:57:37.688',-,0.000,-,-,48.800,-
'8:57:37.696',-,-0.043,-,-,48.000,-
'8:57:37.704',-,0.000,-,-,48.000,-
'8:57:37.712',-,0.222,-,-,48.000,-
'8:57:37.720',-,0.470,-,-,47.200,-
'8:57:37.728',-,0.470,-,-,47.200,-
'8:57:37.736',-,0.085,-,-,47.200,-
'8:57:37.744',-,0.017,-,-,47.200,-
'8:57:37.752',-,0.000,-,-,46.400,-
'8:57:37.760',-,0.000,-,-,46.400,-
'8:57:37.768',-,-0.043,-,-,46.400,-
'8:57:37.776',-,-0.043,-,-,46.400,-
'8:57:37.784',-,-0.017,-,-,45.600,-
'8:57:37.792',-,-0.043,-,-,45.600,-
'8:57:37.800',-,-0.060,-,-,44.800,-
'8:57:37.808',-,-0.043,-,-,44.800,-
'8:57:37.816',-,-0.060,-,-,44.000,-
'8:57:37.824',-,-0.017,-,-,44.800,-
'8:57:37.832',-,-0.043,-,-,46.400,-
'8:57:37.840',-,-0.017,-,-,48.800,-
'8:57:37.848',-,-0.043,-,-,53.600,-
'8:57:37.856',-,-0.017,-,-,59.200,-
'8:57:37.864',-,-0.043,-,-,65.600,-
'8:57:37.872',-,-0.060,-,-,72.800,-
'8:57:37.880',-,-0.043,-,-,79.200,-
'8:57:37.888',-,-0.043,-,-,84.000,-
'8:57:37.896',-,-0.060,-,-,88.800,-
'8:57:37.904',-,-0.060,-,-,92.000,-
'8:57:37.912',-,-0.085,-,-,94.400,-
'8:57:37.920',-,-0.060,-,-,96.000,-
'8:57:37.928',-,-0.043,-,-,97.600,-
'8:57:37.936',-,-0.043,-,-,97.600,-
'8:57:37.944',-,-0.060,-,-,97.600,-
'8:57:37.952',-,-0.043,-,-,97.600,-
'8:57:37.960',-,-0.017,-,-,96.000,-
'8:57:37.968',-,-0.043,-,-,95.200,-
'8:57:37.976',-,-0.017,-,-,93.600,-
'8:57:37.984',-,0.000,-,-,91.200,-
'8:57:37.992',-,0.000,-,-,88.800,-
'8:57:38.000',-,0.000,-,-,85.600,-
'8:57:38.008',-,0.000,-,-,81.600,-
'8:57:38.016',-,0.000,-,-,77.600,-
'8:57:38.024',-,0.000,-,-,73.600,-
'8:57:38.032',-,0.043,-,-,68.800,-
'8:57:38.040',-,0.043,-,-,65.600,-
'8:57:38.048',-,0.085,-,-,61.600,-
'8:57:38.056',-,0.128,-,-,58.400,-
'8:57:38.064',-,0.128,-,-,56.000,-
'8:57:38.072',-,0.111,-,-,53.600,-
'8:57:38.080',-,0.128,-,-,52.000,-
'8:57:38.088',-,0.154,-,-,50.400,-
'8:57:38.096',-,0.111,-,-,49.600,-
'8:57:38.104',-,0.043,-,-,48.800,-
'8:57:38.112',-,0.000,-,-,48.800,-
'8:57:38.120',-,0.000,-,-,48.000,-
'8:57:38.128',-,0.000,-,-,48.000,-
'8:57:38.136',-,0.000,-,-,47.200,-
'8:57:38.144',-,-0.043,-,-,47.200,-
'8:57:38.152',-,0.000,-,-,47.200,-
'8:57:38.160',-,-0.017,-,-,46.400,-
'8:57:38.168',-,0.000,-,-,46.400,-
'8:57:38.176',-,0.017,-,-,46.400,-
'8:57:38.184',-,0.265,-,-,46.400,-
'8:57:38.192',-,0.496,-,-,45.600,-
'8:57:38.200',-,0.521,-,-,45.600,-
'8:57:38.208',-,0.111,-,-,45.600,-
'8:57:38.216',-,0.017,-,-,45.600,-
'8:57:38.224',-,0.000,-,-,45.600,-
'8:57:38.232',-,-0.017,-,-,45.600,-
'8:57:38.240',-,-0.043,-,-,44.800,-
'8:57:38.248',-,-0.043,-,-,44.800,-
'8:57:38.256',-,-0.043,-,-,44.800,-
'8:57:38.264',-,-0.043,-,-,44.800,-
'8:57:38.272',-,-0.043,-,-,44.000,-
'8:57:38.280',-,-0.043,-,-,44.000,-
'8:57:38.288',-,-0.017,-,-,43.200,-
'8:57:38.296',-,-0.017,-,-,44.000,-
'8:57:38.304',-,-0.017,-,-,44.800,-
'8:57:38.312',-,-0.043,-,-,48.000,-
'8:57:38.320',-,-0.017,-,-,52.000,-
'8:57:38.328',-,-0.043,-,-,58.400,-
'8:57:38.336',-,0.000,-,-,65.600,-
'8:57:38.344',-,-0.043,-,-,72.800,-
'8:57:38.352',-,-0.043,-,-,80.000,-
'8:57:38.360',-,-0.060,-,-,85.600,-
'8:57:38.368',-,-0.043,-,-,90.400,-
'8:57:38.376',-,-0.060,-,-,93.600,-
'8:57:38.384',-,-0.085,-,-,96.800,-
'8:57:38.392',-,-0.043,-,-,98.400,-
'8:57:38.400',-,-0.060,-,-,100.000,-
'8:57:38.408',-,-0.111,-,-,100.800,-
'8:57:38.416',-,-0.085,-,-,100.800,-
'8:57:38.424',-,-0.043,-,-,100.800,-
'8:57:38.432',-,-0.085,-,-,100.000,-
'8:57:38.440',-,-0.043,-,-,99.200,-
'8:57:38.448',-,-0.017,-,-,97.600,-
'8:57:38.456',-,-0.017,-,-,96.000,-
'8:57:38.464',-,0.000,-,-,93.600,-
'8:57:38.472',-,0.000,-,-,90.400,-
'8:57:38.480',-,0.000,-,-,87.200,-
'8:57:38.488',-,0.000,-,-,83.200,-
'8:57:38.496',-,0.000,-,-,79.200,-
'8:57:38.504',-,0.043,-,-,75.200,-
'8:57:38.512',-,0.043,-,-,70.400,-
'8:57:38.520',-,0.085,-,-,67.200,-
'8:57:38.528',-,0.085,-,-,63.200,-
'8:57:38.536',-,0.085,-,-,60.800,-
'8:57:38.544',-,0.111,-,-,57.600,-
'8:57:38.552',-,0.128,-,-,56.000,-
'8:57:38.560',-,0.128,-,-,54.400,-
'8:57:38.568',-,0.111,-,-,53.600,-
'8:57:38.576',-,0.085,-,-,52.800,-
'8:57:38.584',-,0.043,-,-,52.000,-
'8:57:38.592',-,0.000,-,-,51.200,-
'8:57:38.600',-,-0.017,-,-,51.200,-
'8:57:38.608',-,-0.043,-,-,51.200,-
'8:57:38.616',-,-0.043,-,-,51.200,-
'8:57:38.624',-,-0.017,-,-,50.400,-
'8:57:38.632',-,-0.017,-,-,50.400,-
'8:57:38.640',-,0.000,-,-,50.400,-
'8:57:38.648',-,-0.017,-,-,50.400,-
'8:57:38.656',-,0.017,-,-,50.400,-
'8:57:38.664',-,0.248,-,-,49.600,-
'8:57:38.672',-,0.496,-,-,49.600,-
'8:57:38.680',-,0.521,-,-,49.600,-
'8:57:38.688',-,0.000,-,-,49.600,-
'8:57:38.696',-,-0.017,-,-,49.600,-
'8:57:38.704',-,0.043,-,-,49.600,-
'8:57:38.712',-,0.000,-,-,49.600,-
'8:57:38.720',-,-0.043,-,-,48.800,-
'8:57:38.728',-,-0.085,-,-,48.800,-
'8:57:38.736',-,-0.111,-,-,48.800,-
'8:57:38.744',-,-0.060,-,-,48.000,-
'8:57:38.752',-,-0.043,-,-,48.000,-
'8:57:38.760',-,-0.043,-,-,48.000,-
'8:57:38.768',-,-0.060,-,-,48.000,-
'8:57:38.776',-,-0.043,-,-,49.600,-
'8:57:38.784',-,-0.085,-,-,52.800,-
'8:57:38.792',-,-0.060,-,-,58.400,-
'8:57:38.800',-,-0.085,-,-,64.800,-
'8:57:38.808',-,-0.060,-,-,72.800,-
'8:57:38.816',-,-0.085,-,-,80.000,-
'8:57:38.824',-,-0.060,-,-,86.400,-
'8:57:38.832',-,-0.085,-,-,92.800,-
'8:57:38.840',-,-0.085,-,-,96.800,-
'8:57:38.848',-,-0.111,-,-,100.800,-
'8:57:38.856',-,-0.111,-,-,103.200,-
