'Elapsed time','I','II','V','MCL1','ABP','PAP'
'9:03:44.192',-,0.000,-,-,48.800,-
'9:03:44.200',-,0.060,-,-,48.800,-
'9:03:44.208',-,0.000,-,-,48.800,-
'9:03:44.216',-,-0.043,-,-,48.800,-
'9:03:44.224',-,-0.111,-,-,48.000,-
'9:03:44.232',-,-0.085,-,-,48.000,-
'9:03:44.240',-,-0.111,-,-,48.000,-
'9:03:44.248',-,-0.060,-,-,47.200,-
'9:03:44.256',-,-0.043,-,-,47.200,-
'9:03:44.264',-,-0.060,-,-,48.800,-
'9:03:44.272',-,-0.111,-,-,50.400,-
'9:03:44.280',-,-0.043,-,-,54.400,-
'9:03:44.288',-,-0.017,-,-,60.800,-
'9:03:44.296',-,-0.043,-,-,68.000,-
'9:03:44.304',-,-0.111,-,-,75.200,-
'9:03:44.312',-,-0.085,-,-,82.400,-
'9:03:44.320',-,-0.085,-,-,89.600,-
'9:03:44.328',-,-0.060,-,-,95.200,-
'9:03:44.336',-,-0.085,-,-,100.000,-
'9:03:44.344',-,-0.111,-,-,103.200,-
'9:03:44.352',-,-0.085,-,-,106.400,-
'9:03:44.360',-,-0.111,-,-,108.000,-
'9:03:44.368',-,-0.111,-,-,109.600,-
'9:03:44.376',-,-0.060,-,-,110.400,-
'9:03:44.384',-,-0.043,-,-,110.400,-
'9:03:44.392',-,-0.060,-,-,109.600,-
'9:03:44.400',-,-0.111,-,-,108.800,-
'9:03:44.408',-,-0.085,-,-,108.000,-
'9:03:44.416',-,-0.060,-,-,106.400,-
'9:03:44.424',-,-0.043,-,-,104.800,-
'9:03:44.432',-,0.000,-,-,102.400,-
'9:03:44.440',-,0.000,-,-,100.000,-
'9:03:44.448',-,0.000,-,-,97.600,-
'9:03:44.456',-,0.000,-,-,94.400,-
'9:03:44.464',-,0.000,-,-,90.400,-
'9:03:44.472',-,0.043,-,-,86.400,-
'9:03:44.480',-,0.060,-,-,81.600,-
'9:03:44.488',-,0.085,-,-,76.800,-
'9:03:44.496',-,0.128,-,-,72.800,-
'9:03:44.504',-,0.128,-,-,68.800,-
'9:03:44.512',-,0.111,-,-,65.600,-
'9:03:44.520',-,0.085,-,-,63.200,-
'9:03:44.528',-,0.111,-,-,60.800,-
'9:03:44.536',-,0.085,-,-,58.400,-
'9:03:44.544',-,0.000,-,-,56.800,-
'9:03:44.552',-,-0.043,-,-,56.000,-
'9:03:44.560',-,-0.043,-,-,55.200,-
'9:03:44.568',-,-0.043,-,-,54.400,-
'9:03:44.576',-,-0.043,-,-,54.400,-
'9:03:44.584',-,-0.017,-,-,53.600,-
'9:03:44.592',-,-0.043,-,-,53.600,-
'9:03:44.600',-,-0.017,-,-,53.600,-
'9:03:44.608',-,-0.043,-,-,52.800,-
'9:03:44.616',-,0.179,-,-,52.800,-
'9:03:44.624',-,0.427,-,-,52.000,-
'9:03:44.632',-,0.470,-,-,52.000,-
'9:03:44.640',-,0.017,-,-,52.000,-
'9:03:44.648',-,0.000,-,-,51.200,-
'9:03:44.656',-,0.085,-,-,51.200,-
'9:03:44.664',-,-0.017,-,-,51.200,-
'9:03:44.672',-,-0.085,-,-,50.400,-
'9:03:44.680',-,-0.111,-,-,50.400,-
'9:03:44.688',-,-0.085,-,-,50.400,-
'9:03:44.696',-,-0.111,-,-,49.600,-
'9:03:44.704',-,-0.111,-,-,49.600,-
'9:03:44.712',-,-0.111,-,-,49.600,-
'9:03:44.720',-,-0.111,-,-,49.600,-
'9:03:44.728',-,-0.043,-,-,52.000,-
'9:03:44.736',-,-0.060,-,-,55.200,-
'9:03:44.744',-,-0.111,-,-,60.000,-
'9:03:44.752',-,-0.111,-,-,66.400,-
'9:03:44.760',-,-0.128,-,-,73.600,-
'9:03:44.768',-,-0.111,-,-,80.800,-
'9:03:44.776',-,-0.154,-,-,87.200,-
'9:03:44.784',-,-0.128,-,-,92.800,-
'9:03:44.792',-,-0.154,-,-,97.600,-
'9:03:44.800',-,-0.128,-,-,100.800,-
'9:03:44.808',-,-0.154,-,-,104.000,-
'9:03:44.816',-,-0.128,-,-,105.600,-
'9:03:44.824',-,-0.111,-,-,107.200,-
'9:03:44.832',-,-0.154,-,-,107.200,-
'9:03:44.840',-,-0.154,-,-,107.200,-
'9:03:44.848',-,-0.111,-,-,107.200,-
'9:03:44.856',-,-0.111,-,-,106.400,-
'9:03:44.864',-,-0.111,-,-,104.800,-
'9:03:44.872',-,-0.128,-,-,103.200,-
'9:03:44.880',-,-0.111,-,-,101.600,-
'9:03:44.888',-,-0.085,-,-,99.200,-
'9:03:44.896',-,-0.060,-,-,96.800,-
'9:03:44.904',-,-0.043,-,-,93.600,-
'9:03:44.912',-,-0.017,-,-,90.400,-
'9:03:44.920',-,-0.043,-,-,85.600,-
'9:03:44.928',-,-0.017,-,-,81.600,-
'9:03:44.936',-,-0.017,-,-,76.800,-
'9:03:44.944',-,0.017,-,-,72.800,-
'9:03:44.952',-,0.000,-,-,68.800,-
'9:03:44.960',-,0.043,-,-,65.600,-
'9:03:44.968',-,0.017,-,-,63.200,-
'9:03:44.976',-,0.085,-,-,60.800,-
'9:03:44.984',-,0.085,-,-,58.400,-
'9:03:44.992',-,0.085,-,-,56.800,-
'9:03:45.000',-,0.060,-,-,56.000,-
'9:03:45.008',-,0.000,-,-,55.200,-
'9:03:45.016',-,0.000,-,-,55.200,-
'9:03:45.024',-,-0.017,-,-,55.200,-
'9:03:45.032',-,-0.043,-,-,55.200,-
'9:03:45.040',-,-0.043,-,-,55.200,-
'9:03:45.048',-,-0.060,-,-,55.200,-
'9:03:45.056',-,-0.017,-,-,55.200,-
'9:03:45.064',-,-0.043,-,-,56.000,-
'9:03:45.072',-,-0.060,-,-,55.200,-
'9:03:45.080',-,-0.111,-,-,55.200,-
'9:03:45.088',-,0.085,-,-,54.400,-
'9:03:45.096',-,0.385,-,-,54.400,-
'9:03:45.104',-,0.453,-,-,53.600,-
'9:03:45.112',-,0.043,-,-,52.800,-
'9:03:45.120',-,0.000,-,-,52.800,-
'9:03:45.128',-,0.000,-,-,52.000,-
'9:03:45.136',-,-0.085,-,-,52.000,-
'9:03:45.144',-,-0.111,-,-,52.000,-
'9:03:45.152',-,-0.154,-,-,51.200,-
'9:03:45.160',-,-0.111,-,-,51.200,-
'9:03:45.168',-,-0.060,-,-,50.400,-
'9:03:45.176',-,-0.111,-,-,49.600,-
'9:03:45.184',-,-0.111,-,-,49.600,-
'9:03:45.192',-,-0.128,-,-,50.400,-
'9:03:45.200',-,-0.111,-,-,52.800,-
'9:03:45.208',-,-0.154,-,-,56.000,-
'9:03:45.216',-,-0.128,-,-,61.600,-
'9:03:45.224',-,-0.154,-,-,68.000,-
'9:03:45.232',-,-0.128,-,-,74.400,-
'9:03:45.240',-,-0.154,-,-,80.800,-
'9:03:45.248',-,-0.154,-,-,86.400,-
'9:03:45.256',-,-0.179,-,-,91.200,-
'9:03:45.264',-,-0.128,-,-,96.000,-
'9:03:45.272',-,-0.128,-,-,99.200,-
'9:03:45.280',-,-0.154,-,-,101.600,-
'9:03:45.288',-,-0.128,-,-,103.200,-
'9:03:45.296',-,-0.111,-,-,104.000,-
'9:03:45.304',-,-0.128,-,-,104.000,-
'9:03:45.312',-,-0.111,-,-,104.000,-
'9:03:45.320',-,-0.154,-,-,103.200,-
'9:03:45.328',-,-0.111,-,-,102.400,-
'9:03:45.336',-,-0.111,-,-,101.600,-
'9:03:45.344',-,-0.111,-,-,100.000,-
'9:03:45.352',-,-0.043,-,-,98.400,-
'9:03:45.360',-,-0.043,-,-,96.000,-
'9:03:45.368',-,-0.017,-,-,93.600,-
'9:03:45.376',-,0.000,-,-,90.400,-
'9:03:45.384',-,0.000,-,-,86.400,-
'9:03:45.392',-,0.043,-,-,81.600,-
'9:03:45.400',-,0.017,-,-,77.600,-
'9:03:45.408',-,0.043,-,-,73.600,-
'9:03:45.416',-,0.043,-,-,69.600,-
'9:03:45.424',-,0.043,-,-,65.600,-
'9:03:45.432',-,0.085,-,-,62.400,-
'9:03:45.440',-,0.128,-,-,60.000,-
'9:03:45.448',-,0.111,-,-,57.600,-
'9:03:45.456',-,0.111,-,-,55.200,-
'9:03:45.464',-,0.085,-,-,53.600,-
'9:03:45.472',-,0.043,-,-,52.800,-
'9:03:45.480',-,0.017,-,-,52.000,-
'9:03:45.488',-,0.000,-,-,51.200,-
'9:03:45.496',-,0.000,-,-,51.200,-
'9:03:45.504',-,-0.043,-,-,51.200,-
'9:03:45.512',-,-0.043,-,-,50.400,-
'9:03:45.520',-,-0.017,-,-,50.400,-
'9:03:45.528',-,0.000,-,-,50.400,-
'9:03:45.536',-,-0.043,-,-,49.600,-
'9:03:45.544',-,-0.060,-,-,49.600,-
'9:03:45.552',-,0.085,-,-,49.600,-
'9:03:45.560',-,0.385,-,-,49.600,-
'9:03:45.568',-,0.470,-,-,49.600,-
'9:03:45.576',-,0.222,-,-,49.600,-
'9:03:45.584',-,0.043,-,-,48.800,-
'9:03:45.592',-,0.000,-,-,48.800,-
'9:03:45.600',-,0.000,-,-,48.000,-
'9:03:45.608',-,-0.043,-,-,48.000,-
'9:03:45.616',-,-0.060,-,-,47.200,-
'9:03:45.624',-,-0.043,-,-,46.400,-
'9:03:45.632',-,-0.017,-,-,45.600,-
'9:03:45.640',-,-0.043,-,-,45.600,-
'9:03:45.648',-,-0.043,-,-,44.800,-
'9:03:45.656',-,-0.060,-,-,44.000,-
'9:03:45.664',-,-0.085,-,-,43.200,-
'9:03:45.672',-,-0.017,-,-,43.200,-
'9:03:45.680',-,-0.043,-,-,44.000,-
'9:03:45.688',-,-0.043,-,-,46.400,-
'9:03:45.696',-,-0.043,-,-,50.400,-
'9:03:45.704',-,-0.017,-,-,56.000,-
'9:03:45.712',-,-0.043,-,-,62.400,-
'9:03:45.720',-,-0.060,-,-,69.600,-
'9:03:45.728',-,-0.043,-,-,75.200,-
'9:03:45.736',-,-0.043,-,-,80.800,-
'9:03:45.744',-,-0.060,-,-,84.800,-
'9:03:45.752',-,-0.043,-,-,88.000,-
'9:03:45.760',-,-0.043,-,-,90.400,-
'9:03:45.768',-,-0.111,-,-,91.200,-
'9:03:45.776',-,-0.085,-,-,92.000,-
'9:03:45.784',-,-0.043,-,-,92.000,-
'9:03:45.792',-,-0.017,-,-,91.200,-
'9:03:45.800',-,-0.043,-,-,90.400,-
'9:03:45.808',-,-0.043,-,-,89.600,-
'9:03:45.816',-,-0.017,-,-,88.000,-
'9:03:45.824',-,-0.043,-,-,86.400,-
'9:03:45.832',-,0.000,-,-,84.000,-
'9:03:45.840',-,-0.017,-,-,80.800,-
'9:03:45.848',-,0.017,-,-,77.600,-
'9:03:45.856',-,0.000,-,-,74.400,-
'9:03:45.864',-,0.043,-,-,70.400,-
'9:03:45.872',-,0.043,-,-,66.400,-
'9:03:45.880',-,0.085,-,-,63.200,-
'9:03:45.888',-,0.154,-,-,60.800,-
'9:03:45.896',-,0.128,-,-,57.600,-
'9:03:45.904',-,0.197,-,-,55.200,-
'9:03:45.912',-,0.179,-,-,52.800,-
'9:03:45.920',-,0.111,-,-,50.400,-
'9:03:45.928',-,0.085,-,-,49.600,-
'9:03:45.936',-,0.085,-,-,48.000,-
'9:03:45.944',-,0.000,-,-,48.000,-
'9:03:45.952',-,0.017,-,-,47.200,-
'9:03:45.960',-,0.043,-,-,46.400,-
'9:03:45.968',-,0.000,-,-,46.400,-
'9:03:45.976',-,0.000,-,-,45.600,-
'9:03:45.984',-,0.017,-,-,45.600,-
'9:03:45.992',-,0.000,-,-,45.600,-
'9:03:46.000',-,0.000,-,-,45.600,-
'9:03:46.008',-,0.128,-,-,46.400,-
'9:03:46.016',-,0.402,-,-,46.400,-
'9:03:46.024',-,0.590,-,-,46.400,-
'9:03:46.032',-,0.333,-,-,47.200,-
'9:03:46.040',-,0.043,-,-,47.200,-
'9:03:46.048',-,0.000,-,-,47.200,-
'9:03:46.056',-,0.000,-,-,47.200,-
'9:03:46.064',-,0.043,-,-,47.200,-
'9:03:46.072',-,-0.017,-,-,47.200,-
'9:03:46.080',-,0.000,-,-,47.200,-
'9:03:46.088',-,-0.043,-,-,47.200,-
'9:03:46.096',-,-0.043,-,-,46.400,-
'9:03:46.104',-,-0.043,-,-,45.600,-
'9:03:46.112',-,-0.017,-,-,44.800,-
'9:03:46.120',-,-0.043,-,-,44.000,-
'9:03:46.128',-,0.000,-,-,44.000,-
'9:03:46.136',-,0.000,-,-,44.800,-
'9:03:46.144',-,0.000,-,-,46.400,-
'9:03:46.152',-,0.000,-,-,51.200,-
'9:03:46.160',-,0.000,-,-,56.800,-
'9:03:46.168',-,0.000,-,-,64.800,-
'9:03:46.176',-,-0.017,-,-,72.000,-
'9:03:46.184',-,-0.043,-,-,79.200,-
'9:03:46.192',-,-0.017,-,-,85.600,-
'9:03:46.200',-,0.000,-,-,90.400,-
'9:03:46.208',-,-0.043,-,-,94.400,-
'9:03:46.216',-,-0.043,-,-,97.600,-
'9:03:46.224',-,-0.060,-,-,99.200,-
'9:03:46.232',-,-0.085,-,-,100.000,-
'9:03:46.240',-,-0.060,-,-,100.800,-
'9:03:46.248',-,-0.043,-,-,100.800,-
'9:03:46.256',-,-0.043,-,-,101.600,-
'9:03:46.264',-,-0.017,-,-,100.800,-
'9:03:46.272',-,-0.043,-,-,100.800,-
'9:03:46.280',-,0.000,-,-,100.000,-
'9:03:46.288',-,0.000,-,-,98.400,-
'9:03:46.296',-,0.000,-,-,96.800,-
'9:03:46.304',-,0.000,-,-,93.600,-
'9:03:46.312',-,0.000,-,-,89.600,-
'9:03:46.320',-,0.000,-,-,85.600,-
'9:03:46.328',-,0.060,-,-,81.600,-
'9:03:46.336',-,0.085,-,-,76.800,-
'9:03:46.344',-,0.085,-,-,73.600,-
'9:03:46.352',-,0.085,-,-,70.400,-
'9:03:46.360',-,0.128,-,-,67.200,-
'9:03:46.368',-,0.128,-,-,64.800,-
'9:03:46.376',-,0.154,-,-,62.400,-
'9:03:46.384',-,0.111,-,-,60.800,-
'9:03:46.392',-,0.085,-,-,59.200,-
'9:03:46.400',-,0.043,-,-,58.400,-
'9:03:46.408',-,0.000,-,-,57.600,-
'9:03:46.416',-,-0.017,-,-,56.800,-
'9:03:46.424',-,-0.043,-,-,56.000,-
'9:03:46.432',-,-0.017,-,-,55.200,-
'9:03:46.440',-,-0.017,-,-,55.200,-
'9:03:46.448',-,-0.043,-,-,54.400,-
'9:03:46.456',-,-0.043,-,-,54.400,-
'9:03:46.464',-,-0.043,-,-,54.400,-
'9:03:46.472',-,0.000,-,-,54.400,-
'9:03:46.480',-,0.222,-,-,54.400,-
'9:03:46.488',-,0.470,-,-,54.400,-
'9:03:46.496',-,0.496,-,-,54.400,-
'9:03:46.504',-,0.000,-,-,54.400,-
'9:03:46.512',-,-0.017,-,-,54.400,-
'9:03:46.520',-,0.060,-,-,53.600,-
'9:03:46.528',-,0.000,-,-,53.600,-
'9:03:46.536',-,-0.085,-,-,53.600,-
'9:03:46.544',-,-0.111,-,-,52.800,-
'9:03:46.552',-,-0.111,-,-,52.800,-
'9:03:46.560',-,-0.111,-,-,52.000,-
'9:03:46.568',-,-0.128,-,-,52.000,-
'9:03:46.576',-,-0.043,-,-,52.000,-
'9:03:46.584',-,-0.060,-,-,52.000,-
'9:03:46.592',-,-0.060,-,-,52.000,-
'9:03:46.600',-,-0.085,-,-,52.800,-
'9:03:46.608',-,-0.060,-,-,55.200,-
'9:03:46.616',-,-0.111,-,-,59.200,-
'9:03:46.624',-,-0.060,-,-,66.400,-
'9:03:46.632',-,-0.043,-,-,74.400,-
'9:03:46.640',-,-0.111,-,-,84.000,-
'9:03:46.648',-,-0.111,-,-,92.800,-
'9:03:46.656',-,-0.154,-,-,99.200,-
'9:03:46.664',-,-0.111,-,-,103.200,-
'9:03:46.672',-,-0.128,-,-,106.400,-
'9:03:46.680',-,-0.154,-,-,108.800,-
'9:03:46.688',-,-0.128,-,-,110.400,-
'9:03:46.696',-,-0.154,-,-,111.200,-
'9:03:46.704',-,-0.128,-,-,111.200,-
'9:03:46.712',-,-0.111,-,-,112.000,-
'9:03:46.720',-,-0.111,-,-,111.200,-
'9:03:46.728',-,-0.128,-,-,110.400,-
'9:03:46.736',-,-0.060,-,-,108.800,-
'9:03:46.744',-,-0.085,-,-,107.200,-
'9:03:46.752',-,-0.043,-,-,105.600,-
'9:03:46.760',-,-0.017,-,-,103.200,-
'9:03:46.768',-,-0.043,-,-,100.800,-
'9:03:46.776',-,0.000,-,-,97.600,-
'9:03:46.784',-,0.000,-,-,94.400,-
'9:03:46.792',-,0.000,-,-,90.400,-
'9:03:46.800',-,0.000,-,-,86.400,-
'9:03:46.808',-,0.000,-,-,82.400,-
'9:03:46.816',-,0.043,-,-,77.600,-
'9:03:46.824',-,0.085,-,-,73.600,-
'9:03:46.832',-,0.085,-,-,70.400,-
'9:03:46.840',-,0.060,-,-,68.000,-
'9:03:46.848',-,0.043,-,-,65.600,-
'9:03:46.856',-,0.043,-,-,63.200,-
